order_id,region,category,order_amount,paid_amount,status,order_date,customer_id,product_id
20388,华东,数据产品,208113.6,180154.27,已支付,2026-07-07,113,103
20389,华北,企业服务,91677.08,0,已取消,2026-06-28,107,104
20390,华南,企业服务,60581.36,52928.66,已支付,2026-07-08,122,105
20391,西南,数据产品,44297.91,38293.64,已支付,2026-07-11,116,103
20392,华南,智能硬件,68331.26,64854.24,已支付,2026-07-12,130,109
20393,华南,智能硬件,25160.74,25000.7,已支付,2026-07-24,126,108
20394,华东,智能硬件,55308.02,0,已取消,2026-07-11,105,108
20395,华东,数据产品,48954.27,42124.06,已支付,2026-07-14,109,103
20396,华南,安全服务,212909.36,204983.06,已支付,2026-06-23,106,111
20397,华东,企业服务,191102.57,166015.38,已支付,2026-07-04,101,106
20398,华北,企业服务,50334.81,46495.32,已支付,2026-06-19,115,105
20399,华东,智能硬件,39579.3,37158.11,已支付,2026-07-24,105,108
20400,华北,智能硬件,75329.38,71887.16,已支付,2026-06-22,107,107
20401,西南,安全服务,47538.54,43773.13,已支付,2026-06-15,124,112
20402,华南,安全服务,212076.45,193285.06,已支付,2026-06-29,110,110
20403,华南,智能硬件,49620.4,0,已取消,2026-06-07,118,109
20404,华北,企业服务,97225.65,86153.74,已支付,2026-06-19,115,105
20405,华北,企业服务,88336.6,80517.32,已支付,2026-07-29,123,104
20406,华南,智能硬件,196570.43,190083.94,已支付,2026-06-07,110,107
20407,华东,智能硬件,20348.57,18575.39,已支付,2026-06-24,101,107
20408,华南,安全服务,79029.41,74643.85,已支付,2026-07-24,122,110
20409,华东,企业服务,21223.37,0,已取消,2026-07-15,109,104
20410,华北,企业服务,65091.68,61642.05,已支付,2026-06-24,103,105
20411,华东,安全服务,38448.41,36345.01,已支付,2026-07-24,105,111
20412,华东,智能硬件,37596.22,36021.04,已支付,2026-07-02,125,109
20413,华东,智能硬件,149753.22,128843.76,已支付,2026-07-04,101,107
20414,华北,智能硬件,54362.3,49061.72,已支付,2026-07-15,115,108
20415,西南,智能硬件,78245.98,68323.22,已支付,2026-06-25,116,107
20416,华北,数据产品,61384.77,54261.35,已支付,2026-07-02,123,102
20417,华北,企业服务,30680.06,26682.99,已支付,2026-07-04,119,106
20418,华南,企业服务,74123.37,66034.18,已支付,2026-07-08,106,106
20419,西南,数据产品,73211.42,70275.0,已支付,2026-07-27,128,102
20420,华南,数据产品,66393.04,63852.71,已支付,2026-07-12,126,102
20421,西南,企业服务,12979.09,12847.39,已支付,2026-06-14,108,106
20422,华北,企业服务,205453.27,190550.96,已支付,2026-06-07,127,106
20423,华北,智能硬件,212547.32,188114.68,已支付,2026-07-27,127,107
20424,华东,数据产品,135396.88,125192.64,已支付,2026-07-22,101,102
20425,西南,企业服务,99796.45,94646.07,已支付,2026-07-08,104,106
20426,西南,智能硬件,134016.82,132105.67,已支付,2026-07-22,104,108
20427,华南,数据产品,72497.22,62531.51,已支付,2026-06-29,110,103
20428,西南,企业服务,79669.69,71506.62,已支付,2026-06-23,104,105
20429,西南,企业服务,133325.41,121200.2,已支付,2026-06-27,128,106
20430,华南,安全服务,81992.67,79436.24,已支付,2026-06-23,102,111
20431,西南,智能硬件,165279.61,149357.99,已支付,2026-06-01,128,107
20432,西南,安全服务,92858.75,90183.94,已支付,2026-06-24,116,111
20433,华东,数据产品,14524.89,12530.96,已支付,2026-07-01,129,102
20434,西南,企业服务,134967.45,116730.95,已支付,2026-07-15,128,105
20435,华东,智能硬件,30521.52,26479.62,已支付,2026-07-16,121,107
20436,华东,智能硬件,82709.16,72760.53,已支付,2026-07-09,129,107
20437,华东,数据产品,80740.88,78653.18,已支付,2026-06-22,113,102
20438,华南,智能硬件,28049.57,24677.35,已支付,2026-06-03,126,108
20439,华东,安全服务,132583.11,122058.27,已支付,2026-06-07,101,111
20440,华东,企业服务,62929.5,58075.91,已支付,2026-06-16,109,104
20441,华北,安全服务,29861.57,26491.98,已支付,2026-07-01,107,112
20442,华南,智能硬件,23387.94,23234.56,已支付,2026-06-05,126,108
20443,华南,数据产品,62102.97,55279.93,已支付,2026-06-29,114,103
20444,华东,数据产品,75086.83,68601.34,已支付,2026-06-08,117,103
20445,华南,企业服务,146721.62,134677.24,已支付,2026-07-24,110,105
20446,西南,安全服务,96107.93,83334.84,已支付,2026-06-22,128,112
20447,华南,企业服务,66825.8,65653.72,已支付,2026-07-13,130,106
20448,华北,安全服务,92550.4,92320.48,已支付,2026-07-23,119,110
20449,华东,智能硬件,69760.61,66155.78,已支付,2026-06-20,129,109
20450,华南,企业服务,52724.2,47556.84,已支付,2026-07-20,110,105
20451,西南,数据产品,80261.38,74747.75,已支付,2026-06-16,128,102
20452,西南,数据产品,100192.22,98347.18,已支付,2026-06-07,112,101
20453,西南,企业服务,65796.92,57870.46,已支付,2026-07-11,112,105
20454,西南,数据产品,199820.84,196274.81,已支付,2026-07-31,116,101
20455,华北,智能硬件,63790.05,61130.7,已支付,2026-07-17,107,108
20456,华东,企业服务,55627.47,0,已退款,2026-07-30,113,106
20457,华东,企业服务,50110.1,47043.16,已支付,2026-07-22,105,104
20458,华东,数据产品,47765.85,0,已取消,2026-07-15,125,101
20459,华南,企业服务,51995.86,50752.47,已支付,2026-06-26,106,106
20460,西南,安全服务,19963.7,19111.92,已支付,2026-06-28,120,111
20461,华南,企业服务,21786.87,20089.86,已支付,2026-07-08,122,106
20462,华南,智能硬件,78475.33,67771.87,已支付,2026-07-04,130,107
20463,华东,智能硬件,113285.12,103515.46,已支付,2026-07-18,125,108
20464,华东,安全服务,36100.39,34075.0,已支付,2026-07-17,101,110
20465,华东,智能硬件,8624.57,0,已取消,2026-06-05,121,109
20466,西南,安全服务,17887.4,16401.77,已支付,2026-06-28,104,110
20467,华东,企业服务,99221.07,94543.96,已支付,2026-07-22,117,104
20468,华东,企业服务,124492.91,117137.68,已支付,2026-07-04,125,106
20469,华南,安全服务,41223.37,0,已取消,2026-06-08,130,111
20470,西南,数据产品,98444.01,91175.55,已支付,2026-07-14,120,102
20471,华南,数据产品,38007.41,35219.98,已支付,2026-06-18,118,102
20472,华东,智能硬件,30897.29,28759.18,已支付,2026-06-26,113,108
20473,华南,智能硬件,64171.28,62194.89,已支付,2026-06-24,122,109
20474,华南,企业服务,39254.6,37982.64,已支付,2026-07-29,114,104
20475,华东,智能硬件,696213.92,0,已取消,2026-06-29,113,107
20476,华南,企业服务,12143.2,11146.56,已支付,2026-06-28,126,106
20477,华南,智能硬件,30651.87,30307.97,已支付,2026-07-22,102,109
20478,华北,安全服务,121630.55,105294.18,已支付,2026-07-18,115,112
20479,华北,安全服务,209463.65,206870.35,已支付,2026-07-06,127,111
20480,华东,企业服务,78115.89,77104.62,已支付,2026-06-19,113,106
