device_id,user_id,device_type,platform,app_version,last_active_at,trusted
D0001823,U004571,Android,微信小程序,5.8.0,2025-09-22 05:21:39,1
D0001824,U002727,iOS,星购App,6.0.0,2025-10-19 22:00:16,1
D0001825,U001260,macOS,星购App,6.0.0,2026-04-08 17:41:26,1
D0001826,U001718,iOS,网页,5.9.1,2026-03-24 11:35:09,1
D0001827,U000832,Windows,星购App,5.9.1,2026-04-11 08:42:27,1
D0001828,U003780,macOS,微信小程序,5.9.1,2025-04-18 00:48:30,1
D0001829,U003555,iOS,星购App,5.9.1,2025-01-28 19:19:49,1
D0001830,U003001,Android,星购App,5.8.0,2025-05-05 12:48:37,1
D0001831,U002427,Windows,微信小程序,web,2025-06-18 21:43:44,1
D0001832,U002448,Android,星购App,6.0.0,2026-02-05 20:48:59,1
D0001833,U000840,iOS,星购App,6.0.0,2025-11-20 19:10:13,1
D0001834,U003408,Windows,星购App,5.9.1,2026-06-06 09:39:30,1
D0001835,U000488,Android,网页,6.0.0,2026-08-06 00:46:46,1
D0001836,U002494,Android,星购App,5.9.1,2025-01-31 02:14:54,1
D0001837,U002057,Windows,微信小程序,6.0.0,2025-02-09 06:44:49,1
D0001838,U000045,Android,微信小程序,6.0.0,2025-08-26 03:08:43,1
D0001839,U003345,Windows,星购App,5.8.0,2025-03-16 22:46:11,1
D0001840,U001899,iOS,网页,6.0.0,2025-06-28 12:58:11,1
D0001841,U000810,Windows,星购App,5.9.1,2026-04-25 09:09:43,1
D0001842,U000826,Windows,微信小程序,6.0.0,2026-05-18 14:01:34,1
D0001843,U000501,Android,微信小程序,6.0.0,2026-08-16 09:14:40,1
D0001844,U000416,Android,星购App,6.0.0,2026-03-27 00:09:41,1
D0001845,U002041,Android,星购App,6.0.0,2025-06-19 16:52:00,1
D0001846,U000056,Android,星购App,6.0.0,2026-05-05 13:40:26,1
D0001847,U000846,Android,微信小程序,5.9.1,2025-03-21 02:03:32,1
D0001848,U002531,macOS,星购App,5.9.1,2026-01-29 22:30:17,1
D0001849,U001054,macOS,星购App,5.8.0,2026-01-17 16:43:33,1
D0001850,U001422,Android,星购App,5.9.1,2025-11-01 16:16:08,1
D0001851,U000507,Android,星购App,5.8.0,2025-08-30 23:05:06,1
D0001852,U001167,Android,星购App,web,2026-04-25 15:04:06,1
D0001853,U002438,macOS,网页,5.9.1,2025-04-07 06:03:26,1
D0001854,U004450,iOS,星购App,6.0.0,2025-12-20 17:00:26,1
D0001855,U004932,Android,网页,5.8.0,2025-02-17 21:54:36,1
D0001856,U002496,iOS,星购App,5.8.0,2025-08-25 06:48:08,1
D0001857,U003320,Android,星购App,5.8.0,2025-08-31 08:02:23,1
D0001858,U002132,Android,网页,6.0.0,2025-07-02 17:36:15,1
D0001859,U002052,Android,微信小程序,5.9.1,2026-03-24 18:45:11,1
D0001860,U002362,iOS,星购App,web,2026-02-21 01:34:41,1
D0001861,U000696,Android,星购App,6.0.0,2025-04-05 11:11:12,1
D0001862,U001871,Android,微信小程序,5.9.1,2025-12-11 19:41:19,1
D0001863,U000335,Android,网页,5.9.1,2025-01-04 12:50:13,1
D0001864,U002231,macOS,星购App,6.0.0,2025-01-07 14:58:36,1
D0001865,U004059,iOS,星购App,5.9.1,2025-11-25 09:39:18,1
D0001866,U002479,macOS,星购App,5.8.0,2026-07-15 06:05:38,1
D0001867,U001885,Android,星购App,6.0.0,2026-05-01 15:08:42,1
D0001868,U004310,Windows,星购App,5.9.1,2025-07-18 00:29:44,1
D0001869,U000447,iOS,网页,5.9.1,2025-06-19 13:27:29,1
D0001870,U000884,macOS,星购App,6.0.0,2025-03-18 22:31:44,1
D0001871,U000027,Windows,星购App,5.9.1,2025-10-18 18:11:41,1
D0001872,U002367,Windows,微信小程序,6.0.0,2025-05-11 14:31:44,1
D0001873,U004916,Android,星购App,5.8.0,2025-10-23 01:52:06,1
D0001874,U003395,Android,星购App,5.8.0,2026-07-14 11:39:59,1
D0001875,U000948,iOS,星购App,6.0.0,2025-02-26 04:22:40,1
D0001876,U000428,iOS,网页,5.8.0,2026-07-23 03:30:18,1
D0001877,U004360,Windows,星购App,5.9.1,2025-06-30 20:35:01,1
D0001878,U003250,iOS,星购App,web,2026-03-16 00:09:18,1
D0001879,U004766,Android,星购App,5.9.1,2025-01-13 09:25:07,1
D0001880,U004165,iOS,微信小程序,5.9.1,2026-06-01 04:01:13,1
D0001881,U003091,Android,星购App,6.0.0,2025-02-16 15:03:01,1
D0001882,U003086,Android,星购App,web,2025-12-15 13:04:31,1
D0001883,U001547,Android,网页,6.0.0,2026-02-27 14:33:10,1
D0001884,U003198,Android,星购App,5.9.1,2025-02-07 06:34:20,1
D0001885,U000990,Android,星购App,5.9.1,2025-02-20 01:21:48,1
D0001886,U004009,Android,网页,6.0.0,2026-08-13 21:37:09,1
D0001887,U001454,Android,微信小程序,6.0.0,2025-02-13 00:52:21,1
D0001888,U002928,Android,网页,5.9.1,2025-07-15 22:49:09,1
D0001889,U003776,Android,星购App,5.8.0,2026-06-17 05:46:03,1
D0001890,U001016,Android,星购App,web,2025-11-11 05:47:24,1
D0001891,U004397,Android,星购App,5.9.1,2025-04-07 14:04:50,1
D0001892,U002782,Android,星购App,5.9.1,2025-11-19 03:13:21,1
D0001893,U000797,Android,星购App,6.0.0,2025-11-06 02:21:53,1
D0001894,U002932,iOS,网页,5.9.1,2025-03-13 01:01:01,1
D0001895,U002757,Android,星购App,5.9.1,2025-09-26 10:59:15,1
D0001896,U001536,Android,网页,6.0.0,2026-01-10 05:24:42,1
D0001897,U004538,Android,网页,6.0.0,2026-07-15 11:46:40,1
D0001898,U000605,Android,星购App,5.8.0,2025-06-11 13:07:09,1
D0001899,U002767,iOS,星购App,web,2025-07-15 02:32:14,1
D0001900,U000537,Android,星购App,6.0.0,2025-04-16 02:39:41,1
D0001901,U002764,Windows,星购App,5.8.0,2026-01-26 21:14:30,1
D0001902,U004335,Android,微信小程序,web,2025-12-09 11:22:23,1
D0001903,U004508,iOS,星购App,6.0.0,2026-05-10 01:56:47,1
D0001904,U001536,iOS,星购App,6.0.0,2026-04-21 12:58:22,1
D0001905,U003860,Windows,星购App,5.9.1,2025-08-20 12:18:55,1
D0001906,U003146,Android,星购App,5.9.1,2025-08-05 01:00:46,1
D0001907,U002745,iOS,星购App,5.8.0,2025-08-14 13:07:13,1
D0001908,U002580,Android,微信小程序,web,2026-03-15 22:18:19,1
D0001909,U004910,iOS,网页,5.9.1,2025-05-27 02:41:57,1
D0001910,U004346,Android,星购App,6.0.0,2026-05-12 17:33:31,1
D0001911,U004085,Android,星购App,5.9.1,2026-06-10 08:31:56,1
D0001912,U004312,macOS,星购App,5.9.1,2025-11-10 00:35:46,1
D0001913,U004044,Android,星购App,5.9.1,2025-08-10 13:54:27,1
D0001914,U000999,Android,星购App,6.0.0,2026-08-04 14:17:16,1
D0001915,U004418,iOS,星购App,5.8.0,2026-03-07 02:55:14,1
D0001916,U004851,iOS,微信小程序,6.0.0,2026-01-26 14:43:44,1
D0001917,U002087,Android,星购App,5.9.1,2026-07-23 22:37:36,1
D0001918,U000556,Android,星购App,5.9.1,2026-04-02 04:48:09,1
D0001919,U001306,iOS,星购App,5.9.1,2025-02-24 11:55:00,1
D0001920,U003956,iOS,星购App,5.9.1,2026-07-06 23:44:05,1
D0001921,U002832,Android,星购App,6.0.0,2025-04-06 07:48:37,1
D0001922,U002333,macOS,星购App,6.0.0,2026-08-02 06:54:02,1
D0001923,U000441,iOS,星购App,web,2025-05-22 19:53:36,1
D0001924,U004514,Android,微信小程序,5.8.0,2026-04-03 17:52:35,1
D0001925,U001782,iOS,微信小程序,6.0.0,2026-02-23 21:37:44,1
D0001926,U003990,Android,星购App,6.0.0,2025-09-04 00:27:33,1
D0001927,U001366,Android,星购App,5.9.1,2025-04-22 11:32:39,1
D0001928,U003085,Windows,微信小程序,5.8.0,2025-11-21 09:00:52,1
D0001929,U001427,Android,星购App,6.0.0,2025-12-04 13:46:21,1
D0001930,U001849,iOS,星购App,6.0.0,2025-07-23 16:40:25,1
D0001931,U003893,Android,星购App,6.0.0,2025-05-02 05:04:36,1
D0001932,U000796,iOS,网页,5.8.0,2026-01-14 19:18:41,1
D0001933,U002086,iOS,星购App,5.8.0,2026-07-17 06:51:05,1
D0001934,U004714,Android,星购App,5.8.0,2025-04-12 21:11:25,1
D0001935,U004226,Android,微信小程序,5.9.1,2025-10-17 11:12:17,1
D0001936,U003863,Windows,星购App,6.0.0,2025-12-29 17:40:44,1
D0001937,U004075,Android,星购App,5.8.0,2026-03-29 22:06:58,1
D0001938,U002641,Android,微信小程序,5.9.1,2025-06-23 06:10:34,1
D0001939,U003363,Android,星购App,5.9.1,2025-08-26 11:51:02,1
D0001940,U001209,Android,星购App,5.9.1,2025-10-19 06:55:42,1
D0001941,U003738,iOS,星购App,5.9.1,2025-11-06 11:17:51,1
D0001942,U002207,Android,星购App,web,2025-08-07 19:59:18,1
D0001943,U001755,iOS,星购App,6.0.0,2025-04-04 20:25:56,1
D0001944,U003341,Android,星购App,5.9.1,2026-05-21 04:55:44,1
D0001945,U002508,iOS,星购App,5.8.0,2025-06-16 01:58:06,1
D0001946,U004322,iOS,星购App,5.9.1,2025-05-16 09:41:27,1
D0001947,U002755,Android,星购App,5.9.1,2025-09-02 07:01:16,1
D0001948,U004559,iOS,星购App,web,2026-01-17 06:50:36,1
D0001949,U003511,Android,网页,5.9.1,2025-01-13 07:03:31,1
D0001950,U003948,Android,网页,web,2026-05-13 08:51:10,1
D0001951,U003742,Android,微信小程序,6.0.0,2025-03-07 02:06:09,1
D0001952,U002655,Windows,微信小程序,5.9.1,2025-01-05 15:37:33,1
D0001953,U000005,Android,星购App,5.8.0,2025-06-01 06:42:10,1
D0001954,U003122,Android,星购App,6.0.0,2026-04-05 05:41:43,1
D0001955,U004751,iOS,星购App,6.0.0,2025-11-07 04:37:12,1
D0001956,U004027,iOS,星购App,5.8.0,2026-04-16 11:34:39,1
D0001957,U001002,Android,微信小程序,6.0.0,2026-07-22 18:27:45,1
D0001958,U004891,iOS,微信小程序,6.0.0,2025-08-27 20:18:25,1
D0001959,U002401,iOS,微信小程序,6.0.0,2026-04-24 20:20:30,1
D0001960,U000130,Android,星购App,5.8.0,2026-05-22 12:59:55,1
D0001961,U002017,Windows,微信小程序,5.9.1,2026-01-31 22:44:51,1
D0001962,U000910,Android,微信小程序,6.0.0,2025-02-18 05:52:18,1
D0001963,U000853,Android,星购App,6.0.0,2026-01-05 06:56:55,1
D0001964,U002062,Android,星购App,5.8.0,2025-10-15 04:52:45,1
D0001965,U004578,Android,微信小程序,6.0.0,2025-09-19 09:35:08,1
D0001966,U003422,iOS,星购App,web,2026-06-15 19:29:49,1
D0001967,U003235,iOS,星购App,web,2025-03-05 07:01:08,1
D0001968,U003455,Android,星购App,5.8.0,2025-05-11 08:50:40,1
D0001969,U003376,macOS,网页,5.8.0,2026-03-19 23:51:10,1
D0001970,U002468,Android,星购App,5.8.0,2026-03-03 13:37:58,1
D0001971,U000782,Android,星购App,5.9.1,2025-10-16 00:13:56,1
D0001972,U003403,Android,星购App,5.8.0,2025-05-08 11:22:43,1
D0001973,U002816,iOS,微信小程序,5.9.1,2025-08-10 06:54:33,1
D0001974,U001685,Android,微信小程序,6.0.0,2026-01-07 12:12:31,1
D0001975,U001492,Android,星购App,5.9.1,2025-09-03 22:52:17,1
D0001976,U002452,iOS,网页,5.9.1,2026-04-18 06:32:30,1
D0001977,U003561,macOS,星购App,web,2025-01-27 10:45:49,1
D0001978,U003029,iOS,星购App,5.9.1,2026-02-25 07:17:22,1
D0001979,U004957,Android,星购App,6.0.0,2026-03-15 06:16:02,1
D0001980,U000390,iOS,星购App,5.9.1,2025-05-02 04:33:14,1
D0001981,U004192,Android,星购App,6.0.0,2025-03-13 01:43:50,1
D0001982,U004388,iOS,星购App,6.0.0,2025-05-14 05:12:11,1
D0001983,U004171,iOS,星购App,5.9.1,2026-02-20 05:48:25,1
D0001984,U002379,iOS,网页,5.8.0,2025-04-07 11:16:22,1
D0001985,U001621,Android,星购App,5.9.1,2025-09-06 04:40:14,1
D0001986,U003441,iOS,星购App,5.8.0,2025-02-24 15:35:06,1
D0001987,U001554,iOS,星购App,5.9.1,2025-09-23 23:47:45,1
D0001988,U000999,Windows,星购App,5.8.0,2025-01-16 10:27:10,1
D0001989,U003394,iOS,微信小程序,5.8.0,2026-01-18 11:42:04,1
D0001990,U000613,Android,微信小程序,6.0.0,2026-02-11 00:46:54,1
D0001991,U002124,Android,微信小程序,5.8.0,2026-05-31 12:12:16,1
D0001992,U002289,Windows,微信小程序,5.9.1,2025-06-21 22:57:20,1
D0001993,U003918,iOS,网页,5.8.0,2025-07-10 19:14:41,1
D0001994,U002513,Android,星购App,5.9.1,2026-01-26 14:29:42,1
D0001995,U000941,iOS,星购App,5.8.0,2025-05-11 11:08:55,1
D0001996,U003200,Android,星购App,6.0.0,2025-12-08 21:09:20,1
D0001997,U003796,Android,微信小程序,6.0.0,2025-05-03 12:54:29,1
D0001998,U002268,Windows,微信小程序,6.0.0,2026-01-07 08:33:42,1
D0001999,U000030,iOS,星购App,6.0.0,2026-04-01 18:56:09,1
D0002000,U002209,iOS,星购App,6.0.0,2025-10-14 13:10:24,1
D0002001,U003050,Windows,微信小程序,6.0.0,2025-10-29 09:26:11,1
D0002002,U003450,iOS,星购App,5.9.1,2026-01-25 11:00:36,1
D0002003,U004489,Windows,星购App,5.9.1,2025-09-30 06:51:59,1
D0002004,U001016,Windows,星购App,6.0.0,2026-07-21 12:10:06,1
D0002005,U003370,Android,星购App,5.9.1,2025-05-13 18:26:13,1
D0002006,U003252,Android,网页,6.0.0,2025-02-07 18:21:06,1
D0002007,U001472,iOS,星购App,6.0.0,2026-04-27 10:29:47,1
D0002008,U003593,Android,网页,5.8.0,2026-08-03 18:31:22,1
D0002009,U002198,iOS,星购App,6.0.0,2026-06-30 23:12:26,1
D0002010,U001738,iOS,星购App,5.9.1,2025-06-12 15:48:50,1
D0002011,U001041,Android,星购App,5.9.1,2026-07-27 06:21:16,1
D0002012,U004803,Android,星购App,6.0.0,2026-05-12 09:53:18,1
D0002013,U000802,Android,星购App,5.8.0,2026-08-22 22:51:51,1
D0002014,U000263,iOS,星购App,5.8.0,2025-01-18 01:22:34,1
D0002015,U004930,Android,星购App,6.0.0,2026-06-27 20:59:38,1
D0002016,U000034,iOS,微信小程序,5.8.0,2026-01-30 22:45:46,1
D0002017,U004704,Android,星购App,web,2026-03-27 05:53:33,1
D0002018,U003048,Android,微信小程序,6.0.0,2025-07-04 15:55:45,1
D0002019,U003227,Android,星购App,5.8.0,2025-10-25 21:21:00,1
D0002020,U002080,iOS,网页,5.9.1,2025-09-07 07:48:46,1
D0002021,U001711,Android,星购App,6.0.0,2026-04-01 01:59:40,1
D0002022,U000923,Android,网页,6.0.0,2025-07-19 11:51:05,1
D0002023,U000089,Android,微信小程序,web,2026-05-29 22:02:09,1
D0002024,U002313,Android,星购App,5.8.0,2025-11-01 13:10:40,1
D0002025,U001765,Android,星购App,5.9.1,2026-04-05 15:56:51,1
D0002026,U002317,iOS,星购App,5.9.1,2025-10-18 05:44:59,1
D0002027,U004676,Android,星购App,5.9.1,2025-08-28 08:15:12,1
D0002028,U002089,Android,微信小程序,5.9.1,2026-07-27 17:53:57,1
D0002029,U001383,Windows,星购App,web,2025-02-04 08:56:31,1
D0002030,U001428,Android,微信小程序,6.0.0,2025-07-31 02:02:47,1
D0002031,U002751,Android,星购App,5.8.0,2025-12-30 09:30:52,1
D0002032,U003199,iOS,星购App,5.9.1,2026-06-17 16:32:25,1
D0002033,U002505,Android,星购App,6.0.0,2025-01-17 12:29:21,1
D0002034,U001182,Android,星购App,5.8.0,2025-01-06 00:59:13,1
D0002035,U003642,iOS,微信小程序,6.0.0,2026-01-16 06:30:06,1
D0002036,U004120,Android,微信小程序,5.8.0,2025-01-02 20:22:57,1
D0002037,U001128,Android,星购App,6.0.0,2025-02-07 16:51:25,1
D0002038,U004042,iOS,微信小程序,5.9.1,2026-04-05 04:00:30,1
D0002039,U004446,Android,微信小程序,5.9.1,2026-03-08 07:37:22,1
D0002040,U000964,macOS,微信小程序,5.8.0,2025-09-28 14:21:28,1
D0002041,U002226,iOS,网页,5.9.1,2026-03-09 13:40:24,1
D0002042,U003709,iOS,星购App,6.0.0,2025-05-06 16:56:07,1
D0002043,U000723,Android,微信小程序,6.0.0,2025-08-10 13:33:23,1
D0002044,U002353,Android,网页,5.9.1,2025-08-29 02:34:12,1
D0002045,U000528,macOS,微信小程序,5.8.0,2025-08-08 18:20:31,1
D0002046,U000823,Android,星购App,6.0.0,2026-05-06 04:46:43,1
D0002047,U004415,macOS,星购App,6.0.0,2025-08-20 17:58:20,1
D0002048,U004092,Android,微信小程序,5.9.1,2025-11-30 11:39:08,1
D0002049,U003532,Android,星购App,5.8.0,2026-07-26 02:07:29,1
D0002050,U000149,Android,微信小程序,6.0.0,2026-01-19 12:44:23,1
D0002051,U000150,iOS,星购App,web,2025-04-02 20:11:19,1
D0002052,U001038,iOS,微信小程序,5.9.1,2026-04-19 00:27:56,1
D0002053,U003655,Windows,星购App,5.8.0,2025-05-31 07:12:22,1
D0002054,U003316,Android,星购App,5.9.1,2026-05-27 11:45:52,1
D0002055,U004371,Android,星购App,5.9.1,2025-02-24 07:43:15,1
D0002056,U001561,Android,星购App,5.8.0,2026-05-28 07:52:46,1
D0002057,U001670,Android,星购App,6.0.0,2025-09-08 06:54:33,1
D0002058,U002182,Android,微信小程序,web,2025-09-28 08:38:29,1
D0002059,U002680,Android,微信小程序,6.0.0,2026-06-13 14:34:37,1
D0002060,U004006,Android,星购App,6.0.0,2025-05-02 01:15:49,1
D0002061,U002426,Android,星购App,5.8.0,2025-03-09 02:45:34,1
D0002062,U003710,iOS,网页,web,2025-05-15 04:32:53,1
D0002063,U001425,Android,星购App,5.8.0,2026-01-01 20:34:49,1
D0002064,U004294,iOS,星购App,web,2025-01-04 23:25:47,1
D0002065,U000116,macOS,星购App,5.9.1,2026-08-09 12:29:11,1
D0002066,U001482,iOS,星购App,5.9.1,2026-03-30 17:28:28,1
D0002067,U001724,iOS,网页,6.0.0,2025-03-02 08:16:36,1
D0002068,U000144,Android,星购App,5.8.0,2026-03-31 22:27:44,1
D0002069,U001164,iOS,星购App,6.0.0,2026-04-16 10:22:58,1
D0002070,U002767,iOS,星购App,5.8.0,2025-01-30 08:03:14,1
D0002071,U000107,Android,微信小程序,6.0.0,2026-08-04 12:56:14,1
D0002072,U004243,Android,网页,6.0.0,2025-09-27 14:29:51,1
D0002073,U004941,Android,星购App,6.0.0,2026-04-19 09:55:33,1
D0002074,U002924,Android,星购App,web,2025-01-23 09:59:53,1
D0002075,U000811,Android,星购App,6.0.0,2025-11-01 04:10:39,1
D0002076,U001656,Android,星购App,5.9.1,2026-01-15 22:59:35,1
D0002077,U001512,iOS,星购App,6.0.0,2026-01-18 05:03:02,1
D0002078,U003768,Android,微信小程序,5.9.1,2025-02-08 19:56:02,1
D0002079,U002799,Android,星购App,5.9.1,2026-05-05 16:27:34,1
D0002080,U001527,iOS,星购App,5.9.1,2025-09-12 05:59:33,1
D0002081,U000318,Android,微信小程序,6.0.0,2025-11-17 01:11:48,1
D0002082,U000774,iOS,网页,6.0.0,2026-01-09 02:52:29,1
D0002083,U002553,Android,星购App,5.9.1,2025-05-14 11:16:24,1
D0002084,U000744,iOS,星购App,6.0.0,2026-01-07 06:33:06,1
D0002085,U004198,Android,星购App,5.8.0,2025-08-01 14:13:17,1
D0002086,U004331,iOS,网页,5.9.1,2025-07-06 18:07:34,1
D0002087,U004102,Android,星购App,6.0.0,2025-11-23 12:37:18,1
D0002088,U004731,Android,星购App,5.9.1,2025-10-14 11:18:41,1
D0002089,U004274,Android,网页,5.9.1,2026-01-26 19:58:07,1
D0002090,U001784,Android,微信小程序,5.8.0,2026-06-29 13:29:25,1
D0002091,U004951,Android,星购App,5.8.0,2025-06-14 10:09:30,1
D0002092,U001941,iOS,微信小程序,5.9.1,2025-02-09 16:43:30,1
D0002093,U004734,Android,星购App,6.0.0,2026-03-04 21:35:18,1
D0002094,U002755,Android,星购App,5.9.1,2025-08-18 04:37:23,1
D0002095,U000585,Android,星购App,5.8.0,2025-03-25 22:33:40,1
D0002096,U003710,iOS,星购App,web,2025-12-10 19:31:09,1
D0002097,U001989,Android,微信小程序,5.9.1,2026-01-31 02:27:51,1
D0002098,U003737,Windows,星购App,6.0.0,2025-02-12 03:28:22,1
D0002099,U004833,Android,星购App,5.9.1,2025-06-11 14:57:28,1
D0002100,U003782,Android,网页,web,2025-06-21 13:16:01,1
D0002101,U004199,Android,星购App,5.9.1,2026-01-28 14:09:39,1
D0002102,U004581,Android,网页,6.0.0,2026-03-08 12:59:12,1
D0002103,U003748,Android,星购App,5.9.1,2025-06-05 10:19:51,1
D0002104,U001555,Android,微信小程序,5.9.1,2025-12-24 18:59:16,1
D0002105,U000775,macOS,微信小程序,5.9.1,2025-03-19 09:06:39,1
D0002106,U004059,Android,星购App,5.8.0,2026-04-19 00:07:09,1
D0002107,U004173,Android,星购App,5.9.1,2025-10-04 23:59:34,1
D0002108,U001773,Android,星购App,5.9.1,2025-06-06 09:37:00,1
D0002109,U003311,macOS,星购App,6.0.0,2025-05-02 19:27:44,1
D0002110,U001036,Windows,网页,5.8.0,2026-05-12 15:11:36,1
D0002111,U004805,iOS,星购App,5.9.1,2025-06-03 01:05:15,1
D0002112,U003040,iOS,网页,5.8.0,2025-03-08 22:19:58,1
D0002113,U001896,iOS,微信小程序,5.9.1,2025-06-13 09:55:10,1
D0002114,U004057,Android,星购App,5.9.1,2025-04-12 13:03:01,1
D0002115,U002220,Android,微信小程序,5.8.0,2026-03-22 22:10:10,1
D0002116,U002102,Windows,星购App,6.0.0,2025-04-10 02:44:34,1
D0002117,U004734,Android,微信小程序,5.9.1,2026-03-04 10:04:09,1
D0002118,U001278,Android,星购App,6.0.0,2025-04-18 04:34:15,1
D0002119,U002707,macOS,星购App,5.9.1,2025-09-04 17:52:14,1
D0002120,U001727,iOS,星购App,5.8.0,2025-08-28 20:09:14,1
D0002121,U001221,iOS,微信小程序,6.0.0,2026-03-13 19:02:26,1
D0002122,U003301,iOS,微信小程序,6.0.0,2026-05-30 00:20:07,1
D0002123,U002530,Android,星购App,6.0.0,2025-03-29 09:59:00,1
D0002124,U001446,Android,星购App,5.8.0,2026-01-11 10:48:24,1
D0002125,U003334,Android,星购App,5.8.0,2025-05-01 06:39:51,1
D0002126,U003983,Android,网页,5.8.0,2025-09-09 14:57:03,1
D0002127,U002102,iOS,网页,5.9.1,2025-02-08 10:06:00,1
D0002128,U002602,iOS,星购App,6.0.0,2026-07-01 02:02:40,1
D0002129,U001887,Android,星购App,5.8.0,2025-08-20 07:13:59,1
D0002130,U000197,macOS,星购App,5.9.1,2025-08-16 06:28:07,1
D0002131,U003096,Android,星购App,6.0.0,2025-01-03 11:46:53,1
D0002132,U000828,Android,网页,5.9.1,2026-06-23 21:35:33,1
D0002133,U003411,iOS,星购App,web,2026-03-18 22:49:49,1
D0002134,U000262,Android,网页,5.9.1,2026-01-06 13:22:58,1
D0002135,U003853,Windows,星购App,5.9.1,2025-06-19 16:54:38,1
D0002136,U003174,iOS,网页,5.9.1,2025-04-06 05:42:51,1
D0002137,U001853,iOS,网页,6.0.0,2025-02-13 19:03:41,1
D0002138,U004948,iOS,星购App,5.8.0,2026-03-31 00:00:04,1
D0002139,U002214,iOS,星购App,5.8.0,2025-08-12 19:55:43,1
D0002140,U003256,iOS,星购App,5.9.1,2025-04-14 17:54:26,1
D0002141,U004951,Android,星购App,5.9.1,2026-03-11 01:03:53,1
D0002142,U001822,iOS,微信小程序,6.0.0,2026-01-26 15:10:27,1
D0002143,U004191,Android,星购App,6.0.0,2026-07-27 23:32:35,1
D0002144,U001453,Android,网页,5.9.1,2026-02-16 07:04:42,1
D0002145,U000682,iOS,网页,6.0.0,2026-04-17 02:37:16,1
D0002146,U003464,iOS,星购App,5.9.1,2025-06-02 00:46:14,1
D0002147,U002388,Android,星购App,5.8.0,2025-07-04 14:45:21,1
D0002148,U002941,iOS,星购App,6.0.0,2025-08-05 00:11:26,1
D0002149,U000954,Windows,星购App,5.8.0,2026-06-14 23:47:51,1
D0002150,U004469,Android,星购App,6.0.0,2025-07-16 15:00:39,1
D0002151,U001988,iOS,星购App,5.9.1,2026-07-27 13:24:44,1
D0002152,U004272,Windows,星购App,5.9.1,2025-07-08 18:36:17,1
D0002153,U004216,iOS,星购App,5.9.1,2026-01-08 17:23:46,1
D0002154,U004249,iOS,星购App,5.9.1,2026-03-13 19:15:32,1
D0002155,U002709,iOS,微信小程序,web,2026-08-14 00:04:10,1
D0002156,U002365,iOS,星购App,6.0.0,2025-09-25 15:21:45,1
D0002157,U003379,Android,网页,5.8.0,2026-03-24 20:01:56,1
D0002158,U004702,Android,微信小程序,5.9.1,2025-01-10 06:38:40,1
D0002159,U003564,Windows,网页,6.0.0,2026-01-04 18:40:33,1
D0002160,U003227,iOS,微信小程序,5.9.1,2025-03-20 10:56:11,1
D0002161,U001919,Android,星购App,5.8.0,2026-01-17 03:56:11,1
D0002162,U000385,iOS,星购App,6.0.0,2026-08-20 23:11:32,1
D0002163,U002094,iOS,网页,5.9.1,2026-04-19 22:50:55,1
D0002164,U003367,Android,星购App,web,2025-06-16 05:30:40,1
D0002165,U000926,Windows,微信小程序,6.0.0,2025-05-09 15:26:01,1
D0002166,U000099,macOS,星购App,6.0.0,2026-03-28 04:42:25,1
D0002167,U004122,Android,星购App,6.0.0,2026-04-06 21:57:36,1
D0002168,U000052,iOS,星购App,6.0.0,2025-10-24 06:44:47,1
D0002169,U001755,iOS,微信小程序,5.8.0,2025-09-23 06:10:37,1
D0002170,U003507,Android,微信小程序,6.0.0,2025-04-13 06:38:21,1
D0002171,U000305,Windows,星购App,6.0.0,2025-04-10 10:05:16,1
D0002172,U002160,Android,星购App,5.8.0,2026-04-10 08:25:38,1
D0002173,U000818,Android,星购App,web,2026-01-15 02:39:40,1
D0002174,U002630,iOS,星购App,6.0.0,2025-08-21 20:15:49,1
D0002175,U004936,Android,星购App,5.8.0,2025-06-04 08:29:05,1
D0002176,U003051,Android,星购App,5.8.0,2026-04-12 10:21:34,1
D0002177,U000839,iOS,星购App,5.8.0,2026-07-13 10:38:58,1
D0002178,U004999,Windows,星购App,5.8.0,2025-09-17 01:54:35,1
D0002179,U001799,Android,微信小程序,5.9.1,2025-03-25 13:57:49,1
D0002180,U003115,Android,网页,5.8.0,2025-11-02 01:01:45,1
D0002181,U001637,Windows,星购App,web,2025-05-04 07:32:14,1
D0002182,U002097,iOS,星购App,5.9.1,2026-07-10 16:52:47,1
D0002183,U002294,Android,微信小程序,6.0.0,2025-01-18 22:34:03,1
D0002184,U003053,iOS,星购App,6.0.0,2025-12-04 13:33:35,1
D0002185,U004223,Android,星购App,5.8.0,2025-03-25 15:40:39,1
D0002186,U002660,iOS,星购App,5.8.0,2025-11-24 12:49:04,1
D0002187,U002525,iOS,网页,5.8.0,2026-06-08 09:40:40,1
D0002188,U003523,iOS,微信小程序,5.8.0,2025-07-28 21:34:39,1
D0002189,U004643,Android,星购App,5.9.1,2026-02-21 21:23:42,1
D0002190,U003358,Android,网页,5.8.0,2025-12-19 16:49:14,1
D0002191,U001683,Android,微信小程序,6.0.0,2026-04-27 04:06:24,1
D0002192,U001869,iOS,网页,6.0.0,2025-08-01 23:52:11,1
D0002193,U001499,Android,网页,5.9.1,2025-04-19 21:45:32,1
D0002194,U000679,iOS,星购App,6.0.0,2025-11-09 16:22:34,1
D0002195,U002978,Windows,星购App,6.0.0,2026-01-14 10:29:59,1
