relation_id,user_id,tag_id,score,assigned_at,source
UTR00001195,U002352,TAG11,0.8014,2026-03-15 09:46:28,rule
UTR00001196,U004468,TAG15,0.746,2025-02-22 05:33:34,rule
UTR00001197,U003315,TAG05,0.8072,2026-05-08 07:57:42,model
UTR00001198,U004726,TAG10,0.8217,2026-03-19 12:22:25,manual
UTR00001199,U001235,TAG05,0.613,2025-06-13 17:24:26,model
UTR00001200,U003445,TAG07,0.8452,2026-06-11 12:22:19,rule
UTR00001201,U001474,TAG02,0.7601,2026-05-06 07:11:37,model
UTR00001202,U001472,TAG02,0.643,2025-02-27 09:10:21,model
UTR00001203,U002917,TAG08,0.5943,2025-07-17 19:14:26,rule
UTR00001204,U001518,TAG04,0.7033,2026-05-28 13:40:16,rule
UTR00001205,U004422,TAG07,0.7868,2026-08-08 02:06:23,rule
UTR00001206,U001117,TAG05,0.6635,2025-10-07 04:41:55,rule
UTR00001207,U000348,TAG13,0.8856,2025-12-31 09:01:27,model
UTR00001208,U000819,TAG11,0.8902,2025-09-08 21:20:36,rule
UTR00001209,U001170,TAG15,0.7311,2025-01-14 05:10:43,rule
UTR00001210,U001918,TAG08,0.5807,2025-01-13 14:15:39,rule
UTR00001211,U000293,TAG06,0.8403,2025-06-16 12:00:44,model
UTR00001212,U004195,TAG09,0.8729,2025-09-12 00:03:36,model
UTR00001213,U003601,TAG05,0.924,2025-07-03 02:29:56,rule
UTR00001214,U004772,TAG12,0.9558,2025-11-18 01:01:10,model
UTR00001215,U004244,TAG16,0.6002,2025-08-26 01:16:05,rule
UTR00001216,U001925,TAG08,0.7896,2025-08-07 12:02:51,rule
UTR00001217,U001053,TAG16,0.9021,2025-07-10 12:10:45,model
UTR00001218,U003844,TAG06,0.7285,2025-05-31 16:59:56,model
UTR00001219,U004598,TAG13,0.6336,2025-11-27 17:27:55,rule
UTR00001220,U003101,TAG02,0.9174,2026-02-20 22:48:43,rule
UTR00001221,U002624,TAG01,0.6163,2025-07-02 19:51:04,model
UTR00001222,U003311,TAG03,0.849,2025-04-24 12:09:40,rule
UTR00001223,U003505,TAG14,0.7466,2025-12-02 15:32:53,rule
UTR00001224,U000922,TAG08,0.6877,2026-08-05 18:45:22,rule
UTR00001225,U001693,TAG02,0.8748,2026-03-06 18:54:08,rule
UTR00001226,U001209,TAG05,0.8683,2025-05-04 01:34:14,rule
UTR00001227,U004799,TAG09,0.614,2025-10-19 17:09:21,manual
UTR00001228,U000781,TAG13,0.8335,2025-05-11 21:36:08,rule
UTR00001229,U004030,TAG07,0.8254,2026-07-11 11:29:33,model
UTR00001230,U003963,TAG05,0.8977,2026-02-28 07:22:31,model
UTR00001231,U001611,TAG08,0.7145,2025-09-01 21:15:30,rule
UTR00001232,U000494,TAG16,0.5835,2026-05-07 18:54:25,model
UTR00001233,U001596,TAG03,0.7575,2026-01-22 07:01:56,rule
UTR00001234,U003353,TAG09,0.7594,2025-05-23 09:02:42,manual
UTR00001235,U000141,TAG02,0.5556,2026-01-08 06:43:51,rule
UTR00001236,U000672,TAG12,0.5902,2026-04-05 09:45:02,rule
UTR00001237,U000551,TAG06,0.733,2025-05-25 13:29:42,rule
UTR00001238,U002095,TAG05,0.9184,2026-07-31 20:22:24,rule
UTR00001239,U000656,TAG16,0.7754,2026-01-02 03:58:30,rule
UTR00001240,U000712,TAG09,0.7807,2025-03-09 11:43:40,model
UTR00001241,U003287,TAG16,0.7222,2025-02-07 02:38:22,model
UTR00001242,U003231,TAG04,0.988,2026-01-18 23:53:59,rule
UTR00001243,U002976,TAG13,0.5947,2025-03-27 20:56:08,model
UTR00001244,U002444,TAG07,0.6875,2026-06-10 23:15:35,rule
UTR00001245,U002937,TAG05,0.7233,2025-03-25 06:34:53,rule
UTR00001246,U004956,TAG09,0.6878,2025-09-15 22:43:27,rule
UTR00001247,U003418,TAG03,0.669,2026-03-14 17:36:02,rule
UTR00001248,U004817,TAG10,0.6265,2025-10-02 14:50:50,model
UTR00001249,U004225,TAG14,0.6318,2025-07-09 20:19:26,rule
UTR00001250,U003012,TAG13,0.9865,2026-07-05 05:59:44,rule
UTR00001251,U001216,TAG06,0.7798,2025-12-13 11:47:26,rule
UTR00001252,U000958,TAG12,0.6287,2025-12-17 11:46:04,model
UTR00001253,U001855,TAG02,0.7336,2025-04-17 02:43:50,rule
UTR00001254,U003774,TAG02,0.7786,2026-04-13 08:40:59,rule
UTR00001255,U001211,TAG03,0.9418,2025-10-08 03:01:51,rule
UTR00001256,U004121,TAG07,0.6109,2025-02-04 10:40:32,manual
UTR00001257,U002997,TAG02,0.7548,2025-05-08 17:43:30,model
UTR00001258,U004116,TAG05,0.7326,2026-05-12 00:43:00,rule
UTR00001259,U004560,TAG09,0.8999,2025-12-28 13:36:38,rule
UTR00001260,U003046,TAG02,0.7274,2025-04-17 19:50:00,rule
UTR00001261,U003287,TAG05,0.7723,2025-04-23 12:06:59,model
UTR00001262,U000418,TAG08,0.901,2025-04-25 16:33:36,rule
UTR00001263,U001606,TAG08,0.748,2026-05-09 00:00:17,rule
UTR00001264,U000254,TAG08,0.552,2026-02-06 06:48:22,rule
UTR00001265,U002743,TAG13,0.6739,2026-06-29 21:11:13,rule
UTR00001266,U001471,TAG14,0.6754,2026-06-07 15:46:46,rule
UTR00001267,U000833,TAG01,0.906,2026-01-24 01:34:39,model
UTR00001268,U000486,TAG11,0.5587,2026-05-24 00:25:00,rule
UTR00001269,U001755,TAG01,0.8479,2025-08-07 05:04:21,rule
UTR00001270,U001233,TAG05,0.8683,2025-10-01 13:02:04,model
UTR00001271,U000973,TAG03,0.816,2025-08-29 08:07:10,model
UTR00001272,U004581,TAG04,0.9573,2025-05-12 11:33:20,model
UTR00001273,U000169,TAG08,0.8247,2026-04-25 06:34:31,rule
UTR00001274,U004885,TAG01,0.6696,2026-08-05 12:39:46,model
UTR00001275,U003550,TAG15,0.8848,2026-06-15 23:50:12,model
UTR00001276,U004377,TAG16,0.9604,2025-01-21 01:23:25,model
UTR00001277,U004210,TAG08,0.9774,2026-07-07 18:06:18,model
UTR00001278,U002743,TAG01,0.8249,2025-09-14 21:11:50,model
UTR00001279,U003791,TAG01,0.6181,2026-02-05 16:03:14,rule
UTR00001280,U003282,TAG13,0.8919,2025-08-06 21:53:01,model
UTR00001281,U004569,TAG06,0.9787,2026-05-12 01:11:55,model
UTR00001282,U003700,TAG11,0.8944,2026-02-22 10:19:46,model
UTR00001283,U001800,TAG02,0.8804,2026-04-13 10:21:21,rule
UTR00001284,U002814,TAG16,0.8047,2025-01-12 20:43:12,model
UTR00001285,U002719,TAG05,0.93,2025-10-22 13:08:18,rule
UTR00001286,U000083,TAG01,0.6673,2025-07-19 21:01:40,rule
UTR00001287,U004732,TAG07,0.5539,2026-04-27 08:30:10,rule
UTR00001288,U001256,TAG09,0.7658,2025-10-13 16:06:53,rule
UTR00001289,U004803,TAG13,0.611,2025-06-29 05:25:17,model
UTR00001290,U004383,TAG01,0.7647,2026-07-06 03:44:19,rule
UTR00001291,U002352,TAG09,0.5505,2025-03-09 13:52:57,rule
UTR00001292,U004902,TAG03,0.7785,2026-07-09 18:22:54,model
UTR00001293,U004012,TAG15,0.8303,2026-05-08 00:47:31,model
UTR00001294,U004445,TAG04,0.6909,2025-08-09 04:09:07,rule
UTR00001295,U001529,TAG05,0.7679,2025-09-16 22:25:49,model
UTR00001296,U002303,TAG01,0.6576,2025-09-04 22:20:48,model
UTR00001297,U000852,TAG03,0.5858,2026-06-15 21:36:35,model
UTR00001298,U002206,TAG07,0.9157,2026-07-30 16:55:18,rule
UTR00001299,U003700,TAG12,0.8091,2025-01-27 14:22:32,rule
UTR00001300,U002003,TAG03,0.8265,2025-05-10 20:50:14,model
UTR00001301,U001631,TAG15,0.8546,2026-02-01 21:23:38,model
UTR00001302,U002229,TAG06,0.625,2026-07-05 14:27:40,rule
UTR00001303,U003106,TAG07,0.7224,2025-07-01 08:48:30,rule
UTR00001304,U002246,TAG04,0.833,2025-04-27 12:20:39,model
UTR00001305,U004027,TAG04,0.5678,2026-04-26 12:41:23,rule
UTR00001306,U001312,TAG10,0.9357,2025-11-13 06:52:07,rule
UTR00001307,U000048,TAG07,0.6926,2025-08-25 13:12:10,model
UTR00001308,U002526,TAG08,0.599,2026-03-24 06:28:11,rule
UTR00001309,U001694,TAG03,0.8278,2025-07-18 11:44:17,model
UTR00001310,U004913,TAG07,0.6654,2025-09-14 04:08:20,model
UTR00001311,U004985,TAG14,0.5896,2025-11-07 18:32:41,rule
UTR00001312,U001175,TAG13,0.5642,2025-03-23 14:43:59,model
UTR00001313,U003076,TAG01,0.9871,2026-02-15 05:35:11,model
UTR00001314,U001649,TAG14,0.7212,2026-03-26 02:05:36,rule
UTR00001315,U002590,TAG02,0.6252,2025-11-21 12:47:56,model
UTR00001316,U003865,TAG07,0.7522,2025-03-21 22:37:03,model
UTR00001317,U000442,TAG09,0.7685,2025-02-15 10:08:51,rule
UTR00001318,U000920,TAG01,0.6836,2026-06-25 18:19:09,model
UTR00001319,U004862,TAG02,0.8471,2025-01-29 18:31:54,model
UTR00001320,U004122,TAG15,0.8917,2026-04-07 04:04:52,model
UTR00001321,U003473,TAG15,0.8785,2025-07-20 02:16:30,model
UTR00001322,U000271,TAG01,0.7069,2026-08-17 18:37:26,rule
UTR00001323,U001846,TAG15,0.8058,2025-08-09 10:56:31,rule
UTR00001324,U004776,TAG16,0.5915,2026-05-23 22:12:55,model
UTR00001325,U003512,TAG01,0.9773,2025-10-15 18:41:51,rule
UTR00001326,U002068,TAG15,0.5542,2026-06-01 03:54:01,model
UTR00001327,U001900,TAG09,0.6011,2026-02-28 02:43:48,rule
UTR00001328,U002334,TAG11,0.7848,2026-03-22 01:20:30,model
UTR00001329,U001311,TAG08,0.7309,2026-07-25 09:26:30,rule
UTR00001330,U003227,TAG02,0.6128,2025-04-11 06:33:54,rule
UTR00001331,U003370,TAG08,0.8356,2026-07-23 00:44:51,model
UTR00001332,U004153,TAG04,0.7624,2025-10-14 21:26:16,model
UTR00001333,U002554,TAG16,0.6845,2026-04-09 13:00:43,rule
UTR00001334,U004502,TAG14,0.7955,2026-02-09 23:30:17,model
UTR00001335,U002440,TAG02,0.7969,2025-11-02 05:41:08,rule
UTR00001336,U000671,TAG05,0.6483,2026-05-08 09:55:42,rule
UTR00001337,U001584,TAG13,0.8678,2026-05-03 14:26:43,model
UTR00001338,U003537,TAG12,0.7923,2026-03-18 23:39:48,rule
UTR00001339,U001429,TAG11,0.5934,2025-12-22 01:41:45,model
UTR00001340,U004919,TAG01,0.9934,2025-07-07 03:25:30,rule
UTR00001341,U001102,TAG05,0.856,2026-07-08 10:46:48,rule
UTR00001342,U004561,TAG09,0.9948,2025-03-04 04:39:54,rule
UTR00001343,U003044,TAG06,0.8189,2025-07-05 22:25:33,rule
UTR00001344,U004662,TAG14,0.6998,2026-06-25 16:09:25,model
UTR00001345,U001705,TAG05,0.9405,2026-04-01 05:28:27,model
UTR00001346,U002555,TAG13,0.7215,2026-02-24 13:59:27,rule
UTR00001347,U001925,TAG11,0.5665,2026-02-04 14:43:31,model
UTR00001348,U004031,TAG08,0.5617,2025-02-19 08:23:09,rule
UTR00001349,U000206,TAG12,0.6698,2026-01-23 08:33:38,rule
UTR00001350,U003027,TAG11,0.7981,2026-04-03 01:44:22,rule
UTR00001351,U001899,TAG15,0.6696,2026-01-19 09:48:33,rule
UTR00001352,U002219,TAG12,0.8093,2025-04-21 01:12:18,rule
UTR00001353,U004010,TAG10,0.7762,2025-10-31 04:16:15,model
UTR00001354,U002283,TAG14,0.8944,2025-12-08 14:31:33,rule
UTR00001355,U004241,TAG14,0.7539,2025-08-03 21:20:48,model
UTR00001356,U002836,TAG16,0.7693,2025-08-12 08:13:46,model
UTR00001357,U003244,TAG05,0.9829,2026-06-26 22:40:35,model
UTR00001358,U003740,TAG10,0.9047,2025-06-02 18:51:21,rule
UTR00001359,U000438,TAG06,0.7061,2025-11-18 01:50:55,rule
UTR00001360,U000385,TAG04,0.9107,2026-02-09 07:46:05,rule
UTR00001361,U002401,TAG07,0.5585,2025-10-23 15:12:48,model
UTR00001362,U000259,TAG06,0.7868,2025-01-23 05:19:59,rule
UTR00001363,U004014,TAG01,0.8625,2025-07-17 22:55:20,manual
UTR00001364,U002167,TAG03,0.5895,2026-06-09 20:01:47,manual
UTR00001365,U001488,TAG11,0.6696,2026-05-18 15:32:21,rule
UTR00001366,U002168,TAG01,0.6568,2025-02-20 12:21:46,rule
UTR00001367,U001019,TAG16,0.9993,2025-05-30 12:20:48,rule
UTR00001368,U004645,TAG15,0.9844,2025-03-21 14:09:58,model
UTR00001369,U000498,TAG13,0.8893,2026-05-05 02:02:13,rule
UTR00001370,U001184,TAG13,0.8226,2026-05-14 01:06:34,rule
UTR00001371,U000846,TAG12,0.664,2026-05-03 10:04:33,model
UTR00001372,U001601,TAG16,0.9084,2026-05-24 11:51:55,rule
UTR00001373,U003398,TAG14,0.5642,2025-02-24 20:38:05,model
UTR00001374,U002498,TAG03,0.8948,2025-09-22 04:06:33,rule
UTR00001375,U000713,TAG07,0.5531,2026-02-03 22:15:50,rule
UTR00001376,U003437,TAG08,0.8284,2026-07-16 12:23:36,rule
UTR00001377,U000405,TAG12,0.9247,2025-05-07 23:31:17,model
UTR00001378,U002873,TAG12,0.6996,2025-02-22 21:02:10,rule
UTR00001379,U004988,TAG09,0.8711,2026-05-30 17:13:16,rule
UTR00001380,U003311,TAG09,0.7805,2026-07-05 21:03:10,rule
UTR00001381,U002372,TAG11,0.9562,2026-01-05 19:48:09,model
UTR00001382,U003922,TAG09,0.8142,2026-04-28 07:44:47,rule
UTR00001383,U000736,TAG13,0.8183,2025-04-12 22:29:51,model
UTR00001384,U003144,TAG08,0.59,2026-03-21 22:27:46,model
UTR00001385,U001070,TAG04,0.7044,2025-07-13 18:37:10,rule
UTR00001386,U001622,TAG16,0.9058,2026-04-16 10:36:48,rule
UTR00001387,U002306,TAG03,0.9028,2025-12-31 17:18:34,model
UTR00001388,U001685,TAG12,0.9645,2025-06-27 14:30:49,rule
UTR00001389,U001740,TAG15,0.91,2025-10-16 03:07:05,rule
UTR00001390,U004754,TAG16,0.9477,2025-11-28 03:39:25,model
UTR00001391,U002577,TAG14,0.8512,2026-06-17 23:14:29,rule
UTR00001392,U001111,TAG08,0.7992,2026-01-29 00:06:26,rule
UTR00001393,U001558,TAG03,0.8151,2025-06-06 12:39:15,rule
UTR00001394,U003288,TAG06,0.9784,2025-03-09 02:45:48,rule
UTR00001395,U004199,TAG16,0.8123,2025-11-11 16:56:48,rule
UTR00001396,U004337,TAG13,0.991,2025-03-20 02:43:58,model
UTR00001397,U004900,TAG03,0.9989,2026-07-26 19:18:16,rule
UTR00001398,U003295,TAG09,0.5688,2025-11-03 23:06:37,model
UTR00001399,U000702,TAG09,0.9745,2026-03-05 21:05:49,model
UTR00001400,U003381,TAG10,0.7207,2025-03-08 15:28:04,model
UTR00001401,U001679,TAG14,0.7932,2025-06-28 15:27:48,rule
UTR00001402,U003062,TAG16,0.8387,2025-08-06 07:08:37,model
UTR00001403,U003434,TAG14,0.9016,2026-03-16 18:26:43,rule
UTR00001404,U003951,TAG05,0.6933,2025-01-08 16:16:10,rule
UTR00001405,U003627,TAG03,0.5618,2026-05-14 06:02:20,manual
UTR00001406,U001532,TAG11,0.9775,2025-09-19 20:50:00,rule
UTR00001407,U003921,TAG02,0.6397,2025-08-13 16:54:29,rule
UTR00001408,U001685,TAG15,0.6702,2026-02-02 18:20:49,model
UTR00001409,U002555,TAG10,0.9866,2025-09-11 21:36:06,rule
UTR00001410,U002750,TAG03,0.9693,2025-11-18 22:31:57,model
UTR00001411,U004981,TAG02,0.9683,2026-04-07 03:47:26,rule
UTR00001412,U001158,TAG05,0.7071,2026-01-28 15:51:05,rule
UTR00001413,U004434,TAG15,0.9147,2025-09-03 09:21:50,model
UTR00001414,U001874,TAG04,0.874,2026-02-18 08:18:51,rule
UTR00001415,U004389,TAG15,0.7811,2025-06-22 10:22:51,rule
UTR00001416,U003190,TAG11,0.6005,2026-03-10 21:15:16,rule
UTR00001417,U003088,TAG13,0.8843,2026-03-25 03:41:54,rule
UTR00001418,U001164,TAG13,0.9388,2026-01-05 03:57:53,rule
UTR00001419,U001913,TAG11,0.8171,2026-05-12 05:39:20,rule
UTR00001420,U000047,TAG01,0.8921,2025-08-21 16:26:57,model
UTR00001421,U001972,TAG10,0.8278,2026-06-28 15:25:23,rule
UTR00001422,U001315,TAG08,0.8442,2026-04-01 06:13:33,rule
UTR00001423,U001545,TAG14,0.8337,2025-06-13 19:05:58,model
UTR00001424,U000333,TAG16,0.7872,2026-08-07 10:09:45,rule
UTR00001425,U002297,TAG06,0.673,2026-08-17 05:11:22,rule
UTR00001426,U000042,TAG03,0.5752,2025-09-11 04:15:03,manual
UTR00001427,U001303,TAG13,0.9711,2026-01-20 11:10:48,rule
UTR00001428,U000906,TAG06,0.596,2025-02-05 12:02:45,rule
UTR00001429,U003075,TAG05,0.5649,2026-01-13 19:16:33,rule
UTR00001430,U001173,TAG02,0.8998,2026-07-11 12:06:49,rule
UTR00001431,U000778,TAG10,0.7877,2026-04-07 17:04:44,rule
UTR00001432,U004224,TAG03,0.8023,2026-06-27 06:41:25,model
UTR00001433,U003971,TAG03,0.5817,2025-08-31 01:30:38,model
UTR00001434,U001675,TAG13,0.6066,2025-08-09 12:00:58,model
UTR00001435,U002429,TAG02,0.7804,2025-07-18 05:47:02,rule
UTR00001436,U001398,TAG07,0.7124,2026-04-28 12:53:16,model
UTR00001437,U002213,TAG03,0.7358,2025-10-21 18:18:22,model
UTR00001438,U002804,TAG16,0.5994,2025-03-31 15:06:26,rule
UTR00001439,U003116,TAG03,0.9099,2026-01-03 19:31:31,model
UTR00001440,U003624,TAG03,0.9191,2025-03-21 20:19:13,rule
UTR00001441,U004498,TAG16,0.8743,2025-08-13 19:02:58,rule
UTR00001442,U000755,TAG01,0.743,2025-10-26 15:36:01,rule
UTR00001443,U004080,TAG06,0.7654,2025-01-24 18:13:46,model
UTR00001444,U004709,TAG05,0.5957,2025-01-11 14:18:19,rule
UTR00001445,U001755,TAG08,0.8542,2025-04-18 04:09:48,model
UTR00001446,U003732,TAG14,0.9912,2025-12-14 21:47:05,model
UTR00001447,U000573,TAG07,0.6904,2025-07-24 16:03:09,model
UTR00001448,U002518,TAG10,0.7567,2025-02-16 01:06:04,rule
UTR00001449,U002015,TAG02,0.8493,2026-07-13 11:19:38,rule
UTR00001450,U004280,TAG08,0.9755,2025-12-09 01:24:44,rule
UTR00001451,U000183,TAG08,0.7494,2025-04-23 18:27:15,manual
UTR00001452,U002675,TAG10,0.5859,2026-05-02 05:56:22,model
UTR00001453,U001195,TAG05,0.6954,2025-05-09 19:55:28,rule
UTR00001454,U000040,TAG05,0.8399,2025-11-02 21:49:29,model
UTR00001455,U004617,TAG08,0.7719,2026-01-08 01:57:48,rule
UTR00001456,U000311,TAG16,0.7819,2025-01-29 04:00:22,rule
UTR00001457,U001904,TAG10,0.8878,2026-04-14 03:46:01,rule
UTR00001458,U002531,TAG14,0.7506,2025-02-24 20:53:01,rule
UTR00001459,U003665,TAG12,0.8779,2025-11-09 03:16:13,rule
UTR00001460,U002222,TAG01,0.5545,2025-06-08 16:00:02,model
UTR00001461,U000576,TAG05,0.6788,2026-03-27 18:59:48,rule
UTR00001462,U004254,TAG05,0.6501,2025-09-16 08:28:45,model
UTR00001463,U001471,TAG16,0.5888,2026-03-25 07:11:14,rule
UTR00001464,U002110,TAG15,0.9113,2025-02-01 01:33:41,rule
UTR00001465,U000679,TAG03,0.8782,2026-01-30 04:56:47,rule
UTR00001466,U000517,TAG13,0.6446,2026-07-20 06:18:09,rule
UTR00001467,U002360,TAG09,0.7641,2026-08-13 23:35:54,model
UTR00001468,U003718,TAG01,0.6666,2025-11-05 21:20:09,rule
UTR00001469,U004144,TAG07,0.7391,2026-04-06 05:33:09,model
UTR00001470,U003899,TAG07,0.6202,2026-06-12 10:19:16,rule
UTR00001471,U000776,TAG11,0.8037,2025-04-12 05:01:06,model
UTR00001472,U000306,TAG14,0.964,2025-04-28 18:28:49,model
UTR00001473,U002568,TAG14,0.6285,2025-07-22 08:06:57,rule
UTR00001474,U000913,TAG03,0.9504,2025-09-13 21:31:07,model
UTR00001475,U003606,TAG01,0.7454,2026-03-30 23:41:33,rule
UTR00001476,U000707,TAG12,0.6546,2026-08-16 11:41:11,model
UTR00001477,U002774,TAG11,0.6549,2026-03-24 06:35:15,model
UTR00001478,U003518,TAG05,0.815,2025-07-01 00:35:28,rule
UTR00001479,U000626,TAG11,0.684,2026-03-11 01:03:55,rule
UTR00001480,U002487,TAG14,0.9668,2025-03-12 07:00:18,rule
UTR00001481,U000805,TAG11,0.5508,2025-03-05 14:08:41,rule
UTR00001482,U002485,TAG02,0.7125,2025-04-14 02:13:46,rule
UTR00001483,U004134,TAG04,0.5539,2025-08-26 21:10:43,model
UTR00001484,U003746,TAG02,0.8367,2025-07-13 09:58:49,model
UTR00001485,U004167,TAG07,0.6141,2025-11-01 03:37:49,rule
UTR00001486,U004536,TAG10,0.9717,2025-04-01 16:53:44,model
UTR00001487,U000510,TAG04,0.6048,2026-01-18 09:56:01,rule
UTR00001488,U000052,TAG15,0.7132,2026-02-23 09:09:35,rule
UTR00001489,U003498,TAG11,0.5717,2025-05-20 17:15:20,rule
UTR00001490,U004497,TAG05,0.82,2026-01-14 12:53:42,model
UTR00001491,U001229,TAG12,0.8229,2025-06-19 03:31:07,rule
UTR00001492,U003593,TAG07,0.9505,2025-12-03 05:11:09,model
UTR00001493,U002063,TAG08,0.6434,2026-08-13 15:39:23,rule
UTR00001494,U001678,TAG10,0.6711,2025-09-23 03:17:56,model
UTR00001495,U001138,TAG03,0.717,2025-03-18 16:00:11,rule
UTR00001496,U004438,TAG01,0.8571,2026-04-03 13:16:45,rule
UTR00001497,U001825,TAG06,0.6254,2025-08-23 07:35:06,model
UTR00001498,U002256,TAG12,0.8172,2026-02-09 08:41:40,rule
UTR00001499,U002250,TAG08,0.8463,2025-01-07 20:13:52,manual
UTR00001500,U003762,TAG12,0.7975,2025-03-04 10:04:58,model
UTR00001501,U003986,TAG09,0.5568,2025-06-27 21:52:11,model
UTR00001502,U003031,TAG03,0.7372,2025-04-02 03:23:01,rule
UTR00001503,U004385,TAG08,0.7598,2026-05-23 09:23:52,model
UTR00001504,U004673,TAG13,0.6351,2026-06-29 11:30:48,manual
UTR00001505,U000304,TAG06,0.7871,2025-07-17 06:31:02,model
UTR00001506,U002614,TAG09,0.6323,2025-01-03 15:59:54,rule
UTR00001507,U001978,TAG09,0.6568,2026-02-07 00:22:54,rule
UTR00001508,U001987,TAG05,0.9104,2026-08-01 15:47:46,rule
UTR00001509,U001256,TAG11,0.881,2025-04-17 22:44:55,rule
UTR00001510,U000218,TAG12,0.7086,2025-12-15 01:37:44,rule
UTR00001511,U001631,TAG03,0.9751,2025-10-04 13:26:00,model
UTR00001512,U002361,TAG01,0.9221,2025-05-14 07:18:30,model
UTR00001513,U004010,TAG14,0.6399,2025-02-08 10:05:14,rule
UTR00001514,U003739,TAG07,0.7955,2025-05-03 10:24:30,rule
UTR00001515,U003373,TAG14,0.6404,2025-09-11 15:29:04,rule
UTR00001516,U003106,TAG07,0.9551,2025-01-01 06:32:51,rule
UTR00001517,U001357,TAG15,0.8169,2026-05-24 14:48:00,rule
UTR00001518,U004591,TAG14,0.987,2026-05-09 13:22:10,rule
UTR00001519,U001018,TAG13,0.9447,2025-09-30 12:44:43,rule
UTR00001520,U003728,TAG03,0.7276,2026-03-05 06:21:49,rule
UTR00001521,U002887,TAG12,0.6725,2025-03-05 02:18:52,rule
UTR00001522,U004551,TAG06,0.7128,2026-08-06 07:05:28,model
UTR00001523,U004932,TAG15,0.8432,2025-02-22 03:12:49,model
UTR00001524,U000814,TAG15,0.7604,2025-10-21 01:17:36,model
UTR00001525,U000850,TAG13,0.8257,2026-02-19 18:36:56,rule
UTR00001526,U000331,TAG13,0.6019,2025-09-01 23:38:58,model
UTR00001527,U000220,TAG10,0.8622,2025-04-02 18:42:14,rule
UTR00001528,U004779,TAG16,0.5652,2026-04-28 01:29:55,rule
UTR00001529,U001845,TAG12,0.9445,2025-01-09 14:46:02,rule
UTR00001530,U004301,TAG09,0.9493,2025-05-24 12:22:15,model
UTR00001531,U004441,TAG08,0.9544,2025-06-12 17:39:23,model
UTR00001532,U004809,TAG08,0.6886,2025-03-20 10:53:37,rule
UTR00001533,U001797,TAG13,0.9633,2025-12-29 14:50:22,model
UTR00001534,U004186,TAG16,0.6599,2026-03-21 01:17:38,model
UTR00001535,U000384,TAG16,0.8746,2026-04-04 04:14:56,model
UTR00001536,U003476,TAG15,0.9706,2025-05-05 10:48:19,model
UTR00001537,U001801,TAG13,0.9181,2025-11-04 17:38:42,rule
UTR00001538,U002986,TAG09,0.6093,2026-08-06 05:26:54,rule
UTR00001539,U000249,TAG03,0.7485,2025-10-25 08:10:39,rule
UTR00001540,U003903,TAG09,0.5801,2025-11-19 03:40:02,model
UTR00001541,U004900,TAG12,0.788,2026-07-05 01:48:37,rule
UTR00001542,U004304,TAG11,0.8206,2025-02-26 04:28:44,rule
UTR00001543,U001626,TAG03,0.8454,2025-01-24 05:26:48,rule
UTR00001544,U003439,TAG09,0.6025,2026-01-26 19:57:34,rule
UTR00001545,U000838,TAG13,0.9958,2025-02-04 11:41:07,model
UTR00001546,U003563,TAG04,0.8649,2026-02-01 07:10:55,rule
UTR00001547,U000107,TAG05,0.5938,2025-11-01 07:56:20,model
UTR00001548,U002454,TAG15,0.9551,2026-03-12 09:47:41,model
UTR00001549,U001156,TAG14,0.6423,2025-03-16 18:54:34,rule
UTR00001550,U002401,TAG06,0.904,2026-06-08 09:26:13,model
UTR00001551,U002235,TAG05,0.6727,2026-06-27 09:58:47,rule
UTR00001552,U004273,TAG13,0.7377,2026-03-05 11:20:18,model
UTR00001553,U000506,TAG06,0.6829,2025-11-26 15:37:36,model
UTR00001554,U000260,TAG16,0.9615,2025-05-30 04:24:23,model
UTR00001555,U000930,TAG10,0.7697,2025-06-07 04:33:42,rule
UTR00001556,U004241,TAG06,0.9066,2026-04-28 17:47:03,rule
UTR00001557,U004626,TAG02,0.6241,2025-12-03 16:30:29,rule
UTR00001558,U002927,TAG01,0.8241,2025-06-06 22:51:44,rule
UTR00001559,U004345,TAG14,0.9587,2025-08-06 05:31:24,rule
UTR00001560,U000482,TAG02,0.9514,2025-01-07 22:49:47,rule
UTR00001561,U001380,TAG10,0.5507,2026-05-10 20:19:51,rule
UTR00001562,U003460,TAG07,0.8838,2025-11-29 11:46:28,rule
UTR00001563,U003846,TAG14,0.5816,2026-03-07 10:19:07,model
UTR00001564,U002930,TAG13,0.6237,2025-08-26 09:24:34,model
UTR00001565,U003662,TAG16,0.8958,2026-03-06 17:18:25,model
UTR00001566,U004309,TAG03,0.7455,2026-03-19 20:51:59,model
UTR00001567,U000072,TAG10,0.7301,2025-06-13 23:50:02,rule
UTR00001568,U001896,TAG08,0.8442,2025-03-28 05:03:25,rule
UTR00001569,U004094,TAG12,0.7955,2026-07-06 02:41:05,model
UTR00001570,U003324,TAG10,0.9276,2026-06-15 20:22:22,rule
UTR00001571,U000673,TAG09,0.9666,2025-04-04 07:51:10,rule
UTR00001572,U000295,TAG08,0.9294,2025-06-22 01:56:21,rule
UTR00001573,U001022,TAG12,0.5814,2026-04-23 09:05:29,rule
UTR00001574,U003862,TAG12,0.736,2026-01-05 11:09:29,rule
UTR00001575,U004986,TAG15,0.5515,2025-11-27 04:00:49,rule
UTR00001576,U000130,TAG11,0.8018,2025-03-24 20:09:55,rule
