view_id,session_id,user_id,page_type,product_id,source_position,viewed_at,stay_seconds,scroll_depth
PV000012965,SES00013283,U002403,home,,recommendation,2026-01-27 06:11:15,145,0.3282
PV000012966,SES00013214,U002395,product,P001322,direct,2025-11-07 04:15:26,7,0.4575
PV000012967,SES00018632,U002325,product,P000510,direct,2025-02-08 18:56:38,161,0.9767
PV000012968,SES00000808,U000521,home,,search,2026-07-16 15:12:12,52,0.6997
PV000012969,SES00017156,U003049,search,,direct,2025-02-21 18:38:19,212,0.697
PV000012970,SES00009141,U001741,product,P001389,banner,2025-09-25 12:32:20,213,0.4791
PV000012971,SES00019184,U000865,product,P000496,direct,2025-04-04 22:04:09,107,0.2542
PV000012972,SES00010878,U000554,cart,,search,2025-01-10 02:29:48,133,0.5379
PV000012973,SES00011813,U002831,product,P000061,recommendation,2026-07-21 18:52:42,143,0.979
PV000012974,SES00016835,U001815,product,P000237,search,2025-03-09 02:46:04,231,0.9484
PV000012975,SES00014052,,search,,direct,2026-04-08 13:45:21,134,0.0761
PV000012976,SES00008178,U003927,home,,recommendation,2026-08-05 05:39:00,90,0.0501
PV000012977,SES00003972,U004838,category,,recommendation,2025-06-06 03:54:08,220,0.8886
PV000012978,SES00004240,U002131,checkout,,search,2026-02-22 02:37:23,206,0.8366
PV000012979,SES00003928,U000956,product,P000469,recommendation,2025-05-08 23:11:57,53,0.2988
PV000012980,SES00014306,U003743,category,,recommendation,2025-12-23 10:35:25,156,0.7435
PV000012981,SES00016948,U002766,cart,,banner,2026-01-04 23:29:16,35,0.5559
PV000012982,SES00015605,U000827,home,,direct,2026-02-24 18:19:39,116,0.0382
PV000012983,SES00003831,U001689,product,P001344,search,2025-08-28 14:55:46,67,0.4746
PV000012984,SES00010869,U002226,product,P000428,direct,2026-04-18 06:42:33,234,0.2292
PV000012985,SES00018037,U000348,category,,category,2025-06-20 05:30:16,146,0.9339
PV000012986,SES00012062,U004078,product,P001016,search,2025-03-15 16:05:34,148,0.3853
PV000012987,SES00006746,,home,,recommendation,2026-05-07 22:27:46,5,0.6948
PV000012988,SES00019212,U001012,home,,recommendation,2025-09-15 04:19:01,6,0.301
PV000012989,SES00010947,U000387,product,P000500,banner,2026-01-22 03:09:29,150,0.4899
PV000012990,SES00002834,U003694,product,P001285,banner,2025-06-06 16:12:22,234,0.6378
PV000012991,SES00010497,U000436,category,,recommendation,2026-03-05 01:07:22,114,0.429
PV000012992,SES00014478,,product,P000419,recommendation,2025-11-30 08:48:54,70,0.3151
PV000012993,SES00002208,U003872,product,P001363,recommendation,2025-05-08 15:50:56,180,0.0391
PV000012994,SES00019487,,product,P000299,recommendation,2025-02-09 12:46:24,75,0.979
PV000012995,SES00002760,,product,P001149,recommendation,2026-01-05 09:10:58,129,0.6972
PV000012996,SES00019822,U000852,product,P000964,category,2026-06-22 10:45:21,203,0.6938
PV000012997,SES00002273,U000141,category,,search,2025-04-20 12:41:22,182,0.1666
PV000012998,SES00004587,U004057,category,,banner,2025-10-31 09:47:13,197,0.632
PV000012999,SES00015966,,search,,recommendation,2025-08-07 10:21:21,54,0.1218
PV000013000,SES00010444,U001509,category,,direct,2026-05-20 06:45:30,162,0.5979
PV000013001,SES00003159,U002082,product,P000641,recommendation,2026-01-27 23:31:33,71,0.0331
PV000013002,SES00008163,U000424,cart,,search,2025-02-07 10:18:03,239,0.607
PV000013003,SES00006214,U004480,home,,search,2025-08-28 20:50:08,118,0.3669
PV000013004,SES00010078,U004670,campaign,,category,2025-03-21 23:47:51,110,0.5153
PV000013005,SES00007400,U001569,home,,recommendation,2025-09-17 21:43:41,214,0.3775
PV000013006,SES00002581,U000066,campaign,,search,2025-07-24 02:47:27,21,0.7088
PV000013007,SES00014201,U000592,category,,recommendation,2025-06-16 13:21:31,57,0.4073
PV000013008,SES00010352,U001693,product,P000353,category,2025-05-03 00:11:36,188,0.4346
PV000013009,SES00012481,U001952,product,P000084,banner,2026-08-22 14:06:57,55,0.2075
PV000013010,SES00016903,U003312,category,,search,2026-03-29 22:17:32,78,0.0625
PV000013011,SES00005791,U003995,category,,recommendation,2025-10-12 00:56:35,29,0.5818
PV000013012,SES00002589,U000744,search,,banner,2025-01-03 14:20:17,191,0.7523
PV000013013,SES00015902,U000004,category,,banner,2025-12-07 23:16:14,50,0.8994
PV000013014,SES00005294,U004650,home,,category,2026-02-08 17:59:40,11,0.8339
PV000013015,SES00013811,U003541,product,P000474,search,2025-03-13 01:52:43,5,0.6777
PV000013016,SES00011800,U001159,cart,,category,2025-05-22 17:58:17,149,0.7994
PV000013017,SES00014117,U003972,product,P000839,category,2025-02-17 15:46:07,215,0.4305
PV000013018,SES00018398,U004263,home,,category,2026-04-14 23:56:53,216,0.3835
PV000013019,SES00009522,U000249,home,,search,2025-06-05 10:24:13,43,0.1865
PV000013020,SES00014709,U000909,home,,banner,2026-05-14 11:51:07,188,0.5996
PV000013021,SES00005431,U002917,home,,search,2025-01-09 05:23:31,53,0.296
PV000013022,SES00003004,U003693,product,P000201,direct,2026-06-08 07:26:19,223,0.0931
PV000013023,SES00006893,U001609,category,,banner,2026-07-14 10:47:27,51,0.7777
PV000013024,SES00010247,U004009,home,,category,2025-01-19 20:14:29,18,0.7125
PV000013025,SES00008229,,home,,category,2026-05-04 02:14:57,183,0.8236
PV000013026,SES00004914,U002746,product,P000799,direct,2026-03-23 13:25:34,225,0.2965
PV000013027,SES00014963,U004706,search,,recommendation,2026-03-31 21:58:32,172,0.692
PV000013028,SES00009285,U004094,home,,banner,2025-07-01 12:20:41,118,0.1355
PV000013029,SES00018486,U003579,product,P000168,recommendation,2026-04-12 19:55:52,141,0.9046
PV000013030,SES00004491,U003704,product,P000685,search,2026-05-13 22:22:41,32,0.2489
PV000013031,SES00013641,U001349,product,P000852,category,2026-08-01 10:33:59,81,0.5598
PV000013032,SES00011590,U002192,product,P001469,direct,2026-04-01 19:34:38,234,0.9308
PV000013033,SES00009522,U000249,product,P000202,recommendation,2025-06-05 10:24:05,168,0.7946
PV000013034,SES00004144,,campaign,,direct,2025-01-09 15:42:28,79,0.6907
PV000013035,SES00001311,U002406,product,P000737,category,2025-01-18 16:59:06,222,0.7455
PV000013036,SES00009395,U001447,home,,category,2026-03-10 12:26:14,99,0.1209
PV000013037,SES00013887,U002225,product,P001039,banner,2026-04-03 18:48:33,176,0.5195
PV000013038,SES00013590,U004011,search,,banner,2025-02-27 04:39:18,221,0.6368
PV000013039,SES00015266,U000672,search,,search,2026-08-16 00:35:54,239,0.0961
PV000013040,SES00006346,U004215,search,,category,2025-09-19 02:11:06,114,0.0577
PV000013041,SES00006898,U003102,home,,search,2025-05-28 12:28:15,102,0.5965
PV000013042,SES00013035,U002934,product,P000822,banner,2025-03-09 01:23:40,8,0.8815
PV000013043,SES00010569,U004077,home,,recommendation,2025-04-25 04:03:10,162,0.585
PV000013044,SES00009040,U002832,home,,recommendation,2025-03-13 15:23:17,55,0.082
PV000013045,SES00008428,U000113,product,P001099,recommendation,2026-03-12 08:56:22,31,0.4759
PV000013046,SES00018050,U004549,cart,,recommendation,2025-09-26 21:25:05,119,0.814
PV000013047,SES00019554,U004167,home,,banner,2025-12-16 17:08:51,35,0.5763
PV000013048,SES00009972,,search,,recommendation,2025-11-04 14:32:36,84,0.4289
PV000013049,SES00014700,U002053,cart,,category,2026-05-24 10:52:12,64,0.4509
PV000013050,SES00019998,U002439,home,,recommendation,2026-03-31 10:17:09,24,0.8286
PV000013051,SES00007585,U004303,category,,banner,2025-04-10 18:30:21,30,0.9942
PV000013052,SES00012475,U001096,search,,category,2025-11-11 11:02:12,82,0.4925
PV000013053,SES00018272,,product,P001238,search,2025-06-12 22:33:19,160,0.9693
PV000013054,SES00011101,U000521,product,P000847,direct,2026-04-14 10:00:23,112,0.1055
PV000013055,SES00006822,U000862,home,,recommendation,2026-01-01 19:48:18,132,0.9027
PV000013056,SES00003830,U002564,product,P000039,category,2025-12-24 02:27:48,60,0.7233
PV000013057,SES00011723,U002520,home,,category,2026-02-15 10:06:53,32,0.2203
PV000013058,SES00002961,U001382,cart,,category,2025-10-25 14:18:02,75,0.1736
PV000013059,SES00015979,U004114,product,P000862,recommendation,2025-06-14 14:59:00,115,0.8958
PV000013060,SES00006310,U003176,home,,search,2025-03-02 09:57:43,56,0.4835
PV000013061,SES00017584,U003390,product,P000597,recommendation,2026-06-14 08:56:48,190,0.5133
PV000013062,SES00007836,U004711,cart,,recommendation,2026-01-29 04:50:02,225,0.9085
PV000013063,SES00002091,U002197,cart,,recommendation,2025-09-11 15:53:17,234,0.0931
PV000013064,SES00014172,U003155,home,,direct,2025-03-20 04:05:34,74,0.3649
PV000013065,SES00006353,U004134,home,,recommendation,2025-05-09 11:10:23,42,0.9915
PV000013066,SES00003239,U002112,product,P000915,banner,2026-05-09 16:09:41,20,0.8927
PV000013067,SES00013304,U002781,category,,search,2025-04-01 19:45:11,214,0.2492
PV000013068,SES00000725,U001429,search,,recommendation,2026-07-15 03:25:22,217,0.1394
PV000013069,SES00009552,U002027,category,,search,2025-12-20 22:47:49,236,0.8298
PV000013070,SES00007135,U000373,home,,recommendation,2025-11-14 15:17:41,46,0.7048
PV000013071,SES00006559,U004468,home,,recommendation,2025-10-18 01:43:47,99,0.7106
PV000013072,SES00016141,U004279,campaign,,category,2025-08-28 04:15:42,118,0.0173
PV000013073,SES00002252,U001528,product,P000847,recommendation,2025-12-17 18:23:15,117,0.5652
PV000013074,SES00006832,U004451,product,P000373,direct,2025-09-07 05:50:23,37,0.9301
PV000013075,SES00015639,U003677,cart,,recommendation,2025-09-29 05:32:53,74,0.8012
PV000013076,SES00016509,U002745,search,,recommendation,2025-04-30 23:15:45,239,0.5269
PV000013077,SES00007991,U002577,product,P000299,direct,2026-03-07 08:51:49,18,0.357
PV000013078,SES00019108,U004047,category,,search,2026-01-03 16:44:58,220,0.1063
PV000013079,SES00003994,,home,,search,2025-08-22 07:42:50,153,0.437
PV000013080,SES00016954,U000201,search,,recommendation,2026-01-26 21:04:20,74,0.4819
PV000013081,SES00010447,U002409,home,,search,2026-08-01 15:59:38,97,0.2686
PV000013082,SES00018834,U003113,product,P000882,banner,2026-01-25 04:49:29,107,0.8649
PV000013083,SES00009599,U000026,search,,recommendation,2026-08-04 06:44:58,148,0.067
PV000013084,SES00002946,U004929,product,P000483,category,2025-01-25 10:42:29,107,0.9293
PV000013085,SES00001892,U003074,home,,recommendation,2026-04-16 09:11:31,230,0.4734
PV000013086,SES00011203,U002957,campaign,,recommendation,2025-07-07 02:29:56,113,0.7078
PV000013087,SES00005055,U003574,campaign,,recommendation,2025-02-12 14:05:08,11,0.8287
PV000013088,SES00016526,U002271,product,P000119,recommendation,2025-09-05 03:29:50,168,0.9941
PV000013089,SES00018164,U002000,category,,banner,2025-07-29 22:43:18,235,0.9755
PV000013090,SES00008786,U002615,category,,direct,2026-06-12 22:41:13,65,0.2593
PV000013091,SES00008784,U000890,search,,search,2026-08-09 11:51:34,19,0.2607
PV000013092,SES00000584,U002795,home,,recommendation,2026-07-10 20:14:09,121,0.9361
PV000013093,SES00002648,U001536,campaign,,banner,2025-03-04 13:07:18,231,0.4021
PV000013094,SES00010871,,search,,recommendation,2025-05-17 00:24:18,94,0.4223
PV000013095,SES00005267,U002410,product,P001006,category,2026-04-10 16:21:25,229,0.66
PV000013096,SES00017707,U000053,home,,direct,2026-03-19 16:22:20,172,0.811
PV000013097,SES00006200,U004118,campaign,,recommendation,2025-09-22 14:26:03,88,0.2548
PV000013098,SES00017084,U002026,product,P000572,banner,2025-12-15 17:35:45,130,0.3021
PV000013099,SES00016881,U002344,search,,recommendation,2026-08-01 05:13:33,107,0.3863
PV000013100,SES00019006,U003653,product,P000154,banner,2026-03-08 02:19:51,82,0.4336
PV000013101,SES00006515,U000698,category,,search,2025-03-31 18:15:14,162,0.4525
PV000013102,SES00008892,U003367,cart,,search,2025-08-28 20:24:10,4,0.1689
PV000013103,SES00012390,U003808,category,,banner,2025-06-06 05:40:59,217,0.0293
PV000013104,SES00005614,U004314,product,P001134,direct,2025-03-13 21:10:56,64,0.7222
PV000013105,SES00009666,U000008,category,,banner,2025-04-08 20:25:08,77,0.9939
PV000013106,SES00014849,U002399,cart,,recommendation,2025-02-21 16:21:52,191,0.5293
PV000013107,SES00003296,U002396,search,,recommendation,2026-04-20 23:43:57,107,0.5957
PV000013108,SES00003791,U004139,search,,direct,2026-05-28 14:35:02,12,0.2869
PV000013109,SES00018668,U001098,product,P000326,recommendation,2025-09-18 09:59:45,48,0.8435
PV000013110,SES00008817,U004344,search,,recommendation,2025-10-29 02:51:25,14,0.1791
PV000013111,SES00013530,U002877,category,,direct,2025-09-08 10:19:43,218,0.9724
PV000013112,SES00014622,U002568,home,,recommendation,2025-08-22 01:53:27,233,0.7963
PV000013113,SES00007260,U000165,search,,category,2025-11-08 05:37:39,138,0.9325
PV000013114,SES00013216,U001116,product,P000065,banner,2025-02-25 16:50:54,172,0.898
PV000013115,SES00006538,U004225,cart,,recommendation,2025-05-19 11:36:17,235,0.2007
PV000013116,SES00019330,U002597,category,,banner,2026-03-11 22:15:46,148,0.3896
PV000013117,SES00013283,U002403,home,,category,2026-01-27 06:10:52,44,0.331
PV000013118,SES00018762,U003671,search,,recommendation,2025-04-03 18:56:02,26,0.671
PV000013119,SES00019924,U002532,category,,category,2025-09-14 10:31:20,9,0.3141
PV000013120,SES00014168,U001847,home,,category,2025-02-08 05:55:17,138,0.7285
PV000013121,SES00003344,U003873,product,P001343,recommendation,2025-05-14 01:51:23,238,0.3825
PV000013122,SES00009828,U002041,campaign,,recommendation,2026-04-06 03:06:42,154,0.6474
PV000013123,SES00011356,U000477,category,,recommendation,2026-02-16 01:34:52,195,0.9299
PV000013124,SES00011842,U003984,product,P001382,direct,2025-10-19 17:15:13,21,0.4822
PV000013125,SES00015619,U002185,checkout,,direct,2025-03-20 18:47:40,218,0.2023
PV000013126,SES00004160,U004824,home,,search,2025-03-24 01:22:01,12,0.9714
PV000013127,SES00003238,U004580,product,P001500,search,2026-01-31 00:15:29,207,0.4576
PV000013128,SES00017452,U002290,product,P001263,banner,2026-01-25 15:03:55,33,0.7076
PV000013129,SES00016376,U000431,search,,direct,2025-03-19 02:17:47,186,0.5073
PV000013130,SES00008196,U000924,product,P000034,banner,2026-02-17 16:42:02,5,0.5679
PV000013131,SES00008897,U001026,category,,recommendation,2026-01-10 09:01:42,111,0.2214
PV000013132,SES00000844,U001828,product,P001391,category,2026-08-06 18:17:12,150,0.8017
PV000013133,SES00005975,U001238,product,P000286,recommendation,2026-07-26 01:52:08,233,0.9646
PV000013134,SES00010995,U002230,search,,banner,2025-02-21 19:01:56,110,0.3888
PV000013135,SES00019217,U000845,product,P001487,category,2025-09-30 07:26:52,211,0.2357
PV000013136,SES00002691,U001766,search,,direct,2025-10-02 12:16:37,231,0.6819
PV000013137,SES00011687,U003360,campaign,,recommendation,2025-11-11 02:49:09,10,0.4999
PV000013138,SES00019782,,search,,category,2025-07-19 03:09:29,173,0.2009
PV000013139,SES00012731,,product,P001155,category,2025-06-24 11:45:03,226,0.2161
PV000013140,SES00003231,,home,,search,2025-04-22 22:21:56,23,0.8762
PV000013141,SES00015558,,search,,category,2026-06-23 08:31:05,212,0.495
PV000013142,SES00018205,U004216,cart,,recommendation,2025-06-02 14:53:30,17,0.9192
PV000013143,SES00008310,U001283,search,,category,2025-12-13 01:49:32,180,0.4735
PV000013144,SES00017563,U000673,home,,direct,2025-06-02 14:04:29,222,0.3468
PV000013145,SES00014950,,home,,search,2025-01-26 08:23:39,53,0.4512
PV000013146,SES00018746,U002737,product,P001120,recommendation,2026-03-22 13:00:10,42,0.6964
PV000013147,SES00009071,U002235,search,,search,2025-06-16 19:53:23,26,0.7262
PV000013148,SES00008992,U002302,campaign,,recommendation,2025-05-05 08:09:52,146,0.5638
PV000013149,SES00010569,U004077,product,P000225,search,2025-04-25 04:03:03,128,0.8382
PV000013150,SES00017879,U000025,product,P000958,category,2026-01-29 18:59:39,29,0.0774
PV000013151,SES00010389,U003953,product,P000015,recommendation,2025-03-30 20:43:27,122,0.5962
PV000013152,SES00005750,,product,P000309,recommendation,2025-08-05 09:36:18,47,0.5927
PV000013153,SES00018730,U002789,home,,search,2026-02-14 09:40:13,177,0.5943
PV000013154,SES00015034,U004591,product,P000364,recommendation,2025-10-06 16:51:15,167,0.4825
PV000013155,SES00006141,U003362,search,,direct,2026-04-16 20:06:55,97,0.8185
PV000013156,SES00006498,U000787,home,,banner,2026-07-05 07:35:40,109,0.7442
PV000013157,SES00008805,U003709,product,P001334,recommendation,2025-08-01 04:41:29,128,0.5426
PV000013158,SES00017293,U000710,home,,category,2025-11-08 12:51:43,71,0.8972
PV000013159,SES00012495,U000637,search,,category,2025-04-06 19:53:16,25,0.6427
PV000013160,SES00005343,,search,,search,2026-01-03 05:44:30,45,0.1429
PV000013161,SES00001482,U002655,cart,,category,2025-07-19 16:04:45,110,0.1576
PV000013162,SES00015652,U000002,home,,recommendation,2025-09-22 02:39:09,236,0.1113
PV000013163,SES00004823,,product,P001254,direct,2025-05-04 11:14:20,23,0.8277
PV000013164,SES00006980,,category,,recommendation,2025-11-19 18:58:21,200,0.5487
PV000013165,SES00012065,U000385,category,,banner,2026-04-12 08:37:53,31,0.9901
PV000013166,SES00014330,U001102,checkout,,banner,2025-12-05 08:29:10,178,0.3262
PV000013167,SES00014019,U001709,home,,recommendation,2026-01-20 16:21:11,77,0.6823
PV000013168,SES00012301,U003539,product,P000301,category,2025-05-04 17:17:02,227,0.6645
PV000013169,SES00013991,U000045,search,,category,2025-05-15 10:51:43,8,0.6954
PV000013170,SES00017588,U004098,category,,search,2026-06-29 19:44:04,185,0.29
PV000013171,SES00015916,U004764,search,,recommendation,2025-03-09 06:59:40,233,0.1934
PV000013172,SES00019846,U000228,product,P000953,category,2026-02-07 23:54:20,138,0.273
PV000013173,SES00015615,U000178,product,P000845,category,2025-08-12 11:49:05,181,0.1897
PV000013174,SES00012092,U004209,product,P001460,recommendation,2026-01-17 02:18:33,193,0.9713
PV000013175,SES00012464,U004013,home,,direct,2025-03-05 15:22:49,194,0.8923
PV000013176,SES00007763,U001489,category,,recommendation,2026-05-06 20:43:13,133,0.356
PV000013177,SES00005564,U004104,search,,category,2025-06-04 16:13:50,56,0.6227
PV000013178,SES00014764,U004774,home,,recommendation,2025-07-21 13:12:24,238,0.2656
PV000013179,SES00004396,,product,P001299,direct,2025-06-22 22:59:49,239,0.3999
PV000013180,SES00001959,U004475,search,,recommendation,2025-06-29 15:12:06,115,0.7881
PV000013181,SES00019742,U002410,campaign,,recommendation,2025-05-27 03:40:28,39,0.244
PV000013182,SES00002498,U004104,product,P000070,recommendation,2025-09-02 07:32:49,190,0.5183
PV000013183,SES00012567,U001869,product,P000424,search,2025-06-06 10:28:28,188,0.9471
PV000013184,SES00017552,U003383,product,P000604,recommendation,2025-02-15 05:18:01,85,0.0653
PV000013185,SES00010280,U002232,product,P001038,search,2025-02-17 13:49:10,108,0.9423
PV000013186,SES00011263,U000926,product,P000010,direct,2026-05-27 05:19:58,26,0.3353
PV000013187,SES00017179,U003702,product,P001147,recommendation,2026-07-20 02:16:16,25,0.482
PV000013188,SES00017680,U004511,search,,category,2025-06-25 06:57:24,141,0.565
PV000013189,SES00009623,U003774,product,P001149,banner,2026-07-20 14:59:11,213,0.7236
PV000013190,SES00006917,U002551,home,,recommendation,2026-02-11 07:43:14,154,0.2818
PV000013191,SES00002386,U003568,product,P000143,direct,2025-01-08 14:58:45,191,0.1555
PV000013192,SES00002616,U002311,product,P000966,recommendation,2025-11-21 00:37:30,78,0.482
PV000013193,SES00009410,U004949,product,P000070,search,2026-02-03 04:07:53,136,0.1677
PV000013194,SES00002836,,product,P001500,search,2025-03-06 01:53:29,141,0.3925
PV000013195,SES00002428,U002264,cart,,banner,2026-05-27 04:05:40,231,0.1625
PV000013196,SES00005889,U002030,campaign,,recommendation,2025-11-10 14:23:10,210,0.1068
PV000013197,SES00009204,U002354,product,P000819,banner,2025-04-30 00:20:07,23,0.7035
PV000013198,SES00005191,U003427,product,P000823,recommendation,2026-04-12 13:06:22,88,0.509
PV000013199,SES00003284,U001401,campaign,,recommendation,2026-03-20 21:55:34,59,0.6956
PV000013200,SES00011950,U004203,product,P000037,banner,2026-03-27 17:15:19,180,0.7323
PV000013201,SES00009219,U003362,campaign,,direct,2026-06-21 01:10:41,39,0.8891
PV000013202,SES00002496,U001262,search,,category,2026-05-28 20:22:57,55,0.2616
PV000013203,SES00000945,U002817,checkout,,category,2025-07-11 20:25:35,6,0.9891
PV000013204,SES00009558,U001573,search,,category,2025-12-22 02:24:01,15,0.5238
PV000013205,SES00015662,,category,,category,2025-09-10 04:47:03,238,0.8435
PV000013206,SES00010103,U004177,cart,,recommendation,2025-12-22 20:03:21,56,0.4559
PV000013207,SES00019262,U003473,product,P000865,recommendation,2025-11-22 18:05:50,235,0.0765
PV000013208,SES00016445,U004599,search,,recommendation,2026-05-30 20:55:34,27,0.5672
PV000013209,SES00001366,U000029,home,,category,2025-06-03 07:09:50,90,0.033
PV000013210,SES00015072,U002770,category,,direct,2025-08-26 14:04:49,157,0.8394
PV000013211,SES00016730,U001408,campaign,,direct,2025-06-18 07:48:15,233,0.8176
PV000013212,SES00002217,U003640,product,P001468,category,2026-06-02 11:37:51,138,0.0812
PV000013213,SES00010823,,search,,category,2026-02-15 04:28:50,230,0.055
PV000013214,SES00007586,,search,,recommendation,2026-05-25 14:48:54,109,0.937
PV000013215,SES00005694,U002578,campaign,,recommendation,2026-01-19 15:16:48,234,0.2945
PV000013216,SES00002371,U003835,product,P000145,recommendation,2025-02-20 16:48:48,48,0.9781
PV000013217,SES00012752,U003255,home,,category,2025-02-04 12:18:48,125,0.2456
PV000013218,SES00002272,U001169,product,P001465,recommendation,2026-01-21 09:38:48,155,0.6825
PV000013219,SES00001500,U004857,product,P000354,banner,2025-02-08 01:01:58,168,0.3268
PV000013220,SES00014570,U004462,cart,,category,2025-11-22 20:46:53,41,0.2156
PV000013221,SES00018375,U004710,product,P001432,search,2026-08-02 21:24:18,63,0.0117
PV000013222,SES00013514,,home,,category,2025-08-04 16:50:19,196,0.4928
PV000013223,SES00001841,U000385,home,,recommendation,2026-04-12 06:37:10,226,0.3735
PV000013224,SES00019073,U004368,checkout,,category,2025-06-19 22:27:10,138,0.4957
PV000013225,SES00009940,U001974,search,,category,2026-06-03 11:18:12,28,0.8815
PV000013226,SES00004316,U002298,product,P000853,category,2025-02-12 15:08:50,102,0.1721
PV000013227,SES00017318,U001262,search,,banner,2026-07-11 01:51:14,52,0.0596
PV000013228,SES00008295,U003767,product,P001430,recommendation,2025-05-13 18:11:22,105,0.9759
PV000013229,SES00015579,U003358,category,,direct,2025-09-22 08:49:45,15,0.868
PV000013230,SES00008560,U004400,cart,,search,2025-01-24 09:09:30,133,0.2275
PV000013231,SES00010740,U001031,category,,search,2026-01-16 08:49:25,19,0.8864
PV000013232,SES00007747,U002003,category,,search,2026-05-23 14:15:44,72,0.3537
PV000013233,SES00004449,U001559,product,P000858,recommendation,2026-03-08 05:41:39,13,0.8648
PV000013234,SES00013143,U002191,home,,recommendation,2026-05-09 11:52:59,78,0.3538
PV000013235,SES00017672,U001315,category,,search,2025-08-21 00:42:07,192,0.5271
PV000013236,SES00003075,U001269,category,,recommendation,2025-12-25 16:15:58,224,0.699
PV000013237,SES00006556,U002987,home,,category,2025-08-25 03:16:16,170,0.976
PV000013238,SES00010208,U004644,product,P001393,recommendation,2026-01-03 12:07:01,20,0.4246
PV000013239,SES00000979,U004171,search,,banner,2026-07-17 16:50:27,38,0.913
PV000013240,SES00009591,U001969,product,P000954,search,2026-01-19 03:50:50,17,0.4961
PV000013241,SES00017696,U003191,product,P001376,category,2025-07-18 03:25:55,232,0.3733
PV000013242,SES00013068,U002896,search,,search,2025-06-15 16:31:33,106,0.5819
PV000013243,SES00009545,U004570,product,P000222,direct,2025-07-17 23:58:39,76,0.3791
PV000013244,SES00009141,U001741,product,P001282,direct,2025-09-25 12:33:05,63,0.6148
PV000013245,SES00007422,U000112,category,,banner,2026-04-25 05:00:31,102,0.0079
PV000013246,SES00010288,U000290,product,P000791,category,2026-02-14 00:38:14,169,0.3383
PV000013247,SES00013530,U002877,campaign,,recommendation,2025-09-08 10:18:36,159,0.5061
PV000013248,SES00006019,U003724,product,P000282,direct,2026-07-24 12:37:45,56,0.3986
PV000013249,SES00015495,,home,,direct,2025-02-13 13:55:57,192,0.6073
PV000013250,SES00008730,U004184,category,,recommendation,2025-06-19 19:30:46,10,0.036
PV000013251,SES00008278,U004854,product,P000775,search,2025-06-17 23:41:53,172,0.077
PV000013252,SES00011447,,home,,category,2026-06-25 05:10:13,61,0.2856
PV000013253,SES00013119,U000130,campaign,,recommendation,2025-09-19 04:36:00,139,0.2696
PV000013254,SES00009728,U000058,search,,recommendation,2026-07-28 04:18:13,127,0.9363
PV000013255,SES00010972,U002582,product,P000565,direct,2026-07-10 17:50:23,125,0.4884
PV000013256,SES00000939,U003332,category,,recommendation,2025-11-07 12:30:44,34,0.8245
PV000013257,SES00002556,U004250,product,P000277,direct,2025-05-07 20:15:31,160,0.3103
PV000013258,SES00010670,U000030,home,,recommendation,2025-10-17 18:13:50,35,0.4029
PV000013259,SES00007070,,search,,recommendation,2025-08-17 10:00:48,57,0.2776
PV000013260,SES00009283,U002719,category,,search,2025-11-08 19:20:09,32,0.5759
PV000013261,SES00015820,U002429,product,P000174,banner,2025-09-02 08:57:31,71,0.2442
PV000013262,SES00018196,U000119,home,,recommendation,2025-08-31 16:01:07,213,0.788
PV000013263,SES00012274,U001302,home,,banner,2026-06-21 16:46:08,128,0.866
PV000013264,SES00015562,U002195,search,,category,2026-08-18 05:54:49,16,0.0935
PV000013265,SES00012864,U004021,category,,recommendation,2025-05-26 05:09:39,53,0.4021
PV000013266,SES00007762,U002390,product,P000039,category,2025-11-17 22:45:43,78,0.1672
PV000013267,SES00009414,U002814,category,,search,2026-02-11 04:14:27,118,0.3808
PV000013268,SES00012971,U003848,product,P001388,category,2026-07-22 00:59:20,97,0.3621
PV000013269,SES00003024,U003785,product,P000753,recommendation,2026-05-02 12:13:54,110,0.1157
PV000013270,SES00009872,U001738,cart,,search,2026-02-01 11:50:37,220,0.7998
PV000013271,SES00016975,,home,,category,2026-06-06 20:15:19,143,0.8425
PV000013272,SES00005526,,product,P000380,recommendation,2025-12-29 20:04:10,135,0.8595
PV000013273,SES00007464,U004488,cart,,recommendation,2026-04-06 16:33:54,96,0.9298
PV000013274,SES00015479,U001846,product,P001099,search,2025-01-10 06:41:57,17,0.0899
PV000013275,SES00003342,U002202,home,,recommendation,2026-07-14 05:16:30,232,0.0722
PV000013276,SES00012245,U002502,cart,,recommendation,2026-06-11 13:17:57,240,0.3944
PV000013277,SES00009884,U004839,home,,search,2026-05-01 00:06:00,182,0.474
PV000013278,SES00004060,U000589,search,,search,2025-05-28 01:31:17,96,0.238
PV000013279,SES00018198,U000849,home,,direct,2026-05-06 08:19:33,221,0.9834
PV000013280,SES00017783,U002104,search,,direct,2025-04-23 19:24:40,194,0.7381
PV000013281,SES00002596,,product,P000185,recommendation,2025-11-05 23:29:27,30,0.3865
PV000013282,SES00004883,U004486,home,,direct,2026-03-26 05:13:58,125,0.1085
PV000013283,SES00011703,U003971,search,,recommendation,2026-05-02 21:05:24,121,0.2973
PV000013284,SES00006815,U001409,checkout,,category,2026-02-02 05:17:25,191,0.0299
PV000013285,SES00004535,U001925,product,P000727,category,2025-01-30 13:07:21,147,0.4381
PV000013286,SES00010209,,category,,banner,2026-07-07 13:50:38,165,0.4585
PV000013287,SES00000177,U001892,category,,recommendation,2026-04-30 12:57:04,25,0.17
