cart_item_id,cart_id,sku_id,quantity,unit_price,added_at,selected
CI00002148,CART0005740,SKU0001460,2,1789.37,2025-06-16 21:41:20,1
CI00002149,CART0002442,SKU0000761,1,2548.67,2025-07-15 00:57:26,1
CI00002150,CART0004529,SKU0000505,2,77.37,2025-03-10 00:56:49,0
CI00002151,CART0001341,SKU0000092,1,2172.92,2025-08-09 16:37:19,1
CI00002152,CART0001533,SKU0001209,3,2284.45,2026-05-25 01:35:01,0
CI00002153,CART0002745,SKU0002503,1,2056.77,2025-03-08 14:02:01,0
CI00002154,CART0004469,SKU0000485,1,2008.78,2025-11-09 21:41:37,1
CI00002155,CART0003330,SKU0001767,2,2623.39,2025-01-20 07:13:06,0
CI00002156,CART0001990,SKU0001143,4,1900.67,2026-06-05 06:27:28,1
CI00002157,CART0004854,SKU0002037,3,2083.71,2025-04-13 03:35:19,0
CI00002158,CART0005092,SKU0001077,4,3562.58,2026-01-31 02:29:23,1
CI00002159,CART0001675,SKU0002904,2,1522.93,2025-07-26 19:11:04,1
CI00002160,CART0005265,SKU0002039,3,2706.94,2025-07-15 02:59:26,1
CI00002161,CART0002021,SKU0000471,4,3032.83,2026-01-11 02:21:36,0
CI00002162,CART0000182,SKU0001099,2,1268.41,2026-03-18 14:09:18,0
CI00002163,CART0004245,SKU0002350,2,2623.02,2026-01-02 07:47:39,0
CI00002164,CART0002276,SKU0000580,2,1565.93,2024-12-17 04:53:56,1
CI00002165,CART0000963,SKU0001239,1,1306.01,2026-07-01 16:33:39,0
CI00002166,CART0001512,SKU0002813,3,606.69,2024-12-11 02:20:07,0
CI00002167,CART0001701,SKU0002583,4,2232.99,2025-10-14 18:06:53,0
CI00002168,CART0001603,SKU0002458,2,1283.79,2025-06-08 22:34:13,1
CI00002169,CART0002736,SKU0000525,2,1134.53,2025-07-27 05:56:37,1
CI00002170,CART0000163,SKU0000706,4,866.55,2026-05-07 04:39:55,1
CI00002171,CART0002189,SKU0000855,3,1579.46,2026-04-12 23:58:27,0
CI00002172,CART0000124,SKU0001118,2,2116.69,2026-06-25 00:57:47,0
CI00002173,CART0005548,SKU0001908,2,435.91,2025-02-12 15:33:44,1
CI00002174,CART0001172,SKU0001739,1,3278.7,2025-04-06 05:32:29,0
CI00002175,CART0002723,SKU0001997,3,42.0,2026-03-29 07:14:08,1
CI00002176,CART0001908,SKU0002482,1,1403.22,2025-06-29 23:52:09,0
CI00002177,CART0000885,SKU0002194,3,1992.81,2025-02-11 07:28:19,1
CI00002178,CART0001232,SKU0001229,2,2161.54,2026-04-17 14:15:31,0
CI00002179,CART0000255,SKU0002460,2,391.14,2025-01-14 21:19:38,1
CI00002180,CART0002840,SKU0002355,2,1769.26,2026-03-16 16:48:13,1
CI00002181,CART0000861,SKU0001154,3,1818.98,2025-09-29 19:47:14,1
CI00002182,CART0004345,SKU0001914,3,2574.81,2025-04-08 17:18:13,1
CI00002183,CART0002926,SKU0001143,3,1900.67,2025-01-16 11:39:35,1
CI00002184,CART0005264,SKU0002759,2,2750.28,2025-01-22 19:52:16,1
CI00002185,CART0000945,SKU0001147,2,3338.06,2026-07-18 06:33:29,0
CI00002186,CART0003937,SKU0002822,2,926.82,2025-12-19 14:12:44,1
CI00002187,CART0004741,SKU0001159,3,3201.29,2026-03-04 03:27:46,1
CI00002188,CART0001680,SKU0002975,4,684.35,2026-05-29 23:28:53,1
CI00002189,CART0002894,SKU0000277,2,1659.26,2026-06-19 03:59:55,0
CI00002190,CART0003005,SKU0002901,3,1422.37,2025-07-08 09:05:51,0
CI00002191,CART0002593,SKU0000035,1,2307.16,2025-11-30 01:27:08,1
CI00002192,CART0005565,SKU0001089,1,1989.04,2025-09-25 22:10:19,0
CI00002193,CART0004517,SKU0002104,4,33.32,2025-06-17 11:00:23,0
CI00002194,CART0002998,SKU0001520,1,1391.43,2025-04-21 00:08:35,1
CI00002195,CART0001371,SKU0001566,1,2349.56,2025-01-09 03:21:55,1
CI00002196,CART0002507,SKU0000394,3,1723.74,2026-07-29 06:31:46,0
CI00002197,CART0002548,SKU0001095,4,1217.08,2025-01-21 06:27:53,1
CI00002198,CART0004068,SKU0000090,2,782.14,2026-01-29 19:46:54,1
CI00002199,CART0000504,SKU0002157,4,448.49,2025-12-24 10:29:45,1
CI00002200,CART0004886,SKU0000395,2,1013.82,2025-03-16 01:01:38,1
CI00002201,CART0001662,SKU0002644,2,870.78,2026-05-03 21:35:30,0
CI00002202,CART0002818,SKU0001282,4,2032.05,2025-01-22 10:34:43,1
CI00002203,CART0003313,SKU0002822,4,926.82,2025-03-14 05:38:01,1
CI00002204,CART0000403,SKU0001978,2,1792.94,2026-03-25 11:42:37,0
CI00002205,CART0000676,SKU0001584,3,155.83,2025-03-18 17:06:22,1
CI00002206,CART0005577,SKU0002118,2,541.07,2024-12-18 07:15:04,1
CI00002207,CART0004615,SKU0001091,3,2491.81,2025-04-17 07:56:49,1
CI00002208,CART0004934,SKU0002362,1,3014.66,2025-04-12 07:20:04,0
CI00002209,CART0000448,SKU0002589,2,2942.1,2025-05-12 23:35:04,0
CI00002210,CART0003771,SKU0001365,3,1725.74,2026-04-01 20:36:52,0
CI00002211,CART0000565,SKU0000322,3,1693.88,2026-01-27 22:41:27,1
CI00002212,CART0004268,SKU0002729,4,1727.86,2026-01-19 11:16:57,0
CI00002213,CART0002703,SKU0001103,2,1292.35,2025-08-06 22:23:58,1
CI00002214,CART0001191,SKU0002074,2,246.99,2025-04-06 03:09:49,1
CI00002215,CART0000586,SKU0000196,1,634.94,2026-01-03 09:25:16,1
CI00002216,CART0000545,SKU0001040,2,2474.94,2026-04-21 13:46:39,1
CI00002217,CART0003534,SKU0000865,3,94.55,2026-01-30 00:33:47,1
CI00002218,CART0000721,SKU0000839,2,461.03,2025-02-19 09:27:23,1
CI00002219,CART0000889,SKU0002397,4,170.96,2026-05-29 18:46:08,1
CI00002220,CART0004784,SKU0002469,3,3028.46,2026-02-07 06:01:05,1
CI00002221,CART0001317,SKU0002241,4,2092.42,2025-11-02 14:22:50,1
CI00002222,CART0000230,SKU0000598,4,2229.98,2026-03-27 02:11:10,1
CI00002223,CART0000419,SKU0000243,1,1512.17,2025-05-09 11:23:50,1
CI00002224,CART0002425,SKU0000560,1,826.93,2026-06-21 02:56:54,1
CI00002225,CART0002213,SKU0001821,1,128.76,2025-05-13 23:41:29,1
CI00002226,CART0003905,SKU0001791,3,1566.06,2026-07-31 13:27:45,0
CI00002227,CART0003496,SKU0000390,4,951.95,2025-11-06 14:41:02,1
CI00002228,CART0000346,SKU0002251,1,444.61,2025-08-24 14:08:55,0
CI00002229,CART0005814,SKU0002939,1,1418.78,2025-04-02 06:22:44,1
CI00002230,CART0003234,SKU0001482,1,268.36,2025-01-24 00:24:56,1
CI00002231,CART0005868,SKU0000795,1,1073.32,2026-02-16 11:11:10,1
CI00002232,CART0005983,SKU0001907,3,394.74,2025-04-21 04:24:43,0
CI00002233,CART0003321,SKU0002799,1,1328.43,2026-05-10 23:20:46,0
CI00002234,CART0001980,SKU0000422,3,1140.64,2026-03-04 00:02:35,1
CI00002235,CART0002664,SKU0000898,3,1293.25,2025-02-19 05:37:11,0
CI00002236,CART0002955,SKU0002413,1,1918.18,2026-06-14 18:04:58,0
CI00002237,CART0002459,SKU0001415,1,1629.11,2025-12-29 01:30:59,0
CI00002238,CART0000471,SKU0000235,1,2246.25,2025-02-07 00:58:14,1
CI00002239,CART0004608,SKU0001877,1,68.95,2026-06-24 16:09:25,1
CI00002240,CART0001599,SKU0002389,3,1176.13,2026-03-18 16:57:18,1
CI00002241,CART0002015,SKU0000937,1,1443.84,2025-07-18 03:48:24,0
CI00002242,CART0004672,SKU0000993,2,1312.47,2025-05-02 20:25:55,1
CI00002243,CART0004900,SKU0000907,1,1465.86,2025-06-30 21:11:44,1
CI00002244,CART0005387,SKU0000143,1,2341.75,2025-11-22 15:49:02,1
CI00002245,CART0002012,SKU0001058,1,669.79,2026-04-06 04:05:12,1
CI00002246,CART0004231,SKU0000273,3,1483.24,2025-08-26 03:06:41,1
CI00002247,CART0004833,SKU0000491,2,1291.66,2025-02-24 20:48:04,1
CI00002248,CART0000789,SKU0001270,2,2840.9,2025-07-01 06:05:51,1
CI00002249,CART0004817,SKU0000267,2,3150.8,2026-08-13 13:44:19,1
CI00002250,CART0000987,SKU0002115,4,2515.08,2026-06-07 00:35:26,1
CI00002251,CART0005848,SKU0002517,1,312.7,2025-01-25 01:51:31,1
CI00002252,CART0005445,SKU0002179,4,3024.0,2025-09-12 04:26:54,1
CI00002253,CART0000543,SKU0000040,2,2592.14,2025-04-15 10:39:22,0
CI00002254,CART0000058,SKU0002577,2,1919.77,2025-12-24 14:13:32,1
CI00002255,CART0004733,SKU0002336,2,81.41,2025-03-30 00:16:28,1
CI00002256,CART0001765,SKU0002328,1,921.64,2026-05-15 14:15:30,0
CI00002257,CART0003357,SKU0000452,2,3039.06,2026-07-02 15:26:43,0
CI00002258,CART0001200,SKU0001449,1,1744.01,2025-12-02 18:31:12,1
CI00002259,CART0000263,SKU0002811,4,799.21,2026-06-15 20:09:36,1
CI00002260,CART0003620,SKU0001056,4,1575.73,2025-01-14 16:29:22,1
CI00002261,CART0004160,SKU0001697,3,396.37,2026-01-08 18:52:39,0
CI00002262,CART0004241,SKU0000131,4,640.84,2025-06-27 13:09:41,1
CI00002263,CART0002334,SKU0001585,3,2810.39,2025-12-13 21:18:26,1
CI00002264,CART0002445,SKU0000774,1,2506.18,2026-03-24 16:00:01,1
CI00002265,CART0002038,SKU0002058,1,1332.8,2025-11-10 13:18:14,1
CI00002266,CART0000614,SKU0000766,4,2353.41,2026-04-05 07:33:26,1
CI00002267,CART0004200,SKU0001007,3,454.96,2025-09-02 05:52:49,0
CI00002268,CART0000243,SKU0002902,2,1686.8,2025-10-25 20:55:13,1
CI00002269,CART0002860,SKU0000054,1,1251.83,2025-09-28 08:27:14,1
CI00002270,CART0001458,SKU0000845,4,614.61,2025-12-23 01:27:23,1
CI00002271,CART0004147,SKU0002402,3,2693.11,2025-07-15 15:25:06,1
CI00002272,CART0002453,SKU0000508,3,2690.56,2025-02-04 05:09:47,1
CI00002273,CART0002059,SKU0002888,3,2984.11,2025-10-05 07:58:33,1
CI00002274,CART0000830,SKU0000449,1,425.88,2025-03-23 17:07:38,1
CI00002275,CART0001755,SKU0002874,4,524.35,2025-04-10 12:59:26,1
CI00002276,CART0003792,SKU0000604,3,2462.12,2026-07-16 10:06:40,1
CI00002277,CART0005416,SKU0001907,2,394.74,2025-03-30 18:22:31,1
CI00002278,CART0004850,SKU0001135,1,225.39,2026-04-06 09:47:38,1
CI00002279,CART0003700,SKU0002181,4,1844.33,2025-10-09 12:10:25,0
CI00002280,CART0005283,SKU0001501,4,2829.8,2025-01-09 03:29:16,1
CI00002281,CART0004633,SKU0001104,4,1082.61,2025-08-09 04:12:21,1
CI00002282,CART0001347,SKU0001097,3,2256.26,2026-04-06 10:41:24,0
CI00002283,CART0002447,SKU0001487,1,1660.77,2025-02-14 08:22:28,1
CI00002284,CART0000114,SKU0002576,3,1973.92,2025-12-09 12:02:11,1
CI00002285,CART0000056,SKU0002318,2,2660.9,2025-03-14 23:53:55,1
CI00002286,CART0001322,SKU0000052,4,1067.37,2026-07-13 01:26:10,1
CI00002287,CART0000088,SKU0000199,4,1500.52,2025-05-08 02:15:41,1
CI00002288,CART0004310,SKU0002240,1,1386.36,2026-01-11 21:24:25,1
CI00002289,CART0000746,SKU0002880,1,1267.07,2025-02-17 08:41:55,0
CI00002290,CART0002504,SKU0000947,3,1581.25,2025-02-28 06:31:49,1
CI00002291,CART0000755,SKU0002271,3,1506.32,2026-01-25 01:15:09,1
CI00002292,CART0002673,SKU0002218,1,219.69,2025-02-13 11:42:15,1
CI00002293,CART0001988,SKU0000750,2,2541.5,2025-09-03 16:38:19,0
CI00002294,CART0002005,SKU0000393,2,1787.4,2026-05-26 09:07:55,1
CI00002295,CART0004913,SKU0000575,1,1965.38,2025-11-22 22:20:57,1
CI00002296,CART0002389,SKU0002675,1,2401.29,2025-07-30 12:38:08,0
CI00002297,CART0004368,SKU0002791,2,34.01,2026-02-16 21:40:13,1
CI00002298,CART0002689,SKU0000144,1,2362.52,2026-03-21 04:45:25,1
CI00002299,CART0005916,SKU0002998,1,1557.67,2026-03-13 11:47:17,0
CI00002300,CART0004730,SKU0002998,1,1557.67,2026-04-28 04:38:34,0
CI00002301,CART0002808,SKU0001563,1,2088.78,2026-03-09 20:02:22,0
CI00002302,CART0005117,SKU0000596,4,1146.92,2026-06-25 14:37:33,1
CI00002303,CART0003263,SKU0000935,4,218.24,2026-05-21 01:11:42,1
CI00002304,CART0005398,SKU0000933,1,1008.37,2026-02-23 04:47:08,1
CI00002305,CART0000439,SKU0000191,3,927.12,2025-08-29 07:02:32,1
CI00002306,CART0000068,SKU0002967,4,3534.54,2026-03-25 20:35:13,1
CI00002307,CART0005549,SKU0000230,4,2028.65,2025-11-12 20:49:40,0
CI00002308,CART0004358,SKU0002033,2,1305.63,2026-02-27 12:30:41,0
CI00002309,CART0000947,SKU0001975,1,483.9,2025-03-17 13:37:44,1
CI00002310,CART0001884,SKU0001254,2,1348.46,2025-12-21 10:46:02,1
CI00002311,CART0002297,SKU0001260,3,2694.69,2025-05-11 15:05:49,1
CI00002312,CART0003037,SKU0000672,2,781.69,2025-03-01 17:15:01,1
CI00002313,CART0002150,SKU0001064,2,1503.55,2025-10-27 22:12:37,0
CI00002314,CART0005479,SKU0002050,3,788.04,2025-03-20 13:41:30,1
CI00002315,CART0002630,SKU0001730,3,3020.73,2026-01-24 21:26:11,1
CI00002316,CART0005611,SKU0000864,3,494.98,2025-10-23 20:37:40,1
CI00002317,CART0002064,SKU0001130,2,479.84,2026-04-30 04:51:37,1
CI00002318,CART0000616,SKU0000462,4,740.92,2025-03-31 07:42:20,1
CI00002319,CART0004130,SKU0002009,1,2765.95,2025-10-21 05:05:11,1
CI00002320,CART0002784,SKU0000408,1,64.25,2025-11-08 22:08:02,1
CI00002321,CART0005044,SKU0000980,3,2866.33,2026-01-05 17:32:05,1
CI00002322,CART0001216,SKU0001016,1,2295.63,2025-10-13 12:46:49,1
CI00002323,CART0003332,SKU0001618,1,643.61,2026-02-14 20:47:07,0
CI00002324,CART0004364,SKU0001172,1,595.0,2025-03-19 02:19:17,1
CI00002325,CART0002118,SKU0000891,1,436.86,2025-09-04 17:25:03,1
CI00002326,CART0001158,SKU0000351,1,966.22,2025-05-25 09:05:24,1
CI00002327,CART0004303,SKU0000309,2,2116.06,2025-01-05 00:15:31,0
CI00002328,CART0004480,SKU0001351,1,574.2,2026-08-01 00:17:51,0
CI00002329,CART0000030,SKU0001482,3,268.36,2025-09-23 15:36:21,1
CI00002330,CART0000986,SKU0000529,4,2999.25,2025-01-07 18:10:54,1
CI00002331,CART0003013,SKU0002695,2,3084.7,2026-02-19 07:06:13,0
CI00002332,CART0004492,SKU0001609,1,1700.16,2025-09-13 23:00:14,0
CI00002333,CART0003137,SKU0002163,1,2079.05,2025-03-15 04:33:19,0
CI00002334,CART0001640,SKU0001956,1,1460.97,2026-07-15 17:09:44,1
CI00002335,CART0003342,SKU0002794,4,509.32,2024-12-17 05:08:55,1
CI00002336,CART0001560,SKU0002705,2,1976.06,2025-07-15 16:32:38,0
CI00002337,CART0002656,SKU0002143,4,430.58,2025-02-17 08:41:18,1
CI00002338,CART0005814,SKU0002173,4,716.87,2025-04-12 06:22:44,0
CI00002339,CART0003829,SKU0000549,2,243.84,2025-06-09 07:43:34,1
CI00002340,CART0005619,SKU0002906,4,1637.1,2025-09-05 15:00:37,0
CI00002341,CART0004640,SKU0001436,3,2872.42,2025-02-06 00:55:55,0
CI00002342,CART0005838,SKU0001322,3,2762.77,2026-06-14 17:44:32,0
CI00002343,CART0001778,SKU0001631,4,871.51,2025-11-22 13:05:40,1
CI00002344,CART0000432,SKU0001779,1,216.74,2025-03-17 13:54:43,1
CI00002345,CART0001454,SKU0000035,2,2307.16,2024-12-16 02:11:18,1
CI00002346,CART0000897,SKU0002415,3,76.07,2025-07-18 16:02:31,1
CI00002347,CART0003489,SKU0001873,3,509.97,2026-05-04 04:05:44,1
CI00002348,CART0002118,SKU0002322,4,2368.75,2025-08-28 17:25:03,1
CI00002349,CART0004843,SKU0002068,4,1672.62,2025-01-30 16:04:37,1
CI00002350,CART0004121,SKU0001559,4,2313.96,2026-01-03 04:35:13,1
CI00002351,CART0005334,SKU0000117,2,1366.93,2025-11-19 13:58:27,0
CI00002352,CART0002994,SKU0000682,1,390.98,2025-11-13 19:36:19,1
CI00002353,CART0001152,SKU0001582,3,1765.32,2025-03-12 09:08:13,1
CI00002354,CART0002159,SKU0001467,4,991.84,2026-01-07 08:26:57,1
CI00002355,CART0000483,SKU0002083,4,2840.86,2026-03-09 22:00:18,0
CI00002356,CART0003776,SKU0000822,1,1706.24,2026-01-05 07:39:14,0
CI00002357,CART0000298,SKU0000925,2,537.84,2025-08-24 11:58:22,1
CI00002358,CART0004831,SKU0002661,2,1198.62,2026-01-02 17:02:20,1
CI00002359,CART0000882,SKU0000541,3,789.07,2025-01-24 05:46:30,0
CI00002360,CART0005951,SKU0001446,3,1194.23,2025-04-11 09:06:28,0
CI00002361,CART0005079,SKU0002077,1,3047.74,2026-01-13 15:22:22,1
CI00002362,CART0005851,SKU0000529,1,2999.25,2025-07-14 15:58:38,1
CI00002363,CART0000084,SKU0002327,2,1018.66,2025-10-24 03:14:25,0
CI00002364,CART0003900,SKU0000685,2,146.97,2026-06-25 01:57:17,1
CI00002365,CART0005486,SKU0000028,1,2895.89,2025-02-20 09:09:33,1
CI00002366,CART0002856,SKU0002946,3,843.99,2025-05-22 13:58:40,1
CI00002367,CART0005701,SKU0001068,1,156.34,2025-12-12 06:01:47,1
CI00002368,CART0001382,SKU0000830,3,2654.35,2026-04-21 01:08:09,1
CI00002369,CART0000936,SKU0001195,4,1756.14,2025-03-04 04:33:54,1
CI00002370,CART0001014,SKU0001037,4,2505.79,2025-04-04 17:30:15,1
CI00002371,CART0003099,SKU0001052,1,1266.25,2025-09-18 16:41:26,1
CI00002372,CART0002976,SKU0001658,3,542.35,2026-07-20 09:03:36,1
CI00002373,CART0003023,SKU0002395,1,2616.66,2025-11-09 16:02:19,1
CI00002374,CART0001188,SKU0002835,4,921.33,2025-02-21 05:22:36,1
CI00002375,CART0005931,SKU0002752,4,531.47,2025-01-20 20:00:58,0
CI00002376,CART0002575,SKU0002101,3,629.94,2025-12-20 07:45:21,1
CI00002377,CART0004561,SKU0002978,3,933.5,2025-11-26 13:22:32,0
CI00002378,CART0000106,SKU0002239,1,1531.68,2025-10-20 17:32:12,1
CI00002379,CART0000461,SKU0000051,4,1099.3,2026-01-07 00:42:30,1
CI00002380,CART0001274,SKU0002079,3,1818.59,2025-02-28 21:27:01,0
CI00002381,CART0000671,SKU0002859,4,726.72,2025-06-06 09:26:09,1
CI00002382,CART0000516,SKU0000296,4,1469.67,2026-01-05 22:12:14,0
CI00002383,CART0000118,SKU0000885,4,20.18,2025-06-14 16:43:00,1
CI00002384,CART0003333,SKU0001958,3,510.89,2025-09-20 06:34:41,1
CI00002385,CART0004729,SKU0000940,4,2519.68,2025-11-10 01:25:41,1
CI00002386,CART0004249,SKU0001033,2,2921.95,2026-05-05 02:59:19,1
CI00002387,CART0003955,SKU0001667,3,546.43,2026-07-14 18:25:51,0
CI00002388,CART0004492,SKU0002715,3,2041.1,2025-09-21 23:00:14,1
CI00002389,CART0005580,SKU0000733,4,2185.78,2025-06-13 11:18:38,0
CI00002390,CART0005083,SKU0002907,1,1464.73,2025-10-27 05:00:14,1
CI00002391,CART0003458,SKU0000116,4,1407.11,2026-06-19 20:55:03,0
CI00002392,CART0004409,SKU0002162,4,2021.83,2026-06-01 14:03:53,0
CI00002393,CART0000169,SKU0000283,4,675.61,2025-08-27 19:47:20,1
CI00002394,CART0002236,SKU0002045,1,450.8,2026-02-08 11:24:42,1
CI00002395,CART0005535,SKU0000649,4,2859.71,2025-09-19 21:25:37,0
CI00002396,CART0003776,SKU0001335,2,2466.11,2026-01-11 07:39:14,1
CI00002397,CART0005829,SKU0002638,1,1814.5,2025-06-19 13:30:18,0
CI00002398,CART0005444,SKU0001016,4,2295.63,2025-12-10 09:50:08,0
CI00002399,CART0004055,SKU0002830,2,1771.15,2025-05-05 05:38:27,1
CI00002400,CART0005945,SKU0001868,3,2271.71,2025-07-10 08:39:15,1
CI00002401,CART0002294,SKU0001830,3,1797.4,2024-12-23 03:51:35,1
CI00002402,CART0003318,SKU0001171,2,634.45,2024-12-16 15:06:48,0
CI00002403,CART0004291,SKU0001902,4,688.78,2025-01-10 00:38:15,1
CI00002404,CART0002099,SKU0001383,2,416.36,2025-01-17 05:06:13,1
CI00002405,CART0004545,SKU0002908,1,1349.22,2026-06-16 21:28:54,0
CI00002406,CART0001592,SKU0002328,1,921.64,2024-12-20 15:06:13,1
CI00002407,CART0003268,SKU0000727,4,2224.15,2025-05-03 11:13:52,1
CI00002408,CART0001879,SKU0002736,2,297.76,2026-01-15 19:56:10,0
CI00002409,CART0003459,SKU0000847,3,1446.71,2025-04-11 04:41:36,1
CI00002410,CART0003196,SKU0002161,4,1840.42,2025-12-14 19:17:14,0
CI00002411,CART0003920,SKU0000824,1,455.59,2026-03-28 00:50:02,0
CI00002412,CART0001842,SKU0001653,3,1671.18,2025-04-26 12:43:51,1
CI00002413,CART0003934,SKU0002901,1,1422.37,2025-07-30 17:05:49,1
CI00002414,CART0001825,SKU0001765,4,511.69,2026-01-23 17:24:55,1
CI00002415,CART0001825,SKU0001697,3,396.37,2026-02-02 17:24:55,0
CI00002416,CART0005176,SKU0001989,1,184.1,2025-09-13 17:33:45,1
CI00002417,CART0000723,SKU0001228,2,1785.58,2025-10-07 09:11:18,1
CI00002418,CART0000820,SKU0002612,4,1400.28,2025-01-09 19:23:23,1
CI00002419,CART0001372,SKU0002564,3,2348.31,2025-01-01 12:56:33,0
CI00002420,CART0001589,SKU0000340,1,1035.03,2024-12-25 02:19:03,0
CI00002421,CART0000228,SKU0001948,3,2488.28,2025-09-15 15:33:07,1
CI00002422,CART0005069,SKU0001287,3,2274.43,2026-04-06 19:35:48,1
CI00002423,CART0002465,SKU0000763,4,1821.7,2026-05-30 05:54:16,1
CI00002424,CART0003198,SKU0001726,3,1191.51,2025-07-13 21:46:50,1
CI00002425,CART0005538,SKU0001932,4,2372.68,2026-04-17 11:34:10,0
CI00002426,CART0002780,SKU0002059,3,2618.92,2025-01-05 17:34:08,1
CI00002427,CART0000949,SKU0001146,3,100.02,2026-05-22 01:07:50,1
CI00002428,CART0000761,SKU0000228,2,110.06,2025-10-21 06:59:11,1
CI00002429,CART0002530,SKU0000732,1,1981.88,2025-12-06 22:48:34,1
CI00002430,CART0005473,SKU0001438,1,2213.9,2025-01-18 00:07:28,1
CI00002431,CART0004705,SKU0002430,1,1089.62,2025-11-01 10:54:42,1
CI00002432,CART0003719,SKU0000547,1,1690.66,2024-12-11 19:57:03,1
CI00002433,CART0000733,SKU0002057,2,1379.19,2026-06-09 02:37:30,1
CI00002434,CART0004123,SKU0002994,1,3224.57,2026-05-28 00:58:56,1
CI00002435,CART0001332,SKU0002002,4,954.64,2026-03-15 22:26:58,1
CI00002436,CART0002264,SKU0000969,3,747.61,2025-11-17 21:37:37,1
CI00002437,CART0005582,SKU0000571,4,1417.12,2026-06-27 16:32:02,0
CI00002438,CART0003651,SKU0000118,1,1309.75,2026-04-14 06:04:25,0
CI00002439,CART0004803,SKU0001619,1,3463.99,2026-07-05 19:52:21,1
CI00002440,CART0004207,SKU0000678,1,2680.89,2025-08-30 18:14:19,1
CI00002441,CART0004616,SKU0002938,2,1737.48,2026-05-13 08:56:12,0
CI00002442,CART0002032,SKU0001468,1,1212.72,2025-07-27 17:25:52,1
CI00002443,CART0005223,SKU0002931,2,972.33,2026-02-26 20:33:53,0
CI00002444,CART0004797,SKU0000714,4,2558.65,2025-05-26 03:04:10,1
CI00002445,CART0002899,SKU0001383,2,416.36,2025-01-12 12:58:43,0
CI00002446,CART0005369,SKU0000537,1,1874.2,2025-04-23 22:33:12,0
CI00002447,CART0005518,SKU0001028,3,2702.63,2025-09-01 22:31:19,1
CI00002448,CART0003751,SKU0001394,2,2069.86,2026-04-10 13:55:09,1
CI00002449,CART0001627,SKU0001379,1,2950.95,2025-01-14 19:18:19,0
CI00002450,CART0005299,SKU0002524,2,1471.18,2025-02-21 16:48:57,1
CI00002451,CART0001357,SKU0001146,3,100.02,2025-07-05 03:49:01,0
CI00002452,CART0005026,SKU0002901,3,1422.37,2025-12-29 02:55:33,0
CI00002453,CART0003573,SKU0000580,1,1565.93,2025-08-29 07:48:31,0
CI00002454,CART0000505,SKU0001442,2,81.11,2025-12-01 19:38:23,1
CI00002455,CART0002775,SKU0002052,4,2214.26,2026-07-25 08:38:27,1
CI00002456,CART0003075,SKU0002598,4,2797.91,2026-02-21 02:03:42,1
CI00002457,CART0001446,SKU0000205,1,2163.73,2025-12-11 05:37:55,1
CI00002458,CART0002741,SKU0000190,1,1762.09,2025-01-06 09:39:22,0
CI00002459,CART0005534,SKU0002010,1,2809.41,2025-03-09 19:14:11,1
CI00002460,CART0004350,SKU0002592,1,1678.17,2026-03-23 03:04:24,1
CI00002461,CART0001256,SKU0000191,4,927.12,2025-12-03 09:47:12,1
CI00002462,CART0004379,SKU0001134,3,935.6,2026-02-13 19:13:09,0
CI00002463,CART0001124,SKU0001725,1,1472.29,2025-10-01 10:50:53,1
CI00002464,CART0002032,SKU0002077,3,3047.74,2025-08-14 17:25:52,1
CI00002465,CART0004906,SKU0001996,1,1640.93,2025-06-26 10:42:14,1
CI00002466,CART0004463,SKU0000778,4,391.98,2026-06-20 18:41:32,1
CI00002467,CART0002820,SKU0000331,3,3185.81,2025-08-07 23:02:43,1
CI00002468,CART0000573,SKU0002865,4,2464.96,2026-05-14 03:40:57,1
CI00002469,CART0005189,SKU0000892,4,365.8,2025-12-13 16:35:15,1
CI00002470,CART0003587,SKU0002673,1,1684.93,2026-06-27 21:02:59,0
CI00002471,CART0005763,SKU0002350,3,2623.02,2025-07-31 03:26:34,0
CI00002472,CART0005361,SKU0000812,4,372.05,2025-09-11 17:16:39,0
CI00002473,CART0000822,SKU0000305,4,1216.44,2025-08-22 02:42:27,1
CI00002474,CART0000126,SKU0000856,3,1433.92,2025-08-26 14:39:07,1
CI00002475,CART0000437,SKU0002018,4,3222.17,2025-08-29 02:19:56,1
CI00002476,CART0004967,SKU0002262,3,1213.55,2025-06-18 00:33:16,1
CI00002477,CART0003270,SKU0001353,3,2336.84,2025-12-24 07:58:20,0
CI00002478,CART0005543,SKU0000314,2,2001.78,2025-01-04 21:34:28,1
CI00002479,CART0000881,SKU0001603,2,2120.18,2025-05-24 06:17:26,1
CI00002480,CART0001092,SKU0002595,2,2604.86,2025-10-15 15:36:14,1
CI00002481,CART0002832,SKU0002398,1,180.87,2025-07-12 09:11:25,1
CI00002482,CART0005960,SKU0001084,2,120.42,2026-03-25 16:17:57,1
CI00002483,CART0000959,SKU0000929,1,2586.04,2026-03-23 15:57:27,0
CI00002484,CART0004114,SKU0002411,1,1037.64,2026-06-17 05:42:10,1
CI00002485,CART0004727,SKU0002488,1,1290.46,2025-05-21 22:27:27,0
CI00002486,CART0001912,SKU0000945,4,1145.67,2026-02-12 04:51:23,1
CI00002487,CART0003064,SKU0002299,3,250.53,2025-09-29 10:15:58,1
CI00002488,CART0003410,SKU0001213,4,3274.85,2025-04-02 10:37:16,1
CI00002489,CART0004182,SKU0001913,3,2954.61,2026-01-02 20:49:49,1
CI00002490,CART0002142,SKU0002217,4,192.8,2025-03-11 17:14:38,1
