search_id,session_id,user_id,keyword,category_id,result_count,clicked,converted,searched_at
SE00002357,SES00017161,U000905,粮油调味,C032,126,1,0,2026-02-10 13:27:43
SE00002358,SES00011802,U003008,新品,C035,578,1,0,2026-01-06 18:09:55
SE00002359,SES00004911,U003807,个人护理,C007,25,0,0,2025-05-24 22:19:24
SE00002360,SES00019458,U003110,体育用品,C013,761,0,0,2025-01-08 04:44:16
SE00002361,SES00004383,,家具,C037,276,1,0,2026-04-01 11:04:48
SE00002362,SES00000366,U000926,性价比,C030,255,0,0,2026-06-02 02:51:09
SE00002363,SES00010830,U001798,洗护,C038,399,1,0,2025-10-01 11:08:53
SE00002364,SES00014684,U004442,轻便,C033,360,1,0,2026-05-13 08:44:47
SE00002365,SES00016960,U004170,个人护理,C032,444,1,1,2026-07-02 17:08:01
SE00002366,SES00008597,U001857,护肤,C038,534,0,0,2025-02-20 19:45:09
SE00002367,SES00013568,U001024,女装,C012,440,0,0,2025-11-21 12:27:19
SE00002368,SES00011940,U003041,乐器,C015,336,1,0,2025-09-03 23:09:41
SE00002369,SES00018540,U000220,洗护,C035,143,1,0,2025-02-01 12:47:55
SE00002370,SES00004369,U004855,个人护理,C030,521,1,0,2025-01-21 04:32:16
SE00002371,SES00003967,U004239,开学季,C034,641,0,0,2025-04-22 06:30:43
SE00002372,SES00017447,,轻便,C027,529,1,0,2025-07-07 21:50:37
SE00002373,SES00011459,,家用,C038,643,0,0,2025-04-29 01:25:05
SE00002374,SES00008969,U004433,护肤,C008,2,0,0,2025-05-19 19:02:17
SE00002375,SES00012985,U001693,服饰鞋包,C022,467,0,0,2025-05-10 00:56:13
SE00002376,SES00007492,,运动户外,C028,704,0,0,2026-04-15 13:26:48
SE00002377,SES00010838,U001626,食品生鲜,C032,345,0,0,2026-05-19 14:36:58
SE00002378,SES00007545,U003351,男装,C015,458,1,0,2025-02-08 16:20:15
SE00002379,SES00001547,U000647,智能,C024,164,1,0,2026-02-13 23:25:39
SE00002380,SES00001985,U002491,家具,C020,643,1,0,2026-01-20 09:19:26
SE00002381,SES00005982,U002225,玩具,C010,703,1,0,2026-03-13 01:20:41
SE00002382,SES00001326,U002742,家居生活,C032,333,1,0,2025-10-19 08:32:19
SE00002383,SES00003713,U000340,体育用品,C039,163,0,0,2025-04-08 08:21:34
SE00002384,SES00007939,U003848,食品生鲜,C033,286,1,0,2026-06-30 01:16:43
SE00002385,SES00011121,U002920,婴童用品,C002,312,1,0,2025-07-28 02:42:06
SE00002386,SES00013937,U002073,清洁用品,C033,75,1,0,2025-02-09 06:13:19
SE00002387,SES00000592,U004567,母婴玩具,C009,507,1,0,2025-12-25 19:13:18
SE00002388,SES00016366,U003646,送礼,C024,251,0,0,2025-10-24 16:05:20
SE00002389,SES00018524,U002733,文创,C014,604,1,0,2025-01-19 14:43:26
SE00002390,SES00017891,U001880,饮料冲调,C009,456,0,0,2025-07-07 10:38:13
SE00002391,SES00003749,U000071,彩妆,C039,672,0,0,2025-09-03 11:53:50
SE00002392,SES00010254,U004011,家用电器,C020,752,1,0,2025-07-06 10:18:37
SE00002393,SES00009073,,服饰鞋包,C035,491,1,0,2026-02-27 20:56:52
SE00002394,SES00003119,U002989,图书文娱,C030,220,0,0,2026-05-06 15:39:35
SE00002395,SES00012960,U000039,粮油调味,C009,331,1,0,2025-04-08 10:42:42
SE00002396,SES00007047,U003534,运动户外,C030,225,0,0,2025-02-23 02:37:27
SE00002397,SES00009446,U004957,家居生活,C027,630,1,0,2025-08-01 03:07:22
SE00002398,SES00009111,,食品生鲜,C005,772,0,0,2026-01-29 20:36:20
SE00002399,SES00015915,,家用,C003,279,1,0,2026-03-12 23:10:25
SE00002400,SES00013680,U000595,国货,C029,289,1,0,2026-04-19 09:37:45
SE00002401,SES00014969,U000342,奶粉辅食,C022,460,1,0,2025-07-13 16:25:32
SE00002402,SES00001420,,男装,C018,546,0,0,2025-08-22 19:24:27
SE00002403,SES00018883,U004004,食品生鲜,C034,191,0,0,2026-06-21 17:56:50
SE00002404,SES00012283,U002847,玩具,C017,325,0,0,2025-04-14 09:38:29
SE00002405,SES00019340,U000293,电脑办公,C017,420,0,1,2026-04-17 11:20:54
SE00002406,SES00013160,U004405,电脑办公,C028,68,1,0,2026-08-22 14:11:15
SE00002407,SES00003544,U001296,家具,C028,71,0,1,2025-01-25 13:25:00
SE00002408,SES00013402,U001943,图书,C025,708,1,0,2026-01-16 20:33:42
SE00002409,SES00016359,U000822,乐器,C012,490,1,0,2025-07-22 10:17:06
SE00002410,SES00003830,U002564,智能,C028,90,0,0,2025-12-24 02:27:37
SE00002411,SES00008893,U003140,送礼,C005,320,0,0,2026-04-01 14:24:28
SE00002412,SES00012288,U001260,骑行,C014,391,0,0,2025-01-18 13:07:22
SE00002413,SES00002812,,女装,C034,220,0,0,2026-02-22 21:38:55
SE00002414,SES00017719,U000214,夏季,C005,282,0,0,2026-02-23 09:15:14
SE00002415,SES00002224,U003871,图书文娱,C012,525,1,0,2025-10-21 03:52:25
SE00002416,SES00001167,U004277,彩妆,C037,263,1,0,2025-06-18 03:25:54
SE00002417,SES00007492,,家用,C013,662,0,0,2026-04-15 13:27:19
SE00002418,SES00000963,U002632,清洁用品,C010,438,0,0,2025-08-05 14:34:58
SE00002419,SES00008574,U001086,数码家电,C008,512,1,0,2025-08-06 08:42:20
SE00002420,SES00011046,U001046,健身训练,C033,328,1,0,2025-05-02 10:11:21
SE00002421,SES00006506,U000383,性价比,C009,547,1,0,2026-06-19 04:40:40
SE00002422,SES00014487,,电脑办公,C023,327,1,0,2025-10-25 03:41:30
SE00002423,SES00004055,U003430,家用电器,C005,362,0,0,2025-09-01 10:51:06
SE00002424,SES00005310,U003636,清洁用品,C020,736,1,0,2026-01-03 05:48:18
SE00002425,SES00003834,U001127,送礼,C034,771,0,0,2025-06-13 10:29:19
SE00002426,SES00000531,U002302,健身训练,C002,186,1,0,2025-02-24 01:21:41
SE00002427,SES00017278,U001843,夏季,C020,482,1,0,2025-02-21 12:16:08
SE00002428,SES00007815,U004721,清洁用品,C040,461,0,0,2025-01-26 05:35:16
SE00002429,SES00017318,U001262,新品,C008,270,1,0,2026-07-11 01:51:54
SE00002430,SES00006661,U000203,厨具,C029,567,0,0,2025-12-16 11:18:44
SE00002431,SES00008840,U001570,数码家电,C038,383,1,0,2026-03-24 13:05:34
SE00002432,SES00007975,U001799,婴童用品,C009,150,1,0,2025-07-22 17:44:13
SE00002433,SES00008788,U001662,智能设备,C025,667,1,0,2025-11-05 10:40:57
SE00002434,SES00005846,U002990,家用电器,C038,604,1,0,2026-04-18 13:19:10
SE00002435,SES00014965,U002078,厨具,C015,126,1,0,2025-03-23 15:31:06
SE00002436,SES00017245,U004300,智能设备,C014,572,0,0,2025-11-23 19:30:59
SE00002437,SES00017091,U002931,粮油调味,C023,511,1,1,2025-02-17 13:06:51
SE00002438,SES00006472,U001440,护肤,C027,347,0,0,2025-02-23 19:53:02
SE00002439,SES00015724,U004149,开学季,C015,271,0,0,2025-07-29 05:06:49
SE00002440,SES00009456,U002968,健身训练,C028,549,1,0,2026-01-21 06:59:58
SE00002441,SES00011150,U000036,智能设备,C018,482,1,0,2025-11-29 07:31:16
SE00002442,SES00012869,U000445,家纺,C030,763,1,0,2026-05-21 20:10:00
SE00002443,SES00004464,U004976,家具,C039,757,1,0,2026-06-10 03:51:55
SE00002444,SES00002628,U001660,女装,C038,164,0,0,2026-04-24 00:39:51
SE00002445,SES00012507,U000788,文创,C027,499,1,0,2025-12-20 01:24:36
SE00002446,SES00004796,U004809,新品,C009,425,1,0,2025-12-17 17:03:15
SE00002447,SES00009219,U003362,婴童用品,C005,339,1,0,2026-06-21 01:11:06
SE00002448,SES00013721,U004156,折扣,C019,770,1,0,2026-05-27 08:04:36
SE00002449,SES00000955,,箱包配饰,C018,178,0,1,2026-04-19 22:15:09
SE00002450,SES00010151,U001531,服饰鞋包,C005,422,1,0,2026-04-06 20:45:53
SE00002451,SES00001276,U004236,电脑办公,C003,402,1,0,2025-12-26 13:10:14
SE00002452,SES00002237,U000541,箱包配饰,C015,503,1,0,2026-05-07 16:00:54
SE00002453,SES00006201,,运动鞋服,C024,704,1,0,2026-01-18 10:17:26
SE00002454,SES00007545,U003351,户外装备,C018,684,1,0,2025-02-08 16:19:56
SE00002455,SES00010022,U000870,手机通讯,C033,685,0,0,2025-10-16 02:19:44
SE00002456,SES00005933,U000448,生鲜果蔬,C025,529,1,1,2026-04-15 18:12:40
SE00002457,SES00016653,U000231,休闲食品,C018,288,1,0,2026-02-08 03:07:39
SE00002458,SES00007278,U000605,智能设备,C030,156,1,0,2025-11-16 01:40:57
SE00002459,SES00006045,U004542,护肤,C035,222,1,0,2026-06-11 10:33:46
SE00002460,SES00005297,U002661,文创,C009,132,0,0,2026-05-19 06:32:25
SE00002461,SES00018577,U001600,服饰鞋包,C035,570,1,0,2025-09-15 19:49:04
SE00002462,SES00012557,U002821,厨具,C033,44,1,0,2025-11-19 13:31:24
SE00002463,SES00014560,U000896,美妆个护,C012,648,1,0,2026-07-25 19:32:37
SE00002464,SES00010559,,洗护,C032,528,0,0,2026-07-03 05:23:22
SE00002465,SES00018024,U002102,母婴玩具,C038,200,1,0,2026-05-27 23:28:26
SE00002466,SES00000837,U003928,国货,C019,312,1,0,2026-01-26 22:21:49
SE00002467,SES00009987,U002962,洗护,C029,70,1,1,2025-12-14 01:44:27
SE00002468,SES00010778,U002774,家用,C034,522,1,0,2026-05-10 10:18:48
SE00002469,SES00004832,U002445,家用,C034,325,1,0,2025-06-15 12:47:41
SE00002470,SES00018077,U001259,智能,C022,675,1,0,2025-05-19 14:54:38
SE00002471,SES00003462,U002881,厨具,C038,270,0,0,2026-03-21 05:48:40
SE00002472,SES00011956,U004381,运动户外,C027,345,1,0,2025-01-01 08:56:23
SE00002473,SES00014693,U002884,服饰鞋包,C035,419,1,0,2026-07-16 18:40:16
SE00002474,SES00005972,U003811,健身训练,C003,68,0,0,2026-08-08 20:10:29
SE00002475,SES00002260,U003470,母婴玩具,C014,546,0,0,2025-01-16 11:17:26
SE00002476,SES00019982,U002252,饮料冲调,C030,482,1,0,2026-07-20 17:14:37
SE00002477,SES00006575,U001549,骑行,C003,689,1,0,2026-08-03 20:19:44
SE00002478,SES00005408,U001017,男装,C012,599,0,0,2026-04-02 22:45:00
SE00002479,SES00000146,U001300,女装,C005,75,1,0,2025-01-20 00:12:16
SE00002480,SES00006127,,体育用品,C005,245,0,0,2026-07-01 15:42:59
SE00002481,SES00016429,U002339,夏季,C024,589,0,0,2026-01-10 21:17:18
SE00002482,SES00005613,U002294,女装,C034,89,1,0,2025-07-05 21:05:25
SE00002483,SES00013581,U000599,饮料冲调,C039,259,1,0,2025-08-22 22:21:44
SE00002484,SES00008046,U003920,厨具,C010,500,1,0,2025-08-13 17:29:20
SE00002485,SES00000306,,家用电器,C037,506,1,0,2026-07-13 16:49:11
SE00002486,SES00008361,U001990,护肤,C025,610,1,0,2025-02-19 04:42:54
SE00002487,SES00012943,U004020,手机通讯,C029,773,0,0,2026-05-06 09:44:03
SE00002488,SES00005723,U000565,婴童用品,C004,780,0,0,2025-10-10 15:50:29
SE00002489,SES00004153,U002734,运动户外,C033,85,1,0,2026-07-10 20:31:23
SE00002490,SES00017582,U003554,健身训练,C040,110,1,0,2026-06-20 05:01:50
SE00002491,SES00008282,U004496,玩具,C007,359,0,0,2026-03-29 09:05:14
SE00002492,SES00016845,U002114,美妆个护,C005,762,0,0,2025-12-13 12:45:37
SE00002493,SES00000108,U003566,婴童用品,C019,96,1,0,2025-11-20 16:37:14
SE00002494,SES00006931,U000742,个人护理,C037,223,1,0,2026-05-13 16:53:35
SE00002495,SES00011760,U000019,运动户外,C014,304,0,0,2025-07-03 23:05:43
SE00002496,SES00018482,U003617,电脑办公,C039,678,1,0,2025-08-05 23:31:00
SE00002497,SES00008315,U003000,图书文娱,C030,222,0,1,2025-10-21 22:45:12
SE00002498,SES00014093,U000768,玩具,C004,167,0,1,2026-07-18 09:19:02
SE00002499,SES00008823,U000922,厨具,C017,481,0,0,2025-02-25 16:52:38
SE00002500,SES00014544,U000666,文创,C038,38,1,0,2025-01-12 18:07:29
SE00002501,SES00019196,U003675,家用电器,C020,231,1,0,2025-06-04 15:46:32
SE00002502,SES00001601,,家居生活,C027,491,1,1,2026-04-07 08:53:40
SE00002503,SES00015464,,玩具,C003,178,1,0,2026-03-10 18:07:13
SE00002504,SES00000464,U002264,性价比,C024,39,1,0,2026-02-22 10:10:44
SE00002505,SES00018376,,彩妆,C014,409,0,0,2025-04-20 08:28:28
SE00002506,SES00017677,U001150,家用,C002,765,0,0,2025-06-23 06:02:34
SE00002507,SES00007033,U002674,彩妆,C040,621,1,0,2026-02-27 19:18:52
SE00002508,SES00007856,U003195,户外装备,C033,351,1,0,2026-06-06 15:23:10
SE00002509,SES00001366,U000029,食品生鲜,C008,685,1,0,2025-06-03 07:08:24
SE00002510,SES00012169,U004444,家用电器,C035,791,0,0,2025-05-16 19:55:45
SE00002511,SES00019984,U004289,家居生活,C008,422,1,0,2025-05-05 22:43:48
SE00002512,SES00009123,U003450,运动户外,C003,612,1,0,2025-05-30 04:47:12
SE00002513,SES00011174,U002949,童装童鞋,C015,374,1,0,2025-06-06 03:24:44
SE00002514,SES00014411,,运动鞋服,C030,231,0,0,2025-04-02 09:47:50
SE00002515,SES00000418,,骑行,C020,254,0,0,2026-05-27 18:19:51
SE00002516,SES00008319,U001053,健身训练,C022,485,1,0,2026-04-03 22:20:26
SE00002517,SES00001384,U002384,女装,C028,726,0,1,2025-10-22 14:49:48
SE00002518,SES00001461,U002944,图书文娱,C014,450,0,0,2025-11-28 00:56:37
SE00002519,SES00005676,U004308,护肤,C039,618,1,0,2025-12-28 12:00:55
SE00002520,SES00010613,U002484,护肤,C015,261,0,0,2025-12-23 20:30:56
SE00002521,SES00004027,U004105,图书,C010,210,1,0,2026-03-28 15:18:01
SE00002522,SES00000064,U002081,性价比,C013,483,1,0,2026-08-10 13:42:35
SE00002523,SES00005574,U001732,体育用品,C014,561,1,0,2026-03-11 01:04:45
SE00002524,SES00000672,U003350,电脑办公,C020,690,0,0,2025-06-11 22:19:53
SE00002525,SES00015103,U004130,家居生活,C033,54,1,0,2025-08-18 21:18:12
SE00002526,SES00016232,U004969,运动户外,C033,91,1,0,2025-04-23 03:26:30
SE00002527,SES00011509,U003148,家纺,C035,174,0,0,2025-08-15 02:25:40
SE00002528,SES00013650,U002563,宠物生活,C023,296,0,1,2025-07-21 06:10:29
SE00002529,SES00003056,U000540,婴童用品,C009,777,1,0,2025-09-20 07:27:04
SE00002530,SES00018694,U001457,宠物生活,C007,209,1,0,2026-01-09 18:52:28
SE00002531,SES00009889,U000621,宠物生活,C037,87,0,1,2025-08-18 02:19:18
SE00002532,SES00014966,U004535,母婴玩具,C029,435,0,0,2026-05-17 12:59:52
SE00002533,SES00013801,U000327,运动户外,C037,234,0,0,2025-02-01 05:47:39
SE00002534,SES00002594,U002436,国货,C002,0,0,0,2025-12-09 02:34:30
SE00002535,SES00005922,U004121,家用,C029,243,1,0,2026-05-31 00:08:51
SE00002536,SES00015303,U003026,夏季,C013,471,1,0,2025-07-30 14:00:02
SE00002537,SES00003959,,清洁用品,C007,562,1,1,2025-09-14 08:00:19
SE00002538,SES00019278,U004323,童装童鞋,C003,54,1,0,2025-04-21 22:40:14
SE00002539,SES00007412,U000493,运动户外,C033,41,1,0,2026-01-21 04:51:51
SE00002540,SES00006622,U001441,运动鞋服,C025,232,1,0,2026-03-07 07:17:55
SE00002541,SES00006792,U002442,男装,C007,394,0,0,2025-02-19 13:49:17
SE00002542,SES00015353,U002116,母婴玩具,C040,645,1,0,2025-07-07 09:24:18
SE00002543,SES00005459,U001965,骑行,C013,523,1,1,2025-03-05 09:38:45
SE00002544,SES00017870,U003153,户外装备,C033,374,1,0,2025-03-26 04:09:37
SE00002545,SES00012982,U003134,折扣,C028,54,1,0,2025-10-27 22:37:02
SE00002546,SES00016239,U001464,图书,C002,797,1,0,2025-09-22 17:01:02
SE00002547,SES00019472,U002402,家具,C013,384,1,0,2025-02-22 10:49:49
SE00002548,SES00002909,U003800,国货,C029,34,0,0,2025-09-18 20:28:23
SE00002549,SES00002378,U002194,乐器,C002,30,0,0,2026-05-27 10:09:08
SE00002550,SES00001136,U002217,运动鞋服,C002,263,1,0,2025-05-21 11:45:57
SE00002551,SES00014790,U002457,开学季,C035,68,1,0,2025-09-09 13:35:28
SE00002552,SES00017009,U001497,家用电器,C019,274,1,0,2025-06-06 12:33:58
SE00002553,SES00013062,U002696,折扣,C008,207,1,0,2025-05-09 23:41:14
SE00002554,SES00001739,U003240,乐器,C003,733,0,0,2025-07-06 03:32:56
SE00002555,SES00018789,,夏季,C028,173,0,0,2025-10-08 14:32:33
SE00002556,SES00012606,U003309,国货,C027,363,1,0,2026-05-23 04:08:28
SE00002557,SES00018908,U003581,家居生活,C004,200,0,1,2026-06-16 13:13:23
SE00002558,SES00010010,U001124,粮油调味,C035,49,1,0,2025-06-08 13:01:20
SE00002559,SES00004437,U004761,折扣,C025,655,0,0,2025-10-23 09:46:30
SE00002560,SES00016223,U000172,男装,C038,462,1,0,2025-06-22 12:59:33
SE00002561,SES00013616,U003703,手机通讯,C005,278,0,0,2026-01-10 18:38:45
SE00002562,SES00007865,U001567,智能设备,C007,316,1,1,2025-07-22 15:45:21
SE00002563,SES00018382,U003830,粮油调味,C034,100,0,0,2026-06-14 11:38:15
SE00002564,SES00018831,U004072,彩妆,C024,17,1,0,2025-09-27 03:06:18
SE00002565,SES00012682,U002192,家纺,C010,250,0,0,2025-06-01 04:07:16
SE00002566,SES00002201,U004326,性价比,C032,287,1,1,2025-08-02 21:09:59
SE00002567,SES00013899,U002965,文创,C003,41,0,0,2025-03-15 18:43:08
SE00002568,SES00010997,U004791,休闲食品,C032,635,0,0,2025-05-21 20:45:45
SE00002569,SES00018762,U003671,婴童用品,C038,396,1,0,2025-04-03 18:54:29
SE00002570,SES00018603,,玩具,C010,222,1,0,2025-06-30 23:08:17
SE00002571,SES00000217,U002655,奶粉辅食,C010,798,0,0,2025-05-04 10:49:41
SE00002572,SES00007600,U002981,宠物生活,C019,230,0,0,2026-03-08 09:21:15
SE00002573,SES00002311,U004679,家用,C022,10,0,0,2026-05-15 08:38:53
SE00002574,SES00013868,U002344,智能设备,C037,434,1,1,2025-01-12 04:53:23
SE00002575,SES00007053,U001816,健身训练,C024,214,0,0,2025-06-02 15:01:12
SE00002576,SES00012540,U001728,送礼,C038,71,0,1,2025-05-21 20:45:20
SE00002577,SES00009073,,粮油调味,C020,576,1,0,2026-02-27 20:56:31
SE00002578,SES00003780,U000615,夏季,C037,562,1,0,2025-03-20 22:43:24
SE00002579,SES00007974,U003758,折扣,C004,127,0,0,2025-07-29 19:08:05
SE00002580,SES00005848,U000039,体育用品,C027,696,0,0,2026-02-23 10:54:25
SE00002581,SES00011274,U003597,家用电器,C017,471,0,1,2025-01-08 05:51:30
SE00002582,SES00001041,U001286,婴童用品,C038,384,1,0,2025-01-10 11:58:11
SE00002583,SES00009877,U003072,运动鞋服,C010,637,1,0,2025-02-17 22:30:48
SE00002584,SES00004376,U004784,家用电器,C022,523,0,1,2026-02-02 03:06:11
SE00002585,SES00012811,U003572,体育用品,C027,101,1,0,2026-07-11 05:39:20
SE00002586,SES00002781,U002788,家具,C033,777,0,0,2025-11-09 22:38:46
SE00002587,SES00009721,U003949,休闲食品,C025,435,1,0,2026-01-28 08:21:23
SE00002588,SES00002242,U004721,厨具,C013,424,1,0,2025-04-08 21:11:09
SE00002589,SES00004422,U001165,体育用品,C029,118,1,0,2025-06-13 16:18:57
SE00002590,SES00008744,U004298,智能,C015,370,0,0,2025-02-22 09:11:14
SE00002591,SES00017234,U004844,母婴玩具,C035,367,1,0,2025-11-19 18:28:11
SE00002592,SES00005978,U003763,母婴玩具,C025,383,0,0,2025-03-24 12:54:57
SE00002593,SES00016194,U000930,体育用品,C004,425,1,0,2025-04-02 07:27:34
SE00002594,SES00014159,U001408,图书,C009,85,0,0,2026-08-03 09:16:29
SE00002595,SES00001567,U004826,家用,C009,191,1,0,2025-09-23 19:55:57
SE00002596,SES00010682,U003261,箱包配饰,C013,164,1,0,2026-04-03 06:56:30
SE00002597,SES00016478,,家纺,C019,765,1,0,2026-02-02 03:16:46
SE00002598,SES00000622,U002036,折扣,C014,473,0,0,2026-02-03 15:01:34
SE00002599,SES00000358,U002214,玩具,C028,634,0,0,2026-02-06 11:12:38
SE00002600,SES00002907,U000805,数码家电,C033,760,0,0,2025-08-04 05:52:50
SE00002601,SES00009095,U000559,乐器,C022,667,1,0,2026-03-01 22:44:43
SE00002602,SES00011597,U000791,厨具,C034,557,1,0,2026-08-12 14:32:07
SE00002603,SES00015228,U002180,家用,C038,760,1,0,2025-10-23 11:42:04
SE00002604,SES00001812,U000791,乐器,C040,788,1,0,2025-10-18 10:26:17
SE00002605,SES00015457,,彩妆,C033,292,1,0,2025-08-17 08:07:37
SE00002606,SES00005817,U001683,家用电器,C013,762,0,0,2026-05-08 15:25:20
SE00002607,SES00013429,U003145,智能,C013,164,1,0,2025-04-17 13:06:15
SE00002608,SES00018108,U002800,家用电器,C032,134,1,0,2026-03-13 10:47:18
SE00002609,SES00002915,U000531,生鲜果蔬,C038,173,1,0,2026-04-16 02:35:45
SE00002610,SES00004207,U002225,乐器,C010,46,1,0,2026-07-02 10:22:30
SE00002611,SES00010267,U000263,清洁用品,C002,521,0,0,2026-06-30 07:26:17
SE00002612,SES00002141,U001402,体育用品,C029,564,1,0,2025-07-02 09:34:57
SE00002613,SES00014037,U002052,户外装备,C028,206,1,0,2025-01-19 01:41:13
SE00002614,SES00005213,U002332,家用电器,C018,138,0,1,2026-01-23 06:22:17
SE00002615,SES00019035,U000466,家用,C023,560,1,0,2025-01-15 13:45:44
SE00002616,SES00013360,U002361,洗护,C025,443,0,1,2025-02-16 03:38:08
SE00002617,SES00015386,U001238,童装童鞋,C034,657,1,0,2025-08-21 13:59:31
SE00002618,SES00005376,U000272,宠物生活,C033,136,1,0,2026-04-16 05:08:56
SE00002619,SES00000756,U003140,女装,C038,176,0,0,2025-05-26 09:57:54
SE00002620,SES00008778,U004723,家用,C032,187,0,0,2026-04-06 19:29:59
SE00002621,SES00010265,U002868,粮油调味,C028,278,0,0,2025-02-21 13:21:33
SE00002622,SES00017470,U002474,护肤,C037,730,1,0,2026-04-20 21:00:56
SE00002623,SES00008744,U004298,清洁用品,C010,10,0,0,2025-02-22 09:12:01
SE00002624,SES00016231,U002360,彩妆,C013,109,1,0,2026-01-04 04:34:08
SE00002625,SES00016602,U003623,箱包配饰,C020,607,1,0,2025-07-12 06:46:41
SE00002626,SES00017756,U002693,清洁用品,C023,258,0,0,2025-06-01 10:01:58
SE00002627,SES00017765,U003118,智能设备,C012,182,1,1,2025-05-20 01:00:16
SE00002628,SES00005551,U001756,手机通讯,C030,194,0,0,2025-05-04 20:52:28
SE00002629,SES00013029,U004872,新品,C027,658,1,0,2025-04-08 22:56:08
SE00002630,SES00002975,U003066,食品生鲜,C034,443,1,0,2026-05-29 19:28:51
SE00002631,SES00019536,U001982,美妆个护,C038,526,1,0,2026-01-15 13:08:12
SE00002632,SES00018036,U003703,户外装备,C010,91,1,0,2025-01-09 18:03:56
SE00002633,SES00011045,U000624,新品,C017,42,1,0,2025-11-19 02:53:24
SE00002634,SES00012551,U000477,婴童用品,C039,764,1,0,2025-03-21 08:36:10
SE00002635,SES00009382,U004301,婴童用品,C010,266,1,0,2026-07-20 20:44:30
SE00002636,SES00016662,U004691,清洁用品,C039,140,0,0,2025-06-10 13:58:39
SE00002637,SES00008018,U000876,休闲食品,C040,216,0,0,2026-03-28 05:07:00
SE00002638,SES00011285,,夏季,C038,0,0,0,2025-05-08 19:00:08
SE00002639,SES00002984,,健身训练,C035,70,0,0,2026-07-26 23:29:41
SE00002640,SES00002628,U001660,饮料冲调,C034,408,1,0,2026-04-24 00:39:47
SE00002641,SES00016008,U002745,玩具,C037,203,1,0,2025-09-03 07:56:53
SE00002642,SES00019680,U000042,饮料冲调,C013,69,0,0,2025-06-03 03:59:42
SE00002643,SES00004370,U001939,美妆个护,C029,706,0,0,2025-08-03 14:56:46
SE00002644,SES00007450,U000481,手机通讯,C034,83,1,0,2025-07-22 16:46:49
SE00002645,SES00018725,U003595,美妆个护,C012,651,1,0,2025-05-18 20:22:22
SE00002646,SES00019410,,智能设备,C012,490,0,0,2025-09-14 13:13:59
SE00002647,SES00005774,U003198,手机通讯,C024,327,1,0,2025-03-20 21:07:55
SE00002648,SES00015452,U001366,美妆个护,C030,418,1,0,2025-01-12 00:04:51
SE00002649,SES00016074,U004355,图书,C009,149,0,1,2025-01-26 06:04:07
SE00002650,SES00014838,U001255,清洁用品,C039,420,1,0,2025-10-13 08:32:01
SE00002651,SES00003580,U001126,轻便,C020,634,1,0,2026-04-03 07:21:57
SE00002652,SES00016769,U000963,食品生鲜,C019,722,1,0,2025-09-22 06:20:09
SE00002653,SES00016990,U002920,运动户外,C007,335,1,0,2026-07-28 15:01:04
SE00002654,SES00014773,U004475,玩具,C008,604,1,0,2025-10-27 12:46:52
SE00002655,SES00015371,U002823,性价比,C030,267,0,0,2026-01-22 16:08:48
SE00002656,SES00006262,U002033,家用电器,C040,184,0,0,2025-11-28 15:44:16
SE00002657,SES00010578,U000592,骑行,C023,752,0,0,2026-03-19 10:45:43
SE00002658,SES00018094,U003250,箱包配饰,C040,107,1,0,2025-09-23 09:07:00
SE00002659,SES00017830,U000476,箱包配饰,C018,41,0,0,2025-02-09 02:59:56
SE00002660,SES00004233,U004600,童装童鞋,C009,649,1,1,2025-08-26 09:14:17
SE00002661,SES00019048,U001256,家用,C029,334,1,0,2026-07-22 09:26:50
SE00002662,SES00013783,U003940,母婴玩具,C014,368,0,0,2026-03-05 19:29:12
SE00002663,SES00018428,U001221,服饰鞋包,C014,796,1,0,2026-02-24 00:11:00
SE00002664,SES00003880,U001759,玩具,C003,762,1,0,2025-11-30 08:18:56
SE00002665,SES00011894,U001878,彩妆,C022,518,1,0,2025-05-22 17:48:53
SE00002666,SES00005547,U000884,轻便,C009,60,1,0,2026-07-18 16:35:54
SE00002667,SES00001779,U004818,家居生活,C005,93,1,0,2026-07-03 20:50:34
SE00002668,SES00004916,U002062,电脑办公,C030,333,1,0,2025-02-07 14:00:21
SE00002669,SES00012897,,夏季,C025,60,1,1,2025-09-29 10:44:36
SE00002670,SES00007557,U003489,母婴玩具,C012,329,0,0,2025-12-02 08:58:08
SE00002671,SES00008168,U001705,骑行,C025,457,1,0,2026-02-16 14:45:54
SE00002672,SES00019053,U000860,国货,C040,513,1,0,2025-05-12 08:43:31
SE00002673,SES00017451,U001404,家用,C037,290,1,0,2025-04-25 02:56:53
SE00002674,SES00000113,U000941,图书,C013,213,1,0,2026-02-10 20:28:28
SE00002675,SES00017987,U003947,电脑办公,C040,221,1,0,2025-03-18 15:19:46
SE00002676,SES00004328,U001129,生鲜果蔬,C018,728,0,0,2026-02-03 11:06:52
SE00002677,SES00001747,U004101,箱包配饰,C027,227,0,1,2025-06-30 12:26:37
SE00002678,SES00002903,,性价比,C015,613,0,1,2025-11-27 21:18:23
SE00002679,SES00016726,,休闲食品,C008,205,1,0,2026-07-09 17:08:38
SE00002680,SES00017941,U003068,粮油调味,C040,673,0,0,2025-02-27 18:18:35
SE00002681,SES00004320,U004372,健身训练,C034,717,0,0,2026-02-25 01:47:55
SE00002682,SES00001859,U003877,数码家电,C010,259,0,0,2025-03-05 11:22:30
SE00002683,SES00018957,U002214,童装童鞋,C007,512,1,0,2026-02-09 20:15:44
