refund_id,order_id,user_id,refund_reason,refund_amount,refund_status,applied_at,completed_at
RF0000267,O00000781,U000508,尺码不合适,176.6,completed,2026-07-03 01:05:16,2026-07-04 01:05:16
RF0000268,O00000153,U003548,未按时到货,682.65,completed,2026-06-03 23:17:45,2026-06-08 23:17:45
RF0000269,O00000129,U002005,拍错或多拍,4372.8,approved,2025-04-13 04:20:22,
RF0000270,O00010060,U004326,质量问题,3523.52,approved,2025-10-19 18:47:10,
RF0000271,O00008305,U001302,未按时到货,2627.34,completed,2026-04-29 16:19:10,2026-05-02 16:19:10
RF0000272,O00002228,U004603,质量问题,3203.01,approved,2025-08-22 06:14:15,
RF0000273,O00006546,U001648,未按时到货,811.82,completed,2026-07-25 04:17:48,2026-07-29 04:17:48
RF0000274,O00011610,U004441,拍错或多拍,1094.92,processing,2025-08-10 15:21:51,
RF0000275,O00004764,U001651,质量问题,3589.04,completed,2026-04-23 23:29:04,2026-04-25 23:29:04
RF0000276,O00001194,U000766,尺码不合适,2653.17,completed,2026-07-16 18:17:36,2026-07-17 18:17:36
RF0000277,O00003110,U002159,尺码不合适,6514.48,completed,2025-04-05 15:47:39,2025-04-10 15:47:39
RF0000278,O00008460,U003932,拍错或多拍,411.05,completed,2025-08-12 04:27:25,2025-08-14 04:27:25
RF0000279,O00004584,U003025,不喜欢,3199.7,completed,2025-12-24 18:51:30,2025-12-26 18:51:30
RF0000280,O00011745,U003952,拍错或多拍,878.69,processing,2025-01-22 18:02:23,
RF0000281,O00000548,U000207,拍错或多拍,1858.59,approved,2025-12-17 07:12:51,
RF0000282,O00011434,U000360,商品破损,1519.05,processing,2026-07-04 04:30:00,
RF0000283,O00003737,U003488,拍错或多拍,3757.06,completed,2026-01-22 06:11:03,2026-01-23 06:11:03
RF0000284,O00001182,U004019,不喜欢,821.52,completed,2026-02-25 01:08:12,2026-03-01 01:08:12
RF0000285,O00011763,U002370,尺码不合适,2869.2,completed,2026-05-08 22:32:10,2026-05-13 22:32:10
RF0000286,O00004003,U004022,不喜欢,1770.26,completed,2026-08-12 12:49:06,2026-08-13 12:49:06
RF0000287,O00005130,U000234,拍错或多拍,2153.26,completed,2025-09-09 07:21:06,2025-09-13 07:21:06
RF0000288,O00003621,U002624,不喜欢,1471.2,completed,2025-10-16 14:51:53,2025-10-20 14:51:53
RF0000289,O00009267,U000349,未按时到货,2147.27,approved,2025-10-31 02:15:21,
RF0000290,O00001848,U001972,尺码不合适,1335.72,completed,2025-08-25 17:59:47,2025-08-26 17:59:47
RF0000291,O00004903,U003896,不喜欢,6288.09,completed,2025-09-16 00:17:54,2025-09-20 00:17:54
RF0000292,O00010486,U000874,拍错或多拍,441.71,processing,2025-09-27 12:59:55,
RF0000293,O00011236,U004645,质量问题,984.09,processing,2026-05-20 15:54:47,
RF0000294,O00003267,U000184,拍错或多拍,2732.61,completed,2025-05-11 14:36:02,2025-05-14 14:36:02
RF0000295,O00005308,U000211,拍错或多拍,409.06,completed,2026-01-19 20:09:33,2026-01-23 20:09:33
RF0000296,O00001856,U001049,不喜欢,5122.43,completed,2025-02-11 23:57:54,2025-02-14 23:57:54
RF0000297,O00000861,U004859,拍错或多拍,3366.14,completed,2026-03-28 01:17:31,2026-03-29 01:17:31
RF0000298,O00002755,U000785,质量问题,4610.97,completed,2025-09-10 16:06:32,2025-09-12 16:06:32
RF0000299,O00007846,U000766,不喜欢,227.94,completed,2025-09-12 22:39:49,2025-09-15 22:39:49
RF0000300,O00010130,U002804,未按时到货,3478.12,completed,2026-06-20 18:43:13,2026-06-25 18:43:13
RF0000301,O00003321,U002529,拍错或多拍,2823.43,completed,2025-02-22 07:53:40,2025-02-25 07:53:40
RF0000302,O00001604,U000636,拍错或多拍,3052.1,processing,2025-09-16 07:29:16,
RF0000303,O00005992,U001915,不喜欢,1382.48,approved,2026-04-12 16:12:26,
RF0000304,O00000529,U000991,不喜欢,1271.14,completed,2026-04-27 08:01:48,2026-05-02 08:01:48
RF0000305,O00000786,U004973,不喜欢,1538.6,completed,2026-08-08 03:20:27,2026-08-10 03:20:27
RF0000306,O00001732,U000981,拍错或多拍,1186.77,completed,2026-08-25 07:18:55,2026-08-30 07:18:55
RF0000307,O00003804,U000593,质量问题,1797.1,completed,2025-02-14 03:53:25,2025-02-15 03:53:25
RF0000308,O00002557,U002884,质量问题,2689.41,rejected,2026-05-10 04:31:50,2026-05-14 04:31:50
RF0000309,O00004578,U004344,尺码不合适,5032.29,approved,2025-03-12 17:12:10,
RF0000310,O00009344,U003831,尺码不合适,3952.38,approved,2025-07-10 14:47:39,
RF0000311,O00008653,U003877,拍错或多拍,2849.09,completed,2026-08-26 19:10:55,2026-08-31 19:10:55
RF0000312,O00007369,U004358,拍错或多拍,3175.45,approved,2026-02-26 12:40:29,
RF0000313,O00009090,U002998,不喜欢,47.01,completed,2026-05-28 10:07:46,2026-06-02 10:07:46
RF0000314,O00009257,U001220,尺码不合适,3446.31,completed,2026-02-24 09:50:04,2026-02-25 09:50:04
RF0000315,O00009260,U001689,未按时到货,860.54,rejected,2025-12-20 18:25:42,2025-12-21 18:25:42
RF0000316,O00006228,U000807,不喜欢,1560.55,completed,2026-06-20 00:48:17,2026-06-25 00:48:17
RF0000317,O00008298,U004890,不喜欢,1551.6,completed,2025-10-05 05:29:59,2025-10-08 05:29:59
RF0000318,O00009223,U000822,尺码不合适,425.14,approved,2025-12-05 06:38:02,
RF0000319,O00010442,U001067,尺码不合适,396.43,completed,2025-10-10 17:04:19,2025-10-11 17:04:19
RF0000320,O00007845,U002986,商品破损,2536.31,approved,2026-01-29 08:07:12,
RF0000321,O00002626,U002895,质量问题,1048.33,completed,2025-01-28 20:04:44,2025-01-31 20:04:44
RF0000322,O00002486,U003915,不喜欢,1945.08,rejected,2026-03-12 21:01:39,2026-03-13 21:01:39
RF0000323,O00005455,U003693,不喜欢,528.02,rejected,2025-04-25 18:13:33,2025-04-28 18:13:33
RF0000324,O00005542,U003571,不喜欢,2985.77,completed,2025-03-22 23:22:18,2025-03-27 23:22:18
RF0000325,O00009385,U004871,尺码不合适,441.9,completed,2025-05-04 09:00:56,2025-05-09 09:00:56
RF0000326,O00001620,U002398,商品破损,2623.11,completed,2025-09-04 19:19:53,2025-09-05 19:19:53
RF0000327,O00003974,U004393,拍错或多拍,2078.04,approved,2026-05-17 12:46:39,
RF0000328,O00005102,U003052,质量问题,1411.67,processing,2026-07-14 23:49:03,
RF0000329,O00009748,U000058,不喜欢,892.28,completed,2026-06-19 10:38:47,2026-06-21 10:38:47
RF0000330,O00004245,U002460,质量问题,5660.25,completed,2025-01-29 12:39:47,2025-02-03 12:39:47
RF0000331,O00004113,U001325,未按时到货,1661.73,approved,2025-07-20 04:57:14,
RF0000332,O00006138,U004332,未按时到货,440.8,approved,2025-01-18 11:28:44,
RF0000333,O00002113,U000594,拍错或多拍,2800.5,completed,2025-05-27 00:12:17,2025-05-31 00:12:17
RF0000334,O00011231,U000798,尺码不合适,1751.16,approved,2025-05-06 15:30:16,
RF0000335,O00008237,U002123,不喜欢,1947.74,completed,2025-04-30 14:57:03,2025-05-02 14:57:03
RF0000336,O00007782,U003225,质量问题,1803.22,completed,2025-10-01 12:07:29,2025-10-03 12:07:29
RF0000337,O00005433,U004961,拍错或多拍,3790.24,completed,2025-05-25 05:45:01,2025-05-28 05:45:01
RF0000338,O00008427,U001543,不喜欢,5289.61,completed,2026-03-16 09:02:14,2026-03-17 09:02:14
RF0000339,O00004161,U002021,不喜欢,1830.88,completed,2026-09-04 12:21:53,2026-09-08 12:21:53
RF0000340,O00001441,U002060,商品破损,6492.31,completed,2026-07-12 03:02:45,2026-07-16 03:02:45
RF0000341,O00005899,U003141,商品破损,2990.74,rejected,2025-07-14 03:41:30,2025-07-19 03:41:30
RF0000342,O00007255,U003687,不喜欢,5256.27,completed,2025-03-09 23:41:38,2025-03-10 23:41:38
RF0000343,O00005223,U000103,尺码不合适,5429.56,completed,2025-07-13 23:58:04,2025-07-17 23:58:04
RF0000344,O00007899,U001978,未按时到货,5092.4,completed,2025-05-02 06:37:39,2025-05-07 06:37:39
RF0000345,O00005773,U002599,拍错或多拍,3867.75,rejected,2025-05-14 16:35:36,2025-05-16 16:35:36
RF0000346,O00002203,U004448,质量问题,2295.67,completed,2026-01-25 20:27:07,2026-01-26 20:27:07
RF0000347,O00006668,U000639,未按时到货,2297.39,completed,2025-10-29 22:38:16,2025-11-03 22:38:16
RF0000348,O00008628,U004640,质量问题,2851.76,rejected,2026-03-08 16:01:53,2026-03-12 16:01:53
RF0000349,O00009409,U004798,拍错或多拍,4678.37,completed,2026-07-02 16:37:22,2026-07-04 16:37:22
RF0000350,O00008808,U001696,不喜欢,1658.43,completed,2026-01-26 20:04:36,2026-01-29 20:04:36
RF0000351,O00007361,U001428,商品破损,489.0,approved,2025-07-15 05:37:31,
RF0000352,O00001115,U000887,尺码不合适,3645.66,completed,2026-06-13 14:49:07,2026-06-16 14:49:07
RF0000353,O00010931,U003260,尺码不合适,6351.89,completed,2026-04-28 12:31:34,2026-05-03 12:31:34
RF0000354,O00007316,U001757,商品破损,1922.75,completed,2025-12-28 20:43:42,2025-12-29 20:43:42
RF0000355,O00000577,U001633,质量问题,1805.24,completed,2025-12-29 13:04:01,2025-12-30 13:04:01
RF0000356,O00001738,U002915,尺码不合适,2225.95,completed,2026-04-05 03:11:12,2026-04-08 03:11:12
RF0000357,O00006635,U000463,尺码不合适,3787.21,completed,2025-10-10 08:56:43,2025-10-12 08:56:43
RF0000358,O00011573,U000593,未按时到货,893.98,rejected,2025-11-05 16:09:26,2025-11-10 16:09:26
RF0000359,O00007819,U003580,尺码不合适,2349.35,approved,2025-11-12 21:12:57,
RF0000360,O00008666,U003834,质量问题,1074.13,completed,2026-04-01 02:12:19,2026-04-02 02:12:19
RF0000361,O00000897,U002958,未按时到货,3021.65,completed,2026-02-28 08:55:53,2026-03-01 08:55:53
RF0000362,O00001281,U003742,不喜欢,3137.85,completed,2025-11-17 16:53:57,2025-11-20 16:53:57
RF0000363,O00003518,U002041,质量问题,1777.74,completed,2025-05-19 03:23:07,2025-05-24 03:23:07
RF0000364,O00004073,U002574,不喜欢,5893.73,completed,2026-03-13 15:13:21,2026-03-14 15:13:21
RF0000365,O00002706,U001178,未按时到货,2130.97,completed,2026-09-08 15:10:46,2026-09-10 15:10:46
RF0000366,O00005297,U001004,尺码不合适,1993.99,completed,2026-02-12 05:39:45,2026-02-17 05:39:45
RF0000367,O00004504,U002919,质量问题,2092.98,completed,2025-06-11 19:29:23,2025-06-15 19:29:23
RF0000368,O00001328,U000762,未按时到货,1726.98,completed,2026-08-27 19:30:51,2026-08-29 19:30:51
RF0000369,O00004836,U001375,尺码不合适,2872.15,processing,2026-05-13 14:08:59,
RF0000370,O00011071,U000940,未按时到货,2109.51,approved,2026-03-29 00:51:32,
RF0000371,O00007261,U000808,不喜欢,2142.32,completed,2025-03-15 21:05:48,2025-03-18 21:05:48
RF0000372,O00007410,U003391,尺码不合适,5119.86,completed,2026-07-30 15:04:13,2026-08-04 15:04:13
RF0000373,O00008550,U004670,拍错或多拍,1552.57,completed,2026-03-17 15:54:45,2026-03-18 15:54:45
RF0000374,O00011117,U001995,拍错或多拍,3585.82,rejected,2025-05-12 22:11:42,2025-05-16 22:11:42
RF0000375,O00003425,U002234,商品破损,3971.22,completed,2026-07-15 23:04:35,2026-07-19 23:04:35
RF0000376,O00005057,U004708,不喜欢,309.25,completed,2025-05-28 09:35:01,2025-06-02 09:35:01
RF0000377,O00001850,U002266,商品破损,2293.65,rejected,2026-08-07 11:21:00,2026-08-09 11:21:00
RF0000378,O00001458,U004230,尺码不合适,2203.76,completed,2025-10-03 19:07:49,2025-10-05 19:07:49
RF0000379,O00007323,U003412,质量问题,4475.29,completed,2025-05-29 10:30:43,2025-06-02 10:30:43
RF0000380,O00004085,U002162,拍错或多拍,3087.61,approved,2025-03-06 12:27:24,
RF0000381,O00010229,U000862,商品破损,5260.42,rejected,2026-07-04 07:51:20,2026-07-07 07:51:20
RF0000382,O00000565,U000624,拍错或多拍,3141.51,completed,2025-10-11 23:58:03,2025-10-15 23:58:03
RF0000383,O00011633,U001578,不喜欢,816.81,approved,2025-08-16 21:07:48,
RF0000384,O00008397,U002313,商品破损,1054.04,completed,2025-08-05 22:38:16,2025-08-09 22:38:16
RF0000385,O00004560,U002729,不喜欢,2818.44,completed,2025-05-11 23:54:06,2025-05-13 23:54:06
RF0000386,O00002694,U003157,质量问题,1397.31,processing,2026-07-13 23:42:20,
RF0000387,O00004912,U000333,未按时到货,2298.84,approved,2026-02-23 17:25:25,
RF0000388,O00000911,U000388,不喜欢,2102.05,completed,2026-02-01 06:46:40,2026-02-04 06:46:40
RF0000389,O00008648,U000841,尺码不合适,2825.88,approved,2025-09-09 14:41:01,
RF0000390,O00006706,U000248,未按时到货,2401.71,approved,2026-02-10 05:29:16,
RF0000391,O00002888,U001229,未按时到货,1466.05,completed,2026-03-09 21:20:35,2026-03-14 21:20:35
RF0000392,O00003259,U000573,质量问题,2042.46,completed,2025-07-26 14:04:06,2025-07-30 14:04:06
RF0000393,O00006048,U003400,拍错或多拍,994.22,completed,2026-04-04 03:53:35,2026-04-07 03:53:35
RF0000394,O00008220,U002919,未按时到货,2054.08,processing,2026-02-23 22:39:46,
RF0000395,O00009532,U004758,不喜欢,8012.75,rejected,2025-10-25 06:02:04,2025-10-29 06:02:04
RF0000396,O00000536,U003335,商品破损,4726.18,completed,2025-06-27 00:33:45,2025-06-29 00:33:45
RF0000397,O00003173,U001852,商品破损,3204.45,completed,2026-02-05 22:35:58,2026-02-07 22:35:58
RF0000398,O00010861,U004527,质量问题,265.23,completed,2026-04-29 03:01:15,2026-04-30 03:01:15
RF0000399,O00001181,U001661,尺码不合适,1937.75,completed,2026-04-14 21:54:05,2026-04-18 21:54:05
RF0000400,O00009837,U003983,未按时到货,2963.06,approved,2026-08-02 19:18:35,
RF0000401,O00001776,U000431,未按时到货,5188.52,completed,2026-03-02 20:56:24,2026-03-06 20:56:24
RF0000402,O00007750,U003074,未按时到货,676.46,completed,2025-10-08 14:40:57,2025-10-09 14:40:57
RF0000403,O00005854,U001628,质量问题,1065.62,completed,2025-07-17 00:40:05,2025-07-21 00:40:05
RF0000404,O00003778,U001575,未按时到货,4326.44,completed,2025-06-30 13:08:58,2025-07-02 13:08:58
RF0000405,O00005955,U002211,不喜欢,3315.14,completed,2026-06-08 19:49:55,2026-06-13 19:49:55
RF0000406,O00004690,U001156,拍错或多拍,11723.56,processing,2026-04-07 21:17:38,
RF0000407,O00010679,U000291,拍错或多拍,3321.93,completed,2026-04-17 17:27:04,2026-04-21 17:27:04
RF0000408,O00001661,U000305,商品破损,1620.22,approved,2025-02-27 20:34:18,
RF0000409,O00007280,U002598,尺码不合适,5012.74,processing,2025-11-09 05:43:17,
RF0000410,O00005265,U001987,拍错或多拍,3472.59,approved,2026-02-28 21:56:45,
RF0000411,O00004598,U000041,拍错或多拍,3251.47,rejected,2025-05-28 19:31:19,2025-05-30 19:31:19
RF0000412,O00003575,U004503,质量问题,372.96,approved,2025-05-19 21:43:56,
RF0000413,O00010501,U003224,不喜欢,1978.79,completed,2025-02-17 21:11:49,2025-02-19 21:11:49
RF0000414,O00000848,U002158,拍错或多拍,3280.64,completed,2026-05-29 02:25:10,2026-06-03 02:25:10
RF0000415,O00006302,U003476,未按时到货,1268.62,processing,2026-02-28 14:29:38,
RF0000416,O00004196,U003566,不喜欢,611.22,processing,2026-05-26 04:40:17,
RF0000417,O00002789,U003809,质量问题,1860.93,completed,2025-05-11 12:27:29,2025-05-15 12:27:29
RF0000418,O00006798,U004906,尺码不合适,657.13,approved,2026-03-02 13:26:13,
RF0000419,O00004143,U002248,质量问题,489.59,completed,2026-06-16 10:19:43,2026-06-19 10:19:43
RF0000420,O00009943,U001940,拍错或多拍,1943.81,completed,2026-05-07 18:00:56,2026-05-10 18:00:56
RF0000421,O00001919,U003997,质量问题,1650.36,completed,2025-11-12 16:47:27,2025-11-13 16:47:27
RF0000422,O00010458,U000010,拍错或多拍,1601.0,completed,2026-08-11 09:50:51,2026-08-15 09:50:51
RF0000423,O00002084,U003253,不喜欢,1357.19,rejected,2025-10-22 08:43:11,2025-10-23 08:43:11
RF0000424,O00008958,U003698,拍错或多拍,2639.91,completed,2025-06-09 19:52:14,2025-06-12 19:52:14
RF0000425,O00003022,U004856,质量问题,1382.15,completed,2025-02-20 20:46:42,2025-02-25 20:46:42
RF0000426,O00002171,U002718,尺码不合适,2562.51,approved,2026-06-20 18:26:37,
RF0000427,O00004209,U004303,尺码不合适,553.61,processing,2025-12-29 19:58:00,
RF0000428,O00000771,U003008,质量问题,1832.88,approved,2026-05-28 12:13:57,
RF0000429,O00004416,U002590,尺码不合适,311.26,approved,2025-04-16 12:18:06,
RF0000430,O00011594,U002449,尺码不合适,43.17,completed,2025-04-02 14:02:02,2025-04-04 14:02:02
RF0000431,O00007726,U001807,未按时到货,1805.12,completed,2025-10-31 11:24:11,2025-11-03 11:24:11
RF0000432,O00003271,U001701,不喜欢,749.86,completed,2025-03-21 18:48:49,2025-03-26 18:48:49
RF0000433,O00009303,U002061,未按时到货,1422.82,completed,2026-02-20 22:56:49,2026-02-22 22:56:49
RF0000434,O00010080,U000661,拍错或多拍,3435.48,completed,2025-03-25 21:26:35,2025-03-30 21:26:35
RF0000435,O00000480,U003974,不喜欢,4588.94,completed,2026-08-13 09:14:27,2026-08-14 09:14:27
RF0000436,O00009282,U001525,尺码不合适,325.89,completed,2025-03-25 01:36:26,2025-03-27 01:36:26
RF0000437,O00001223,U002486,商品破损,4294.39,completed,2026-03-13 00:02:05,2026-03-14 00:02:05
RF0000438,O00011935,U001683,尺码不合适,2581.04,completed,2025-03-19 22:57:00,2025-03-24 22:57:00
RF0000439,O00001797,U004657,未按时到货,2084.74,completed,2026-07-16 16:57:22,2026-07-21 16:57:22
RF0000440,O00008344,U001512,不喜欢,2177.25,completed,2025-11-14 20:18:47,2025-11-15 20:18:47
RF0000441,O00004662,U002274,未按时到货,446.8,rejected,2025-05-02 08:41:55,2025-05-07 08:41:55
RF0000442,O00009880,U003572,质量问题,1118.04,completed,2025-10-11 11:34:30,2025-10-15 11:34:30
RF0000443,O00006952,U002641,不喜欢,3567.84,completed,2025-04-05 15:33:53,2025-04-08 15:33:53
RF0000444,O00000056,U003369,未按时到货,1317.42,approved,2025-04-28 17:14:50,
RF0000445,O00010824,U003969,质量问题,5106.06,completed,2025-05-23 11:00:13,2025-05-25 11:00:13
RF0000446,O00007034,U002387,质量问题,419.54,rejected,2026-02-03 05:18:25,2026-02-08 05:18:25
RF0000447,O00009140,U002729,未按时到货,2412.58,completed,2025-05-11 20:25:49,2025-05-12 20:25:49
RF0000448,O00011912,U001550,未按时到货,2813.77,completed,2025-08-06 19:17:36,2025-08-11 19:17:36
RF0000449,O00009629,U001055,拍错或多拍,6930.23,completed,2026-04-17 19:34:19,2026-04-21 19:34:19
RF0000450,O00006555,U001444,不喜欢,2426.71,approved,2025-10-11 20:01:42,
RF0000451,O00000827,U002810,尺码不合适,1486.24,completed,2025-06-02 08:58:04,2025-06-06 08:58:04
RF0000452,O00010867,U003926,尺码不合适,1980.42,completed,2026-05-17 22:01:01,2026-05-22 22:01:01
RF0000453,O00002591,U003272,尺码不合适,428.42,completed,2025-09-15 13:03:35,2025-09-18 13:03:35
RF0000454,O00011498,U001489,拍错或多拍,553.77,completed,2026-08-05 17:04:46,2026-08-10 17:04:46
RF0000455,O00001970,U000457,不喜欢,673.58,completed,2026-04-18 08:36:23,2026-04-21 08:36:23
RF0000456,O00005547,U004517,尺码不合适,3136.33,completed,2026-03-30 20:51:52,2026-04-02 20:51:52
RF0000457,O00007373,U000636,未按时到货,967.69,rejected,2026-04-09 01:49:33,2026-04-12 01:49:33
RF0000458,O00004976,U001700,质量问题,2029.01,completed,2026-02-04 02:26:02,2026-02-08 02:26:02
RF0000459,O00010707,U001802,质量问题,4978.52,completed,2026-01-23 17:16:06,2026-01-24 17:16:06
RF0000460,O00001202,U001432,质量问题,2601.49,completed,2025-08-02 22:06:57,2025-08-05 22:06:57
RF0000461,O00007037,U002453,未按时到货,1807.19,completed,2026-03-03 20:35:44,2026-03-07 20:35:44
RF0000462,O00005258,U003692,尺码不合适,1998.36,completed,2026-05-02 22:16:07,2026-05-06 22:16:07
RF0000463,O00001515,U004398,尺码不合适,6648.97,completed,2025-11-07 15:28:46,2025-11-09 15:28:46
RF0000464,O00001333,U004608,质量问题,4061.35,completed,2026-03-29 07:25:49,2026-03-31 07:25:49
RF0000465,O00002872,U002883,不喜欢,746.61,completed,2026-02-01 02:04:25,2026-02-06 02:04:25
RF0000466,O00000850,U004966,拍错或多拍,8729.28,approved,2026-07-13 12:36:49,
RF0000467,O00007326,U002744,未按时到货,1884.88,completed,2025-04-03 14:31:48,2025-04-08 14:31:48
RF0000468,O00007973,U001218,质量问题,2722.98,completed,2025-07-17 09:36:56,2025-07-20 09:36:56
RF0000469,O00008820,U000411,不喜欢,2384.31,rejected,2025-03-01 01:26:45,2025-03-03 01:26:45
RF0000470,O00002714,U001244,不喜欢,822.7,completed,2026-01-28 13:16:07,2026-01-29 13:16:07
RF0000471,O00008799,U000753,商品破损,953.09,completed,2026-07-10 17:18:38,2026-07-11 17:18:38
RF0000472,O00005115,U003521,拍错或多拍,4005.39,approved,2025-05-18 23:33:58,
RF0000473,O00009882,U001160,不喜欢,1845.28,completed,2026-01-23 01:32:38,2026-01-24 01:32:38
RF0000474,O00005187,U000389,不喜欢,3008.86,completed,2026-01-04 11:04:23,2026-01-07 11:04:23
RF0000475,O00002816,U003485,拍错或多拍,3482.38,rejected,2025-02-15 00:39:44,2025-02-20 00:39:44
RF0000476,O00000838,U003967,拍错或多拍,910.72,processing,2026-05-25 02:36:50,
RF0000477,O00011782,U002489,质量问题,1746.41,completed,2025-09-30 10:14:13,2025-10-01 10:14:13
RF0000478,O00000976,U002248,不喜欢,2852.93,completed,2026-02-24 00:35:42,2026-03-01 00:35:42
RF0000479,O00003187,U003226,不喜欢,495.32,completed,2025-07-28 22:30:31,2025-07-29 22:30:31
RF0000480,O00006081,U002681,质量问题,2224.79,completed,2025-09-08 16:29:31,2025-09-13 16:29:31
RF0000481,O00010831,U004966,拍错或多拍,2369.31,completed,2025-10-07 11:21:44,2025-10-10 11:21:44
RF0000482,O00010354,U004249,尺码不合适,1667.83,approved,2026-06-03 18:51:00,
RF0000483,O00008930,U004267,不喜欢,622.55,completed,2025-01-25 22:15:35,2025-01-28 22:15:35
RF0000484,O00005339,U002099,拍错或多拍,103.35,completed,2025-09-08 20:14:53,2025-09-13 20:14:53
RF0000485,O00002359,U001450,未按时到货,515.32,completed,2026-04-10 04:31:09,2026-04-11 04:31:09
RF0000486,O00003814,U002563,质量问题,1874.02,rejected,2025-02-03 13:48:47,2025-02-07 13:48:47
RF0000487,O00004785,U003453,商品破损,347.12,rejected,2025-01-24 05:17:10,2025-01-28 05:17:10
RF0000488,O00000922,U001817,拍错或多拍,635.45,processing,2026-04-15 12:05:15,
RF0000489,O00004804,U000720,尺码不合适,2302.37,completed,2026-08-02 20:59:28,2026-08-06 20:59:28
RF0000490,O00002118,U004480,未按时到货,8423.54,completed,2026-02-26 18:16:43,2026-02-27 18:16:43
RF0000491,O00010745,U001949,质量问题,194.55,processing,2026-06-01 10:24:14,
RF0000492,O00008045,U004573,拍错或多拍,2732.16,completed,2026-05-16 18:31:56,2026-05-19 18:31:56
RF0000493,O00008501,U003531,商品破损,2351.18,completed,2025-06-15 00:58:09,2025-06-20 00:58:09
RF0000494,O00006508,U003765,质量问题,1021.86,completed,2025-05-07 13:27:19,2025-05-10 13:27:19
RF0000495,O00008388,U003488,拍错或多拍,3004.43,completed,2026-03-18 09:38:59,2026-03-19 09:38:59
RF0000496,O00010519,U001614,拍错或多拍,1793.35,completed,2026-02-16 16:37:34,2026-02-20 16:37:34
RF0000497,O00000624,U001428,未按时到货,474.69,completed,2025-11-27 09:57:16,2025-11-28 09:57:16
RF0000498,O00011600,U001503,尺码不合适,1720.65,processing,2025-07-17 16:24:20,
RF0000499,O00002016,U003964,未按时到货,1055.96,completed,2025-07-08 18:48:17,2025-07-13 18:48:17
RF0000500,O00011486,U001399,尺码不合适,2197.92,completed,2026-02-27 04:39:15,2026-03-04 04:39:15
RF0000501,O00002568,U000757,尺码不合适,69.18,rejected,2025-03-25 05:08:44,2025-03-30 05:08:44
RF0000502,O00003158,U001670,尺码不合适,4572.14,approved,2025-12-26 00:19:05,
RF0000503,O00009842,U000547,商品破损,5647.97,completed,2026-01-20 06:18:25,2026-01-24 06:18:25
RF0000504,O00001311,U003285,未按时到货,120.07,completed,2025-04-15 09:29:32,2025-04-18 09:29:32
RF0000505,O00003077,U003368,质量问题,1116.35,completed,2025-01-05 00:10:31,2025-01-08 00:10:31
RF0000506,O00006496,U002083,商品破损,7897.02,completed,2025-12-10 14:52:09,2025-12-13 14:52:09
RF0000507,O00009619,U000328,不喜欢,2815.5,approved,2026-03-10 10:45:40,
RF0000508,O00011711,U000474,质量问题,2443.13,completed,2026-08-12 09:37:35,2026-08-14 09:37:35
RF0000509,O00009253,U001611,商品破损,7345.92,approved,2025-12-01 12:28:00,
RF0000510,O00006241,U002433,质量问题,2151.29,completed,2025-09-10 18:06:38,2025-09-15 18:06:38
RF0000511,O00009338,U002096,尺码不合适,680.1,completed,2025-03-31 09:57:11,2025-04-04 09:57:11
RF0000512,O00000319,U000638,质量问题,1084.17,completed,2025-11-12 19:49:40,2025-11-14 19:49:40
RF0000513,O00002548,U002892,拍错或多拍,218.27,approved,2025-03-03 11:31:25,
RF0000514,O00000742,U004272,质量问题,2313.25,completed,2025-07-28 02:23:54,2025-07-30 02:23:54
RF0000515,O00005599,U003903,质量问题,2714.2,completed,2025-05-01 12:55:37,2025-05-03 12:55:37
RF0000516,O00004192,U001040,不喜欢,6159.14,completed,2025-08-17 09:55:02,2025-08-18 09:55:02
RF0000517,O00000282,U004290,不喜欢,12694.21,approved,2026-02-07 06:31:11,
RF0000518,O00005619,U003390,尺码不合适,975.6,completed,2026-02-16 20:01:35,2026-02-21 20:01:35
RF0000519,O00006097,U003785,未按时到货,1347.1,completed,2025-05-15 13:29:35,2025-05-19 13:29:35
RF0000520,O00002920,U003813,不喜欢,5637.75,approved,2026-07-02 20:05:12,
RF0000521,O00007251,U004923,不喜欢,4904.11,completed,2025-12-07 11:09:44,2025-12-10 11:09:44
RF0000522,O00009415,U001729,尺码不合适,1571.2,completed,2025-09-30 00:21:40,2025-10-03 00:21:40
RF0000523,O00005620,U002823,尺码不合适,4318.93,completed,2025-05-16 08:45:23,2025-05-20 08:45:23
RF0000524,O00008806,U000930,不喜欢,4139.73,completed,2025-04-16 16:45:25,2025-04-19 16:45:25
RF0000525,O00004311,U000896,拍错或多拍,793.84,completed,2025-04-23 18:46:02,2025-04-26 18:46:02
RF0000526,O00004791,U004715,商品破损,651.2,completed,2026-05-05 02:43:39,2026-05-09 02:43:39
RF0000527,O00010377,U001279,拍错或多拍,1859.09,completed,2025-10-25 12:43:48,2025-10-27 12:43:48
RF0000528,O00001304,U001959,商品破损,1259.56,completed,2025-05-05 15:28:46,2025-05-06 15:28:46
RF0000529,O00002537,U004330,质量问题,669.03,rejected,2026-05-02 20:23:45,2026-05-04 20:23:45
RF0000530,O00005778,U000167,不喜欢,2801.08,completed,2026-04-29 10:40:10,2026-05-02 10:40:10
RF0000531,O00011481,U001948,未按时到货,2138.62,completed,2025-04-29 04:33:31,2025-05-04 04:33:31
RF0000532,O00007469,U002364,拍错或多拍,1166.61,approved,2026-06-17 09:18:42,
