price_id,sku_id,price,effective_from,effective_to,price_type
PR00001238,SKU0000619,32.51,2026-08-22,,regular
PR00001239,SKU0000620,31.93,2025-04-10,2025-09-14,regular
PR00001240,SKU0000620,32.06,2025-09-14,,regular
PR00001241,SKU0000621,3730.68,2026-02-22,2026-08-14,regular
PR00001242,SKU0000621,3422.19,2026-08-14,,regular
PR00001243,SKU0000622,2834.12,2025-04-09,2025-06-29,regular
PR00001244,SKU0000622,3068.01,2025-06-29,,campaign
PR00001245,SKU0000623,210.57,2025-12-31,2026-06-01,regular
PR00001246,SKU0000623,200.82,2026-06-01,,regular
PR00001247,SKU0000624,201.5,2025-12-28,2026-04-09,regular
PR00001248,SKU0000624,207.45,2026-04-09,,regular
PR00001249,SKU0000625,2478.41,2026-01-04,2026-06-05,regular
PR00001250,SKU0000625,2625.2,2026-06-05,,regular
PR00001251,SKU0000626,2290.75,2025-04-26,2025-07-25,regular
PR00001252,SKU0000626,2308.39,2025-07-25,,regular
PR00001253,SKU0000627,1379.73,2025-01-02,2025-02-27,regular
PR00001254,SKU0000627,1371.57,2025-02-27,,regular
PR00001255,SKU0000628,1500.66,2026-05-13,2026-07-08,regular
PR00001256,SKU0000628,1343.21,2026-07-08,,regular
PR00001257,SKU0000629,642.89,2026-02-08,2026-05-24,regular
PR00001258,SKU0000629,675.72,2026-05-24,,campaign
PR00001259,SKU0000630,598.08,2025-06-06,2025-10-01,regular
PR00001260,SKU0000630,555.5,2025-10-01,,regular
PR00001261,SKU0000631,1872.44,2026-02-05,2026-03-21,regular
PR00001262,SKU0000631,1833.32,2026-03-21,,campaign
PR00001263,SKU0000632,2164.32,2025-12-29,2026-04-20,regular
PR00001264,SKU0000632,1952.44,2026-04-20,,regular
PR00001265,SKU0000633,1670.0,2025-11-27,2026-04-13,regular
PR00001266,SKU0000633,1767.2,2026-04-13,,regular
PR00001267,SKU0000634,1678.57,2025-02-11,2025-03-21,regular
PR00001268,SKU0000634,1676.06,2025-03-21,,regular
PR00001269,SKU0000635,1274.08,2025-01-16,2025-06-01,regular
PR00001270,SKU0000635,1280.7,2025-06-01,,regular
PR00001271,SKU0000636,1237.63,2025-05-08,2025-09-07,regular
PR00001272,SKU0000636,1180.85,2025-09-07,,regular
PR00001273,SKU0000637,1901.89,2026-03-01,2026-06-15,regular
PR00001274,SKU0000637,1872.89,2026-06-15,,regular
PR00001275,SKU0000638,1871.23,2025-07-22,2025-12-22,regular
PR00001276,SKU0000638,1912.48,2025-12-22,,regular
PR00001277,SKU0000639,141.25,2025-07-18,2025-09-28,regular
PR00001278,SKU0000639,129.39,2025-09-28,,regular
PR00001279,SKU0000640,150.25,2026-02-22,2026-05-12,regular
PR00001280,SKU0000640,135.57,2026-05-12,,campaign
PR00001281,SKU0000641,1354.31,2025-09-09,2026-02-23,regular
PR00001282,SKU0000641,1356.68,2026-02-23,,regular
PR00001283,SKU0000642,1358.28,2025-10-03,2025-11-10,regular
PR00001284,SKU0000642,1411.88,2025-11-10,,regular
PR00001285,SKU0000643,2216.37,2025-03-18,2025-07-23,regular
PR00001286,SKU0000643,2098.6,2025-07-23,,regular
PR00001287,SKU0000644,1958.33,2025-07-29,2025-12-08,regular
PR00001288,SKU0000644,1782.17,2025-12-08,,regular
PR00001289,SKU0000645,2852.9,2025-08-02,2025-12-13,regular
PR00001290,SKU0000645,2858.27,2025-12-13,,campaign
PR00001291,SKU0000646,3688.03,2025-04-28,2025-06-25,regular
PR00001292,SKU0000646,3308.54,2025-06-25,,regular
PR00001293,SKU0000647,1469.79,2026-04-24,2026-08-22,regular
PR00001294,SKU0000647,1546.11,2026-08-22,,campaign
PR00001295,SKU0000648,1792.33,2026-04-01,2026-07-14,regular
PR00001296,SKU0000648,1673.22,2026-07-14,,regular
PR00001297,SKU0000649,2962.38,2025-12-12,2026-05-21,regular
PR00001298,SKU0000649,2859.71,2026-05-21,,campaign
PR00001299,SKU0000650,2843.49,2025-04-03,2025-05-17,regular
PR00001300,SKU0000650,2937.9,2025-05-17,,regular
PR00001301,SKU0000651,1953.49,2025-04-07,2025-09-10,regular
PR00001302,SKU0000651,2041.44,2025-09-10,,campaign
PR00001303,SKU0000652,1834.48,2025-07-24,2025-12-23,regular
PR00001304,SKU0000652,1816.16,2025-12-23,,regular
PR00001305,SKU0000653,1616.21,2026-04-17,2026-08-22,regular
PR00001306,SKU0000653,1670.08,2026-08-22,,campaign
PR00001307,SKU0000654,1614.41,2026-03-15,2026-08-22,regular
PR00001308,SKU0000654,1543.59,2026-08-22,,regular
PR00001309,SKU0000655,1722.42,2025-09-02,2025-11-27,regular
PR00001310,SKU0000655,1776.44,2025-11-27,,campaign
PR00001311,SKU0000656,1987.24,2025-12-05,2026-04-10,regular
PR00001312,SKU0000656,1966.83,2026-04-10,,campaign
PR00001313,SKU0000657,3260.04,2026-05-20,2026-08-22,regular
PR00001314,SKU0000657,3393.66,2026-08-22,,campaign
PR00001315,SKU0000658,2792.8,2026-01-20,2026-04-06,regular
PR00001316,SKU0000658,2834.13,2026-04-06,,regular
PR00001317,SKU0000659,2722.41,2025-11-01,2025-12-29,regular
PR00001318,SKU0000659,2543.51,2025-12-29,,regular
PR00001319,SKU0000660,2631.36,2026-04-04,2026-08-22,regular
PR00001320,SKU0000660,2549.33,2026-08-22,,regular
PR00001321,SKU0000661,3631.5,2025-12-25,2026-03-07,regular
PR00001322,SKU0000661,3404.69,2026-03-07,,campaign
PR00001323,SKU0000662,3054.39,2025-03-30,2025-05-13,regular
PR00001324,SKU0000662,3272.86,2025-05-13,,regular
PR00001325,SKU0000663,610.82,2025-06-14,2025-08-29,regular
PR00001326,SKU0000663,565.46,2025-08-29,,regular
PR00001327,SKU0000664,580.12,2025-06-24,2025-07-24,regular
PR00001328,SKU0000664,519.79,2025-07-24,,regular
PR00001329,SKU0000665,2600.15,2026-05-22,2026-07-28,regular
PR00001330,SKU0000665,2732.45,2026-07-28,,regular
PR00001331,SKU0000666,3360.69,2025-09-14,2025-11-05,regular
PR00001332,SKU0000666,3170.31,2025-11-05,,regular
PR00001333,SKU0000667,533.43,2025-10-08,2026-02-28,regular
PR00001334,SKU0000667,542.17,2026-02-28,,campaign
PR00001335,SKU0000668,561.84,2025-08-18,2025-10-06,regular
PR00001336,SKU0000668,509.75,2025-10-06,,regular
PR00001337,SKU0000669,3552.6,2026-02-13,2026-07-24,regular
PR00001338,SKU0000669,3295.06,2026-07-24,,regular
PR00001339,SKU0000670,3109.54,2025-10-12,2026-03-30,regular
PR00001340,SKU0000670,3259.5,2026-03-30,,regular
PR00001341,SKU0000671,647.03,2025-11-17,2026-01-08,regular
PR00001342,SKU0000671,661.48,2026-01-08,,campaign
PR00001343,SKU0000672,736.78,2026-03-18,2026-07-18,regular
PR00001344,SKU0000672,781.69,2026-07-18,,regular
PR00001345,SKU0000673,2375.67,2026-02-15,2026-07-02,regular
PR00001346,SKU0000673,2434.53,2026-07-02,,regular
PR00001347,SKU0000674,2691.03,2025-05-11,2025-07-16,regular
PR00001348,SKU0000674,2417.79,2025-07-16,,regular
PR00001349,SKU0000675,1537.79,2026-03-13,2026-05-14,regular
PR00001350,SKU0000675,1495.71,2026-05-14,,regular
PR00001351,SKU0000676,1541.52,2025-05-26,2025-07-02,regular
PR00001352,SKU0000676,1462.41,2025-07-02,,regular
PR00001353,SKU0000677,2913.58,2025-04-20,2025-08-05,regular
PR00001354,SKU0000677,2657.92,2025-08-05,,regular
PR00001355,SKU0000678,2863.88,2025-03-11,2025-08-06,regular
PR00001356,SKU0000678,2680.89,2025-08-06,,regular
PR00001357,SKU0000679,1512.26,2025-09-20,2025-11-28,regular
PR00001358,SKU0000679,1630.54,2025-11-28,,regular
PR00001359,SKU0000680,1466.43,2025-06-05,2025-08-11,regular
PR00001360,SKU0000680,1432.06,2025-08-11,,campaign
PR00001361,SKU0000681,435.58,2025-03-06,2025-06-18,regular
PR00001362,SKU0000681,430.33,2025-06-18,,campaign
PR00001363,SKU0000682,427.26,2025-12-16,2026-03-28,regular
PR00001364,SKU0000682,390.98,2026-03-28,,regular
PR00001365,SKU0000683,3208.81,2025-08-31,2026-01-22,regular
PR00001366,SKU0000683,3174.6,2026-01-22,,regular
PR00001367,SKU0000684,3391.13,2025-06-17,2025-11-03,regular
PR00001368,SKU0000684,3462.51,2025-11-03,,regular
PR00001369,SKU0000685,139.38,2026-02-09,2026-07-25,regular
PR00001370,SKU0000685,146.97,2026-07-25,,campaign
PR00001371,SKU0000686,182.82,2025-12-20,2026-03-10,regular
PR00001372,SKU0000686,171.32,2026-03-10,,regular
PR00001373,SKU0000687,1896.71,2025-08-20,2025-10-09,regular
PR00001374,SKU0000687,1761.38,2025-10-09,,regular
PR00001375,SKU0000688,1713.61,2025-10-05,2026-02-03,regular
PR00001376,SKU0000688,1793.08,2026-02-03,,regular
PR00001377,SKU0000689,3036.11,2026-04-03,2026-07-24,regular
PR00001378,SKU0000689,2731.47,2026-07-24,,regular
PR00001379,SKU0000690,2943.03,2025-08-03,2026-01-24,regular
PR00001380,SKU0000690,3168.37,2026-01-24,,campaign
PR00001381,SKU0000691,2879.69,2026-03-03,2026-05-14,regular
PR00001382,SKU0000691,2861.78,2026-05-14,,regular
PR00001383,SKU0000692,3119.94,2025-01-25,2025-05-01,regular
PR00001384,SKU0000692,3031.05,2025-05-01,,regular
PR00001385,SKU0000693,1224.03,2025-06-07,2025-09-28,regular
PR00001386,SKU0000693,1269.08,2025-09-28,,campaign
PR00001387,SKU0000694,1536.3,2025-07-13,2025-09-03,regular
PR00001388,SKU0000694,1457.92,2025-09-03,,regular
PR00001389,SKU0000695,3695.17,2026-04-12,2026-08-22,regular
PR00001390,SKU0000695,3377.69,2026-08-22,,regular
PR00001391,SKU0000696,2897.06,2025-09-12,2025-11-07,regular
PR00001392,SKU0000696,3076.07,2025-11-07,,campaign
PR00001393,SKU0000697,699.81,2025-08-24,2025-10-05,regular
PR00001394,SKU0000697,705.12,2025-10-05,,regular
PR00001395,SKU0000698,717.13,2026-01-23,2026-07-02,regular
PR00001396,SKU0000698,708.76,2026-07-02,,campaign
PR00001397,SKU0000699,2740.65,2025-08-04,2025-10-15,regular
PR00001398,SKU0000699,2686.33,2025-10-15,,regular
PR00001399,SKU0000700,2262.39,2025-03-19,2025-05-30,regular
PR00001400,SKU0000700,2252.29,2025-05-30,,regular
PR00001401,SKU0000701,2243.29,2026-03-11,2026-07-20,regular
PR00001402,SKU0000701,2341.0,2026-07-20,,regular
PR00001403,SKU0000702,2733.44,2025-11-27,2026-05-17,regular
PR00001404,SKU0000702,2459.89,2026-05-17,,regular
PR00001405,SKU0000703,423.94,2025-03-14,2025-06-22,regular
PR00001406,SKU0000703,432.04,2025-06-22,,regular
PR00001407,SKU0000704,443.51,2025-12-02,2026-05-01,regular
PR00001408,SKU0000704,473.21,2026-05-01,,regular
PR00001409,SKU0000705,962.78,2026-01-24,2026-02-27,regular
PR00001410,SKU0000705,871.74,2026-02-27,,regular
PR00001411,SKU0000706,926.03,2025-07-29,2025-11-12,regular
PR00001412,SKU0000706,866.55,2025-11-12,,regular
PR00001413,SKU0000707,1673.74,2025-07-05,2025-10-02,regular
PR00001414,SKU0000707,1518.4,2025-10-02,,regular
PR00001415,SKU0000708,1632.79,2025-11-14,2026-01-31,regular
PR00001416,SKU0000708,1466.23,2026-01-31,,campaign
PR00001417,SKU0000709,1006.34,2025-09-11,2025-12-26,regular
PR00001418,SKU0000709,977.03,2025-12-26,,regular
PR00001419,SKU0000710,947.75,2025-11-13,2026-04-09,regular
PR00001420,SKU0000710,952.83,2026-04-09,,campaign
PR00001421,SKU0000711,1154.72,2025-10-06,2025-11-15,regular
PR00001422,SKU0000711,1043.04,2025-11-15,,campaign
PR00001423,SKU0000712,1175.92,2025-01-20,2025-04-19,regular
PR00001424,SKU0000712,1277.35,2025-04-19,,campaign
PR00001425,SKU0000713,2740.98,2026-02-06,2026-05-07,regular
PR00001426,SKU0000713,2687.79,2026-05-07,,regular
PR00001427,SKU0000714,2731.12,2025-02-07,2025-07-28,regular
PR00001428,SKU0000714,2558.65,2025-07-28,,regular
PR00001429,SKU0000715,1413.91,2026-02-18,2026-06-17,regular
PR00001430,SKU0000715,1398.16,2026-06-17,,regular
PR00001431,SKU0000716,1303.48,2025-08-03,2025-11-24,regular
PR00001432,SKU0000716,1259.72,2025-11-24,,regular
PR00001433,SKU0000717,3122.57,2025-01-19,2025-06-18,regular
PR00001434,SKU0000717,3115.13,2025-06-18,,regular
PR00001435,SKU0000718,3443.17,2025-03-06,2025-06-16,regular
PR00001436,SKU0000718,3248.12,2025-06-16,,campaign
PR00001437,SKU0000719,3362.82,2025-07-18,2026-01-14,regular
PR00001438,SKU0000719,3391.46,2026-01-14,,regular
PR00001439,SKU0000720,2927.82,2025-05-06,2025-07-20,regular
PR00001440,SKU0000720,2928.43,2025-07-20,,regular
PR00001441,SKU0000721,879.04,2026-04-18,2026-07-08,regular
PR00001442,SKU0000721,946.33,2026-07-08,,regular
PR00001443,SKU0000722,927.95,2025-05-21,2025-10-09,regular
PR00001444,SKU0000722,985.41,2025-10-09,,regular
PR00001445,SKU0000723,2150.46,2026-01-08,2026-04-13,regular
PR00001446,SKU0000723,2033.59,2026-04-13,,campaign
PR00001447,SKU0000724,2129.79,2025-01-07,2025-03-17,regular
PR00001448,SKU0000724,1901.64,2025-03-17,,regular
PR00001449,SKU0000725,507.38,2025-05-07,2025-07-21,regular
PR00001450,SKU0000725,527.45,2025-07-21,,regular
PR00001451,SKU0000726,605.16,2025-06-27,2025-11-20,regular
PR00001452,SKU0000726,631.72,2025-11-20,,regular
PR00001453,SKU0000727,2316.02,2025-12-24,2026-06-07,regular
PR00001454,SKU0000727,2224.15,2026-06-07,,campaign
PR00001455,SKU0000728,2707.25,2025-05-30,2025-10-15,regular
PR00001456,SKU0000728,2606.54,2025-10-15,,campaign
PR00001457,SKU0000729,2115.58,2025-08-05,2025-12-17,regular
PR00001458,SKU0000729,2195.13,2025-12-17,,regular
PR00001459,SKU0000730,2175.78,2025-01-19,2025-07-18,regular
PR00001460,SKU0000730,2213.79,2025-07-18,,campaign
PR00001461,SKU0000731,1884.99,2026-02-12,2026-05-14,regular
PR00001462,SKU0000731,2033.45,2026-05-14,,regular
PR00001463,SKU0000732,2195.75,2025-11-29,2026-01-28,regular
PR00001464,SKU0000732,1981.88,2026-01-28,,regular
PR00001465,SKU0000733,2167.34,2025-01-31,2025-05-08,regular
PR00001466,SKU0000733,2185.78,2025-05-08,,regular
PR00001467,SKU0000734,2534.83,2025-10-05,2026-01-29,regular
PR00001468,SKU0000734,2547.87,2026-01-29,,regular
PR00001469,SKU0000735,1286.08,2025-11-13,2025-12-30,regular
PR00001470,SKU0000735,1304.83,2025-12-30,,campaign
PR00001471,SKU0000736,1077.45,2026-04-17,2026-06-07,regular
PR00001472,SKU0000736,1084.36,2026-06-07,,campaign
PR00001473,SKU0000737,2268.0,2025-03-25,2025-06-19,regular
PR00001474,SKU0000737,2071.65,2025-06-19,,campaign
PR00001475,SKU0000738,1831.4,2025-03-29,2025-06-14,regular
PR00001476,SKU0000738,1720.91,2025-06-14,,regular
PR00001477,SKU0000739,734.12,2025-12-19,2026-03-01,regular
PR00001478,SKU0000739,765.53,2026-03-01,,regular
PR00001479,SKU0000740,742.25,2025-11-12,2025-12-28,regular
PR00001480,SKU0000740,795.0,2025-12-28,,regular
PR00001481,SKU0000741,1533.65,2025-06-11,2025-10-23,regular
PR00001482,SKU0000741,1502.64,2025-10-23,,regular
PR00001483,SKU0000742,1436.19,2025-02-16,2025-04-01,regular
PR00001484,SKU0000742,1340.29,2025-04-01,,campaign
PR00001485,SKU0000743,1494.4,2025-08-16,2026-02-09,regular
PR00001486,SKU0000743,1592.52,2026-02-09,,campaign
PR00001487,SKU0000744,1593.55,2025-03-03,2025-05-22,regular
PR00001488,SKU0000744,1624.42,2025-05-22,,regular
PR00001489,SKU0000745,1306.55,2025-11-05,2026-02-28,regular
PR00001490,SKU0000745,1298.07,2026-02-28,,regular
PR00001491,SKU0000746,1392.74,2025-08-11,2025-12-20,regular
PR00001492,SKU0000746,1375.67,2025-12-20,,regular
PR00001493,SKU0000747,49.76,2025-07-20,2025-08-26,regular
PR00001494,SKU0000747,46.64,2025-08-26,,regular
PR00001495,SKU0000748,52.55,2025-03-17,2025-08-14,regular
PR00001496,SKU0000748,53.76,2025-08-14,,campaign
PR00001497,SKU0000749,2319.24,2025-01-12,2025-06-21,regular
PR00001498,SKU0000749,2504.16,2025-06-21,,campaign
PR00001499,SKU0000750,2354.69,2025-01-02,2025-02-15,regular
PR00001500,SKU0000750,2541.5,2025-02-15,,campaign
PR00001501,SKU0000751,1680.42,2025-08-29,2025-10-22,regular
PR00001502,SKU0000751,1736.53,2025-10-22,,regular
PR00001503,SKU0000752,2171.92,2025-02-07,2025-07-05,regular
PR00001504,SKU0000752,2034.49,2025-07-05,,campaign
PR00001505,SKU0000753,1776.17,2025-06-19,2025-07-25,regular
PR00001506,SKU0000753,1849.14,2025-07-25,,regular
PR00001507,SKU0000754,2349.39,2025-05-09,2025-06-22,regular
PR00001508,SKU0000754,2207.75,2025-06-22,,regular
PR00001509,SKU0000755,701.04,2025-07-05,2025-09-26,regular
PR00001510,SKU0000755,700.68,2025-09-26,,regular
PR00001511,SKU0000756,706.08,2025-02-21,2025-03-31,regular
PR00001512,SKU0000756,666.65,2025-03-31,,regular
PR00001513,SKU0000757,1908.24,2026-01-26,2026-03-24,regular
PR00001514,SKU0000757,1894.22,2026-03-24,,regular
PR00001515,SKU0000758,2058.53,2025-09-03,2026-02-27,regular
PR00001516,SKU0000758,1895.9,2026-02-27,,regular
PR00001517,SKU0000759,1224.39,2025-10-09,2026-02-05,regular
PR00001518,SKU0000759,1268.7,2026-02-05,,regular
PR00001519,SKU0000760,1476.54,2025-05-22,2025-08-02,regular
PR00001520,SKU0000760,1493.77,2025-08-02,,regular
PR00001521,SKU0000761,2394.41,2025-08-01,2025-09-13,regular
PR00001522,SKU0000761,2548.67,2025-09-13,,regular
PR00001523,SKU0000762,2751.99,2025-01-07,2025-07-03,regular
PR00001524,SKU0000762,2977.87,2025-07-03,,regular
PR00001525,SKU0000763,1882.97,2026-04-04,2026-06-15,regular
PR00001526,SKU0000763,1821.7,2026-06-15,,regular
PR00001527,SKU0000764,2451.11,2026-04-02,2026-07-27,regular
PR00001528,SKU0000764,2192.24,2026-07-27,,campaign
PR00001529,SKU0000765,2480.7,2025-07-15,2025-10-18,regular
PR00001530,SKU0000765,2605.79,2025-10-18,,regular
PR00001531,SKU0000766,2414.6,2026-04-29,2026-07-01,regular
PR00001532,SKU0000766,2353.41,2026-07-01,,regular
PR00001533,SKU0000767,240.72,2025-05-31,2025-10-21,regular
PR00001534,SKU0000767,233.56,2025-10-21,,regular
PR00001535,SKU0000768,219.03,2025-07-08,2025-09-07,regular
PR00001536,SKU0000768,237.46,2025-09-07,,regular
PR00001537,SKU0000769,1324.06,2025-07-10,2025-10-12,regular
PR00001538,SKU0000769,1331.49,2025-10-12,,regular
PR00001539,SKU0000770,1314.04,2025-11-11,2026-01-28,regular
PR00001540,SKU0000770,1201.69,2026-01-28,,campaign
PR00001541,SKU0000771,2674.62,2026-05-23,2026-08-22,regular
PR00001542,SKU0000771,2888.11,2026-08-22,,regular
PR00001543,SKU0000772,3338.9,2026-05-21,2026-07-20,regular
PR00001544,SKU0000772,3062.23,2026-07-20,,campaign
PR00001545,SKU0000773,2659.91,2025-09-17,2026-02-28,regular
PR00001546,SKU0000773,2637.56,2026-02-28,,regular
PR00001547,SKU0000774,2327.93,2025-05-06,2025-09-12,regular
PR00001548,SKU0000774,2506.18,2025-09-12,,regular
PR00001549,SKU0000775,1809.26,2025-03-12,2025-08-13,regular
PR00001550,SKU0000775,1782.77,2025-08-13,,regular
PR00001551,SKU0000776,1804.95,2025-06-12,2025-07-26,regular
PR00001552,SKU0000776,1682.08,2025-07-26,,regular
PR00001553,SKU0000777,372.68,2025-07-03,2025-10-04,regular
PR00001554,SKU0000777,368.44,2025-10-04,,regular
PR00001555,SKU0000778,415.22,2025-06-11,2025-10-26,regular
PR00001556,SKU0000778,391.98,2025-10-26,,regular
PR00001557,SKU0000779,2379.38,2025-03-08,2025-08-26,regular
PR00001558,SKU0000779,2432.6,2025-08-26,,regular
PR00001559,SKU0000780,2624.88,2025-05-31,2025-07-26,regular
PR00001560,SKU0000780,2491.04,2025-07-26,,regular
PR00001561,SKU0000781,1023.94,2025-10-01,2026-02-11,regular
PR00001562,SKU0000781,963.46,2026-02-11,,regular
PR00001563,SKU0000782,1176.19,2025-03-28,2025-08-12,regular
PR00001564,SKU0000782,1058.56,2025-08-12,,regular
PR00001565,SKU0000783,1927.26,2025-01-26,2025-07-24,regular
PR00001566,SKU0000783,2003.88,2025-07-24,,regular
PR00001567,SKU0000784,1989.94,2025-10-03,2025-12-28,regular
PR00001568,SKU0000784,2158.56,2025-12-28,,regular
PR00001569,SKU0000785,896.52,2025-11-26,2026-04-29,regular
PR00001570,SKU0000785,818.97,2026-04-29,,regular
PR00001571,SKU0000786,697.27,2026-01-06,2026-06-07,regular
PR00001572,SKU0000786,749.34,2026-06-07,,regular
PR00001573,SKU0000787,1105.65,2025-03-17,2025-05-27,regular
PR00001574,SKU0000787,1188.31,2025-05-27,,regular
PR00001575,SKU0000788,1321.03,2026-03-27,2026-05-13,regular
PR00001576,SKU0000788,1187.13,2026-05-13,,regular
PR00001577,SKU0000789,3303.69,2026-03-21,2026-06-16,regular
PR00001578,SKU0000789,3303.7,2026-06-16,,campaign
PR00001579,SKU0000790,3433.03,2025-07-14,2025-09-09,regular
PR00001580,SKU0000790,3261.68,2025-09-09,,regular
PR00001581,SKU0000791,3390.67,2026-01-24,2026-06-04,regular
PR00001582,SKU0000791,3409.19,2026-06-04,,regular
PR00001583,SKU0000792,3865.19,2025-09-01,2025-10-11,regular
PR00001584,SKU0000792,3534.57,2025-10-11,,regular
PR00001585,SKU0000793,3182.67,2025-01-10,2025-04-16,regular
PR00001586,SKU0000793,3285.74,2025-04-16,,regular
PR00001587,SKU0000794,2860.16,2026-02-13,2026-03-20,regular
PR00001588,SKU0000794,2877.87,2026-03-20,,regular
PR00001589,SKU0000795,1123.32,2025-12-17,2026-02-10,regular
PR00001590,SKU0000795,1073.32,2026-02-10,,regular
PR00001591,SKU0000796,1211.61,2025-09-20,2026-03-14,regular
PR00001592,SKU0000796,1155.55,2026-03-14,,regular
PR00001593,SKU0000797,882.89,2025-04-28,2025-07-05,regular
PR00001594,SKU0000797,926.07,2025-07-05,,regular
PR00001595,SKU0000798,1191.51,2026-02-18,2026-05-31,regular
PR00001596,SKU0000798,1068.91,2026-05-31,,regular
PR00001597,SKU0000799,905.86,2025-12-06,2026-05-23,regular
PR00001598,SKU0000799,888.53,2026-05-23,,campaign
PR00001599,SKU0000800,931.59,2025-12-03,2026-01-17,regular
PR00001600,SKU0000800,966.26,2026-01-17,,campaign
PR00001601,SKU0000801,2290.36,2025-08-19,2026-01-10,regular
PR00001602,SKU0000801,2440.29,2026-01-10,,regular
PR00001603,SKU0000802,2375.19,2026-05-21,2026-08-12,regular
PR00001604,SKU0000802,2485.36,2026-08-12,,regular
PR00001605,SKU0000803,1294.88,2026-04-03,2026-06-22,regular
PR00001606,SKU0000803,1165.23,2026-06-22,,regular
PR00001607,SKU0000804,1234.1,2025-02-09,2025-05-27,regular
PR00001608,SKU0000804,1102.13,2025-05-27,,regular
PR00001609,SKU0000805,2299.2,2026-02-20,2026-06-14,regular
PR00001610,SKU0000805,2449.03,2026-06-14,,regular
PR00001611,SKU0000806,2738.53,2025-01-09,2025-05-04,regular
PR00001612,SKU0000806,2596.22,2025-05-04,,regular
PR00001613,SKU0000807,832.61,2025-05-27,2025-09-14,regular
PR00001614,SKU0000807,845.07,2025-09-14,,campaign
PR00001615,SKU0000808,774.69,2025-10-23,2026-01-10,regular
PR00001616,SKU0000808,839.77,2026-01-10,,campaign
PR00001617,SKU0000809,618.24,2025-03-21,2025-08-20,regular
PR00001618,SKU0000809,562.2,2025-08-20,,regular
PR00001619,SKU0000810,534.62,2025-08-20,2026-02-13,regular
PR00001620,SKU0000810,558.95,2026-02-13,,campaign
PR00001621,SKU0000811,456.2,2025-05-21,2025-11-07,regular
PR00001622,SKU0000811,446.9,2025-11-07,,regular
PR00001623,SKU0000812,345.86,2025-07-04,2025-08-08,regular
PR00001624,SKU0000812,372.05,2025-08-08,,regular
PR00001625,SKU0000813,883.13,2025-05-28,2025-09-26,regular
PR00001626,SKU0000813,959.7,2025-09-26,,regular
PR00001627,SKU0000814,1117.58,2025-05-06,2025-07-13,regular
PR00001628,SKU0000814,1145.08,2025-07-13,,regular
PR00001629,SKU0000815,45.06,2026-04-27,2026-08-09,regular
PR00001630,SKU0000815,42.44,2026-08-09,,regular
PR00001631,SKU0000816,43.13,2026-01-03,2026-06-24,regular
PR00001632,SKU0000816,43.01,2026-06-24,,regular
PR00001633,SKU0000817,2546.31,2026-05-08,2026-07-13,regular
PR00001634,SKU0000817,2433.75,2026-07-13,,regular
PR00001635,SKU0000818,2574.34,2025-10-02,2025-11-02,regular
PR00001636,SKU0000818,2642.53,2025-11-02,,regular
PR00001637,SKU0000819,2321.87,2025-12-21,2026-05-07,regular
PR00001638,SKU0000819,2100.48,2026-05-07,,regular
PR00001639,SKU0000820,2203.66,2025-12-20,2026-03-19,regular
PR00001640,SKU0000820,2120.45,2026-03-19,,regular
PR00001641,SKU0000821,1782.81,2025-03-26,2025-05-29,regular
PR00001642,SKU0000821,1751.71,2025-05-29,,regular
PR00001643,SKU0000822,1630.09,2026-01-10,2026-05-01,regular
PR00001644,SKU0000822,1706.24,2026-05-01,,campaign
PR00001645,SKU0000823,498.38,2025-07-25,2025-12-04,regular
PR00001646,SKU0000823,508.03,2025-12-04,,campaign
PR00001647,SKU0000824,499.49,2025-09-03,2026-01-07,regular
PR00001648,SKU0000824,455.59,2026-01-07,,regular
PR00001649,SKU0000825,246.74,2025-04-19,2025-10-10,regular
PR00001650,SKU0000825,241.36,2025-10-10,,regular
PR00001651,SKU0000826,194.61,2025-04-08,2025-09-06,regular
PR00001652,SKU0000826,206.6,2025-09-06,,regular
PR00001653,SKU0000827,1568.02,2025-09-17,2025-10-20,regular
PR00001654,SKU0000827,1422.77,2025-10-20,,regular
PR00001655,SKU0000828,1468.48,2025-02-25,2025-03-27,regular
PR00001656,SKU0000828,1484.69,2025-03-27,,campaign
PR00001657,SKU0000829,2452.06,2026-01-11,2026-05-13,regular
PR00001658,SKU0000829,2497.67,2026-05-13,,regular
PR00001659,SKU0000830,2646.79,2025-05-15,2025-08-30,regular
PR00001660,SKU0000830,2654.35,2025-08-30,,campaign
PR00001661,SKU0000831,1615.83,2025-10-07,2026-02-10,regular
PR00001662,SKU0000831,1461.75,2026-02-10,,campaign
PR00001663,SKU0000832,1560.18,2025-07-18,2025-12-01,regular
PR00001664,SKU0000832,1556.54,2025-12-01,,regular
PR00001665,SKU0000833,3021.68,2026-02-04,2026-07-20,regular
PR00001666,SKU0000833,3119.06,2026-07-20,,regular
PR00001667,SKU0000834,2591.07,2025-12-29,2026-06-12,regular
PR00001668,SKU0000834,2786.9,2026-06-12,,regular
PR00001669,SKU0000835,2926.41,2025-02-16,2025-05-25,regular
PR00001670,SKU0000835,3060.98,2025-05-25,,regular
PR00001671,SKU0000836,3370.53,2026-04-28,2026-08-22,regular
PR00001672,SKU0000836,3205.93,2026-08-22,,regular
PR00001673,SKU0000837,733.05,2026-04-17,2026-05-22,regular
PR00001674,SKU0000837,706.33,2026-05-22,,regular
PR00001675,SKU0000838,854.5,2026-01-30,2026-03-14,regular
