product_id,product_name,store_id,brand_id,category_id,supplier_id,product_status,created_at,weight_kg,warranty_months
P000254,智造049奶粉辅食商品0254,S0014,B0049,C028,SUP0145,active,2026-02-26 09:49:20,8.61,12
P000255,轻享063生鲜果蔬商品0255,S0015,B0063,C015,SUP0085,active,2026-05-26 19:56:21,6.45,9
P000256,轻享048健身训练商品0256,S0016,B0048,C032,SUP0132,active,2026-08-06 18:22:29,6.04,5
P000257,轻享111乐器商品0257,S0017,B0111,C038,SUP0146,active,2024-09-09 23:40:46,0.69,15
P000258,轻享063家用电器商品0258,S0018,B0063,C004,SUP0017,active,2025-03-04 12:51:16,6.15,16
P000259,极光139男装商品0259,S0019,B0139,C007,SUP0147,active,2024-06-15 02:42:09,5.23,5
P000260,悦己006运动鞋服商品0260,S0020,B0006,C009,SUP0090,active,2024-12-10 10:57:29,2.16,1
P000261,悦己125清洁用品商品0261,S0021,B0125,C019,SUP0101,inactive,2025-04-07 09:36:09,10.28,2
P000262,智造080运动鞋服商品0262,S0022,B0080,C009,SUP0032,active,2025-08-20 10:07:07,5.57,8
P000263,元气013家用电器商品0263,S0023,B0013,C004,SUP0089,active,2025-01-25 06:33:24,11.27,22
P000264,新境047婴童用品商品0264,S0024,B0047,C027,SUP0101,active,2024-08-14 18:08:51,10.18,16
P000265,云谷098运动鞋服商品0265,S0025,B0098,C009,SUP0086,active,2026-02-11 05:26:34,6.58,10
P000266,云谷145箱包配饰商品0266,S0026,B0145,C010,SUP0014,active,2026-03-01 01:06:55,8.72,12
P000267,本色019户外装备商品0267,S0027,B0019,C033,SUP0082,active,2026-03-28 10:41:29,3.25,21
P000268,本色110彩妆商品0268,S0028,B0110,C023,SUP0143,active,2026-06-03 08:45:58,2.39,3
P000269,智造102骑行商品0269,S0029,B0102,C034,SUP0039,active,2026-04-10 04:20:10,11.69,24
P000270,本色019健身训练商品0270,S0030,B0019,C032,SUP0053,draft,2026-05-31 06:16:45,6.61,9
P000271,极光030玩具商品0271,S0031,B0030,C029,SUP0133,draft,2024-10-17 08:45:35,9.99,3
P000272,元气004智能设备商品0272,S0032,B0004,C005,SUP0104,active,2026-04-24 02:39:17,3.8,3
P000273,星辰023饮料冲调商品0273,S0033,B0023,C013,SUP0042,inactive,2025-02-13 15:24:45,7.79,7
P000274,悦己093婴童用品商品0274,S0034,B0093,C027,SUP0038,active,2026-07-20 10:04:19,3.02,6
P000275,青禾061手机通讯商品0275,S0035,B0061,C002,SUP0018,draft,2025-02-23 07:34:44,5.91,2
P000276,青禾115电脑办公商品0276,S0036,B0115,C003,SUP0065,active,2025-10-15 12:10:47,1.23,20
P000277,轻享034户外装备商品0277,S0037,B0034,C033,SUP0095,active,2025-05-18 00:50:49,1.57,11
P000278,轻享032童装童鞋商品0278,S0038,B0032,C030,SUP0068,active,2024-03-27 22:27:54,9.12,0
P000279,青禾039运动鞋服商品0279,S0039,B0039,C009,SUP0140,active,2026-06-15 12:22:19,4.0,4
P000280,元气094清洁用品商品0280,S0040,B0094,C019,SUP0094,active,2025-12-26 02:35:28,8.9,7
P000281,轻享032文创商品0281,S0041,B0032,C039,SUP0081,active,2025-09-26 23:02:11,9.68,4
P000282,新境150健身训练商品0282,S0042,B0150,C032,SUP0057,active,2026-04-16 07:59:54,1.03,20
P000283,星辰114清洁用品商品0283,S0043,B0114,C019,SUP0010,active,2026-03-26 12:47:07,4.26,10
P000284,云谷146家具商品0284,S0044,B0146,C020,SUP0055,active,2025-03-06 17:52:38,9.2,23
P000285,轻享040骑行商品0285,S0045,B0040,C034,SUP0046,active,2026-01-24 11:38:04,3.36,24
P000286,星辰101健身训练商品0286,S0046,B0101,C032,SUP0026,active,2025-11-08 18:08:08,6.37,16
P000287,新境117手机通讯商品0287,S0047,B0117,C002,SUP0046,active,2026-07-01 22:42:28,3.56,22
P000288,轻享111男装商品0288,S0048,B0111,C007,SUP0133,active,2026-07-03 08:59:01,8.2,23
P000289,本色090童装童鞋商品0289,S0049,B0090,C030,SUP0006,active,2026-06-29 22:16:10,2.95,4
P000290,极光139智能设备商品0290,S0050,B0139,C005,SUP0061,active,2026-01-11 15:25:06,3.43,15
P000291,智造140洗护商品0291,S0051,B0140,C024,SUP0033,active,2025-05-22 23:42:04,3.6,8
P000292,智造054手机通讯商品0292,S0052,B0054,C002,SUP0071,active,2026-01-01 08:07:26,2.49,22
P000293,智造007个人护理商品0293,S0053,B0007,C025,SUP0148,active,2026-06-26 17:31:05,7.23,4
P000294,新境134洗护商品0294,S0054,B0134,C024,SUP0106,active,2026-04-06 21:17:41,6.77,6
P000295,星辰060手机通讯商品0295,S0055,B0060,C002,SUP0005,active,2026-01-28 03:25:16,3.34,0
P000296,极光072个人护理商品0296,S0056,B0072,C025,SUP0048,active,2025-10-17 08:20:20,9.85,8
P000297,本色097家纺商品0297,S0057,B0097,C017,SUP0081,active,2026-06-17 19:13:18,10.43,19
P000298,智造064清洁用品商品0298,S0058,B0064,C019,SUP0073,active,2024-04-12 23:20:52,10.89,8
P000299,轻享010婴童用品商品0299,S0059,B0010,C027,SUP0048,active,2026-03-11 01:25:01,2.1,15
P000300,星辰096奶粉辅食商品0300,S0060,B0096,C028,SUP0030,active,2025-01-22 12:51:20,5.99,2
P000301,云谷146彩妆商品0301,S0061,B0146,C023,SUP0145,active,2026-04-28 04:33:45,7.42,3
P000302,智造012奶粉辅食商品0302,S0062,B0012,C028,SUP0058,active,2025-11-13 11:49:31,6.67,2
P000303,智造080图书商品0303,S0063,B0080,C037,SUP0076,active,2025-02-02 09:27:37,5.88,9
P000304,星辰042生鲜果蔬商品0304,S0064,B0042,C015,SUP0050,active,2026-03-02 08:36:11,5.98,18
P000305,本色070户外装备商品0305,S0065,B0070,C033,SUP0126,active,2026-03-28 17:10:12,7.78,10
P000306,本色110玩具商品0306,S0066,B0110,C029,SUP0103,inactive,2025-12-22 20:18:54,11.13,7
P000307,本色097智能设备商品0307,S0067,B0097,C005,SUP0131,active,2025-05-30 06:01:48,7.44,17
P000308,悦己126女装商品0308,S0068,B0126,C008,SUP0054,active,2024-04-10 13:51:07,9.96,19
P000309,悦己014休闲食品商品0309,S0069,B0014,C012,SUP0115,active,2025-12-18 03:19:25,11.09,23
P000310,本色147图书商品0310,S0070,B0147,C037,SUP0122,active,2025-07-01 12:48:32,4.02,9
P000311,极光030箱包配饰商品0311,S0071,B0030,C010,SUP0027,active,2026-02-18 08:17:48,11.75,18
P000312,本色105洗护商品0312,S0072,B0105,C024,SUP0025,active,2024-05-18 23:01:33,10.94,3
P000313,智造102玩具商品0313,S0073,B0102,C029,SUP0027,active,2026-04-04 02:40:02,7.66,21
P000314,本色123婴童用品商品0314,S0074,B0123,C027,SUP0018,active,2024-10-17 13:51:42,2.71,1
P000315,元气069婴童用品商品0315,S0075,B0069,C027,SUP0036,active,2024-05-17 20:49:34,9.48,3
P000316,轻享079婴童用品商品0316,S0076,B0079,C027,SUP0005,active,2024-09-26 03:52:47,9.2,2
P000317,云谷015家纺商品0317,S0077,B0015,C017,SUP0041,active,2025-06-04 12:04:31,9.05,17
P000318,悦己144粮油调味商品0318,S0078,B0144,C014,SUP0022,active,2024-07-30 01:07:28,0.41,18
P000319,智造028彩妆商品0319,S0079,B0028,C023,SUP0090,active,2026-08-19 13:11:30,5.02,12
P000320,云谷141电脑办公商品0320,S0080,B0141,C003,SUP0133,draft,2026-03-19 11:38:14,8.31,2
P000321,新境117玩具商品0321,S0001,B0117,C029,SUP0110,active,2025-08-20 01:51:40,4.67,3
P000322,极光071家用电器商品0322,S0002,B0071,C004,SUP0146,active,2025-04-14 23:47:38,5.04,11
P000323,悦己148箱包配饰商品0323,S0003,B0148,C010,SUP0057,active,2024-11-04 12:12:49,7.86,23
P000324,轻享063生鲜果蔬商品0324,S0004,B0063,C015,SUP0052,active,2024-10-20 23:49:56,11.63,17
P000325,智造140骑行商品0325,S0005,B0140,C034,SUP0006,active,2025-11-07 05:18:38,6.55,11
P000326,星辰103饮料冲调商品0326,S0006,B0103,C013,SUP0127,active,2025-03-18 06:03:36,5.31,6
P000327,星辰077护肤商品0327,S0007,B0077,C022,SUP0068,active,2026-06-03 13:19:28,5.48,8
P000328,智造109箱包配饰商品0328,S0008,B0109,C010,SUP0139,draft,2025-07-30 12:03:56,1.74,0
P000329,智造054户外装备商品0329,S0009,B0054,C033,SUP0135,active,2026-03-08 06:47:46,0.64,11
P000330,星辰003饮料冲调商品0330,S0010,B0003,C013,SUP0129,active,2024-11-10 23:53:55,5.44,23
P000331,本色118箱包配饰商品0331,S0011,B0118,C010,SUP0149,active,2025-11-12 20:38:20,9.79,9
P000332,智造102洗护商品0332,S0012,B0102,C024,SUP0058,inactive,2024-10-14 08:50:26,5.91,22
P000333,智造053女装商品0333,S0013,B0053,C008,SUP0147,active,2025-11-08 04:02:52,4.01,19
P000334,智造027家纺商品0334,S0014,B0027,C017,SUP0122,active,2025-11-06 01:51:16,8.46,1
P000335,元气004生鲜果蔬商品0335,S0015,B0004,C015,SUP0063,active,2024-06-01 11:49:21,9.81,3
P000336,轻享032清洁用品商品0336,S0016,B0032,C019,SUP0075,active,2025-09-13 06:01:42,11.99,23
P000337,星辰107彩妆商品0337,S0017,B0107,C023,SUP0033,active,2025-06-25 06:47:08,1.66,19
P000338,本色129女装商品0338,S0018,B0129,C008,SUP0150,active,2026-01-02 14:10:16,9.24,21
P000339,本色133童装童鞋商品0339,S0019,B0133,C030,SUP0019,inactive,2025-10-15 21:17:37,3.75,11
P000340,轻享063运动鞋服商品0340,S0020,B0063,C009,SUP0090,active,2025-09-18 10:44:26,7.25,4
P000341,本色123粮油调味商品0341,S0021,B0123,C014,SUP0091,active,2024-03-27 17:45:31,7.61,0
P000342,云谷075奶粉辅食商品0342,S0022,B0075,C028,SUP0038,active,2024-06-28 08:08:53,4.52,4
P000343,青禾039家用电器商品0343,S0023,B0039,C004,SUP0018,active,2026-08-09 01:36:46,3.49,13
P000344,智造049运动鞋服商品0344,S0024,B0049,C009,SUP0021,active,2025-01-06 15:29:10,5.97,20
P000345,星辰103休闲食品商品0345,S0025,B0103,C012,SUP0132,active,2025-08-18 19:18:14,10.21,4
P000346,智造036饮料冲调商品0346,S0026,B0036,C013,SUP0028,inactive,2025-08-06 00:17:21,10.23,5
P000347,轻享111厨具商品0347,S0027,B0111,C018,SUP0068,active,2025-01-28 02:21:44,4.39,7
P000348,极光052婴童用品商品0348,S0028,B0052,C027,SUP0043,active,2025-04-08 16:38:00,6.16,13
P000349,青禾066饮料冲调商品0349,S0029,B0066,C013,SUP0142,active,2025-02-22 14:12:37,3.12,13
P000350,轻享079箱包配饰商品0350,S0030,B0079,C010,SUP0001,active,2026-07-26 00:44:24,3.79,5
P000351,元气082宠物生活商品0351,S0031,B0082,C040,SUP0071,active,2024-08-19 21:33:43,4.84,15
P000352,元气020厨具商品0352,S0032,B0020,C018,SUP0041,inactive,2025-05-16 05:56:47,9.39,5
P000353,青禾104运动鞋服商品0353,S0033,B0104,C009,SUP0005,active,2024-10-16 17:03:22,4.36,15
P000354,元气095护肤商品0354,S0034,B0095,C022,SUP0118,active,2026-07-06 01:39:04,11.36,11
P000355,新境033智能设备商品0355,S0035,B0033,C005,SUP0076,draft,2025-10-09 01:28:45,10.93,1
P000356,悦己029玩具商品0356,S0036,B0029,C029,SUP0113,active,2026-04-22 10:50:59,0.25,17
P000357,本色067箱包配饰商品0357,S0037,B0067,C010,SUP0005,active,2025-07-13 06:18:49,2.7,23
P000358,元气089粮油调味商品0358,S0038,B0089,C014,SUP0004,draft,2025-01-18 00:27:59,10.1,14
P000359,青禾066男装商品0359,S0039,B0066,C007,SUP0068,active,2025-04-15 05:25:33,0.23,1
P000360,智造044男装商品0360,S0040,B0044,C007,SUP0121,active,2025-10-24 04:02:04,5.59,12
P000361,星辰003女装商品0361,S0041,B0003,C008,SUP0109,active,2026-08-04 14:31:31,5.85,2
P000362,智造027健身训练商品0362,S0042,B0027,C032,SUP0003,active,2026-07-07 22:20:34,4.68,5
P000363,悦己130图书商品0363,S0043,B0130,C037,SUP0133,active,2026-08-20 09:34:31,10.94,18
P000364,本色070家具商品0364,S0044,B0070,C020,SUP0045,inactive,2024-06-08 20:21:16,4.12,24
P000365,星辰003清洁用品商品0365,S0045,B0003,C019,SUP0130,active,2024-10-26 03:18:19,9.11,21
P000366,悦己038护肤商品0366,S0046,B0038,C022,SUP0121,active,2025-06-11 11:36:22,6.69,0
P000367,星辰116手机通讯商品0367,S0047,B0116,C002,SUP0110,inactive,2024-03-26 03:14:10,6.85,13
P000368,智造053清洁用品商品0368,S0048,B0053,C019,SUP0074,active,2024-04-27 12:49:55,10.02,5
P000369,极光065个人护理商品0369,S0049,B0065,C025,SUP0061,active,2026-05-28 03:00:20,3.15,7
P000370,智造059文创商品0370,S0050,B0059,C039,SUP0091,active,2024-11-30 20:51:34,5.56,22
P000371,云谷146体育用品商品0371,S0051,B0146,C035,SUP0017,active,2026-05-09 18:01:40,10.83,23
P000372,青禾104乐器商品0372,S0052,B0104,C038,SUP0119,active,2026-03-21 12:49:54,2.1,3
P000373,轻享111家用电器商品0373,S0053,B0111,C004,SUP0105,active,2024-12-23 08:45:48,11.69,9
P000374,本色110文创商品0374,S0054,B0110,C039,SUP0066,active,2025-02-11 01:52:17,8.85,3
P000375,悦己093厨具商品0375,S0055,B0093,C018,SUP0090,inactive,2026-04-28 21:49:47,8.72,12
P000376,新境137体育用品商品0376,S0056,B0137,C035,SUP0030,active,2026-01-14 04:07:57,11.88,23
P000377,星辰008饮料冲调商品0377,S0057,B0008,C013,SUP0111,inactive,2026-08-02 18:23:24,2.01,16
P000378,新境117箱包配饰商品0378,S0058,B0117,C010,SUP0044,active,2024-09-09 18:04:01,6.44,4
P000379,本色123清洁用品商品0379,S0059,B0123,C019,SUP0129,active,2024-03-21 19:28:17,0.47,0
P000380,云谷001生鲜果蔬商品0380,S0060,B0001,C015,SUP0069,active,2025-01-03 00:36:24,6.56,13
P000381,智造140智能设备商品0381,S0061,B0140,C005,SUP0126,active,2024-06-02 02:25:18,11.48,21
P000382,悦己074宠物生活商品0382,S0062,B0074,C040,SUP0029,active,2024-06-28 14:26:32,6.35,21
P000383,本色129家用电器商品0383,S0063,B0129,C004,SUP0007,active,2026-06-03 13:55:28,3.68,17
P000384,云谷145文创商品0384,S0064,B0145,C039,SUP0112,active,2024-06-11 06:31:46,7.05,9
P000385,青禾066玩具商品0385,S0065,B0066,C029,SUP0100,active,2026-08-20 23:10:12,11.46,0
P000386,元气051休闲食品商品0386,S0066,B0051,C012,SUP0141,active,2024-12-22 09:31:52,2.39,5
P000387,轻享032家具商品0387,S0067,B0032,C020,SUP0034,draft,2024-12-25 06:08:34,6.98,10
P000388,本色067户外装备商品0388,S0068,B0067,C033,SUP0075,active,2024-07-08 21:34:23,3.75,20
P000389,悦己029个人护理商品0389,S0069,B0029,C025,SUP0055,inactive,2026-08-05 07:24:06,9.2,15
P000390,智造053童装童鞋商品0390,S0070,B0053,C030,SUP0027,active,2024-07-01 08:49:48,5.96,12
P000391,青禾061女装商品0391,S0071,B0061,C008,SUP0010,active,2025-04-13 20:32:10,1.46,15
P000392,云谷098婴童用品商品0392,S0072,B0098,C027,SUP0107,active,2026-08-04 19:20:47,1.96,19
P000393,星辰096男装商品0393,S0073,B0096,C007,SUP0018,active,2026-07-04 19:59:09,3.33,7
P000394,星辰060粮油调味商品0394,S0074,B0060,C014,SUP0145,active,2026-04-03 00:18:21,5.23,6
P000395,新境137家纺商品0395,S0075,B0137,C017,SUP0066,active,2025-04-13 03:49:11,10.55,5
P000396,极光121个人护理商品0396,S0076,B0121,C025,SUP0113,active,2025-06-26 09:17:42,5.39,1
P000397,元气128男装商品0397,S0077,B0128,C007,SUP0049,active,2025-03-04 07:33:04,1.34,2
P000398,极光072童装童鞋商品0398,S0078,B0072,C030,SUP0057,active,2025-10-01 10:37:39,0.23,21
P000399,星辰107家用电器商品0399,S0079,B0107,C004,SUP0149,active,2024-07-19 07:25:28,6.02,2
P000400,轻享022手机通讯商品0400,S0080,B0022,C002,SUP0007,active,2026-04-30 14:24:28,5.68,5
P000401,云谷145彩妆商品0401,S0001,B0145,C023,SUP0107,active,2025-03-09 13:42:33,9.92,16
P000402,云谷075女装商品0402,S0002,B0075,C008,SUP0069,active,2025-01-11 06:16:28,7.91,10
P000403,新境041户外装备商品0403,S0003,B0041,C033,SUP0145,active,2026-06-23 14:28:23,8.48,14
P000404,本色097家用电器商品0404,S0004,B0097,C004,SUP0132,active,2026-06-15 16:04:32,3.86,2
P000405,极光057电脑办公商品0405,S0005,B0057,C003,SUP0006,active,2025-11-11 03:33:38,11.62,10
P000406,智造140粮油调味商品0406,S0006,B0140,C014,SUP0085,active,2025-10-16 01:28:37,0.63,17
P000407,云谷146健身训练商品0407,S0007,B0146,C032,SUP0124,active,2025-10-16 03:38:26,6.32,16
P000408,轻享043女装商品0408,S0008,B0043,C008,SUP0135,active,2026-01-23 13:56:13,2.68,17
P000409,轻享022个人护理商品0409,S0009,B0022,C025,SUP0067,active,2024-10-05 02:21:00,3.28,14
P000410,元气051男装商品0410,S0010,B0051,C007,SUP0053,active,2026-02-04 23:59:18,11.11,17
P000411,本色070智能设备商品0411,S0011,B0070,C005,SUP0113,active,2024-10-13 18:06:41,4.42,7
P000412,元气089彩妆商品0412,S0012,B0089,C023,SUP0149,active,2024-05-20 13:45:05,1.06,23
P000413,云谷025手机通讯商品0413,S0013,B0025,C002,SUP0014,active,2025-02-19 16:26:43,11.7,5
P000414,星辰018个人护理商品0414,S0014,B0018,C025,SUP0101,active,2026-03-04 03:40:24,1.92,9
P000415,云谷015奶粉辅食商品0415,S0015,B0015,C028,SUP0073,inactive,2025-09-27 09:06:12,11.66,8
P000416,极光046饮料冲调商品0416,S0016,B0046,C013,SUP0032,active,2026-01-19 15:04:30,0.46,13
P000417,悦己126女装商品0417,S0017,B0126,C008,SUP0102,active,2025-11-09 15:43:25,1.32,8
P000418,极光136婴童用品商品0418,S0018,B0136,C027,SUP0045,active,2024-12-21 04:50:18,5.14,5
P000419,新境031手机通讯商品0419,S0019,B0031,C002,SUP0127,active,2024-03-12 15:49:18,6.05,11
P000420,极光050文创商品0420,S0020,B0050,C039,SUP0081,active,2025-07-12 23:02:51,8.19,4
P000421,云谷124体育用品商品0421,S0021,B0124,C035,SUP0026,active,2025-04-20 11:57:23,6.15,17
P000422,新境132饮料冲调商品0422,S0022,B0132,C013,SUP0114,active,2024-12-19 17:58:04,9.37,20
P000423,云谷098手机通讯商品0423,S0023,B0098,C002,SUP0060,active,2025-08-14 00:04:05,9.6,14
P000424,青禾017厨具商品0424,S0024,B0017,C018,SUP0073,active,2024-11-01 15:13:31,8.24,15
P000425,云谷124玩具商品0425,S0025,B0124,C029,SUP0018,active,2025-08-23 18:58:16,8.1,13
P000426,智造044图书商品0426,S0026,B0044,C037,SUP0135,inactive,2026-04-03 04:14:15,2.16,6
P000427,新境117男装商品0427,S0027,B0117,C007,SUP0088,active,2025-04-27 20:47:50,10.36,11
P000428,新境047奶粉辅食商品0428,S0028,B0047,C028,SUP0036,inactive,2025-02-07 07:50:28,1.1,11
P000429,智造007图书商品0429,S0029,B0007,C037,SUP0009,active,2026-08-09 23:21:45,10.93,20
P000430,极光136电脑办公商品0430,S0030,B0136,C003,SUP0072,active,2026-04-23 05:08:59,9.45,19
P000431,星辰096婴童用品商品0431,S0031,B0096,C027,SUP0149,active,2026-06-17 21:40:40,9.05,6
P000432,新境143家用电器商品0432,S0032,B0143,C004,SUP0015,active,2025-10-21 14:50:53,0.53,6
P000433,智造102智能设备商品0433,S0033,B0102,C005,SUP0127,draft,2026-08-09 09:27:44,2.61,22
P000434,本色097洗护商品0434,S0034,B0097,C024,SUP0043,active,2024-07-06 16:07:03,7.31,15
P000435,新境031男装商品0435,S0035,B0031,C007,SUP0128,active,2026-01-23 14:37:57,0.9,20
P000436,悦己144文创商品0436,S0036,B0144,C039,SUP0076,active,2024-12-26 10:01:23,2.46,0
P000437,极光065彩妆商品0437,S0037,B0065,C023,SUP0136,active,2025-06-18 19:53:40,9.88,18
P000438,本色067电脑办公商品0438,S0038,B0067,C003,SUP0002,active,2026-01-15 15:57:57,1.87,16
P000439,轻享111厨具商品0439,S0039,B0111,C018,SUP0085,active,2025-11-25 11:04:08,8.32,21
P000440,新境041运动鞋服商品0440,S0040,B0041,C009,SUP0068,active,2026-06-06 01:08:44,4.5,20
P000441,极光052清洁用品商品0441,S0041,B0052,C019,SUP0093,active,2026-02-15 14:48:59,11.04,18
P000442,本色067清洁用品商品0442,S0042,B0067,C019,SUP0047,active,2024-08-13 12:44:52,10.46,19
P000443,星辰003家具商品0443,S0043,B0003,C020,SUP0139,active,2026-04-09 06:41:40,2.64,7
P000444,极光030清洁用品商品0444,S0044,B0030,C019,SUP0082,active,2026-01-29 13:44:19,6.71,0
P000445,新境134婴童用品商品0445,S0045,B0134,C027,SUP0017,active,2026-08-16 01:07:43,3.37,20
P000446,本色067彩妆商品0446,S0046,B0067,C023,SUP0058,active,2024-10-22 22:15:44,1.36,10
P000447,元气055电脑办公商品0447,S0047,B0055,C003,SUP0008,active,2025-10-13 01:44:54,10.27,13
P000448,轻享022粮油调味商品0448,S0048,B0022,C014,SUP0011,active,2024-10-26 15:21:22,9.98,5
P000449,悦己144宠物生活商品0449,S0049,B0144,C040,SUP0019,active,2025-04-18 17:57:41,9.63,8
P000450,智造064健身训练商品0450,S0050,B0064,C032,SUP0002,active,2026-04-12 17:10:51,1.82,14
P000451,星辰008彩妆商品0451,S0051,B0008,C023,SUP0041,active,2025-08-21 22:37:20,3.13,3
P000452,智造080家用电器商品0452,S0052,B0080,C004,SUP0026,active,2025-07-28 18:38:41,9.95,19
P000453,智造044图书商品0453,S0053,B0044,C037,SUP0128,active,2026-08-17 12:07:46,3.15,18
P000454,本色070女装商品0454,S0054,B0070,C008,SUP0051,active,2026-01-22 08:03:31,2.93,17
P000455,星辰103女装商品0455,S0055,B0103,C008,SUP0009,active,2025-05-15 13:14:01,9.27,8
P000456,星辰024电脑办公商品0456,S0056,B0024,C003,SUP0092,active,2025-05-24 11:27:35,9.13,1
P000457,智造064文创商品0457,S0057,B0064,C039,SUP0124,active,2024-05-11 22:14:38,6.51,10
P000458,新境135宠物生活商品0458,S0058,B0135,C040,SUP0087,active,2025-09-15 14:40:36,1.95,4
P000459,轻享149奶粉辅食商品0459,S0059,B0149,C028,SUP0006,active,2026-08-11 22:14:17,5.39,12
P000460,新境137文创商品0460,S0060,B0137,C039,SUP0101,active,2026-05-24 10:10:23,2.73,3
P000461,本色123厨具商品0461,S0061,B0123,C018,SUP0140,active,2024-07-26 11:08:55,6.33,13
P000462,智造109智能设备商品0462,S0062,B0109,C005,SUP0075,active,2026-07-06 17:21:40,5.3,16
P000463,轻享119图书商品0463,S0063,B0119,C037,SUP0083,active,2026-01-26 11:03:57,3.39,9
P000464,青禾017图书商品0464,S0064,B0017,C037,SUP0076,active,2025-11-01 22:08:42,10.02,0
P000465,智造131洗护商品0465,S0065,B0131,C024,SUP0104,active,2026-04-16 15:35:30,11.89,23
P000466,智造054家纺商品0466,S0066,B0054,C017,SUP0006,inactive,2024-05-04 03:30:32,2.61,16
P000467,悦己029运动鞋服商品0467,S0067,B0029,C009,SUP0148,active,2026-02-05 01:19:11,4.91,16
P000468,本色067健身训练商品0468,S0068,B0067,C032,SUP0046,active,2025-02-26 19:51:32,1.71,6
P000469,青禾066女装商品0469,S0069,B0066,C008,SUP0103,active,2025-02-23 15:11:14,0.27,0
P000470,青禾115家纺商品0470,S0070,B0115,C017,SUP0043,active,2024-08-08 09:07:12,9.29,4
P000471,云谷145男装商品0471,S0071,B0145,C007,SUP0122,active,2024-12-17 14:44:02,6.41,22
P000472,本色123乐器商品0472,S0072,B0123,C038,SUP0131,active,2026-05-18 19:44:40,10.21,9
P000473,极光120婴童用品商品0473,S0073,B0120,C027,SUP0079,active,2025-05-02 02:55:35,3.36,14
P000474,本色021电脑办公商品0474,S0074,B0021,C003,SUP0013,inactive,2024-04-21 16:55:36,4.47,1
P000475,本色097粮油调味商品0475,S0075,B0097,C014,SUP0079,active,2025-12-09 01:04:33,7.89,7
P000476,青禾066清洁用品商品0476,S0076,B0066,C019,SUP0022,active,2025-07-27 22:49:44,0.92,5
P000477,新境134奶粉辅食商品0477,S0077,B0134,C028,SUP0114,active,2024-08-17 01:22:52,8.32,5
P000478,极光057男装商品0478,S0078,B0057,C007,SUP0047,active,2024-05-01 03:18:57,2.22,22
P000479,智造007玩具商品0479,S0079,B0007,C029,SUP0139,inactive,2024-03-08 00:43:35,2.43,12
P000480,云谷113家具商品0480,S0080,B0113,C020,SUP0133,active,2024-03-16 13:55:53,4.73,5
P000481,青禾092运动鞋服商品0481,S0001,B0092,C009,SUP0126,active,2026-02-20 14:11:51,4.25,18
P000482,极光071婴童用品商品0482,S0002,B0071,C027,SUP0148,active,2025-11-04 13:45:27,6.96,11
P000483,元气013户外装备商品0483,S0003,B0013,C033,SUP0108,active,2026-05-14 12:51:37,10.07,0
P000484,智造058休闲食品商品0484,S0004,B0058,C012,SUP0008,active,2026-06-24 07:59:54,2.19,4
P000485,星辰042骑行商品0485,S0005,B0042,C034,SUP0089,active,2024-11-17 12:31:50,3.65,16
P000486,元气128粮油调味商品0486,S0006,B0128,C014,SUP0018,active,2025-02-26 03:47:58,4.98,14
P000487,青禾017家纺商品0487,S0007,B0017,C017,SUP0071,active,2025-01-02 03:34:42,6.58,1
P000488,轻享040彩妆商品0488,S0008,B0040,C023,SUP0069,active,2026-08-02 08:16:35,10.9,5
P000489,新境045运动鞋服商品0489,S0009,B0045,C009,SUP0048,active,2024-06-05 02:00:38,4.36,18
P000490,新境132宠物生活商品0490,S0010,B0132,C040,SUP0132,active,2024-05-14 14:40:55,3.97,12
P000491,星辰060女装商品0491,S0011,B0060,C008,SUP0031,active,2025-03-12 21:24:02,2.83,0
P000492,悦己130乐器商品0492,S0012,B0130,C038,SUP0005,active,2024-12-19 06:19:21,11.07,21
P000493,青禾104文创商品0493,S0013,B0104,C039,SUP0064,inactive,2026-05-31 22:22:26,4.75,23
P000494,轻享119图书商品0494,S0014,B0119,C037,SUP0007,active,2024-10-24 23:20:01,4.02,5
P000495,青禾104童装童鞋商品0495,S0015,B0104,C030,SUP0034,active,2024-06-11 13:49:02,0.3,17
P000496,元气069图书商品0496,S0016,B0069,C037,SUP0116,active,2026-07-19 11:15:02,5.05,21
P000497,云谷141个人护理商品0497,S0017,B0141,C025,SUP0106,active,2024-03-21 08:32:18,2.08,22
P000498,本色118男装商品0498,S0018,B0118,C007,SUP0089,active,2024-08-05 14:04:39,2.56,13
P000499,云谷113厨具商品0499,S0019,B0113,C018,SUP0121,active,2025-04-05 06:24:18,11.69,15
P000500,智造059电脑办公商品0500,S0020,B0059,C003,SUP0072,active,2024-05-16 21:10:24,8.19,10
P000501,轻享002洗护商品0501,S0021,B0002,C024,SUP0100,active,2024-03-17 10:24:14,10.66,18
P000502,星辰107箱包配饰商品0502,S0022,B0107,C010,SUP0012,active,2024-11-08 09:37:29,6.95,21
P000503,元气094乐器商品0503,S0023,B0094,C038,SUP0077,active,2024-06-22 11:55:03,7.25,5
P000504,智造026粮油调味商品0504,S0024,B0026,C014,SUP0060,active,2024-11-28 19:07:35,5.68,9
P000505,悦己074护肤商品0505,S0025,B0074,C022,SUP0055,active,2025-01-06 06:18:41,10.69,11
P000506,智造007生鲜果蔬商品0506,S0026,B0007,C015,SUP0022,active,2025-11-03 07:02:04,5.31,4
P000507,轻享034护肤商品0507,S0027,B0034,C022,SUP0066,active,2024-07-04 04:51:03,11.1,7
