favorite_id,user_id,product_id,favorited_at,source_page
FAV00001963,U002988,P000570,2025-11-30 15:18:36,search
FAV00001964,U003518,P000473,2026-02-27 11:07:20,search
FAV00001965,U002054,P000997,2025-07-26 20:54:35,campaign
FAV00001966,U001603,P001394,2026-01-09 20:10:31,campaign
FAV00001967,U001429,P000015,2025-08-09 23:50:13,campaign
FAV00001968,U000996,P000732,2025-05-23 14:57:09,recommendation
FAV00001969,U001235,P000911,2026-04-09 01:05:41,product
FAV00001970,U001260,P000737,2026-08-08 21:15:19,recommendation
FAV00001971,U004019,P000924,2025-06-26 03:35:02,product
FAV00001972,U004961,P000639,2026-02-18 18:14:39,recommendation
FAV00001973,U002129,P001388,2026-08-02 22:21:39,product
FAV00001974,U003944,P000880,2026-01-12 09:26:25,product
FAV00001975,U003383,P000068,2025-04-18 04:47:27,product
FAV00001976,U004063,P000724,2025-04-14 19:31:27,search
FAV00001977,U003983,P000664,2026-01-18 08:23:14,product
FAV00001978,U003412,P000490,2025-12-27 17:32:37,search
FAV00001979,U000406,P001376,2025-02-07 16:02:57,recommendation
FAV00001980,U001306,P000584,2025-11-07 16:42:09,recommendation
FAV00001981,U001674,P000507,2025-01-10 11:55:28,search
FAV00001982,U002050,P000495,2025-10-06 05:53:55,product
FAV00001983,U001022,P000131,2025-07-01 17:31:27,product
FAV00001984,U001196,P000643,2025-07-31 00:47:02,product
FAV00001985,U004658,P000659,2026-07-12 18:37:03,product
FAV00001986,U004320,P000333,2025-03-29 23:05:18,product
FAV00001987,U001098,P001024,2026-02-03 22:12:33,product
FAV00001988,U003043,P000627,2026-05-18 22:47:36,product
FAV00001989,U000217,P000999,2026-03-03 20:27:13,product
FAV00001990,U002075,P000720,2026-04-29 10:58:22,campaign
FAV00001991,U001670,P000473,2025-01-26 22:35:01,campaign
FAV00001992,U000982,P000542,2025-05-20 20:06:45,product
FAV00001993,U000253,P001207,2025-05-26 07:15:58,product
FAV00001994,U002911,P001394,2026-04-18 09:27:39,campaign
FAV00001995,U004797,P001179,2025-04-13 19:57:21,recommendation
FAV00001996,U004870,P000193,2025-09-19 18:45:24,search
FAV00001997,U002775,P001432,2025-03-16 19:40:39,search
FAV00001998,U003290,P000346,2026-04-20 16:31:33,product
FAV00001999,U000956,P001042,2025-05-10 07:48:35,product
FAV00002000,U002891,P000157,2026-01-01 04:08:32,product
FAV00002001,U003151,P001455,2026-03-15 20:44:13,product
FAV00002002,U000961,P000606,2025-12-02 08:33:55,search
FAV00002003,U000625,P000760,2025-09-19 20:15:58,product
FAV00002004,U001928,P000315,2025-12-08 04:17:20,recommendation
FAV00002005,U001862,P001134,2025-09-17 09:59:16,recommendation
FAV00002006,U001229,P001242,2025-07-10 16:46:51,search
FAV00002007,U001702,P000601,2026-04-13 20:39:01,product
FAV00002008,U000241,P000352,2026-02-20 17:47:33,product
FAV00002009,U003665,P000052,2025-09-28 07:52:46,recommendation
FAV00002010,U001229,P000546,2025-03-04 04:45:35,recommendation
FAV00002011,U000996,P000647,2025-06-10 17:10:58,product
FAV00002012,U000088,P000214,2025-08-20 16:17:59,product
FAV00002013,U004388,P000824,2025-11-04 12:01:49,product
FAV00002014,U001158,P001161,2025-12-17 00:40:24,search
FAV00002015,U001411,P000798,2025-04-22 06:45:38,search
FAV00002016,U000226,P000862,2026-02-07 09:57:04,product
FAV00002017,U000198,P000352,2025-12-20 19:17:52,product
FAV00002018,U004823,P000066,2025-08-28 23:36:55,search
FAV00002019,U000666,P000405,2025-12-20 18:14:57,search
FAV00002020,U001603,P000459,2025-07-13 23:31:26,product
FAV00002021,U004970,P000091,2026-08-21 10:14:42,product
FAV00002022,U002613,P000702,2026-06-08 23:02:57,recommendation
FAV00002023,U003992,P000826,2025-05-12 03:24:38,product
FAV00002024,U001894,P000767,2025-04-24 14:50:15,product
FAV00002025,U004079,P001482,2026-05-19 11:33:49,product
FAV00002026,U004743,P000142,2025-04-02 19:50:37,product
FAV00002027,U003154,P000081,2025-05-13 08:53:51,product
FAV00002028,U001517,P000939,2026-03-17 22:04:06,product
FAV00002029,U004211,P000456,2025-02-15 05:46:43,recommendation
FAV00002030,U004267,P000982,2025-06-16 08:05:12,search
FAV00002031,U000045,P000599,2026-03-08 15:48:07,product
FAV00002032,U001116,P000709,2026-07-01 19:03:19,recommendation
FAV00002033,U001587,P000073,2025-06-21 18:04:56,recommendation
FAV00002034,U000278,P000551,2026-02-07 12:16:22,product
FAV00002035,U000169,P000237,2026-01-08 03:08:04,product
FAV00002036,U003558,P000828,2025-09-13 06:43:41,product
FAV00002037,U002193,P000900,2026-04-06 04:19:47,product
FAV00002038,U001783,P000171,2026-04-27 20:41:59,product
FAV00002039,U003165,P001493,2025-06-05 14:30:43,product
FAV00002040,U000694,P000383,2025-07-11 21:45:26,search
FAV00002041,U002677,P000596,2026-06-26 11:29:00,product
FAV00002042,U000639,P000770,2025-04-11 04:37:08,product
FAV00002043,U001804,P001068,2025-05-22 11:53:47,campaign
FAV00002044,U003090,P000486,2025-11-14 18:00:07,product
FAV00002045,U004935,P000377,2025-02-20 08:49:21,product
FAV00002046,U001625,P000169,2026-04-29 18:48:11,search
FAV00002047,U001554,P001004,2026-07-08 04:14:53,recommendation
FAV00002048,U003070,P000625,2026-03-24 14:30:44,recommendation
FAV00002049,U000430,P000422,2025-04-17 19:12:43,product
FAV00002050,U003769,P000431,2025-10-25 09:26:21,product
FAV00002051,U003571,P000678,2025-04-08 10:11:40,product
FAV00002052,U001934,P000696,2025-12-03 13:18:20,campaign
FAV00002053,U000668,P000987,2025-09-03 05:43:11,product
FAV00002054,U001937,P000465,2026-05-15 00:50:07,product
FAV00002055,U004856,P000864,2025-03-15 15:58:50,search
FAV00002056,U004905,P000027,2025-04-20 15:14:09,product
FAV00002057,U002205,P000390,2025-10-25 11:46:34,product
FAV00002058,U004265,P000893,2026-04-21 05:18:11,product
FAV00002059,U000059,P001239,2025-06-29 14:07:44,campaign
FAV00002060,U004849,P000549,2025-09-20 22:13:48,product
FAV00002061,U000807,P000976,2025-12-15 04:12:19,search
FAV00002062,U003242,P001016,2025-10-09 02:06:44,product
FAV00002063,U003283,P000969,2026-03-14 16:07:05,recommendation
FAV00002064,U001748,P000038,2026-04-29 04:07:01,product
FAV00002065,U003615,P000820,2026-01-18 23:44:21,product
FAV00002066,U004245,P000050,2025-08-02 08:39:02,product
FAV00002067,U004857,P000543,2025-05-12 13:50:16,product
FAV00002068,U002851,P001085,2025-02-12 18:15:07,product
FAV00002069,U004227,P001295,2025-03-08 21:24:13,recommendation
FAV00002070,U000883,P000732,2025-11-14 12:07:53,product
FAV00002071,U002506,P001083,2025-03-01 08:21:41,recommendation
FAV00002072,U001051,P001297,2025-07-27 20:33:15,product
FAV00002073,U004331,P000338,2025-10-02 15:25:22,campaign
FAV00002074,U004802,P001058,2026-07-12 00:02:46,product
FAV00002075,U002823,P000008,2025-07-23 10:00:36,product
FAV00002076,U001200,P001144,2025-05-14 06:44:00,product
FAV00002077,U004312,P000890,2025-04-05 05:41:17,product
FAV00002078,U000803,P000862,2025-09-29 19:44:02,product
FAV00002079,U000039,P000926,2025-08-26 01:07:09,search
FAV00002080,U004666,P000217,2026-04-21 13:15:02,product
FAV00002081,U002319,P000336,2025-09-03 11:55:34,product
FAV00002082,U002638,P000648,2026-08-17 10:55:04,campaign
FAV00002083,U000784,P000050,2026-05-09 16:19:30,product
FAV00002084,U002356,P000731,2025-03-15 20:30:07,recommendation
FAV00002085,U004634,P000246,2025-03-06 21:06:50,product
FAV00002086,U002640,P000317,2026-05-24 12:36:10,product
FAV00002087,U001548,P000195,2026-06-24 19:56:55,product
FAV00002088,U004989,P000263,2025-02-05 00:01:19,product
FAV00002089,U003895,P001272,2025-01-02 15:44:56,product
FAV00002090,U003933,P000311,2026-01-19 04:54:49,product
FAV00002091,U001408,P001235,2025-08-16 18:16:54,search
FAV00002092,U001191,P000658,2026-01-22 20:14:55,search
FAV00002093,U003954,P000741,2025-11-10 20:31:23,search
FAV00002094,U000720,P000965,2025-03-02 21:04:03,product
FAV00002095,U004089,P001278,2025-09-18 21:46:42,campaign
FAV00002096,U004699,P000541,2025-03-17 18:48:50,recommendation
FAV00002097,U004362,P000123,2026-05-29 14:15:11,product
FAV00002098,U004283,P000372,2025-11-15 06:27:35,product
FAV00002099,U001312,P000083,2026-07-31 02:12:26,product
FAV00002100,U003506,P001447,2025-10-18 15:15:10,product
FAV00002101,U002526,P000764,2026-02-09 01:14:34,product
FAV00002102,U003944,P000939,2025-09-21 18:42:22,product
FAV00002103,U002907,P000291,2025-05-01 13:25:10,search
FAV00002104,U004584,P000404,2025-04-21 05:09:45,product
FAV00002105,U001611,P000942,2025-03-06 07:03:49,product
FAV00002106,U004202,P001301,2025-07-27 12:37:35,recommendation
FAV00002107,U002017,P000260,2025-12-14 07:23:53,search
FAV00002108,U000365,P001207,2025-04-16 05:37:40,product
FAV00002109,U004451,P000604,2026-01-11 16:12:30,product
FAV00002110,U000290,P000599,2025-04-24 13:52:51,product
FAV00002111,U000154,P000020,2025-03-21 17:56:30,product
FAV00002112,U001948,P000939,2025-02-25 07:15:56,product
FAV00002113,U003183,P000617,2025-09-07 06:03:45,campaign
FAV00002114,U001512,P001141,2025-05-10 11:54:52,product
FAV00002115,U000865,P000244,2026-01-15 14:37:44,campaign
FAV00002116,U000021,P000473,2026-03-18 10:10:01,campaign
FAV00002117,U004432,P001249,2025-03-10 07:22:52,product
FAV00002118,U001243,P000810,2025-10-25 00:28:08,product
FAV00002119,U003026,P000094,2025-04-07 20:15:58,search
FAV00002120,U001041,P000259,2026-01-07 03:17:53,product
FAV00002121,U003020,P000553,2026-08-20 16:23:04,product
FAV00002122,U003610,P001125,2025-11-25 03:51:43,campaign
FAV00002123,U002386,P000035,2026-03-13 08:01:52,product
FAV00002124,U001451,P001426,2025-10-19 10:18:22,campaign
FAV00002125,U001942,P000862,2025-10-04 06:37:47,product
FAV00002126,U004913,P000186,2025-06-14 00:17:25,search
FAV00002127,U004107,P000778,2025-11-06 17:41:59,search
FAV00002128,U003510,P000852,2025-01-14 15:02:30,product
FAV00002129,U002650,P000895,2025-03-28 11:35:02,search
FAV00002130,U000240,P000596,2025-02-08 12:23:31,product
FAV00002131,U002053,P000258,2025-11-09 04:12:33,product
FAV00002132,U003606,P000122,2026-04-23 06:03:39,product
FAV00002133,U001244,P001055,2025-09-05 03:04:46,product
FAV00002134,U000394,P001024,2025-10-01 04:37:03,product
FAV00002135,U003409,P001220,2026-01-06 02:55:13,recommendation
FAV00002136,U000178,P000959,2025-07-09 02:58:16,product
FAV00002137,U002500,P001274,2025-04-15 14:24:26,search
FAV00002138,U001950,P001316,2025-07-19 15:02:27,product
FAV00002139,U001797,P000223,2025-10-08 10:35:57,search
FAV00002140,U000035,P000727,2025-09-07 23:54:14,search
FAV00002141,U000768,P001359,2025-02-17 10:49:46,product
FAV00002142,U004108,P000913,2026-05-28 06:27:10,recommendation
FAV00002143,U004479,P001028,2025-11-12 11:26:14,product
FAV00002144,U000378,P001385,2025-12-11 14:19:06,recommendation
FAV00002145,U000059,P000577,2025-02-02 11:23:25,search
FAV00002146,U002249,P001274,2026-05-07 14:12:49,product
FAV00002147,U002328,P000838,2026-01-03 15:15:33,recommendation
FAV00002148,U001748,P001252,2026-06-18 14:49:26,product
FAV00002149,U001388,P000466,2026-08-03 07:59:32,recommendation
FAV00002150,U002315,P001130,2026-08-09 13:17:57,product
FAV00002151,U003854,P000826,2026-06-09 00:02:45,product
FAV00002152,U003273,P000465,2026-06-03 12:42:57,recommendation
FAV00002153,U001277,P000979,2026-07-14 20:06:46,product
FAV00002154,U003350,P000103,2026-08-19 10:20:43,product
FAV00002155,U004882,P000130,2026-07-20 06:26:50,product
FAV00002156,U002735,P000031,2025-12-20 15:51:34,search
FAV00002157,U003549,P000645,2025-06-19 18:21:24,product
FAV00002158,U002973,P000091,2026-05-07 01:09:13,recommendation
FAV00002159,U000076,P000903,2025-02-19 22:54:45,search
FAV00002160,U002209,P000785,2025-01-16 16:00:20,recommendation
FAV00002161,U000503,P000930,2025-11-03 04:59:07,recommendation
FAV00002162,U004220,P000050,2025-10-13 12:56:41,product
FAV00002163,U002358,P000375,2026-03-31 10:23:22,campaign
FAV00002164,U001090,P000725,2025-08-24 07:59:37,product
FAV00002165,U003016,P000935,2025-06-23 21:13:30,product
FAV00002166,U003769,P001039,2025-09-30 16:56:45,product
FAV00002167,U001992,P000070,2025-08-03 00:58:37,recommendation
FAV00002168,U003107,P001306,2026-03-19 00:35:01,search
FAV00002169,U000501,P001001,2025-10-11 15:54:14,search
FAV00002170,U003332,P000917,2025-04-25 18:48:06,recommendation
FAV00002171,U004954,P001405,2025-05-15 11:08:37,search
FAV00002172,U002185,P001160,2026-04-15 09:17:18,recommendation
FAV00002173,U003385,P000040,2026-06-23 08:24:02,product
FAV00002174,U001193,P000711,2025-10-24 08:07:26,product
FAV00002175,U004434,P000807,2026-01-08 21:40:55,product
FAV00002176,U000440,P000772,2026-01-12 07:43:21,product
FAV00002177,U001217,P000075,2025-03-04 12:42:04,product
FAV00002178,U001432,P000038,2025-08-10 07:31:55,product
FAV00002179,U002825,P001326,2025-09-11 10:01:28,product
FAV00002180,U003040,P001317,2026-06-10 13:41:31,product
FAV00002181,U000349,P000087,2025-08-31 05:08:55,product
FAV00002182,U004072,P001374,2026-01-29 10:16:17,product
FAV00002183,U000820,P000919,2025-07-28 06:11:39,product
FAV00002184,U001449,P000570,2025-10-10 05:44:50,search
FAV00002185,U000468,P001484,2025-08-01 10:34:26,recommendation
FAV00002186,U000530,P000249,2025-05-01 02:52:53,recommendation
FAV00002187,U001777,P001029,2025-04-24 02:26:36,product
FAV00002188,U000768,P000248,2025-11-07 19:19:08,search
FAV00002189,U004699,P000688,2026-02-12 23:46:41,recommendation
FAV00002190,U004425,P000647,2025-04-20 11:45:42,search
FAV00002191,U002954,P000632,2026-05-09 08:38:06,recommendation
FAV00002192,U004099,P000693,2025-05-12 21:32:03,product
FAV00002193,U003549,P001039,2025-06-28 21:16:53,product
FAV00002194,U001244,P000934,2025-11-18 07:18:18,campaign
FAV00002195,U002659,P000787,2025-10-13 18:28:29,product
FAV00002196,U000556,P000985,2026-01-09 06:15:57,campaign
FAV00002197,U004166,P000672,2025-08-11 08:08:41,recommendation
FAV00002198,U003879,P000662,2025-09-09 22:59:17,recommendation
FAV00002199,U004995,P001340,2025-04-21 08:26:32,product
FAV00002200,U003985,P000401,2025-04-30 04:08:26,campaign
FAV00002201,U003396,P000259,2025-06-20 05:28:04,recommendation
FAV00002202,U003709,P001118,2026-06-08 23:03:51,product
FAV00002203,U004083,P001126,2025-12-07 21:07:49,product
FAV00002204,U003061,P000837,2026-05-03 21:20:55,product
FAV00002205,U003053,P000600,2026-01-17 21:03:12,product
FAV00002206,U004042,P000074,2026-01-09 07:04:55,search
FAV00002207,U004940,P001116,2026-03-29 22:53:53,search
FAV00002208,U001295,P001149,2025-09-29 00:39:45,product
FAV00002209,U004902,P000475,2025-01-14 08:48:13,product
FAV00002210,U003876,P000355,2025-05-07 09:26:36,search
FAV00002211,U001633,P000365,2025-10-31 12:53:48,campaign
FAV00002212,U000017,P001013,2026-05-28 07:23:14,recommendation
FAV00002213,U002992,P000860,2025-07-26 18:36:12,search
FAV00002214,U002677,P000581,2025-03-13 02:01:56,product
FAV00002215,U003425,P000419,2025-10-18 17:05:51,product
FAV00002216,U001772,P000919,2025-09-16 14:45:04,recommendation
FAV00002217,U001218,P000168,2025-03-21 03:09:12,recommendation
FAV00002218,U002670,P000326,2025-06-24 00:37:07,recommendation
FAV00002219,U001265,P000924,2026-02-28 23:50:28,product
FAV00002220,U004850,P000967,2026-02-26 16:43:32,search
FAV00002221,U003235,P000618,2026-04-03 16:31:12,search
FAV00002222,U001210,P000557,2025-10-04 13:16:50,campaign
FAV00002223,U000302,P001144,2025-01-08 15:54:57,product
FAV00002224,U002172,P000778,2026-04-28 14:05:38,product
FAV00002225,U000860,P000461,2025-01-21 05:50:46,product
FAV00002226,U004133,P000673,2026-02-07 12:39:46,product
FAV00002227,U001504,P000636,2026-02-23 08:08:38,product
FAV00002228,U001241,P001382,2025-04-26 13:35:14,product
FAV00002229,U002701,P001027,2025-05-20 15:50:47,product
FAV00002230,U003379,P000127,2025-10-29 04:52:37,product
FAV00002231,U001147,P000024,2025-04-27 04:14:48,product
FAV00002232,U000660,P001122,2026-03-03 18:38:41,product
FAV00002233,U001333,P000973,2025-10-30 05:41:01,recommendation
FAV00002234,U001137,P001419,2025-11-01 12:13:14,product
FAV00002235,U000943,P001086,2025-10-17 13:04:38,product
FAV00002236,U000290,P001163,2025-10-02 07:45:55,product
FAV00002237,U003699,P000317,2025-10-03 20:35:37,product
FAV00002238,U004726,P000243,2025-09-24 14:08:01,campaign
FAV00002239,U002642,P000049,2026-08-12 00:27:42,recommendation
FAV00002240,U003598,P001418,2026-07-14 22:41:47,campaign
FAV00002241,U001488,P001229,2025-07-07 01:21:12,search
FAV00002242,U004988,P000632,2025-01-30 23:24:56,recommendation
FAV00002243,U001023,P000539,2025-02-20 05:29:57,product
FAV00002244,U003888,P001041,2026-05-22 00:31:59,product
FAV00002245,U002437,P000894,2026-07-12 19:45:08,campaign
FAV00002246,U004673,P000579,2026-01-07 05:19:54,product
FAV00002247,U004436,P001120,2026-06-07 04:55:14,product
FAV00002248,U004530,P000972,2026-02-06 23:19:49,product
FAV00002249,U004310,P000021,2025-07-06 06:27:07,search
FAV00002250,U000770,P000659,2026-01-27 04:52:50,recommendation
FAV00002251,U003991,P001293,2026-03-16 00:50:51,recommendation
FAV00002252,U000014,P000867,2025-01-03 01:25:13,recommendation
FAV00002253,U001103,P000221,2025-12-03 05:07:10,product
FAV00002254,U001038,P000911,2025-01-17 02:57:01,product
FAV00002255,U004749,P001380,2026-03-24 09:26:56,product
FAV00002256,U001900,P001252,2025-02-28 22:52:10,campaign
FAV00002257,U003023,P000205,2025-06-26 11:21:12,recommendation
FAV00002258,U000129,P000723,2025-03-05 01:31:49,campaign
FAV00002259,U000682,P000374,2025-07-04 08:52:07,search
FAV00002260,U001048,P000638,2025-04-17 23:43:47,product
FAV00002261,U001147,P000964,2025-08-29 14:06:59,recommendation
FAV00002262,U004390,P000974,2025-05-20 09:14:27,product
FAV00002263,U001584,P000101,2025-11-04 22:00:51,product
FAV00002264,U003091,P001082,2025-02-05 18:33:23,product
FAV00002265,U001253,P000155,2025-07-03 12:27:54,product
FAV00002266,U001365,P000670,2025-07-29 13:56:37,product
FAV00002267,U004682,P000380,2026-06-04 23:48:55,product
FAV00002268,U001897,P000567,2025-04-02 05:58:37,recommendation
FAV00002269,U004745,P000055,2025-04-12 21:35:48,product
FAV00002270,U000268,P000170,2025-09-22 17:02:17,product
FAV00002271,U000505,P001028,2025-11-17 05:36:32,recommendation
FAV00002272,U002038,P001227,2025-03-30 07:57:32,search
FAV00002273,U002104,P001340,2026-07-14 08:23:12,product
FAV00002274,U000811,P001459,2026-07-04 02:39:49,product
FAV00002275,U003726,P001234,2025-06-23 22:32:24,product
FAV00002276,U001614,P000556,2025-12-23 09:48:58,product
FAV00002277,U004431,P000961,2026-08-07 07:30:34,search
FAV00002278,U002242,P001179,2026-03-15 02:34:03,product
FAV00002279,U001794,P000969,2026-05-21 21:53:12,product
FAV00002280,U002385,P000614,2025-09-08 12:13:08,recommendation
FAV00002281,U001586,P001476,2025-05-11 22:48:21,product
FAV00002282,U000423,P000022,2025-09-11 14:24:19,product
FAV00002283,U002114,P001034,2026-08-04 21:19:43,product
FAV00002284,U003087,P000002,2025-03-17 04:24:02,campaign
FAV00002285,U002363,P001372,2025-07-12 18:32:41,product
FAV00002286,U002264,P000520,2025-07-02 18:07:19,search
FAV00002287,U002625,P000885,2025-01-09 02:48:10,product
FAV00002288,U003817,P001473,2026-06-16 10:53:38,product
FAV00002289,U000626,P001273,2026-08-18 14:48:46,campaign
FAV00002290,U002286,P000552,2025-01-31 02:50:44,product
FAV00002291,U003944,P000011,2025-05-01 16:13:48,product
FAV00002292,U003185,P001022,2025-01-10 11:01:36,product
FAV00002293,U003665,P001420,2025-06-13 17:01:01,product
FAV00002294,U003505,P000494,2025-09-26 03:40:03,product
FAV00002295,U003811,P000311,2026-07-09 06:13:49,product
FAV00002296,U003306,P000314,2026-07-09 12:06:50,search
FAV00002297,U001462,P001337,2025-07-19 03:40:34,recommendation
FAV00002298,U000457,P001328,2025-05-17 19:15:52,product
FAV00002299,U002857,P000880,2025-06-27 00:25:53,product
FAV00002300,U003616,P001486,2025-03-12 10:50:45,campaign
FAV00002301,U004528,P000806,2026-01-27 15:09:32,product
FAV00002302,U002056,P000468,2025-01-12 16:01:07,recommendation
FAV00002303,U003004,P000789,2025-09-28 08:53:47,product
FAV00002304,U002407,P000573,2026-01-28 17:45:02,search
FAV00002305,U003446,P000011,2026-03-31 06:56:36,product
FAV00002306,U004706,P001199,2025-12-14 01:14:06,campaign
FAV00002307,U000213,P000727,2025-07-21 08:04:47,recommendation
FAV00002308,U003099,P000890,2026-04-27 09:06:09,recommendation
FAV00002309,U004548,P000030,2026-05-05 15:25:59,product
FAV00002310,U002376,P001065,2026-07-31 12:58:09,product
FAV00002311,U001176,P000600,2025-10-06 07:34:57,product
FAV00002312,U002895,P001242,2026-03-21 13:02:31,product
FAV00002313,U002620,P000553,2025-03-29 23:57:44,product
FAV00002314,U001415,P000987,2026-08-05 11:51:56,product
FAV00002315,U001451,P000789,2025-07-28 01:41:08,product
FAV00002316,U000140,P001463,2025-11-01 07:04:06,search
FAV00002317,U000229,P001284,2025-01-19 15:46:33,search
FAV00002318,U002278,P001268,2026-07-27 20:44:59,recommendation
FAV00002319,U001465,P001399,2025-01-20 05:32:40,product
FAV00002320,U000432,P000108,2025-10-01 00:02:50,product
FAV00002321,U001280,P000614,2025-01-17 22:43:15,product
FAV00002322,U002350,P000990,2025-04-23 02:59:20,recommendation
FAV00002323,U004145,P001212,2026-04-26 07:18:16,recommendation
FAV00002324,U001805,P001163,2025-05-17 09:59:30,product
FAV00002325,U002014,P000260,2026-01-17 07:59:55,product
FAV00002326,U002668,P001161,2026-08-09 00:15:35,recommendation
FAV00002327,U000068,P001328,2026-04-14 22:00:29,product
FAV00002328,U004273,P000130,2025-10-31 14:26:37,product
FAV00002329,U002616,P000160,2026-05-01 12:33:57,product
FAV00002330,U000778,P001140,2026-04-10 11:15:36,product
FAV00002331,U004499,P001147,2025-02-19 00:36:39,recommendation
FAV00002332,U004155,P001191,2025-07-07 08:00:45,recommendation
FAV00002333,U000300,P000541,2026-02-19 00:21:26,product
FAV00002334,U004366,P000056,2025-06-01 18:39:44,product
FAV00002335,U003936,P001098,2026-02-20 19:16:59,product
FAV00002336,U000492,P000329,2026-05-17 16:41:52,campaign
FAV00002337,U003345,P000208,2025-08-26 23:19:02,product
FAV00002338,U001409,P000359,2026-02-09 08:41:48,recommendation
FAV00002339,U002360,P001442,2025-08-13 09:09:17,product
FAV00002340,U002738,P000739,2026-05-23 04:52:21,recommendation
FAV00002341,U003569,P001438,2026-01-29 04:32:23,search
FAV00002342,U000853,P000865,2025-01-06 04:26:26,product
FAV00002343,U004199,P001201,2025-07-26 09:14:06,search
FAV00002344,U002121,P001101,2025-03-21 17:54:28,product
FAV00002345,U004587,P000234,2025-03-31 18:23:11,search
FAV00002346,U000150,P000051,2025-11-13 11:32:55,recommendation
FAV00002347,U000106,P000635,2026-04-08 01:23:48,campaign
FAV00002348,U002587,P001431,2026-02-20 03:27:37,recommendation
FAV00002349,U004891,P000734,2025-01-29 23:38:22,product
FAV00002350,U003720,P001236,2025-07-07 11:14:33,product
FAV00002351,U001065,P000145,2025-04-10 10:57:56,campaign
FAV00002352,U000031,P000357,2026-06-13 01:19:47,product
FAV00002353,U002547,P000689,2025-10-17 00:34:37,product
FAV00002354,U003994,P000094,2026-01-16 07:37:37,recommendation
FAV00002355,U000164,P000260,2025-04-01 03:18:32,product
FAV00002356,U001421,P000670,2025-03-13 16:50:37,product
FAV00002357,U003892,P000722,2026-05-20 23:49:10,product
FAV00002358,U002766,P001258,2025-02-27 10:00:26,search
FAV00002359,U002180,P000861,2025-12-17 04:13:42,product
FAV00002360,U004856,P000036,2025-06-30 14:35:55,recommendation
FAV00002361,U001804,P000719,2025-09-17 08:28:23,campaign
FAV00002362,U002453,P000296,2025-08-25 12:26:09,product
FAV00002363,U004341,P000871,2025-05-08 13:10:06,product
FAV00002364,U001375,P001018,2025-10-10 20:45:58,product
FAV00002365,U003945,P000898,2026-02-10 06:30:31,search
FAV00002366,U002794,P000333,2026-06-24 02:58:40,product
FAV00002367,U003079,P001277,2026-07-25 20:50:36,product
FAV00002368,U001671,P000193,2025-12-11 17:10:21,search
FAV00002369,U002243,P000332,2025-11-20 01:53:37,product
FAV00002370,U002583,P000795,2025-12-29 20:41:05,search
FAV00002371,U002048,P000095,2025-05-24 09:14:42,search
FAV00002372,U001652,P000189,2026-06-07 15:37:05,product
FAV00002373,U001606,P000796,2025-08-30 12:02:04,product
FAV00002374,U004629,P001072,2026-08-07 02:11:52,product
FAV00002375,U004862,P001000,2026-06-17 11:18:11,recommendation
FAV00002376,U001141,P000525,2025-09-08 11:43:26,campaign
FAV00002377,U001900,P000919,2026-08-18 03:08:14,product
FAV00002378,U004864,P000581,2025-04-19 05:07:21,product
FAV00002379,U004637,P000425,2026-01-03 04:25:16,recommendation
FAV00002380,U000264,P001265,2025-12-15 03:24:05,product
FAV00002381,U001930,P001263,2026-06-03 15:20:40,product
FAV00002382,U001603,P000881,2025-04-19 07:45:55,product
FAV00002383,U004094,P000055,2025-03-20 02:01:29,search
FAV00002384,U002911,P000335,2026-03-01 11:20:39,product
FAV00002385,U001196,P001037,2026-06-10 13:35:08,product
FAV00002386,U000161,P001446,2026-05-09 10:12:05,product
FAV00002387,U001015,P001129,2026-05-11 16:17:36,campaign
FAV00002388,U004461,P000146,2025-03-19 15:17:57,product
FAV00002389,U000280,P000215,2026-08-09 09:50:28,recommendation
FAV00002390,U004195,P001436,2026-05-07 12:44:56,recommendation
FAV00002391,U000675,P000091,2026-07-11 10:36:42,campaign
FAV00002392,U001991,P000735,2025-09-09 16:20:05,recommendation
FAV00002393,U004917,P000210,2026-07-14 08:54:33,product
FAV00002394,U002918,P000517,2025-01-14 22:26:04,campaign
FAV00002395,U002623,P001268,2026-06-02 16:00:38,recommendation
FAV00002396,U003554,P001138,2026-03-28 17:52:43,product
FAV00002397,U002062,P001258,2025-10-15 10:53:32,product
FAV00002398,U000305,P001318,2025-04-30 14:48:20,product
FAV00002399,U001451,P000448,2025-05-29 00:37:25,product
FAV00002400,U001172,P000536,2025-05-07 12:53:05,product
FAV00002401,U002879,P001115,2026-04-19 16:51:35,product
FAV00002402,U004270,P000452,2025-09-23 19:17:25,recommendation
FAV00002403,U004502,P000376,2026-07-19 12:41:18,product
FAV00002404,U001998,P001033,2025-10-17 23:12:57,recommendation
FAV00002405,U000536,P000370,2026-04-30 15:19:05,search
FAV00002406,U001361,P000232,2025-10-10 00:57:12,recommendation
FAV00002407,U001423,P000349,2025-12-03 17:23:49,product
FAV00002408,U004949,P000720,2026-08-19 22:13:32,product
FAV00002409,U000531,P000619,2025-01-18 05:51:13,product
FAV00002410,U003692,P000732,2025-05-25 16:44:03,product
FAV00002411,U002746,P000024,2025-12-27 10:29:33,search
FAV00002412,U000497,P000881,2025-01-17 15:14:56,product
FAV00002413,U003819,P001273,2025-08-30 19:48:39,recommendation
FAV00002414,U003596,P000223,2025-06-02 08:25:13,product
FAV00002415,U003036,P000080,2025-01-04 17:08:56,product
FAV00002416,U004731,P000542,2026-07-28 12:25:37,campaign
