refund_item_id,refund_id,order_item_id,sku_id,refund_quantity,refund_amount,refund_type
RFI00000356,RF0000288,OI000006132,SKU0002467,1,1471.2,return_and_refund
RFI00000357,RF0000289,OI000015801,SKU0000573,1,2147.27,refund_only
RFI00000358,RF0000290,OI000003135,SKU0002809,2,1335.72,return_and_refund
RFI00000359,RF0000291,OI000008325,SKU0001416,2,3345.23,return_and_refund
RFI00000360,RF0000291,OI000008324,SKU0002535,1,2942.86,return_and_refund
RFI00000361,RF0000292,OI000017906,SKU0001761,1,441.71,return_and_refund
RFI00000362,RF0000293,OI000019155,SKU0002856,1,984.09,refund_only
RFI00000363,RF0000294,OI000005501,SKU0002306,1,477.89,return_and_refund
RFI00000364,RF0000294,OI000005500,SKU0001346,1,2254.72,refund_only
RFI00000365,RF0000295,OI000009000,SKU0001599,3,409.06,refund_only
RFI00000366,RF0000296,OI000003147,SKU0001126,2,5122.43,return_and_refund
RFI00000367,RF0000297,OI000001481,SKU0000791,1,3366.14,return_and_refund
RFI00000368,RF0000298,OI000004646,SKU0002085,1,3369.19,refund_only
RFI00000369,RF0000298,OI000004644,SKU0000165,1,1241.78,refund_only
RFI00000370,RF0000299,OI000013424,SKU0001161,2,227.94,return_and_refund
RFI00000371,RF0000300,OI000017291,SKU0001538,2,389.13,refund_only
RFI00000372,RF0000300,OI000017289,SKU0002338,2,3088.99,return_and_refund
RFI00000373,RF0000301,OI000005595,SKU0000646,1,2823.43,return_and_refund
RFI00000374,RF0000302,OI000002718,SKU0000991,1,3052.1,return_and_refund
RFI00000375,RF0000303,OI000010189,SKU0002940,1,1382.48,return_and_refund
RFI00000376,RF0000304,OI000000923,SKU0001520,1,1271.14,refund_only
RFI00000377,RF0000305,OI000001364,SKU0002467,1,1538.6,return_and_refund
RFI00000378,RF0000306,OI000002931,SKU0000020,3,1186.77,return_and_refund
RFI00000379,RF0000307,OI000006437,SKU0000733,1,1797.1,return_and_refund
RFI00000380,RF0000308,OI000004296,SKU0002267,1,1309.49,return_and_refund
RFI00000381,RF0000308,OI000004297,SKU0000828,1,1379.92,return_and_refund
RFI00000382,RF0000309,OI000007758,SKU0000238,2,5032.29,refund_only
RFI00000383,RF0000310,OI000015928,SKU0002815,2,3952.38,return_and_refund
RFI00000384,RF0000311,OI000014785,SKU0001346,1,2116.28,return_and_refund
RFI00000385,RF0000311,OI000014786,SKU0002626,1,732.81,return_and_refund
RFI00000386,RF0000312,OI000012602,SKU0000712,3,3175.45,refund_only
RFI00000387,RF0000313,OI000015508,SKU0000427,3,47.01,refund_only
RFI00000388,RF0000314,OI000015789,SKU0001902,1,630.43,return_and_refund
RFI00000389,RF0000314,OI000015787,SKU0002701,1,2815.88,refund_only
RFI00000390,RF0000315,OI000015794,SKU0001328,2,860.54,return_and_refund
RFI00000391,RF0000316,OI000010583,SKU0001370,1,1560.55,refund_only
RFI00000392,RF0000317,OI000014174,SKU0000362,2,1551.6,return_and_refund
RFI00000393,RF0000318,OI000015730,SKU0001941,1,425.14,return_and_refund
RFI00000394,RF0000319,OI000017835,SKU0001448,1,396.43,return_and_refund
RFI00000395,RF0000320,OI000013423,SKU0000558,2,2107.31,return_and_refund
RFI00000396,RF0000320,OI000013420,SKU0002158,1,429.0,return_and_refund
RFI00000397,RF0000321,OI000004426,SKU0002614,1,1048.33,return_and_refund
RFI00000398,RF0000322,OI000004178,SKU0000814,2,1945.08,return_and_refund
RFI00000399,RF0000323,OI000009254,SKU0001237,1,528.02,return_and_refund
RFI00000400,RF0000324,OI000009398,SKU0001544,1,2985.77,return_and_refund
RFI00000401,RF0000325,OI000016000,SKU0001243,1,441.9,return_and_refund
RFI00000402,RF0000326,OI000002746,SKU0000744,2,2623.11,return_and_refund
RFI00000403,RF0000327,OI000006720,SKU0001681,1,2078.04,return_and_refund
RFI00000404,RF0000328,OI000008663,SKU0000042,1,1411.67,refund_only
RFI00000405,RF0000329,OI000016617,SKU0002257,1,892.28,refund_only
RFI00000406,RF0000330,OI000007196,SKU0002687,1,2124.97,return_and_refund
RFI00000407,RF0000330,OI000007195,SKU0001567,2,3535.28,return_and_refund
RFI00000408,RF0000331,OI000006972,SKU0001227,1,1661.73,return_and_refund
RFI00000409,RF0000332,OI000010435,SKU0000453,1,440.8,return_and_refund
RFI00000410,RF0000333,OI000003581,SKU0000917,2,2800.5,return_and_refund
RFI00000411,RF0000334,OI000019146,SKU0000458,1,1751.16,refund_only
RFI00000412,RF0000335,OI000014072,SKU0002491,1,1947.74,return_and_refund
RFI00000413,RF0000336,OI000013316,SKU0000588,1,1803.22,return_and_refund
RFI00000414,RF0000337,OI000009222,SKU0000680,2,2693.67,refund_only
RFI00000415,RF0000337,OI000009221,SKU0001800,1,1096.57,return_and_refund
RFI00000416,RF0000338,OI000014392,SKU0002212,1,2623.24,refund_only
RFI00000417,RF0000338,OI000014391,SKU0001092,1,2666.37,return_and_refund
RFI00000418,RF0000339,OI000007055,SKU0001300,1,1830.88,refund_only
RFI00000419,RF0000340,OI000002449,SKU0001017,2,6492.31,return_and_refund
RFI00000420,RF0000341,OI000010030,SKU0000547,2,2990.74,return_and_refund
RFI00000421,RF0000342,OI000012392,SKU0002069,2,5256.27,return_and_refund
RFI00000422,RF0000343,OI000008868,SKU0002522,2,5429.56,return_and_refund
RFI00000423,RF0000344,OI000013508,SKU0000897,4,5092.4,return_and_refund
RFI00000424,RF0000345,OI000009798,SKU0002200,1,298.16,return_and_refund
RFI00000425,RF0000345,OI000009799,SKU0001239,3,3569.59,refund_only
RFI00000426,RF0000346,OI000003727,SKU0001255,1,2295.67,return_and_refund
RFI00000427,RF0000347,OI000011370,SKU0002548,1,2297.39,return_and_refund
RFI00000428,RF0000348,OI000014742,SKU0001872,1,2851.76,return_and_refund
RFI00000429,RF0000349,OI000016049,SKU0002196,2,4678.37,return_and_refund
RFI00000430,RF0000350,OI000015039,SKU0000653,1,1658.43,refund_only
RFI00000431,RF0000351,OI000012589,SKU0000523,1,489.0,return_and_refund
RFI00000432,RF0000352,OI000001893,SKU0000552,2,3645.66,return_and_refund
RFI00000433,RF0000353,OI000018644,SKU0000009,2,4111.89,return_and_refund
RFI00000434,RF0000353,OI000018645,SKU0000329,1,2240.0,return_and_refund
RFI00000435,RF0000354,OI000012502,SKU0002745,1,1922.75,return_and_refund
RFI00000436,RF0000355,OI000001006,SKU0002491,1,1805.24,return_and_refund
RFI00000437,RF0000356,OI000002942,SKU0001650,1,2225.95,refund_only
RFI00000438,RF0000357,OI000011310,SKU0000736,1,937.98,return_and_refund
RFI00000439,RF0000357,OI000011308,SKU0002495,1,2849.23,return_and_refund
RFI00000440,RF0000358,OI000019725,SKU0002893,3,893.98,return_and_refund
RFI00000441,RF0000359,OI000013383,SKU0001419,1,2349.35,refund_only
RFI00000442,RF0000360,OI000014811,SKU0001737,1,1074.13,return_and_refund
RFI00000443,RF0000361,OI000001540,SKU0000791,1,3021.65,return_and_refund
RFI00000444,RF0000362,OI000002179,SKU0001405,1,3137.85,return_and_refund
RFI00000445,RF0000363,OI000005940,SKU0001603,1,1777.74,return_and_refund
RFI00000446,RF0000364,OI000006901,SKU0001904,1,1359.8,return_and_refund
RFI00000447,RF0000364,OI000006900,SKU0001424,3,4533.93,refund_only
RFI00000448,RF0000365,OI000004569,SKU0001547,1,2130.97,refund_only
RFI00000449,RF0000366,OI000008984,SKU0000551,1,1993.99,refund_only
RFI00000450,RF0000367,OI000007628,SKU0001816,1,2092.98,refund_only
RFI00000451,RF0000368,OI000002264,SKU0002421,1,1726.98,refund_only
RFI00000452,RF0000369,OI000008217,SKU0000246,1,1362.63,return_and_refund
RFI00000453,RF0000369,OI000008219,SKU0000405,1,1509.52,return_and_refund
RFI00000454,RF0000370,OI000018884,SKU0001629,1,2109.51,return_and_refund
RFI00000455,RF0000371,OI000012403,SKU0000075,1,2142.32,return_and_refund
RFI00000456,RF0000372,OI000012676,SKU0002332,1,1367.92,return_and_refund
RFI00000457,RF0000372,OI000012677,SKU0002171,2,3751.94,return_and_refund
RFI00000458,RF0000373,OI000014601,SKU0000031,1,1552.57,refund_only
RFI00000459,RF0000374,OI000018959,SKU0001403,2,2947.08,refund_only
RFI00000460,RF0000374,OI000018958,SKU0000283,1,638.74,return_and_refund
RFI00000461,RF0000375,OI000005780,SKU0002651,2,3971.22,return_and_refund
RFI00000462,RF0000376,OI000008590,SKU0000922,1,309.25,refund_only
RFI00000463,RF0000377,OI000003137,SKU0002449,1,2293.65,refund_only
RFI00000464,RF0000378,OI000002478,SKU0002506,1,2203.76,return_and_refund
RFI00000465,RF0000379,OI000012518,SKU0000116,1,1222.97,return_and_refund
RFI00000466,RF0000379,OI000012519,SKU0002035,2,3252.32,refund_only
RFI00000467,RF0000380,OI000006921,SKU0001675,3,3087.61,refund_only
RFI00000468,RF0000381,OI000017471,SKU0001844,2,2615.64,return_and_refund
RFI00000469,RF0000381,OI000017469,SKU0002803,1,2644.78,return_and_refund
RFI00000470,RF0000382,OI000000984,SKU0000676,1,1403.94,refund_only
RFI00000471,RF0000382,OI000000983,SKU0000515,1,1737.57,return_and_refund
RFI00000472,RF0000383,OI000019822,SKU0001497,1,816.81,refund_only
RFI00000473,RF0000384,OI000014341,SKU0002165,1,1054.04,refund_only
RFI00000474,RF0000385,OI000007726,SKU0000250,1,2818.44,return_and_refund
RFI00000475,RF0000386,OI000004547,SKU0000080,1,986.81,return_and_refund
RFI00000476,RF0000386,OI000004546,SKU0001200,1,410.5,return_and_refund
RFI00000477,RF0000387,OI000008343,SKU0000144,1,2298.84,return_and_refund
RFI00000478,RF0000388,OI000001566,SKU0002642,1,2102.05,return_and_refund
RFI00000479,RF0000389,OI000014778,SKU0001340,2,2825.88,return_and_refund
RFI00000480,RF0000390,OI000011436,SKU0002149,1,2401.71,return_and_refund
RFI00000481,RF0000391,OI000004859,SKU0000978,1,1466.05,return_and_refund
RFI00000482,RF0000392,OI000005489,SKU0002277,1,2042.46,return_and_refund
RFI00000483,RF0000393,OI000010280,SKU0002691,1,994.22,refund_only
RFI00000484,RF0000394,OI000014041,SKU0001566,1,2054.08,return_and_refund
RFI00000485,RF0000395,OI000016252,SKU0000691,2,5564.88,return_and_refund
RFI00000486,RF0000395,OI000016253,SKU0000691,1,2447.87,refund_only
RFI00000487,RF0000396,OI000000935,SKU0001858,1,3119.88,return_and_refund
RFI00000488,RF0000396,OI000000936,SKU0002658,1,1606.3,return_and_refund
RFI00000489,RF0000397,OI000005347,SKU0001945,2,3031.66,refund_only
RFI00000490,RF0000397,OI000005345,SKU0001145,2,172.79,return_and_refund
RFI00000491,RF0000398,OI000018524,SKU0002560,3,265.23,return_and_refund
RFI00000492,RF0000399,OI000001995,SKU0000326,1,1937.75,return_and_refund
RFI00000493,RF0000400,OI000016762,SKU0000762,1,2963.06,refund_only
RFI00000494,RF0000401,OI000003010,SKU0002446,2,5188.52,return_and_refund
RFI00000495,RF0000402,OI000013253,SKU0001454,1,676.46,return_and_refund
RFI00000496,RF0000403,OI000009937,SKU0000051,1,1065.62,return_and_refund
RFI00000497,RF0000404,OI000006391,SKU0000320,4,4326.44,return_and_refund
RFI00000498,RF0000405,OI000010123,SKU0001800,3,3286.08,return_and_refund
RFI00000499,RF0000405,OI000010122,SKU0001479,1,29.06,return_and_refund
RFI00000500,RF0000406,OI000007971,SKU0000122,1,2738.09,refund_only
RFI00000501,RF0000406,OI000007972,SKU0002681,3,8985.47,return_and_refund
RFI00000502,RF0000407,OI000018224,SKU0000455,1,553.79,return_and_refund
RFI00000503,RF0000407,OI000018225,SKU0002216,1,2768.14,return_and_refund
RFI00000504,RF0000408,OI000002815,SKU0000632,1,1620.22,return_and_refund
RFI00000505,RF0000409,OI000012440,SKU0000870,1,2545.26,return_and_refund
RFI00000506,RF0000409,OI000012439,SKU0000710,3,2467.48,refund_only
RFI00000507,RF0000410,OI000008934,SKU0002284,1,3472.59,return_and_refund
RFI00000508,RF0000411,OI000007802,SKU0002616,2,2470.94,return_and_refund
RFI00000509,RF0000411,OI000007803,SKU0002295,1,780.53,return_and_refund
RFI00000510,RF0000412,OI000006046,SKU0002982,1,372.96,refund_only
RFI00000511,RF0000413,OI000017927,SKU0000626,1,1978.79,return_and_refund
RFI00000512,RF0000414,OI000001462,SKU0002356,1,1730.98,refund_only
RFI00000513,RF0000414,OI000001461,SKU0001716,1,1549.66,refund_only
RFI00000514,RF0000415,OI000010721,SKU0002030,1,1268.62,return_and_refund
RFI00000515,RF0000416,OI000007109,SKU0002813,1,611.22,return_and_refund
RFI00000516,RF0000417,OI000004704,SKU0001089,1,1860.93,return_and_refund
RFI00000517,RF0000418,OI000011595,SKU0000043,1,657.13,return_and_refund
RFI00000518,RF0000419,OI000007028,SKU0002118,1,489.59,return_and_refund
RFI00000519,RF0000420,OI000016950,SKU0000782,2,1943.81,return_and_refund
RFI00000520,RF0000421,OI000003263,SKU0000888,1,365.93,return_and_refund
RFI00000521,RF0000421,OI000003264,SKU0002167,1,1284.43,return_and_refund
RFI00000522,RF0000422,OI000017865,SKU0001646,1,1601.0,return_and_refund
RFI00000523,RF0000423,OI000003532,SKU0002293,1,1357.19,refund_only
RFI00000524,RF0000424,OI000015287,SKU0002318,1,2639.91,return_and_refund
RFI00000525,RF0000425,OI000005076,SKU0002024,2,1056.55,return_and_refund
RFI00000526,RF0000425,OI000005077,SKU0002983,1,325.6,return_and_refund
RFI00000527,RF0000426,OI000003679,SKU0000566,2,2562.51,return_and_refund
RFI00000528,RF0000427,OI000007130,SKU0000605,1,553.61,refund_only
RFI00000529,RF0000428,OI000001338,SKU0002817,1,1832.88,return_and_refund
RFI00000530,RF0000429,OI000007481,SKU0001338,1,311.26,return_and_refund
RFI00000531,RF0000430,OI000019759,SKU0000073,1,43.17,return_and_refund
RFI00000532,RF0000431,OI000013209,SKU0001660,1,1805.12,return_and_refund
RFI00000533,RF0000432,OI000005510,SKU0000560,1,749.86,return_and_refund
RFI00000534,RF0000433,OI000015863,SKU0000897,1,1422.82,return_and_refund
RFI00000535,RF0000434,OI000017188,SKU0001486,2,3435.48,return_and_refund
RFI00000536,RF0000435,OI000000837,SKU0000190,3,4588.94,refund_only
RFI00000537,RF0000436,OI000015823,SKU0001319,1,325.89,return_and_refund
RFI00000538,RF0000437,OI000002067,SKU0001714,2,4294.39,return_and_refund
RFI00000539,RF0000438,OI000020347,SKU0000578,1,2581.04,return_and_refund
RFI00000540,RF0000439,OI000003045,SKU0002129,1,1005.93,return_and_refund
RFI00000541,RF0000439,OI000003044,SKU0000049,1,1078.81,refund_only
RFI00000542,RF0000440,OI000014257,SKU0002842,1,2177.25,return_and_refund
RFI00000543,RF0000441,OI000007926,SKU0002554,1,446.8,return_and_refund
RFI00000544,RF0000442,OI000016845,SKU0000852,1,478.03,return_and_refund
RFI00000545,RF0000442,OI000016846,SKU0001331,1,640.01,return_and_refund
RFI00000546,RF0000443,OI000011873,SKU0000100,1,1972.09,return_and_refund
RFI00000547,RF0000443,OI000011874,SKU0000099,1,1595.75,return_and_refund
RFI00000548,RF0000444,OI000000092,SKU0002512,1,1317.42,return_and_refund
RFI00000549,RF0000445,OI000018463,SKU0000299,2,2600.32,return_and_refund
RFI00000550,RF0000445,OI000018462,SKU0001419,1,2505.74,refund_only
RFI00000551,RF0000446,OI000012024,SKU0001008,1,419.54,return_and_refund
RFI00000552,RF0000447,OI000015588,SKU0000502,1,2412.58,return_and_refund
RFI00000553,RF0000448,OI000020307,SKU0002365,1,1516.65,return_and_refund
RFI00000554,RF0000448,OI000020306,SKU0001886,1,1297.12,return_and_refund
RFI00000555,RF0000449,OI000016431,SKU0000753,4,6930.23,return_and_refund
RFI00000556,RF0000450,OI000011165,SKU0000768,3,659.94,refund_only
RFI00000557,RF0000450,OI000011164,SKU0002368,1,1766.77,return_and_refund
RFI00000558,RF0000451,OI000001431,SKU0000394,1,1486.24,refund_only
RFI00000559,RF0000452,OI000018534,SKU0001493,1,1980.42,return_and_refund
RFI00000560,RF0000453,OI000004363,SKU0001130,1,428.42,return_and_refund
RFI00000561,RF0000454,OI000019597,SKU0002373,1,553.77,refund_only
RFI00000562,RF0000455,OI000003342,SKU0000284,1,673.58,return_and_refund
RFI00000563,RF0000456,OI000009404,SKU0000902,1,2877.65,return_and_refund
RFI00000564,RF0000456,OI000009405,SKU0002501,1,258.68,return_and_refund
RFI00000565,RF0000457,OI000012607,SKU0000415,1,967.69,return_and_refund
RFI00000566,RF0000458,OI000008450,SKU0002326,1,2029.01,refund_only
RFI00000567,RF0000459,OI000018271,SKU0001181,3,4978.52,return_and_refund
RFI00000568,RF0000460,OI000002035,SKU0001408,1,2601.49,refund_only
RFI00000569,RF0000461,OI000012029,SKU0000155,2,1807.19,return_and_refund
RFI00000570,RF0000462,OI000008924,SKU0001353,1,1998.36,return_and_refund
RFI00000571,RF0000463,OI000002570,SKU0000047,4,6648.97,return_and_refund
RFI00000572,RF0000464,OI000002272,SKU0002342,2,4061.35,refund_only
RFI00000573,RF0000465,OI000004838,SKU0000263,1,746.61,refund_only
RFI00000574,RF0000466,OI000001464,SKU0002769,3,7332.5,refund_only
RFI00000575,RF0000466,OI000001465,SKU0002610,2,1396.78,refund_only
RFI00000576,RF0000467,OI000012524,SKU0000230,1,1884.88,return_and_refund
RFI00000577,RF0000468,OI000013627,SKU0000431,1,2722.98,refund_only
RFI00000578,RF0000469,OI000015061,SKU0002288,1,2384.31,refund_only
RFI00000579,RF0000470,OI000004582,SKU0002208,1,822.7,return_and_refund
RFI00000580,RF0000471,OI000015023,SKU0000540,1,953.09,refund_only
RFI00000581,RF0000472,OI000008682,SKU0000859,2,4005.39,return_and_refund
RFI00000582,RF0000473,OI000016849,SKU0001966,1,1845.28,return_and_refund
RFI00000583,RF0000474,OI000008812,SKU0001991,1,3008.86,refund_only
RFI00000584,RF0000475,OI000004747,SKU0000879,2,2699.99,return_and_refund
RFI00000585,RF0000475,OI000004746,SKU0000079,1,782.39,return_and_refund
RFI00000586,RF0000476,OI000001447,SKU0000187,2,910.72,return_and_refund
RFI00000587,RF0000477,OI000020080,SKU0000341,1,1746.41,return_and_refund
RFI00000588,RF0000478,OI000001674,SKU0002718,2,2852.93,refund_only
RFI00000589,RF0000479,OI000005371,SKU0001766,1,495.32,return_and_refund
RFI00000590,RF0000480,OI000010332,SKU0001038,1,2224.79,return_and_refund
RFI00000591,RF0000481,OI000018475,SKU0001126,1,2369.31,return_and_refund
RFI00000592,RF0000482,OI000017683,SKU0002121,1,1667.83,return_and_refund
RFI00000593,RF0000483,OI000015230,SKU0001390,2,622.55,return_and_refund
RFI00000594,RF0000484,OI000009043,SKU0001853,1,103.35,return_and_refund
RFI00000595,RF0000485,OI000003971,SKU0000172,1,515.32,refund_only
RFI00000596,RF0000486,OI000006454,SKU0000710,2,1874.02,return_and_refund
RFI00000597,RF0000487,OI000008137,SKU0001011,1,347.12,refund_only
RFI00000598,RF0000488,OI000001583,SKU0002431,1,635.45,return_and_refund
RFI00000599,RF0000489,OI000008166,SKU0002918,1,840.3,return_and_refund
RFI00000600,RF0000489,OI000008165,SKU0002757,1,1462.07,return_and_refund
RFI00000601,RF0000490,OI000003588,SKU0001477,2,6170.28,return_and_refund
RFI00000602,RF0000490,OI000003589,SKU0001638,1,2253.26,refund_only
RFI00000603,RF0000491,OI000018329,SKU0000057,1,194.55,refund_only
RFI00000604,RF0000492,OI000013746,SKU0002812,1,697.02,return_and_refund
RFI00000605,RF0000492,OI000013749,SKU0002491,1,2035.14,return_and_refund
RFI00000606,RF0000493,OI000014514,SKU0002009,1,2351.18,refund_only
RFI00000607,RF0000494,OI000011087,SKU0002457,1,1021.86,return_and_refund
RFI00000608,RF0000495,OI000014327,SKU0002201,1,3004.43,refund_only
RFI00000609,RF0000496,OI000017957,SKU0002351,1,1688.32,return_and_refund
RFI00000610,RF0000496,OI000017958,SKU0001392,1,105.03,return_and_refund
RFI00000611,RF0000497,OI000001098,SKU0002619,1,474.69,refund_only
RFI00000612,RF0000498,OI000019768,SKU0002208,2,1720.65,return_and_refund
RFI00000613,RF0000499,OI000003412,SKU0001240,1,1055.96,return_and_refund
RFI00000614,RF0000500,OI000019577,SKU0002721,1,2197.92,return_and_refund
RFI00000615,RF0000501,OI000004317,SKU0001046,1,69.18,return_and_refund
RFI00000616,RF0000502,OI000005317,SKU0002500,1,2069.81,return_and_refund
RFI00000617,RF0000502,OI000005318,SKU0002180,1,2502.33,return_and_refund
RFI00000618,RF0000503,OI000016773,SKU0000952,2,5647.97,refund_only
RFI00000619,RF0000504,OI000002233,SKU0000639,1,120.07,return_and_refund
RFI00000620,RF0000505,OI000005172,SKU0000054,1,1116.35,return_and_refund
RFI00000621,RF0000506,OI000011065,SKU0001037,2,4824.33,return_and_refund
RFI00000622,RF0000506,OI000011066,SKU0000238,1,3072.69,return_and_refund
RFI00000623,RF0000507,OI000016410,SKU0001943,1,2815.5,refund_only
RFI00000624,RF0000508,OI000019964,SKU0001777,1,2443.13,return_and_refund
RFI00000625,RF0000509,OI000015779,SKU0002637,4,7345.92,return_and_refund
RFI00000626,RF0000510,OI000010608,SKU0000013,2,527.12,return_and_refund
RFI00000627,RF0000510,OI000010607,SKU0001773,1,1624.17,return_and_refund
RFI00000628,RF0000511,OI000015920,SKU0000442,2,680.1,return_and_refund
RFI00000629,RF0000512,OI000000551,SKU0002441,1,344.24,refund_only
RFI00000630,RF0000512,OI000000552,SKU0001801,2,739.93,return_and_refund
RFI00000631,RF0000513,OI000004282,SKU0001537,1,218.27,refund_only
RFI00000632,RF0000514,OI000001289,SKU0000391,3,2313.25,return_and_refund
RFI00000633,RF0000515,OI000009489,SKU0001186,1,2714.2,return_and_refund
RFI00000634,RF0000516,OI000007102,SKU0002684,2,6159.14,refund_only
RFI00000635,RF0000517,OI000000490,SKU0002202,2,4417.95,return_and_refund
RFI00000636,RF0000517,OI000000491,SKU0000762,3,8276.26,return_and_refund
RFI00000637,RF0000518,OI000009520,SKU0000595,1,975.6,return_and_refund
RFI00000638,RF0000519,OI000010362,SKU0002764,1,1347.1,refund_only
RFI00000639,RF0000520,OI000004909,SKU0002656,3,4685.8,refund_only
RFI00000640,RF0000520,OI000004912,SKU0000416,1,951.95,return_and_refund
RFI00000641,RF0000521,OI000012383,SKU0002847,2,4904.11,return_and_refund
RFI00000642,RF0000522,OI000016060,SKU0002784,1,1571.2,return_and_refund
RFI00000643,RF0000523,OI000009521,SKU0002668,2,1182.84,return_and_refund
RFI00000644,RF0000523,OI000009523,SKU0001228,2,3136.09,refund_only
RFI00000645,RF0000524,OI000015035,SKU0002380,1,2605.91,return_and_refund
RFI00000646,RF0000524,OI000015036,SKU0001900,1,1533.82,return_and_refund
RFI00000647,RF0000525,OI000007307,SKU0002634,1,793.84,return_and_refund
RFI00000648,RF0000526,OI000008148,SKU0000921,2,651.2,return_and_refund
RFI00000649,RF0000527,OI000017723,SKU0000149,2,1859.09,refund_only
RFI00000650,RF0000528,OI000002217,SKU0002738,2,602.92,return_and_refund
RFI00000651,RF0000528,OI000002216,SKU0002258,1,656.64,return_and_refund
RFI00000652,RF0000529,OI000004265,SKU0002541,1,669.03,return_and_refund
RFI00000653,RF0000530,OI000009806,SKU0002781,1,2671.74,return_and_refund
RFI00000654,RF0000530,OI000009807,SKU0000382,1,129.34,return_and_refund
RFI00000655,RF0000531,OI000019567,SKU0000366,1,2138.62,return_and_refund
RFI00000656,RF0000532,OI000012759,SKU0000981,1,1166.61,return_and_refund
RFI00000657,RF0000533,OI000016648,SKU0000992,2,4806.43,return_and_refund
RFI00000658,RF0000533,OI000016649,SKU0000032,1,1220.26,return_and_refund
RFI00000659,RF0000534,OI000001195,SKU0000148,2,329.0,return_and_refund
RFI00000660,RF0000535,OI000009243,SKU0002502,1,285.35,refund_only
RFI00000661,RF0000535,OI000009242,SKU0002502,3,676.58,return_and_refund
RFI00000662,RF0000536,OI000018297,SKU0001584,2,248.24,return_and_refund
RFI00000663,RF0000536,OI000018298,SKU0000304,1,1073.14,return_and_refund
RFI00000664,RF0000537,OI000013403,SKU0002662,1,1044.86,return_and_refund
RFI00000665,RF0000538,OI000016821,SKU0001375,1,1910.7,return_and_refund
RFI00000666,RF0000539,OI000008058,SKU0000800,2,1665.18,refund_only
RFI00000667,RF0000539,OI000008056,SKU0001439,1,94.16,return_and_refund
RFI00000668,RF0000540,OI000006349,SKU0001922,1,233.24,refund_only
RFI00000669,RF0000541,OI000000619,SKU0001520,3,3911.41,return_and_refund
RFI00000670,RF0000541,OI000000620,SKU0000400,1,1552.2,return_and_refund
RFI00000671,RF0000542,OI000018024,SKU0002283,2,6546.1,return_and_refund
RFI00000672,RF0000543,OI000014378,SKU0000288,1,2635.72,return_and_refund
RFI00000673,RF0000544,OI000002837,SKU0000913,1,199.61,return_and_refund
RFI00000674,RF0000545,OI000016452,SKU0001856,1,1104.08,return_and_refund
RFI00000675,RF0000546,OI000009852,SKU0000395,1,929.68,return_and_refund
RFI00000676,RF0000547,OI000017061,SKU0002757,1,1332.94,return_and_refund
RFI00000677,RF0000548,OI000017920,SKU0000416,1,843.91,return_and_refund
RFI00000678,RF0000549,OI000003197,SKU0002698,2,1727.39,return_and_refund
RFI00000679,RF0000550,OI000015544,SKU0002778,2,1115.85,return_and_refund
RFI00000680,RF0000551,OI000016658,SKU0002266,1,1118.03,return_and_refund
RFI00000681,RF0000552,OI000019629,SKU0002426,1,1411.39,return_and_refund
RFI00000682,RF0000552,OI000019628,SKU0002746,1,2171.79,return_and_refund
RFI00000683,RF0000553,OI000012480,SKU0000202,2,4331.52,refund_only
RFI00000684,RF0000554,OI000004951,SKU0000732,1,1704.64,return_and_refund
RFI00000685,RF0000555,OI000006728,SKU0001724,1,1291.58,return_and_refund
RFI00000686,RF0000556,OI000010252,SKU0002804,1,2893.42,return_and_refund
RFI00000687,RF0000557,OI000017868,SKU0001535,2,1467.24,return_and_refund
RFI00000688,RF0000558,OI000003495,SKU0002365,2,3256.88,return_and_refund
RFI00000689,RF0000558,OI000003494,SKU0000446,1,2167.18,refund_only
RFI00000690,RF0000559,OI000018640,SKU0002635,1,1643.51,return_and_refund
RFI00000691,RF0000560,OI000013343,SKU0002897,1,2311.18,return_and_refund
RFI00000692,RF0000560,OI000013342,SKU0002098,1,1678.54,refund_only
RFI00000693,RF0000561,OI000011047,SKU0002185,1,2164.97,return_and_refund
RFI00000694,RF0000562,OI000012025,SKU0002020,1,2822.39,return_and_refund
RFI00000695,RF0000562,OI000012026,SKU0001860,2,402.96,refund_only
RFI00000696,RF0000563,OI000001286,SKU0001285,1,2534.24,return_and_refund
RFI00000697,RF0000564,OI000015774,SKU0002485,2,2279.86,return_and_refund
RFI00000698,RF0000565,OI000009531,SKU0001373,1,1112.2,return_and_refund
RFI00000699,RF0000566,OI000012348,SKU0001460,1,1659.06,return_and_refund
RFI00000700,RF0000566,OI000012347,SKU0000180,1,1218.3,return_and_refund
RFI00000701,RF0000567,OI000016239,SKU0002441,1,331.42,return_and_refund
RFI00000702,RF0000568,OI000007152,SKU0002237,1,920.75,return_and_refund
RFI00000703,RF0000569,OI000008807,SKU0000722,2,1914.77,return_and_refund
RFI00000704,RF0000570,OI000008562,SKU0002785,1,371.35,return_and_refund
RFI00000705,RF0000571,OI000011957,SKU0000128,1,3056.15,return_and_refund
RFI00000706,RF0000572,OI000011248,SKU0000216,2,4587.82,return_and_refund
RFI00000707,RF0000572,OI000011250,SKU0002456,3,3159.0,return_and_refund
RFI00000708,RF0000573,OI000004236,SKU0000973,1,2323.36,return_and_refund
RFI00000709,RF0000574,OI000019060,SKU0001703,1,2510.33,refund_only
RFI00000710,RF0000575,OI000001140,SKU0000755,1,660.68,return_and_refund
