point_transaction_id,user_id,change_type,point_delta,occurred_at,reference_no
PT00001896,U004971,order_reward,793,2026-07-25 18:24:10,MOCK0003701
PT00001897,U004986,campaign_reward,789,2025-09-22 21:50:54,MOCK0003823
PT00001898,U002103,order_reward,229,2025-07-31 00:53:11,MOCK0006957
PT00001899,U002929,order_reward,346,2026-02-24 16:11:45,MOCK0005623
PT00001900,U002449,expire,-427,2025-05-25 04:12:58,MOCK0004900
PT00001901,U001367,campaign_reward,747,2025-08-02 02:16:34,MOCK0010775
PT00001902,U002631,order_reward,177,2025-12-12 01:45:34,MOCK0007956
PT00001903,U004829,redeem,-245,2026-08-16 04:02:38,MOCK0006099
PT00001904,U003048,campaign_reward,738,2026-04-30 11:42:38,MOCK0005371
PT00001905,U004615,order_reward,494,2025-02-16 04:09:01,MOCK0006151
PT00001906,U004304,redeem,-746,2026-01-28 17:27:03,MOCK0003255
PT00001907,U004769,order_reward,331,2026-06-01 18:41:32,MOCK0007711
PT00001908,U003080,order_reward,728,2026-02-18 22:24:05,MOCK0011923
PT00001909,U004548,order_reward,191,2026-02-12 23:43:30,MOCK0005716
PT00001910,U001572,order_reward,749,2025-01-11 12:16:09,MOCK0005721
PT00001911,U000007,order_reward,215,2026-07-24 12:47:52,MOCK0009508
PT00001912,U003009,refund_deduct,-757,2025-11-09 11:12:28,MOCK0000536
PT00001913,U003606,refund_deduct,-199,2026-05-09 07:33:31,MOCK0001972
PT00001914,U003296,order_reward,64,2025-01-11 06:06:39,MOCK0001729
PT00001915,U000817,order_reward,346,2026-03-13 22:28:05,MOCK0006645
PT00001916,U003241,campaign_reward,6,2025-01-05 23:02:09,MOCK0005858
PT00001917,U000368,order_reward,490,2025-04-04 00:47:56,MOCK0000922
PT00001918,U002586,expire,-148,2025-06-18 11:41:52,MOCK0008072
PT00001919,U004691,order_reward,311,2025-06-02 06:07:11,MOCK0002645
PT00001920,U001799,order_reward,63,2026-05-26 19:46:50,MOCK0009317
PT00001921,U001101,order_reward,304,2025-05-30 13:36:31,MOCK0011471
PT00001922,U004707,campaign_reward,704,2025-06-16 05:31:13,MOCK0008628
PT00001923,U001021,order_reward,341,2025-12-05 02:43:13,MOCK0009928
PT00001924,U001719,order_reward,391,2025-12-28 23:48:48,MOCK0000448
PT00001925,U002848,order_reward,395,2026-05-04 06:37:58,MOCK0003396
PT00001926,U003692,campaign_reward,416,2026-03-09 06:17:00,MOCK0001219
PT00001927,U003480,order_reward,285,2026-05-19 11:02:37,MOCK0002811
PT00001928,U000918,order_reward,303,2025-07-11 13:48:26,MOCK0000761
PT00001929,U000967,order_reward,314,2025-09-21 07:54:43,MOCK0007095
PT00001930,U000252,order_reward,82,2025-07-07 23:09:11,MOCK0001682
PT00001931,U003836,order_reward,7,2026-07-23 09:03:44,MOCK0002881
PT00001932,U002245,campaign_reward,325,2026-03-01 01:59:31,MOCK0009406
PT00001933,U001616,campaign_reward,692,2025-10-25 20:39:38,MOCK0010097
PT00001934,U004551,redeem,-142,2025-12-30 06:38:49,MOCK0006779
PT00001935,U003653,order_reward,253,2026-08-04 16:21:20,MOCK0006486
PT00001936,U004778,campaign_reward,64,2025-06-11 15:40:51,MOCK0010938
PT00001937,U004198,refund_deduct,-597,2025-09-14 20:30:52,MOCK0001646
PT00001938,U002361,order_reward,288,2026-08-16 15:37:06,MOCK0006961
PT00001939,U002978,order_reward,182,2025-04-11 13:48:51,MOCK0002543
PT00001940,U002082,order_reward,247,2025-06-12 19:30:52,MOCK0011120
PT00001941,U000309,campaign_reward,167,2025-05-23 23:34:06,MOCK0007199
PT00001942,U002057,redeem,-779,2026-04-14 22:47:11,MOCK0001040
PT00001943,U002313,order_reward,92,2025-06-26 21:54:02,MOCK0006545
PT00001944,U004517,redeem,-14,2025-11-26 18:08:43,MOCK0011803
PT00001945,U000231,campaign_reward,380,2026-04-21 16:12:32,MOCK0003688
PT00001946,U002697,order_reward,203,2026-05-21 03:56:46,MOCK0011006
PT00001947,U002002,redeem,-786,2025-10-21 16:56:20,MOCK0006954
PT00001948,U003727,campaign_reward,343,2026-06-30 01:22:26,MOCK0007278
PT00001949,U001209,refund_deduct,-495,2025-10-25 17:15:01,MOCK0004802
PT00001950,U002937,order_reward,172,2026-03-06 16:35:09,MOCK0001948
PT00001951,U002110,order_reward,129,2026-06-04 23:10:13,MOCK0011355
PT00001952,U001633,redeem,-423,2026-06-29 03:25:02,MOCK0002914
PT00001953,U004903,order_reward,111,2025-10-25 19:16:38,MOCK0009898
PT00001954,U004184,order_reward,164,2026-04-03 11:00:45,MOCK0004705
PT00001955,U003093,campaign_reward,502,2025-11-14 01:33:09,MOCK0002956
PT00001956,U003294,refund_deduct,-219,2025-10-20 17:05:10,MOCK0004019
PT00001957,U003064,campaign_reward,458,2026-01-07 20:59:23,MOCK0009509
PT00001958,U000122,order_reward,241,2025-10-30 22:09:56,MOCK0003072
PT00001959,U001690,redeem,-448,2026-03-09 21:56:36,MOCK0000142
PT00001960,U004237,order_reward,494,2025-01-16 17:45:37,MOCK0004377
PT00001961,U002996,order_reward,780,2025-02-11 22:20:59,MOCK0004135
PT00001962,U000888,expire,-762,2025-07-05 18:37:14,MOCK0000461
PT00001963,U001142,expire,-576,2025-06-26 13:00:12,MOCK0008076
PT00001964,U000361,order_reward,607,2025-07-14 05:12:59,MOCK0008331
PT00001965,U000670,redeem,-554,2026-06-24 20:07:46,MOCK0004199
PT00001966,U001514,order_reward,88,2026-07-29 02:45:25,MOCK0004354
PT00001967,U001288,order_reward,652,2025-07-26 07:44:34,MOCK0004724
PT00001968,U002604,order_reward,288,2025-08-21 08:08:40,MOCK0011688
PT00001969,U000942,order_reward,372,2025-11-04 08:03:21,MOCK0002273
PT00001970,U000544,campaign_reward,754,2026-07-05 03:49:40,MOCK0001875
PT00001971,U002008,expire,-70,2025-08-15 17:42:31,MOCK0003325
PT00001972,U000760,campaign_reward,291,2025-10-25 20:14:52,MOCK0011019
PT00001973,U001725,order_reward,517,2026-08-13 21:21:32,MOCK0005655
PT00001974,U001796,order_reward,648,2025-07-07 14:22:05,MOCK0007487
PT00001975,U000464,campaign_reward,412,2026-02-03 20:41:00,MOCK0003805
PT00001976,U003298,order_reward,298,2025-03-05 20:18:54,MOCK0008083
PT00001977,U004797,redeem,-383,2025-01-04 03:08:41,MOCK0004859
PT00001978,U002068,order_reward,227,2026-02-21 13:23:24,MOCK0001775
PT00001979,U001240,refund_deduct,-100,2025-02-23 03:07:08,MOCK0009356
PT00001980,U002672,expire,-387,2026-01-08 00:55:56,MOCK0003955
PT00001981,U004331,campaign_reward,555,2026-08-05 09:19:26,MOCK0003901
PT00001982,U004819,redeem,-659,2025-09-16 23:18:48,MOCK0000936
PT00001983,U000172,campaign_reward,394,2025-01-08 17:16:01,MOCK0009017
PT00001984,U004200,order_reward,76,2025-12-24 09:27:19,MOCK0010097
PT00001985,U000139,refund_deduct,-289,2026-08-03 19:32:36,MOCK0011273
PT00001986,U003256,order_reward,679,2026-05-01 17:55:20,MOCK0011858
PT00001987,U001009,redeem,-483,2026-08-09 09:45:40,MOCK0000522
PT00001988,U002761,order_reward,489,2025-01-15 05:38:41,MOCK0006620
PT00001989,U002081,refund_deduct,-145,2026-06-28 22:15:45,MOCK0011843
PT00001990,U000679,order_reward,149,2026-05-28 19:48:12,MOCK0008568
PT00001991,U002455,refund_deduct,-168,2025-10-27 20:13:02,MOCK0007086
PT00001992,U001873,campaign_reward,474,2025-08-13 04:27:28,MOCK0006951
PT00001993,U003029,refund_deduct,-240,2025-03-19 19:37:05,MOCK0005753
PT00001994,U000299,refund_deduct,-733,2025-06-24 14:57:12,MOCK0010195
PT00001995,U002727,order_reward,755,2025-01-24 15:37:06,MOCK0004440
PT00001996,U003158,order_reward,657,2026-05-05 10:49:11,MOCK0007289
PT00001997,U002334,redeem,-450,2025-03-03 04:22:47,MOCK0003334
PT00001998,U001819,order_reward,499,2026-06-05 03:55:22,MOCK0004272
PT00001999,U000316,order_reward,572,2025-05-05 06:06:55,MOCK0007093
PT00002000,U001614,redeem,-362,2025-05-08 03:44:54,MOCK0007302
PT00002001,U000943,order_reward,403,2026-08-08 01:37:09,MOCK0000247
PT00002002,U004908,expire,-233,2025-11-02 06:55:50,MOCK0008548
PT00002003,U000098,order_reward,570,2026-05-10 23:57:05,MOCK0001787
PT00002004,U002409,refund_deduct,-752,2025-09-19 14:54:10,MOCK0008585
PT00002005,U004149,campaign_reward,207,2025-12-21 18:44:04,MOCK0003033
PT00002006,U004111,order_reward,681,2026-04-13 11:42:00,MOCK0011349
PT00002007,U002817,expire,-422,2025-02-25 09:19:37,MOCK0011778
PT00002008,U003377,order_reward,51,2025-06-13 21:08:51,MOCK0011378
PT00002009,U003687,campaign_reward,264,2026-03-20 14:14:58,MOCK0008485
PT00002010,U000318,order_reward,11,2026-01-18 23:12:12,MOCK0010532
PT00002011,U000337,expire,-596,2025-03-16 09:37:27,MOCK0009678
PT00002012,U001808,campaign_reward,159,2026-08-07 10:23:28,MOCK0004705
PT00002013,U004515,order_reward,134,2025-12-28 10:24:01,MOCK0010110
PT00002014,U003144,order_reward,727,2026-01-22 18:49:56,MOCK0011647
PT00002015,U001258,campaign_reward,513,2026-05-27 17:19:53,MOCK0006243
PT00002016,U003460,order_reward,46,2026-03-02 17:03:32,MOCK0001340
PT00002017,U003534,order_reward,146,2025-01-06 16:19:10,MOCK0011474
PT00002018,U004986,refund_deduct,-299,2025-11-02 12:00:40,MOCK0011586
PT00002019,U004024,campaign_reward,176,2026-06-30 04:09:18,MOCK0000093
PT00002020,U004624,expire,-442,2026-02-13 12:14:54,MOCK0002535
PT00002021,U003513,order_reward,337,2025-11-22 04:25:25,MOCK0011895
PT00002022,U000731,order_reward,750,2025-07-15 08:40:11,MOCK0002116
PT00002023,U000761,order_reward,759,2025-12-01 02:39:21,MOCK0009044
PT00002024,U004296,order_reward,667,2025-10-10 12:08:13,MOCK0006219
PT00002025,U002500,order_reward,249,2026-06-18 19:06:40,MOCK0002079
PT00002026,U002225,refund_deduct,-771,2026-02-18 08:45:19,MOCK0009297
PT00002027,U002339,order_reward,527,2026-03-23 15:40:52,MOCK0005957
PT00002028,U002290,order_reward,174,2026-04-22 19:11:42,MOCK0000728
PT00002029,U000630,campaign_reward,396,2025-12-29 21:01:22,MOCK0005752
PT00002030,U004030,order_reward,201,2025-11-14 02:55:01,MOCK0009668
PT00002031,U002039,campaign_reward,739,2025-01-28 14:13:15,MOCK0003344
PT00002032,U002045,order_reward,707,2025-11-26 13:39:04,MOCK0007041
PT00002033,U002184,order_reward,509,2026-06-24 02:10:53,MOCK0000496
PT00002034,U003431,order_reward,513,2026-07-19 07:14:11,MOCK0011764
PT00002035,U000904,order_reward,87,2026-03-15 09:35:23,MOCK0008284
PT00002036,U001087,order_reward,424,2025-11-28 06:02:26,MOCK0009183
PT00002037,U004073,order_reward,485,2026-05-30 13:54:42,MOCK0010026
PT00002038,U000018,order_reward,402,2026-04-16 18:33:03,MOCK0006034
PT00002039,U003422,order_reward,127,2025-09-18 08:34:31,MOCK0011156
PT00002040,U003874,order_reward,274,2026-08-21 21:57:38,MOCK0007011
PT00002041,U003792,order_reward,717,2025-01-19 09:35:38,MOCK0000650
PT00002042,U003443,redeem,-338,2026-02-19 03:32:04,MOCK0007257
PT00002043,U003934,redeem,-249,2025-02-15 19:48:22,MOCK0004741
PT00002044,U001656,campaign_reward,733,2025-09-10 05:02:46,MOCK0001737
PT00002045,U001671,order_reward,252,2025-06-01 10:26:07,MOCK0009163
PT00002046,U002395,order_reward,548,2026-07-04 19:41:58,MOCK0001174
PT00002047,U004049,order_reward,474,2026-04-03 21:31:54,MOCK0000747
PT00002048,U002129,order_reward,656,2025-11-18 19:04:38,MOCK0004928
PT00002049,U004628,redeem,-60,2025-02-21 21:37:42,MOCK0009196
PT00002050,U003790,order_reward,534,2025-06-13 19:13:55,MOCK0007343
PT00002051,U001391,expire,-570,2025-03-12 21:51:35,MOCK0010244
PT00002052,U002981,order_reward,557,2025-07-03 06:09:36,MOCK0010368
PT00002053,U001273,order_reward,496,2026-07-12 12:51:16,MOCK0009501
PT00002054,U002098,redeem,-415,2025-09-22 13:23:47,MOCK0000019
PT00002055,U004856,campaign_reward,356,2025-02-06 17:23:14,MOCK0000022
PT00002056,U001303,campaign_reward,142,2025-10-26 05:04:13,MOCK0002497
PT00002057,U000934,expire,-309,2025-11-26 16:54:42,MOCK0001937
PT00002058,U001763,order_reward,20,2026-08-10 06:07:33,MOCK0006560
PT00002059,U004392,redeem,-753,2025-08-06 14:50:38,MOCK0002597
PT00002060,U000080,refund_deduct,-195,2025-01-26 04:05:32,MOCK0005588
PT00002061,U001443,campaign_reward,449,2026-06-03 17:45:22,MOCK0003787
PT00002062,U001105,campaign_reward,111,2025-10-16 09:37:17,MOCK0002053
PT00002063,U000239,refund_deduct,-269,2025-10-14 17:21:51,MOCK0003926
PT00002064,U004296,campaign_reward,613,2025-10-29 18:28:14,MOCK0002017
PT00002065,U003479,redeem,-780,2025-08-19 22:16:00,MOCK0010122
PT00002066,U000266,refund_deduct,-422,2025-09-15 04:34:30,MOCK0006492
PT00002067,U000602,order_reward,774,2026-03-16 16:53:16,MOCK0010117
PT00002068,U001618,redeem,-405,2025-12-16 16:23:20,MOCK0001322
PT00002069,U000932,order_reward,5,2026-04-16 17:30:46,MOCK0003629
PT00002070,U003026,order_reward,552,2026-03-05 00:04:33,MOCK0005069
PT00002071,U000257,redeem,-303,2025-09-27 17:59:24,MOCK0000030
PT00002072,U002846,order_reward,741,2026-02-03 23:56:31,MOCK0004010
PT00002073,U002235,order_reward,691,2025-03-04 12:16:51,MOCK0000622
PT00002074,U001949,order_reward,229,2026-03-31 20:58:17,MOCK0008983
PT00002075,U003144,redeem,-356,2025-08-27 11:33:29,MOCK0011729
PT00002076,U002852,campaign_reward,427,2025-01-25 17:36:36,MOCK0009560
PT00002077,U001180,campaign_reward,138,2025-08-03 12:58:56,MOCK0004370
PT00002078,U004684,redeem,-475,2025-09-11 13:03:39,MOCK0001425
PT00002079,U001620,expire,-212,2026-06-09 22:26:59,MOCK0009648
PT00002080,U004174,order_reward,143,2025-03-17 16:37:07,MOCK0009175
PT00002081,U000085,order_reward,796,2026-02-22 17:37:51,MOCK0010687
PT00002082,U000007,campaign_reward,120,2025-12-27 19:14:45,MOCK0000068
PT00002083,U000315,expire,-407,2026-02-22 18:58:20,MOCK0002151
PT00002084,U002741,refund_deduct,-384,2025-12-10 20:46:07,MOCK0001373
PT00002085,U003247,order_reward,447,2025-02-25 10:03:18,MOCK0001009
PT00002086,U003181,order_reward,494,2025-01-09 01:47:46,MOCK0011604
PT00002087,U000730,campaign_reward,135,2026-08-22 15:52:40,MOCK0006240
PT00002088,U004325,order_reward,145,2026-04-01 14:19:45,MOCK0003511
PT00002089,U004897,expire,-592,2025-01-14 15:49:20,MOCK0008883
PT00002090,U000702,order_reward,724,2025-11-12 05:02:43,MOCK0009773
PT00002091,U003174,expire,-381,2026-05-14 18:44:06,MOCK0000021
PT00002092,U000138,order_reward,271,2026-01-18 11:28:39,MOCK0008047
PT00002093,U003150,order_reward,324,2025-06-10 20:48:03,MOCK0003055
PT00002094,U001575,campaign_reward,787,2025-09-23 22:45:23,MOCK0010170
PT00002095,U003450,order_reward,37,2026-06-18 09:24:26,MOCK0002143
PT00002096,U000085,expire,-154,2026-04-03 11:59:50,MOCK0004256
PT00002097,U001419,order_reward,487,2026-02-26 12:01:01,MOCK0008933
PT00002098,U001954,campaign_reward,798,2026-06-18 07:59:54,MOCK0002266
PT00002099,U002143,order_reward,305,2025-07-15 01:05:54,MOCK0006287
PT00002100,U003946,redeem,-758,2025-02-15 21:10:24,MOCK0009753
PT00002101,U002458,campaign_reward,140,2025-11-18 23:05:25,MOCK0008316
PT00002102,U004471,redeem,-654,2025-04-06 02:50:57,MOCK0004351
PT00002103,U001181,order_reward,771,2025-04-05 03:19:02,MOCK0010576
PT00002104,U000702,campaign_reward,298,2026-03-07 06:35:31,MOCK0004061
PT00002105,U000657,redeem,-200,2025-06-20 20:38:57,MOCK0001837
PT00002106,U000437,order_reward,372,2025-12-01 23:18:28,MOCK0009737
PT00002107,U004418,order_reward,279,2026-08-15 12:26:58,MOCK0003761
PT00002108,U004720,order_reward,204,2025-09-29 03:37:40,MOCK0002503
PT00002109,U001710,expire,-212,2025-12-14 18:43:04,MOCK0006139
PT00002110,U003930,expire,-252,2026-03-05 06:24:17,MOCK0000694
PT00002111,U003395,expire,-467,2026-01-05 23:49:26,MOCK0007125
PT00002112,U003933,order_reward,538,2026-05-22 16:41:47,MOCK0007522
PT00002113,U004376,redeem,-551,2025-11-04 00:17:46,MOCK0007351
PT00002114,U000883,redeem,-186,2026-08-14 07:14:53,MOCK0011765
PT00002115,U002029,campaign_reward,532,2025-08-05 22:17:46,MOCK0006183
PT00002116,U003740,order_reward,31,2026-03-16 00:15:52,MOCK0001883
PT00002117,U001361,order_reward,627,2025-06-05 16:54:54,MOCK0000842
PT00002118,U002347,campaign_reward,361,2025-11-10 05:38:08,MOCK0009860
PT00002119,U002766,order_reward,23,2025-12-06 09:09:23,MOCK0006633
PT00002120,U004067,expire,-611,2025-09-20 09:16:28,MOCK0003170
PT00002121,U003690,redeem,-354,2026-02-07 19:19:49,MOCK0008621
PT00002122,U001858,order_reward,673,2025-06-02 00:16:31,MOCK0007902
PT00002123,U001317,order_reward,276,2025-01-31 10:29:51,MOCK0009887
PT00002124,U000579,order_reward,629,2026-04-03 21:43:58,MOCK0006387
PT00002125,U003203,campaign_reward,763,2026-08-20 18:24:54,MOCK0002745
PT00002126,U002564,redeem,-216,2025-12-03 10:50:43,MOCK0009314
PT00002127,U003490,order_reward,644,2025-04-01 07:22:25,MOCK0005213
PT00002128,U000832,order_reward,25,2026-05-12 13:59:49,MOCK0004744
PT00002129,U001837,redeem,-774,2025-03-01 06:53:57,MOCK0010646
PT00002130,U000308,redeem,-535,2025-03-07 08:31:59,MOCK0006032
PT00002131,U001357,expire,-411,2025-04-27 16:05:47,MOCK0001760
PT00002132,U004186,expire,-600,2025-01-11 14:18:34,MOCK0000570
PT00002133,U000878,order_reward,480,2026-03-24 06:33:58,MOCK0005026
PT00002134,U003502,redeem,-375,2025-03-08 02:43:51,MOCK0006558
PT00002135,U000883,campaign_reward,394,2026-02-26 03:12:14,MOCK0000693
PT00002136,U003577,campaign_reward,365,2025-01-16 16:59:22,MOCK0003849
PT00002137,U001801,order_reward,517,2026-02-16 23:46:07,MOCK0003307
PT00002138,U000703,refund_deduct,-455,2026-01-16 18:45:52,MOCK0002043
PT00002139,U004773,expire,-358,2025-05-30 12:56:56,MOCK0008168
PT00002140,U001186,campaign_reward,107,2026-03-24 05:21:17,MOCK0002859
PT00002141,U001787,order_reward,484,2025-07-20 19:48:50,MOCK0005602
PT00002142,U004406,campaign_reward,217,2025-11-01 08:54:15,MOCK0007607
PT00002143,U001752,expire,-643,2025-11-06 16:37:39,MOCK0005272
PT00002144,U004877,order_reward,228,2025-05-03 04:01:43,MOCK0010412
PT00002145,U004829,redeem,-624,2026-05-28 07:09:22,MOCK0010802
PT00002146,U000420,order_reward,376,2025-10-18 03:10:07,MOCK0010073
PT00002147,U003308,order_reward,12,2025-05-29 22:07:02,MOCK0011240
PT00002148,U003938,order_reward,712,2026-05-31 04:34:26,MOCK0001150
PT00002149,U004037,order_reward,708,2026-08-09 13:11:40,MOCK0003785
PT00002150,U002288,redeem,-591,2026-02-07 19:32:09,MOCK0005440
PT00002151,U000031,refund_deduct,-631,2026-08-10 23:10:40,MOCK0008489
PT00002152,U001398,expire,-363,2025-08-28 12:32:12,MOCK0007467
PT00002153,U000027,expire,-130,2026-07-09 02:54:29,MOCK0008792
PT00002154,U000599,redeem,-146,2025-03-21 20:11:47,MOCK0005670
PT00002155,U001278,order_reward,162,2025-03-12 11:33:33,MOCK0004772
PT00002156,U004537,redeem,-17,2026-05-19 01:11:51,MOCK0004476
PT00002157,U002309,order_reward,183,2025-10-16 08:21:27,MOCK0010248
PT00002158,U000799,order_reward,394,2025-02-06 11:25:12,MOCK0004229
PT00002159,U001154,order_reward,413,2026-03-05 15:16:28,MOCK0009028
PT00002160,U002659,refund_deduct,-587,2025-09-12 15:40:33,MOCK0003952
PT00002161,U004039,order_reward,527,2026-04-27 12:27:09,MOCK0008749
PT00002162,U000195,redeem,-664,2025-12-21 02:54:25,MOCK0008935
PT00002163,U002020,campaign_reward,435,2025-11-11 21:33:57,MOCK0005815
PT00002164,U002118,campaign_reward,620,2025-07-12 16:04:19,MOCK0002788
PT00002165,U004117,redeem,-707,2026-05-31 17:06:38,MOCK0002798
PT00002166,U002333,order_reward,198,2026-06-06 13:46:56,MOCK0009556
PT00002167,U003119,redeem,-174,2025-10-04 03:23:01,MOCK0005273
PT00002168,U000427,order_reward,113,2026-07-28 05:31:22,MOCK0003480
PT00002169,U000067,order_reward,124,2026-05-07 23:51:36,MOCK0005066
PT00002170,U004799,order_reward,140,2026-04-30 14:26:26,MOCK0003753
PT00002171,U000757,order_reward,314,2025-11-26 14:27:30,MOCK0007009
PT00002172,U001079,campaign_reward,404,2025-08-01 04:43:29,MOCK0001223
PT00002173,U000494,order_reward,47,2025-04-10 13:59:46,MOCK0009256
PT00002174,U002435,order_reward,278,2025-11-29 18:36:14,MOCK0008792
PT00002175,U003214,redeem,-320,2025-06-29 13:39:43,MOCK0009050
PT00002176,U004670,campaign_reward,238,2025-06-28 16:54:36,MOCK0011785
PT00002177,U001060,expire,-767,2025-12-12 18:51:12,MOCK0000394
PT00002178,U003532,order_reward,6,2025-07-26 23:02:50,MOCK0003988
PT00002179,U003869,order_reward,510,2026-05-20 04:29:00,MOCK0001163
PT00002180,U004433,expire,-152,2025-01-10 09:42:00,MOCK0010948
PT00002181,U004269,expire,-346,2025-05-28 22:00:15,MOCK0008695
PT00002182,U001708,campaign_reward,81,2026-06-25 23:49:54,MOCK0004484
PT00002183,U003341,campaign_reward,65,2025-07-20 23:07:15,MOCK0001379
PT00002184,U002443,order_reward,708,2025-12-20 03:57:11,MOCK0011132
PT00002185,U002274,order_reward,779,2026-07-18 10:16:17,MOCK0008023
PT00002186,U004463,order_reward,273,2025-05-13 08:12:48,MOCK0006616
PT00002187,U003848,redeem,-212,2025-09-03 02:09:24,MOCK0002212
PT00002188,U002007,redeem,-391,2025-03-23 21:19:11,MOCK0002623
PT00002189,U003159,refund_deduct,-648,2025-01-29 16:49:41,MOCK0009987
PT00002190,U001511,order_reward,10,2025-07-31 11:50:26,MOCK0003328
PT00002191,U004965,order_reward,73,2025-12-17 03:06:03,MOCK0005871
PT00002192,U000751,order_reward,430,2026-08-11 14:47:49,MOCK0002332
PT00002193,U000563,order_reward,668,2026-04-16 07:30:13,MOCK0004765
PT00002194,U001940,campaign_reward,338,2025-05-10 03:04:59,MOCK0011478
PT00002195,U000759,redeem,-314,2025-08-13 20:23:28,MOCK0003727
PT00002196,U004437,order_reward,295,2025-03-17 05:50:15,MOCK0009425
PT00002197,U002383,order_reward,535,2025-03-19 21:15:09,MOCK0008573
PT00002198,U004340,order_reward,125,2026-05-29 10:46:51,MOCK0008298
PT00002199,U001240,order_reward,271,2026-02-15 03:03:40,MOCK0005278
PT00002200,U004442,campaign_reward,627,2025-09-18 06:52:09,MOCK0009135
PT00002201,U002317,order_reward,540,2025-09-24 03:51:02,MOCK0005070
PT00002202,U001075,expire,-580,2026-07-14 15:56:30,MOCK0005807
PT00002203,U002537,expire,-473,2025-02-21 20:18:58,MOCK0004063
PT00002204,U003700,redeem,-650,2025-09-19 16:24:52,MOCK0003570
PT00002205,U004768,refund_deduct,-450,2025-04-19 21:25:51,MOCK0001294
PT00002206,U001730,order_reward,182,2026-02-07 00:45:32,MOCK0005883
PT00002207,U004398,expire,-670,2025-04-05 16:53:57,MOCK0002603
PT00002208,U000220,refund_deduct,-567,2026-05-30 08:37:45,MOCK0009234
PT00002209,U003377,order_reward,107,2025-05-09 14:19:20,MOCK0005307
PT00002210,U000474,expire,-617,2025-10-29 07:05:45,MOCK0010567
PT00002211,U004024,expire,-449,2025-04-05 16:27:59,MOCK0011160
PT00002212,U000675,refund_deduct,-143,2026-03-31 04:14:05,MOCK0000312
PT00002213,U000467,order_reward,203,2026-02-11 23:01:41,MOCK0011594
PT00002214,U001190,redeem,-771,2025-08-04 13:42:17,MOCK0001481
PT00002215,U004035,campaign_reward,637,2025-11-23 02:01:15,MOCK0010386
PT00002216,U003041,order_reward,396,2026-01-27 19:20:00,MOCK0002875
PT00002217,U002441,campaign_reward,533,2026-07-03 19:31:04,MOCK0000406
PT00002218,U004187,expire,-47,2025-01-24 13:00:26,MOCK0008521
PT00002219,U001142,redeem,-671,2026-06-25 16:11:59,MOCK0003106
PT00002220,U004433,order_reward,392,2025-12-15 06:12:46,MOCK0007807
PT00002221,U000988,redeem,-154,2026-04-16 08:33:12,MOCK0005561
PT00002222,U001763,campaign_reward,273,2025-02-12 15:12:37,MOCK0010019
PT00002223,U004028,order_reward,165,2025-07-09 15:53:08,MOCK0000263
PT00002224,U002836,order_reward,671,2025-08-05 05:53:49,MOCK0005501
PT00002225,U002190,order_reward,68,2025-11-28 08:54:10,MOCK0004760
PT00002226,U004740,order_reward,581,2026-05-28 17:43:24,MOCK0000568
PT00002227,U000490,order_reward,81,2026-05-28 11:35:13,MOCK0006920
PT00002228,U000450,campaign_reward,796,2026-05-25 12:57:52,MOCK0002339
PT00002229,U001697,order_reward,381,2025-01-20 09:28:11,MOCK0005328
PT00002230,U002704,campaign_reward,371,2025-04-20 10:03:10,MOCK0005926
PT00002231,U001117,campaign_reward,696,2025-04-20 10:03:00,MOCK0011771
PT00002232,U000789,order_reward,368,2026-08-04 12:03:40,MOCK0006787
PT00002233,U004343,refund_deduct,-186,2026-07-22 14:37:21,MOCK0008859
PT00002234,U002232,order_reward,611,2025-11-25 09:17:29,MOCK0009984
PT00002235,U002132,order_reward,36,2025-01-28 12:59:49,MOCK0007674
PT00002236,U002049,order_reward,403,2026-03-09 09:49:08,MOCK0006141
PT00002237,U001967,order_reward,292,2025-11-03 16:04:30,MOCK0005267
PT00002238,U003567,order_reward,662,2026-03-27 09:19:45,MOCK0004604
PT00002239,U001886,campaign_reward,697,2025-05-17 15:26:14,MOCK0000349
PT00002240,U001218,order_reward,323,2025-02-14 04:18:31,MOCK0010724
PT00002241,U002846,order_reward,792,2026-07-23 07:14:19,MOCK0009650
PT00002242,U002290,order_reward,463,2025-04-23 06:24:47,MOCK0003777
PT00002243,U002530,campaign_reward,466,2026-08-03 11:08:37,MOCK0007063
PT00002244,U004688,expire,-508,2025-04-12 04:03:31,MOCK0009890
PT00002245,U000928,redeem,-726,2025-11-13 22:21:42,MOCK0010744
PT00002246,U003888,order_reward,613,2026-01-27 08:02:45,MOCK0003557
PT00002247,U000164,order_reward,742,2026-02-27 16:37:07,MOCK0004782
PT00002248,U002459,order_reward,134,2025-01-02 16:00:52,MOCK0005859
PT00002249,U004243,order_reward,492,2025-03-10 09:26:34,MOCK0008240
PT00002250,U001173,redeem,-570,2026-06-11 08:14:33,MOCK0000001
PT00002251,U002341,order_reward,24,2025-10-18 19:50:40,MOCK0009317
PT00002252,U003894,redeem,-87,2025-09-29 23:47:51,MOCK0002123
PT00002253,U000353,campaign_reward,7,2025-04-03 07:08:17,MOCK0005268
PT00002254,U001669,order_reward,370,2026-03-07 10:30:39,MOCK0001090
PT00002255,U001727,order_reward,710,2025-12-17 07:26:24,MOCK0002600
PT00002256,U003151,expire,-722,2025-06-19 10:45:13,MOCK0008250
PT00002257,U003738,redeem,-121,2025-10-24 02:14:26,MOCK0006577
PT00002258,U004079,order_reward,365,2025-03-12 08:34:43,MOCK0009867
