order_item_id,order_id,product_id,sku_id,quantity,unit_price,discount_amount,paid_amount,cost_amount
OI000005766,O00003418,P001222,SKU0002443,2,723.16,97.82,1348.5,972.12
OI000005767,O00003418,P001382,SKU0002764,1,1439.47,130.85,1308.62,847.02
OI000005768,O00003419,P001412,SKU0002824,1,3369.04,243.93,3125.11,1962.01
OI000005769,O00003419,P000372,SKU0000743,2,1555.61,268.09,2843.13,1956.56
OI000005770,O00003419,P001012,SKU0002023,1,586.27,54.78,531.49,312.16
OI000005771,O00003420,P000988,SKU0001975,2,471.38,154.84,787.92,529.38
OI000005772,O00003421,P001029,SKU0002057,2,1393.51,67.43,2719.59,1520.16
OI000005773,O00003422,P000537,SKU0001073,2,100.31,0.2,200.42,103.3
OI000005774,O00003422,P000057,SKU0000114,1,394.0,33.93,360.07,198.25
OI000005775,O00003423,P001292,SKU0002584,2,2111.11,573.29,3648.93,2946.68
OI000005776,O00003424,P000282,SKU0000563,1,2458.71,281.9,2176.81,1343.31
OI000005777,O00003424,P000922,SKU0001844,1,1526.54,166.0,1360.54,1078.16
OI000005778,O00003425,P000046,SKU0000091,1,2227.84,138.36,2089.48,1651.48
OI000005779,O00003425,P000926,SKU0001851,1,1555.42,79.09,1476.33,855.69
OI000005780,O00003425,P001326,SKU0002651,2,2223.65,476.08,3971.22,3149.98
OI000005781,O00003426,P000569,SKU0001138,4,684.69,296.57,2442.19,1629.48
OI000005782,O00003427,P000677,SKU0001353,1,2270.14,312.33,1957.81,1638.69
OI000005783,O00003427,P000997,SKU0001993,1,1032.65,154.6,878.05,799.64
OI000005784,O00003428,P001384,SKU0002767,3,809.9,390.71,2038.99,1842.9
OI000005785,O00003429,P000321,SKU0000642,1,1438.14,251.24,1186.9,821.85
OI000005786,O00003429,P000801,SKU0001601,1,323.35,19.6,303.75,241.84
OI000005787,O00003430,P000852,SKU0001703,2,2914.34,173.02,5655.66,3956.32
OI000005788,O00003430,P000852,SKU0001704,1,2769.29,68.59,2700.7,1719.61
OI000005789,O00003430,P001492,SKU0002984,1,304.6,20.27,284.33,149.21
OI000005790,O00003430,P000372,SKU0000744,1,1562.05,127.44,1434.61,1249.92
OI000005791,O00003431,P000717,SKU0001434,1,2202.72,250.72,1952.0,1489.8
OI000005792,O00003432,P000875,SKU0001750,2,429.4,77.84,780.96,690.82
OI000005793,O00003432,P000395,SKU0000790,2,3174.06,1109.57,5238.55,4948.92
OI000005794,O00003433,P001448,SKU0002895,3,2885.35,204.91,8451.14,6126.27
OI000005795,O00003434,P000745,SKU0001489,1,2676.47,456.96,2219.51,1325.46
OI000005796,O00003435,P000176,SKU0000351,1,955.02,126.32,828.7,569.13
OI000005797,O00003436,P000689,SKU0001377,3,2927.71,1111.57,7671.56,6571.53
OI000005798,O00003436,P000369,SKU0000737,1,2094.83,177.44,1917.39,1199.88
OI000005799,O00003436,P001489,SKU0002978,1,879.39,124.76,754.63,701.04
OI000005800,O00003437,P001337,SKU0002673,1,1634.65,284.1,1350.55,890.56
OI000005801,O00003438,P001354,SKU0002707,2,2454.7,399.25,4510.15,3511.52
OI000005802,O00003439,P000585,SKU0001169,3,173.97,47.58,474.33,312.57
OI000005803,O00003439,P000265,SKU0000530,1,2877.11,477.87,2399.24,1512.57
OI000005804,O00003440,P000224,SKU0000448,1,1989.13,110.75,1878.38,1211.34
OI000005805,O00003440,P001424,SKU0002848,1,2903.79,41.57,2862.22,1873.05
OI000005806,O00003440,P001104,SKU0002207,1,941.28,8.59,932.69,716.26
OI000005807,O00003440,P000064,SKU0000128,1,3261.64,67.72,3193.92,2166.96
OI000005808,O00003441,P001115,SKU0002229,1,1283.68,179.75,1103.93,845.26
OI000005809,O00003441,P000635,SKU0001270,1,2796.28,23.84,2772.44,1520.39
OI000005810,O00003441,P000875,SKU0001749,1,496.99,23.2,473.79,344.02
OI000005811,O00003441,P000635,SKU0001269,1,2889.08,220.11,2668.97,1853.95
OI000005812,O00003442,P001035,SKU0002070,1,3177.5,489.42,2688.08,2174.03
OI000005813,O00003442,P001195,SKU0002390,1,1134.95,105.66,1029.29,798.8
OI000005814,O00003442,P000875,SKU0001749,4,509.8,251.8,1787.4,1376.08
OI000005815,O00003443,P000199,SKU0000398,2,1663.93,1.07,3326.79,2409.82
OI000005816,O00003443,P000039,SKU0000078,3,445.5,141.26,1195.24,811.5
OI000005817,O00003444,P000947,SKU0001894,1,1998.03,218.09,1779.94,1054.0
OI000005818,O00003444,P000627,SKU0001253,2,1122.13,0.53,2243.73,1737.56
OI000005819,O00003445,P000381,SKU0000761,1,2594.8,206.75,2388.05,1352.79
OI000005820,O00003445,P000461,SKU0000922,1,349.4,39.33,310.07,193.87
OI000005821,O00003445,P000141,SKU0000281,2,467.75,145.48,790.02,576.28
OI000005822,O00003446,P000428,SKU0000855,1,1582.19,175.01,1407.18,1188.75
OI000005823,O00003446,P000028,SKU0000056,1,2390.25,361.8,2028.45,1189.96
OI000005824,O00003447,P001097,SKU0002193,3,2344.52,560.06,6473.5,5279.67
OI000005825,O00003448,P001033,SKU0002066,1,2676.87,129.77,2547.1,1996.17
OI000005826,O00003448,P001193,SKU0002385,1,1428.17,46.83,1381.34,921.25
OI000005827,O00003449,P000145,SKU0000290,1,1798.63,47.61,1751.02,868.25
OI000005828,O00003449,P000145,SKU0000290,1,1774.39,316.91,1457.48,868.25
OI000005829,O00003450,P000143,SKU0000285,1,1137.78,193.89,943.89,646.79
OI000005830,O00003451,P000233,SKU0000465,1,2677.14,363.17,2313.97,1806.41
OI000005831,O00003451,P000713,SKU0001425,1,698.22,34.96,663.26,475.31
OI000005832,O00003452,P000321,SKU0000641,1,1363.96,130.76,1233.2,657.48
OI000005833,O00003453,P000400,SKU0000799,4,866.55,572.68,2893.52,2343.36
OI000005834,O00003454,P000718,SKU0001436,1,2741.15,154.83,2586.32,1851.08
OI000005835,O00003454,P000958,SKU0001915,1,2555.55,314.35,2241.2,1382.02
OI000005836,O00003454,P000238,SKU0000476,1,2310.21,154.28,2155.93,1761.56
OI000005837,O00003454,P001438,SKU0002875,2,1202.28,84.6,2319.96,1535.26
OI000005838,O00003455,P000759,SKU0001517,4,1423.39,526.96,5166.6,3401.36
OI000005839,O00003455,P000599,SKU0001198,2,1724.67,578.63,2870.71,1941.4
OI000005840,O00003456,P000794,SKU0001587,1,1899.51,104.16,1795.35,1369.7
OI000005841,O00003456,P000394,SKU0000788,1,1121.21,119.43,1001.78,592.72
OI000005842,O00003457,P000088,SKU0000175,2,2611.46,330.35,4892.57,2875.1
OI000005843,O00003458,P000137,SKU0000273,1,1397.04,75.12,1321.92,1053.66
OI000005844,O00003458,P000937,SKU0001874,1,622.31,68.45,553.86,350.92
OI000005845,O00003458,P001177,SKU0002354,1,627.48,82.64,544.84,510.19
OI000005846,O00003459,P001349,SKU0002697,1,1091.36,165.04,926.32,630.82
OI000005847,O00003460,P000284,SKU0000567,1,2262.96,374.29,1888.67,1698.49
OI000005848,O00003461,P000965,SKU0001930,2,1439.88,246.95,2632.81,1973.76
OI000005849,O00003462,P001383,SKU0002766,2,2247.58,448.75,4046.41,2212.54
OI000005850,O00003463,P000797,SKU0001593,2,262.43,2.32,522.54,310.28
OI000005851,O00003464,P000069,SKU0000138,1,2561.31,267.53,2293.78,1620.61
OI000005852,O00003464,P000389,SKU0000777,3,361.49,77.95,1006.52,723.63
OI000005853,O00003464,P001189,SKU0002377,1,1283.35,110.13,1173.22,715.51
OI000005854,O00003465,P001297,SKU0002593,2,2661.74,113.28,5210.2,3185.88
OI000005855,O00003465,P001217,SKU0002433,2,167.41,16.31,318.51,264.62
OI000005856,O00003466,P000332,SKU0000664,2,500.15,79.96,920.34,802.88
OI000005857,O00003467,P001053,SKU0002106,1,262.29,14.57,247.72,129.53
OI000005858,O00003467,P001133,SKU0002266,1,1142.62,108.42,1034.2,585.56
OI000005859,O00003467,P001053,SKU0002106,1,264.26,21.57,242.69,129.53
OI000005860,O00003468,P001237,SKU0002473,1,1789.33,314.37,1474.96,1051.77
OI000005861,O00003469,P001336,SKU0002672,1,2724.86,485.63,2239.23,2044.83
OI000005862,O00003469,P000776,SKU0001552,1,2544.72,356.55,2188.17,1299.83
OI000005863,O00003470,P000231,SKU0000462,1,709.35,125.76,583.59,429.14
OI000005864,O00003471,P001030,SKU0002060,1,2283.14,132.23,2150.91,1425.62
OI000005865,O00003472,P000732,SKU0001464,1,2419.27,226.08,2193.19,1496.53
OI000005866,O00003473,P000469,SKU0000938,1,1512.04,230.75,1281.29,1072.41
OI000005867,O00003474,P001476,SKU0002952,2,441.95,109.85,774.05,683.0
OI000005868,O00003475,P000313,SKU0000625,1,2643.9,86.24,2557.66,1296.83
OI000005869,O00003476,P000574,SKU0001148,2,3076.74,639.66,5513.82,3843.52
OI000005870,O00003476,P000654,SKU0001307,1,2067.63,341.99,1725.64,1057.92
OI000005871,O00003477,P001257,SKU0002514,1,1637.63,221.11,1416.52,1054.38
OI000005872,O00003477,P001257,SKU0002513,1,1762.93,4.68,1758.25,1361.35
OI000005873,O00003477,P000457,SKU0000914,1,273.77,13.31,260.46,145.78
OI000005874,O00003478,P000642,SKU0001283,1,2487.44,98.7,2388.74,1862.43
OI000005875,O00003479,P001205,SKU0002410,3,705.19,68.01,2047.56,1053.12
OI000005876,O00003480,P000152,SKU0000303,1,1349.48,148.79,1200.69,915.83
OI000005877,O00003481,P001195,SKU0002389,2,1162.39,157.09,2167.69,1297.76
OI000005878,O00003482,P001236,SKU0002471,1,1530.7,250.78,1279.92,736.06
OI000005879,O00003483,P001155,SKU0002309,1,2060.41,37.12,2023.29,1048.11
OI000005880,O00003483,P001315,SKU0002630,1,402.67,43.1,359.57,287.88
OI000005881,O00003484,P000849,SKU0001698,1,446.37,54.48,391.89,305.29
OI000005882,O00003484,P001089,SKU0002178,1,971.0,51.89,919.11,569.38
OI000005883,O00003485,P000100,SKU0000200,2,1522.12,459.12,2585.12,2227.52
OI000005884,O00003485,P001140,SKU0002279,1,2355.08,172.42,2182.66,1354.22
OI000005885,O00003486,P000171,SKU0000342,1,1891.06,335.28,1555.78,1393.44
OI000005886,O00003487,P001060,SKU0002119,1,2218.95,60.21,2158.74,1391.18
OI000005887,O00003487,P000740,SKU0001479,1,30.37,1.48,28.89,15.52
OI000005888,O00003488,P001325,SKU0002649,1,2578.77,414.22,2164.55,1502.79
OI000005889,O00003488,P000525,SKU0001049,1,2337.37,157.23,2180.14,1618.16
OI000005890,O00003489,P001193,SKU0002385,1,1510.63,160.22,1350.41,921.25
OI000005891,O00003490,P000663,SKU0001325,1,44.2,6.5,37.7,25.62
OI000005892,O00003491,P001013,SKU0002026,1,2332.54,326.0,2006.54,1737.3
OI000005893,O00003492,P000303,SKU0000605,1,564.9,100.27,464.63,328.96
OI000005894,O00003492,P001343,SKU0002686,1,24.13,1.47,22.66,14.55
OI000005895,O00003493,P000056,SKU0000111,1,1552.88,96.29,1456.59,768.98
OI000005896,O00003493,P000696,SKU0001391,1,109.68,2.72,106.96,78.03
OI000005897,O00003494,P000733,SKU0001465,1,44.02,0.56,43.46,22.95
OI000005898,O00003494,P000493,SKU0000985,1,1755.41,181.97,1573.44,1315.31
OI000005899,O00003495,P001382,SKU0002763,1,1811.94,113.28,1698.66,1284.06
OI000005900,O00003496,P000008,SKU0000015,1,3444.22,10.0,3434.22,2379.1
OI000005901,O00003496,P000008,SKU0000016,1,2946.26,517.6,2428.66,1914.63
OI000005902,O00003497,P001054,SKU0002107,2,411.09,16.42,805.76,541.42
OI000005903,O00003497,P001294,SKU0002587,1,74.38,4.17,70.21,53.91
OI000005904,O00003498,P000409,SKU0000817,1,2343.87,418.22,1925.65,1829.73
OI000005905,O00003499,P001103,SKU0002206,1,846.22,143.73,702.49,517.98
OI000005906,O00003499,P000783,SKU0001565,1,2684.4,134.27,2550.13,1646.91
OI000005907,O00003500,P000235,SKU0000470,1,516.96,91.35,425.61,383.3
OI000005908,O00003500,P000635,SKU0001269,1,3008.85,101.71,2907.14,1853.95
OI000005909,O00003501,P000492,SKU0000984,1,2618.28,32.72,2585.56,1489.83
OI000005910,O00003501,P000172,SKU0000343,1,1502.68,75.45,1427.23,1193.6
OI000005911,O00003501,P001132,SKU0002263,1,1007.21,92.07,915.14,720.18
OI000005912,O00003502,P001364,SKU0002727,1,573.58,82.78,490.8,284.37
OI000005913,O00003502,P000324,SKU0000648,1,1686.0,129.4,1556.6,1017.15
OI000005914,O00003503,P001307,SKU0002613,1,1272.83,215.97,1056.86,660.86
OI000005915,O00003504,P001234,SKU0002468,1,1543.89,77.94,1465.95,1052.17
OI000005916,O00003505,P000494,SKU0000987,2,1171.77,142.17,2201.37,1420.84
OI000005917,O00003505,P001294,SKU0002587,1,73.72,5.16,68.56,53.91
OI000005918,O00003505,P000414,SKU0000828,1,1454.94,141.95,1312.99,992.81
OI000005919,O00003505,P000254,SKU0000507,1,2490.81,389.95,2100.86,1728.28
OI000005920,O00003506,P001283,SKU0002565,4,2833.44,1514.98,9818.78,8481.0
OI000005921,O00003506,P000963,SKU0001925,1,2458.76,74.51,2384.25,1903.41
OI000005922,O00003507,P000795,SKU0001590,1,428.32,10.21,418.11,276.4
OI000005923,O00003508,P000044,SKU0000087,1,2933.48,91.95,2841.53,1522.73
OI000005924,O00003509,P001098,SKU0002196,4,3022.26,1180.46,10908.58,7234.44
OI000005925,O00003510,P000353,SKU0000705,1,871.1,63.62,807.48,478.8
OI000005926,O00003510,P000033,SKU0000065,1,387.97,59.6,328.37,208.91
OI000005927,O00003511,P000673,SKU0001346,1,2544.12,407.53,2136.59,1844.81
OI000005928,O00003511,P000593,SKU0001186,1,3298.41,176.5,3121.91,2149.8
OI000005929,O00003511,P001233,SKU0002466,1,85.66,10.47,75.19,47.45
OI000005930,O00003512,P000952,SKU0001904,1,1365.02,86.87,1278.15,767.46
OI000005931,O00003513,P001165,SKU0002329,1,1423.51,16.31,1407.2,879.46
OI000005932,O00003513,P000045,SKU0000090,1,747.1,114.99,632.11,562.02
OI000005933,O00003514,P000183,SKU0000365,1,2971.13,267.08,2704.05,1576.48
OI000005934,O00003515,P001093,SKU0002186,3,2466.82,627.04,6773.42,4480.44
OI000005935,O00003515,P000053,SKU0000106,1,2159.96,147.01,2012.95,1130.5
OI000005936,O00003515,P000613,SKU0001226,1,1089.18,61.66,1027.52,562.09
OI000005937,O00003516,P001032,SKU0002064,2,1377.07,377.66,2376.48,1496.08
OI000005938,O00003517,P000441,SKU0000882,1,1093.59,77.1,1016.49,573.83
OI000005939,O00003517,P000281,SKU0000561,1,2556.95,212.71,2344.24,2033.16
OI000005940,O00003518,P000802,SKU0001603,1,2069.72,291.98,1777.74,1452.69
OI000005941,O00003519,P001311,SKU0002621,2,188.77,10.96,366.58,214.94
OI000005942,O00003519,P000911,SKU0001822,3,119.75,30.18,329.07,217.2
OI000005943,O00003520,P001401,SKU0002801,3,2139.93,132.79,6287.0,3490.8
OI000005944,O00003521,P000077,SKU0000153,1,2595.3,408.92,2186.38,1317.53
OI000005945,O00003522,P000009,SKU0000018,1,2290.36,123.43,2166.93,1475.12
OI000005946,O00003522,P001129,SKU0002257,4,970.99,154.57,3729.39,2239.0
OI000005947,O00003522,P001449,SKU0002897,1,2373.15,223.47,2149.68,1404.16
OI000005948,O00003523,P001493,SKU0002986,1,828.51,146.28,682.23,539.97
OI000005949,O00003524,P000021,SKU0000042,1,1585.45,8.78,1576.67,990.09
OI000005950,O00003524,P000741,SKU0001481,1,228.43,33.92,194.51,136.43
OI000005951,O00003525,P000525,SKU0001049,1,2402.68,109.69,2292.99,1618.16
OI000005952,O00003525,P000125,SKU0000249,1,2697.08,97.06,2600.02,1346.88
OI000005953,O00003526,P000692,SKU0001384,1,431.76,23.06,408.7,258.27
OI000005954,O00003527,P001051,SKU0002102,1,638.48,3.89,634.59,325.45
OI000005955,O00003528,P000821,SKU0001642,1,2675.83,398.23,2277.6,1962.36
OI000005956,O00003529,P000516,SKU0001032,2,963.02,85.1,1840.94,1250.06
OI000005957,O00003530,P001251,SKU0002502,1,270.92,35.11,235.81,197.83
OI000005958,O00003530,P001251,SKU0002501,1,261.51,34.15,227.36,133.92
OI000005959,O00003530,P000611,SKU0001221,1,20.26,1.27,18.99,15.81
OI000005960,O00003531,P000342,SKU0000683,1,3184.92,36.59,3148.33,1583.34
OI000005961,O00003531,P001462,SKU0002924,2,1239.05,411.67,2066.43,1881.06
OI000005962,O00003532,P001478,SKU0002955,1,556.87,85.82,471.05,333.96
OI000005963,O00003533,P000328,SKU0000656,1,1902.42,15.88,1886.54,1232.68
OI000005964,O00003533,P001288,SKU0002575,1,2192.46,299.98,1892.48,1637.12
OI000005965,O00003533,P001048,SKU0002095,1,1381.44,60.23,1321.21,736.5
OI000005966,O00003533,P000248,SKU0000496,1,2317.06,41.78,2275.28,1803.43
OI000005967,O00003534,P000781,SKU0001561,1,126.52,14.12,112.4,82.89
OI000005968,O00003535,P001077,SKU0002153,2,45.36,16.07,74.65,68.24
OI000005969,O00003535,P000197,SKU0000394,1,1638.17,163.43,1474.74,1055.41
OI000005970,O00003536,P000343,SKU0000685,1,147.95,12.49,135.46,109.35
OI000005971,O00003537,P000257,SKU0000513,3,1236.05,549.01,3159.14,1749.54
OI000005972,O00003537,P000017,SKU0000033,1,1517.46,271.68,1245.78,793.43
OI000005973,O00003537,P000177,SKU0000353,1,2005.96,333.67,1672.29,1124.95
OI000005974,O00003537,P000817,SKU0001634,1,3242.43,134.79,3107.64,1812.65
OI000005975,O00003538,P000995,SKU0001990,3,164.35,42.05,451.0,377.97
OI000005976,O00003539,P000776,SKU0001551,1,2291.49,230.68,2060.81,1590.56
OI000005977,O00003539,P001336,SKU0002671,1,2876.09,460.66,2415.43,1875.87
OI000005978,O00003539,P001016,SKU0002031,1,2129.75,368.75,1761.0,1274.86
OI000005979,O00003539,P000536,SKU0001072,1,2832.26,297.1,2535.16,1752.57
OI000005980,O00003540,P001500,SKU0003000,2,1727.73,196.76,3258.7,1719.08
OI000005981,O00003541,P000012,SKU0000023,1,723.36,40.71,682.65,544.77
OI000005982,O00003541,P000732,SKU0001463,1,2452.71,337.9,2114.81,1286.88
OI000005983,O00003542,P000943,SKU0001885,1,1276.09,174.91,1101.18,937.71
OI000005984,O00003542,P000863,SKU0001726,1,1149.43,78.84,1070.59,657.24
OI000005985,O00003543,P000160,SKU0000320,1,1093.11,83.28,1009.83,680.0
OI000005986,O00003543,P000320,SKU0000639,1,125.01,4.26,120.75,64.22
OI000005987,O00003543,P000320,SKU0000639,1,129.46,16.45,113.01,64.22
OI000005988,O00003543,P000160,SKU0000319,2,1226.63,328.72,2124.54,1749.18
OI000005989,O00003544,P000488,SKU0000975,1,1193.94,118.65,1075.29,582.77
OI000005990,O00003545,P000136,SKU0000271,1,1307.27,229.0,1078.27,1034.44
OI000005991,O00003545,P000856,SKU0001711,1,1208.9,109.42,1099.48,704.58
OI000005992,O00003545,P000376,SKU0000752,1,2026.9,311.66,1715.24,1328.32
OI000005993,O00003545,P000536,SKU0001071,3,2990.67,471.29,8500.72,4422.51
OI000005994,O00003546,P000804,SKU0001608,1,2764.16,367.07,2397.09,1970.45
OI000005995,O00003546,P001284,SKU0002568,1,2933.0,14.37,2918.63,1410.04
OI000005996,O00003547,P001429,SKU0002857,2,65.5,21.57,109.43,93.82
OI000005997,O00003547,P000229,SKU0000457,3,1568.3,154.2,4550.7,3424.56
OI000005998,O00003548,P000159,SKU0000318,1,953.48,112.63,840.85,687.01
OI000005999,O00003548,P001199,SKU0002397,1,165.21,19.33,145.88,108.95
OI000006000,O00003548,P000479,SKU0000958,1,3196.9,271.21,2925.69,2272.52
OI000006001,O00003549,P000440,SKU0000879,3,1501.66,681.05,3823.93,3011.55
OI000006002,O00003550,P000715,SKU0001430,1,1473.99,206.92,1267.07,948.49
OI000006003,O00003550,P000155,SKU0000309,1,2000.72,243.76,1756.96,1094.77
OI000006004,O00003551,P001012,SKU0002024,1,529.3,13.7,515.6,302.39
OI000006005,O00003551,P000052,SKU0000104,2,2923.27,993.1,4853.44,3750.58
OI000006006,O00003552,P000843,SKU0001685,2,2824.32,429.17,5219.47,3529.96
OI000006007,O00003552,P001163,SKU0002326,1,2215.65,188.49,2027.16,1120.8
OI000006008,O00003552,P000763,SKU0001526,1,2994.19,335.58,2658.61,1714.71
OI000006009,O00003553,P000409,SKU0000818,1,2504.51,99.69,2404.82,1499.79
OI000006010,O00003553,P000489,SKU0000977,1,1551.82,265.32,1286.5,965.12
OI000006011,O00003553,P000969,SKU0001938,1,1536.06,120.34,1415.72,821.31
OI000006012,O00003554,P000624,SKU0001247,1,650.72,23.35,627.37,332.59
OI000006013,O00003555,P000789,SKU0001578,1,2872.62,327.32,2545.3,1864.05
OI000006014,O00003555,P001109,SKU0002218,1,219.97,16.7,203.27,155.85
OI000006015,O00003555,P000069,SKU0000138,1,2495.37,182.18,2313.19,1620.61
OI000006016,O00003556,P000726,SKU0001452,2,1126.02,269.94,1982.1,1265.42
OI000006017,O00003557,P000418,SKU0000835,1,2943.2,340.05,2603.15,1527.14
OI000006018,O00003558,P000802,SKU0001603,1,2080.14,135.49,1944.65,1452.69
OI000006019,O00003558,P001042,SKU0002084,2,2582.79,5.75,5159.83,2738.84
OI000006020,O00003559,P001252,SKU0002504,1,2364.25,250.96,2113.29,1575.02
OI000006021,O00003559,P000452,SKU0000903,1,1416.01,142.81,1273.2,1006.69
OI000006022,O00003560,P000927,SKU0001853,1,123.63,9.02,114.61,59.44
OI000006023,O00003560,P000527,SKU0001054,1,1122.75,28.11,1094.64,640.19
OI000006024,O00003560,P000047,SKU0000093,1,1897.31,276.06,1621.25,1062.97
OI000006025,O00003561,P001326,SKU0002651,1,2252.85,198.3,2054.55,1574.99
OI000006026,O00003562,P001181,SKU0002362,1,2866.31,160.19,2706.12,1841.01
OI000006027,O00003563,P001031,SKU0002062,3,1546.72,485.41,4154.75,2849.64
OI000006028,O00003563,P000311,SKU0000621,3,3248.54,1506.95,8238.67,7232.76
OI000006029,O00003563,P000711,SKU0001421,1,1192.4,33.74,1158.66,801.76
OI000006030,O00003564,P001367,SKU0002733,1,2851.21,115.16,2736.05,1517.84
OI000006031,O00003565,P000164,SKU0000327,1,2598.0,412.09,2185.91,2028.22
OI000006032,O00003565,P001124,SKU0002247,1,1486.09,261.98,1224.11,1027.14
OI000006033,O00003566,P000894,SKU0001788,1,3016.09,102.83,2913.26,2131.85
OI000006034,O00003567,P000671,SKU0001342,1,2138.03,372.14,1765.89,1670.86
OI000006035,O00003568,P000974,SKU0001947,1,2705.19,420.52,2284.67,1962.12
OI000006036,O00003569,P001427,SKU0002854,1,2248.45,214.62,2033.83,1185.46
OI000006037,O00003569,P000947,SKU0001893,2,2140.63,606.69,3674.57,2900.08
OI000006038,O00003569,P000547,SKU0001094,1,2753.78,219.13,2534.65,1334.88
OI000006039,O00003570,P000230,SKU0000460,3,2801.29,964.2,7439.67,6738.36
OI000006040,O00003570,P001270,SKU0002539,1,420.75,65.45,355.3,243.42
OI000006041,O00003570,P000550,SKU0001099,1,1264.45,193.77,1070.68,956.58
OI000006042,O00003571,P001441,SKU0002882,1,874.36,75.1,799.26,631.37
OI000006043,O00003572,P001027,SKU0002054,1,338.05,16.39,321.66,171.07
OI000006044,O00003573,P001298,SKU0002596,1,2788.2,142.97,2645.23,1961.72
OI000006045,O00003574,P001356,SKU0002711,3,511.94,21.0,1514.82,1162.38
OI000006046,O00003575,P001491,SKU0002982,1,415.3,42.34,372.96,284.29
OI000006047,O00003575,P000371,SKU0000741,1,1506.72,160.0,1346.72,1157.53
OI000006048,O00003576,P000026,SKU0000052,1,1008.88,80.71,928.17,644.72
OI000006049,O00003577,P000305,SKU0000610,1,2981.86,426.12,2555.74,1834.78
OI000006050,O00003578,P000318,SKU0000635,1,1218.59,13.02,1205.57,788.78
OI000006051,O00003578,P000478,SKU0000955,1,1060.13,76.84,983.29,742.61
OI000006052,O00003578,P000558,SKU0001116,1,375.57,30.74,344.83,266.69
OI000006053,O00003579,P000187,SKU0000373,1,2215.69,342.4,1873.29,1473.63
OI000006054,O00003579,P001307,SKU0002614,2,1267.48,180.63,2354.33,1753.02
OI000006055,O00003579,P000267,SKU0000533,2,2805.65,844.89,4766.41,3011.9
OI000006056,O00003580,P000090,SKU0000179,3,1200.03,137.46,3462.63,2285.64
OI000006057,O00003581,P000797,SKU0001593,1,256.48,10.43,246.05,155.14
OI000006058,O00003582,P001425,SKU0002849,1,1213.2,42.84,1170.36,937.41
OI000006059,O00003582,P001345,SKU0002689,2,1386.08,247.54,2524.62,1591.12
OI000006060,O00003583,P001378,SKU0002756,1,708.02,98.72,609.3,368.86
OI000006061,O00003584,P001192,SKU0002384,1,2266.82,348.66,1918.16,1224.1
OI000006062,O00003584,P000552,SKU0001104,4,1063.81,378.43,3876.81,2326.6
OI000006063,O00003584,P000632,SKU0001264,1,790.81,92.33,698.48,574.73
OI000006064,O00003585,P000420,SKU0000839,1,447.02,14.64,432.38,223.72
OI000006065,O00003586,P000703,SKU0001406,1,3204.12,40.3,3163.82,2493.9
OI000006066,O00003587,P000260,SKU0000519,2,530.75,158.91,902.59,864.7
OI000006067,O00003587,P000980,SKU0001959,1,1205.56,136.08,1069.48,850.0
OI000006068,O00003588,P000103,SKU0000206,1,2055.92,169.59,1886.33,1407.75
OI000006069,O00003589,P000165,SKU0000329,1,2366.96,300.83,2066.13,1209.43
OI000006070,O00003590,P000821,SKU0001641,1,2840.12,75.57,2764.55,1665.51
OI000006071,O00003590,P000101,SKU0000202,2,2445.68,710.32,4181.04,2768.7
OI000006072,O00003591,P000494,SKU0000988,2,1403.48,317.65,2489.31,1413.3
OI000006073,O00003591,P000734,SKU0001467,2,939.04,126.65,1751.43,997.66
OI000006074,O00003592,P000739,SKU0001478,1,2515.47,366.95,2148.52,1803.44
OI000006075,O00003592,P000259,SKU0000517,1,1191.63,57.46,1134.17,669.94
OI000006076,O00003592,P001379,SKU0002757,1,1640.35,212.47,1427.88,1117.4
OI000006077,O00003592,P001299,SKU0002597,2,2534.09,20.6,5047.58,4074.28
OI000006078,O00003593,P001464,SKU0002927,1,1136.26,129.67,1006.59,779.06
OI000006079,O00003593,P000664,SKU0001327,1,489.64,12.66,476.98,302.63
OI000006080,O00003593,P000424,SKU0000848,2,1220.67,133.88,2307.46,1674.48
OI000006081,O00003594,P001429,SKU0002857,1,69.47,11.5,57.97,46.91
OI000006082,O00003594,P000869,SKU0001738,1,1156.33,125.2,1031.13,656.99
OI000006083,O00003594,P001349,SKU0002698,2,1013.0,311.12,1714.88,1615.56
OI000006084,O00003595,P000450,SKU0000899,1,398.36,59.38,338.98,215.79
OI000006085,O00003595,P000290,SKU0000579,1,1485.28,42.76,1442.52,972.8
OI000006086,O00003596,P000338,SKU0000675,1,1501.08,181.71,1319.37,938.32
OI000006087,O00003597,P000567,SKU0001134,1,887.42,89.72,797.7,614.84
OI000006088,O00003598,P000093,SKU0000185,1,212.63,6.26,206.37,145.59
OI000006089,O00003598,P000413,SKU0000825,1,230.03,5.26,224.77,155.23
OI000006090,O00003599,P001415,SKU0002829,2,1747.39,609.44,2885.34,1969.06
OI000006091,O00003599,P000615,SKU0001229,2,2141.62,280.51,4002.73,3155.4
OI000006092,O00003599,P000855,SKU0001709,3,1991.0,526.95,5446.05,4860.3
OI000006093,O00003599,P001095,SKU0002189,1,865.61,96.79,768.82,529.76
OI000006094,O00003600,P001226,SKU0002451,1,1260.89,140.9,1119.99,902.46
OI000006095,O00003601,P000710,SKU0001420,1,2852.85,29.39,2823.46,1540.26
OI000006096,O00003602,P000252,SKU0000504,1,563.22,5.61,557.61,394.52
OI000006097,O00003603,P000833,SKU0001666,1,476.89,46.28,430.61,298.53
