track_id,shipment_id,track_status,location,occurred_at
TRK000011221,SHP00003035,已揽收,青岛,2025-08-18 10:41:11
TRK000011222,SHP00003035,运输中,青岛,2025-08-18 22:41:11
TRK000011223,SHP00003035,派送中,青岛,2025-08-19 04:41:11
TRK000011224,SHP00003035,已签收,青岛,2025-08-19 10:41:11
TRK000011225,SHP00003036,已揽收,北京,2026-04-05 08:24:57
TRK000011226,SHP00003036,运输中,北京,2026-04-05 20:24:57
TRK000011227,SHP00003036,派送中,北京,2026-04-06 02:24:57
TRK000011228,SHP00003036,已签收,北京,2026-04-06 08:24:57
TRK000011229,SHP00003037,已揽收,南京,2025-10-21 21:43:53
TRK000011230,SHP00003037,运输中,南京,2025-10-22 09:43:53
TRK000011231,SHP00003037,派送中,南京,2025-10-26 15:43:53
TRK000011232,SHP00003037,已签收,南京,2025-10-26 21:43:53
TRK000011233,SHP00003038,已揽收,南宁,2026-06-22 00:00:34
TRK000011234,SHP00003038,运输中,南宁,2026-06-22 12:00:34
TRK000011235,SHP00003039,已揽收,昆明,2026-06-01 01:18:11
TRK000011236,SHP00003039,运输中,昆明,2026-06-01 13:18:11
TRK000011237,SHP00003039,派送中,昆明,2026-06-06 19:18:11
TRK000011238,SHP00003039,已签收,昆明,2026-06-07 01:18:11
TRK000011239,SHP00003040,已揽收,上海,2025-12-30 10:51:33
TRK000011240,SHP00003040,运输中,上海,2025-12-30 22:51:33
TRK000011241,SHP00003040,派送中,上海,2026-01-01 04:51:33
TRK000011242,SHP00003040,已签收,上海,2026-01-01 10:51:33
TRK000011243,SHP00003041,已揽收,深圳,2025-01-02 09:42:55
TRK000011244,SHP00003041,运输中,深圳,2025-01-02 21:42:55
TRK000011245,SHP00003041,派送中,深圳,2025-01-06 03:42:55
TRK000011246,SHP00003041,已签收,深圳,2025-01-06 09:42:55
TRK000011247,SHP00003042,已揽收,武汉,2025-05-08 23:29:06
TRK000011248,SHP00003042,运输中,武汉,2025-05-09 11:29:06
TRK000011249,SHP00003042,派送中,武汉,2025-05-12 17:29:06
TRK000011250,SHP00003042,已签收,武汉,2025-05-12 23:29:06
TRK000011251,SHP00003043,已揽收,南京,2025-06-04 05:36:33
TRK000011252,SHP00003043,运输中,南京,2025-06-04 17:36:33
TRK000011253,SHP00003044,已揽收,南宁,2025-10-01 07:07:52
TRK000011254,SHP00003044,运输中,南宁,2025-10-01 19:07:52
TRK000011255,SHP00003044,派送中,南宁,2025-10-05 01:07:52
TRK000011256,SHP00003044,已签收,南宁,2025-10-05 07:07:52
TRK000011257,SHP00003045,已揽收,北京,2025-12-11 03:17:31
TRK000011258,SHP00003045,运输中,北京,2025-12-11 15:17:31
TRK000011259,SHP00003046,已揽收,青岛,2026-06-25 01:20:51
TRK000011260,SHP00003046,运输中,青岛,2026-06-25 13:20:51
TRK000011261,SHP00003046,派送中,青岛,2026-06-25 19:20:51
TRK000011262,SHP00003046,已签收,青岛,2026-06-26 01:20:51
TRK000011263,SHP00003047,已揽收,武汉,2025-07-24 21:30:45
TRK000011264,SHP00003047,运输中,武汉,2025-07-25 09:30:45
TRK000011265,SHP00003047,派送中,武汉,2025-07-26 15:30:45
TRK000011266,SHP00003047,已签收,武汉,2025-07-26 21:30:45
TRK000011267,SHP00003048,已揽收,青岛,2026-02-24 13:10:19
TRK000011268,SHP00003048,运输中,青岛,2026-02-25 01:10:19
TRK000011269,SHP00003048,派送中,青岛,2026-02-27 07:10:19
TRK000011270,SHP00003048,已签收,青岛,2026-02-27 13:10:19
TRK000011271,SHP00003049,已揽收,北京,2026-06-25 02:01:32
TRK000011272,SHP00003049,运输中,北京,2026-06-25 14:01:32
TRK000011273,SHP00003049,派送中,北京,2026-06-29 20:01:32
TRK000011274,SHP00003049,已签收,北京,2026-06-30 02:01:32
TRK000011275,SHP00003050,已揽收,重庆,2025-04-14 22:09:20
TRK000011276,SHP00003050,运输中,重庆,2025-04-15 10:09:20
TRK000011277,SHP00003050,派送中,重庆,2025-04-18 16:09:20
TRK000011278,SHP00003050,已签收,重庆,2025-04-18 22:09:20
TRK000011279,SHP00003051,已揽收,石家庄,2025-03-25 09:36:14
TRK000011280,SHP00003051,运输中,石家庄,2025-03-25 21:36:14
TRK000011281,SHP00003051,派送中,石家庄,2025-03-29 03:36:14
TRK000011282,SHP00003051,已签收,石家庄,2025-03-29 09:36:14
TRK000011283,SHP00003052,已揽收,杭州,2025-04-27 07:23:07
TRK000011284,SHP00003052,运输中,杭州,2025-04-27 19:23:07
TRK000011285,SHP00003052,派送中,杭州,2025-04-28 01:23:07
TRK000011286,SHP00003052,已签收,杭州,2025-04-28 07:23:07
TRK000011287,SHP00003053,已揽收,武汉,2025-09-27 07:06:21
TRK000011288,SHP00003053,运输中,武汉,2025-09-27 19:06:21
TRK000011289,SHP00003053,派送中,武汉,2025-10-01 01:06:21
TRK000011290,SHP00003053,已签收,武汉,2025-10-01 07:06:21
TRK000011291,SHP00003054,已揽收,杭州,2025-06-03 09:31:48
TRK000011292,SHP00003054,运输中,杭州,2025-06-03 21:31:48
TRK000011293,SHP00003054,派送中,杭州,2025-06-04 03:31:48
TRK000011294,SHP00003054,已签收,杭州,2025-06-04 09:31:48
TRK000011295,SHP00003055,已揽收,广州,2025-11-03 17:21:52
TRK000011296,SHP00003055,运输中,广州,2025-11-04 05:21:52
TRK000011297,SHP00003055,派送中,广州,2025-11-04 11:21:52
TRK000011298,SHP00003055,已签收,广州,2025-11-04 17:21:52
TRK000011299,SHP00003056,已揽收,青岛,2026-06-04 10:39:36
TRK000011300,SHP00003056,运输中,青岛,2026-06-04 22:39:36
TRK000011301,SHP00003056,派送中,青岛,2026-06-06 04:39:36
TRK000011302,SHP00003056,已签收,青岛,2026-06-06 10:39:36
TRK000011303,SHP00003057,已揽收,成都,2026-01-12 15:51:17
TRK000011304,SHP00003057,运输中,成都,2026-01-13 03:51:17
TRK000011305,SHP00003057,派送中,成都,2026-01-14 09:51:17
TRK000011306,SHP00003057,已签收,成都,2026-01-14 15:51:17
TRK000011307,SHP00003058,已揽收,青岛,2026-01-21 11:40:44
TRK000011308,SHP00003058,运输中,青岛,2026-01-21 23:40:44
TRK000011309,SHP00003059,已揽收,天津,2025-06-12 18:43:52
TRK000011310,SHP00003059,运输中,天津,2025-06-13 06:43:52
TRK000011311,SHP00003059,派送中,天津,2025-06-17 12:43:52
TRK000011312,SHP00003059,已签收,天津,2025-06-17 18:43:52
TRK000011313,SHP00003060,已揽收,厦门,2026-06-13 10:15:24
TRK000011314,SHP00003060,运输中,厦门,2026-06-13 22:15:24
TRK000011315,SHP00003060,派送中,厦门,2026-06-16 04:15:24
TRK000011316,SHP00003060,已签收,厦门,2026-06-16 10:15:24
TRK000011317,SHP00003061,已揽收,重庆,2026-04-09 03:34:30
TRK000011318,SHP00003061,运输中,重庆,2026-04-09 15:34:30
TRK000011319,SHP00003061,派送中,重庆,2026-04-09 21:34:30
TRK000011320,SHP00003061,已签收,重庆,2026-04-10 03:34:30
TRK000011321,SHP00003062,已揽收,天津,2026-07-03 12:26:43
TRK000011322,SHP00003062,运输中,天津,2026-07-04 00:26:43
TRK000011323,SHP00003062,派送中,天津,2026-07-09 06:26:43
TRK000011324,SHP00003062,已签收,天津,2026-07-09 12:26:43
TRK000011325,SHP00003063,已揽收,杭州,2025-04-18 14:48:15
TRK000011326,SHP00003063,运输中,杭州,2025-04-19 02:48:15
TRK000011327,SHP00003063,派送中,杭州,2025-04-19 08:48:15
TRK000011328,SHP00003063,已签收,杭州,2025-04-19 14:48:15
TRK000011329,SHP00003064,已揽收,太原,2025-10-01 19:38:31
TRK000011330,SHP00003064,运输中,太原,2025-10-02 07:38:31
TRK000011331,SHP00003065,已揽收,杭州,2025-11-04 17:25:58
TRK000011332,SHP00003065,运输中,杭州,2025-11-05 05:25:58
TRK000011333,SHP00003065,派送中,杭州,2025-11-06 11:25:58
TRK000011334,SHP00003065,已签收,杭州,2025-11-06 17:25:58
TRK000011335,SHP00003066,已揽收,北京,2025-04-01 03:43:07
TRK000011336,SHP00003066,运输中,北京,2025-04-01 15:43:07
TRK000011337,SHP00003066,派送中,北京,2025-04-03 21:43:07
TRK000011338,SHP00003066,已签收,北京,2025-04-04 03:43:07
TRK000011339,SHP00003067,已揽收,厦门,2026-03-16 19:36:57
TRK000011340,SHP00003067,运输中,厦门,2026-03-17 07:36:57
TRK000011341,SHP00003067,派送中,厦门,2026-03-21 13:36:57
TRK000011342,SHP00003067,已签收,厦门,2026-03-21 19:36:57
TRK000011343,SHP00003068,已揽收,长沙,2026-06-27 05:21:08
TRK000011344,SHP00003068,运输中,长沙,2026-06-27 17:21:08
TRK000011345,SHP00003068,派送中,长沙,2026-07-02 23:21:08
TRK000011346,SHP00003068,已签收,长沙,2026-07-03 05:21:08
TRK000011347,SHP00003069,已揽收,广州,2026-07-06 09:04:35
TRK000011348,SHP00003069,运输中,广州,2026-07-06 21:04:35
TRK000011349,SHP00003069,派送中,广州,2026-07-07 03:04:35
TRK000011350,SHP00003069,已签收,广州,2026-07-07 09:04:35
TRK000011351,SHP00003070,已揽收,上海,2025-11-24 17:43:03
TRK000011352,SHP00003070,运输中,上海,2025-11-25 05:43:03
TRK000011353,SHP00003070,派送中,上海,2025-11-28 11:43:03
TRK000011354,SHP00003070,已签收,上海,2025-11-28 17:43:03
TRK000011355,SHP00003071,已揽收,厦门,2026-03-12 23:28:34
TRK000011356,SHP00003071,运输中,厦门,2026-03-13 11:28:34
TRK000011357,SHP00003071,派送中,厦门,2026-03-17 17:28:34
TRK000011358,SHP00003071,已签收,厦门,2026-03-17 23:28:34
TRK000011359,SHP00003072,已揽收,南宁,2026-04-03 22:00:38
TRK000011360,SHP00003072,运输中,南宁,2026-04-04 10:00:38
TRK000011361,SHP00003072,派送中,南宁,2026-04-08 16:00:38
TRK000011362,SHP00003072,已签收,南宁,2026-04-08 22:00:38
TRK000011363,SHP00003073,已揽收,深圳,2025-09-16 00:43:48
TRK000011364,SHP00003073,运输中,深圳,2025-09-16 12:43:48
TRK000011365,SHP00003073,派送中,深圳,2025-09-18 18:43:48
TRK000011366,SHP00003073,已签收,深圳,2025-09-19 00:43:48
TRK000011367,SHP00003074,已揽收,南京,2025-06-25 17:23:23
TRK000011368,SHP00003074,运输中,南京,2025-06-26 05:23:23
TRK000011369,SHP00003074,派送中,南京,2025-06-30 11:23:23
TRK000011370,SHP00003074,已签收,南京,2025-06-30 17:23:23
TRK000011371,SHP00003075,已揽收,青岛,2025-10-18 16:19:33
TRK000011372,SHP00003075,运输中,青岛,2025-10-19 04:19:33
TRK000011373,SHP00003075,派送中,青岛,2025-10-19 10:19:33
TRK000011374,SHP00003075,已签收,青岛,2025-10-19 16:19:33
TRK000011375,SHP00003076,已揽收,深圳,2025-01-25 13:53:49
TRK000011376,SHP00003076,运输中,深圳,2025-01-26 01:53:49
TRK000011377,SHP00003076,派送中,深圳,2025-01-26 07:53:49
TRK000011378,SHP00003076,已签收,深圳,2025-01-26 13:53:49
TRK000011379,SHP00003077,已揽收,成都,2026-07-03 09:40:22
TRK000011380,SHP00003077,运输中,成都,2026-07-03 21:40:22
TRK000011381,SHP00003077,派送中,成都,2026-07-05 03:40:22
TRK000011382,SHP00003077,已签收,成都,2026-07-05 09:40:22
TRK000011383,SHP00003078,已揽收,石家庄,2026-04-18 07:55:01
TRK000011384,SHP00003078,运输中,石家庄,2026-04-18 19:55:01
TRK000011385,SHP00003078,派送中,石家庄,2026-04-23 01:55:01
TRK000011386,SHP00003078,已签收,石家庄,2026-04-23 07:55:01
TRK000011387,SHP00003079,已揽收,太原,2026-01-17 10:24:00
TRK000011388,SHP00003079,运输中,太原,2026-01-17 22:24:00
TRK000011389,SHP00003079,派送中,太原,2026-01-19 04:24:00
TRK000011390,SHP00003079,已签收,太原,2026-01-19 10:24:00
TRK000011391,SHP00003080,已揽收,成都,2025-01-15 23:24:57
TRK000011392,SHP00003080,运输中,成都,2025-01-16 11:24:57
TRK000011393,SHP00003081,已揽收,广州,2025-10-19 05:22:51
TRK000011394,SHP00003081,运输中,广州,2025-10-19 17:22:51
TRK000011395,SHP00003081,派送中,广州,2025-10-21 23:22:51
TRK000011396,SHP00003081,已签收,广州,2025-10-22 05:22:51
TRK000011397,SHP00003082,已揽收,南宁,2026-03-17 17:59:55
TRK000011398,SHP00003082,运输中,南宁,2026-03-18 05:59:55
TRK000011399,SHP00003082,派送中,南宁,2026-03-19 11:59:55
TRK000011400,SHP00003082,已签收,南宁,2026-03-19 17:59:55
TRK000011401,SHP00003083,已揽收,昆明,2026-04-08 03:32:46
TRK000011402,SHP00003083,运输中,昆明,2026-04-08 15:32:46
TRK000011403,SHP00003083,派送中,昆明,2026-04-09 21:32:46
TRK000011404,SHP00003083,已签收,昆明,2026-04-10 03:32:46
TRK000011405,SHP00003084,已揽收,南京,2025-02-27 09:48:08
TRK000011406,SHP00003084,运输中,南京,2025-02-27 21:48:08
TRK000011407,SHP00003084,派送中,南京,2025-03-03 03:48:08
TRK000011408,SHP00003084,已签收,南京,2025-03-03 09:48:08
TRK000011409,SHP00003085,已揽收,昆明,2025-07-13 04:27:38
TRK000011410,SHP00003085,运输中,昆明,2025-07-13 16:27:38
TRK000011411,SHP00003086,已揽收,杭州,2025-06-08 23:54:06
TRK000011412,SHP00003086,运输中,杭州,2025-06-09 11:54:06
TRK000011413,SHP00003086,派送中,杭州,2025-06-13 17:54:06
TRK000011414,SHP00003086,已签收,杭州,2025-06-13 23:54:06
TRK000011415,SHP00003087,已揽收,天津,2025-01-08 20:08:09
TRK000011416,SHP00003087,运输中,天津,2025-01-09 08:08:09
TRK000011417,SHP00003087,派送中,天津,2025-01-12 14:08:09
TRK000011418,SHP00003087,已签收,天津,2025-01-12 20:08:09
TRK000011419,SHP00003088,已揽收,青岛,2025-04-06 18:38:40
TRK000011420,SHP00003088,运输中,青岛,2025-04-07 06:38:40
TRK000011421,SHP00003088,派送中,青岛,2025-04-10 12:38:40
TRK000011422,SHP00003088,已签收,青岛,2025-04-10 18:38:40
TRK000011423,SHP00003089,已揽收,南京,2025-03-30 01:36:43
TRK000011424,SHP00003089,运输中,南京,2025-03-30 13:36:43
TRK000011425,SHP00003089,派送中,南京,2025-04-04 19:36:43
TRK000011426,SHP00003089,已签收,南京,2025-04-05 01:36:43
TRK000011427,SHP00003090,已揽收,杭州,2025-01-28 00:49:17
TRK000011428,SHP00003090,运输中,杭州,2025-01-28 12:49:17
TRK000011429,SHP00003090,派送中,杭州,2025-01-30 18:49:17
TRK000011430,SHP00003090,已签收,杭州,2025-01-31 00:49:17
TRK000011431,SHP00003091,已揽收,昆明,2025-08-19 19:27:32
TRK000011432,SHP00003091,运输中,昆明,2025-08-20 07:27:32
TRK000011433,SHP00003092,已揽收,杭州,2025-06-13 21:32:03
TRK000011434,SHP00003092,运输中,杭州,2025-06-14 09:32:03
TRK000011435,SHP00003092,派送中,杭州,2025-06-19 15:32:03
TRK000011436,SHP00003092,已签收,杭州,2025-06-19 21:32:03
TRK000011437,SHP00003093,已揽收,天津,2026-01-26 09:49:32
TRK000011438,SHP00003093,运输中,天津,2026-01-26 21:49:32
TRK000011439,SHP00003093,派送中,天津,2026-01-31 03:49:32
TRK000011440,SHP00003093,已签收,天津,2026-01-31 09:49:32
TRK000011441,SHP00003094,已揽收,北京,2026-05-04 19:38:45
TRK000011442,SHP00003094,运输中,北京,2026-05-05 07:38:45
TRK000011443,SHP00003095,已揽收,石家庄,2025-05-08 20:00:42
TRK000011444,SHP00003095,运输中,石家庄,2025-05-09 08:00:42
TRK000011445,SHP00003096,已揽收,广州,2025-03-12 23:45:45
TRK000011446,SHP00003096,运输中,广州,2025-03-13 11:45:45
TRK000011447,SHP00003096,派送中,广州,2025-03-15 17:45:45
TRK000011448,SHP00003096,已签收,广州,2025-03-15 23:45:45
TRK000011449,SHP00003097,已揽收,昆明,2026-03-31 04:31:13
TRK000011450,SHP00003097,运输中,昆明,2026-03-31 16:31:13
TRK000011451,SHP00003097,派送中,昆明,2026-04-05 22:31:13
TRK000011452,SHP00003097,已签收,昆明,2026-04-06 04:31:13
TRK000011453,SHP00003098,已揽收,长沙,2026-03-13 16:17:42
TRK000011454,SHP00003098,运输中,长沙,2026-03-14 04:17:42
TRK000011455,SHP00003098,派送中,长沙,2026-03-17 10:17:42
TRK000011456,SHP00003098,已签收,长沙,2026-03-17 16:17:42
TRK000011457,SHP00003099,已揽收,厦门,2025-09-22 06:50:23
TRK000011458,SHP00003099,运输中,厦门,2025-09-22 18:50:23
TRK000011459,SHP00003099,派送中,厦门,2025-09-23 00:50:23
TRK000011460,SHP00003099,已签收,厦门,2025-09-23 06:50:23
TRK000011461,SHP00003100,已揽收,太原,2026-04-03 12:39:16
TRK000011462,SHP00003100,运输中,太原,2026-04-04 00:39:16
TRK000011463,SHP00003100,派送中,太原,2026-04-05 06:39:16
TRK000011464,SHP00003100,已签收,太原,2026-04-05 12:39:16
TRK000011465,SHP00003101,已揽收,厦门,2025-10-24 15:23:12
TRK000011466,SHP00003101,运输中,厦门,2025-10-25 03:23:12
TRK000011467,SHP00003101,派送中,厦门,2025-10-28 09:23:12
TRK000011468,SHP00003101,已签收,厦门,2025-10-28 15:23:12
TRK000011469,SHP00003102,已揽收,北京,2025-02-04 22:34:06
TRK000011470,SHP00003102,运输中,北京,2025-02-05 10:34:06
TRK000011471,SHP00003102,派送中,北京,2025-02-09 16:34:06
TRK000011472,SHP00003102,已签收,北京,2025-02-09 22:34:06
TRK000011473,SHP00003103,已揽收,杭州,2026-03-10 08:44:05
TRK000011474,SHP00003103,运输中,杭州,2026-03-10 20:44:05
TRK000011475,SHP00003103,派送中,杭州,2026-03-11 02:44:05
TRK000011476,SHP00003103,已签收,杭州,2026-03-11 08:44:05
TRK000011477,SHP00003104,已揽收,南京,2025-05-18 17:43:56
TRK000011478,SHP00003104,运输中,南京,2025-05-19 05:43:56
TRK000011479,SHP00003104,派送中,南京,2025-05-24 11:43:56
TRK000011480,SHP00003104,已签收,南京,2025-05-24 17:43:56
TRK000011481,SHP00003105,已揽收,长沙,2025-05-16 16:03:42
TRK000011482,SHP00003105,运输中,长沙,2025-05-17 04:03:42
TRK000011483,SHP00003105,派送中,长沙,2025-05-19 10:03:42
TRK000011484,SHP00003105,已签收,长沙,2025-05-19 16:03:42
TRK000011485,SHP00003106,已揽收,南宁,2026-07-05 04:56:01
TRK000011486,SHP00003106,运输中,南宁,2026-07-05 16:56:01
TRK000011487,SHP00003106,派送中,南宁,2026-07-10 22:56:01
TRK000011488,SHP00003106,已签收,南宁,2026-07-11 04:56:01
TRK000011489,SHP00003107,已揽收,长沙,2026-02-24 10:22:56
TRK000011490,SHP00003107,运输中,长沙,2026-02-24 22:22:56
TRK000011491,SHP00003107,派送中,长沙,2026-02-28 04:22:56
TRK000011492,SHP00003107,已签收,长沙,2026-02-28 10:22:56
TRK000011493,SHP00003108,已揽收,上海,2026-06-14 19:18:01
TRK000011494,SHP00003108,运输中,上海,2026-06-15 07:18:01
TRK000011495,SHP00003108,派送中,上海,2026-06-16 13:18:01
TRK000011496,SHP00003108,已签收,上海,2026-06-16 19:18:01
TRK000011497,SHP00003109,已揽收,贵阳,2025-10-28 07:18:24
TRK000011498,SHP00003109,运输中,贵阳,2025-10-28 19:18:24
TRK000011499,SHP00003109,派送中,贵阳,2025-10-31 01:18:24
TRK000011500,SHP00003109,已签收,贵阳,2025-10-31 07:18:24
TRK000011501,SHP00003110,已揽收,上海,2026-03-24 15:26:51
TRK000011502,SHP00003110,运输中,上海,2026-03-25 03:26:51
TRK000011503,SHP00003111,已揽收,武汉,2026-02-10 23:22:19
TRK000011504,SHP00003111,运输中,武汉,2026-02-11 11:22:19
TRK000011505,SHP00003111,派送中,武汉,2026-02-12 17:22:19
TRK000011506,SHP00003111,已签收,武汉,2026-02-12 23:22:19
TRK000011507,SHP00003112,已揽收,武汉,2025-06-16 22:33:30
TRK000011508,SHP00003112,运输中,武汉,2025-06-17 10:33:30
TRK000011509,SHP00003112,派送中,武汉,2025-06-21 16:33:30
TRK000011510,SHP00003112,已签收,武汉,2025-06-21 22:33:30
TRK000011511,SHP00003113,已揽收,成都,2025-02-01 21:38:32
TRK000011512,SHP00003113,运输中,成都,2025-02-02 09:38:32
TRK000011513,SHP00003113,派送中,成都,2025-02-03 15:38:32
TRK000011514,SHP00003113,已签收,成都,2025-02-03 21:38:32
TRK000011515,SHP00003114,已揽收,长沙,2025-05-18 02:34:08
TRK000011516,SHP00003114,运输中,长沙,2025-05-18 14:34:08
TRK000011517,SHP00003114,派送中,长沙,2025-05-21 20:34:08
TRK000011518,SHP00003114,已签收,长沙,2025-05-22 02:34:08
TRK000011519,SHP00003115,已揽收,上海,2026-06-02 20:14:59
TRK000011520,SHP00003115,运输中,上海,2026-06-03 08:14:59
TRK000011521,SHP00003115,派送中,上海,2026-06-07 14:14:59
TRK000011522,SHP00003115,已签收,上海,2026-06-07 20:14:59
TRK000011523,SHP00003116,已揽收,成都,2025-08-21 22:25:35
TRK000011524,SHP00003116,运输中,成都,2025-08-22 10:25:35
TRK000011525,SHP00003116,派送中,成都,2025-08-23 16:25:35
TRK000011526,SHP00003116,已签收,成都,2025-08-23 22:25:35
TRK000011527,SHP00003117,已揽收,南昌,2025-06-02 22:53:20
TRK000011528,SHP00003117,运输中,南昌,2025-06-03 10:53:20
TRK000011529,SHP00003117,派送中,南昌,2025-06-06 16:53:20
TRK000011530,SHP00003117,已签收,南昌,2025-06-06 22:53:20
TRK000011531,SHP00003118,已揽收,武汉,2025-04-03 09:13:35
TRK000011532,SHP00003118,运输中,武汉,2025-04-03 21:13:35
TRK000011533,SHP00003119,已揽收,长沙,2026-01-08 16:05:31
TRK000011534,SHP00003119,运输中,长沙,2026-01-09 04:05:31
TRK000011535,SHP00003119,派送中,长沙,2026-01-14 10:05:31
TRK000011536,SHP00003119,已签收,长沙,2026-01-14 16:05:31
TRK000011537,SHP00003120,已揽收,青岛,2026-05-23 15:06:04
TRK000011538,SHP00003120,运输中,青岛,2026-05-24 03:06:04
TRK000011539,SHP00003120,派送中,青岛,2026-05-28 09:06:04
TRK000011540,SHP00003120,已签收,青岛,2026-05-28 15:06:04
TRK000011541,SHP00003121,已揽收,北京,2025-09-12 11:33:41
TRK000011542,SHP00003121,运输中,北京,2025-09-12 23:33:41
TRK000011543,SHP00003121,派送中,北京,2025-09-15 05:33:41
TRK000011544,SHP00003121,已签收,北京,2025-09-15 11:33:41
TRK000011545,SHP00003122,已揽收,杭州,2026-07-06 06:03:31
TRK000011546,SHP00003122,运输中,杭州,2026-07-06 18:03:31
TRK000011547,SHP00003122,派送中,杭州,2026-07-11 00:03:31
TRK000011548,SHP00003122,已签收,杭州,2026-07-11 06:03:31
TRK000011549,SHP00003123,已揽收,郑州,2026-06-06 15:31:26
TRK000011550,SHP00003123,运输中,郑州,2026-06-07 03:31:26
TRK000011551,SHP00003123,派送中,郑州,2026-06-11 09:31:26
TRK000011552,SHP00003123,已签收,郑州,2026-06-11 15:31:26
TRK000011553,SHP00003124,已揽收,上海,2026-05-07 23:52:39
TRK000011554,SHP00003124,运输中,上海,2026-05-08 11:52:39
TRK000011555,SHP00003124,派送中,上海,2026-05-12 17:52:39
TRK000011556,SHP00003124,已签收,上海,2026-05-12 23:52:39
TRK000011557,SHP00003125,已揽收,深圳,2026-01-12 14:55:38
TRK000011558,SHP00003125,运输中,深圳,2026-01-13 02:55:38
TRK000011559,SHP00003125,派送中,深圳,2026-01-17 08:55:38
TRK000011560,SHP00003125,已签收,深圳,2026-01-17 14:55:38
TRK000011561,SHP00003126,已揽收,厦门,2025-08-07 20:23:26
TRK000011562,SHP00003126,运输中,厦门,2025-08-08 08:23:26
TRK000011563,SHP00003126,派送中,厦门,2025-08-10 14:23:26
TRK000011564,SHP00003126,已签收,厦门,2025-08-10 20:23:26
TRK000011565,SHP00003127,已揽收,重庆,2026-05-17 07:59:35
TRK000011566,SHP00003127,运输中,重庆,2026-05-17 19:59:35
TRK000011567,SHP00003127,派送中,重庆,2026-05-22 01:59:35
TRK000011568,SHP00003127,已签收,重庆,2026-05-22 07:59:35
TRK000011569,SHP00003128,已揽收,青岛,2025-09-15 23:18:49
TRK000011570,SHP00003128,运输中,青岛,2025-09-16 11:18:49
TRK000011571,SHP00003128,派送中,青岛,2025-09-20 17:18:49
TRK000011572,SHP00003128,已签收,青岛,2025-09-20 23:18:49
TRK000011573,SHP00003129,已揽收,杭州,2025-12-19 17:17:16
TRK000011574,SHP00003129,运输中,杭州,2025-12-20 05:17:16
TRK000011575,SHP00003129,派送中,杭州,2025-12-25 11:17:16
TRK000011576,SHP00003129,已签收,杭州,2025-12-25 17:17:16
TRK000011577,SHP00003130,已揽收,上海,2025-09-05 18:45:06
TRK000011578,SHP00003130,运输中,上海,2025-09-06 06:45:06
TRK000011579,SHP00003130,派送中,上海,2025-09-08 12:45:06
TRK000011580,SHP00003130,已签收,上海,2025-09-08 18:45:06
TRK000011581,SHP00003131,已揽收,广州,2025-08-09 20:27:07
TRK000011582,SHP00003131,运输中,广州,2025-08-10 08:27:07
TRK000011583,SHP00003132,已揽收,厦门,2026-03-04 07:33:31
TRK000011584,SHP00003132,运输中,厦门,2026-03-04 19:33:31
TRK000011585,SHP00003133,已揽收,郑州,2025-06-10 02:15:03
TRK000011586,SHP00003133,运输中,郑州,2025-06-10 14:15:03
TRK000011587,SHP00003134,已揽收,郑州,2025-09-02 08:12:53
TRK000011588,SHP00003134,运输中,郑州,2025-09-02 20:12:53
TRK000011589,SHP00003134,派送中,郑州,2025-09-08 02:12:53
TRK000011590,SHP00003134,已签收,郑州,2025-09-08 08:12:53
TRK000011591,SHP00003135,已揽收,石家庄,2026-01-17 12:54:25
TRK000011592,SHP00003135,运输中,石家庄,2026-01-18 00:54:25
TRK000011593,SHP00003135,派送中,石家庄,2026-01-21 06:54:25
TRK000011594,SHP00003135,已签收,石家庄,2026-01-21 12:54:25
TRK000011595,SHP00003136,已揽收,北京,2025-07-31 04:01:38
TRK000011596,SHP00003136,运输中,北京,2025-07-31 16:01:38
TRK000011597,SHP00003136,派送中,北京,2025-08-01 22:01:38
TRK000011598,SHP00003136,已签收,北京,2025-08-02 04:01:38
TRK000011599,SHP00003137,已揽收,武汉,2026-07-15 04:33:44
TRK000011600,SHP00003137,运输中,武汉,2026-07-15 16:33:44
TRK000011601,SHP00003137,派送中,武汉,2026-07-15 22:33:44
TRK000011602,SHP00003137,已签收,武汉,2026-07-16 04:33:44
TRK000011603,SHP00003138,已揽收,太原,2025-06-30 19:01:33
TRK000011604,SHP00003138,运输中,太原,2025-07-01 07:01:33
TRK000011605,SHP00003139,已揽收,南京,2026-06-06 13:22:33
TRK000011606,SHP00003139,运输中,南京,2026-06-07 01:22:33
TRK000011607,SHP00003139,派送中,南京,2026-06-10 07:22:33
TRK000011608,SHP00003139,已签收,南京,2026-06-10 13:22:33
TRK000011609,SHP00003140,已揽收,南昌,2025-06-17 18:17:34
TRK000011610,SHP00003140,运输中,南昌,2025-06-18 06:17:34
TRK000011611,SHP00003140,派送中,南昌,2025-06-21 12:17:34
TRK000011612,SHP00003140,已签收,南昌,2025-06-21 18:17:34
TRK000011613,SHP00003141,已揽收,武汉,2025-06-30 14:51:48
TRK000011614,SHP00003141,运输中,武汉,2025-07-01 02:51:48
TRK000011615,SHP00003142,已揽收,南京,2025-12-01 18:18:33
TRK000011616,SHP00003142,运输中,南京,2025-12-02 06:18:33
TRK000011617,SHP00003142,派送中,南京,2025-12-07 12:18:33
TRK000011618,SHP00003142,已签收,南京,2025-12-07 18:18:33
TRK000011619,SHP00003143,已揽收,石家庄,2025-04-13 04:18:01
