receipt_id,coupon_id,user_id,received_at,receipt_status,source
CR00001674,CP00123,U004968,2025-08-11 20:51:27,used,campaign
CR00001675,CP00083,U000871,2026-04-14 06:02:50,expired,push
CR00001676,CP00088,U002584,2026-06-28 17:59:57,used,campaign
CR00001677,CP00017,U000861,2025-07-23 16:24:07,unused,campaign
CR00001678,CP00027,U002725,2026-04-02 07:13:03,unused,new_user
CR00001679,CP00025,U001875,2025-08-20 08:41:38,used,campaign
CR00001680,CP00165,U004293,2026-05-24 02:41:45,expired,member_center
CR00001681,CP00097,U004233,2025-03-28 08:19:16,expired,member_center
CR00001682,CP00089,U001488,2026-08-14 13:38:08,expired,new_user
CR00001683,CP00126,U000687,2026-08-13 11:45:34,unused,member_center
CR00001684,CP00121,U002267,2026-04-12 01:03:23,unused,campaign
CR00001685,CP00016,U000058,2025-12-24 03:00:32,used,campaign
CR00001686,CP00110,U000090,2025-09-20 16:33:59,expired,push
CR00001687,CP00155,U004676,2026-08-21 18:58:15,expired,new_user
CR00001688,CP00101,U003274,2025-05-19 22:02:05,used,new_user
CR00001689,CP00115,U004317,2025-07-22 05:47:13,used,campaign
CR00001690,CP00116,U004542,2026-06-05 12:06:48,used,member_center
CR00001691,CP00087,U004466,2025-09-04 12:04:42,expired,push
CR00001692,CP00118,U001388,2025-12-21 06:27:31,unused,push
CR00001693,CP00106,U001611,2025-02-09 10:29:36,used,push
CR00001694,CP00096,U000185,2025-09-25 23:47:04,expired,push
CR00001695,CP00107,U003721,2026-06-28 11:38:35,unused,campaign
CR00001696,CP00180,U003954,2026-06-09 03:24:53,expired,member_center
CR00001697,CP00024,U002692,2026-08-16 12:25:02,expired,member_center
CR00001698,CP00153,U001683,2025-09-18 05:06:58,used,member_center
CR00001699,CP00119,U004533,2026-05-23 00:05:12,unused,campaign
CR00001700,CP00045,U000832,2026-08-02 13:46:41,used,campaign
CR00001701,CP00158,U004055,2025-08-26 13:34:28,unused,campaign
CR00001702,CP00173,U004344,2025-07-17 20:00:10,used,new_user
CR00001703,CP00056,U003000,2026-06-02 03:41:37,expired,new_user
CR00001704,CP00155,U000420,2026-08-22 11:02:04,unused,campaign
CR00001705,CP00125,U002684,2026-01-06 02:39:58,used,campaign
CR00001706,CP00024,U000595,2026-08-18 07:31:13,unused,push
CR00001707,CP00021,U004296,2026-02-04 07:41:17,expired,campaign
CR00001708,CP00038,U002663,2026-06-02 22:40:18,used,member_center
CR00001709,CP00116,U004254,2026-06-11 21:12:22,unused,push
CR00001710,CP00087,U001112,2025-09-01 02:57:53,used,campaign
CR00001711,CP00080,U000608,2025-12-29 02:19:35,used,campaign
CR00001712,CP00044,U003304,2025-09-07 22:00:17,used,campaign
CR00001713,CP00087,U003374,2025-08-31 21:22:59,used,member_center
CR00001714,CP00023,U002609,2025-01-23 12:46:48,expired,member_center
CR00001715,CP00028,U003097,2025-11-15 10:08:21,expired,new_user
CR00001716,CP00012,U004152,2025-07-10 00:53:04,unused,campaign
CR00001717,CP00132,U002778,2026-06-09 19:01:13,unused,campaign
CR00001718,CP00104,U000874,2025-10-11 12:55:02,unused,campaign
CR00001719,CP00101,U004016,2025-06-03 12:50:13,used,campaign
CR00001720,CP00159,U004174,2026-02-28 09:15:36,unused,campaign
CR00001721,CP00122,U002806,2025-02-01 07:35:20,used,member_center
CR00001722,CP00143,U004297,2025-03-10 11:47:52,unused,member_center
CR00001723,CP00147,U001214,2025-04-16 13:27:46,unused,campaign
CR00001724,CP00128,U003438,2026-07-27 20:34:37,unused,member_center
CR00001725,CP00073,U004854,2026-05-17 03:05:59,expired,campaign
CR00001726,CP00066,U003201,2026-04-14 06:08:47,used,push
CR00001727,CP00121,U001416,2026-03-24 03:31:39,used,member_center
CR00001728,CP00091,U002017,2026-06-18 23:43:57,used,member_center
CR00001729,CP00072,U002195,2025-05-13 10:16:06,unused,new_user
CR00001730,CP00178,U001515,2025-09-24 05:57:27,unused,campaign
CR00001731,CP00047,U001360,2026-08-11 01:59:03,unused,campaign
CR00001732,CP00129,U000899,2026-03-11 02:50:04,unused,campaign
CR00001733,CP00014,U002713,2025-10-23 13:16:34,used,campaign
CR00001734,CP00137,U001867,2026-07-01 18:48:57,unused,push
CR00001735,CP00047,U002733,2026-07-20 21:56:23,expired,new_user
CR00001736,CP00042,U003359,2026-01-04 08:45:02,expired,member_center
CR00001737,CP00102,U002461,2025-03-16 02:28:54,expired,campaign
CR00001738,CP00132,U002945,2026-06-09 01:00:07,expired,push
CR00001739,CP00165,U001448,2026-06-05 05:55:07,used,campaign
CR00001740,CP00158,U002171,2025-09-05 19:55:38,used,new_user
CR00001741,CP00075,U001751,2025-02-17 08:27:15,used,campaign
CR00001742,CP00093,U000364,2026-07-17 09:23:33,used,campaign
CR00001743,CP00074,U001012,2025-11-25 09:30:22,unused,campaign
CR00001744,CP00090,U001918,2025-04-17 22:24:24,expired,campaign
CR00001745,CP00149,U004260,2025-12-14 22:57:25,unused,campaign
CR00001746,CP00124,U001132,2026-06-09 13:48:16,unused,member_center
CR00001747,CP00123,U004757,2025-08-09 19:01:49,used,campaign
CR00001748,CP00030,U001264,2025-07-31 08:48:47,used,push
CR00001749,CP00012,U004815,2025-07-11 01:23:17,used,member_center
CR00001750,CP00045,U004948,2026-08-01 06:29:19,used,member_center
CR00001751,CP00073,U001714,2026-05-20 00:13:46,used,campaign
CR00001752,CP00071,U002343,2025-02-07 16:34:08,expired,member_center
CR00001753,CP00078,U004383,2026-08-17 00:15:13,expired,new_user
CR00001754,CP00135,U002513,2025-11-23 23:19:25,used,member_center
CR00001755,CP00067,U003358,2025-08-10 22:26:43,expired,campaign
CR00001756,CP00108,U004590,2026-07-30 12:47:58,expired,campaign
CR00001757,CP00089,U003318,2026-08-05 00:39:51,used,campaign
CR00001758,CP00115,U004615,2025-07-22 18:21:37,unused,member_center
CR00001759,CP00097,U002134,2025-04-13 12:11:59,used,campaign
CR00001760,CP00073,U004315,2026-05-17 01:18:00,used,campaign
CR00001761,CP00019,U002169,2026-05-04 17:54:37,used,campaign
CR00001762,CP00080,U003413,2026-01-05 18:36:55,expired,campaign
CR00001763,CP00089,U000573,2026-08-20 05:23:27,expired,push
CR00001764,CP00099,U001119,2025-05-19 04:27:55,used,push
CR00001765,CP00081,U002900,2025-10-23 02:29:15,used,campaign
CR00001766,CP00073,U001943,2026-05-29 04:09:51,unused,new_user
CR00001767,CP00002,U002364,2026-08-21 20:10:24,used,member_center
CR00001768,CP00013,U003479,2026-08-08 14:36:27,expired,member_center
CR00001769,CP00089,U000075,2026-08-13 10:06:48,used,member_center
CR00001770,CP00107,U004912,2026-07-21 18:47:11,unused,campaign
CR00001771,CP00095,U002828,2025-01-28 22:48:13,used,campaign
CR00001772,CP00131,U001844,2025-09-19 17:47:03,used,campaign
CR00001773,CP00174,U002513,2025-09-05 08:31:59,used,campaign
CR00001774,CP00141,U004395,2026-01-04 17:26:22,unused,campaign
CR00001775,CP00051,U004766,2025-12-03 18:29:51,unused,campaign
CR00001776,CP00127,U000036,2025-04-18 21:56:16,used,new_user
CR00001777,CP00156,U003656,2025-04-19 10:53:07,used,member_center
CR00001778,CP00124,U003842,2026-06-13 10:53:48,used,push
CR00001779,CP00049,U002444,2025-04-17 00:46:02,expired,member_center
CR00001780,CP00153,U004479,2025-09-08 04:51:04,expired,campaign
CR00001781,CP00081,U002467,2025-10-22 21:18:33,used,campaign
CR00001782,CP00138,U001036,2025-05-11 03:29:52,unused,member_center
CR00001783,CP00150,U000412,2025-12-04 22:25:32,unused,push
CR00001784,CP00005,U003804,2025-10-08 03:29:20,unused,push
CR00001785,CP00066,U001908,2026-03-28 00:31:47,used,new_user
CR00001786,CP00033,U000752,2025-04-15 13:16:04,expired,member_center
CR00001787,CP00106,U003390,2025-01-24 08:35:42,expired,campaign
CR00001788,CP00152,U000308,2026-01-31 05:57:06,used,push
CR00001789,CP00050,U004121,2025-08-21 05:52:32,expired,campaign
CR00001790,CP00119,U002983,2026-05-08 00:56:44,used,push
CR00001791,CP00177,U001692,2025-06-28 02:45:06,expired,campaign
CR00001792,CP00165,U004765,2026-05-29 17:15:48,expired,push
CR00001793,CP00168,U001396,2026-02-24 16:20:14,used,campaign
CR00001794,CP00090,U001642,2025-04-13 02:37:45,expired,campaign
CR00001795,CP00048,U001044,2026-08-10 03:30:14,expired,push
CR00001796,CP00031,U000233,2026-05-12 08:43:54,expired,campaign
CR00001797,CP00102,U003316,2025-03-03 08:10:30,expired,member_center
CR00001798,CP00027,U003120,2026-04-03 19:54:19,used,new_user
CR00001799,CP00025,U000694,2025-08-21 14:30:40,used,member_center
CR00001800,CP00171,U004907,2025-11-11 05:28:54,used,campaign
CR00001801,CP00164,U001247,2025-12-29 18:54:14,used,new_user
CR00001802,CP00119,U000408,2026-05-07 09:48:22,expired,push
CR00001803,CP00177,U003083,2025-07-16 11:21:33,used,campaign
CR00001804,CP00044,U004388,2025-09-10 10:20:40,used,member_center
CR00001805,CP00036,U004527,2026-08-05 01:07:27,used,push
CR00001806,CP00168,U003547,2026-02-16 00:00:39,expired,campaign
CR00001807,CP00043,U000801,2025-03-16 02:11:01,unused,push
CR00001808,CP00038,U001911,2026-06-21 07:06:58,used,member_center
CR00001809,CP00158,U003031,2025-08-28 18:04:53,used,new_user
CR00001810,CP00051,U001741,2025-12-04 21:48:54,used,push
CR00001811,CP00028,U000443,2025-11-15 16:12:50,unused,new_user
CR00001812,CP00106,U003365,2025-02-09 22:10:18,used,push
CR00001813,CP00180,U000656,2026-06-30 01:02:00,unused,push
CR00001814,CP00180,U003903,2026-06-01 00:36:46,used,campaign
CR00001815,CP00054,U000449,2025-06-16 07:23:16,used,push
CR00001816,CP00128,U002660,2026-07-07 20:23:22,used,campaign
CR00001817,CP00078,U001936,2026-08-08 19:56:25,used,campaign
CR00001818,CP00168,U000603,2026-01-30 04:38:10,expired,push
CR00001819,CP00006,U001505,2025-08-02 15:15:54,unused,member_center
CR00001820,CP00012,U004032,2025-07-27 15:16:02,unused,member_center
CR00001821,CP00015,U000331,2026-04-08 05:30:33,expired,campaign
CR00001822,CP00107,U000733,2026-07-16 06:49:36,expired,new_user
CR00001823,CP00013,U001814,2026-08-21 10:55:20,used,campaign
CR00001824,CP00004,U003332,2025-06-17 23:50:59,unused,member_center
CR00001825,CP00164,U001878,2025-12-26 03:46:20,unused,push
CR00001826,CP00015,U003628,2026-04-21 12:58:54,unused,member_center
CR00001827,CP00001,U003341,2025-07-13 14:00:26,used,campaign
CR00001828,CP00056,U001706,2026-06-26 11:18:54,used,campaign
CR00001829,CP00039,U004518,2026-02-05 13:01:11,used,campaign
CR00001830,CP00044,U000085,2025-08-15 04:44:56,unused,campaign
CR00001831,CP00077,U004217,2025-02-01 03:50:21,unused,push
CR00001832,CP00056,U000187,2026-06-29 15:22:40,expired,new_user
CR00001833,CP00057,U001928,2025-06-04 22:14:39,used,campaign
CR00001834,CP00161,U001378,2026-03-24 17:29:28,unused,new_user
CR00001835,CP00032,U001716,2026-01-12 08:57:01,used,new_user
CR00001836,CP00033,U001805,2025-03-27 04:41:44,used,campaign
CR00001837,CP00139,U001090,2025-11-23 04:05:14,expired,member_center
CR00001838,CP00070,U002304,2025-06-29 13:44:50,expired,campaign
CR00001839,CP00060,U003445,2025-04-18 03:29:28,used,campaign
CR00001840,CP00071,U003879,2025-02-13 04:24:07,expired,push
CR00001841,CP00172,U002003,2026-02-09 22:14:54,used,new_user
CR00001842,CP00021,U003196,2026-02-02 18:10:55,used,push
CR00001843,CP00110,U003979,2025-10-06 06:25:25,unused,campaign
CR00001844,CP00089,U002066,2026-07-27 18:06:36,expired,member_center
CR00001845,CP00101,U002837,2025-06-02 07:06:05,used,new_user
CR00001846,CP00178,U002135,2025-09-27 04:25:57,unused,member_center
CR00001847,CP00064,U001771,2026-02-22 06:30:06,used,new_user
CR00001848,CP00124,U003861,2026-06-05 02:58:07,used,push
CR00001849,CP00157,U004749,2025-04-18 12:52:40,expired,member_center
CR00001850,CP00031,U000607,2026-05-14 16:42:23,unused,member_center
CR00001851,CP00011,U000835,2026-01-14 07:15:00,expired,campaign
CR00001852,CP00154,U002881,2026-03-26 17:23:40,used,push
CR00001853,CP00069,U003553,2026-08-19 21:36:59,used,new_user
CR00001854,CP00070,U003922,2025-06-16 18:53:12,used,push
CR00001855,CP00002,U000089,2026-08-17 04:56:01,expired,new_user
CR00001856,CP00071,U001585,2025-02-11 18:21:57,used,campaign
CR00001857,CP00149,U000527,2026-01-04 04:25:51,expired,campaign
CR00001858,CP00106,U000822,2025-01-21 18:04:04,unused,member_center
CR00001859,CP00031,U000513,2026-05-16 15:18:54,used,member_center
CR00001860,CP00124,U001738,2026-05-28 02:31:01,used,push
CR00001861,CP00073,U002463,2026-05-17 23:37:04,expired,member_center
CR00001862,CP00058,U002003,2026-07-18 00:14:19,unused,member_center
CR00001863,CP00148,U002559,2025-07-24 20:42:25,expired,push
CR00001864,CP00043,U001775,2025-03-18 19:48:34,used,member_center
CR00001865,CP00050,U002536,2025-08-22 06:48:56,expired,member_center
CR00001866,CP00064,U002106,2026-03-05 20:21:53,used,new_user
CR00001867,CP00044,U002477,2025-08-09 07:12:22,unused,campaign
CR00001868,CP00050,U004160,2025-09-04 20:46:35,used,new_user
CR00001869,CP00072,U003460,2025-04-19 04:16:56,expired,member_center
CR00001870,CP00096,U003020,2025-10-02 09:21:27,used,new_user
CR00001871,CP00021,U002167,2026-01-24 07:21:19,expired,campaign
CR00001872,CP00078,U004574,2026-08-04 04:45:16,unused,campaign
CR00001873,CP00168,U003286,2026-02-19 00:15:07,expired,member_center
CR00001874,CP00121,U003248,2026-04-08 20:11:39,used,member_center
CR00001875,CP00095,U001041,2025-02-04 15:54:26,unused,member_center
CR00001876,CP00101,U001473,2025-05-17 11:59:57,used,member_center
CR00001877,CP00068,U001723,2026-06-14 19:45:19,expired,campaign
CR00001878,CP00057,U001495,2025-05-28 12:21:12,used,campaign
CR00001879,CP00174,U002667,2025-09-15 15:15:47,used,campaign
CR00001880,CP00161,U004619,2026-04-06 06:04:15,used,member_center
CR00001881,CP00115,U000435,2025-07-19 19:38:34,used,member_center
CR00001882,CP00014,U003386,2025-10-25 07:16:44,used,campaign
CR00001883,CP00112,U004920,2025-12-25 06:54:21,unused,campaign
CR00001884,CP00114,U002044,2025-10-04 02:01:49,unused,new_user
CR00001885,CP00019,U001712,2026-05-08 07:03:37,unused,campaign
CR00001886,CP00029,U002455,2025-10-09 01:07:42,used,member_center
CR00001887,CP00091,U000073,2026-06-28 02:22:23,used,campaign
CR00001888,CP00031,U003843,2026-05-15 14:38:04,expired,campaign
CR00001889,CP00120,U003721,2026-05-10 05:49:56,used,campaign
CR00001890,CP00021,U000633,2026-02-09 11:55:04,used,campaign
CR00001891,CP00049,U004044,2025-04-19 00:13:34,expired,campaign
CR00001892,CP00034,U000418,2026-05-19 12:14:51,used,campaign
CR00001893,CP00171,U003549,2025-11-04 15:26:15,unused,new_user
CR00001894,CP00010,U004073,2025-11-16 19:20:30,used,campaign
CR00001895,CP00042,U000519,2026-01-10 02:02:26,used,member_center
CR00001896,CP00085,U000391,2025-03-29 21:51:51,unused,campaign
CR00001897,CP00126,U002881,2026-08-06 16:10:19,expired,member_center
CR00001898,CP00077,U000565,2025-01-30 19:11:00,used,member_center
CR00001899,CP00028,U003089,2025-11-09 03:11:01,expired,new_user
CR00001900,CP00164,U002521,2025-12-11 15:08:39,used,member_center
CR00001901,CP00178,U000751,2025-09-24 10:14:20,used,push
CR00001902,CP00043,U001727,2025-03-14 04:42:24,used,campaign
CR00001903,CP00147,U003873,2025-04-20 17:36:41,used,push
CR00001904,CP00055,U001800,2026-02-12 08:27:25,unused,campaign
CR00001905,CP00120,U002287,2026-05-08 22:09:03,used,campaign
CR00001906,CP00132,U000660,2026-06-11 07:15:50,expired,member_center
CR00001907,CP00095,U003569,2025-01-28 17:38:54,used,member_center
CR00001908,CP00028,U000631,2025-11-08 21:24:36,expired,push
CR00001909,CP00058,U004928,2026-07-15 09:44:56,unused,member_center
CR00001910,CP00062,U003758,2026-04-11 15:46:08,expired,push
CR00001911,CP00094,U003340,2025-04-18 00:00:08,expired,member_center
CR00001912,CP00031,U001060,2026-05-23 00:19:29,used,push
CR00001913,CP00121,U001940,2026-04-10 06:37:59,expired,member_center
CR00001914,CP00018,U004169,2026-04-11 23:56:42,used,new_user
CR00001915,CP00134,U004592,2025-07-20 15:32:39,unused,campaign
CR00001916,CP00018,U001213,2026-04-26 05:06:01,expired,member_center
CR00001917,CP00063,U003845,2026-01-09 16:02:18,unused,new_user
CR00001918,CP00061,U004231,2025-09-17 12:29:33,used,campaign
CR00001919,CP00067,U002193,2025-08-10 11:50:15,used,member_center
CR00001920,CP00052,U004661,2026-03-16 20:39:40,used,push
CR00001921,CP00104,U004488,2025-10-11 17:50:32,unused,new_user
CR00001922,CP00092,U001289,2025-03-22 04:38:35,expired,member_center
CR00001923,CP00169,U000296,2025-06-05 18:06:15,used,member_center
CR00001924,CP00133,U004535,2026-06-02 08:23:45,unused,new_user
CR00001925,CP00063,U003719,2026-01-11 02:34:14,used,member_center
CR00001926,CP00073,U004456,2026-05-25 20:11:02,expired,push
CR00001927,CP00092,U001507,2025-03-27 16:56:18,used,campaign
CR00001928,CP00075,U002945,2025-02-07 02:59:38,expired,new_user
CR00001929,CP00146,U004061,2025-12-10 17:44:30,used,member_center
CR00001930,CP00042,U001867,2026-01-06 16:22:12,unused,member_center
CR00001931,CP00037,U001526,2026-04-30 01:12:46,used,push
CR00001932,CP00133,U002102,2026-06-07 15:39:38,expired,push
CR00001933,CP00052,U001492,2026-03-27 02:12:02,unused,campaign
CR00001934,CP00140,U004131,2025-06-01 18:18:02,expired,push
CR00001935,CP00098,U004393,2025-07-05 14:36:36,unused,push
CR00001936,CP00095,U001783,2025-01-21 17:38:06,unused,member_center
CR00001937,CP00163,U002985,2026-06-17 10:30:36,unused,push
CR00001938,CP00133,U000090,2026-06-06 21:04:15,used,member_center
CR00001939,CP00083,U001281,2026-04-03 00:16:50,expired,campaign
CR00001940,CP00077,U003759,2025-01-27 16:12:24,unused,member_center
CR00001941,CP00138,U004286,2025-05-13 07:43:43,used,campaign
CR00001942,CP00095,U004365,2025-02-02 09:05:09,expired,campaign
CR00001943,CP00089,U001881,2026-08-01 01:08:51,used,member_center
CR00001944,CP00161,U002886,2026-04-20 18:39:41,expired,member_center
CR00001945,CP00073,U001376,2026-05-18 09:56:43,unused,member_center
CR00001946,CP00109,U003946,2026-04-14 22:12:57,unused,member_center
CR00001947,CP00026,U001227,2025-03-13 22:03:32,unused,new_user
CR00001948,CP00135,U002200,2025-11-17 10:44:30,used,campaign
CR00001949,CP00116,U000383,2026-06-06 14:10:26,used,campaign
CR00001950,CP00014,U001026,2025-10-27 00:03:06,unused,new_user
CR00001951,CP00049,U004799,2025-04-12 19:49:28,used,campaign
CR00001952,CP00103,U003677,2025-09-04 04:52:46,expired,campaign
CR00001953,CP00095,U002348,2025-01-26 15:36:44,used,push
CR00001954,CP00152,U000697,2026-01-13 22:50:06,expired,campaign
CR00001955,CP00032,U002123,2026-01-16 04:48:56,used,campaign
CR00001956,CP00121,U001948,2026-03-16 01:56:27,used,member_center
CR00001957,CP00101,U003076,2025-06-01 05:38:57,used,campaign
CR00001958,CP00159,U003694,2026-03-11 12:12:38,expired,push
CR00001959,CP00123,U004167,2025-07-23 05:59:49,expired,campaign
CR00001960,CP00023,U001552,2025-01-25 05:45:42,expired,campaign
CR00001961,CP00092,U001127,2025-03-25 22:34:57,expired,push
CR00001962,CP00175,U004981,2026-08-13 15:34:44,expired,new_user
CR00001963,CP00082,U000342,2026-03-15 22:43:58,used,campaign
CR00001964,CP00067,U002958,2025-08-11 09:25:59,expired,campaign
CR00001965,CP00027,U001926,2026-03-25 05:13:03,used,member_center
CR00001966,CP00131,U001914,2025-09-21 04:13:24,unused,push
CR00001967,CP00023,U002726,2025-01-25 07:14:57,expired,member_center
CR00001968,CP00062,U001453,2026-04-13 03:11:51,used,campaign
CR00001969,CP00111,U003291,2025-10-08 11:12:01,expired,new_user
CR00001970,CP00018,U004779,2026-04-09 05:31:06,unused,member_center
CR00001971,CP00021,U000262,2026-02-04 11:33:42,unused,push
CR00001972,CP00047,U003106,2026-08-05 01:42:49,expired,member_center
CR00001973,CP00062,U003469,2026-04-13 12:34:25,expired,new_user
CR00001974,CP00114,U004323,2025-09-19 10:55:04,used,new_user
CR00001975,CP00097,U003980,2025-04-04 20:59:53,used,campaign
CR00001976,CP00120,U003825,2026-05-08 22:18:53,unused,campaign
CR00001977,CP00146,U004222,2025-12-20 20:16:27,expired,campaign
CR00001978,CP00141,U002481,2025-12-27 21:28:45,used,campaign
CR00001979,CP00093,U001314,2026-07-08 08:38:20,used,campaign
CR00001980,CP00023,U001665,2025-01-22 20:59:19,unused,member_center
CR00001981,CP00093,U004065,2026-07-17 17:27:06,used,push
CR00001982,CP00109,U003669,2026-04-10 23:51:36,used,new_user
CR00001983,CP00111,U004514,2025-10-25 03:40:35,used,campaign
CR00001984,CP00143,U004387,2025-02-06 22:20:12,used,push
CR00001985,CP00106,U000700,2025-02-11 18:41:52,expired,member_center
CR00001986,CP00074,U000247,2025-12-23 13:34:59,expired,campaign
CR00001987,CP00072,U003749,2025-05-08 13:00:48,used,member_center
CR00001988,CP00014,U001574,2025-10-26 00:29:32,expired,push
CR00001989,CP00117,U003108,2025-09-12 19:13:05,expired,campaign
CR00001990,CP00150,U004472,2025-12-09 03:22:19,expired,campaign
CR00001991,CP00170,U002304,2025-06-18 00:05:10,used,member_center
CR00001992,CP00036,U002259,2026-08-06 01:23:26,used,campaign
CR00001993,CP00077,U000752,2025-01-26 16:23:38,used,member_center
CR00001994,CP00019,U002033,2026-05-06 13:24:52,expired,member_center
CR00001995,CP00096,U002606,2025-09-26 00:31:05,used,campaign
CR00001996,CP00132,U002913,2026-06-14 03:00:28,used,campaign
CR00001997,CP00098,U000500,2025-07-08 00:01:12,used,new_user
CR00001998,CP00116,U001692,2026-06-11 04:53:03,unused,campaign
CR00001999,CP00012,U004823,2025-07-19 07:28:04,used,member_center
CR00002000,CP00052,U003532,2026-03-20 07:22:04,expired,member_center
CR00002001,CP00034,U003477,2026-05-18 18:00:06,unused,new_user
CR00002002,CP00128,U000408,2026-08-11 01:40:38,expired,member_center
CR00002003,CP00111,U004652,2025-10-04 13:48:53,expired,new_user
CR00002004,CP00141,U002287,2025-12-12 16:08:51,expired,push
CR00002005,CP00129,U004940,2026-03-21 16:40:16,used,campaign
CR00002006,CP00040,U002796,2025-04-14 09:53:45,used,campaign
CR00002007,CP00169,U001256,2025-06-06 02:24:30,expired,new_user
CR00002008,CP00072,U000842,2025-05-14 02:34:03,used,new_user
CR00002009,CP00139,U004360,2025-11-18 18:08:02,expired,push
CR00002010,CP00046,U003718,2026-08-08 16:59:48,used,new_user
CR00002011,CP00108,U001285,2026-07-30 07:49:25,used,push
CR00002012,CP00091,U001553,2026-07-05 07:32:03,used,campaign
CR00002013,CP00054,U000212,2025-06-20 17:00:51,used,new_user
CR00002014,CP00154,U002843,2026-03-03 16:22:01,used,campaign
CR00002015,CP00101,U001241,2025-06-01 04:25:14,expired,campaign
CR00002016,CP00103,U004738,2025-09-12 04:42:17,expired,new_user
CR00002017,CP00081,U003126,2025-10-22 06:03:27,used,campaign
CR00002018,CP00153,U000514,2025-09-13 07:11:08,used,member_center
CR00002019,CP00110,U004501,2025-09-20 19:16:13,unused,push
CR00002020,CP00080,U002556,2026-01-07 07:16:25,unused,campaign
CR00002021,CP00036,U003102,2026-08-04 21:47:32,used,campaign
CR00002022,CP00098,U000591,2025-07-05 14:51:45,expired,campaign
CR00002023,CP00041,U004411,2025-01-21 07:27:35,used,campaign
CR00002024,CP00103,U001353,2025-09-18 05:35:25,unused,new_user
CR00002025,CP00028,U000180,2025-11-12 20:37:26,used,push
CR00002026,CP00131,U001085,2025-09-09 09:31:50,used,campaign
CR00002027,CP00177,U001517,2025-06-23 16:32:47,used,push
CR00002028,CP00131,U004687,2025-09-15 08:22:06,unused,campaign
CR00002029,CP00172,U000141,2026-02-01 08:54:37,used,campaign
CR00002030,CP00150,U002685,2025-12-10 09:48:50,unused,push
CR00002031,CP00006,U003380,2025-07-21 08:12:39,expired,member_center
CR00002032,CP00063,U004533,2026-01-11 15:10:20,used,campaign
CR00002033,CP00070,U004460,2025-06-20 13:22:10,used,new_user
CR00002034,CP00094,U002467,2025-03-27 12:15:26,used,campaign
CR00002035,CP00085,U000772,2025-04-06 13:12:42,unused,member_center
CR00002036,CP00031,U001759,2026-05-16 09:50:19,expired,campaign
CR00002037,CP00007,U000740,2026-04-29 22:31:02,used,member_center
CR00002038,CP00158,U001034,2025-09-04 14:49:30,expired,new_user
CR00002039,CP00097,U004462,2025-03-29 23:39:16,expired,campaign
CR00002040,CP00039,U000265,2026-01-26 15:20:15,expired,push
CR00002041,CP00117,U000736,2025-09-23 04:25:55,unused,campaign
CR00002042,CP00139,U003242,2025-11-27 15:31:33,expired,member_center
CR00002043,CP00142,U004493,2026-04-22 23:43:08,expired,campaign
CR00002044,CP00030,U003562,2025-07-18 05:17:44,used,new_user
CR00002045,CP00151,U001448,2025-06-14 19:06:07,unused,campaign
CR00002046,CP00064,U004693,2026-02-21 10:32:26,unused,push
CR00002047,CP00134,U003939,2025-07-18 11:30:18,expired,member_center
CR00002048,CP00092,U004198,2025-04-04 17:09:18,used,new_user
CR00002049,CP00037,U004050,2026-04-29 20:26:07,expired,push
CR00002050,CP00024,U002437,2026-08-22 13:43:26,unused,campaign
CR00002051,CP00173,U004270,2025-07-16 22:34:38,expired,member_center
CR00002052,CP00117,U001890,2025-09-16 14:05:32,used,campaign
CR00002053,CP00174,U001462,2025-09-12 15:42:35,unused,campaign
CR00002054,CP00150,U003855,2025-12-02 16:33:22,unused,member_center
CR00002055,CP00096,U004111,2025-09-22 21:17:00,used,new_user
CR00002056,CP00100,U003943,2026-08-15 14:02:03,unused,campaign
CR00002057,CP00029,U001270,2025-09-19 11:08:03,used,push
CR00002058,CP00030,U001684,2025-08-08 07:36:43,expired,push
CR00002059,CP00175,U002331,2026-08-11 13:12:00,used,member_center
CR00002060,CP00127,U004192,2025-04-18 20:12:42,expired,campaign
CR00002061,CP00056,U004207,2026-05-30 01:38:43,used,push
CR00002062,CP00006,U002682,2025-07-29 08:52:19,unused,new_user
CR00002063,CP00128,U004171,2026-07-16 00:44:34,expired,campaign
CR00002064,CP00132,U003498,2026-06-07 13:59:42,used,member_center
CR00002065,CP00014,U000925,2025-10-30 17:03:00,expired,member_center
CR00002066,CP00076,U004694,2025-02-23 23:09:56,expired,campaign
CR00002067,CP00040,U004094,2025-04-11 20:56:28,unused,push
CR00002068,CP00105,U003220,2025-06-22 09:39:00,used,member_center
CR00002069,CP00033,U000207,2025-05-04 01:43:28,used,push
CR00002070,CP00069,U001191,2026-08-21 08:30:51,used,member_center
CR00002071,CP00152,U002327,2026-01-27 20:11:56,expired,new_user
CR00002072,CP00098,U000116,2025-07-17 03:40:37,used,campaign
CR00002073,CP00101,U002101,2025-05-25 19:41:26,expired,member_center
CR00002074,CP00075,U002311,2025-02-16 17:56:53,used,push
CR00002075,CP00144,U000448,2026-06-09 07:59:37,expired,new_user
CR00002076,CP00111,U004071,2025-10-28 22:54:27,expired,member_center
CR00002077,CP00175,U003928,2026-08-09 18:43:14,unused,campaign
CR00002078,CP00167,U000755,2025-06-08 13:34:07,unused,push
CR00002079,CP00118,U004817,2025-12-09 12:28:11,expired,push
CR00002080,CP00010,U000224,2025-11-20 10:06:32,expired,campaign
CR00002081,CP00178,U000403,2025-10-03 20:41:51,used,member_center
