shipment_id,order_id,warehouse_id,carrier_name,tracking_no,shipped_at,delivered_at,shipment_status,package_count
SHP00002880,O00003325,W007,韵达快递,MOCK000000002880,2025-04-05 05:09:14,2025-04-07 05:09:14,delivered,1
SHP00002881,O00003326,W014,圆通速递,MOCK000000002881,2026-02-09 17:26:54,2026-02-10 17:26:54,delivered,4
SHP00002882,O00003327,W005,京东物流,MOCK000000002882,2026-04-06 23:00:43,2026-04-12 23:00:43,delivered,1
SHP00002883,O00003328,W002,韵达快递,MOCK000000002883,2025-03-21 15:34:21,,in_transit,1
SHP00002884,O00003329,W012,顺丰速运,MOCK000000002884,2025-02-24 03:49:48,2025-02-27 03:49:48,delivered,2
SHP00002885,O00003330,W009,中通快递,MOCK000000002885,2026-02-19 14:24:00,2026-02-22 14:24:00,delivered,3
SHP00002886,O00003331,W011,京东物流,MOCK000000002886,2025-09-07 10:54:06,2025-09-10 10:54:06,delivered,1
SHP00002887,O00003332,W003,韵达快递,MOCK000000002887,2025-01-27 22:28:51,2025-02-02 22:28:51,delivered,4
SHP00002888,O00003333,W003,韵达快递,MOCK000000002888,2025-09-16 04:21:15,2025-09-20 04:21:15,delivered,2
SHP00002889,O00003334,W014,中通快递,MOCK000000002889,2025-12-15 05:28:46,2025-12-21 05:28:46,delivered,4
SHP00002890,O00003336,W004,圆通速递,MOCK000000002890,2025-07-09 09:33:15,2025-07-14 09:33:15,delivered,3
SHP00002891,O00003337,W013,韵达快递,MOCK000000002891,2026-07-02 09:45:41,2026-07-07 09:45:41,delivered,1
SHP00002892,O00003338,W010,京东物流,MOCK000000002892,2025-02-10 00:14:16,2025-02-11 00:14:16,delivered,1
SHP00002893,O00003340,W008,韵达快递,MOCK000000002893,2025-03-17 21:21:50,2025-03-21 21:21:50,delivered,3
SHP00002894,O00003341,W007,顺丰速运,MOCK000000002894,2025-03-06 03:40:04,,in_transit,2
SHP00002895,O00003342,W008,京东物流,MOCK000000002895,2025-10-23 18:15:42,2025-10-29 18:15:42,delivered,2
SHP00002896,O00003343,W015,顺丰速运,MOCK000000002896,2026-02-13 06:38:35,2026-02-15 06:38:35,delivered,4
SHP00002897,O00003344,W014,京东物流,MOCK000000002897,2025-12-04 00:51:53,2025-12-06 00:51:53,delivered,4
SHP00002898,O00003346,W004,韵达快递,MOCK000000002898,2025-12-06 12:27:17,2025-12-10 12:27:17,delivered,3
SHP00002899,O00003347,W010,圆通速递,MOCK000000002899,2026-06-14 08:33:16,2026-06-18 08:33:16,delivered,1
SHP00002900,O00003349,W001,中通快递,MOCK000000002900,2025-09-15 23:43:51,2025-09-17 23:43:51,delivered,4
SHP00002901,O00003350,W015,京东物流,MOCK000000002901,2026-05-08 05:43:13,2026-05-09 05:43:13,delivered,4
SHP00002902,O00003351,W015,圆通速递,MOCK000000002902,2025-04-28 20:25:26,2025-05-02 20:25:26,delivered,2
SHP00002903,O00003352,W014,韵达快递,MOCK000000002903,2025-02-20 00:29:20,2025-02-21 00:29:20,delivered,3
SHP00002904,O00003353,W009,中通快递,MOCK000000002904,2026-04-18 21:27:12,2026-04-22 21:27:12,delivered,1
SHP00002905,O00003354,W001,圆通速递,MOCK000000002905,2026-03-02 17:01:08,2026-03-07 17:01:08,delivered,4
SHP00002906,O00003355,W002,京东物流,MOCK000000002906,2026-04-24 11:12:23,2026-04-30 11:12:23,delivered,4
SHP00002907,O00003356,W011,顺丰速运,MOCK000000002907,2025-05-02 05:15:34,2025-05-08 05:15:34,delivered,2
SHP00002908,O00003357,W008,韵达快递,MOCK000000002908,2025-01-24 12:03:11,2025-01-25 12:03:11,delivered,1
SHP00002909,O00003358,W004,京东物流,MOCK000000002909,2025-09-10 07:42:55,2025-09-13 07:42:55,delivered,4
SHP00002910,O00003359,W005,顺丰速运,MOCK000000002910,2025-08-30 07:59:58,2025-09-01 07:59:58,delivered,4
SHP00002911,O00003360,W005,顺丰速运,MOCK000000002911,2025-09-04 18:17:33,2025-09-06 18:17:33,delivered,4
SHP00002912,O00003361,W002,京东物流,MOCK000000002912,2025-04-13 10:17:22,2025-04-17 10:17:22,delivered,4
SHP00002913,O00003362,W011,顺丰速运,MOCK000000002913,2025-03-18 09:27:16,2025-03-22 09:27:16,delivered,3
SHP00002914,O00003363,W010,顺丰速运,MOCK000000002914,2025-07-10 19:01:48,2025-07-16 19:01:48,delivered,4
SHP00002915,O00003364,W009,韵达快递,MOCK000000002915,2026-07-08 04:19:38,2026-07-14 04:19:38,delivered,2
SHP00002916,O00003365,W013,京东物流,MOCK000000002916,2026-06-23 03:32:57,2026-06-26 03:32:57,delivered,4
SHP00002917,O00003366,W011,韵达快递,MOCK000000002917,2025-02-25 09:51:54,2025-02-28 09:51:54,delivered,4
SHP00002918,O00003367,W010,圆通速递,MOCK000000002918,2026-03-01 14:21:38,2026-03-02 14:21:38,delivered,1
SHP00002919,O00003368,W001,顺丰速运,MOCK000000002919,2025-03-08 09:47:14,,in_transit,4
SHP00002920,O00003369,W014,韵达快递,MOCK000000002920,2025-03-29 22:16:18,2025-04-04 22:16:18,delivered,3
SHP00002921,O00003370,W015,圆通速递,MOCK000000002921,2025-02-16 11:54:32,2025-02-20 11:54:32,delivered,1
SHP00002922,O00003371,W004,中通快递,MOCK000000002922,2025-10-30 02:29:08,2025-11-04 02:29:08,delivered,2
SHP00002923,O00003372,W009,圆通速递,MOCK000000002923,2026-08-10 07:38:53,2026-08-15 07:38:53,delivered,2
SHP00002924,O00003373,W005,圆通速递,MOCK000000002924,2026-08-04 03:54:06,2026-08-08 03:54:06,delivered,3
SHP00002925,O00003374,W008,中通快递,MOCK000000002925,2025-12-18 20:01:31,2025-12-19 20:01:31,delivered,1
SHP00002926,O00003375,W010,中通快递,MOCK000000002926,2025-04-13 12:15:01,2025-04-19 12:15:01,delivered,3
SHP00002927,O00003376,W007,京东物流,MOCK000000002927,2025-04-27 22:20:49,2025-04-30 22:20:49,delivered,1
SHP00002928,O00003377,W016,圆通速递,MOCK000000002928,2026-03-06 18:59:47,2026-03-11 18:59:47,delivered,4
SHP00002929,O00003378,W010,圆通速递,MOCK000000002929,2026-01-23 13:31:14,2026-01-29 13:31:14,delivered,4
SHP00002930,O00003379,W002,韵达快递,MOCK000000002930,2026-03-16 09:40:31,2026-03-20 09:40:31,delivered,3
SHP00002931,O00003380,W006,韵达快递,MOCK000000002931,2025-10-09 18:37:22,2025-10-12 18:37:22,delivered,1
SHP00002932,O00003381,W008,圆通速递,MOCK000000002932,2025-02-19 02:24:02,2025-02-20 02:24:02,delivered,4
SHP00002933,O00003382,W011,顺丰速运,MOCK000000002933,2025-04-06 23:59:57,,in_transit,4
SHP00002934,O00003383,W007,中通快递,MOCK000000002934,2025-07-08 00:43:00,,in_transit,3
SHP00002935,O00003384,W002,京东物流,MOCK000000002935,2025-12-09 07:14:47,2025-12-14 07:14:47,delivered,3
SHP00002936,O00003385,W016,京东物流,MOCK000000002936,2025-01-22 07:23:19,2025-01-26 07:23:19,delivered,1
SHP00002937,O00003387,W002,顺丰速运,MOCK000000002937,2025-04-20 01:33:59,2025-04-24 01:33:59,delivered,2
SHP00002938,O00003388,W013,中通快递,MOCK000000002938,2025-07-01 11:32:20,2025-07-04 11:32:20,delivered,3
SHP00002939,O00003390,W005,顺丰速运,MOCK000000002939,2026-07-05 09:34:32,2026-07-09 09:34:32,delivered,3
SHP00002940,O00003391,W004,中通快递,MOCK000000002940,2025-06-20 04:39:58,2025-06-26 04:39:58,delivered,4
SHP00002941,O00003392,W005,韵达快递,MOCK000000002941,2026-05-11 14:42:32,2026-05-15 14:42:32,delivered,3
SHP00002942,O00003393,W005,京东物流,MOCK000000002942,2026-07-16 17:35:56,2026-07-22 17:35:56,delivered,2
SHP00002943,O00003394,W008,韵达快递,MOCK000000002943,2026-06-30 08:41:27,2026-07-04 08:41:27,delivered,2
SHP00002944,O00003395,W011,圆通速递,MOCK000000002944,2025-06-25 18:28:31,2025-07-01 18:28:31,delivered,1
SHP00002945,O00003396,W015,顺丰速运,MOCK000000002945,2025-12-18 07:34:39,2025-12-22 07:34:39,delivered,3
SHP00002946,O00003397,W015,顺丰速运,MOCK000000002946,2025-10-20 12:22:54,2025-10-23 12:22:54,delivered,4
SHP00002947,O00003398,W008,京东物流,MOCK000000002947,2026-02-22 20:13:49,2026-02-27 20:13:49,delivered,4
SHP00002948,O00003399,W001,韵达快递,MOCK000000002948,2025-01-30 17:14:01,2025-02-01 17:14:01,delivered,1
SHP00002949,O00003400,W011,顺丰速运,MOCK000000002949,2026-06-06 12:58:47,2026-06-07 12:58:47,delivered,3
SHP00002950,O00003401,W011,京东物流,MOCK000000002950,2025-09-20 02:58:16,2025-09-22 02:58:16,delivered,1
SHP00002951,O00003402,W001,京东物流,MOCK000000002951,2026-04-19 12:04:15,2026-04-22 12:04:15,delivered,2
SHP00002952,O00003403,W010,中通快递,MOCK000000002952,2025-10-07 07:18:15,2025-10-12 07:18:15,delivered,1
SHP00002953,O00003404,W001,中通快递,MOCK000000002953,2026-03-12 19:33:52,2026-03-16 19:33:52,delivered,1
SHP00002954,O00003405,W005,圆通速递,MOCK000000002954,2025-06-03 18:50:45,2025-06-05 18:50:45,delivered,2
SHP00002955,O00003406,W006,圆通速递,MOCK000000002955,2025-05-10 16:57:16,2025-05-15 16:57:16,delivered,2
SHP00002956,O00003407,W010,圆通速递,MOCK000000002956,2026-05-25 14:48:04,2026-05-28 14:48:04,delivered,3
SHP00002957,O00003408,W004,中通快递,MOCK000000002957,2026-04-09 05:27:41,2026-04-11 05:27:41,delivered,3
SHP00002958,O00003409,W004,顺丰速运,MOCK000000002958,2026-01-24 08:30:20,2026-01-29 08:30:20,delivered,4
SHP00002959,O00003410,W009,中通快递,MOCK000000002959,2025-12-27 10:51:03,2026-01-01 10:51:03,delivered,1
SHP00002960,O00003411,W013,圆通速递,MOCK000000002960,2026-05-10 14:32:51,2026-05-11 14:32:51,delivered,3
SHP00002961,O00003412,W016,圆通速递,MOCK000000002961,2025-07-04 12:19:26,2025-07-09 12:19:26,delivered,3
SHP00002962,O00003413,W014,韵达快递,MOCK000000002962,2026-08-03 22:05:56,2026-08-06 22:05:56,delivered,2
SHP00002963,O00003414,W004,中通快递,MOCK000000002963,2025-11-11 03:10:46,2025-11-17 03:10:46,delivered,4
SHP00002964,O00003416,W003,京东物流,MOCK000000002964,2025-08-27 06:51:22,2025-08-31 06:51:22,delivered,4
SHP00002965,O00003417,W001,圆通速递,MOCK000000002965,2026-03-15 13:07:53,2026-03-21 13:07:53,delivered,2
SHP00002966,O00003419,W001,顺丰速运,MOCK000000002966,2026-07-12 10:19:42,2026-07-18 10:19:42,delivered,4
SHP00002967,O00003420,W015,圆通速递,MOCK000000002967,2025-01-28 02:15:49,2025-02-02 02:15:49,delivered,3
SHP00002968,O00003421,W015,京东物流,MOCK000000002968,2025-06-14 15:51:48,2025-06-19 15:51:48,delivered,4
SHP00002969,O00003422,W009,韵达快递,MOCK000000002969,2026-01-31 06:27:44,2026-02-02 06:27:44,delivered,2
SHP00002970,O00003423,W008,京东物流,MOCK000000002970,2025-03-08 06:59:13,2025-03-11 06:59:13,delivered,2
SHP00002971,O00003424,W011,京东物流,MOCK000000002971,2026-01-26 13:09:59,2026-01-31 13:09:59,delivered,2
SHP00002972,O00003425,W014,中通快递,MOCK000000002972,2026-07-06 19:04:35,2026-07-11 19:04:35,delivered,2
SHP00002973,O00003426,W015,中通快递,MOCK000000002973,2025-07-19 18:22:45,2025-07-22 18:22:45,delivered,1
SHP00002974,O00003427,W007,顺丰速运,MOCK000000002974,2025-03-05 09:52:17,,in_transit,3
SHP00002975,O00003428,W005,韵达快递,MOCK000000002975,2025-11-27 01:53:53,2025-12-02 01:53:53,delivered,2
SHP00002976,O00003429,W006,京东物流,MOCK000000002976,2026-03-25 06:04:34,2026-03-28 06:04:34,delivered,1
SHP00002977,O00003430,W009,中通快递,MOCK000000002977,2025-06-24 10:42:04,2025-06-29 10:42:04,delivered,3
SHP00002978,O00003431,W014,顺丰速运,MOCK000000002978,2025-02-21 15:45:40,2025-02-25 15:45:40,delivered,2
SHP00002979,O00003432,W007,圆通速递,MOCK000000002979,2025-06-02 07:58:40,2025-06-04 07:58:40,delivered,4
SHP00002980,O00003433,W010,京东物流,MOCK000000002980,2025-04-20 14:51:32,2025-04-22 14:51:32,delivered,4
SHP00002981,O00003435,W005,京东物流,MOCK000000002981,2026-06-25 22:20:57,2026-07-01 22:20:57,delivered,2
SHP00002982,O00003436,W016,圆通速递,MOCK000000002982,2025-06-20 17:35:17,2025-06-22 17:35:17,delivered,3
SHP00002983,O00003437,W002,中通快递,MOCK000000002983,2025-05-01 15:48:56,2025-05-02 15:48:56,delivered,2
SHP00002984,O00003438,W004,顺丰速运,MOCK000000002984,2025-12-02 06:44:52,2025-12-03 06:44:52,delivered,4
SHP00002985,O00003439,W011,圆通速递,MOCK000000002985,2025-02-08 22:12:08,2025-02-12 22:12:08,delivered,4
SHP00002986,O00003440,W003,圆通速递,MOCK000000002986,2026-07-27 12:14:03,2026-07-28 12:14:03,delivered,2
SHP00002987,O00003442,W014,中通快递,MOCK000000002987,2025-04-20 16:49:58,2025-04-26 16:49:58,delivered,1
SHP00002988,O00003443,W004,京东物流,MOCK000000002988,2025-08-25 11:20:43,,in_transit,2
SHP00002989,O00003444,W007,京东物流,MOCK000000002989,2025-12-08 10:32:06,,in_transit,2
SHP00002990,O00003445,W016,京东物流,MOCK000000002990,2025-01-18 19:51:39,2025-01-21 19:51:39,delivered,2
SHP00002991,O00003446,W005,京东物流,MOCK000000002991,2026-08-13 16:07:53,2026-08-19 16:07:53,delivered,3
SHP00002992,O00003448,W015,中通快递,MOCK000000002992,2026-04-12 22:10:11,2026-04-17 22:10:11,delivered,1
SHP00002993,O00003450,W001,顺丰速运,MOCK000000002993,2026-06-15 18:28:58,,in_transit,2
SHP00002994,O00003451,W009,京东物流,MOCK000000002994,2026-08-11 04:08:42,2026-08-16 04:08:42,delivered,3
SHP00002995,O00003452,W013,韵达快递,MOCK000000002995,2025-01-23 19:46:12,2025-01-27 19:46:12,delivered,2
SHP00002996,O00003453,W001,中通快递,MOCK000000002996,2025-03-16 20:08:48,2025-03-20 20:08:48,delivered,2
SHP00002997,O00003454,W009,京东物流,MOCK000000002997,2026-04-06 20:57:39,2026-04-07 20:57:39,delivered,1
SHP00002998,O00003455,W011,圆通速递,MOCK000000002998,2025-07-13 21:57:30,2025-07-17 21:57:30,delivered,4
SHP00002999,O00003456,W011,圆通速递,MOCK000000002999,2025-05-07 17:56:49,2025-05-08 17:56:49,delivered,2
SHP00003000,O00003457,W016,中通快递,MOCK000000003000,2025-09-02 23:30:34,2025-09-06 23:30:34,delivered,3
SHP00003001,O00003458,W002,韵达快递,MOCK000000003001,2025-04-09 13:45:31,2025-04-14 13:45:31,delivered,3
SHP00003002,O00003459,W014,韵达快递,MOCK000000003002,2025-03-15 06:54:10,2025-03-21 06:54:10,delivered,3
SHP00003003,O00003460,W015,中通快递,MOCK000000003003,2026-03-11 20:46:47,2026-03-14 20:46:47,delivered,1
SHP00003004,O00003461,W009,顺丰速运,MOCK000000003004,2025-11-01 00:21:27,2025-11-03 00:21:27,delivered,1
SHP00003005,O00003462,W015,圆通速递,MOCK000000003005,2026-06-10 04:49:33,2026-06-16 04:49:33,delivered,3
SHP00003006,O00003463,W011,韵达快递,MOCK000000003006,2025-06-22 14:23:06,2025-06-28 14:23:06,delivered,3
SHP00003007,O00003466,W011,京东物流,MOCK000000003007,2025-01-25 00:54:25,2025-01-28 00:54:25,delivered,1
SHP00003008,O00003467,W007,韵达快递,MOCK000000003008,2026-04-23 12:17:55,2026-04-28 12:17:55,delivered,2
SHP00003009,O00003468,W007,京东物流,MOCK000000003009,2025-04-15 19:57:53,2025-04-20 19:57:53,delivered,2
SHP00003010,O00003469,W010,中通快递,MOCK000000003010,2026-04-24 22:55:58,2026-04-27 22:55:58,delivered,3
SHP00003011,O00003470,W006,中通快递,MOCK000000003011,2026-02-20 20:20:17,,in_transit,1
SHP00003012,O00003471,W008,圆通速递,MOCK000000003012,2026-04-04 01:05:44,2026-04-05 01:05:44,delivered,4
SHP00003013,O00003472,W014,圆通速递,MOCK000000003013,2025-12-09 11:21:27,2025-12-13 11:21:27,delivered,2
SHP00003014,O00003473,W015,顺丰速运,MOCK000000003014,2025-08-13 20:07:12,2025-08-16 20:07:12,delivered,1
SHP00003015,O00003474,W011,京东物流,MOCK000000003015,2025-10-21 23:03:37,2025-10-26 23:03:37,delivered,4
SHP00003016,O00003475,W002,顺丰速运,MOCK000000003016,2025-02-16 05:49:05,,in_transit,3
SHP00003017,O00003476,W007,中通快递,MOCK000000003017,2025-08-30 15:33:12,2025-08-31 15:33:12,delivered,1
SHP00003018,O00003477,W014,顺丰速运,MOCK000000003018,2025-10-11 08:43:24,,in_transit,3
SHP00003019,O00003478,W004,圆通速递,MOCK000000003019,2025-08-04 02:36:14,2025-08-08 02:36:14,delivered,2
SHP00003020,O00003479,W010,京东物流,MOCK000000003020,2026-07-07 20:34:42,2026-07-13 20:34:42,delivered,1
SHP00003021,O00003480,W006,韵达快递,MOCK000000003021,2025-12-31 06:24:22,2026-01-04 06:24:22,delivered,3
SHP00003022,O00003482,W016,京东物流,MOCK000000003022,2026-03-01 15:42:13,2026-03-03 15:42:13,delivered,3
SHP00003023,O00003483,W013,韵达快递,MOCK000000003023,2025-06-24 02:29:13,,in_transit,1
SHP00003024,O00003484,W006,圆通速递,MOCK000000003024,2026-03-13 23:34:05,,in_transit,4
SHP00003025,O00003485,W016,韵达快递,MOCK000000003025,2025-10-26 01:45:51,2025-11-01 01:45:51,delivered,4
SHP00003026,O00003487,W005,京东物流,MOCK000000003026,2026-02-24 01:03:30,2026-03-01 01:03:30,delivered,4
SHP00003027,O00003488,W012,圆通速递,MOCK000000003027,2026-04-27 03:22:24,2026-05-01 03:22:24,delivered,2
SHP00003028,O00003489,W006,顺丰速运,MOCK000000003028,2025-06-07 15:47:40,2025-06-12 15:47:40,delivered,4
SHP00003029,O00003490,W003,顺丰速运,MOCK000000003029,2025-12-18 10:23:40,2025-12-21 10:23:40,delivered,2
SHP00003030,O00003491,W014,圆通速递,MOCK000000003030,2025-10-11 08:37:40,2025-10-16 08:37:40,delivered,1
SHP00003031,O00003492,W009,圆通速递,MOCK000000003031,2026-08-11 17:21:54,2026-08-17 17:21:54,delivered,2
SHP00003032,O00003493,W008,韵达快递,MOCK000000003032,2026-07-29 16:55:37,,in_transit,2
SHP00003033,O00003495,W001,顺丰速运,MOCK000000003033,2026-05-12 10:13:05,2026-05-13 10:13:05,delivered,2
SHP00003034,O00003496,W001,顺丰速运,MOCK000000003034,2026-02-16 21:32:21,2026-02-21 21:32:21,delivered,1
SHP00003035,O00003497,W009,顺丰速运,MOCK000000003035,2025-08-18 10:41:11,2025-08-19 10:41:11,delivered,3
SHP00003036,O00003498,W003,中通快递,MOCK000000003036,2026-04-05 08:24:57,2026-04-06 08:24:57,delivered,4
SHP00003037,O00003499,W015,京东物流,MOCK000000003037,2025-10-21 21:43:53,2025-10-26 21:43:53,delivered,4
SHP00003038,O00003500,W008,韵达快递,MOCK000000003038,2026-06-22 00:00:34,,in_transit,4
SHP00003039,O00003501,W002,中通快递,MOCK000000003039,2026-06-01 01:18:11,2026-06-07 01:18:11,delivered,3
SHP00003040,O00003502,W005,京东物流,MOCK000000003040,2025-12-30 10:51:33,2026-01-01 10:51:33,delivered,2
SHP00003041,O00003503,W013,中通快递,MOCK000000003041,2025-01-02 09:42:55,2025-01-06 09:42:55,delivered,1
SHP00003042,O00003504,W006,韵达快递,MOCK000000003042,2025-05-08 23:29:06,2025-05-12 23:29:06,delivered,2
SHP00003043,O00003505,W013,京东物流,MOCK000000003043,2025-06-04 05:36:33,,in_transit,3
SHP00003044,O00003506,W004,圆通速递,MOCK000000003044,2025-10-01 07:07:52,2025-10-05 07:07:52,delivered,3
SHP00003045,O00003507,W013,京东物流,MOCK000000003045,2025-12-11 03:17:31,,in_transit,2
SHP00003046,O00003510,W016,中通快递,MOCK000000003046,2026-06-25 01:20:51,2026-06-26 01:20:51,delivered,3
SHP00003047,O00003512,W004,圆通速递,MOCK000000003047,2025-07-24 21:30:45,2025-07-26 21:30:45,delivered,3
SHP00003048,O00003513,W011,韵达快递,MOCK000000003048,2026-02-24 13:10:19,2026-02-27 13:10:19,delivered,1
SHP00003049,O00003514,W008,京东物流,MOCK000000003049,2026-06-25 02:01:32,2026-06-30 02:01:32,delivered,3
SHP00003050,O00003516,W002,韵达快递,MOCK000000003050,2025-04-14 22:09:20,2025-04-18 22:09:20,delivered,4
SHP00003051,O00003517,W012,韵达快递,MOCK000000003051,2025-03-25 09:36:14,2025-03-29 09:36:14,delivered,3
SHP00003052,O00003518,W003,顺丰速运,MOCK000000003052,2025-04-27 07:23:07,2025-04-28 07:23:07,delivered,4
SHP00003053,O00003520,W016,韵达快递,MOCK000000003053,2025-09-27 07:06:21,2025-10-01 07:06:21,delivered,3
SHP00003054,O00003521,W012,中通快递,MOCK000000003054,2025-06-03 09:31:48,2025-06-04 09:31:48,delivered,4
SHP00003055,O00003522,W016,京东物流,MOCK000000003055,2025-11-03 17:21:52,2025-11-04 17:21:52,delivered,1
SHP00003056,O00003523,W001,中通快递,MOCK000000003056,2026-06-04 10:39:36,2026-06-06 10:39:36,delivered,2
SHP00003057,O00003524,W009,韵达快递,MOCK000000003057,2026-01-12 15:51:17,2026-01-14 15:51:17,delivered,2
SHP00003058,O00003525,W015,京东物流,MOCK000000003058,2026-01-21 11:40:44,,in_transit,2
SHP00003059,O00003526,W013,京东物流,MOCK000000003059,2025-06-12 18:43:52,2025-06-17 18:43:52,delivered,2
SHP00003060,O00003529,W009,京东物流,MOCK000000003060,2026-06-13 10:15:24,2026-06-16 10:15:24,delivered,3
SHP00003061,O00003530,W001,中通快递,MOCK000000003061,2026-04-09 03:34:30,2026-04-10 03:34:30,delivered,3
SHP00003062,O00003531,W011,顺丰速运,MOCK000000003062,2026-07-03 12:26:43,2026-07-09 12:26:43,delivered,1
SHP00003063,O00003532,W007,韵达快递,MOCK000000003063,2025-04-18 14:48:15,2025-04-19 14:48:15,delivered,3
SHP00003064,O00003534,W014,顺丰速运,MOCK000000003064,2025-10-01 19:38:31,,in_transit,1
SHP00003065,O00003535,W005,圆通速递,MOCK000000003065,2025-11-04 17:25:58,2025-11-06 17:25:58,delivered,2
SHP00003066,O00003536,W008,韵达快递,MOCK000000003066,2025-04-01 03:43:07,2025-04-04 03:43:07,delivered,3
SHP00003067,O00003537,W013,韵达快递,MOCK000000003067,2026-03-16 19:36:57,2026-03-21 19:36:57,delivered,3
SHP00003068,O00003538,W014,韵达快递,MOCK000000003068,2026-06-27 05:21:08,2026-07-03 05:21:08,delivered,3
SHP00003069,O00003539,W012,京东物流,MOCK000000003069,2026-07-06 09:04:35,2026-07-07 09:04:35,delivered,3
SHP00003070,O00003540,W009,韵达快递,MOCK000000003070,2025-11-24 17:43:03,2025-11-28 17:43:03,delivered,4
SHP00003071,O00003541,W008,韵达快递,MOCK000000003071,2026-03-12 23:28:34,2026-03-17 23:28:34,delivered,4
SHP00003072,O00003542,W015,圆通速递,MOCK000000003072,2026-04-03 22:00:38,2026-04-08 22:00:38,delivered,3
SHP00003073,O00003543,W009,中通快递,MOCK000000003073,2025-09-16 00:43:48,2025-09-19 00:43:48,delivered,4
SHP00003074,O00003544,W011,中通快递,MOCK000000003074,2025-06-25 17:23:23,2025-06-30 17:23:23,delivered,3
SHP00003075,O00003545,W003,圆通速递,MOCK000000003075,2025-10-18 16:19:33,2025-10-19 16:19:33,delivered,3
SHP00003076,O00003546,W004,中通快递,MOCK000000003076,2025-01-25 13:53:49,2025-01-26 13:53:49,delivered,2
SHP00003077,O00003547,W004,韵达快递,MOCK000000003077,2026-07-03 09:40:22,2026-07-05 09:40:22,delivered,2
SHP00003078,O00003548,W012,京东物流,MOCK000000003078,2026-04-18 07:55:01,2026-04-23 07:55:01,delivered,1
SHP00003079,O00003549,W007,顺丰速运,MOCK000000003079,2026-01-17 10:24:00,2026-01-19 10:24:00,delivered,2
SHP00003080,O00003550,W003,京东物流,MOCK000000003080,2025-01-15 23:24:57,,in_transit,4
SHP00003081,O00003551,W012,韵达快递,MOCK000000003081,2025-10-19 05:22:51,2025-10-22 05:22:51,delivered,1
SHP00003082,O00003552,W012,京东物流,MOCK000000003082,2026-03-17 17:59:55,2026-03-19 17:59:55,delivered,3
SHP00003083,O00003553,W001,圆通速递,MOCK000000003083,2026-04-08 03:32:46,2026-04-10 03:32:46,delivered,2
SHP00003084,O00003554,W002,顺丰速运,MOCK000000003084,2025-02-27 09:48:08,2025-03-03 09:48:08,delivered,1
SHP00003085,O00003555,W002,中通快递,MOCK000000003085,2025-07-13 04:27:38,,in_transit,2
SHP00003086,O00003556,W010,圆通速递,MOCK000000003086,2025-06-08 23:54:06,2025-06-13 23:54:06,delivered,3
SHP00003087,O00003557,W004,中通快递,MOCK000000003087,2025-01-08 20:08:09,2025-01-12 20:08:09,delivered,2
SHP00003088,O00003558,W006,韵达快递,MOCK000000003088,2025-04-06 18:38:40,2025-04-10 18:38:40,delivered,1
SHP00003089,O00003559,W015,韵达快递,MOCK000000003089,2025-03-30 01:36:43,2025-04-05 01:36:43,delivered,1
SHP00003090,O00003561,W015,顺丰速运,MOCK000000003090,2025-01-28 00:49:17,2025-01-31 00:49:17,delivered,4
SHP00003091,O00003562,W005,京东物流,MOCK000000003091,2025-08-19 19:27:32,,in_transit,2
SHP00003092,O00003563,W010,中通快递,MOCK000000003092,2025-06-13 21:32:03,2025-06-19 21:32:03,delivered,2
SHP00003093,O00003564,W016,韵达快递,MOCK000000003093,2026-01-26 09:49:32,2026-01-31 09:49:32,delivered,4
SHP00003094,O00003565,W007,京东物流,MOCK000000003094,2026-05-04 19:38:45,,in_transit,2
SHP00003095,O00003566,W012,韵达快递,MOCK000000003095,2025-05-08 20:00:42,,in_transit,2
SHP00003096,O00003567,W009,京东物流,MOCK000000003096,2025-03-12 23:45:45,2025-03-15 23:45:45,delivered,1
SHP00003097,O00003568,W009,圆通速递,MOCK000000003097,2026-03-31 04:31:13,2026-04-06 04:31:13,delivered,4
SHP00003098,O00003569,W013,韵达快递,MOCK000000003098,2026-03-13 16:17:42,2026-03-17 16:17:42,delivered,4
SHP00003099,O00003570,W007,韵达快递,MOCK000000003099,2025-09-22 06:50:23,2025-09-23 06:50:23,delivered,3
SHP00003100,O00003571,W008,圆通速递,MOCK000000003100,2026-04-03 12:39:16,2026-04-05 12:39:16,delivered,3
SHP00003101,O00003572,W005,韵达快递,MOCK000000003101,2025-10-24 15:23:12,2025-10-28 15:23:12,delivered,1
SHP00003102,O00003573,W016,圆通速递,MOCK000000003102,2025-02-04 22:34:06,2025-02-09 22:34:06,delivered,3
SHP00003103,O00003574,W013,韵达快递,MOCK000000003103,2026-03-10 08:44:05,2026-03-11 08:44:05,delivered,1
SHP00003104,O00003575,W007,京东物流,MOCK000000003104,2025-05-18 17:43:56,2025-05-24 17:43:56,delivered,4
SHP00003105,O00003576,W001,中通快递,MOCK000000003105,2025-05-16 16:03:42,2025-05-19 16:03:42,delivered,4
SHP00003106,O00003577,W004,顺丰速运,MOCK000000003106,2026-07-05 04:56:01,2026-07-11 04:56:01,delivered,2
SHP00003107,O00003578,W007,京东物流,MOCK000000003107,2026-02-24 10:22:56,2026-02-28 10:22:56,delivered,3
SHP00003108,O00003579,W011,韵达快递,MOCK000000003108,2026-06-14 19:18:01,2026-06-16 19:18:01,delivered,4
SHP00003109,O00003580,W011,京东物流,MOCK000000003109,2025-10-28 07:18:24,2025-10-31 07:18:24,delivered,1
