cart_id,user_id,updated_at,cart_status,platform
CART0000948,U001471,2025-06-27 08:35:34,active,app
CART0000949,U003940,2026-05-27 01:07:50,converted,app
CART0000950,U000179,2025-04-30 15:58:21,active,app
CART0000951,U004127,2025-12-22 12:18:51,converted,app
CART0000952,U004714,2025-06-16 00:30:02,active,app
CART0000953,U003108,2025-04-25 04:06:41,abandoned,app
CART0000954,U004480,2025-12-30 22:40:03,active,app
CART0000955,U000876,2025-04-15 08:36:11,abandoned,mini_program
CART0000956,U004186,2026-04-06 15:54:28,active,web
CART0000957,U001197,2025-05-17 19:07:07,converted,app
CART0000958,U000901,2026-08-22 12:06:02,converted,app
CART0000959,U002926,2026-04-22 15:57:27,converted,app
CART0000960,U000821,2025-07-10 07:14:12,active,app
CART0000961,U003681,2026-01-05 17:53:40,converted,mini_program
CART0000962,U000926,2025-05-11 09:10:30,abandoned,app
CART0000963,U001477,2026-07-16 16:33:39,active,web
CART0000964,U003016,2025-12-19 09:58:13,active,app
CART0000965,U004436,2026-03-04 11:56:39,converted,mini_program
CART0000966,U003603,2025-09-29 12:04:11,abandoned,app
CART0000967,U001990,2026-05-13 01:25:51,active,app
CART0000968,U000865,2025-11-20 08:20:04,active,web
CART0000969,U001031,2025-01-04 20:35:14,converted,app
CART0000970,U000643,2025-04-17 15:38:16,active,app
CART0000971,U004006,2026-03-04 05:08:01,converted,web
CART0000972,U000759,2026-01-27 14:28:36,abandoned,web
CART0000973,U001511,2025-11-08 22:17:45,active,app
CART0000974,U001541,2026-05-05 01:26:23,active,app
CART0000975,U001062,2025-09-08 20:14:27,active,app
CART0000976,U000826,2026-03-07 11:32:18,converted,app
CART0000977,U004939,2026-05-12 19:01:55,converted,app
CART0000978,U004504,2026-05-03 23:54:51,converted,web
CART0000979,U001398,2026-04-08 18:54:10,converted,mini_program
CART0000980,U000296,2026-04-18 09:05:07,converted,web
CART0000981,U004501,2026-07-16 21:22:19,active,web
CART0000982,U002824,2025-05-20 06:24:15,active,app
CART0000983,U004896,2026-05-21 19:19:10,abandoned,app
CART0000984,U001431,2026-08-21 14:45:58,converted,app
CART0000985,U000859,2025-06-07 19:07:33,active,app
CART0000986,U002927,2025-01-28 18:10:54,converted,app
CART0000987,U004455,2026-06-08 00:35:26,converted,app
CART0000988,U004488,2026-06-30 22:29:51,active,mini_program
CART0000989,U000730,2025-09-05 19:25:21,converted,app
CART0000990,U000827,2025-09-14 22:18:18,abandoned,app
CART0000991,U000590,2026-01-04 20:53:29,active,app
CART0000992,U001063,2026-03-15 00:22:02,converted,app
CART0000993,U001466,2025-07-08 06:17:30,converted,app
CART0000994,U001917,2026-07-06 08:06:22,converted,web
CART0000995,U001943,2025-04-16 01:38:23,abandoned,app
CART0000996,U000188,2026-01-03 14:14:01,abandoned,app
CART0000997,U001951,2025-08-10 14:24:01,converted,app
CART0000998,U004855,2026-05-30 10:36:32,active,app
CART0000999,U003348,2026-03-23 18:44:25,converted,app
CART0001000,U002949,2025-04-29 20:36:02,converted,mini_program
CART0001001,U002506,2026-02-22 18:04:30,converted,app
CART0001002,U000180,2025-10-09 05:49:58,converted,app
CART0001003,U003951,2025-09-14 01:15:22,converted,web
CART0001004,U004236,2025-03-25 23:05:31,converted,mini_program
CART0001005,U002644,2026-01-28 03:12:02,converted,web
CART0001006,U004486,2025-01-25 21:55:55,abandoned,app
CART0001007,U004460,2026-05-16 02:23:51,active,app
CART0001008,U002404,2025-07-12 13:40:31,converted,app
CART0001009,U001147,2026-02-10 23:42:15,abandoned,app
CART0001010,U003271,2026-03-11 20:28:39,converted,app
CART0001011,U004361,2026-07-17 20:55:35,abandoned,app
CART0001012,U001222,2026-02-20 02:43:23,active,app
CART0001013,U004079,2025-08-13 17:59:23,active,app
CART0001014,U003776,2025-05-03 17:30:15,converted,web
CART0001015,U000019,2026-03-12 03:35:55,active,app
CART0001016,U001353,2025-01-20 12:02:53,active,app
CART0001017,U002952,2026-01-17 08:00:41,active,app
CART0001018,U004231,2026-06-17 07:27:48,active,app
CART0001019,U004151,2026-05-06 21:13:30,active,app
CART0001020,U003005,2025-03-18 18:15:25,active,web
CART0001021,U002960,2026-02-18 13:35:00,converted,mini_program
CART0001022,U002281,2025-12-28 21:11:44,converted,app
CART0001023,U002786,2026-07-03 15:55:36,abandoned,mini_program
CART0001024,U004596,2025-07-06 19:08:09,converted,app
CART0001025,U002922,2025-10-30 19:51:44,active,app
CART0001026,U002382,2025-05-18 07:29:05,converted,app
CART0001027,U004063,2026-08-09 02:18:07,active,web
CART0001028,U004534,2025-11-16 18:09:26,abandoned,app
CART0001029,U002323,2025-07-19 16:31:57,active,app
CART0001030,U003436,2026-02-04 05:39:14,active,mini_program
CART0001031,U001362,2025-05-22 08:26:25,abandoned,web
CART0001032,U000173,2025-11-21 00:04:00,converted,app
CART0001033,U003152,2025-06-11 01:41:15,active,mini_program
CART0001034,U003079,2026-07-18 23:07:08,converted,web
CART0001035,U000870,2026-01-11 05:51:56,abandoned,web
CART0001036,U001240,2026-03-30 18:05:09,active,app
CART0001037,U001081,2025-03-01 13:06:29,converted,mini_program
CART0001038,U004029,2026-05-27 10:34:58,converted,app
CART0001039,U004058,2025-11-15 18:40:25,active,app
CART0001040,U002116,2026-06-20 17:49:23,converted,web
CART0001041,U004583,2026-01-10 14:12:23,active,web
CART0001042,U003769,2025-12-13 03:42:46,abandoned,web
CART0001043,U004587,2025-08-30 10:11:11,converted,app
CART0001044,U002099,2025-06-02 09:15:04,active,app
CART0001045,U004631,2026-07-09 03:23:51,abandoned,web
CART0001046,U001112,2025-12-03 15:28:16,active,web
CART0001047,U004110,2025-03-26 05:21:39,active,app
CART0001048,U000406,2026-01-27 15:28:04,abandoned,web
CART0001049,U003655,2026-06-17 23:05:30,active,app
CART0001050,U000925,2025-08-27 19:56:38,abandoned,app
CART0001051,U002946,2026-07-07 18:42:32,active,app
CART0001052,U003574,2026-03-07 15:25:35,converted,web
CART0001053,U004330,2025-08-30 19:33:10,converted,mini_program
CART0001054,U004622,2025-12-01 17:00:45,abandoned,app
CART0001055,U001556,2026-07-06 08:27:43,converted,app
CART0001056,U000541,2025-02-05 02:37:59,converted,app
CART0001057,U002795,2025-05-10 10:16:09,active,app
CART0001058,U003883,2026-04-02 17:16:42,converted,app
CART0001059,U002680,2025-10-03 07:15:26,active,app
CART0001060,U002449,2025-10-21 21:51:25,converted,app
CART0001061,U004619,2026-02-14 09:54:07,converted,app
CART0001062,U000494,2026-06-13 12:25:04,active,mini_program
CART0001063,U000229,2025-11-06 22:55:00,converted,app
CART0001064,U000139,2026-05-04 19:05:11,abandoned,app
CART0001065,U001330,2025-01-02 08:54:56,converted,app
CART0001066,U000304,2025-06-01 05:07:02,active,mini_program
CART0001067,U000145,2025-01-31 08:56:07,abandoned,app
CART0001068,U002597,2025-08-01 04:21:47,converted,app
CART0001069,U000117,2025-09-11 20:03:43,abandoned,app
CART0001070,U002707,2026-01-04 01:59:09,active,app
CART0001071,U001297,2025-08-10 09:55:38,converted,web
CART0001072,U003457,2026-04-07 05:23:17,abandoned,mini_program
CART0001073,U002633,2025-11-17 07:56:42,active,mini_program
CART0001074,U001009,2026-03-12 07:15:25,abandoned,web
CART0001075,U004801,2026-04-13 12:22:36,converted,app
CART0001076,U000679,2025-03-04 02:48:57,active,app
CART0001077,U004894,2025-09-28 14:34:29,converted,web
CART0001078,U004203,2026-07-30 05:20:49,converted,web
CART0001079,U000001,2025-02-23 05:31:45,converted,mini_program
CART0001080,U003318,2026-02-13 01:42:29,active,app
CART0001081,U002780,2025-03-10 12:46:02,active,app
CART0001082,U003024,2025-06-21 17:21:53,abandoned,app
CART0001083,U001939,2025-01-11 19:02:37,active,app
CART0001084,U000322,2025-09-11 23:35:13,active,app
CART0001085,U003126,2025-04-21 19:17:26,abandoned,mini_program
CART0001086,U002935,2025-08-19 16:13:03,converted,app
CART0001087,U002533,2025-10-14 20:06:18,abandoned,web
CART0001088,U003437,2025-06-24 04:46:44,active,web
CART0001089,U000618,2026-02-03 06:25:41,converted,web
CART0001090,U003934,2025-10-04 00:43:55,abandoned,app
CART0001091,U001907,2026-08-16 15:15:37,converted,app
CART0001092,U003038,2025-10-31 15:36:14,active,web
CART0001093,U001863,2025-12-10 20:02:10,converted,mini_program
CART0001094,U001681,2025-10-13 12:47:31,converted,web
CART0001095,U004684,2025-03-15 16:09:29,converted,app
CART0001096,U004752,2025-04-07 07:34:58,converted,mini_program
CART0001097,U003195,2025-10-30 22:01:19,abandoned,app
CART0001098,U000440,2025-09-01 06:20:14,converted,app
CART0001099,U000979,2025-08-28 03:55:01,converted,web
CART0001100,U001445,2025-10-05 11:18:13,active,app
CART0001101,U001289,2026-04-30 19:33:18,converted,app
CART0001102,U002133,2025-08-15 00:22:23,converted,app
CART0001103,U004470,2025-11-23 00:14:57,abandoned,app
CART0001104,U003440,2025-01-10 19:22:35,converted,web
CART0001105,U004247,2026-03-29 02:52:52,converted,mini_program
CART0001106,U002360,2025-08-01 21:38:21,converted,web
CART0001107,U003160,2026-04-07 16:57:13,active,web
CART0001108,U004580,2026-08-07 10:13:11,abandoned,app
CART0001109,U003421,2025-09-04 07:51:57,converted,web
CART0001110,U001863,2026-07-07 12:45:37,active,app
CART0001111,U000836,2026-01-31 19:15:40,abandoned,mini_program
CART0001112,U004874,2026-03-03 23:07:47,active,app
CART0001113,U000173,2025-08-03 15:13:32,converted,app
CART0001114,U002598,2026-05-04 13:36:13,converted,app
CART0001115,U002956,2026-02-12 08:34:16,active,mini_program
CART0001116,U002811,2025-12-27 00:22:32,converted,mini_program
CART0001117,U000801,2025-08-13 10:41:16,active,app
CART0001118,U001970,2025-03-30 06:19:55,abandoned,app
CART0001119,U002193,2026-05-14 01:19:05,active,app
CART0001120,U004687,2025-02-09 03:14:07,abandoned,app
CART0001121,U004262,2025-04-14 08:36:02,active,app
CART0001122,U004759,2025-03-11 02:51:25,active,mini_program
CART0001123,U001404,2026-01-10 06:45:01,converted,app
CART0001124,U000554,2025-10-30 10:50:53,converted,app
CART0001125,U003996,2026-03-26 03:45:42,converted,app
CART0001126,U001849,2025-04-15 06:50:26,converted,app
CART0001127,U004873,2025-01-23 06:37:25,converted,mini_program
CART0001128,U004895,2025-05-16 05:34:19,abandoned,app
CART0001129,U004130,2026-07-23 23:29:53,active,mini_program
CART0001130,U004794,2025-01-11 08:12:50,active,app
CART0001131,U004167,2025-08-15 11:53:50,abandoned,app
CART0001132,U000322,2026-05-21 09:07:24,abandoned,app
CART0001133,U002093,2026-08-11 06:33:24,abandoned,app
CART0001134,U001769,2026-03-27 11:26:05,abandoned,app
CART0001135,U002017,2026-01-12 13:24:29,converted,app
CART0001136,U003163,2025-11-10 13:16:57,converted,app
CART0001137,U001813,2025-02-12 07:41:42,active,web
CART0001138,U001534,2026-06-03 21:18:24,active,web
CART0001139,U004245,2025-11-21 15:51:18,converted,app
CART0001140,U002932,2026-01-10 06:27:01,active,app
CART0001141,U002638,2026-07-11 04:09:12,converted,app
CART0001142,U001697,2025-03-24 10:40:41,converted,mini_program
CART0001143,U003316,2025-10-13 05:35:04,converted,mini_program
CART0001144,U000682,2025-08-14 11:44:57,active,app
CART0001145,U000040,2026-04-14 09:45:59,active,web
CART0001146,U004528,2025-02-26 22:09:38,abandoned,app
CART0001147,U004827,2025-12-24 19:13:25,converted,app
CART0001148,U004805,2025-09-27 14:19:58,abandoned,app
CART0001149,U003464,2026-03-04 17:15:36,converted,web
CART0001150,U002258,2026-04-11 06:47:25,abandoned,app
CART0001151,U004802,2026-05-08 13:28:19,abandoned,web
CART0001152,U000160,2025-03-26 09:08:13,abandoned,web
CART0001153,U001066,2025-03-09 10:00:06,converted,app
CART0001154,U000223,2025-09-30 22:14:46,abandoned,web
CART0001155,U002045,2026-04-15 19:42:42,converted,app
CART0001156,U001595,2025-01-16 11:17:13,abandoned,app
CART0001157,U003160,2025-10-09 18:22:58,converted,web
CART0001158,U001212,2025-06-09 09:05:24,active,web
CART0001159,U003211,2025-01-31 04:14:49,active,mini_program
CART0001160,U001019,2026-01-17 11:03:05,active,app
CART0001161,U000373,2025-03-06 05:10:44,abandoned,app
CART0001162,U000508,2026-05-10 23:32:56,active,mini_program
CART0001163,U002791,2025-05-19 02:01:13,abandoned,app
CART0001164,U003663,2025-11-17 15:46:50,converted,app
CART0001165,U000244,2025-03-07 01:53:22,active,web
CART0001166,U000351,2025-01-25 09:22:06,converted,app
CART0001167,U000053,2026-02-02 05:06:45,abandoned,app
CART0001168,U000784,2026-03-25 23:05:06,active,app
CART0001169,U000281,2025-05-26 16:16:53,abandoned,app
CART0001170,U000757,2025-09-03 23:23:37,active,app
CART0001171,U001247,2025-12-05 10:04:06,active,app
CART0001172,U004199,2025-05-01 05:32:29,active,app
CART0001173,U000263,2025-02-09 02:28:47,abandoned,mini_program
CART0001174,U004314,2025-08-13 14:56:05,active,mini_program
CART0001175,U002957,2026-08-09 13:44:56,abandoned,app
CART0001176,U004193,2025-07-21 10:52:07,converted,app
CART0001177,U002446,2025-09-12 23:08:12,converted,web
CART0001178,U002256,2026-07-04 15:29:40,converted,mini_program
CART0001179,U002347,2026-08-02 00:05:13,abandoned,mini_program
CART0001180,U001742,2025-10-30 19:06:33,converted,app
CART0001181,U002360,2026-05-18 17:04:01,active,app
CART0001182,U000648,2026-07-16 07:27:24,converted,app
CART0001183,U004037,2026-06-28 16:16:21,active,app
CART0001184,U002710,2026-07-23 16:57:28,converted,app
CART0001185,U002510,2025-12-22 17:03:14,abandoned,app
CART0001186,U000280,2025-05-24 09:35:03,converted,app
CART0001187,U000008,2026-05-23 16:47:05,abandoned,web
CART0001188,U004074,2025-02-26 05:22:36,abandoned,app
CART0001189,U001491,2026-05-21 14:36:28,active,app
CART0001190,U001869,2026-06-01 01:50:28,converted,mini_program
CART0001191,U003412,2025-05-01 03:09:49,active,app
CART0001192,U004940,2025-07-14 22:34:00,active,web
CART0001193,U002867,2025-11-10 04:34:36,active,app
CART0001194,U003548,2025-04-11 00:27:56,abandoned,mini_program
CART0001195,U004368,2026-03-30 05:27:52,abandoned,mini_program
CART0001196,U001267,2025-05-28 11:45:40,active,web
CART0001197,U004646,2026-06-28 00:56:39,converted,app
CART0001198,U000055,2026-08-22 23:33:48,converted,app
CART0001199,U004841,2025-06-22 19:14:22,abandoned,web
CART0001200,U001256,2025-12-31 18:31:12,active,app
CART0001201,U002645,2025-07-02 07:21:10,converted,app
CART0001202,U000331,2026-07-20 00:19:28,converted,app
CART0001203,U004719,2026-05-13 20:35:48,active,mini_program
CART0001204,U000500,2025-09-01 17:58:15,converted,app
CART0001205,U003681,2025-03-03 00:28:52,active,app
CART0001206,U001014,2026-01-05 11:28:24,active,app
CART0001207,U004734,2026-06-09 19:52:05,converted,mini_program
CART0001208,U004516,2025-09-08 15:23:28,active,app
CART0001209,U004361,2025-08-21 07:27:53,converted,app
CART0001210,U000786,2025-03-21 01:14:09,converted,web
CART0001211,U000894,2025-09-29 12:27:23,active,app
CART0001212,U003381,2025-12-08 06:17:07,abandoned,app
CART0001213,U000532,2025-12-24 04:36:32,converted,web
CART0001214,U003330,2025-10-20 00:03:21,converted,app
CART0001215,U000306,2026-03-18 16:42:22,abandoned,mini_program
CART0001216,U001028,2025-10-16 12:46:49,active,app
CART0001217,U002552,2025-07-24 16:16:54,converted,mini_program
CART0001218,U001507,2026-02-23 21:09:25,converted,mini_program
CART0001219,U000673,2026-07-30 02:54:37,converted,web
CART0001220,U002553,2026-03-01 14:02:14,active,app
CART0001221,U001280,2026-03-01 17:46:59,converted,mini_program
CART0001222,U003450,2026-07-07 17:38:51,active,app
CART0001223,U002366,2026-04-01 05:44:37,active,mini_program
CART0001224,U004491,2025-01-11 20:30:43,active,app
CART0001225,U000940,2026-01-31 03:53:45,active,web
CART0001226,U002156,2025-11-26 01:16:17,active,mini_program
CART0001227,U002141,2026-04-07 01:36:29,abandoned,app
CART0001228,U002320,2025-10-28 11:48:46,active,mini_program
CART0001229,U001704,2026-01-31 13:29:06,abandoned,app
CART0001230,U000985,2026-08-07 07:36:17,active,app
CART0001231,U002209,2025-12-23 09:05:06,active,app
CART0001232,U003701,2026-05-17 14:15:31,converted,web
CART0001233,U004326,2026-01-04 14:58:44,active,app
CART0001234,U001900,2025-12-19 03:40:26,abandoned,mini_program
CART0001235,U003758,2025-10-30 06:11:15,converted,app
CART0001236,U002261,2025-12-10 06:00:49,abandoned,app
CART0001237,U002006,2026-03-20 05:17:03,converted,mini_program
CART0001238,U004597,2026-06-20 13:26:16,converted,web
CART0001239,U003743,2025-10-28 10:18:50,abandoned,app
CART0001240,U000138,2025-04-14 01:36:50,abandoned,app
CART0001241,U003762,2025-10-30 22:38:38,abandoned,app
CART0001242,U001738,2025-07-28 09:30:28,active,app
CART0001243,U002626,2026-01-31 07:33:58,abandoned,app
CART0001244,U000024,2025-03-12 23:30:07,converted,app
CART0001245,U000598,2025-06-23 17:37:25,converted,app
CART0001246,U001217,2025-08-21 20:44:47,converted,app
CART0001247,U000039,2026-07-23 19:45:09,abandoned,app
CART0001248,U003874,2025-06-20 17:15:33,converted,app
CART0001249,U000257,2025-01-25 00:04:18,abandoned,app
CART0001250,U002753,2026-03-11 21:05:08,converted,app
CART0001251,U001371,2025-05-04 09:14:21,abandoned,app
CART0001252,U001297,2026-07-10 10:00:51,converted,app
CART0001253,U002805,2025-01-10 07:24:41,converted,app
CART0001254,U002184,2025-06-27 23:27:32,converted,web
CART0001255,U000537,2025-11-06 05:33:14,abandoned,app
CART0001256,U002887,2025-12-12 09:47:12,active,app
CART0001257,U004483,2025-09-28 14:39:44,converted,app
CART0001258,U003151,2025-07-27 09:23:22,active,app
CART0001259,U004795,2025-11-21 21:07:10,converted,mini_program
CART0001260,U001624,2025-01-31 23:59:44,active,mini_program
CART0001261,U004183,2026-04-28 02:48:34,converted,app
CART0001262,U001823,2026-02-06 15:07:17,converted,mini_program
CART0001263,U002414,2025-11-14 19:04:42,active,mini_program
CART0001264,U002240,2025-03-16 21:48:21,active,app
CART0001265,U000422,2025-05-24 17:22:59,converted,web
CART0001266,U004142,2026-02-23 18:22:44,active,app
CART0001267,U001653,2025-03-30 04:33:17,active,mini_program
CART0001268,U001584,2025-07-27 13:12:05,converted,app
CART0001269,U004066,2025-07-12 20:29:36,active,app
CART0001270,U000082,2025-02-12 18:19:15,active,mini_program
CART0001271,U002755,2026-06-10 06:08:31,abandoned,mini_program
CART0001272,U000118,2025-08-11 15:25:13,abandoned,app
CART0001273,U004916,2025-07-29 04:38:56,converted,mini_program
CART0001274,U004329,2025-03-13 21:27:01,abandoned,web
CART0001275,U002548,2025-08-07 09:35:32,active,app
CART0001276,U001771,2025-12-14 03:56:20,abandoned,app
CART0001277,U000391,2026-04-19 00:29:27,active,app
CART0001278,U003241,2025-08-17 12:56:32,abandoned,mini_program
CART0001279,U001745,2026-07-02 10:39:32,abandoned,app
CART0001280,U004363,2026-07-22 15:43:27,active,app
CART0001281,U000769,2026-07-02 17:51:23,converted,app
CART0001282,U004295,2025-12-19 09:16:17,converted,mini_program
CART0001283,U001849,2025-06-28 09:03:18,abandoned,mini_program
CART0001284,U000845,2026-04-24 23:35:48,active,app
CART0001285,U001193,2026-04-19 03:59:32,active,app
CART0001286,U003876,2025-06-09 15:05:52,abandoned,app
CART0001287,U004984,2026-08-01 16:07:17,converted,web
CART0001288,U003371,2026-05-07 20:16:05,active,app
CART0001289,U004750,2025-01-04 17:42:28,converted,app
CART0001290,U003782,2026-03-03 23:36:15,active,app
CART0001291,U001167,2025-02-28 21:57:03,active,web
CART0001292,U004426,2025-11-13 23:54:19,converted,app
CART0001293,U000003,2026-05-13 17:41:56,abandoned,mini_program
CART0001294,U002425,2026-06-12 10:16:11,active,app
CART0001295,U004661,2025-05-08 03:20:01,abandoned,app
CART0001296,U001798,2025-10-27 15:00:22,abandoned,web
CART0001297,U002553,2026-03-18 11:15:36,converted,app
CART0001298,U004859,2025-01-07 00:45:26,converted,mini_program
CART0001299,U004002,2026-08-11 23:17:42,abandoned,app
CART0001300,U003341,2025-03-27 16:57:28,active,mini_program
CART0001301,U002087,2025-11-04 07:20:52,converted,app
CART0001302,U004171,2026-02-06 13:36:42,abandoned,web
CART0001303,U000175,2025-12-20 17:57:35,converted,mini_program
CART0001304,U001339,2026-04-13 13:40:12,converted,mini_program
CART0001305,U003724,2025-03-24 23:46:38,abandoned,app
CART0001306,U003061,2026-06-01 21:27:20,converted,mini_program
CART0001307,U004536,2026-06-21 08:42:06,active,app
CART0001308,U003536,2025-09-01 09:39:57,active,app
CART0001309,U000719,2025-03-12 23:09:51,converted,app
CART0001310,U000848,2026-05-03 10:30:18,active,app
CART0001311,U004890,2025-04-25 10:23:27,active,app
CART0001312,U004982,2025-10-04 17:51:41,abandoned,web
CART0001313,U002537,2025-03-26 05:44:28,active,web
CART0001314,U004247,2025-02-20 13:48:09,active,app
CART0001315,U001912,2025-02-23 05:12:36,active,web
CART0001316,U000408,2025-10-01 05:07:04,abandoned,web
CART0001317,U004026,2025-11-25 14:22:50,active,app
CART0001318,U002700,2026-03-05 04:12:29,converted,app
CART0001319,U004776,2025-10-23 14:37:42,converted,mini_program
CART0001320,U003782,2026-01-03 00:30:43,active,app
CART0001321,U004976,2026-04-01 01:04:27,converted,web
CART0001322,U003856,2026-07-24 01:26:10,converted,app
CART0001323,U003946,2025-01-19 19:14:59,converted,app
CART0001324,U003292,2026-06-13 18:58:20,converted,app
CART0001325,U001151,2026-02-05 21:34:48,abandoned,web
CART0001326,U002306,2025-01-19 05:13:49,active,mini_program
CART0001327,U000308,2025-10-28 01:48:07,active,web
CART0001328,U004496,2026-08-05 15:05:07,converted,mini_program
CART0001329,U000131,2025-07-22 21:32:18,active,app
CART0001330,U003888,2025-06-02 09:24:46,active,app
CART0001331,U001900,2025-07-10 23:05:03,abandoned,app
CART0001332,U004236,2026-04-06 22:26:58,active,mini_program
CART0001333,U003328,2026-07-14 11:28:35,active,mini_program
CART0001334,U000479,2025-11-29 05:43:02,active,app
CART0001335,U001714,2025-08-26 12:35:55,abandoned,mini_program
CART0001336,U002040,2025-02-19 11:43:33,active,app
CART0001337,U004905,2025-06-09 13:12:24,converted,app
CART0001338,U004044,2026-03-29 15:29:29,converted,web
CART0001339,U001684,2025-10-08 02:29:20,active,app
CART0001340,U001849,2025-07-30 00:38:28,active,app
CART0001341,U004747,2025-08-19 16:37:19,converted,app
CART0001342,U002439,2026-05-09 15:58:28,active,web
CART0001343,U002700,2026-03-20 10:58:10,active,web
CART0001344,U000727,2026-03-15 09:19:50,converted,mini_program
CART0001345,U000211,2025-04-14 22:06:10,abandoned,mini_program
CART0001346,U002265,2025-01-12 06:29:58,active,mini_program
CART0001347,U001448,2026-05-04 10:41:24,converted,app
CART0001348,U000720,2026-07-31 00:53:41,converted,app
CART0001349,U002643,2025-01-08 15:36:08,abandoned,web
CART0001350,U001267,2025-06-06 16:25:26,active,app
CART0001351,U003158,2026-07-03 05:41:15,converted,mini_program
CART0001352,U000669,2025-10-05 14:18:01,active,app
CART0001353,U000981,2025-11-08 09:59:07,converted,app
CART0001354,U000526,2026-04-01 16:23:23,active,app
CART0001355,U002351,2025-12-26 00:08:19,converted,web
CART0001356,U000363,2026-08-10 08:29:57,abandoned,app
CART0001357,U003677,2025-08-04 03:49:01,active,mini_program
CART0001358,U000453,2025-06-19 21:28:10,active,app
CART0001359,U000624,2025-08-21 10:57:57,abandoned,app
CART0001360,U004997,2025-09-25 09:55:00,active,app
CART0001361,U002014,2025-10-27 14:29:11,converted,app
CART0001362,U001251,2025-10-26 16:41:47,converted,web
CART0001363,U001795,2026-08-18 10:37:09,active,app
CART0001364,U001510,2025-01-13 19:58:38,active,app
CART0001365,U003888,2025-06-20 18:15:18,converted,mini_program
CART0001366,U001684,2025-12-14 00:15:22,active,app
CART0001367,U004758,2026-06-16 17:01:47,active,app
CART0001368,U001946,2025-02-26 15:47:18,active,app
CART0001369,U004976,2025-07-09 13:19:22,converted,app
CART0001370,U000815,2025-08-02 04:16:37,active,mini_program
CART0001371,U000221,2025-02-02 03:21:55,active,app
CART0001372,U003122,2025-01-22 12:56:33,converted,app
CART0001373,U000759,2025-12-26 22:18:35,converted,app
CART0001374,U002607,2026-03-10 05:11:14,abandoned,app
CART0001375,U004070,2025-04-18 20:30:38,active,app
CART0001376,U000200,2025-02-03 07:43:22,abandoned,web
CART0001377,U003794,2026-01-05 05:46:36,active,web
CART0001378,U003350,2026-07-15 11:28:35,abandoned,app
CART0001379,U003051,2026-04-10 23:05:29,active,app
CART0001380,U000695,2025-05-27 10:30:22,converted,app
CART0001381,U000149,2026-07-25 13:07:51,converted,mini_program
CART0001382,U000500,2026-05-18 01:08:09,active,app
CART0001383,U001253,2025-01-08 17:34:32,converted,app
CART0001384,U004193,2026-06-27 10:26:41,abandoned,app
CART0001385,U001777,2026-07-19 15:46:17,active,mini_program
CART0001386,U001424,2025-11-29 16:42:46,active,app
CART0001387,U002782,2026-04-20 12:04:20,active,app
CART0001388,U001213,2026-05-23 06:10:55,converted,app
CART0001389,U002992,2025-09-24 16:53:51,abandoned,web
CART0001390,U002424,2026-04-24 08:55:23,converted,web
CART0001391,U004144,2025-12-27 10:10:29,active,web
CART0001392,U002516,2026-04-10 07:46:01,active,app
CART0001393,U003587,2025-06-25 08:48:13,converted,app
CART0001394,U000035,2026-04-03 21:35:05,converted,mini_program
CART0001395,U001572,2025-12-21 21:29:57,converted,app
CART0001396,U001217,2025-08-04 20:02:47,active,app
CART0001397,U001036,2025-05-02 21:11:02,converted,app
CART0001398,U000410,2026-05-20 19:39:27,active,app
CART0001399,U002519,2026-08-16 14:18:21,abandoned,app
CART0001400,U004417,2025-10-02 07:49:57,active,mini_program
CART0001401,U001054,2026-06-12 06:25:20,active,app
CART0001402,U001674,2025-05-07 07:02:26,abandoned,app
CART0001403,U002546,2026-01-27 01:28:58,active,web
CART0001404,U002166,2026-01-01 23:59:54,active,app
CART0001405,U004986,2026-02-13 17:26:06,active,app
CART0001406,U001783,2026-05-21 05:04:47,active,app
CART0001407,U003698,2025-03-21 10:53:46,converted,app
CART0001408,U004586,2026-05-22 06:52:43,active,app
CART0001409,U002623,2025-04-06 22:32:06,active,app
CART0001410,U002602,2026-03-20 15:59:37,active,app
CART0001411,U002752,2025-03-08 11:48:45,converted,app
CART0001412,U002231,2025-02-13 17:47:46,converted,app
CART0001413,U002721,2025-12-21 07:08:34,active,mini_program
CART0001414,U001768,2025-03-23 22:33:43,abandoned,web
CART0001415,U000718,2026-02-14 04:17:19,active,app
CART0001416,U002260,2025-03-20 18:41:00,abandoned,app
CART0001417,U003312,2025-12-30 14:34:19,abandoned,app
CART0001418,U004789,2025-05-03 11:06:35,active,app
CART0001419,U002008,2025-06-08 18:57:32,converted,app
CART0001420,U001053,2025-05-11 22:02:05,active,app
CART0001421,U003733,2025-05-15 07:44:31,converted,app
CART0001422,U004728,2026-01-14 14:46:43,active,app
CART0001423,U001563,2025-08-06 04:43:23,converted,app
CART0001424,U002759,2025-10-26 00:31:39,active,app
CART0001425,U002270,2025-09-07 12:42:47,converted,app
CART0001426,U003740,2025-11-24 10:21:53,converted,app
CART0001427,U002481,2025-11-23 09:41:06,converted,app
CART0001428,U001299,2026-04-20 00:37:29,abandoned,mini_program
CART0001429,U001748,2026-08-16 23:28:40,abandoned,app
CART0001430,U000556,2026-06-08 15:40:47,converted,web
CART0001431,U000865,2025-09-08 14:25:43,converted,mini_program
CART0001432,U004840,2025-11-13 21:22:52,converted,app
CART0001433,U002481,2026-06-17 01:14:17,converted,web
CART0001434,U001083,2026-01-02 23:39:24,active,app
CART0001435,U003872,2026-02-23 14:32:02,converted,app
