ad_stat_id,ad_campaign_id,stat_date,impressions,clicks,conversions,ad_cost,attributed_revenue,roi
ADS00001098,AD00098,2025-06-11,137873,7865,705,18901.67,444127.33,23.4967
ADS00001099,AD00099,2026-03-10,90674,2147,145,4298.93,82859.51,19.2744
ADS00001100,AD00100,2025-08-31,96702,5906,749,20906.66,404876.07,19.3659
ADS00001101,AD00001,2025-06-08,17991,1377,132,2865.66,17043.4,5.9475
ADS00001102,AD00002,2025-07-07,42180,1622,179,3346.89,67882.18,20.2822
ADS00001103,AD00003,2025-10-03,94979,3734,507,8872.96,311349.26,35.0897
ADS00001104,AD00004,2026-05-25,49139,2679,177,1027.51,35526.8,34.5756
ADS00001105,AD00005,2025-12-24,87275,2967,350,4904.88,93452.45,19.053
ADS00001106,AD00006,2025-02-05,137811,5997,621,6732.33,50185.42,7.4544
ADS00001107,AD00007,2026-08-17,115463,1275,181,1851.93,72733.54,39.2745
ADS00001108,AD00008,2026-08-21,72025,1510,103,5707.04,26968.7,4.7255
ADS00001109,AD00009,2026-06-27,55841,3626,70,2642.82,25143.99,9.5141
ADS00001110,AD00010,2026-07-27,128977,2048,207,4056.7,86296.37,21.2726
ADS00001111,AD00011,2025-06-18,141104,10583,331,18410.79,97583.01,5.3003
ADS00001112,AD00012,2026-08-17,61298,4684,408,19021.28,67423.7,3.5446
ADS00001113,AD00013,2026-02-19,18154,1356,83,1682.61,18132.73,10.7765
ADS00001114,AD00014,2026-07-03,157481,2746,164,9883.38,36298.86,3.6727
ADS00001115,AD00015,2026-06-18,170882,5371,756,14056.98,299714.43,21.3214
ADS00001116,AD00016,2025-02-13,27321,1273,69,5411.95,30782.92,5.688
ADS00001117,AD00017,2025-05-11,84940,2801,372,13288.58,201413.26,15.1569
ADS00001118,AD00018,2026-05-21,51166,1129,134,3677.25,82624.07,22.469
ADS00001119,AD00019,2025-08-16,48489,720,97,3385.81,17113.79,5.0546
ADS00001120,AD00020,2026-04-09,71833,2261,288,7618.84,46783.0,6.1404
ADS00001121,AD00021,2025-09-06,12081,944,42,1487.73,25627.08,17.2256
ADS00001122,AD00022,2026-05-26,74860,4926,383,22881.45,50537.26,2.2087
ADS00001123,AD00023,2025-04-26,48782,2678,112,1121.96,76104.75,67.832
ADS00001124,AD00024,2026-06-29,152615,4815,634,9034.52,366588.3,40.5764
ADS00001125,AD00025,2025-01-15,162357,6492,839,7972.6,229531.61,28.7901
ADS00001126,AD00026,2026-02-16,85587,3829,83,11841.29,37080.7,3.1315
ADS00001127,AD00027,2025-11-19,36269,1429,54,1403.33,11544.03,8.2262
ADS00001128,AD00028,2025-05-03,63044,2937,45,5312.55,8857.72,1.6673
ADS00001129,AD00029,2025-12-01,68396,4329,521,10518.2,114001.79,10.8385
ADS00001130,AD00030,2025-03-23,159825,7286,921,6675.36,391399.37,58.6334
ADS00001131,AD00031,2025-05-14,14062,463,56,847.0,20426.94,24.1168
ADS00001132,AD00032,2026-08-14,174627,3151,112,5392.59,37892.47,7.0268
ADS00001133,AD00033,2026-02-20,34745,1472,147,1198.57,88627.03,73.944
ADS00001134,AD00034,2025-05-31,153904,4839,130,21875.02,44204.66,2.0208
ADS00001135,AD00035,2026-02-20,179592,2461,276,5949.66,61847.46,10.3951
ADS00001136,AD00036,2025-03-21,75144,1866,73,8147.42,30595.07,3.7552
ADS00001137,AD00037,2026-06-27,114124,5313,445,4831.24,203370.67,42.0949
ADS00001138,AD00038,2026-04-03,65591,2146,227,8413.84,49276.8,5.8566
ADS00001139,AD00039,2026-06-10,77851,3632,472,7534.23,197922.36,26.2698
ADS00001140,AD00040,2025-11-02,15940,163,15,132.22,3298.59,24.9477
ADS00001141,AD00041,2025-08-08,89686,4134,383,18467.66,187495.59,10.1526
ADS00001142,AD00042,2026-03-27,91297,6897,406,10353.85,249073.1,24.0561
ADS00001143,AD00043,2025-04-21,4184,209,20,201.16,8700.96,43.2539
ADS00001144,AD00044,2026-01-28,136938,8232,518,2616.29,173383.63,66.2708
ADS00001145,AD00045,2026-01-07,12303,143,16,75.44,10743.66,142.4133
ADS00001146,AD00046,2025-08-27,129562,8925,1021,15632.99,453274.47,28.9947
ADS00001147,AD00047,2025-02-23,63013,1322,105,4938.92,37477.22,7.5881
ADS00001148,AD00048,2025-09-10,75374,3999,583,13978.52,276606.85,19.788
ADS00001149,AD00049,2026-02-12,116155,3074,142,8761.32,92647.67,10.5746
ADS00001150,AD00050,2025-04-23,3019,169,13,598.78,5018.96,8.382
ADS00001151,AD00051,2025-04-05,175367,3341,284,2246.66,118565.34,52.774
ADS00001152,AD00052,2025-11-05,152791,2582,192,12142.37,123526.07,10.1731
ADS00001153,AD00053,2026-01-28,104433,4179,546,18182.43,285612.42,15.7082
ADS00001154,AD00054,2025-08-26,169746,2934,327,4457.46,54878.32,12.3116
ADS00001155,AD00055,2025-06-11,49550,780,99,2065.95,6518.81,3.1554
ADS00001156,AD00056,2026-07-27,87576,1976,275,3010.75,40000.65,13.2859
ADS00001157,AD00057,2025-01-29,160275,9168,1021,33462.59,534109.1,15.9614
ADS00001158,AD00058,2025-07-04,95092,6526,951,6535.29,426072.52,65.1957
ADS00001159,AD00059,2026-06-21,26504,336,49,466.48,14241.54,30.5298
ADS00001160,AD00060,2025-05-08,167354,6516,354,30084.88,130574.43,4.3402
ADS00001161,AD00061,2026-04-19,27376,2179,238,4991.05,61262.87,12.2745
ADS00001162,AD00062,2026-04-06,171920,12201,1576,4602.83,710925.91,154.4541
ADS00001163,AD00063,2025-06-27,30435,1520,222,760.03,102643.54,135.052
ADS00001164,AD00064,2025-04-05,141395,5762,350,25584.84,133664.33,5.2244
ADS00001165,AD00065,2026-02-23,2626,141,8,486.61,4243.65,8.7208
ADS00001166,AD00066,2026-02-27,61896,2790,156,2047.27,36273.69,17.7181
ADS00001167,AD00067,2025-07-19,83093,5896,731,7063.51,121228.38,17.1626
ADS00001168,AD00068,2026-07-08,46171,2984,425,10229.31,131693.11,12.8741
ADS00001169,AD00069,2025-09-19,145110,5222,383,12103.7,222059.15,18.3464
ADS00001170,AD00070,2026-06-02,47301,3076,448,7702.15,98978.5,12.8508
ADS00001171,AD00071,2026-06-27,88531,4149,173,15094.5,43855.27,2.9054
ADS00001172,AD00072,2025-10-04,131752,4617,575,11810.83,332051.28,28.1141
ADS00001173,AD00073,2025-04-28,62352,2159,286,5763.31,49369.2,8.5661
ADS00001174,AD00074,2025-06-26,69298,3054,397,10013.22,110514.58,11.0369
ADS00001175,AD00075,2026-06-01,156909,5029,83,18285.56,32552.81,1.7802
ADS00001176,AD00076,2025-04-10,3357,128,10,552.26,850.87,1.5407
ADS00001177,AD00077,2025-07-31,179633,4486,114,17094.6,51359.11,3.0044
ADS00001178,AD00078,2025-01-19,39372,2189,293,4039.17,182486.51,45.1792
ADS00001179,AD00079,2026-01-03,37143,2409,360,2681.84,205447.04,76.6067
ADS00001180,AD00080,2025-08-21,129479,8812,409,15664.69,162726.93,10.3881
ADS00001181,AD00081,2025-06-14,96066,7067,550,14330.22,45916.45,3.2042
ADS00001182,AD00082,2026-07-30,13706,763,71,2349.41,20715.39,8.8173
ADS00001183,AD00083,2025-12-31,59795,2219,325,3857.46,58208.2,15.0898
ADS00001184,AD00084,2025-09-08,44104,2443,163,7089.67,106761.66,15.0588
ADS00001185,AD00085,2026-08-01,18147,178,9,92.56,2057.45,22.2283
ADS00001186,AD00086,2025-12-06,72098,1724,100,6938.69,56326.78,8.1178
ADS00001187,AD00087,2025-02-06,88830,3637,389,11365.23,138661.68,12.2005
ADS00001188,AD00088,2025-04-26,100140,6212,869,21126.31,426218.19,20.1748
ADS00001189,AD00089,2025-02-01,4117,328,25,1455.48,16054.57,11.0304
ADS00001190,AD00090,2026-08-21,139640,5425,147,20349.31,64052.23,3.1476
ADS00001191,AD00091,2025-06-03,113298,7545,461,25402.19,29229.88,1.1507
ADS00001192,AD00092,2025-03-11,31884,2304,87,766.13,37753.57,49.2783
ADS00001193,AD00093,2026-08-15,83991,3761,190,17099.53,29554.81,1.7284
ADS00001194,AD00094,2025-10-11,42760,1905,43,3658.0,20323.39,5.5559
ADS00001195,AD00095,2025-03-07,124533,7571,541,36254.48,64333.42,1.7745
ADS00001196,AD00096,2026-07-22,69309,1633,138,1509.33,73001.51,48.3668
ADS00001197,AD00097,2025-05-19,161332,9807,164,43741.82,100793.86,2.3043
ADS00001198,AD00098,2025-05-18,161746,5626,487,4773.17,115278.28,24.1513
ADS00001199,AD00099,2026-02-27,150383,2393,61,3709.8,24240.34,6.5341
ADS00001200,AD00100,2025-09-01,32643,690,35,1439.89,22717.58,15.7773
ADS00001201,AD00001,2025-06-26,55147,4301,560,3132.62,101975.54,32.5528
ADS00001202,AD00002,2025-06-24,14610,444,16,615.63,4123.14,6.6974
ADS00001203,AD00003,2025-09-05,94507,6091,837,27926.08,488328.86,17.4865
ADS00001204,AD00004,2026-06-26,118732,8728,247,7613.82,17081.16,2.2434
ADS00001205,AD00005,2025-12-19,57724,1544,179,1894.98,44390.65,23.4254
ADS00001206,AD00006,2025-03-25,106632,6988,705,21621.14,452593.13,20.9329
ADS00001207,AD00007,2026-08-13,103065,2660,105,9417.99,18645.15,1.9797
ADS00001208,AD00008,2026-08-21,138833,4580,276,19766.87,33813.7,1.7106
ADS00001209,AD00009,2026-07-23,137668,1830,178,7118.43,104291.77,14.651
ADS00001210,AD00010,2026-07-23,19428,1228,103,4239.18,36908.05,8.7064
ADS00001211,AD00011,2025-06-05,24878,1982,197,6297.59,123499.64,19.6106
ADS00001212,AD00012,2026-07-01,86301,2885,401,8707.67,63997.86,7.3496
ADS00001213,AD00013,2026-03-24,64405,3326,327,10763.84,197178.2,18.3186
ADS00001214,AD00014,2026-07-06,91659,736,60,2299.7,11096.94,4.8254
ADS00001215,AD00015,2026-07-06,79414,1790,227,4567.71,114913.06,25.1577
ADS00001216,AD00016,2025-01-19,59212,4203,535,2993.93,308371.56,102.9989
ADS00001217,AD00017,2025-05-03,21318,653,94,1786.25,24923.95,13.9532
ADS00001218,AD00018,2026-05-04,107378,1886,76,5504.27,6059.15,1.1008
ADS00001219,AD00019,2025-08-21,139489,6768,252,29984.16,36186.86,1.2069
ADS00001220,AD00020,2026-05-04,135830,7585,411,3262.53,154266.59,47.2843
ADS00001221,AD00021,2025-09-26,100182,5807,102,5001.97,69160.31,13.8266
ADS00001222,AD00022,2026-05-16,70017,4623,633,19862.73,370191.5,18.6375
ADS00001223,AD00023,2025-05-07,91210,5094,541,14664.99,290170.07,19.7866
ADS00001224,AD00024,2026-07-08,166915,5973,165,10129.54,92032.66,9.0856
ADS00001225,AD00025,2025-01-14,146091,2611,54,8438.7,25380.35,3.0076
ADS00001226,AD00026,2026-02-26,6638,214,4,76.42,2384.53,31.203
ADS00001227,AD00027,2025-12-06,58027,4404,101,14079.27,19199.35,1.3637
ADS00001228,AD00028,2025-05-15,1195,85,11,65.8,5232.3,79.5182
ADS00001229,AD00029,2025-12-08,161384,7816,281,34655.97,146773.58,4.2352
ADS00001230,AD00030,2025-03-29,30194,1391,149,2145.24,57833.17,26.9588
ADS00001231,AD00031,2025-04-27,41799,3103,118,6610.15,22847.83,3.4565
ADS00001232,AD00032,2026-08-14,172700,9593,1042,29575.62,421301.43,14.2449
ADS00001233,AD00033,2026-02-14,96400,6529,319,30239.07,131719.19,4.3559
ADS00001234,AD00034,2025-05-23,51294,1918,216,1307.24,35278.7,26.9872
ADS00001235,AD00035,2026-02-11,68377,987,16,1779.97,8866.47,4.9812
ADS00001236,AD00036,2025-03-15,90783,1947,256,9204.01,102162.03,11.0997
ADS00001237,AD00037,2026-05-06,16883,823,85,298.89,5461.13,18.2714
ADS00001238,AD00038,2026-05-10,33035,2085,227,8701.47,139766.86,16.0624
ADS00001239,AD00039,2026-06-12,98059,4967,667,23746.62,358959.07,15.1162
ADS00001240,AD00040,2025-11-04,124724,8995,624,4076.81,356344.48,87.4077
ADS00001241,AD00041,2025-08-13,91932,6563,981,24967.45,430919.33,17.2592
ADS00001242,AD00042,2026-04-02,75109,5159,698,7189.32,172540.05,23.9995
ADS00001243,AD00043,2025-02-28,165941,4086,403,15098.91,75370.54,4.9918
ADS00001244,AD00044,2026-02-14,139267,8038,534,19787.79,151032.86,7.6326
ADS00001245,AD00045,2026-01-08,147517,6826,838,22887.17,430859.44,18.8254
ADS00001246,AD00046,2025-07-22,94772,6718,443,15930.5,169502.51,10.6401
ADS00001247,AD00047,2025-02-24,13389,431,18,1164.38,9571.07,8.2199
ADS00001248,AD00048,2025-09-14,52211,1213,38,3782.08,21741.99,5.7487
ADS00001249,AD00049,2026-02-26,62347,1154,72,3960.21,25174.48,6.3569
ADS00001250,AD00050,2025-04-22,44796,2692,93,7125.7,50918.91,7.1458
ADS00001251,AD00051,2025-04-07,104575,8261,606,17651.54,83381.74,4.7238
ADS00001252,AD00052,2025-10-22,32486,482,45,188.55,12187.94,64.6404
ADS00001253,AD00053,2026-01-27,47687,3677,546,2146.48,342499.6,159.5634
ADS00001254,AD00054,2025-07-31,157335,10059,636,11491.32,229532.71,19.9744
ADS00001255,AD00055,2025-05-29,85605,4450,241,8116.87,147664.63,18.1923
ADS00001256,AD00056,2026-08-02,39033,1135,155,5412.3,82095.21,15.1683
ADS00001257,AD00057,2025-01-20,4007,83,3,330.18,1587.03,4.8066
ADS00001258,AD00058,2025-07-11,142683,10656,1277,26871.07,530194.69,19.7311
ADS00001259,AD00059,2026-06-27,118907,2434,57,7893.11,38129.81,4.8308
ADS00001260,AD00060,2025-05-02,18816,624,29,794.23,18002.76,22.6669
ADS00001261,AD00061,2026-06-05,102208,5087,491,21014.82,153075.82,7.2842
ADS00001262,AD00062,2026-03-20,51632,3748,231,7542.63,102412.75,13.5779
ADS00001263,AD00063,2025-07-02,91745,6018,301,19560.72,73714.83,3.7685
ADS00001264,AD00064,2025-05-02,91603,3051,226,7482.19,76796.51,10.2639
ADS00001265,AD00065,2026-02-02,160527,11606,345,15572.55,169268.51,10.8697
ADS00001266,AD00066,2026-02-28,93185,5170,217,22237.2,67816.14,3.0497
ADS00001267,AD00067,2025-08-18,128426,1553,47,1190.97,5264.85,4.4206
ADS00001268,AD00068,2026-07-24,85940,3039,260,11501.63,58591.39,5.0942
ADS00001269,AD00069,2025-08-08,115151,4493,429,10651.09,61593.61,5.7828
ADS00001270,AD00070,2026-07-08,136010,3056,227,11047.04,79699.14,7.2145
ADS00001271,AD00071,2026-07-14,18086,1045,22,3489.38,10396.89,2.9796
ADS00001272,AD00072,2025-09-27,41890,2685,104,5906.51,38445.0,6.5089
ADS00001273,AD00073,2025-04-20,178015,6512,208,10256.47,55483.97,5.4097
ADS00001274,AD00074,2025-06-18,129565,5490,662,22536.91,86822.71,3.8525
ADS00001275,AD00075,2026-05-13,128939,4788,97,19530.83,23924.77,1.225
ADS00001276,AD00076,2025-03-09,130570,6027,724,8587.55,399045.76,46.4679
ADS00001277,AD00077,2025-09-04,115618,6083,355,23206.43,229525.61,9.8906
ADS00001278,AD00078,2025-01-28,83297,4601,615,18790.21,110614.94,5.8868
ADS00001279,AD00079,2025-12-13,76737,2530,53,9486.53,8131.07,0.8571
ADS00001280,AD00080,2025-08-11,178607,14120,799,35756.61,265377.09,7.4218
ADS00001281,AD00081,2025-06-18,17644,800,27,2870.21,16396.19,5.7125
ADS00001282,AD00082,2026-07-19,45409,2706,113,7800.06,69302.31,8.8848
ADS00001283,AD00083,2025-12-27,9184,538,45,2450.58,9542.24,3.8939
ADS00001284,AD00084,2025-09-26,6970,110,13,468.64,6581.61,14.0441
ADS00001285,AD00085,2026-08-11,105678,6877,762,13258.93,59279.7,4.4709
ADS00001286,AD00086,2025-11-12,8173,535,48,1119.47,7640.96,6.8255
ADS00001287,AD00087,2025-01-31,104566,8051,370,13805.82,106223.84,7.6941
ADS00001288,AD00088,2025-04-16,79368,4655,214,19530.07,102762.05,5.2617
ADS00001289,AD00089,2025-01-21,21362,1437,140,2054.48,58951.69,28.6942
ADS00001290,AD00090,2026-08-17,13553,1052,103,2901.56,6240.03,2.1506
ADS00001291,AD00091,2025-05-17,141227,3390,87,14756.89,44571.98,3.0204
ADS00001292,AD00092,2025-03-22,141962,3816,478,6613.99,72903.12,11.0226
ADS00001293,AD00093,2026-08-17,42471,1884,235,7638.14,23543.32,3.0823
ADS00001294,AD00094,2025-09-24,118899,5739,298,16984.93,180122.12,10.6048
ADS00001295,AD00095,2025-01-18,7334,461,26,890.75,5441.81,6.1092
ADS00001296,AD00096,2026-07-20,135238,5169,634,8540.76,363339.16,42.5418
ADS00001297,AD00097,2025-05-24,88195,6312,560,3241.3,363126.08,112.031
ADS00001298,AD00098,2025-06-08,168754,8035,618,35325.75,129175.95,3.6567
ADS00001299,AD00099,2026-04-12,150648,3541,495,4923.64,105099.02,21.3458
ADS00001300,AD00100,2025-08-14,17412,290,6,1169.17,3182.39,2.7219
ADS00001301,AD00001,2025-06-14,2100,61,8,129.26,3300.84,25.5364
ADS00001302,AD00002,2025-06-23,81402,5556,802,10404.63,278838.26,26.7994
ADS00001303,AD00003,2025-08-25,79951,3419,180,5920.8,22351.05,3.775
ADS00001304,AD00004,2026-05-19,68817,2051,178,2330.97,58970.69,25.2988
ADS00001305,AD00005,2025-12-06,106909,1664,120,1941.83,49498.13,25.4905
ADS00001306,AD00006,2025-04-08,49476,2501,250,4272.53,62212.55,14.5611
ADS00001307,AD00007,2026-08-05,160379,11499,284,40276.5,49314.74,1.2244
ADS00001308,AD00008,2026-08-21,1961,56,7,223.92,745.62,3.3298
ADS00001309,AD00009,2026-06-17,51779,617,41,1690.68,20735.65,12.2647
ADS00001310,AD00010,2026-08-08,107679,7073,424,27888.9,64110.2,2.2988
ADS00001311,AD00011,2025-06-12,120594,1760,222,3587.54,149068.87,41.5518
ADS00001312,AD00012,2026-06-25,66408,1452,198,1029.35,94555.01,91.8589
ADS00001313,AD00013,2026-03-16,168219,9788,1159,30489.13,742213.06,24.3435
ADS00001314,AD00014,2026-07-05,14652,1028,139,4274.46,62233.69,14.5594
ADS00001315,AD00015,2026-07-15,82617,6118,145,25479.4,70090.28,2.7509
ADS00001316,AD00016,2025-03-01,115713,8341,503,13311.65,294679.44,22.137
ADS00001317,AD00017,2025-03-31,39559,2372,145,5271.08,19881.98,3.7719
ADS00001318,AD00018,2026-05-13,134958,10526,347,3577.69,88508.3,24.739
ADS00001319,AD00019,2025-08-03,161492,10748,1001,32919.23,487719.07,14.8156
ADS00001320,AD00020,2026-06-07,49025,3007,344,8923.21,229229.57,25.6891
ADS00001321,AD00021,2025-09-22,1119,60,1,26.28,76.02,2.8927
ADS00001322,AD00022,2026-05-04,72059,4492,392,20481.05,188809.66,9.2187
ADS00001323,AD00023,2025-05-04,42856,1662,65,800.73,6626.12,8.2751
ADS00001324,AD00024,2026-07-22,172627,3173,66,14282.38,32904.03,2.3038
ADS00001325,AD00025,2025-02-01,18999,1368,175,1591.45,61226.59,38.4722
ADS00001326,AD00026,2026-03-19,93631,769,43,2852.83,9211.23,3.2288
ADS00001327,AD00027,2025-11-29,171055,10773,1012,16221.29,82297.04,5.0734
ADS00001328,AD00028,2025-06-08,111137,5341,93,10023.21,32142.22,3.2068
ADS00001329,AD00029,2025-11-26,2090,119,4,453.19,413.29,0.912
ADS00001330,AD00030,2025-04-01,155219,1835,260,1882.28,36865.94,19.5858
ADS00001331,AD00031,2025-04-24,54192,1906,230,5923.47,66730.28,11.2654
ADS00001332,AD00032,2026-08-19,157122,4775,677,16030.55,314386.25,19.6117
ADS00001333,AD00033,2026-02-22,132596,5781,257,5793.45,79876.66,13.7874
ADS00001334,AD00034,2025-04-26,130637,10345,1338,5008.79,434822.26,86.8118
ADS00001335,AD00035,2026-02-10,162119,5082,95,7085.85,35805.17,5.0531
ADS00001336,AD00036,2025-02-28,17781,571,62,2625.73,17686.43,6.7358
ADS00001337,AD00037,2026-07-09,52281,1108,109,3196.64,72664.61,22.7316
ADS00001338,AD00038,2026-04-04,58321,1287,88,3466.31,46186.24,13.3243
ADS00001339,AD00039,2026-06-02,154763,3207,193,12973.26,44761.69,3.4503
ADS00001340,AD00040,2025-11-08,46613,3511,165,3670.12,63116.89,17.1975
ADS00001341,AD00041,2025-08-14,111193,5004,736,5105.92,326384.73,63.9228
ADS00001342,AD00042,2026-05-08,14223,266,21,917.8,3006.14,3.2754
ADS00001343,AD00043,2025-04-26,91203,5701,102,23281.99,16834.04,0.723
ADS00001344,AD00044,2026-03-11,9792,473,58,1546.51,38861.48,25.1285
ADS00001345,AD00045,2026-01-04,55520,2398,135,5185.41,83565.39,16.1155
ADS00001346,AD00046,2025-07-17,88574,4943,664,21270.17,219670.23,10.3276
ADS00001347,AD00047,2025-03-17,17038,998,147,1891.01,45359.43,23.9869
ADS00001348,AD00048,2025-09-01,98781,5233,609,7680.85,393872.81,51.2798
ADS00001349,AD00049,2026-01-29,78990,4947,227,5517.85,95935.43,17.3864
ADS00001350,AD00050,2025-03-21,115716,6450,912,10000.36,428674.42,42.8659
ADS00001351,AD00051,2025-03-25,69960,2355,57,1068.74,14222.85,13.3081
ADS00001352,AD00052,2025-10-28,79156,1234,104,4812.68,7106.52,1.4766
ADS00001353,AD00053,2026-01-28,165101,5287,128,19106.27,14195.24,0.743
ADS00001354,AD00054,2025-07-13,99417,4202,240,10441.29,138124.02,13.2286
ADS00001355,AD00055,2025-06-04,118720,6546,367,6792.2,192269.17,28.3073
ADS00001356,AD00056,2026-08-05,171715,6633,176,9189.56,24632.39,2.6805
ADS00001357,AD00057,2025-01-21,18160,586,78,1188.9,28517.06,23.9861
ADS00001358,AD00058,2025-06-30,167458,7002,194,25175.75,89166.98,3.5418
ADS00001359,AD00059,2026-06-15,59067,3355,363,10294.57,131233.93,12.7479
ADS00001360,AD00060,2025-05-03,24564,1522,29,3997.67,18869.3,4.7201
ADS00001361,AD00061,2026-05-24,43840,3365,280,13840.35,156782.29,11.3279
ADS00001362,AD00062,2026-03-30,21065,853,19,3980.9,10311.39,2.5902
ADS00001363,AD00063,2025-07-02,113906,3234,355,2119.78,209671.55,98.9119
ADS00001364,AD00064,2025-04-14,2814,149,18,575.13,3896.31,6.7747
ADS00001365,AD00065,2026-02-15,147584,3814,200,16802.3,28003.81,1.6667
ADS00001366,AD00066,2026-02-14,159285,9426,909,35632.61,302103.24,8.4783
ADS00001367,AD00067,2025-08-15,60429,2915,377,6084.65,210086.69,34.5273
ADS00001368,AD00068,2026-07-25,60330,2571,299,4778.78,100607.07,21.0529
ADS00001369,AD00069,2025-08-18,20279,596,33,2157.56,5161.69,2.3924
ADS00001370,AD00070,2026-06-04,141948,4732,391,2003.48,105007.29,52.4124
ADS00001371,AD00071,2026-08-02,138753,4800,307,18026.98,126434.1,7.0136
ADS00001372,AD00072,2025-10-18,143468,3786,286,2574.95,58634.56,22.7711
ADS00001373,AD00073,2025-04-29,83823,1941,285,2903.27,52698.21,18.1513
ADS00001374,AD00074,2025-06-26,50179,1390,190,3925.15,97941.71,24.9523
ADS00001375,AD00075,2026-04-08,75716,5786,231,5954.31,69216.59,11.6246
ADS00001376,AD00076,2025-03-07,57055,2242,142,5548.48,38562.0,6.95
ADS00001377,AD00077,2025-09-03,38890,2581,347,3398.41,184508.29,54.2925
ADS00001378,AD00078,2025-02-22,165086,6941,804,23420.64,202164.46,8.6319
ADS00001379,AD00079,2026-01-29,138414,10539,1443,6867.92,105953.99,15.4274
ADS00001380,AD00080,2025-08-25,70062,598,37,1080.33,16832.76,15.5811
ADS00001381,AD00081,2025-05-08,133748,6093,417,11220.68,37820.92,3.3706
ADS00001382,AD00082,2026-08-02,116765,6968,810,31874.1,98669.35,3.0956
ADS00001383,AD00083,2026-01-04,40868,858,91,2975.71,37707.08,12.6716
ADS00001384,AD00084,2025-09-07,64581,2305,134,2851.69,73936.37,25.9272
ADS00001385,AD00085,2026-08-13,23602,790,78,3236.04,44171.15,13.6498
ADS00001386,AD00086,2025-10-21,29750,1155,173,359.67,108152.22,300.6985
ADS00001387,AD00087,2025-02-12,38110,1655,230,980.38,147078.31,150.0217
ADS00001388,AD00088,2025-04-11,140186,7817,190,26682.34,39052.53,1.4636
ADS00001389,AD00089,2025-02-15,150467,7932,670,16683.64,293995.21,17.6218
ADS00001390,AD00090,2026-08-16,164078,3932,398,6725.21,210274.12,31.2666
ADS00001391,AD00091,2025-04-06,1014,28,3,16.01,876.04,54.7183
ADS00001392,AD00092,2025-02-23,149661,3281,471,6984.97,152413.85,21.8203
ADS00001393,AD00093,2026-08-19,7866,412,27,944.18,15619.14,16.5425
ADS00001394,AD00094,2025-10-13,1850,99,8,263.82,3028.16,11.4781
ADS00001395,AD00095,2025-04-02,26512,403,44,127.91,21694.22,169.6053
ADS00001396,AD00096,2026-08-13,141027,6451,547,24295.06,204695.75,8.4254
ADS00001397,AD00097,2025-05-21,141668,4478,294,16165.29,139586.33,8.6349
ADS00001398,AD00098,2025-05-26,99452,4969,490,2217.81,323394.43,145.817
ADS00001399,AD00099,2026-04-22,96549,7224,1068,31437.35,205338.11,6.5317
ADS00001400,AD00100,2025-08-15,4707,204,6,488.81,3103.52,6.3491
ADS00001401,AD00001,2025-06-27,77193,3330,452,4149.69,78742.3,18.9755
ADS00001402,AD00002,2025-06-29,9580,680,23,1735.44,4906.0,2.8269
ADS00001403,AD00003,2025-10-01,93925,1613,197,2983.43,126289.74,42.3304
ADS00001404,AD00004,2026-06-16,86491,6174,773,8811.45,77066.78,8.7462
ADS00001405,AD00005,2025-12-09,53045,3513,89,9423.92,54888.38,5.8244
ADS00001406,AD00006,2025-04-06,100167,1120,29,1395.14,19503.55,13.9796
ADS00001407,AD00007,2026-07-26,23738,949,108,3085.25,37003.68,11.9937
ADS00001408,AD00008,2026-08-21,128233,6175,137,10841.3,64956.76,5.9916
ADS00001409,AD00009,2026-07-09,75172,2241,44,2401.68,2919.96,1.2158
ADS00001410,AD00010,2026-08-02,117342,8496,896,39896.91,381726.21,9.5678
ADS00001411,AD00011,2025-05-30,42975,3371,455,13662.63,146203.36,10.701
ADS00001412,AD00012,2026-08-06,24865,481,23,150.29,11053.16,73.5455
ADS00001413,AD00013,2026-04-06,129316,3921,359,2544.63,221616.25,87.0917
ADS00001414,AD00014,2026-07-07,35672,1575,130,2316.13,78698.39,33.9784
ADS00001415,AD00015,2026-06-17,144326,3885,199,12136.57,24095.81,1.9854
ADS00001416,AD00016,2025-03-28,63481,580,48,1253.9,4954.65,3.9514
ADS00001417,AD00017,2025-04-17,111564,8816,371,20712.8,156856.05,7.5729
ADS00001418,AD00018,2026-05-06,47262,1979,229,1371.82,148352.09,108.1425
ADS00001419,AD00019,2025-08-21,19620,1396,173,3351.2,56458.85,16.8474
ADS00001420,AD00020,2026-05-12,39459,2525,312,2423.91,197652.93,81.543
ADS00001421,AD00021,2025-09-14,11771,813,88,1758.41,42750.36,24.3119
ADS00001422,AD00022,2026-06-10,123762,9316,298,37914.47,64419.41,1.6991
ADS00001423,AD00023,2025-05-14,103659,3233,118,3040.92,29591.9,9.7312
ADS00001424,AD00024,2026-07-13,39871,3130,369,11660.41,114626.52,9.8304
ADS00001425,AD00025,2025-01-22,16767,197,19,252.5,4571.9,18.1065
ADS00001426,AD00026,2026-03-12,8994,420,48,670.18,29807.75,44.4772
ADS00001427,AD00027,2025-12-14,85321,2678,267,7271.71,126288.11,17.367
ADS00001428,AD00028,2025-06-14,94696,4539,167,4350.13,87760.65,20.1743
ADS00001429,AD00029,2025-11-10,172034,13003,1333,34443.93,606429.15,17.6063
ADS00001430,AD00030,2025-04-04,125091,4880,260,4161.85,71656.63,17.2175
ADS00001431,AD00031,2025-04-08,32276,2103,229,7415.48,136551.31,18.4144
