movement_id,sku_id,warehouse_id,movement_type,quantity_delta,occurred_at,reference_no,source_system
IM00001713,SKU0001241,W009,purchase_in,31,2026-04-04 13:34:23,REF00003694,order
IM00001714,SKU0002009,W005,transfer_in,51,2025-06-05 19:52:29,REF00000814,purchase
IM00001715,SKU0001706,W007,adjustment,77,2025-10-18 19:12:30,REF00005357,order
IM00001716,SKU0001273,W005,return_in,31,2026-06-02 20:23:54,REF00001378,order
IM00001717,SKU0001370,W009,purchase_in,17,2025-07-24 15:44:24,REF00012850,order
IM00001718,SKU0002069,W008,sale_out,-69,2025-12-14 17:56:11,REF00003784,order
IM00001719,SKU0001829,W005,adjustment,34,2026-07-18 07:13:49,REF00005781,order
IM00001720,SKU0001629,W016,transfer_in,54,2025-09-14 20:47:08,REF00007032,order
IM00001721,SKU0002829,W001,sale_out,-62,2025-10-23 21:36:45,REF00012551,system
IM00001722,SKU0002898,W008,sale_out,-47,2026-02-17 23:43:58,REF00002465,purchase
IM00001723,SKU0000931,W006,sale_out,-22,2026-07-28 11:09:40,REF00011356,order
IM00001724,SKU0002302,W001,transfer_in,36,2026-02-14 01:24:01,REF00002349,order
IM00001725,SKU0000141,W001,return_in,58,2025-01-28 17:48:15,REF00015000,system
IM00001726,SKU0002330,W009,adjustment,29,2025-06-19 04:01:51,REF00007224,order
IM00001727,SKU0001063,W009,sale_out,-8,2026-08-18 19:46:22,REF00010380,warehouse
IM00001728,SKU0001824,W013,adjustment,18,2025-02-03 22:19:12,REF00012992,system
IM00001729,SKU0000048,W012,sale_out,-59,2025-03-19 01:01:39,REF00010324,order
IM00001730,SKU0001514,W011,sale_out,-39,2026-07-24 02:16:53,REF00006683,order
IM00001731,SKU0002679,W010,return_in,26,2026-07-03 09:37:23,REF00004745,system
IM00001732,SKU0001080,W001,purchase_in,70,2025-10-26 12:19:02,REF00008541,purchase
IM00001733,SKU0002622,W003,purchase_in,41,2026-06-26 01:55:59,REF00005533,order
IM00001734,SKU0002860,W006,transfer_in,76,2025-02-08 16:40:26,REF00000487,order
IM00001735,SKU0000174,W009,purchase_in,27,2026-02-07 09:20:17,REF00009920,purchase
IM00001736,SKU0002998,W007,sale_out,-71,2025-05-22 02:38:32,REF00008012,warehouse
IM00001737,SKU0001248,W005,sale_out,-37,2025-09-27 13:36:44,REF00003853,warehouse
IM00001738,SKU0001337,W007,sale_out,-25,2025-02-20 08:02:08,REF00001522,order
IM00001739,SKU0002768,W002,sale_out,-72,2025-02-21 19:54:58,REF00012440,order
IM00001740,SKU0002531,W016,adjustment,46,2025-11-21 11:42:57,REF00006325,order
IM00001741,SKU0002523,W014,sale_out,-71,2025-11-01 21:29:58,REF00013485,system
IM00001742,SKU0000903,W016,sale_out,-20,2025-10-08 22:27:41,REF00009104,warehouse
IM00001743,SKU0002191,W015,transfer_in,9,2025-06-14 20:23:32,REF00001358,warehouse
IM00001744,SKU0001760,W003,sale_out,-42,2025-05-04 00:15:56,REF00003706,purchase
IM00001745,SKU0002207,W014,purchase_in,13,2026-02-06 10:44:06,REF00005738,order
IM00001746,SKU0002824,W012,transfer_out,-71,2026-03-29 08:09:23,REF00005590,order
IM00001747,SKU0000634,W011,sale_out,-79,2026-04-05 06:15:06,REF00010392,purchase
IM00001748,SKU0002422,W009,sale_out,-60,2026-02-27 07:04:19,REF00000561,order
IM00001749,SKU0000806,W010,sale_out,-69,2025-12-23 09:29:42,REF00006768,purchase
IM00001750,SKU0002153,W013,purchase_in,58,2026-01-13 01:24:55,REF00004495,warehouse
IM00001751,SKU0002550,W013,transfer_in,80,2025-01-05 10:32:39,REF00005300,order
IM00001752,SKU0002759,W016,sale_out,-80,2025-04-01 23:46:11,REF00004508,purchase
IM00001753,SKU0002178,W008,sale_out,-19,2025-05-10 04:32:32,REF00007829,order
IM00001754,SKU0002691,W012,sale_out,-46,2025-04-17 23:54:45,REF00012786,warehouse
IM00001755,SKU0001945,W016,transfer_in,25,2026-04-17 17:29:00,REF00005021,order
IM00001756,SKU0001207,W003,return_in,70,2025-12-02 00:31:05,REF00005850,purchase
IM00001757,SKU0000469,W003,sale_out,-13,2025-12-14 06:13:07,REF00014797,system
IM00001758,SKU0002224,W001,sale_out,-3,2025-02-26 15:14:46,REF00006813,warehouse
IM00001759,SKU0002637,W004,purchase_in,44,2025-06-16 10:01:12,REF00013878,warehouse
IM00001760,SKU0002413,W014,purchase_in,39,2025-05-07 20:04:10,REF00010004,order
IM00001761,SKU0000022,W011,transfer_out,-39,2025-02-10 23:14:42,REF00014053,order
IM00001762,SKU0001601,W002,sale_out,-43,2025-08-22 04:27:03,REF00010572,order
IM00001763,SKU0001045,W004,sale_out,-45,2025-06-13 12:12:24,REF00013499,order
IM00001764,SKU0002043,W015,purchase_in,47,2025-10-19 19:09:51,REF00003180,order
IM00001765,SKU0001485,W008,sale_out,-5,2025-05-25 09:37:29,REF00014454,warehouse
IM00001766,SKU0001969,W014,sale_out,-30,2026-05-02 19:00:44,REF00007052,order
IM00001767,SKU0001201,W008,purchase_in,7,2025-05-22 11:15:22,REF00003366,order
IM00001768,SKU0002225,W003,purchase_in,44,2025-08-07 05:10:00,REF00011783,purchase
IM00001769,SKU0000162,W012,transfer_in,57,2025-08-17 14:06:41,REF00000828,purchase
IM00001770,SKU0001754,W010,return_in,78,2026-03-26 04:51:26,REF00007991,order
IM00001771,SKU0002696,W010,purchase_in,80,2026-08-19 17:54:02,REF00013187,warehouse
IM00001772,SKU0001708,W015,sale_out,-7,2026-04-09 16:10:35,REF00002967,order
IM00001773,SKU0002340,W010,sale_out,-63,2026-01-20 18:12:51,REF00008107,warehouse
IM00001774,SKU0001473,W008,sale_out,-64,2026-03-07 16:24:09,REF00009838,warehouse
IM00001775,SKU0001577,W012,sale_out,-19,2025-08-26 10:52:34,REF00012062,warehouse
IM00001776,SKU0001480,W004,return_in,50,2026-01-21 09:57:22,REF00013906,system
IM00001777,SKU0001726,W003,purchase_in,75,2025-06-28 14:30:41,REF00004923,order
IM00001778,SKU0000099,W005,adjustment,53,2025-05-19 22:46:08,REF00010111,order
IM00001779,SKU0002703,W014,sale_out,-28,2025-05-31 08:01:34,REF00004175,order
IM00001780,SKU0001634,W008,sale_out,-28,2025-12-22 01:28:21,REF00008699,warehouse
IM00001781,SKU0000490,W014,sale_out,-57,2025-07-01 09:18:57,REF00007100,order
IM00001782,SKU0002348,W009,sale_out,-46,2025-08-17 17:53:14,REF00007996,warehouse
IM00001783,SKU0002697,W007,sale_out,-35,2026-04-16 05:32:31,REF00005042,purchase
IM00001784,SKU0001933,W015,sale_out,-58,2025-09-17 17:32:17,REF00005971,purchase
IM00001785,SKU0001953,W004,sale_out,-11,2025-10-17 17:26:45,REF00008619,warehouse
IM00001786,SKU0002971,W006,transfer_out,-65,2025-10-27 06:04:17,REF00008571,order
IM00001787,SKU0002697,W007,transfer_out,-5,2026-04-11 04:44:45,REF00013108,order
IM00001788,SKU0000404,W015,sale_out,-69,2025-12-25 17:12:40,REF00009246,purchase
IM00001789,SKU0000884,W008,return_in,31,2026-02-10 04:57:07,REF00006944,purchase
IM00001790,SKU0001559,W016,purchase_in,54,2025-02-05 09:32:54,REF00014403,warehouse
IM00001791,SKU0001816,W013,purchase_in,21,2025-06-11 18:10:42,REF00006346,system
IM00001792,SKU0000661,W013,sale_out,-75,2025-06-28 01:13:29,REF00001297,order
IM00001793,SKU0001078,W003,sale_out,-55,2026-07-01 12:58:40,REF00011604,order
IM00001794,SKU0002975,W011,sale_out,-32,2026-08-17 09:58:25,REF00003950,order
IM00001795,SKU0002365,W012,sale_out,-34,2025-08-01 07:15:22,REF00006866,order
IM00001796,SKU0001546,W014,purchase_in,3,2025-07-02 21:07:54,REF00012632,purchase
IM00001797,SKU0002845,W003,purchase_in,68,2026-05-18 23:34:15,REF00005242,system
IM00001798,SKU0000757,W007,sale_out,-34,2025-05-17 10:00:30,REF00009481,order
IM00001799,SKU0000617,W012,sale_out,-50,2026-06-01 22:52:53,REF00013474,purchase
IM00001800,SKU0002076,W013,purchase_in,5,2025-09-27 05:04:03,REF00008121,purchase
IM00001801,SKU0002561,W009,transfer_in,6,2025-03-18 11:54:45,REF00001858,purchase
IM00001802,SKU0001733,W003,sale_out,-19,2026-08-05 11:09:06,REF00003023,order
IM00001803,SKU0002107,W011,sale_out,-26,2026-06-01 19:32:21,REF00012238,order
IM00001804,SKU0000430,W013,sale_out,-49,2025-12-08 03:37:23,REF00002239,order
IM00001805,SKU0002317,W016,transfer_out,-38,2025-03-23 07:42:32,REF00006597,warehouse
IM00001806,SKU0002721,W010,sale_out,-50,2025-03-24 03:22:27,REF00006371,warehouse
IM00001807,SKU0002324,W015,purchase_in,75,2026-08-13 10:47:10,REF00004773,purchase
IM00001808,SKU0001782,W007,purchase_in,27,2025-03-10 05:50:16,REF00011787,order
IM00001809,SKU0000689,W010,transfer_in,16,2025-09-22 17:02:26,REF00001500,purchase
IM00001810,SKU0001713,W007,purchase_in,76,2026-02-08 16:27:39,REF00006242,system
IM00001811,SKU0000252,W008,return_in,79,2025-08-01 03:01:40,REF00012856,order
IM00001812,SKU0002615,W014,return_in,30,2026-07-18 23:57:22,REF00007013,warehouse
IM00001813,SKU0001269,W008,purchase_in,76,2026-03-18 03:14:19,REF00003704,system
IM00001814,SKU0002988,W006,purchase_in,40,2025-08-01 06:48:19,REF00001516,system
IM00001815,SKU0002437,W012,purchase_in,39,2025-10-18 07:29:35,REF00008149,purchase
IM00001816,SKU0000412,W014,return_in,20,2026-08-14 02:56:39,REF00005328,warehouse
IM00001817,SKU0001985,W007,sale_out,-63,2026-02-19 14:56:32,REF00006736,warehouse
IM00001818,SKU0002753,W007,sale_out,-51,2025-04-24 04:39:28,REF00001257,system
IM00001819,SKU0001088,W012,transfer_out,-23,2026-05-13 22:45:13,REF00008868,order
IM00001820,SKU0002059,W004,sale_out,-50,2026-05-24 05:22:08,REF00010873,order
IM00001821,SKU0000124,W001,sale_out,-66,2025-05-19 01:44:43,REF00002979,order
IM00001822,SKU0000921,W016,adjustment,47,2025-02-15 00:16:56,REF00007013,warehouse
IM00001823,SKU0001888,W008,sale_out,-19,2026-02-15 00:20:13,REF00012424,purchase
IM00001824,SKU0001307,W011,purchase_in,19,2026-07-07 01:08:51,REF00001495,warehouse
IM00001825,SKU0001169,W001,purchase_in,18,2025-05-27 17:55:30,REF00010240,order
IM00001826,SKU0001132,W005,return_in,30,2025-03-10 01:30:42,REF00008413,system
IM00001827,SKU0002237,W015,sale_out,-6,2026-04-11 17:38:47,REF00013684,system
IM00001828,SKU0001405,W001,purchase_in,52,2025-07-20 16:59:12,REF00012171,system
IM00001829,SKU0001958,W016,transfer_out,-65,2025-05-11 01:59:46,REF00014223,order
IM00001830,SKU0002267,W005,sale_out,-42,2026-05-19 15:41:07,REF00009084,order
IM00001831,SKU0001514,W011,sale_out,-45,2025-04-02 23:06:53,REF00011120,system
IM00001832,SKU0002185,W001,return_in,17,2025-09-06 14:56:29,REF00011901,order
IM00001833,SKU0001559,W016,sale_out,-36,2025-08-01 09:37:45,REF00010747,warehouse
IM00001834,SKU0001389,W009,return_in,79,2026-03-14 00:41:58,REF00007802,order
IM00001835,SKU0000098,W005,purchase_in,33,2025-03-01 04:35:59,REF00013481,order
IM00001836,SKU0001856,W014,sale_out,-4,2025-01-26 19:02:56,REF00006637,order
IM00001837,SKU0002722,W002,transfer_in,15,2026-01-09 19:22:42,REF00005258,order
IM00001838,SKU0001427,W007,sale_out,-15,2025-06-27 07:01:02,REF00002228,order
IM00001839,SKU0000475,W001,adjustment,77,2026-03-29 19:49:21,REF00008050,system
IM00001840,SKU0000421,W012,sale_out,-42,2026-08-16 11:27:23,REF00011597,order
IM00001841,SKU0001135,W001,sale_out,-78,2025-09-28 08:24:50,REF00009573,warehouse
IM00001842,SKU0000330,W014,transfer_in,38,2026-07-05 12:22:21,REF00012198,system
IM00001843,SKU0001375,W010,sale_out,-54,2025-11-26 22:16:35,REF00005076,purchase
IM00001844,SKU0002635,W004,return_in,37,2025-09-01 12:14:43,REF00004340,order
IM00001845,SKU0002625,W001,transfer_in,54,2025-12-09 18:19:45,REF00007568,warehouse
IM00001846,SKU0000513,W001,sale_out,-45,2026-04-05 22:30:35,REF00003792,purchase
IM00001847,SKU0002568,W015,sale_out,-80,2025-11-13 17:55:37,REF00004702,system
IM00001848,SKU0001260,W006,return_in,24,2025-09-15 01:27:43,REF00011689,system
IM00001849,SKU0002899,W009,return_in,36,2025-07-25 00:09:46,REF00014798,order
IM00001850,SKU0000070,W001,transfer_out,-48,2026-03-28 20:09:22,REF00008091,warehouse
IM00001851,SKU0001696,W010,sale_out,-39,2026-07-23 02:25:53,REF00012762,order
IM00001852,SKU0001149,W002,sale_out,-30,2026-05-06 17:58:45,REF00013133,order
IM00001853,SKU0000712,W006,purchase_in,50,2026-03-30 06:06:52,REF00005394,order
IM00001854,SKU0000115,W001,sale_out,-34,2025-11-15 15:15:47,REF00010795,warehouse
IM00001855,SKU0001646,W015,purchase_in,69,2025-10-10 14:27:43,REF00002003,order
IM00001856,SKU0002619,W015,sale_out,-11,2025-03-03 08:30:20,REF00004314,system
IM00001857,SKU0002122,W016,purchase_in,25,2025-07-26 04:10:05,REF00003798,purchase
IM00001858,SKU0000354,W014,sale_out,-74,2026-03-01 11:41:30,REF00004496,system
IM00001859,SKU0001459,W007,sale_out,-53,2025-02-09 17:00:33,REF00004186,warehouse
IM00001860,SKU0001808,W010,sale_out,-79,2025-09-17 07:05:55,REF00003429,purchase
IM00001861,SKU0002826,W006,adjustment,61,2026-01-02 00:41:01,REF00004609,order
IM00001862,SKU0001605,W011,sale_out,-41,2025-03-11 21:38:26,REF00003267,order
IM00001863,SKU0002630,W008,purchase_in,41,2025-03-23 10:16:35,REF00004479,order
IM00001864,SKU0001559,W016,purchase_in,3,2025-12-22 20:27:03,REF00001764,warehouse
IM00001865,SKU0002969,W006,purchase_in,42,2025-12-31 19:52:41,REF00003680,system
IM00001866,SKU0001904,W014,sale_out,-67,2025-01-26 22:11:23,REF00010206,purchase
IM00001867,SKU0001077,W013,purchase_in,47,2026-01-25 14:45:18,REF00007012,order
IM00001868,SKU0001246,W001,purchase_in,4,2025-06-03 01:51:07,REF00002439,order
IM00001869,SKU0001194,W015,sale_out,-33,2025-08-28 05:49:16,REF00000039,order
IM00001870,SKU0001416,W011,purchase_in,20,2025-09-08 01:02:00,REF00014584,order
IM00001871,SKU0001717,W004,adjustment,72,2025-07-21 07:45:56,REF00004591,purchase
IM00001872,SKU0002628,W009,sale_out,-61,2025-04-12 16:50:07,REF00000569,purchase
IM00001873,SKU0000618,W013,sale_out,-19,2025-11-05 03:03:37,REF00006983,order
IM00001874,SKU0000013,W013,sale_out,-65,2025-08-04 11:55:24,REF00001768,warehouse
IM00001875,SKU0002265,W011,transfer_out,-79,2025-01-30 00:27:43,REF00009116,purchase
IM00001876,SKU0002554,W001,purchase_in,57,2025-02-13 23:58:15,REF00011989,warehouse
IM00001877,SKU0002225,W003,transfer_in,50,2026-06-04 20:55:02,REF00000934,order
IM00001878,SKU0001064,W009,adjustment,14,2025-11-21 06:55:16,REF00009341,order
IM00001879,SKU0000523,W003,transfer_out,-24,2025-05-30 06:05:19,REF00008038,order
IM00001880,SKU0000362,W002,sale_out,-54,2025-12-14 06:30:13,REF00001649,system
IM00001881,SKU0001524,W002,transfer_out,-60,2026-05-12 11:19:43,REF00006889,warehouse
IM00001882,SKU0002072,W009,sale_out,-62,2025-10-23 16:29:01,REF00002327,warehouse
IM00001883,SKU0000604,W012,sale_out,-17,2025-09-15 03:24:01,REF00002461,order
IM00001884,SKU0002831,W010,return_in,75,2025-01-26 08:49:34,REF00010824,purchase
IM00001885,SKU0002075,W006,sale_out,-50,2026-01-22 00:22:39,REF00005480,purchase
IM00001886,SKU0001604,W008,purchase_in,13,2025-06-03 04:42:38,REF00010771,order
IM00001887,SKU0001048,W015,purchase_in,72,2025-11-14 21:48:11,REF00010751,order
IM00001888,SKU0002028,W015,return_in,12,2026-01-29 11:56:34,REF00007361,order
IM00001889,SKU0000532,W011,sale_out,-53,2026-07-29 11:14:04,REF00006185,warehouse
IM00001890,SKU0001937,W006,return_in,44,2025-03-22 14:54:10,REF00013575,order
IM00001891,SKU0002881,W013,sale_out,-69,2026-04-07 02:05:47,REF00001098,order
IM00001892,SKU0001292,W012,adjustment,25,2025-07-31 14:50:23,REF00011494,order
IM00001893,SKU0000463,W014,sale_out,-19,2025-03-18 00:01:21,REF00014491,order
IM00001894,SKU0000504,W015,sale_out,-12,2025-07-17 22:30:00,REF00007952,order
IM00001895,SKU0002296,W013,adjustment,32,2025-03-31 11:53:13,REF00009061,order
IM00001896,SKU0000198,W001,sale_out,-54,2026-01-12 15:55:14,REF00001024,order
IM00001897,SKU0000673,W015,transfer_out,-39,2025-02-27 15:21:11,REF00014099,warehouse
IM00001898,SKU0000863,W001,transfer_in,46,2025-09-30 00:42:26,REF00013751,order
IM00001899,SKU0002809,W015,sale_out,-43,2025-09-04 05:45:49,REF00001929,purchase
IM00001900,SKU0000957,W010,sale_out,-59,2026-05-09 13:02:32,REF00003540,order
IM00001901,SKU0000770,W002,adjustment,14,2026-04-25 23:18:52,REF00000322,order
IM00001902,SKU0001657,W012,adjustment,28,2026-05-28 11:50:46,REF00001548,warehouse
IM00001903,SKU0001296,W016,sale_out,-33,2026-05-21 17:26:53,REF00004059,order
IM00001904,SKU0002563,W005,sale_out,-3,2025-12-13 08:45:20,REF00002880,warehouse
IM00001905,SKU0000243,W016,sale_out,-78,2026-05-26 12:17:21,REF00005449,order
IM00001906,SKU0001655,W013,sale_out,-34,2026-05-31 06:07:11,REF00013172,purchase
IM00001907,SKU0002884,W010,sale_out,-17,2025-12-24 03:00:17,REF00014657,order
IM00001908,SKU0001458,W010,adjustment,18,2026-06-19 03:05:57,REF00000877,purchase
IM00001909,SKU0000592,W016,purchase_in,71,2026-01-03 12:21:57,REF00007872,order
IM00001910,SKU0000836,W001,sale_out,-40,2025-05-31 19:43:11,REF00001010,order
IM00001911,SKU0002931,W002,return_in,5,2025-05-23 06:20:41,REF00010372,purchase
IM00001912,SKU0001853,W009,sale_out,-48,2026-01-18 01:25:57,REF00005411,warehouse
IM00001913,SKU0000291,W003,sale_out,-62,2025-10-09 16:50:34,REF00001295,order
IM00001914,SKU0001767,W010,sale_out,-15,2025-09-25 06:51:57,REF00002563,purchase
IM00001915,SKU0002765,W016,purchase_in,37,2025-02-17 19:04:43,REF00006700,purchase
IM00001916,SKU0002574,W008,sale_out,-15,2025-01-14 15:32:29,REF00014791,purchase
IM00001917,SKU0000900,W013,return_in,34,2026-07-08 12:04:07,REF00006908,order
IM00001918,SKU0002791,W009,purchase_in,12,2025-08-15 01:10:42,REF00001261,system
IM00001919,SKU0002853,W011,transfer_out,-55,2025-03-24 03:00:29,REF00001009,order
IM00001920,SKU0001858,W003,sale_out,-67,2026-01-24 14:03:23,REF00004089,warehouse
IM00001921,SKU0001687,W009,return_in,30,2025-02-25 04:34:07,REF00009947,order
IM00001922,SKU0000017,W002,purchase_in,69,2026-08-12 03:57:03,REF00009806,order
IM00001923,SKU0002744,W007,return_in,37,2025-08-26 14:15:30,REF00011997,system
IM00001924,SKU0002076,W013,sale_out,-21,2025-05-03 17:29:06,REF00004227,system
IM00001925,SKU0001823,W016,sale_out,-8,2025-05-08 11:03:54,REF00003346,order
IM00001926,SKU0002030,W011,return_in,56,2025-01-07 16:28:01,REF00011822,order
IM00001927,SKU0000004,W015,sale_out,-14,2025-08-28 02:17:42,REF00007958,purchase
IM00001928,SKU0000997,W008,sale_out,-42,2026-02-23 19:29:46,REF00006906,purchase
IM00001929,SKU0002428,W011,sale_out,-61,2025-11-15 12:06:39,REF00013822,system
IM00001930,SKU0000892,W002,sale_out,-1,2025-05-01 14:32:39,REF00011726,purchase
IM00001931,SKU0001650,W001,sale_out,-20,2025-07-29 22:34:09,REF00006008,system
IM00001932,SKU0001912,W008,sale_out,-17,2026-05-15 21:40:18,REF00009823,purchase
IM00001933,SKU0000874,W012,sale_out,-4,2026-03-28 13:40:02,REF00008435,system
IM00001934,SKU0002217,W008,sale_out,-72,2025-11-12 07:22:53,REF00007897,order
IM00001935,SKU0002390,W008,sale_out,-24,2025-04-12 11:07:01,REF00013201,order
IM00001936,SKU0001503,W008,purchase_in,7,2026-01-16 10:15:57,REF00014486,order
IM00001937,SKU0001532,W010,sale_out,-27,2025-03-01 07:17:06,REF00004450,purchase
IM00001938,SKU0001887,W004,purchase_in,9,2026-01-24 14:40:20,REF00007402,warehouse
IM00001939,SKU0001599,W002,sale_out,-47,2025-10-07 07:57:16,REF00002476,system
IM00001940,SKU0000576,W011,sale_out,-57,2025-01-21 17:45:29,REF00012343,purchase
IM00001941,SKU0002648,W006,sale_out,-30,2026-04-30 02:38:51,REF00001131,system
IM00001942,SKU0001413,W007,purchase_in,70,2026-08-18 19:00:28,REF00003743,warehouse
IM00001943,SKU0000513,W001,sale_out,-42,2025-01-27 03:58:03,REF00003600,purchase
IM00001944,SKU0000041,W011,purchase_in,24,2025-11-25 11:43:35,REF00001721,purchase
IM00001945,SKU0000037,W016,purchase_in,53,2025-04-28 09:24:27,REF00011374,order
IM00001946,SKU0002364,W012,purchase_in,2,2025-01-16 16:40:31,REF00002033,warehouse
IM00001947,SKU0002977,W010,transfer_in,56,2025-10-10 17:46:28,REF00007015,warehouse
IM00001948,SKU0002110,W009,sale_out,-40,2026-03-24 17:13:56,REF00002198,order
IM00001949,SKU0002185,W001,sale_out,-15,2025-05-28 12:46:54,REF00014602,order
IM00001950,SKU0000518,W004,sale_out,-22,2026-07-29 16:18:54,REF00002501,order
IM00001951,SKU0000557,W015,transfer_in,71,2025-02-25 11:46:34,REF00009139,order
IM00001952,SKU0001952,W016,purchase_in,31,2025-11-20 14:59:30,REF00002537,system
IM00001953,SKU0000295,W006,sale_out,-53,2025-05-22 22:40:44,REF00014351,warehouse
IM00001954,SKU0001720,W010,purchase_in,47,2025-09-21 13:56:37,REF00007256,purchase
IM00001955,SKU0001588,W002,return_in,6,2026-08-14 20:07:54,REF00004040,system
IM00001956,SKU0001230,W015,purchase_in,36,2025-04-22 06:12:04,REF00013964,order
IM00001957,SKU0000035,W008,sale_out,-32,2026-04-11 15:55:02,REF00000905,order
IM00001958,SKU0000198,W001,purchase_in,27,2026-07-30 11:31:03,REF00005997,purchase
IM00001959,SKU0002594,W001,sale_out,-4,2026-04-04 14:57:21,REF00014763,warehouse
IM00001960,SKU0000763,W003,transfer_in,64,2026-04-30 10:21:19,REF00003023,warehouse
IM00001961,SKU0002067,W006,sale_out,-20,2025-04-01 14:55:52,REF00014143,order
IM00001962,SKU0001321,W001,purchase_in,42,2026-08-11 04:37:52,REF00013345,order
IM00001963,SKU0002976,W006,transfer_out,-72,2026-07-09 01:56:43,REF00007111,order
IM00001964,SKU0001698,W013,purchase_in,56,2025-05-14 08:52:19,REF00014258,system
IM00001965,SKU0001840,W002,sale_out,-16,2025-04-08 14:28:10,REF00004567,order
IM00001966,SKU0002948,W001,transfer_out,-66,2026-07-07 15:09:25,REF00009277,order
IM00001967,SKU0001314,W001,purchase_in,62,2025-03-09 18:22:18,REF00014767,purchase
IM00001968,SKU0001891,W008,purchase_in,17,2026-01-21 08:34:25,REF00006302,order
IM00001969,SKU0000707,W013,sale_out,-2,2026-06-15 23:28:42,REF00006971,system
IM00001970,SKU0000713,W004,return_in,47,2026-05-21 19:32:27,REF00012475,order
IM00001971,SKU0000723,W005,sale_out,-74,2026-05-06 03:38:34,REF00006147,order
IM00001972,SKU0001063,W009,sale_out,-49,2026-07-16 17:27:14,REF00001473,purchase
IM00001973,SKU0000129,W005,purchase_in,62,2026-03-09 03:42:46,REF00003847,warehouse
IM00001974,SKU0001259,W016,purchase_in,50,2026-07-28 00:40:05,REF00003530,order
IM00001975,SKU0000420,W010,sale_out,-43,2025-08-28 08:12:37,REF00014063,purchase
IM00001976,SKU0002578,W011,sale_out,-9,2026-08-01 13:14:28,REF00000393,order
IM00001977,SKU0002028,W015,purchase_in,61,2025-09-19 09:08:12,REF00006989,warehouse
IM00001978,SKU0001700,W001,sale_out,-45,2025-06-03 08:01:34,REF00001171,order
IM00001979,SKU0000381,W007,sale_out,-28,2025-02-02 03:38:56,REF00009719,order
IM00001980,SKU0000124,W001,purchase_in,45,2025-07-14 09:32:56,REF00010698,warehouse
IM00001981,SKU0002892,W006,sale_out,-12,2025-12-18 20:07:10,REF00000186,warehouse
IM00001982,SKU0002180,W005,purchase_in,22,2025-04-21 07:57:20,REF00003602,order
IM00001983,SKU0002553,W014,purchase_in,45,2026-06-05 05:17:14,REF00014887,purchase
IM00001984,SKU0000630,W001,sale_out,-65,2025-03-16 12:10:17,REF00007506,order
IM00001985,SKU0002766,W010,transfer_in,16,2025-04-22 23:54:25,REF00014059,order
IM00001986,SKU0000363,W003,purchase_in,35,2026-04-08 10:49:30,REF00014754,warehouse
IM00001987,SKU0002144,W012,sale_out,-49,2026-05-03 08:47:43,REF00004190,purchase
IM00001988,SKU0000220,W001,return_in,16,2026-03-22 06:33:42,REF00005360,order
IM00001989,SKU0001852,W006,sale_out,-19,2025-09-22 14:51:27,REF00011877,order
IM00001990,SKU0001466,W009,purchase_in,68,2026-03-18 07:54:36,REF00006748,purchase
IM00001991,SKU0001901,W004,sale_out,-15,2026-07-13 00:17:09,REF00004476,order
IM00001992,SKU0001182,W001,adjustment,18,2026-04-10 12:17:55,REF00007774,warehouse
IM00001993,SKU0001947,W005,sale_out,-54,2026-05-31 21:31:15,REF00000160,order
IM00001994,SKU0000075,W014,sale_out,-66,2025-03-31 20:06:15,REF00014345,order
IM00001995,SKU0001394,W016,transfer_out,-71,2025-04-07 14:39:53,REF00012763,purchase
IM00001996,SKU0000347,W005,purchase_in,45,2025-05-19 05:58:21,REF00003889,warehouse
IM00001997,SKU0001633,W002,purchase_in,49,2025-03-25 00:15:03,REF00008705,purchase
IM00001998,SKU0002387,W001,transfer_in,38,2026-05-29 19:25:20,REF00003955,system
IM00001999,SKU0002342,W002,sale_out,-30,2025-02-20 10:47:10,REF00009866,order
IM00002000,SKU0002598,W003,sale_out,-42,2026-04-07 02:59:57,REF00000617,warehouse
IM00002001,SKU0002046,W007,purchase_in,48,2025-01-20 13:18:02,REF00011776,order
IM00002002,SKU0001162,W014,sale_out,-61,2025-01-07 10:44:21,REF00008124,system
IM00002003,SKU0001858,W003,transfer_out,-59,2025-07-13 09:17:35,REF00006284,order
IM00002004,SKU0001872,W009,sale_out,-57,2025-01-19 16:22:02,REF00013188,purchase
IM00002005,SKU0002521,W005,transfer_in,33,2025-05-21 17:24:50,REF00002043,order
IM00002006,SKU0002445,W003,purchase_in,32,2025-10-28 23:16:19,REF00011108,order
IM00002007,SKU0002793,W013,transfer_out,-57,2025-02-07 01:01:30,REF00000230,order
IM00002008,SKU0000368,W011,return_in,40,2025-07-29 19:03:42,REF00013947,purchase
IM00002009,SKU0000772,W001,purchase_in,56,2025-09-17 09:40:03,REF00005189,purchase
IM00002010,SKU0001600,W014,purchase_in,32,2025-07-20 04:00:21,REF00010774,order
IM00002011,SKU0001950,W013,sale_out,-16,2025-08-30 20:07:10,REF00011320,purchase
IM00002012,SKU0002334,W010,sale_out,-27,2025-01-20 19:01:18,REF00005655,order
IM00002013,SKU0000350,W002,sale_out,-36,2025-07-10 14:04:52,REF00008262,purchase
IM00002014,SKU0002129,W016,sale_out,-45,2025-11-12 20:22:20,REF00009195,warehouse
IM00002015,SKU0001698,W013,transfer_in,20,2026-03-02 19:54:08,REF00000847,warehouse
IM00002016,SKU0000210,W012,purchase_in,79,2025-11-22 22:20:23,REF00011727,order
