purchase_item_id,purchase_order_id,sku_id,ordered_qty,received_qty,unit_cost,line_amount
POI0000442,PO000442,SKU0002242,195,195,1495.16,291556.2
POI0000443,PO000443,SKU0001635,355,39,1856.37,659011.35
POI0000444,PO000444,SKU0000731,446,446,1219.85,544053.1
POI0000445,PO000445,SKU0002542,383,383,545.75,209022.25
POI0000446,PO000446,SKU0002625,406,406,609.77,247566.62
POI0000447,PO000447,SKU0000354,446,446,1395.05,622192.3
POI0000448,PO000448,SKU0001033,463,463,1947.07,901493.41
POI0000449,PO000449,SKU0001206,247,247,894.42,220921.74
POI0000450,PO000450,SKU0001946,459,0,822.45,377504.55
POI0000451,PO000451,SKU0002713,316,316,1293.31,408685.96
POI0000452,PO000452,SKU0000434,47,47,2072.97,97429.59
POI0000453,PO000453,SKU0000470,284,284,368.63,104690.92
POI0000454,PO000454,SKU0002552,86,0,1311.33,112774.38
POI0000455,PO000455,SKU0002568,356,0,1445.06,514441.36
POI0000456,PO000456,SKU0001942,420,420,213.32,89594.4
POI0000457,PO000457,SKU0002315,149,149,1769.0,263581.0
POI0000458,PO000458,SKU0001747,221,0,436.52,96470.92
POI0000459,PO000459,SKU0000749,243,243,1352.14,328570.02
POI0000460,PO000460,SKU0000808,194,194,519.36,100755.84
POI0000461,PO000461,SKU0001680,112,112,798.53,89435.36
POI0000462,PO000462,SKU0001836,247,247,1496.56,369650.32
POI0000463,PO000463,SKU0001541,252,252,98.11,24723.72
POI0000464,PO000464,SKU0000394,62,0,1049.03,65039.86
POI0000465,PO000465,SKU0002160,167,0,1412.21,235839.07
POI0000466,PO000466,SKU0002179,281,281,1673.22,470174.82
POI0000467,PO000467,SKU0001370,312,312,790.51,246639.12
POI0000468,PO000468,SKU0001521,420,420,1161.01,487624.2
POI0000469,PO000469,SKU0001343,258,0,277.91,71700.78
POI0000470,PO000470,SKU0001809,419,419,1004.73,420981.87
POI0000471,PO000471,SKU0001101,217,217,1549.33,336204.61
POI0000472,PO000472,SKU0000289,498,498,1227.95,611519.1
POI0000473,PO000473,SKU0000724,355,0,1028.17,365000.35
POI0000474,PO000474,SKU0000055,340,340,1111.77,378001.8
POI0000475,PO000475,SKU0000922,458,458,181.57,83159.06
POI0000476,PO000476,SKU0002945,34,34,585.62,19911.08
POI0000477,PO000477,SKU0001835,102,102,1306.11,133223.22
POI0000478,PO000478,SKU0002508,152,152,1942.39,295243.28
POI0000479,PO000479,SKU0000159,238,0,1750.79,416688.02
POI0000480,PO000480,SKU0002866,423,423,1822.92,771095.16
POI0000481,PO000481,SKU0001255,201,47,1937.6,389457.6
POI0000482,PO000482,SKU0001426,182,182,323.04,58793.28
POI0000483,PO000483,SKU0000054,345,345,661.85,228338.25
POI0000484,PO000484,SKU0001190,321,321,524.7,168428.7
POI0000485,PO000485,SKU0000570,228,228,1901.84,433619.52
POI0000486,PO000486,SKU0000348,484,0,1485.22,718846.48
POI0000487,PO000487,SKU0000691,297,265,1513.08,449384.76
POI0000488,PO000488,SKU0001837,433,433,1328.33,575166.89
POI0000489,PO000489,SKU0002435,37,37,1400.48,51817.76
POI0000490,PO000490,SKU0001570,134,62,834.95,111883.3
POI0000491,PO000491,SKU0000980,230,230,1835.11,422075.3
POI0000492,PO000492,SKU0000079,442,442,569.04,251515.68
POI0000493,PO000493,SKU0002490,325,0,1277.08,415051.0
POI0000494,PO000494,SKU0000606,442,442,284.09,125567.78
POI0000495,PO000495,SKU0002632,334,334,480.96,160640.64
POI0000496,PO000496,SKU0000499,453,453,277.15,125548.95
POI0000497,PO000497,SKU0000144,397,397,1418.31,563069.07
POI0000498,PO000498,SKU0002244,228,126,1292.7,294735.6
POI0000499,PO000499,SKU0002078,273,0,1764.07,481591.11
POI0000500,PO000500,SKU0001496,272,272,1259.05,342461.6
POI0000501,PO000501,SKU0001515,95,95,841.19,79913.05
POI0000502,PO000502,SKU0000308,311,311,405.61,126144.71
POI0000503,PO000503,SKU0002685,190,190,13.26,2519.4
POI0000504,PO000504,SKU0000086,175,175,1214.93,212612.75
POI0000505,PO000505,SKU0000450,116,116,248.05,28773.8
POI0000506,PO000506,SKU0002201,353,353,2545.53,898572.09
POI0000507,PO000507,SKU0002623,21,14,982.77,20638.17
POI0000508,PO000508,SKU0001533,79,79,1066.86,84281.94
POI0000509,PO000509,SKU0000917,352,352,1175.87,413906.24
POI0000510,PO000510,SKU0002170,482,482,153.58,74025.56
POI0000511,PO000511,SKU0000130,91,91,1262.27,114866.57
POI0000512,PO000512,SKU0002867,258,258,1212.8,312902.4
POI0000513,PO000513,SKU0000353,464,397,1105.49,512947.36
POI0000514,PO000514,SKU0001910,201,0,359.93,72345.93
POI0000515,PO000515,SKU0002455,143,143,474.77,67892.11
POI0000516,PO000516,SKU0000340,391,391,650.66,254408.06
POI0000517,PO000517,SKU0000765,246,246,1584.71,389838.66
POI0000518,PO000518,SKU0000038,431,431,2318.34,999204.54
POI0000519,PO000519,SKU0001695,167,167,2178.09,363741.03
POI0000520,PO000520,SKU0001638,461,461,1691.95,779988.95
POI0000521,PO000521,SKU0002791,381,381,25.35,9658.35
POI0000522,PO000522,SKU0002566,357,357,1892.05,675461.85
POI0000523,PO000523,SKU0001950,309,0,185.52,57325.68
POI0000524,PO000524,SKU0000972,200,200,484.37,96874.0
POI0000525,PO000525,SKU0002433,459,459,132.1,60633.9
POI0000526,PO000526,SKU0001791,216,216,991.75,214218.0
POI0000527,PO000527,SKU0000774,33,33,1190.27,39278.91
POI0000528,PO000528,SKU0001398,93,93,430.66,40051.38
POI0000529,PO000529,SKU0002613,496,496,666.0,330336.0
POI0000530,PO000530,SKU0000814,373,373,755.71,281879.83
POI0000531,PO000531,SKU0000462,25,25,392.61,9815.25
POI0000532,PO000532,SKU0002019,460,460,1540.47,708616.2
POI0000533,PO000533,SKU0000444,171,171,356.87,61024.77
POI0000534,PO000534,SKU0000850,382,382,464.93,177603.26
POI0000535,PO000535,SKU0001303,182,0,321.81,58569.42
POI0000536,PO000536,SKU0001536,74,74,596.72,44157.28
POI0000537,PO000537,SKU0002395,398,0,1405.31,559313.38
POI0000538,PO000538,SKU0002220,478,478,638.4,305155.2
POI0000539,PO000539,SKU0000864,59,4,321.72,18981.48
POI0000540,PO000540,SKU0002504,350,350,1453.07,508574.5
POI0000541,PO000541,SKU0000755,365,365,487.1,177791.5
POI0000542,PO000542,SKU0002568,456,456,1429.69,651938.64
POI0000543,PO000543,SKU0000833,161,0,2173.41,349919.01
POI0000544,PO000544,SKU0000159,432,432,1640.91,708873.12
POI0000545,PO000545,SKU0002553,420,0,234.45,98469.0
POI0000546,PO000546,SKU0001549,130,130,1881.15,244549.5
POI0000547,PO000547,SKU0000120,431,431,2039.07,878839.17
POI0000548,PO000548,SKU0002252,326,234,364.06,118683.56
POI0000549,PO000549,SKU0001598,245,245,584.78,143271.1
POI0000550,PO000550,SKU0001917,191,191,553.29,105678.39
POI0000551,PO000551,SKU0000163,399,399,1254.4,500505.6
POI0000552,PO000552,SKU0000569,290,290,2159.88,626365.2
POI0000553,PO000553,SKU0002955,298,298,332.65,99129.7
POI0000554,PO000554,SKU0002026,445,445,1671.25,743706.25
POI0000555,PO000555,SKU0001156,53,53,534.01,28302.53
POI0000556,PO000556,SKU0000737,135,135,1194.92,161314.2
POI0000557,PO000557,SKU0000199,462,462,1136.77,525187.74
POI0000558,PO000558,SKU0002057,189,189,734.68,138854.52
POI0000559,PO000559,SKU0002193,403,403,1786.46,719943.38
POI0000560,PO000560,SKU0002320,396,137,1021.83,404644.68
POI0000561,PO000561,SKU0000706,280,280,636.82,178309.6
POI0000562,PO000562,SKU0002633,298,298,718.9,214232.2
POI0000563,PO000563,SKU0002774,81,81,413.55,33497.55
POI0000564,PO000564,SKU0001747,146,0,458.83,66989.18
POI0000565,PO000565,SKU0000312,90,90,857.9,77211.0
POI0000566,PO000566,SKU0002875,457,457,728.53,332938.21
POI0000567,PO000567,SKU0001375,75,75,1155.46,86659.5
POI0000568,PO000568,SKU0001449,34,34,782.92,26619.28
POI0000569,PO000569,SKU0000795,357,357,577.48,206160.36
POI0000570,PO000570,SKU0002132,378,378,215.93,81621.54
POI0000571,PO000571,SKU0002751,146,146,253.1,36952.6
POI0000572,PO000572,SKU0001732,296,296,1484.17,439314.32
POI0000573,PO000573,SKU0000391,421,421,565.95,238264.95
POI0000574,PO000574,SKU0000430,419,0,1648.45,690700.55
POI0000575,PO000575,SKU0000322,122,122,987.68,120496.96
POI0000576,PO000576,SKU0000031,243,108,1283.35,311854.05
POI0000577,PO000577,SKU0002666,63,63,787.39,49605.57
POI0000578,PO000578,SKU0000701,197,197,1665.51,328105.47
POI0000579,PO000579,SKU0001561,121,121,79.65,9637.65
POI0000580,PO000580,SKU0002733,358,358,1560.72,558737.76
POI0000581,PO000581,SKU0000215,486,486,1249.67,607339.62
POI0000582,PO000582,SKU0000553,474,474,1556.1,737591.4
POI0000583,PO000583,SKU0001991,445,445,2201.71,979760.95
POI0000584,PO000584,SKU0002569,411,411,389.63,160137.93
POI0000585,PO000585,SKU0001903,167,63,1208.09,201751.03
POI0000586,PO000586,SKU0000943,369,369,561.71,207270.99
POI0000587,PO000587,SKU0001469,410,410,42.67,17494.7
POI0000588,PO000588,SKU0000908,449,68,1190.86,534696.14
POI0000589,PO000589,SKU0000593,337,337,1984.48,668769.76
POI0000590,PO000590,SKU0002657,474,474,1524.35,722541.9
POI0000591,PO000591,SKU0001169,376,376,104.9,39442.4
POI0000592,PO000592,SKU0001591,364,364,600.75,218673.0
POI0000593,PO000593,SKU0000782,263,263,822.37,216283.31
POI0000594,PO000594,SKU0000611,62,62,2067.19,128165.78
POI0000595,PO000595,SKU0002874,403,403,350.4,141211.2
POI0000596,PO000596,SKU0002720,104,27,951.67,98973.68
POI0000597,PO000597,SKU0000859,422,0,1597.32,674069.04
POI0000598,PO000598,SKU0001820,226,226,815.94,184402.44
POI0000599,PO000599,SKU0000904,119,119,813.18,96768.42
POI0000600,PO000600,SKU0001802,379,379,241.44,91505.76
POI0000601,PO000601,SKU0000925,393,393,373.37,146734.41
POI0000602,PO000602,SKU0001522,432,432,1689.74,729967.68
POI0000603,PO000603,SKU0001603,435,0,1436.17,624733.95
POI0000604,PO000604,SKU0002055,113,113,789.29,89189.77
POI0000605,PO000605,SKU0002692,70,70,664.57,46519.9
POI0000606,PO000606,SKU0001789,406,406,147.37,59832.22
POI0000607,PO000607,SKU0002553,180,180,225.85,40653.0
POI0000608,PO000608,SKU0001349,497,497,1900.95,944772.15
POI0000609,PO000609,SKU0002260,21,21,89.97,1889.37
POI0000610,PO000610,SKU0002975,467,467,403.41,188392.47
POI0000611,PO000611,SKU0002162,492,492,1177.31,579236.52
POI0000612,PO000612,SKU0002629,300,0,273.33,81999.0
POI0000613,PO000613,SKU0002101,320,320,358.31,114659.2
POI0000614,PO000614,SKU0001574,413,0,487.33,201267.29
POI0000615,PO000615,SKU0000801,449,449,1192.76,535549.24
POI0000616,PO000616,SKU0002595,41,0,1711.78,70182.98
POI0000617,PO000617,SKU0000674,364,364,1467.59,534202.76
POI0000618,PO000618,SKU0002019,438,438,1548.03,678037.14
POI0000619,PO000619,SKU0001767,439,439,1707.48,749583.72
POI0000620,PO000620,SKU0000636,457,457,659.93,301588.01
POI0000621,PO000621,SKU0002758,37,37,925.33,34237.21
POI0000622,PO000622,SKU0000944,346,346,529.92,183352.32
POI0000623,PO000623,SKU0000179,165,165,745.89,123071.85
POI0000624,PO000624,SKU0002819,270,270,1662.61,448904.7
POI0000625,PO000625,SKU0000890,299,299,401.81,120141.19
POI0000626,PO000626,SKU0001611,189,136,1469.93,277816.77
POI0000627,PO000627,SKU0002505,436,52,1460.43,636747.48
POI0000628,PO000628,SKU0000614,262,68,1377.58,360925.96
POI0000629,PO000629,SKU0001427,361,361,781.65,282175.65
POI0000630,PO000630,SKU0001758,227,227,499.39,113361.53
POI0000631,PO000631,SKU0002094,282,282,1760.74,496528.68
POI0000632,PO000632,SKU0001159,152,152,2417.82,367508.64
POI0000633,PO000633,SKU0002860,388,388,340.03,131931.64
POI0000634,PO000634,SKU0001019,69,42,1445.12,99713.28
POI0000635,PO000635,SKU0002329,498,498,794.89,395855.22
POI0000636,PO000636,SKU0002038,274,274,1407.95,385778.3
POI0000637,PO000637,SKU0001180,245,0,348.67,85424.15
POI0000638,PO000638,SKU0002672,95,95,2023.06,192190.7
POI0000639,PO000639,SKU0001720,247,247,898.64,221964.08
POI0000640,PO000640,SKU0002627,434,0,1259.6,546666.4
POI0000641,PO000641,SKU0000491,232,232,695.23,161293.36
POI0000642,PO000642,SKU0000406,117,46,1482.09,173404.53
POI0000643,PO000643,SKU0002248,33,33,818.54,27011.82
POI0000644,PO000644,SKU0002548,69,69,1262.12,87086.28
POI0000645,PO000645,SKU0000947,315,315,912.12,287317.8
POI0000646,PO000646,SKU0002231,309,309,1390.97,429809.73
POI0000647,PO000647,SKU0000336,498,498,591.21,294422.58
POI0000648,PO000648,SKU0000301,348,348,1616.61,562580.28
POI0000649,PO000649,SKU0002433,469,469,130.34,61129.46
POI0000650,PO000650,SKU0001663,102,102,1377.8,140535.6
POI0000651,PO000651,SKU0002234,164,164,611.74,100325.36
POI0000652,PO000652,SKU0001371,143,143,1113.73,159263.39
POI0000653,PO000653,SKU0001468,57,0,825.8,47070.6
POI0000654,PO000654,SKU0002031,318,270,1281.41,407488.38
POI0000655,PO000655,SKU0000656,298,42,1163.01,346576.98
POI0000656,PO000656,SKU0000192,206,206,530.51,109285.06
POI0000657,PO000657,SKU0000748,152,152,26.88,4085.76
POI0000658,PO000658,SKU0000169,294,0,979.69,288028.86
POI0000659,PO000659,SKU0001659,300,0,1510.07,453021.0
POI0000660,PO000660,SKU0002124,312,312,509.51,158967.12
POI0000661,PO000661,SKU0002543,129,0,458.8,59185.2
POI0000662,PO000662,SKU0002807,259,259,1443.86,373959.74
POI0000663,PO000663,SKU0001349,126,126,1674.53,210990.78
POI0000664,PO000664,SKU0001826,184,184,900.13,165623.92
POI0000665,PO000665,SKU0001335,217,61,1238.03,268652.51
POI0000666,PO000666,SKU0000451,476,476,1551.02,738285.52
POI0000667,PO000667,SKU0000800,492,492,677.58,333369.36
POI0000668,PO000668,SKU0001823,337,337,1755.58,591630.46
POI0000669,PO000669,SKU0001399,482,482,1805.06,870038.92
POI0000670,PO000670,SKU0001338,492,0,220.25,108363.0
POI0000671,PO000671,SKU0000633,343,343,1024.42,351376.06
POI0000672,PO000672,SKU0001702,144,144,925.18,133225.92
POI0000673,PO000673,SKU0002040,149,149,1848.15,275374.35
POI0000674,PO000674,SKU0002312,450,0,966.68,435006.0
POI0000675,PO000675,SKU0001914,473,473,1442.17,682146.41
POI0000676,PO000676,SKU0001166,152,152,1605.97,244107.44
POI0000677,PO000677,SKU0002765,178,165,1557.29,277197.62
POI0000678,PO000678,SKU0001552,475,329,1198.19,569140.25
POI0000679,PO000679,SKU0002405,317,317,1675.36,531089.12
POI0000680,PO000680,SKU0002668,336,42,400.33,134510.88
POI0000681,PO000681,SKU0000177,464,464,883.2,409804.8
POI0000682,PO000682,SKU0002353,491,491,449.83,220866.53
POI0000683,PO000683,SKU0000374,168,168,1717.79,288588.72
POI0000684,PO000684,SKU0001659,305,0,1507.19,459692.95
POI0000685,PO000685,SKU0001732,204,204,1406.76,286979.04
POI0000686,PO000686,SKU0002581,114,56,496.86,56642.04
POI0000687,PO000687,SKU0002103,427,427,18.47,7886.69
POI0000688,PO000688,SKU0002552,21,21,1323.66,27796.86
POI0000689,PO000689,SKU0000760,229,229,774.7,177406.3
POI0000690,PO000690,SKU0001317,382,48,1277.72,488089.04
POI0000691,PO000691,SKU0002742,101,0,842.49,85091.49
POI0000692,PO000692,SKU0002716,464,464,1381.3,640923.2
POI0000693,PO000693,SKU0000577,247,247,1615.41,399006.27
POI0000694,PO000694,SKU0001104,256,256,537.8,137676.8
POI0000695,PO000695,SKU0002598,43,43,1593.75,68531.25
POI0000696,PO000696,SKU0000228,163,163,64.21,10466.23
POI0000697,PO000697,SKU0002192,458,458,1933.6,885588.8
POI0000698,PO000698,SKU0000072,335,335,1857.1,622128.5
POI0000699,PO000699,SKU0000805,258,258,1289.93,332801.94
POI0000700,PO000700,SKU0001730,398,398,2013.57,801400.86
POI0000701,PO000701,SKU0000211,472,0,1690.75,798034.0
POI0000702,PO000702,SKU0002948,375,375,1484.26,556597.5
POI0000703,PO000703,SKU0000008,126,126,473.88,59708.88
POI0000704,PO000704,SKU0002653,432,432,444.2,191894.4
POI0000705,PO000705,SKU0000407,244,244,50.57,12339.08
POI0000706,PO000706,SKU0002626,98,98,471.7,46226.6
POI0000707,PO000707,SKU0000594,160,160,1641.2,262592.0
POI0000708,PO000708,SKU0001275,485,485,789.57,382941.45
POI0000709,PO000709,SKU0000691,480,480,1541.46,739900.8
POI0000710,PO000710,SKU0001056,325,325,1057.63,343729.75
POI0000711,PO000711,SKU0002429,93,0,624.83,58109.19
POI0000712,PO000712,SKU0002325,232,13,1486.4,344844.8
POI0000713,PO000713,SKU0002769,391,391,1712.82,669712.62
POI0000714,PO000714,SKU0000343,114,114,1097.38,125101.32
POI0000715,PO000715,SKU0002814,330,330,367.2,121176.0
POI0000716,PO000716,SKU0002398,268,268,115.31,30903.08
POI0000717,PO000717,SKU0000430,251,251,1665.44,418025.44
POI0000718,PO000718,SKU0000185,192,80,141.46,27160.32
POI0000719,PO000719,SKU0000062,245,245,1833.91,449307.95
POI0000720,PO000720,SKU0001586,333,333,1675.22,557848.26
POI0000721,PO000721,SKU0002754,272,272,1342.44,365143.68
POI0000722,PO000722,SKU0000529,82,33,1587.7,130191.4
POI0000723,PO000723,SKU0000450,247,247,224.14,55362.58
POI0000724,PO000724,SKU0002761,442,442,1407.57,622145.94
POI0000725,PO000725,SKU0000750,427,427,1837.88,784774.76
POI0000726,PO000726,SKU0002420,333,333,1036.06,345007.98
POI0000727,PO000727,SKU0000655,116,116,912.97,105904.52
POI0000728,PO000728,SKU0001612,172,18,1585.24,272661.28
POI0000729,PO000729,SKU0000999,368,0,1218.23,448308.64
POI0000730,PO000730,SKU0001339,383,383,1379.59,528382.97
POI0000731,PO000731,SKU0002529,402,402,1685.65,677631.3
POI0000732,PO000732,SKU0001645,310,18,804.92,249525.2
POI0000733,PO000733,SKU0000512,39,0,1149.35,44824.65
POI0000734,PO000734,SKU0002127,248,248,1576.94,391081.12
POI0000735,PO000735,SKU0000422,311,311,502.13,156162.43
POI0000736,PO000736,SKU0001931,364,364,1727.22,628708.08
POI0000737,PO000737,SKU0002409,269,0,424.76,114260.44
POI0000738,PO000738,SKU0001875,149,149,632.39,94226.11
POI0000739,PO000739,SKU0001352,138,138,484.82,66905.16
POI0000740,PO000740,SKU0001341,393,393,1272.07,499923.51
POI0000741,PO000741,SKU0001761,410,410,335.97,137747.7
POI0000742,PO000742,SKU0002166,262,221,603.55,158130.1
POI0000743,PO000743,SKU0002492,477,477,1248.49,595529.73
POI0000744,PO000744,SKU0000646,247,60,1864.01,460410.47
POI0000745,PO000745,SKU0002705,424,424,1246.47,528503.28
POI0000746,PO000746,SKU0002504,77,77,1442.18,111047.86
POI0000747,PO000747,SKU0002396,328,328,1963.46,644014.88
POI0000748,PO000748,SKU0001555,49,49,36.01,1764.49
POI0000749,PO000749,SKU0000187,391,0,302.73,118367.43
POI0000750,PO000750,SKU0002100,328,328,1204.88,395200.64
POI0000751,PO000751,SKU0001417,86,24,635.96,54692.56
POI0000752,PO000752,SKU0002258,429,429,497.9,213599.1
POI0000753,PO000753,SKU0000702,87,87,1322.91,115093.17
POI0000754,PO000754,SKU0000310,33,0,1498.76,49459.08
POI0000755,PO000755,SKU0000963,245,245,197.2,48314.0
POI0000756,PO000756,SKU0001652,159,159,339.15,53924.85
POI0000757,PO000757,SKU0001079,220,16,339.56,74703.2
POI0000758,PO000758,SKU0002773,434,0,298.12,129384.08
POI0000759,PO000759,SKU0000012,198,0,634.87,125704.26
POI0000760,PO000760,SKU0002057,134,0,720.7,96573.8
POI0000761,PO000761,SKU0001711,441,294,694.14,306115.74
POI0000762,PO000762,SKU0001286,60,60,2004.12,120247.2
POI0000763,PO000763,SKU0001639,79,52,1698.02,134143.58
POI0000764,PO000764,SKU0000915,70,70,616.87,43180.9
POI0000765,PO000765,SKU0002872,220,220,156.31,34388.2
POI0000766,PO000766,SKU0001573,417,417,344.76,143764.92
POI0000767,PO000767,SKU0000036,94,94,1184.93,111383.42
POI0000768,PO000768,SKU0002234,91,91,616.81,56129.71
POI0000769,PO000769,SKU0001779,476,58,150.46,71618.96
POI0000770,PO000770,SKU0000105,371,0,1562.42,579657.82
POI0000771,PO000771,SKU0002040,252,252,1734.54,437104.08
POI0000772,PO000772,SKU0001455,195,195,1519.03,296210.85
POI0000773,PO000773,SKU0000857,84,84,1608.62,135124.08
POI0000774,PO000774,SKU0001855,225,225,680.98,153220.5
POI0000775,PO000775,SKU0001469,141,141,41.96,5916.36
POI0000776,PO000776,SKU0001693,158,158,1801.16,284583.28
POI0000777,PO000777,SKU0000072,167,167,1891.22,315833.74
POI0000778,PO000778,SKU0000784,28,28,1397.24,39122.72
POI0000779,PO000779,SKU0002655,226,226,1031.88,233204.88
POI0000780,PO000780,SKU0000264,189,189,531.26,100408.14
POI0000781,PO000781,SKU0002105,274,274,185.34,50783.16
POI0000782,PO000782,SKU0002185,133,0,1298.62,172716.46
POI0000783,PO000783,SKU0000307,138,138,326.59,45069.42
POI0000784,PO000784,SKU0001905,231,231,1559.47,360237.57
POI0000785,PO000785,SKU0002828,58,58,431.42,25022.36
POI0000786,PO000786,SKU0002899,164,164,748.94,122826.16
POI0000787,PO000787,SKU0001555,345,345,34.57,11926.65
POI0000788,PO000788,SKU0000525,192,192,762.86,146469.12
POI0000789,PO000789,SKU0002350,253,253,1179.42,298393.26
POI0000790,PO000790,SKU0001849,273,273,1278.04,348904.92
POI0000791,PO000791,SKU0001502,414,414,1442.12,597037.68
POI0000792,PO000792,SKU0002106,102,102,124.31,12679.62
POI0000793,PO000793,SKU0001242,333,333,1161.63,386822.79
POI0000794,PO000794,SKU0000569,176,176,1964.99,345838.24
POI0000795,PO000795,SKU0002519,425,425,1122.45,477041.25
POI0000796,PO000796,SKU0002892,326,326,2076.15,676824.9
POI0000797,PO000797,SKU0000451,317,317,1548.3,490811.1
POI0000798,PO000798,SKU0002465,369,369,70.53,26025.57
POI0000799,PO000799,SKU0002543,140,140,442.5,61950.0
POI0000800,PO000800,SKU0002341,226,226,1300.9,294003.4
POI0000801,PO000001,SKU0001735,30,30,83.48,2504.4
POI0000802,PO000002,SKU0001065,60,60,1051.69,63101.4
POI0000803,PO000003,SKU0000251,463,463,511.93,237023.59
POI0000804,PO000004,SKU0000106,279,279,1028.65,286993.35
POI0000805,PO000005,SKU0001579,176,176,711.54,125231.04
POI0000806,PO000006,SKU0002627,167,167,1260.24,210460.08
POI0000807,PO000007,SKU0002950,175,175,2309.4,404145.0
POI0000808,PO000008,SKU0001232,278,278,530.33,147431.74
POI0000809,PO000009,SKU0002799,244,244,670.21,163531.24
POI0000810,PO000010,SKU0000059,259,78,896.58,232214.22
POI0000811,PO000011,SKU0001894,430,430,1023.26,440001.8
POI0000812,PO000012,SKU0000432,97,97,1575.08,152782.76
POI0000813,PO000013,SKU0000887,334,334,242.5,80995.0
POI0000814,PO000014,SKU0001557,124,0,1422.45,176383.8
POI0000815,PO000015,SKU0000759,325,325,937.38,304648.5
POI0000816,PO000016,SKU0000378,420,420,623.55,261891.0
POI0000817,PO000017,SKU0002143,416,416,305.86,127237.76
POI0000818,PO000018,SKU0000519,244,244,413.79,100964.76
POI0000819,PO000019,SKU0001377,453,0,2124.81,962538.93
POI0000820,PO000020,SKU0000102,459,459,2146.62,985298.58
POI0000821,PO000021,SKU0002305,351,351,387.92,136159.92
POI0000822,PO000022,SKU0002262,113,0,724.08,81821.04
POI0000823,PO000023,SKU0000885,405,405,9.75,3948.75
POI0000824,PO000024,SKU0002779,126,0,1858.31,234147.06
POI0000825,PO000025,SKU0001326,419,419,21.58,9042.02
POI0000826,PO000026,SKU0002127,96,0,1483.88,142452.48
POI0000827,PO000027,SKU0001368,227,227,309.32,70215.64
POI0000828,PO000028,SKU0002138,464,464,52.92,24554.88
POI0000829,PO000029,SKU0001743,313,0,1638.99,513003.87
POI0000830,PO000030,SKU0002812,319,319,386.64,123338.16
POI0000831,PO000031,SKU0002671,329,0,1899.65,624984.85
POI0000832,PO000032,SKU0001482,112,65,176.05,19717.6
POI0000833,PO000033,SKU0002332,416,416,1018.1,423529.6
POI0000834,PO000034,SKU0001944,261,0,1781.21,464895.81
POI0000835,PO000035,SKU0000117,479,479,669.61,320743.19
POI0000836,PO000036,SKU0000749,438,438,1461.29,640045.02
POI0000837,PO000037,SKU0001942,193,0,204.58,39483.94
POI0000838,PO000038,SKU0000586,35,35,1544.86,54070.1
POI0000839,PO000039,SKU0002211,445,445,1419.25,631566.25
POI0000840,PO000040,SKU0001640,493,0,1571.4,774700.2
POI0000841,PO000041,SKU0002753,357,0,1403.67,501110.19
POI0000842,PO000042,SKU0002516,141,0,739.8,104311.8
POI0000843,PO000043,SKU0001671,284,0,1750.18,497051.12
POI0000844,PO000044,SKU0001120,311,226,1571.16,488630.76
POI0000845,PO000045,SKU0000912,454,454,262.86,119338.44
POI0000846,PO000046,SKU0002232,315,315,1106.9,348673.5
POI0000847,PO000047,SKU0002092,200,200,2260.95,452190.0
POI0000848,PO000048,SKU0000068,420,420,1083.67,455141.4
POI0000849,PO000049,SKU0001944,417,417,1707.44,712002.48
POI0000850,PO000050,SKU0000718,345,345,2046.05,705887.25
POI0000851,PO000051,SKU0002789,67,67,2328.72,156024.24
POI0000852,PO000052,SKU0001316,294,294,1555.83,457414.02
POI0000853,PO000053,SKU0002346,256,256,1096.36,280668.16
POI0000854,PO000054,SKU0001395,80,80,1233.34,98667.2
POI0000855,PO000055,SKU0001004,29,29,1357.43,39365.47
POI0000856,PO000056,SKU0002857,472,472,42.89,20244.08
POI0000857,PO000057,SKU0001076,67,67,704.73,47216.91
POI0000858,PO000058,SKU0001562,312,312,92.66,28909.92
POI0000859,PO000059,SKU0002540,500,500,219.52,109760.0
POI0000860,PO000060,SKU0001422,177,177,689.09,121968.93
POI0000861,PO000061,SKU0000320,417,417,655.25,273239.25
POI0000862,PO000062,SKU0002527,61,61,236.02,14397.22
POI0000863,PO000063,SKU0001367,396,396,493.74,195521.04
POI0000864,PO000064,SKU0001395,211,211,1215.67,256506.37
POI0000865,PO000065,SKU0001481,321,321,136.42,43790.82
POI0000866,PO000066,SKU0000281,235,235,289.28,67980.8
POI0000867,PO000067,SKU0001598,95,95,545.7,51841.5
POI0000868,PO000068,SKU0001864,90,90,1638.72,147484.8
POI0000869,PO000069,SKU0000630,65,65,326.72,21236.8
POI0000870,PO000070,SKU0000377,309,309,501.28,154895.52
POI0000871,PO000071,SKU0001436,297,297,1732.87,514662.39
POI0000872,PO000072,SKU0002786,347,0,329.1,114197.7
POI0000873,PO000073,SKU0000786,111,111,367.39,40780.29
POI0000874,PO000074,SKU0001289,136,136,682.69,92845.84
POI0000875,PO000075,SKU0002209,238,238,1771.52,421621.76
POI0000876,PO000076,SKU0002650,435,435,1388.69,604080.15
POI0000877,PO000077,SKU0000770,250,250,794.09,198522.5
POI0000878,PO000078,SKU0000746,237,237,873.13,206931.81
POI0000879,PO000079,SKU0002446,87,87,1465.6,127507.2
POI0000880,PO000080,SKU0000521,221,221,221.76,49008.96
POI0000881,PO000081,SKU0000500,436,436,306.82,133773.52
POI0000882,PO000082,SKU0002888,176,0,1684.81,296526.56
POI0000883,PO000083,SKU0000928,246,246,1555.84,382736.64
