order_id,user_id,store_id,channel_id,ordered_at,order_status,item_amount,discount_amount,shipping_fee,payable_amount,paid_amount,region,province,city
O00003080,U001173,S0059,CH02,2025-03-29 12:48:55,completed,5511.68,727.34,0,4784.34,4784.34,华南,广东,广州
O00003081,U003266,S0043,CH10,2025-07-27 00:14:33,completed,6471.72,746.31,0,5725.41,5725.41,华南,广西,南宁
O00003082,U001573,S0012,CH08,2025-08-03 04:35:29,completed,1042.39,35.13,0,1007.26,1007.26,华东,上海,上海
O00003083,U001302,S0021,CH06,2025-12-02 21:32:19,completed,3531.19,509.93,0,3021.26,3021.26,西南,贵州,贵阳
O00003084,U002178,S0056,CH02,2025-12-18 07:57:17,shipped,5061.51,465.94,0,4595.57,4595.57,西南,四川,成都
O00003085,U003431,S0033,CH06,2026-08-05 00:23:12,completed,407.85,1.94,0,405.91,405.91,华东,江苏,南京
O00003086,U004222,S0026,CH02,2026-05-01 13:28:20,shipped,959.88,49.2,0,910.68,910.68,华南,福建,厦门
O00003087,U003637,S0074,CH01,2025-09-12 21:47:13,completed,1199.85,165.03,0,1034.82,1034.82,华中,河南,郑州
O00003088,U003641,S0068,CH04,2025-07-04 04:52:51,completed,4969.77,404.88,0,4564.89,4564.89,华中,河南,郑州
O00003089,U002427,S0042,CH02,2025-11-17 02:00:30,shipped,1925.5,267.9,0,1657.6,1657.6,华东,上海,上海
O00003090,U001994,S0001,CH02,2026-08-09 18:48:17,completed,2811.63,230.73,0,2580.9,2580.9,华东,江苏,南京
O00003091,U001341,S0003,CH02,2026-04-29 10:36:24,completed,5250.75,881.72,0,4369.03,4369.03,华北,河北,石家庄
O00003092,U001010,S0064,CH10,2025-10-10 17:30:13,completed,3846.38,115.35,0,3731.03,3731.03,华南,广东,深圳
O00003093,U002845,S0037,CH04,2026-08-10 09:16:18,completed,3010.37,252.26,0,2758.11,2758.11,华东,江苏,南京
O00003094,U004622,S0024,CH05,2026-07-03 23:07:38,shipped,2087.33,118.45,0,1968.88,1968.88,华东,上海,上海
O00003095,U000088,S0019,CH01,2026-02-04 01:08:53,completed,2669.04,368.81,0,2300.23,2300.23,华东,上海,上海
O00003096,U000035,S0009,CH01,2025-09-24 09:35:15,completed,740.59,25.89,0,714.7,714.7,西南,贵州,贵阳
O00003097,U002869,S0020,CH01,2026-06-08 13:10:55,completed,1401.02,68.07,0,1332.95,1332.95,华东,上海,上海
O00003098,U001646,S0009,CH01,2025-02-25 00:21:43,completed,1264.47,200.61,0,1063.86,1063.86,华东,江苏,南京
O00003099,U003005,S0023,CH04,2025-06-20 01:30:53,completed,2273.01,318.06,0,1954.95,1954.95,华北,河北,石家庄
O00003100,U003191,S0005,CH09,2025-08-03 16:29:25,completed,4169.3,218.59,0,3950.71,3950.71,西南,四川,成都
O00003101,U002717,S0060,CH01,2025-06-23 14:57:57,shipped,1531.54,201.13,0,1330.41,1330.41,华北,河北,石家庄
O00003102,U003102,S0049,CH04,2025-06-15 12:44:10,completed,2139.42,76.05,0,2063.37,2063.37,华东,上海,上海
O00003103,U001427,S0063,CH02,2026-03-20 07:45:08,completed,788.92,64.0,0,724.92,724.92,西南,四川,成都
O00003104,U004327,S0043,CH10,2025-12-12 03:17:47,cancelled,2723.76,95.23,0,2628.53,0,华北,北京,北京
O00003105,U000359,S0070,CH03,2025-02-07 12:07:23,completed,9119.97,744.54,0,8375.43,8375.43,华东,山东,青岛
O00003106,U001605,S0042,CH02,2026-05-20 08:53:18,completed,1310.01,14.83,0,1295.18,1295.18,华南,广西,南宁
O00003107,U002446,S0063,CH07,2025-09-22 08:41:20,shipped,3284.02,210.92,0,3073.1,3073.1,华北,北京,北京
O00003108,U001688,S0055,CH10,2026-01-09 06:41:59,completed,2599.26,340.17,0,2259.09,2259.09,西南,云南,昆明
O00003109,U000144,S0016,CH03,2025-08-25 18:51:36,paid,1599.5,206.88,0,1392.62,1392.62,华中,湖北,武汉
O00003110,U002159,S0066,CH02,2025-03-12 15:47:39,completed,7812.51,1298.03,0,6514.48,6514.48,华东,上海,上海
O00003111,U004632,S0018,CH12,2025-06-16 16:25:24,completed,998.43,68.98,0,929.45,929.45,华南,广西,南宁
O00003112,U002207,S0044,CH02,2026-01-15 10:26:05,cancelled,2204.87,273.62,0,1931.25,0,华中,湖北,武汉
O00003113,U000797,S0042,CH03,2026-06-24 11:04:19,completed,7574.62,762.92,0,6811.7,6811.7,西南,云南,昆明
O00003114,U002359,S0067,CH03,2025-05-19 06:40:14,completed,1906.36,243.5,0,1662.86,1662.86,华东,上海,上海
O00003115,U003836,S0025,CH03,2026-04-05 01:00:13,cancelled,3854.09,502.51,0,3351.58,0,华中,湖南,长沙
O00003116,U004587,S0071,CH05,2026-06-30 16:35:44,completed,7739.36,731.28,0,7008.08,7008.08,华南,广东,广州
O00003117,U004146,S0041,CH02,2025-05-05 13:26:20,shipped,6027.11,305.35,0,5721.76,5721.76,华东,江苏,南京
O00003118,U001744,S0020,CH03,2026-07-20 01:20:54,refunded,1425.97,131.25,0,1294.72,1294.72,华北,山西,太原
O00003119,U001068,S0017,CH02,2025-12-30 08:30:17,completed,5558.88,692.84,0,4866.04,4866.04,华南,福建,厦门
O00003120,U001703,S0055,CH07,2025-10-10 04:31:49,completed,449.87,39.31,0,410.56,410.56,华东,上海,上海
O00003121,U003383,S0066,CH03,2025-01-13 03:07:51,paid,15532.19,2381.21,0,13150.98,13150.98,西南,云南,昆明
O00003122,U000691,S0038,CH08,2025-07-28 18:42:57,completed,3193.32,83.8,0,3109.52,3109.52,华东,山东,青岛
O00003123,U003971,S0061,CH06,2025-11-04 11:59:15,shipped,4264.37,206.51,0,4057.86,4057.86,西南,四川,成都
O00003124,U000901,S0020,CH04,2025-07-04 15:38:15,completed,1906.43,197.55,0,1708.88,1708.88,华南,广西,南宁
O00003125,U004583,S0075,CH03,2025-01-28 04:58:34,shipped,3045.8,298.54,0,2747.26,2747.26,华东,山东,青岛
O00003126,U001493,S0037,CH02,2025-08-19 20:47:07,cancelled,1681.28,175.18,0,1506.1,0,华东,上海,上海
O00003127,U003342,S0075,CH03,2025-05-15 12:49:16,completed,2188.38,158.62,0,2029.76,2029.76,华北,北京,北京
O00003128,U003605,S0075,CH01,2025-01-03 11:26:33,cancelled,2862.54,471.1,0,2391.44,0,西南,重庆,重庆
O00003129,U001551,S0038,CH07,2026-07-01 20:14:22,completed,1862.98,281.4,0,1581.58,1581.58,华东,山东,青岛
O00003130,U003556,S0035,CH01,2025-10-06 21:48:04,cancelled,5161.89,698.2,0,4463.69,0,华南,广东,深圳
O00003131,U004691,S0078,CH07,2025-03-12 20:38:34,paid,6237.51,351.8,0,5885.71,5885.71,华东,山东,青岛
O00003132,U001508,S0001,CH05,2025-12-25 19:01:47,completed,318.69,27.12,0,291.57,291.57,西南,四川,成都
O00003133,U000130,S0045,CH05,2025-07-29 02:54:53,cancelled,5499.06,727.82,0,4771.24,0,华南,广东,深圳
O00003134,U001658,S0023,CH02,2026-05-07 22:30:58,completed,954.69,91.58,0,863.11,863.11,华南,福建,厦门
O00003135,U003386,S0073,CH04,2025-10-27 23:41:32,shipped,186.13,1.76,0,184.37,184.37,华中,湖北,武汉
O00003136,U003154,S0047,CH09,2026-04-27 09:12:01,cancelled,4830.48,869.28,0,3961.2,0,华东,上海,上海
O00003137,U003613,S0019,CH05,2026-07-06 00:39:04,completed,16354.26,1686.85,0,14667.41,14667.41,华东,山东,青岛
O00003138,U003144,S0073,CH04,2025-01-28 19:29:51,completed,5816.67,290.5,0,5526.17,5526.17,华中,河南,郑州
O00003139,U001448,S0079,CH03,2025-11-14 08:57:47,completed,1904.46,104.41,0,1800.05,1800.05,西南,贵州,贵阳
O00003140,U002143,S0020,CH01,2025-03-25 19:19:07,completed,2916.45,128.17,0,2788.28,2788.28,华东,江苏,南京
O00003141,U001914,S0044,CH01,2025-04-06 03:49:47,completed,11070.44,1503.2,0,9567.24,9567.24,华中,湖北,武汉
O00003142,U002270,S0041,CH03,2026-01-05 04:12:52,completed,1926.62,282.64,0,1643.98,1643.98,华南,福建,厦门
O00003143,U003635,S0010,CH07,2026-03-19 08:34:44,completed,5131.72,170.2,0,4961.52,4961.52,华南,广东,广州
O00003144,U000006,S0020,CH01,2025-09-15 12:59:25,completed,5298.37,719.99,0,4578.38,4578.38,华东,浙江,杭州
O00003145,U000497,S0035,CH01,2026-02-28 07:03:16,cancelled,1827.56,88.54,0,1739.02,0,华中,湖北,武汉
O00003146,U002099,S0061,CH01,2025-03-12 02:38:33,completed,467.36,81.63,0,385.73,385.73,西南,云南,昆明
O00003147,U001553,S0063,CH05,2026-05-13 14:22:52,completed,3270.16,425.23,0,2844.93,2844.93,华东,江苏,南京
O00003148,U002636,S0070,CH02,2025-06-20 22:47:56,completed,32.6,2.53,6,36.07,36.07,华中,湖北,武汉
O00003149,U001336,S0039,CH05,2026-02-14 21:41:01,completed,4683.8,354.32,0,4329.48,4329.48,华中,湖北,武汉
O00003150,U003201,S0012,CH08,2026-05-18 08:01:50,completed,2751.87,417.51,0,2334.36,2334.36,华北,山西,太原
O00003151,U003081,S0014,CH03,2025-02-26 23:11:13,completed,6360.15,748.48,0,5611.67,5611.67,华东,江苏,南京
O00003152,U001220,S0065,CH04,2025-04-08 03:37:42,completed,3934.64,382.69,0,3551.95,3551.95,华东,浙江,杭州
O00003153,U004059,S0013,CH11,2026-04-23 06:38:51,completed,5694.41,598.58,0,5095.83,5095.83,华东,山东,青岛
O00003154,U003306,S0003,CH08,2025-03-01 12:29:15,refunded,2447.99,134.06,0,2313.93,2313.93,华东,浙江,杭州
O00003155,U001602,S0047,CH01,2025-05-31 10:04:18,completed,1752.43,102.72,0,1649.71,1649.71,华南,福建,厦门
O00003156,U004368,S0041,CH01,2025-06-08 13:31:52,completed,7665.88,953.57,0,6712.31,6712.31,华南,广东,深圳
O00003157,U004356,S0038,CH08,2025-07-24 03:25:39,refunded,1341.53,234.21,0,1107.32,1107.32,西南,贵州,贵阳
O00003158,U001670,S0050,CH03,2025-12-13 00:19:05,completed,4912.11,339.97,0,4572.14,4572.14,西南,云南,昆明
O00003159,U002100,S0011,CH02,2026-03-05 04:38:41,cancelled,3445.4,488.87,0,2956.53,0,华东,浙江,杭州
O00003160,U003314,S0052,CH02,2026-05-01 11:20:17,completed,4360.08,428.29,0,3931.79,3931.79,华南,广东,深圳
O00003161,U004733,S0039,CH04,2026-06-13 06:30:55,completed,3953.72,483.79,0,3469.93,3469.93,华北,天津,天津
O00003162,U004932,S0024,CH05,2025-07-09 15:23:29,completed,1998.14,39.86,0,1958.28,1958.28,华东,上海,上海
O00003163,U004450,S0043,CH05,2025-05-22 09:13:39,completed,2297.74,282.04,0,2015.7,2015.7,西南,重庆,重庆
O00003164,U003175,S0013,CH05,2026-01-18 01:03:06,paid,3851.6,288.94,0,3562.66,3562.66,华东,上海,上海
O00003165,U002935,S0016,CH02,2025-11-21 06:17:35,cancelled,6702.95,559.04,0,6143.91,0,华东,浙江,杭州
O00003166,U004673,S0075,CH10,2026-03-09 16:40:31,completed,3360.9,435.68,0,2925.22,2925.22,华南,广东,广州
O00003167,U001694,S0030,CH07,2025-09-06 02:01:37,completed,2580.09,234.09,0,2346.0,2346.0,西南,四川,成都
O00003168,U000075,S0014,CH03,2026-04-03 16:40:53,shipped,2535.09,393.4,0,2141.69,2141.69,华北,山西,太原
O00003169,U004428,S0002,CH04,2026-08-02 14:58:13,completed,10481.23,1480.58,0,9000.65,9000.65,华中,湖南,长沙
O00003170,U004184,S0050,CH01,2025-12-08 03:11:16,paid,2247.83,62.92,0,2184.91,2184.91,华东,江苏,南京
O00003171,U001105,S0015,CH02,2025-04-23 17:44:51,completed,1503.73,263.57,0,1240.16,1240.16,华中,湖南,长沙
O00003172,U000935,S0067,CH11,2026-01-02 05:35:17,completed,7666.26,891.46,0,6774.8,6774.8,西南,贵州,贵阳
O00003173,U001852,S0013,CH06,2026-01-20 22:35:58,completed,5871.7,554.71,0,5316.99,5316.99,华北,河北,石家庄
O00003174,U003499,S0040,CH05,2025-12-27 18:05:22,completed,7277.45,922.67,0,6354.78,6354.78,华东,江苏,南京
O00003175,U000304,S0016,CH04,2025-08-26 04:16:41,completed,5218.15,562.86,0,4655.29,4655.29,华北,山西,太原
O00003176,U004189,S0037,CH04,2025-11-26 03:33:14,completed,1180.76,133.39,0,1047.37,1047.37,西南,重庆,重庆
O00003177,U004971,S0067,CH02,2025-09-28 19:31:16,completed,3964.02,256.64,0,3707.38,3707.38,西南,重庆,重庆
O00003178,U001629,S0070,CH01,2025-07-24 21:25:41,shipped,32.11,4.12,8,35.99,35.99,华北,北京,北京
O00003179,U000341,S0011,CH01,2025-05-31 21:03:32,completed,10579.56,607.05,0,9972.51,9972.51,华东,江苏,南京
O00003180,U003778,S0022,CH02,2026-02-14 09:47:57,completed,7825.65,1028.59,0,6797.06,6797.06,华北,北京,北京
O00003181,U000463,S0007,CH05,2025-03-07 07:08:22,completed,1890.71,297.03,0,1593.68,1593.68,华北,北京,北京
O00003182,U003270,S0012,CH03,2025-04-08 19:14:11,refunded,2532.51,435.23,0,2097.28,2097.28,西南,贵州,贵阳
O00003183,U000169,S0072,CH03,2025-07-23 23:08:22,completed,1848.73,236.95,0,1611.78,1611.78,西南,重庆,重庆
O00003184,U002378,S0040,CH08,2025-10-03 15:52:17,completed,1624.86,35.57,0,1589.29,1589.29,华北,河北,石家庄
O00003185,U001675,S0054,CH08,2025-01-22 08:20:52,paid,4755.22,254.67,0,4500.55,4500.55,华北,河北,石家庄
O00003186,U001367,S0045,CH04,2025-12-09 03:57:40,completed,4101.58,357.67,0,3743.91,3743.91,华南,广东,广州
O00003187,U003226,S0003,CH07,2025-07-22 22:30:31,shipped,600.89,105.57,0,495.32,495.32,华东,上海,上海
O00003188,U001637,S0039,CH11,2025-03-20 11:28:18,completed,5229.57,419.43,0,4810.14,4810.14,华东,山东,青岛
O00003189,U002885,S0021,CH09,2025-02-25 05:59:23,cancelled,2785.0,443.4,0,2341.6,0,华北,山西,太原
O00003190,U002788,S0008,CH01,2026-02-15 22:23:30,refunded,3242.79,286.65,0,2956.14,2956.14,华东,上海,上海
O00003191,U004584,S0074,CH06,2025-04-06 18:45:51,shipped,1666.25,73.72,0,1592.53,1592.53,华东,山东,青岛
O00003192,U002609,S0001,CH02,2026-04-25 16:15:21,completed,300.53,37.19,0,263.34,263.34,华中,江西,南昌
O00003193,U004268,S0063,CH06,2025-06-24 01:40:25,cancelled,944.44,0.79,0,943.65,0,华中,湖北,武汉
O00003194,U000289,S0010,CH09,2025-09-09 10:21:22,completed,2105.46,375.17,0,1730.29,1730.29,华南,广东,广州
O00003195,U001882,S0008,CH01,2026-01-13 01:13:51,completed,2879.85,485.08,0,2394.77,2394.77,华北,山西,太原
O00003196,U000285,S0041,CH09,2026-07-20 07:08:50,cancelled,2577.56,439.33,0,2138.23,0,华北,河北,石家庄
O00003197,U003967,S0043,CH02,2025-01-11 05:14:00,completed,5668.55,363.91,0,5304.64,5304.64,华南,福建,厦门
O00003198,U003199,S0004,CH05,2026-02-06 10:28:38,completed,2889.78,273.61,0,2616.17,2616.17,华南,广东,深圳
O00003199,U000164,S0002,CH11,2025-02-21 02:21:54,completed,8519.52,1239.63,0,7279.89,7279.89,华北,天津,天津
O00003200,U001432,S0002,CH01,2025-01-22 14:08:54,completed,1141.84,96.47,0,1045.37,1045.37,华东,浙江,杭州
O00003201,U004284,S0051,CH07,2026-03-21 11:48:08,completed,1838.87,319.01,0,1519.86,1519.86,华东,山东,青岛
O00003202,U000880,S0025,CH09,2025-10-24 19:39:34,shipped,5437.94,534.06,0,4903.88,4903.88,华南,广西,南宁
O00003203,U004459,S0027,CH09,2025-08-27 18:49:08,shipped,5265.66,709.03,0,4556.63,4556.63,华东,山东,青岛
O00003204,U001656,S0080,CH04,2025-03-11 20:36:24,completed,6003.93,293.42,0,5710.51,5710.51,西南,重庆,重庆
O00003205,U003072,S0062,CH01,2025-10-25 12:53:30,completed,539.33,5.01,0,534.32,534.32,华北,河北,石家庄
O00003206,U001930,S0069,CH07,2026-03-28 12:25:23,completed,1254.16,220.28,0,1033.88,1033.88,华东,江苏,南京
O00003207,U004612,S0001,CH01,2025-03-31 14:29:22,cancelled,3825.63,239.87,0,3585.76,0,华东,山东,青岛
O00003208,U004317,S0056,CH02,2025-02-09 12:53:48,shipped,5270.3,631.64,0,4638.66,4638.66,华南,福建,厦门
O00003209,U002221,S0005,CH11,2025-05-28 23:47:12,paid,4333.85,491.43,0,3842.42,3842.42,华南,广西,南宁
O00003210,U004516,S0018,CH01,2026-06-23 21:22:30,completed,8741.24,973.28,0,7767.96,7767.96,华南,广东,广州
O00003211,U002026,S0075,CH01,2025-09-25 07:34:05,completed,1311.72,38.06,0,1273.66,1273.66,华东,江苏,南京
O00003212,U004662,S0003,CH11,2025-03-12 02:09:36,completed,5246.64,250.44,0,4996.2,4996.2,西南,贵州,贵阳
O00003213,U001319,S0047,CH04,2025-05-22 15:17:32,completed,2882.9,444.28,0,2438.62,2438.62,华东,江苏,南京
O00003214,U002144,S0018,CH09,2026-05-29 16:08:39,completed,3375.44,257.42,0,3118.02,3118.02,华南,广东,深圳
O00003215,U000694,S0060,CH08,2025-05-06 23:52:25,completed,5062.17,631.69,0,4430.48,4430.48,华东,浙江,杭州
O00003216,U000334,S0062,CH03,2025-10-12 06:24:27,refunded,3448.35,140.65,0,3307.7,3307.7,华中,江西,南昌
O00003217,U002664,S0041,CH01,2026-07-06 16:00:11,paid,8428.62,519.05,0,7909.57,7909.57,华东,山东,青岛
O00003218,U002640,S0016,CH09,2025-11-05 09:09:26,completed,1626.38,214.64,0,1411.74,1411.74,西南,重庆,重庆
O00003219,U001826,S0053,CH01,2025-02-20 04:51:27,refunded,7699.44,85.7,0,7613.74,7613.74,华南,广西,南宁
O00003220,U003976,S0063,CH07,2026-08-07 03:42:34,completed,1850.26,33.07,0,1817.19,1817.19,西南,云南,昆明
O00003221,U001027,S0032,CH08,2026-04-16 05:07:39,completed,7050.84,817.0,0,6233.84,6233.84,华东,浙江,杭州
O00003222,U003994,S0061,CH02,2025-02-15 01:21:39,cancelled,1647.72,0.64,0,1647.08,0,华东,浙江,杭州
O00003223,U002432,S0060,CH07,2025-04-05 20:13:18,completed,1952.51,96.68,0,1855.83,1855.83,华北,河北,石家庄
O00003224,U000947,S0031,CH02,2025-03-23 13:23:38,completed,2107.77,6.63,0,2101.14,2101.14,华东,山东,青岛
O00003225,U003367,S0030,CH01,2026-03-29 14:18:56,pending_payment,7632.39,270.1,0,7362.29,0,华南,广东,广州
O00003226,U000009,S0048,CH05,2026-02-03 16:35:21,completed,1999.74,192.62,0,1807.12,1807.12,华中,湖南,长沙
O00003227,U004005,S0066,CH09,2025-04-23 00:00:58,cancelled,4154.04,13.85,0,4140.19,0,西南,四川,成都
O00003228,U001261,S0069,CH04,2025-03-20 02:54:39,completed,1371.22,40.24,0,1330.98,1330.98,华中,河南,郑州
O00003229,U003976,S0073,CH05,2025-02-04 00:38:31,completed,661.97,30.85,0,631.12,631.12,西南,云南,昆明
O00003230,U001983,S0001,CH01,2025-09-26 12:14:41,completed,3389.46,221.43,0,3168.03,3168.03,华东,江苏,南京
O00003231,U004481,S0013,CH02,2026-07-19 14:52:50,completed,5988.35,646.33,0,5342.02,5342.02,华南,广东,深圳
O00003232,U004392,S0044,CH10,2026-07-24 22:16:58,completed,9305.29,385.52,0,8919.77,8919.77,华北,天津,天津
O00003233,U001075,S0053,CH01,2026-08-02 07:54:12,completed,2099.27,336.0,0,1763.27,1763.27,华北,山西,太原
O00003234,U003188,S0060,CH06,2025-04-05 05:15:17,cancelled,8636.44,325.34,0,8311.1,0,华东,江苏,南京
O00003235,U004092,S0023,CH01,2026-03-20 13:56:51,shipped,6274.7,833.26,0,5441.44,5441.44,华中,湖南,长沙
O00003236,U002146,S0060,CH05,2025-07-30 01:41:20,shipped,9952.3,620.52,0,9331.78,9331.78,华南,广西,南宁
O00003237,U001731,S0033,CH04,2025-01-05 12:06:32,shipped,1696.27,142.97,0,1553.3,1553.3,华东,上海,上海
O00003238,U004653,S0078,CH01,2025-06-23 17:56:42,completed,2604.61,269.06,0,2335.55,2335.55,华东,上海,上海
O00003239,U003395,S0075,CH02,2025-09-04 07:48:40,completed,1292.12,37.37,0,1254.75,1254.75,西南,四川,成都
O00003240,U000480,S0033,CH05,2025-08-06 21:09:58,cancelled,2171.43,386.28,0,1785.15,0,华南,福建,厦门
O00003241,U003545,S0030,CH08,2025-09-01 06:12:58,completed,5759.02,497.21,0,5261.81,5261.81,华东,山东,青岛
O00003242,U003799,S0075,CH03,2025-05-22 15:11:24,completed,1119.22,44.14,0,1075.08,1075.08,华东,江苏,南京
O00003243,U003658,S0019,CH04,2026-03-02 22:17:24,completed,3043.26,76.28,0,2966.98,2966.98,西南,贵州,贵阳
O00003244,U001756,S0006,CH01,2025-09-08 01:49:23,completed,449.88,10.67,0,439.21,439.21,华东,江苏,南京
O00003245,U000604,S0053,CH10,2026-04-01 10:14:31,completed,2616.77,229.38,0,2387.39,2387.39,华南,福建,厦门
O00003246,U003573,S0067,CH08,2025-03-12 07:40:43,completed,5759.74,755.29,0,5004.45,5004.45,华南,广东,深圳
O00003247,U000978,S0004,CH01,2026-05-30 23:10:29,cancelled,17521.77,1304.5,0,16217.27,0,华东,浙江,杭州
O00003248,U003388,S0066,CH02,2026-04-16 18:06:10,completed,3561.08,595.06,0,2966.02,2966.02,西南,四川,成都
O00003249,U004602,S0018,CH01,2026-08-14 17:45:34,completed,600.27,32.82,0,567.45,567.45,华南,广西,南宁
O00003250,U004777,S0065,CH04,2025-08-19 12:27:54,completed,1855.36,312.62,0,1542.74,1542.74,华东,山东,青岛
O00003251,U002973,S0051,CH10,2026-05-27 02:13:11,completed,1118.86,186.24,0,932.62,932.62,华南,广西,南宁
O00003252,U000387,S0042,CH06,2025-05-17 04:19:50,completed,5706.69,534.33,0,5172.36,5172.36,华东,江苏,南京
O00003253,U000375,S0034,CH02,2025-10-17 18:12:17,shipped,2098.51,100.6,0,1997.91,1997.91,华中,湖北,武汉
O00003254,U001821,S0068,CH07,2025-02-05 12:36:16,cancelled,5137.94,497.54,0,4640.4,0,华中,江西,南昌
O00003255,U000734,S0013,CH01,2026-01-25 20:14:35,completed,12812.0,336.38,0,12475.62,12475.62,华南,广西,南宁
O00003256,U002064,S0035,CH11,2025-07-03 20:11:49,completed,6470.82,266.2,0,6204.62,6204.62,华北,天津,天津
O00003257,U001291,S0051,CH01,2025-01-04 04:00:08,shipped,1296.14,135.93,0,1160.21,1160.21,华南,广西,南宁
O00003258,U000087,S0029,CH01,2026-08-16 19:25:35,shipped,358.65,47.58,0,311.07,311.07,西南,四川,成都
O00003259,U000573,S0019,CH11,2025-07-21 14:04:06,completed,2485.54,443.08,0,2042.46,2042.46,华南,广西,南宁
O00003260,U001341,S0035,CH02,2025-02-20 16:36:42,cancelled,3883.92,59.47,0,3824.45,0,华北,河北,石家庄
O00003261,U004982,S0055,CH11,2025-04-13 11:17:44,completed,2619.42,148.03,0,2471.39,2471.39,华东,浙江,杭州
O00003262,U004988,S0020,CH06,2026-08-20 15:15:14,shipped,6838.37,635.15,0,6203.22,6203.22,华北,河北,石家庄
O00003263,U004280,S0034,CH02,2026-01-16 15:48:22,completed,1544.79,194.79,0,1350.0,1350.0,华南,广东,深圳
O00003264,U001255,S0035,CH02,2025-10-25 15:57:51,completed,4209.83,265.26,0,3944.57,3944.57,华南,福建,厦门
O00003265,U002040,S0015,CH07,2026-01-30 20:23:34,completed,4781.36,250.98,0,4530.38,4530.38,华北,山西,太原
O00003266,U001256,S0065,CH07,2025-01-12 17:03:03,completed,2138.99,170.35,0,1968.64,1968.64,华东,江苏,南京
O00003267,U000184,S0033,CH03,2025-04-21 14:36:02,completed,3121.43,388.82,0,2732.61,2732.61,华中,江西,南昌
O00003268,U004692,S0048,CH02,2025-04-03 23:48:28,completed,3404.66,238.82,0,3165.84,3165.84,华南,广东,广州
O00003269,U002914,S0026,CH01,2026-02-04 05:21:38,cancelled,3993.88,129.71,0,3864.17,0,华南,福建,厦门
O00003270,U001018,S0018,CH03,2025-07-05 22:10:07,cancelled,4923.34,620.52,0,4302.82,0,华北,河北,石家庄
O00003271,U001701,S0040,CH02,2025-03-15 18:48:49,completed,816.7,66.84,0,749.86,749.86,华南,福建,厦门
O00003272,U002479,S0046,CH08,2025-05-12 05:50:01,refunded,6772.64,798.05,0,5974.59,5974.59,华东,上海,上海
O00003273,U004211,S0011,CH03,2025-11-29 23:23:19,completed,451.28,28.24,0,423.04,423.04,华东,上海,上海
O00003274,U001059,S0067,CH06,2025-04-17 03:08:02,paid,2905.57,210.86,0,2694.71,2694.71,华北,北京,北京
O00003275,U004526,S0016,CH03,2026-05-09 00:04:14,completed,4169.02,216.37,0,3952.65,3952.65,华南,广东,深圳
O00003276,U000622,S0029,CH03,2025-09-20 21:11:11,paid,3175.33,207.96,0,2967.37,2967.37,华北,天津,天津
O00003277,U000504,S0003,CH03,2026-01-10 23:54:47,paid,2914.68,151.96,0,2762.72,2762.72,华东,山东,青岛
O00003278,U003049,S0030,CH03,2026-08-08 17:39:27,completed,2289.23,116.99,0,2172.24,2172.24,华南,广西,南宁
O00003279,U000283,S0034,CH02,2026-04-07 01:58:38,completed,4596.45,214.34,0,4382.11,4382.11,西南,重庆,重庆
O00003280,U004198,S0003,CH04,2025-07-10 13:04:33,completed,536.42,64.15,0,472.27,472.27,华东,山东,青岛
O00003281,U003850,S0054,CH01,2026-06-16 13:45:09,refunded,2167.32,44.78,0,2122.54,2122.54,华南,福建,厦门
O00003282,U002303,S0009,CH03,2026-06-21 00:28:38,completed,335.45,57.68,0,277.77,277.77,华南,广东,深圳
O00003283,U004950,S0008,CH09,2026-02-21 07:13:20,completed,2721.58,82.88,0,2638.7,2638.7,西南,四川,成都
O00003284,U001428,S0043,CH04,2025-02-08 23:20:47,paid,2206.46,198.26,0,2008.2,2008.2,华南,广东,广州
O00003285,U003368,S0047,CH03,2026-04-13 14:07:35,completed,2329.62,373.55,0,1956.07,1956.07,华中,江西,南昌
O00003286,U003412,S0070,CH08,2025-06-07 03:38:20,cancelled,4016.9,253.15,0,3763.75,0,华北,山西,太原
O00003287,U004328,S0017,CH05,2025-12-03 02:48:17,completed,2794.8,147.86,0,2646.94,2646.94,华东,上海,上海
O00003288,U003818,S0011,CH10,2025-02-05 14:54:22,cancelled,4003.27,470.94,0,3532.33,0,华东,浙江,杭州
O00003289,U003195,S0025,CH11,2026-01-28 05:58:49,completed,9066.73,1232.35,0,7834.38,7834.38,华东,江苏,南京
O00003290,U002862,S0005,CH02,2026-05-27 13:23:47,shipped,4839.84,186.02,0,4653.82,4653.82,华南,广东,深圳
O00003291,U003349,S0002,CH01,2025-08-21 15:27:24,shipped,2778.63,395.8,0,2382.83,2382.83,西南,重庆,重庆
O00003292,U003804,S0074,CH04,2026-08-20 07:54:13,shipped,2460.07,271.65,0,2188.42,2188.42,西南,重庆,重庆
O00003293,U003366,S0045,CH11,2025-05-08 13:09:30,completed,304.25,49.93,0,254.32,254.32,华北,北京,北京
O00003294,U003792,S0056,CH06,2026-02-27 10:57:48,paid,2203.7,255.6,0,1948.1,1948.1,华北,北京,北京
O00003295,U002932,S0001,CH08,2026-07-31 15:42:32,cancelled,337.38,25.07,0,312.31,0,华中,湖南,长沙
O00003296,U000303,S0065,CH09,2025-11-24 21:26:19,completed,2756.19,132.32,0,2623.87,2623.87,华南,广东,深圳
O00003297,U000721,S0051,CH02,2025-03-28 05:16:37,completed,1333.92,75.19,0,1258.73,1258.73,华北,河北,石家庄
