sku_id,warehouse_id,available_qty,reserved_qty,safety_stock,max_stock,updated_at
SKU0000446,W009,543,58,147,1014,2026-08-22 23:59:59
SKU0000447,W012,55,43,93,908,2026-08-22 23:59:59
SKU0000448,W011,456,38,92,1161,2026-08-22 23:59:59
SKU0000449,W006,528,34,80,466,2026-08-22 23:59:59
SKU0000450,W015,519,59,24,485,2026-08-22 23:59:59
SKU0000451,W014,330,57,146,968,2026-08-22 23:59:59
SKU0000452,W008,679,77,96,1142,2026-08-22 23:59:59
SKU0000453,W003,673,60,93,980,2026-08-22 23:59:59
SKU0000454,W004,707,58,133,580,2026-08-22 23:59:59
SKU0000455,W007,102,24,61,1109,2026-08-22 23:59:59
SKU0000456,W002,414,79,31,760,2026-08-22 23:59:59
SKU0000457,W016,771,52,111,678,2026-08-22 23:59:59
SKU0000458,W011,276,64,137,508,2026-08-22 23:59:59
SKU0000459,W012,725,6,47,256,2026-08-22 23:59:59
SKU0000460,W004,288,75,55,226,2026-08-22 23:59:59
SKU0000461,W003,649,73,124,1061,2026-08-22 23:59:59
SKU0000462,W003,776,80,21,257,2026-08-22 23:59:59
SKU0000463,W014,176,49,130,1086,2026-08-22 23:59:59
SKU0000464,W012,339,16,95,700,2026-08-22 23:59:59
SKU0000465,W013,428,61,94,946,2026-08-22 23:59:59
SKU0000466,W008,145,20,50,845,2026-08-22 23:59:59
SKU0000467,W009,167,2,72,876,2026-08-22 23:59:59
SKU0000468,W010,381,9,139,1008,2026-08-22 23:59:59
SKU0000469,W003,464,13,24,290,2026-08-22 23:59:59
SKU0000470,W013,150,31,33,555,2026-08-22 23:59:59
SKU0000471,W005,74,72,48,408,2026-08-22 23:59:59
SKU0000472,W011,23,8,49,590,2026-08-22 23:59:59
SKU0000473,W002,384,36,87,946,2026-08-22 23:59:59
SKU0000474,W004,151,35,124,388,2026-08-22 23:59:59
SKU0000475,W001,259,28,137,203,2026-08-22 23:59:59
SKU0000476,W010,786,0,145,766,2026-08-22 23:59:59
SKU0000477,W012,671,63,99,1115,2026-08-22 23:59:59
SKU0000478,W007,42,3,148,641,2026-08-22 23:59:59
SKU0000479,W006,270,15,89,572,2026-08-22 23:59:59
SKU0000480,W006,265,46,69,1029,2026-08-22 23:59:59
SKU0000481,W005,482,55,111,322,2026-08-22 23:59:59
SKU0000482,W005,431,50,104,1019,2026-08-22 23:59:59
SKU0000483,W011,584,46,59,897,2026-08-22 23:59:59
SKU0000484,W013,8,4,146,1171,2026-08-22 23:59:59
SKU0000485,W006,50,15,93,1077,2026-08-22 23:59:59
SKU0000486,W003,564,77,106,316,2026-08-22 23:59:59
SKU0000487,W012,550,28,70,715,2026-08-22 23:59:59
SKU0000488,W011,615,29,144,291,2026-08-22 23:59:59
SKU0000489,W003,568,79,24,902,2026-08-22 23:59:59
SKU0000490,W014,271,57,100,822,2026-08-22 23:59:59
SKU0000491,W007,720,41,114,822,2026-08-22 23:59:59
SKU0000492,W002,523,20,115,662,2026-08-22 23:59:59
SKU0000493,W005,426,16,108,938,2026-08-22 23:59:59
SKU0000494,W007,561,10,125,885,2026-08-22 23:59:59
SKU0000495,W003,410,25,115,867,2026-08-22 23:59:59
SKU0000496,W009,165,30,99,287,2026-08-22 23:59:59
SKU0000497,W004,11,0,50,670,2026-08-22 23:59:59
SKU0000498,W009,579,56,56,425,2026-08-22 23:59:59
SKU0000499,W012,499,77,68,954,2026-08-22 23:59:59
SKU0000500,W003,687,70,128,984,2026-08-22 23:59:59
SKU0000501,W016,726,34,140,820,2026-08-22 23:59:59
SKU0000502,W010,318,59,31,475,2026-08-22 23:59:59
SKU0000503,W013,593,66,143,479,2026-08-22 23:59:59
SKU0000504,W015,578,21,109,639,2026-08-22 23:59:59
SKU0000505,W007,612,65,69,742,2026-08-22 23:59:59
SKU0000506,W009,657,40,148,1154,2026-08-22 23:59:59
SKU0000507,W002,526,70,124,794,2026-08-22 23:59:59
SKU0000508,W011,233,7,112,516,2026-08-22 23:59:59
SKU0000509,W003,658,9,127,832,2026-08-22 23:59:59
SKU0000510,W003,422,8,60,1087,2026-08-22 23:59:59
SKU0000511,W014,457,49,50,389,2026-08-22 23:59:59
SKU0000512,W016,80,32,76,317,2026-08-22 23:59:59
SKU0000513,W001,137,74,68,1185,2026-08-22 23:59:59
SKU0000514,W009,449,16,97,1040,2026-08-22 23:59:59
SKU0000515,W012,661,2,23,784,2026-08-22 23:59:59
SKU0000516,W007,503,50,91,795,2026-08-22 23:59:59
SKU0000517,W008,608,73,137,1106,2026-08-22 23:59:59
SKU0000518,W004,238,64,49,771,2026-08-22 23:59:59
SKU0000519,W011,584,5,23,820,2026-08-22 23:59:59
SKU0000520,W002,39,27,66,277,2026-08-22 23:59:59
SKU0000521,W014,576,36,91,721,2026-08-22 23:59:59
SKU0000522,W006,202,11,114,343,2026-08-22 23:59:59
SKU0000523,W003,187,76,147,476,2026-08-22 23:59:59
SKU0000524,W014,352,56,37,529,2026-08-22 23:59:59
SKU0000525,W002,584,78,118,396,2026-08-22 23:59:59
SKU0000526,W013,92,47,75,491,2026-08-22 23:59:59
SKU0000527,W016,545,41,82,994,2026-08-22 23:59:59
SKU0000528,W005,60,13,145,275,2026-08-22 23:59:59
SKU0000529,W008,264,1,118,402,2026-08-22 23:59:59
SKU0000530,W013,709,47,27,248,2026-08-22 23:59:59
SKU0000531,W007,411,71,61,709,2026-08-22 23:59:59
SKU0000532,W011,635,0,77,514,2026-08-22 23:59:59
SKU0000533,W011,375,67,26,1019,2026-08-22 23:59:59
SKU0000534,W009,453,4,42,209,2026-08-22 23:59:59
SKU0000535,W009,4,0,82,927,2026-08-22 23:59:59
SKU0000536,W012,55,10,48,559,2026-08-22 23:59:59
SKU0000537,W004,610,66,113,334,2026-08-22 23:59:59
SKU0000538,W004,5,0,33,790,2026-08-22 23:59:59
SKU0000539,W011,424,3,143,545,2026-08-22 23:59:59
SKU0000540,W010,763,45,72,704,2026-08-22 23:59:59
SKU0000541,W005,178,21,63,316,2026-08-22 23:59:59
SKU0000542,W015,457,29,95,970,2026-08-22 23:59:59
SKU0000543,W001,31,11,75,1045,2026-08-22 23:59:59
SKU0000544,W005,492,59,70,815,2026-08-22 23:59:59
SKU0000545,W008,113,54,85,334,2026-08-22 23:59:59
SKU0000546,W015,273,47,68,1139,2026-08-22 23:59:59
SKU0000547,W009,463,63,26,1112,2026-08-22 23:59:59
SKU0000548,W015,511,34,76,564,2026-08-22 23:59:59
SKU0000549,W016,370,53,117,750,2026-08-22 23:59:59
SKU0000550,W007,310,22,88,806,2026-08-22 23:59:59
SKU0000551,W006,597,2,144,875,2026-08-22 23:59:59
SKU0000552,W007,111,75,50,935,2026-08-22 23:59:59
SKU0000553,W016,600,40,122,785,2026-08-22 23:59:59
SKU0000554,W013,780,22,54,764,2026-08-22 23:59:59
SKU0000555,W006,526,77,30,995,2026-08-22 23:59:59
SKU0000556,W010,464,5,143,649,2026-08-22 23:59:59
SKU0000557,W015,371,20,45,461,2026-08-22 23:59:59
SKU0000558,W005,533,76,65,831,2026-08-22 23:59:59
SKU0000559,W011,29,19,69,916,2026-08-22 23:59:59
SKU0000560,W012,338,77,93,1122,2026-08-22 23:59:59
SKU0000561,W008,626,27,150,958,2026-08-22 23:59:59
SKU0000562,W006,362,50,81,297,2026-08-22 23:59:59
SKU0000563,W012,24,18,147,283,2026-08-22 23:59:59
SKU0000564,W013,257,53,52,1114,2026-08-22 23:59:59
SKU0000565,W011,598,68,67,938,2026-08-22 23:59:59
SKU0000566,W006,623,52,114,810,2026-08-22 23:59:59
SKU0000567,W003,89,33,50,666,2026-08-22 23:59:59
SKU0000568,W006,210,37,85,1065,2026-08-22 23:59:59
SKU0000569,W013,91,28,77,789,2026-08-22 23:59:59
SKU0000570,W013,120,34,62,432,2026-08-22 23:59:59
SKU0000571,W004,300,45,81,984,2026-08-22 23:59:59
SKU0000572,W008,167,15,58,900,2026-08-22 23:59:59
SKU0000573,W014,657,63,115,414,2026-08-22 23:59:59
SKU0000574,W006,390,17,47,318,2026-08-22 23:59:59
SKU0000575,W007,789,25,34,205,2026-08-22 23:59:59
SKU0000576,W011,74,56,103,901,2026-08-22 23:59:59
SKU0000577,W015,289,63,106,742,2026-08-22 23:59:59
SKU0000578,W007,491,31,115,906,2026-08-22 23:59:59
SKU0000579,W001,87,65,138,377,2026-08-22 23:59:59
SKU0000580,W010,540,69,40,622,2026-08-22 23:59:59
SKU0000581,W003,607,39,134,247,2026-08-22 23:59:59
SKU0000582,W002,540,4,107,902,2026-08-22 23:59:59
SKU0000583,W004,246,44,60,846,2026-08-22 23:59:59
SKU0000584,W002,627,47,147,850,2026-08-22 23:59:59
SKU0000585,W009,79,71,92,388,2026-08-22 23:59:59
SKU0000586,W002,560,47,139,781,2026-08-22 23:59:59
SKU0000587,W003,573,31,132,551,2026-08-22 23:59:59
SKU0000588,W008,721,55,103,497,2026-08-22 23:59:59
SKU0000589,W001,418,22,117,959,2026-08-22 23:59:59
SKU0000590,W006,778,8,34,662,2026-08-22 23:59:59
SKU0000591,W009,459,55,81,225,2026-08-22 23:59:59
SKU0000592,W016,761,67,116,734,2026-08-22 23:59:59
SKU0000593,W003,671,49,111,564,2026-08-22 23:59:59
SKU0000594,W016,208,66,20,632,2026-08-22 23:59:59
SKU0000595,W011,563,58,148,619,2026-08-22 23:59:59
SKU0000596,W016,782,70,111,723,2026-08-22 23:59:59
SKU0000597,W007,611,29,110,979,2026-08-22 23:59:59
SKU0000598,W016,196,35,41,308,2026-08-22 23:59:59
SKU0000599,W002,3,0,104,901,2026-08-22 23:59:59
SKU0000600,W004,643,39,63,724,2026-08-22 23:59:59
SKU0000601,W014,568,31,101,1149,2026-08-22 23:59:59
SKU0000602,W006,486,38,37,1118,2026-08-22 23:59:59
SKU0000603,W011,596,25,114,1081,2026-08-22 23:59:59
SKU0000604,W012,47,21,140,236,2026-08-22 23:59:59
SKU0000605,W003,355,32,103,949,2026-08-22 23:59:59
SKU0000606,W009,653,44,95,1110,2026-08-22 23:59:59
SKU0000607,W011,419,40,36,668,2026-08-22 23:59:59
SKU0000608,W016,424,56,99,1170,2026-08-22 23:59:59
SKU0000609,W010,12,3,42,267,2026-08-22 23:59:59
SKU0000610,W008,93,60,149,810,2026-08-22 23:59:59
SKU0000611,W001,243,79,139,1074,2026-08-22 23:59:59
SKU0000612,W001,563,30,45,1037,2026-08-22 23:59:59
SKU0000613,W016,106,19,137,335,2026-08-22 23:59:59
SKU0000614,W004,301,66,143,787,2026-08-22 23:59:59
SKU0000615,W001,230,72,116,1107,2026-08-22 23:59:59
SKU0000616,W007,308,56,120,1197,2026-08-22 23:59:59
SKU0000617,W012,230,34,142,550,2026-08-22 23:59:59
SKU0000618,W013,650,61,47,375,2026-08-22 23:59:59
SKU0000619,W013,219,51,107,1123,2026-08-22 23:59:59
SKU0000620,W010,85,77,114,699,2026-08-22 23:59:59
SKU0000621,W003,351,23,112,782,2026-08-22 23:59:59
SKU0000622,W009,389,63,99,1064,2026-08-22 23:59:59
SKU0000623,W009,171,76,35,543,2026-08-22 23:59:59
SKU0000624,W001,248,78,148,850,2026-08-22 23:59:59
SKU0000625,W014,464,44,45,1006,2026-08-22 23:59:59
SKU0000626,W007,41,3,85,241,2026-08-22 23:59:59
SKU0000627,W006,91,69,112,1131,2026-08-22 23:59:59
SKU0000628,W012,485,65,31,711,2026-08-22 23:59:59
SKU0000629,W003,484,15,135,1012,2026-08-22 23:59:59
SKU0000630,W001,334,64,112,1020,2026-08-22 23:59:59
SKU0000631,W016,699,34,138,353,2026-08-22 23:59:59
SKU0000632,W015,537,3,47,823,2026-08-22 23:59:59
SKU0000633,W001,257,37,57,853,2026-08-22 23:59:59
SKU0000634,W011,174,9,64,321,2026-08-22 23:59:59
SKU0000635,W001,678,56,110,480,2026-08-22 23:59:59
SKU0000636,W005,628,69,117,632,2026-08-22 23:59:59
SKU0000637,W001,698,35,39,841,2026-08-22 23:59:59
SKU0000638,W005,482,62,57,1186,2026-08-22 23:59:59
SKU0000639,W003,80,76,150,501,2026-08-22 23:59:59
SKU0000640,W001,504,31,91,990,2026-08-22 23:59:59
SKU0000641,W013,676,33,82,1153,2026-08-22 23:59:59
SKU0000642,W014,538,79,100,650,2026-08-22 23:59:59
SKU0000643,W005,586,1,97,453,2026-08-22 23:59:59
SKU0000644,W009,593,78,29,1147,2026-08-22 23:59:59
SKU0000645,W011,255,61,111,699,2026-08-22 23:59:59
SKU0000646,W007,32,14,42,226,2026-08-22 23:59:59
SKU0000647,W002,45,32,110,1051,2026-08-22 23:59:59
SKU0000648,W005,516,69,122,970,2026-08-22 23:59:59
SKU0000649,W013,521,18,76,1174,2026-08-22 23:59:59
SKU0000650,W011,216,17,128,595,2026-08-22 23:59:59
SKU0000651,W013,615,29,86,941,2026-08-22 23:59:59
SKU0000652,W010,258,57,59,353,2026-08-22 23:59:59
SKU0000653,W011,39,9,39,321,2026-08-22 23:59:59
SKU0000654,W004,472,36,24,733,2026-08-22 23:59:59
SKU0000655,W016,22,10,30,921,2026-08-22 23:59:59
SKU0000656,W015,634,35,105,923,2026-08-22 23:59:59
SKU0000657,W006,364,68,146,1135,2026-08-22 23:59:59
SKU0000658,W012,431,11,55,220,2026-08-22 23:59:59
SKU0000659,W014,283,18,86,253,2026-08-22 23:59:59
SKU0000660,W011,731,6,95,720,2026-08-22 23:59:59
SKU0000661,W013,758,45,62,383,2026-08-22 23:59:59
SKU0000662,W006,750,6,135,836,2026-08-22 23:59:59
SKU0000663,W001,101,38,148,993,2026-08-22 23:59:59
SKU0000664,W009,627,50,36,1161,2026-08-22 23:59:59
SKU0000665,W008,261,44,93,331,2026-08-22 23:59:59
SKU0000666,W002,158,66,40,382,2026-08-22 23:59:59
SKU0000667,W006,99,24,115,1159,2026-08-22 23:59:59
SKU0000668,W001,39,27,25,893,2026-08-22 23:59:59
SKU0000669,W005,38,26,45,549,2026-08-22 23:59:59
SKU0000670,W014,521,73,119,484,2026-08-22 23:59:59
SKU0000671,W015,330,24,150,1170,2026-08-22 23:59:59
SKU0000672,W006,296,30,95,1158,2026-08-22 23:59:59
SKU0000673,W015,731,5,111,874,2026-08-22 23:59:59
SKU0000674,W001,11,0,112,596,2026-08-22 23:59:59
SKU0000675,W011,510,4,46,391,2026-08-22 23:59:59
SKU0000676,W013,359,1,53,598,2026-08-22 23:59:59
SKU0000677,W007,717,38,54,1164,2026-08-22 23:59:59
SKU0000678,W011,511,5,85,1200,2026-08-22 23:59:59
SKU0000679,W012,770,51,98,604,2026-08-22 23:59:59
SKU0000680,W013,583,46,61,714,2026-08-22 23:59:59
SKU0000681,W008,626,37,68,797,2026-08-22 23:59:59
SKU0000682,W001,364,75,113,464,2026-08-22 23:59:59
SKU0000683,W007,210,45,94,728,2026-08-22 23:59:59
SKU0000684,W010,188,23,51,649,2026-08-22 23:59:59
SKU0000685,W006,455,3,54,706,2026-08-22 23:59:59
SKU0000686,W016,785,20,120,247,2026-08-22 23:59:59
SKU0000687,W016,617,1,39,773,2026-08-22 23:59:59
SKU0000688,W016,365,45,48,579,2026-08-22 23:59:59
SKU0000689,W010,701,77,128,1087,2026-08-22 23:59:59
SKU0000690,W008,196,24,105,414,2026-08-22 23:59:59
SKU0000691,W015,516,3,44,1163,2026-08-22 23:59:59
SKU0000692,W009,660,42,97,639,2026-08-22 23:59:59
SKU0000693,W008,329,6,119,336,2026-08-22 23:59:59
SKU0000694,W005,310,16,52,731,2026-08-22 23:59:59
SKU0000695,W004,103,45,97,846,2026-08-22 23:59:59
SKU0000696,W016,555,59,61,399,2026-08-22 23:59:59
SKU0000697,W009,213,10,41,671,2026-08-22 23:59:59
SKU0000698,W006,328,28,140,805,2026-08-22 23:59:59
SKU0000699,W013,425,46,144,779,2026-08-22 23:59:59
SKU0000700,W014,710,39,54,584,2026-08-22 23:59:59
SKU0000701,W008,103,76,71,630,2026-08-22 23:59:59
SKU0000702,W016,170,0,87,508,2026-08-22 23:59:59
SKU0000703,W004,56,12,43,1200,2026-08-22 23:59:59
SKU0000704,W013,36,32,46,355,2026-08-22 23:59:59
SKU0000705,W014,131,22,39,286,2026-08-22 23:59:59
SKU0000706,W005,527,30,149,364,2026-08-22 23:59:59
SKU0000707,W013,74,38,94,661,2026-08-22 23:59:59
SKU0000708,W011,209,8,26,1066,2026-08-22 23:59:59
SKU0000709,W005,221,42,97,1101,2026-08-22 23:59:59
SKU0000710,W016,577,14,134,716,2026-08-22 23:59:59
SKU0000711,W004,173,60,33,532,2026-08-22 23:59:59
SKU0000712,W006,29,29,37,1188,2026-08-22 23:59:59
SKU0000713,W004,543,59,139,210,2026-08-22 23:59:59
SKU0000714,W007,87,22,34,1051,2026-08-22 23:59:59
SKU0000715,W006,233,68,130,849,2026-08-22 23:59:59
SKU0000716,W011,127,26,52,515,2026-08-22 23:59:59
SKU0000717,W002,401,72,102,910,2026-08-22 23:59:59
SKU0000718,W014,223,71,71,273,2026-08-22 23:59:59
SKU0000719,W008,224,57,97,277,2026-08-22 23:59:59
SKU0000720,W012,22,16,127,833,2026-08-22 23:59:59
SKU0000721,W002,603,61,89,706,2026-08-22 23:59:59
SKU0000722,W013,21,6,148,1168,2026-08-22 23:59:59
SKU0000723,W005,713,77,123,460,2026-08-22 23:59:59
SKU0000724,W013,474,66,104,410,2026-08-22 23:59:59
SKU0000725,W001,385,37,116,1107,2026-08-22 23:59:59
SKU0000726,W008,352,3,141,652,2026-08-22 23:59:59
SKU0000727,W011,696,28,52,475,2026-08-22 23:59:59
SKU0000728,W008,587,42,30,845,2026-08-22 23:59:59
SKU0000729,W002,158,23,109,849,2026-08-22 23:59:59
SKU0000730,W013,369,75,131,307,2026-08-22 23:59:59
SKU0000731,W001,554,12,84,518,2026-08-22 23:59:59
SKU0000732,W016,727,71,56,617,2026-08-22 23:59:59
SKU0000733,W012,231,15,146,422,2026-08-22 23:59:59
SKU0000734,W006,567,58,93,994,2026-08-22 23:59:59
SKU0000735,W005,411,69,143,741,2026-08-22 23:59:59
SKU0000736,W004,621,73,61,330,2026-08-22 23:59:59
SKU0000737,W001,726,30,142,324,2026-08-22 23:59:59
SKU0000738,W008,126,43,62,650,2026-08-22 23:59:59
SKU0000739,W001,793,8,66,293,2026-08-22 23:59:59
SKU0000740,W012,683,38,122,908,2026-08-22 23:59:59
SKU0000741,W007,700,79,43,785,2026-08-22 23:59:59
SKU0000742,W012,359,10,92,515,2026-08-22 23:59:59
SKU0000743,W012,193,60,23,1035,2026-08-22 23:59:59
SKU0000744,W003,638,38,65,547,2026-08-22 23:59:59
SKU0000745,W013,484,49,44,390,2026-08-22 23:59:59
SKU0000746,W005,589,27,62,970,2026-08-22 23:59:59
SKU0000747,W006,729,15,66,457,2026-08-22 23:59:59
SKU0000748,W008,360,31,59,665,2026-08-22 23:59:59
SKU0000749,W002,87,56,119,798,2026-08-22 23:59:59
SKU0000750,W010,703,64,20,917,2026-08-22 23:59:59
SKU0000751,W009,647,15,73,1048,2026-08-22 23:59:59
SKU0000752,W015,597,29,141,268,2026-08-22 23:59:59
SKU0000753,W005,349,56,26,1035,2026-08-22 23:59:59
SKU0000754,W009,746,43,128,243,2026-08-22 23:59:59
SKU0000755,W012,389,15,70,226,2026-08-22 23:59:59
SKU0000756,W006,230,36,51,233,2026-08-22 23:59:59
SKU0000757,W007,758,30,71,610,2026-08-22 23:59:59
SKU0000758,W004,277,35,53,543,2026-08-22 23:59:59
SKU0000759,W014,320,14,94,658,2026-08-22 23:59:59
SKU0000760,W007,54,50,92,938,2026-08-22 23:59:59
SKU0000761,W004,80,44,102,1093,2026-08-22 23:59:59
SKU0000762,W001,582,70,49,754,2026-08-22 23:59:59
SKU0000763,W003,753,51,62,278,2026-08-22 23:59:59
SKU0000764,W001,419,64,114,1090,2026-08-22 23:59:59
SKU0000765,W011,84,66,54,396,2026-08-22 23:59:59
SKU0000766,W001,292,16,115,1020,2026-08-22 23:59:59
SKU0000767,W015,1,1,112,289,2026-08-22 23:59:59
SKU0000768,W002,473,18,56,882,2026-08-22 23:59:59
SKU0000769,W001,488,17,22,586,2026-08-22 23:59:59
SKU0000770,W002,410,33,42,751,2026-08-22 23:59:59
SKU0000771,W011,30,25,149,335,2026-08-22 23:59:59
SKU0000772,W001,570,4,56,510,2026-08-22 23:59:59
SKU0000773,W004,790,11,89,914,2026-08-22 23:59:59
SKU0000774,W007,244,63,40,230,2026-08-22 23:59:59
SKU0000775,W013,760,54,74,824,2026-08-22 23:59:59
SKU0000776,W005,412,36,44,504,2026-08-22 23:59:59
SKU0000777,W003,239,6,127,767,2026-08-22 23:59:59
SKU0000778,W014,496,0,43,1076,2026-08-22 23:59:59
SKU0000779,W012,159,75,41,571,2026-08-22 23:59:59
SKU0000780,W012,450,31,28,295,2026-08-22 23:59:59
SKU0000781,W007,392,42,40,528,2026-08-22 23:59:59
SKU0000782,W006,282,62,113,279,2026-08-22 23:59:59
SKU0000783,W008,185,71,83,671,2026-08-22 23:59:59
SKU0000784,W008,312,18,102,692,2026-08-22 23:59:59
SKU0000785,W002,16,0,73,851,2026-08-22 23:59:59
SKU0000786,W016,750,13,56,1046,2026-08-22 23:59:59
SKU0000787,W016,798,33,49,1030,2026-08-22 23:59:59
SKU0000788,W012,218,71,99,742,2026-08-22 23:59:59
SKU0000789,W013,309,73,92,842,2026-08-22 23:59:59
SKU0000790,W016,31,0,89,902,2026-08-22 23:59:59
SKU0000791,W015,472,46,85,412,2026-08-22 23:59:59
SKU0000792,W004,76,34,107,347,2026-08-22 23:59:59
SKU0000793,W010,604,50,62,325,2026-08-22 23:59:59
SKU0000794,W007,611,39,27,871,2026-08-22 23:59:59
SKU0000795,W005,1,0,137,258,2026-08-22 23:59:59
SKU0000796,W007,82,46,120,471,2026-08-22 23:59:59
SKU0000797,W009,292,57,122,730,2026-08-22 23:59:59
SKU0000798,W010,296,8,134,524,2026-08-22 23:59:59
SKU0000799,W012,718,42,132,866,2026-08-22 23:59:59
SKU0000800,W001,533,14,115,916,2026-08-22 23:59:59
SKU0000801,W003,185,35,137,1040,2026-08-22 23:59:59
SKU0000802,W012,65,38,21,275,2026-08-22 23:59:59
SKU0000803,W007,46,39,21,1140,2026-08-22 23:59:59
SKU0000804,W001,561,62,125,691,2026-08-22 23:59:59
SKU0000805,W007,776,22,139,1084,2026-08-22 23:59:59
SKU0000806,W010,477,52,129,1140,2026-08-22 23:59:59
SKU0000807,W005,441,50,76,572,2026-08-22 23:59:59
SKU0000808,W004,184,72,105,657,2026-08-22 23:59:59
SKU0000809,W009,705,19,25,429,2026-08-22 23:59:59
SKU0000810,W005,191,57,32,330,2026-08-22 23:59:59
SKU0000811,W010,415,51,99,257,2026-08-22 23:59:59
SKU0000812,W006,155,69,127,239,2026-08-22 23:59:59
SKU0000813,W005,727,22,119,1137,2026-08-22 23:59:59
SKU0000814,W012,273,74,52,373,2026-08-22 23:59:59
SKU0000815,W005,448,26,44,937,2026-08-22 23:59:59
SKU0000816,W016,424,35,33,309,2026-08-22 23:59:59
SKU0000817,W002,360,15,117,1045,2026-08-22 23:59:59
SKU0000818,W005,761,73,58,306,2026-08-22 23:59:59
SKU0000819,W011,461,49,40,634,2026-08-22 23:59:59
SKU0000820,W002,12,11,47,493,2026-08-22 23:59:59
SKU0000821,W003,432,36,99,584,2026-08-22 23:59:59
SKU0000822,W012,160,12,124,414,2026-08-22 23:59:59
SKU0000823,W011,683,10,74,268,2026-08-22 23:59:59
SKU0000824,W009,320,53,68,1089,2026-08-22 23:59:59
SKU0000825,W009,80,74,138,788,2026-08-22 23:59:59
SKU0000826,W016,720,54,135,957,2026-08-22 23:59:59
SKU0000827,W007,432,63,44,964,2026-08-22 23:59:59
SKU0000828,W011,373,55,20,594,2026-08-22 23:59:59
SKU0000829,W004,639,18,110,545,2026-08-22 23:59:59
SKU0000830,W004,515,40,95,1089,2026-08-22 23:59:59
SKU0000831,W016,621,50,114,944,2026-08-22 23:59:59
SKU0000832,W012,297,39,149,758,2026-08-22 23:59:59
SKU0000833,W001,25,14,146,464,2026-08-22 23:59:59
SKU0000834,W009,56,34,140,440,2026-08-22 23:59:59
SKU0000835,W010,79,71,92,291,2026-08-22 23:59:59
SKU0000836,W001,59,59,52,630,2026-08-22 23:59:59
SKU0000837,W001,366,16,70,258,2026-08-22 23:59:59
SKU0000838,W001,18,15,51,742,2026-08-22 23:59:59
SKU0000839,W003,219,40,102,960,2026-08-22 23:59:59
SKU0000840,W013,691,74,136,949,2026-08-22 23:59:59
SKU0000841,W015,591,1,111,313,2026-08-22 23:59:59
SKU0000842,W016,792,60,71,740,2026-08-22 23:59:59
SKU0000843,W012,432,68,48,1024,2026-08-22 23:59:59
SKU0000844,W006,622,64,37,619,2026-08-22 23:59:59
SKU0000845,W002,779,70,71,1157,2026-08-22 23:59:59
SKU0000846,W014,360,46,63,508,2026-08-22 23:59:59
SKU0000847,W008,607,29,92,1181,2026-08-22 23:59:59
SKU0000848,W006,768,71,50,623,2026-08-22 23:59:59
SKU0000849,W013,333,71,143,985,2026-08-22 23:59:59
SKU0000850,W005,632,11,27,1197,2026-08-22 23:59:59
SKU0000851,W009,736,14,38,1125,2026-08-22 23:59:59
SKU0000852,W014,554,27,77,288,2026-08-22 23:59:59
SKU0000853,W001,625,8,68,381,2026-08-22 23:59:59
SKU0000854,W016,114,35,20,965,2026-08-22 23:59:59
SKU0000855,W009,318,0,50,1115,2026-08-22 23:59:59
SKU0000856,W005,336,12,48,945,2026-08-22 23:59:59
SKU0000857,W014,798,71,78,843,2026-08-22 23:59:59
SKU0000858,W004,543,28,25,336,2026-08-22 23:59:59
SKU0000859,W010,685,78,112,357,2026-08-22 23:59:59
SKU0000860,W009,460,46,150,374,2026-08-22 23:59:59
SKU0000861,W007,139,29,63,221,2026-08-22 23:59:59
SKU0000862,W010,98,78,50,334,2026-08-22 23:59:59
SKU0000863,W001,571,30,46,242,2026-08-22 23:59:59
SKU0000864,W010,633,44,90,377,2026-08-22 23:59:59
SKU0000865,W005,569,14,106,1095,2026-08-22 23:59:59
SKU0000866,W008,282,79,103,559,2026-08-22 23:59:59
SKU0000867,W006,352,38,139,688,2026-08-22 23:59:59
SKU0000868,W016,749,35,36,1038,2026-08-22 23:59:59
SKU0000869,W010,152,58,23,331,2026-08-22 23:59:59
SKU0000870,W009,579,79,75,500,2026-08-22 23:59:59
SKU0000871,W004,349,7,118,302,2026-08-22 23:59:59
SKU0000872,W008,265,65,58,713,2026-08-22 23:59:59
SKU0000873,W012,405,18,84,403,2026-08-22 23:59:59
SKU0000874,W012,530,33,33,1187,2026-08-22 23:59:59
SKU0000875,W002,456,63,129,670,2026-08-22 23:59:59
SKU0000876,W010,347,73,100,546,2026-08-22 23:59:59
SKU0000877,W002,524,43,80,829,2026-08-22 23:59:59
SKU0000878,W004,367,44,46,522,2026-08-22 23:59:59
SKU0000879,W001,754,19,71,678,2026-08-22 23:59:59
SKU0000880,W006,83,41,80,958,2026-08-22 23:59:59
SKU0000881,W011,249,14,82,804,2026-08-22 23:59:59
SKU0000882,W010,313,59,36,1168,2026-08-22 23:59:59
SKU0000883,W010,120,42,57,811,2026-08-22 23:59:59
SKU0000884,W008,710,32,146,237,2026-08-22 23:59:59
SKU0000885,W009,298,37,93,933,2026-08-22 23:59:59
SKU0000886,W005,76,12,135,928,2026-08-22 23:59:59
SKU0000887,W007,589,11,148,566,2026-08-22 23:59:59
SKU0000888,W009,473,76,143,1058,2026-08-22 23:59:59
SKU0000889,W016,361,54,86,739,2026-08-22 23:59:59
SKU0000890,W002,21,5,78,458,2026-08-22 23:59:59
SKU0000891,W006,287,4,37,215,2026-08-22 23:59:59
SKU0000892,W002,508,67,83,255,2026-08-22 23:59:59
