campaign_product_id,campaign_id,product_id,campaign_price,stock_limit,per_user_limit
MCP0000562,MC0063,P000673,2586.84,237,4
MCP0000563,MC0006,P000902,1894.15,1004,5
MCP0000564,MC0044,P001256,1369.53,955,5
MCP0000565,MC0004,P000264,591.27,72,2
MCP0000566,MC0041,P001173,2112.94,738,2
MCP0000567,MC0077,P000656,709.41,1046,2
MCP0000568,MC0023,P000678,1232.6,995,3
MCP0000569,MC0078,P001456,2211.16,1006,1
MCP0000570,MC0023,P001302,158.78,217,5
MCP0000571,MC0083,P000525,1837.14,168,3
MCP0000572,MC0043,P000200,1602.57,685,1
MCP0000573,MC0062,P001275,2399.01,522,4
MCP0000574,MC0070,P000244,2123.93,1197,2
MCP0000575,MC0007,P001442,959.31,947,3
MCP0000576,MC0038,P000605,2017.76,600,4
MCP0000577,MC0036,P001150,248.95,136,1
MCP0000578,MC0007,P001474,1964.2,377,4
MCP0000579,MC0001,P001474,2032.55,70,4
MCP0000580,MC0031,P001441,781.39,623,2
MCP0000581,MC0095,P001346,997.15,175,5
MCP0000582,MC0020,P001215,901.31,264,4
MCP0000583,MC0085,P000388,1343.79,709,1
MCP0000584,MC0032,P001350,2048.17,666,5
MCP0000585,MC0061,P000239,1880.07,421,3
MCP0000586,MC0004,P000599,1463.69,32,2
MCP0000587,MC0019,P000486,902.15,894,5
MCP0000588,MC0021,P001111,1421.36,1046,4
MCP0000589,MC0021,P001020,2729.54,327,5
MCP0000590,MC0055,P000188,2064.44,272,5
MCP0000591,MC0065,P000198,720.46,659,2
MCP0000592,MC0025,P000496,2732.63,719,4
MCP0000593,MC0002,P000169,28.59,164,4
MCP0000594,MC0025,P000387,2443.74,593,2
MCP0000595,MC0056,P000521,1835.66,526,5
MCP0000596,MC0047,P001149,221.02,360,5
MCP0000597,MC0081,P000060,2407.61,1090,3
MCP0000598,MC0045,P000812,1535.56,212,2
MCP0000599,MC0005,P000342,3027.42,1171,5
MCP0000600,MC0067,P000256,2450.69,316,5
MCP0000601,MC0080,P000244,1977.6,242,2
MCP0000602,MC0060,P000793,2100.92,957,4
MCP0000603,MC0020,P000627,967.16,205,3
MCP0000604,MC0024,P000740,26.55,1173,4
MCP0000605,MC0063,P000617,1598.62,213,4
MCP0000606,MC0095,P000596,124.67,748,4
MCP0000607,MC0092,P001157,144.35,504,1
MCP0000608,MC0074,P000544,383.77,147,3
MCP0000609,MC0039,P001373,2388.06,911,5
MCP0000610,MC0050,P001186,1043.73,133,1
MCP0000611,MC0011,P000715,1135.37,682,4
MCP0000612,MC0077,P000784,1293.33,736,3
MCP0000613,MC0056,P000852,2083.99,414,5
MCP0000614,MC0071,P000401,2448.18,519,2
MCP0000615,MC0020,P000032,2162.86,1092,1
MCP0000616,MC0004,P000055,1285.69,624,2
MCP0000617,MC0057,P001356,425.88,861,5
MCP0000618,MC0036,P000398,1000.89,251,4
MCP0000619,MC0089,P000744,1271.27,963,2
MCP0000620,MC0002,P001058,2057.11,1110,2
MCP0000621,MC0041,P000036,1906.4,401,1
MCP0000622,MC0054,P000981,1609.46,1151,4
MCP0000623,MC0073,P000341,319.35,452,3
MCP0000624,MC0007,P001105,2610.28,707,1
MCP0000625,MC0094,P001475,2500.26,843,1
MCP0000626,MC0029,P001403,282.83,414,1
MCP0000627,MC0018,P000189,731.63,1149,2
MCP0000628,MC0025,P000166,2699.17,878,2
MCP0000629,MC0019,P000705,1872.94,289,5
MCP0000630,MC0054,P001350,1942.85,307,5
MCP0000631,MC0078,P001392,1502.85,327,3
MCP0000632,MC0058,P001059,388.68,228,2
MCP0000633,MC0072,P000699,687.12,1021,4
MCP0000634,MC0088,P001258,1002.99,1170,4
MCP0000635,MC0074,P000273,2569.17,534,2
MCP0000636,MC0078,P001303,1750.46,354,3
MCP0000637,MC0049,P000293,1994.95,859,5
MCP0000638,MC0059,P000313,1962.23,108,2
MCP0000639,MC0049,P001047,2791.48,38,4
MCP0000640,MC0064,P001472,116.88,808,5
MCP0000641,MC0090,P000216,2091.79,926,1
MCP0000642,MC0044,P000446,306.92,968,4
MCP0000643,MC0063,P001010,2507.81,698,4
MCP0000644,MC0011,P001364,483.41,243,4
MCP0000645,MC0034,P001013,2591.6,49,5
MCP0000646,MC0075,P001132,767.59,773,3
MCP0000647,MC0088,P001255,1549.39,1057,1
MCP0000648,MC0079,P000231,700.69,298,4
MCP0000649,MC0017,P000617,2216.12,422,3
MCP0000650,MC0053,P001289,1723.3,504,4
MCP0000651,MC0091,P000782,2128.16,177,2
MCP0000652,MC0095,P000950,1758.93,383,2
MCP0000653,MC0062,P001437,507.95,1087,4
MCP0000654,MC0036,P001161,2042.96,595,1
MCP0000655,MC0095,P000434,291.65,659,2
MCP0000656,MC0010,P000657,125.47,1172,2
MCP0000657,MC0021,P000072,1779.82,1079,5
MCP0000658,MC0059,P001393,301.8,258,1
MCP0000659,MC0023,P000192,1102.86,377,2
MCP0000660,MC0038,P000649,1885.86,667,3
MCP0000661,MC0072,P000331,2139.6,352,1
MCP0000662,MC0051,P001420,2140.1,1061,2
MCP0000663,MC0002,P000891,15.38,1161,3
MCP0000664,MC0067,P001147,1349.49,1026,3
MCP0000665,MC0052,P001371,984.19,241,1
MCP0000666,MC0022,P001280,66.65,1155,5
MCP0000667,MC0004,P000547,2305.69,876,1
MCP0000668,MC0073,P000128,953.17,462,4
MCP0000669,MC0061,P001484,2179.92,216,5
MCP0000670,MC0095,P000543,938.69,764,5
MCP0000671,MC0077,P000657,133.25,540,5
MCP0000672,MC0039,P001300,2301.06,1150,4
MCP0000673,MC0082,P001171,2429.8,497,1
MCP0000674,MC0056,P000363,488.93,1148,2
MCP0000675,MC0027,P000499,550.59,1074,1
MCP0000676,MC0052,P000850,1187.22,439,3
MCP0000677,MC0077,P001194,2560.93,884,1
MCP0000678,MC0025,P001209,1067.86,720,3
MCP0000679,MC0014,P000543,971.32,947,1
MCP0000680,MC0075,P000249,2681.44,137,1
MCP0000681,MC0008,P000659,1807.29,649,3
MCP0000682,MC0013,P001285,405.81,56,2
MCP0000683,MC0050,P001303,2413.94,255,2
MCP0000684,MC0057,P001429,61.29,1197,5
MCP0000685,MC0100,P000309,1392.15,436,5
MCP0000686,MC0063,P000151,2855.12,290,5
MCP0000687,MC0024,P000778,40.95,674,5
MCP0000688,MC0021,P000811,1595.85,573,5
MCP0000689,MC0017,P000326,1650.63,1174,1
MCP0000690,MC0014,P001054,324.77,1034,1
MCP0000691,MC0017,P000261,391.6,423,3
MCP0000692,MC0094,P000531,1266.57,60,3
MCP0000693,MC0007,P000421,2833.2,860,5
MCP0000694,MC0043,P001246,1652.44,1064,4
MCP0000695,MC0076,P001012,527.46,463,4
MCP0000696,MC0095,P000820,2274.69,283,3
MCP0000697,MC0006,P000297,2436.36,413,5
MCP0000698,MC0100,P000141,453.32,731,5
MCP0000699,MC0073,P000261,458.34,289,3
MCP0000700,MC0002,P001484,2631.96,593,5
MCP0000701,MC0027,P000155,1469.49,1047,5
MCP0000702,MC0073,P000205,1664.27,343,2
MCP0000703,MC0051,P001446,2108.86,1019,1
MCP0000704,MC0087,P001092,1630.99,1049,3
MCP0000705,MC0065,P000293,2269.78,835,4
MCP0000706,MC0073,P000792,111.1,1033,4
MCP0000707,MC0021,P000415,1895.89,752,4
MCP0000708,MC0095,P001495,311.68,815,4
MCP0000709,MC0100,P001365,1633.97,956,1
MCP0000710,MC0091,P000379,1339.88,749,3
MCP0000711,MC0021,P000126,899.85,897,5
MCP0000712,MC0074,P000142,727.62,1145,4
MCP0000713,MC0040,P000043,2037.22,644,2
MCP0000714,MC0013,P001057,258.97,998,4
MCP0000715,MC0098,P000266,275.84,877,4
MCP0000716,MC0039,P000567,839.29,506,3
MCP0000717,MC0064,P000646,147.13,434,2
MCP0000718,MC0055,P001192,2059.84,504,5
MCP0000719,MC0075,P000934,1822.99,601,3
MCP0000720,MC0014,P001453,1433.59,727,4
MCP0000721,MC0028,P000573,94.87,1096,4
MCP0000722,MC0080,P000625,681.39,1029,5
MCP0000723,MC0075,P000112,2241.17,279,4
MCP0000724,MC0043,P000794,1427.19,677,5
MCP0000725,MC0028,P001422,793.39,894,3
MCP0000726,MC0089,P001290,1575.58,82,3
MCP0000727,MC0053,P000202,1616.21,739,2
MCP0000728,MC0088,P000011,1533.3,1134,2
MCP0000729,MC0025,P000039,296.0,1150,4
MCP0000730,MC0038,P000500,1752.44,746,2
MCP0000731,MC0099,P000353,779.28,640,2
MCP0000732,MC0019,P000377,1452.19,751,2
MCP0000733,MC0066,P000872,2531.17,222,2
MCP0000734,MC0010,P000812,1355.26,409,4
MCP0000735,MC0007,P001139,1766.32,1017,2
MCP0000736,MC0039,P000745,1898.17,1096,5
MCP0000737,MC0086,P001487,461.7,131,2
MCP0000738,MC0070,P001420,1998.85,178,1
MCP0000739,MC0084,P001152,102.85,906,3
MCP0000740,MC0062,P000760,1112.85,420,1
MCP0000741,MC0037,P000531,1071.75,865,5
MCP0000742,MC0068,P000264,557.81,753,4
MCP0000743,MC0086,P000602,1972.37,573,3
MCP0000744,MC0094,P001238,1444.84,472,3
MCP0000745,MC0056,P000875,388.47,1158,5
MCP0000746,MC0086,P000035,2354.75,967,5
MCP0000747,MC0036,P000575,2573.42,629,4
MCP0000748,MC0089,P001216,540.99,488,1
MCP0000749,MC0074,P001206,676.19,731,3
MCP0000750,MC0012,P001169,1769.12,138,5
MCP0000751,MC0076,P001039,2503.33,627,3
MCP0000752,MC0086,P000736,2425.19,1145,4
MCP0000753,MC0089,P001216,570.79,887,1
MCP0000754,MC0065,P000550,852.2,712,3
MCP0000755,MC0096,P001001,615.03,1042,3
MCP0000756,MC0017,P001303,2299.24,991,3
MCP0000757,MC0021,P000192,852.52,1151,2
MCP0000758,MC0054,P001478,396.69,464,3
MCP0000759,MC0033,P000375,2046.52,541,3
MCP0000760,MC0027,P000243,1629.69,1158,2
MCP0000761,MC0085,P001391,1918.06,1121,3
MCP0000762,MC0060,P000499,734.07,445,3
MCP0000763,MC0044,P001113,1665.68,169,2
MCP0000764,MC0006,P000204,66.67,61,4
MCP0000765,MC0024,P001440,1194.59,428,1
MCP0000766,MC0075,P001367,2298.64,838,5
MCP0000767,MC0045,P001060,2022.67,914,5
MCP0000768,MC0019,P001149,172.56,1068,5
MCP0000769,MC0069,P001084,942.32,647,4
MCP0000770,MC0062,P001040,1825.83,1142,3
MCP0000771,MC0081,P000771,129.03,126,3
MCP0000772,MC0015,P001286,2404.62,52,5
MCP0000773,MC0019,P001218,2066.32,119,3
MCP0000774,MC0033,P000831,428.78,174,2
MCP0000775,MC0021,P000045,710.13,1197,5
MCP0000776,MC0022,P000303,449.4,536,2
MCP0000777,MC0076,P000414,1416.59,580,2
MCP0000778,MC0050,P000473,902.94,705,3
MCP0000779,MC0006,P000022,579.53,65,5
MCP0000780,MC0066,P000687,1041.32,1148,3
MCP0000781,MC0086,P001354,2649.62,135,3
MCP0000782,MC0030,P001225,1829.16,864,5
MCP0000783,MC0042,P001133,1077.79,773,3
MCP0000784,MC0065,P000677,1732.72,1014,2
MCP0000785,MC0046,P001229,897.75,691,3
MCP0000786,MC0069,P000515,2515.33,839,2
MCP0000787,MC0088,P001145,142.62,556,3
MCP0000788,MC0025,P000412,456.48,36,2
MCP0000789,MC0019,P000311,2685.1,1101,1
MCP0000790,MC0037,P000903,2555.06,751,2
MCP0000791,MC0018,P000983,2367.61,217,3
MCP0000792,MC0038,P001031,1522.16,744,1
MCP0000793,MC0065,P000194,2174.22,1154,5
MCP0000794,MC0089,P000027,1065.7,984,1
MCP0000795,MC0014,P000560,1664.64,78,1
MCP0000796,MC0081,P000353,688.67,66,4
MCP0000797,MC0022,P000715,1162.88,373,4
MCP0000798,MC0020,P001267,573.3,885,2
MCP0000799,MC0036,P000941,2055.07,526,3
MCP0000800,MC0082,P001344,2020.32,540,1
MCP0000801,MC0047,P000866,2229.47,35,5
MCP0000802,MC0016,P001075,1640.25,857,5
MCP0000803,MC0025,P000257,1140.28,483,5
MCP0000804,MC0061,P000173,2054.97,314,1
MCP0000805,MC0076,P001265,1825.8,466,1
MCP0000806,MC0007,P001085,263.02,850,1
MCP0000807,MC0097,P000812,1368.15,1165,1
MCP0000808,MC0022,P000251,2324.29,65,5
MCP0000809,MC0042,P000415,1744.07,141,2
MCP0000810,MC0011,P000707,532.16,439,3
MCP0000811,MC0090,P000476,2660.08,94,5
MCP0000812,MC0033,P000504,289.21,791,1
MCP0000813,MC0034,P001324,2282.43,285,4
MCP0000814,MC0064,P000311,2394.78,1099,1
MCP0000815,MC0100,P000808,2122.64,1151,4
MCP0000816,MC0034,P001426,1794.18,558,5
MCP0000817,MC0009,P001355,620.98,146,2
MCP0000818,MC0013,P000545,1451.81,59,2
MCP0000819,MC0001,P001488,454.59,551,2
MCP0000820,MC0042,P000721,68.68,505,3
MCP0000821,MC0003,P000123,1080.41,589,2
MCP0000822,MC0057,P000665,333.21,762,1
MCP0000823,MC0034,P001146,75.68,768,3
MCP0000824,MC0089,P000147,1508.26,1020,2
MCP0000825,MC0095,P000968,1577.2,487,3
MCP0000826,MC0072,P000817,2287.75,518,4
MCP0000827,MC0089,P001342,2309.93,599,1
MCP0000828,MC0030,P001275,2043.72,558,2
MCP0000829,MC0017,P000203,1743.09,132,2
MCP0000830,MC0003,P000070,2313.6,632,1
MCP0000831,MC0020,P001190,2146.01,916,5
MCP0000832,MC0067,P000426,429.22,779,5
MCP0000833,MC0034,P000622,395.5,793,1
MCP0000834,MC0050,P001276,1153.01,454,1
MCP0000835,MC0094,P000759,1185.46,39,5
MCP0000836,MC0079,P001104,759.53,31,1
MCP0000837,MC0002,P000587,1017.68,1182,1
MCP0000838,MC0078,P000229,1690.71,128,1
MCP0000839,MC0083,P001278,157.77,563,4
MCP0000840,MC0070,P001170,1285.26,1056,3
MCP0000841,MC0056,P000850,1101.14,700,3
MCP0000842,MC0082,P000640,1242.88,440,2
MCP0000843,MC0012,P000595,901.5,44,2
MCP0000844,MC0003,P000247,662.16,605,2
MCP0000845,MC0029,P000262,503.5,1166,5
MCP0000846,MC0026,P000841,1673.62,836,3
MCP0000847,MC0033,P000894,1985.23,560,2
MCP0000848,MC0045,P001020,2691.09,195,4
MCP0000849,MC0061,P000504,413.51,593,2
MCP0000850,MC0003,P001198,2375.04,845,3
MCP0000851,MC0082,P001147,1478.79,724,3
MCP0000852,MC0096,P000321,1264.38,934,3
MCP0000853,MC0017,P001010,3017.96,1174,3
MCP0000854,MC0074,P000516,782.29,976,3
MCP0000855,MC0040,P001215,950.65,205,5
MCP0000856,MC0070,P001218,1673.39,311,3
MCP0000857,MC0100,P000156,780.12,817,3
MCP0000858,MC0062,P000640,1794.85,618,5
MCP0000859,MC0043,P000885,1090.06,86,5
MCP0000860,MC0085,P000290,1234.86,902,2
MCP0000861,MC0096,P000611,15.38,796,4
MCP0000862,MC0003,P000253,66.81,488,2
MCP0000863,MC0084,P000215,2658.1,513,1
MCP0000864,MC0022,P001090,2161.0,94,2
MCP0000865,MC0012,P000824,783.69,609,4
MCP0000866,MC0019,P000042,141.77,195,4
MCP0000867,MC0053,P000938,870.05,428,1
MCP0000868,MC0009,P000284,1597.57,597,3
MCP0000869,MC0068,P000207,2302.48,1049,3
MCP0000870,MC0058,P000720,74.19,1050,1
MCP0000871,MC0017,P001420,1909.05,827,3
MCP0000872,MC0039,P000079,2385.52,217,1
MCP0000873,MC0089,P001286,2086.25,331,1
MCP0000874,MC0067,P000815,2154.3,866,1
MCP0000875,MC0038,P001260,1902.57,411,5
MCP0000876,MC0093,P000963,1548.16,221,1
MCP0000877,MC0085,P000061,2482.99,646,2
MCP0000878,MC0010,P000660,234.63,704,4
MCP0000879,MC0029,P000004,610.22,507,1
MCP0000880,MC0005,P000654,2073.39,115,5
MCP0000881,MC0011,P000235,463.14,1007,4
MCP0000882,MC0019,P001240,1841.96,1102,4
MCP0000883,MC0098,P000192,1039.09,1056,2
MCP0000884,MC0030,P000255,1927.1,154,2
MCP0000885,MC0054,P000008,2355.03,905,4
MCP0000886,MC0040,P000196,797.8,309,4
MCP0000887,MC0036,P000266,307.69,259,2
MCP0000888,MC0056,P000995,166.33,341,4
MCP0000889,MC0081,P001204,766.95,31,1
MCP0000890,MC0056,P000954,346.06,508,5
MCP0000891,MC0013,P000346,2089.22,1184,2
MCP0000892,MC0073,P001009,3033.6,1004,5
MCP0000893,MC0005,P000891,16.96,622,4
MCP0000894,MC0088,P000720,79.88,674,1
MCP0000895,MC0054,P000621,1075.97,357,3
MCP0000896,MC0029,P001052,35.53,415,4
MCP0000897,MC0072,P000612,2371.95,898,3
MCP0000898,MC0100,P000527,1057.87,571,3
MCP0000899,MC0008,P000130,1617.22,780,1
MCP0000900,MC0088,P000735,82.54,1112,3
MCP0000901,MC0054,P000415,1831.63,340,4
MCP0000902,MC0006,P000784,1576.64,733,2
MCP0000903,MC0061,P000392,1891.89,980,2
MCP0000904,MC0038,P001303,2237.5,286,1
MCP0000905,MC0016,P000707,492.98,61,2
MCP0000906,MC0005,P001446,2200.39,362,1
MCP0000907,MC0011,P000639,2367.07,396,2
MCP0000908,MC0096,P000569,702.14,656,1
MCP0000909,MC0039,P000757,505.88,410,3
MCP0000910,MC0079,P000268,1901.37,1187,5
MCP0000911,MC0079,P000566,1434.29,597,2
MCP0000912,MC0092,P000210,2132.32,357,3
MCP0000913,MC0045,P000830,1876.32,1142,1
MCP0000914,MC0088,P000753,684.73,970,2
MCP0000915,MC0037,P000618,638.94,700,2
MCP0000916,MC0100,P000202,1976.37,1031,4
MCP0000917,MC0046,P001227,88.87,441,3
MCP0000918,MC0097,P000622,495.75,813,3
MCP0000919,MC0010,P000801,240.24,1112,3
MCP0000920,MC0069,P000363,414.27,855,1
MCP0000921,MC0080,P000168,564.77,840,2
MCP0000922,MC0063,P001372,1178.02,858,5
MCP0000923,MC0040,P000058,928.27,305,2
MCP0000924,MC0054,P000703,2378.95,374,3
MCP0000925,MC0075,P000433,76.05,875,3
MCP0000926,MC0092,P001266,1208.76,592,2
MCP0000927,MC0048,P001270,267.98,534,5
MCP0000928,MC0071,P001378,527.54,252,3
MCP0000929,MC0077,P001327,844.97,418,1
MCP0000930,MC0085,P000866,2251.19,1077,4
MCP0000931,MC0066,P000261,346.47,195,4
MCP0000932,MC0010,P001343,18.51,419,2
MCP0000933,MC0021,P000671,1768.29,206,3
MCP0000934,MC0070,P001301,919.96,94,4
MCP0000935,MC0021,P001190,1893.47,76,3
MCP0000936,MC0082,P000254,1742.82,545,4
MCP0000937,MC0035,P001139,1677.69,846,3
MCP0000938,MC0023,P001373,2312.85,719,5
MCP0000939,MC0005,P000884,1859.99,1020,4
MCP0000940,MC0003,P000471,478.72,879,2
MCP0000941,MC0073,P000341,287.44,954,1
MCP0000942,MC0009,P000385,935.48,207,5
MCP0000943,MC0037,P001102,975.6,1048,1
MCP0000944,MC0052,P000333,2734.31,700,4
MCP0000945,MC0070,P000998,1351.57,47,4
MCP0000946,MC0072,P001437,389.08,967,1
MCP0000947,MC0095,P000832,2600.5,687,4
MCP0000948,MC0011,P000648,1404.36,1149,5
MCP0000949,MC0096,P000538,931.23,192,3
MCP0000950,MC0042,P000259,1006.46,583,3
MCP0000951,MC0041,P000465,2219.73,920,5
MCP0000952,MC0070,P000325,2200.64,180,1
MCP0000953,MC0083,P001095,966.07,482,1
MCP0000954,MC0066,P000541,2281.03,1104,1
MCP0000955,MC0044,P001412,2521.11,476,4
MCP0000956,MC0031,P000236,2375.73,550,2
MCP0000957,MC0003,P000729,2071.98,604,5
MCP0000958,MC0019,P000348,2339.8,257,2
MCP0000959,MC0038,P000727,555.49,901,2
MCP0000960,MC0012,P000859,2386.23,803,1
MCP0000961,MC0100,P001043,2702.24,70,1
MCP0000962,MC0048,P000694,698.78,627,2
MCP0000963,MC0071,P001389,423.62,878,4
MCP0000964,MC0074,P000178,2783.51,543,3
MCP0000965,MC0016,P001250,1678.72,222,2
MCP0000966,MC0046,P000077,2614.52,951,1
MCP0000967,MC0087,P000180,1265.85,1034,3
MCP0000968,MC0033,P000271,626.2,957,4
MCP0000969,MC0026,P001117,824.92,706,1
MCP0000970,MC0074,P000264,672.73,191,3
MCP0000971,MC0099,P001356,421.09,685,3
MCP0000972,MC0020,P000870,2662.49,106,3
MCP0000973,MC0078,P000199,1862.46,626,3
MCP0000974,MC0057,P000640,1321.06,1161,2
MCP0000975,MC0021,P001281,1780.59,669,4
MCP0000976,MC0076,P000327,1467.74,196,4
MCP0000977,MC0042,P000715,982.43,979,4
MCP0000978,MC0072,P000387,2086.69,1056,2
MCP0000979,MC0076,P000467,733.53,1137,3
MCP0000980,MC0093,P001255,1640.82,750,1
MCP0000981,MC0060,P000839,1766.26,335,1
MCP0000982,MC0086,P000069,2422.66,529,3
MCP0000983,MC0038,P000130,1348.12,914,1
MCP0000984,MC0010,P000255,2746.72,1150,5
MCP0000985,MC0054,P000194,2069.62,991,1
MCP0000986,MC0031,P000087,1759.83,42,2
MCP0000987,MC0045,P000605,2268.25,348,4
MCP0000988,MC0057,P001499,1093.62,828,3
MCP0000989,MC0063,P000890,161.54,831,4
MCP0000990,MC0057,P000545,1406.76,656,2
MCP0000991,MC0045,P000264,547.71,1084,5
MCP0000992,MC0064,P000131,1497.02,300,5
MCP0000993,MC0080,P000700,2979.34,1197,2
MCP0000994,MC0040,P001356,421.0,275,2
MCP0000995,MC0037,P001053,249.39,69,1
MCP0000996,MC0036,P000997,887.35,609,4
MCP0000997,MC0029,P000333,2226.23,121,5
MCP0000998,MC0004,P001133,1153.71,148,4
MCP0000999,MC0096,P000564,1103.61,106,5
MCP0001000,MC0047,P001453,1721.55,1029,4
MCP0001001,MC0045,P000968,1439.99,66,3
MCP0001002,MC0038,P000778,42.71,1086,2
MCP0001003,MC0018,P001401,1845.41,724,3
MCP0001004,MC0020,P001301,958.86,197,3
MCP0001005,MC0099,P001216,515.43,32,1
MCP0001006,MC0061,P000912,2109.59,268,1
MCP0001007,MC0083,P001162,1243.12,791,4
MCP0001008,MC0047,P000107,1067.65,1027,2
MCP0001009,MC0003,P000276,1633.78,840,5
MCP0001010,MC0071,P000231,648.18,744,1
MCP0001011,MC0082,P000506,282.14,169,5
MCP0001012,MC0001,P001392,1593.22,978,1
MCP0001013,MC0097,P000822,975.94,750,2
MCP0001014,MC0045,P001098,2303.03,145,5
MCP0001015,MC0045,P000724,354.74,477,5
MCP0001016,MC0047,P000974,2207.73,962,1
MCP0001017,MC0016,P001082,1498.67,471,5
MCP0001018,MC0057,P000526,1038.25,811,4
MCP0001019,MC0028,P000749,799.81,910,2
MCP0001020,MC0034,P001337,1554.98,808,2
MCP0001021,MC0024,P001392,1939.21,384,1
MCP0001022,MC0095,P001374,563.41,533,3
MCP0001023,MC0005,P001308,1103.05,424,1
MCP0001024,MC0043,P001360,1267.88,1157,2
MCP0001025,MC0054,P000406,325.33,1148,2
MCP0001026,MC0034,P000216,2446.9,295,1
MCP0001027,MC0076,P000524,1892.76,582,3
MCP0001028,MC0088,P000461,370.31,751,2
MCP0001029,MC0065,P000240,169.7,1070,5
MCP0001030,MC0052,P001115,999.57,651,2
MCP0001031,MC0057,P000101,1754.14,166,4
MCP0001032,MC0025,P001496,561.15,123,5
MCP0001033,MC0021,P000230,2811.18,244,4
MCP0001034,MC0032,P000704,2525.73,403,1
MCP0001035,MC0083,P000263,819.66,307,3
MCP0001036,MC0037,P000242,531.94,746,2
MCP0001037,MC0096,P000239,1682.5,281,5
MCP0001038,MC0039,P000816,529.54,738,4
MCP0001039,MC0001,P000299,1386.81,1012,4
MCP0001040,MC0097,P001423,1096.01,105,4
MCP0001041,MC0047,P001116,1368.33,315,4
MCP0001042,MC0045,P001241,1201.75,140,3
MCP0001043,MC0012,P001106,2198.6,487,2
MCP0001044,MC0061,P000440,1218.31,402,5
MCP0001045,MC0010,P001479,1266.82,1141,4
MCP0001046,MC0089,P000288,1524.44,54,3
MCP0001047,MC0011,P000953,2534.83,856,5
MCP0001048,MC0059,P001032,1212.24,141,2
MCP0001049,MC0094,P000254,2264.92,785,5
MCP0001050,MC0016,P000772,2168.32,513,2
MCP0001051,MC0051,P001044,527.53,159,3
MCP0001052,MC0008,P001453,1646.13,368,5
MCP0001053,MC0006,P001492,255.71,336,3
MCP0001054,MC0075,P000857,1928.65,968,5
MCP0001055,MC0092,P001414,682.64,1199,3
MCP0001056,MC0068,P001407,439.26,34,5
MCP0001057,MC0051,P000580,3001.78,413,5
MCP0001058,MC0053,P000381,2085.17,1109,1
MCP0001059,MC0051,P001362,2669.93,176,2
MCP0001060,MC0036,P000791,1134.09,1025,5
MCP0001061,MC0038,P000284,1645.55,34,2
MCP0001062,MC0047,P000867,815.22,436,2
MCP0001063,MC0021,P001195,1081.15,514,4
MCP0001064,MC0079,P000244,1687.1,1032,4
MCP0001065,MC0021,P001128,2686.73,70,1
MCP0001066,MC0064,P000064,2741.85,209,3
MCP0001067,MC0017,P001376,497.56,841,4
MCP0001068,MC0095,P000810,2699.9,370,1
MCP0001069,MC0043,P001500,1171.59,331,4
MCP0001070,MC0037,P000539,2682.2,1184,2
MCP0001071,MC0053,P001343,21.37,87,4
MCP0001072,MC0069,P001386,3191.23,1066,4
MCP0001073,MC0018,P000300,2607.87,888,4
MCP0001074,MC0071,P000729,2570.72,966,2
MCP0001075,MC0083,P000106,2765.99,443,2
MCP0001076,MC0072,P000226,2803.14,360,4
MCP0001077,MC0016,P000839,1544.87,960,2
MCP0001078,MC0040,P001170,1304.82,436,5
MCP0001079,MC0019,P000621,1279.96,382,4
MCP0001080,MC0024,P000780,1804.03,683,2
MCP0001081,MC0037,P001405,651.66,103,1
MCP0001082,MC0078,P000785,1094.12,877,5
MCP0001083,MC0001,P000528,1513.51,668,2
MCP0001084,MC0060,P001188,709.76,1011,2
MCP0001085,MC0074,P000295,2572.41,562,3
MCP0001086,MC0068,P001066,260.37,934,1
MCP0001087,MC0019,P000071,1948.94,173,3
MCP0001088,MC0017,P001106,2395.99,866,3
MCP0001089,MC0017,P000786,2341.42,490,4
MCP0001090,MC0029,P001467,2467.38,1084,1
MCP0001091,MC0003,P000312,178.93,1193,2
MCP0001092,MC0028,P000163,1553.89,51,3
MCP0001093,MC0084,P000503,1943.66,275,5
MCP0001094,MC0018,P001171,2429.2,1060,4
MCP0001095,MC0053,P001358,1754.7,482,1
MCP0001096,MC0094,P000772,1841.77,711,5
MCP0001097,MC0012,P000283,1058.1,613,1
MCP0001098,MC0014,P001408,1704.9,550,4
MCP0001099,MC0070,P000314,997.77,685,4
MCP0001100,MC0064,P000676,497.33,1166,1
MCP0001101,MC0004,P001240,1640.07,401,3
MCP0001102,MC0015,P000272,595.8,687,5
MCP0001103,MC0076,P000465,2172.51,1011,5
MCP0001104,MC0061,P000831,384.85,434,1
MCP0001105,MC0080,P001117,907.0,790,5
MCP0001106,MC0064,P000383,1593.38,163,5
MCP0001107,MC0002,P000540,620.95,709,1
MCP0001108,MC0014,P000885,1554.84,314,4
MCP0001109,MC0014,P001257,1415.97,250,1
MCP0001110,MC0026,P000223,1904.38,109,4
MCP0001111,MC0086,P000918,1477.77,796,2
MCP0001112,MC0041,P000556,2856.53,263,2
MCP0001113,MC0041,P000713,547.38,112,1
MCP0001114,MC0084,P000198,939.68,284,5
MCP0001115,MC0046,P000283,987.92,1129,3
MCP0001116,MC0086,P001477,932.31,802,2
MCP0001117,MC0038,P000661,2929.13,171,4
MCP0001118,MC0023,P001183,1296.74,695,1
MCP0001119,MC0083,P000669,347.34,173,5
MCP0001120,MC0053,P000417,2253.77,803,1
MCP0001121,MC0034,P000429,2586.57,1022,3
MCP0001122,MC0044,P000912,2132.98,1199,4
MCP0001123,MC0030,P001253,1690.94,254,1
