session_id,user_id,device_id,channel_id,started_at,ended_at,duration_seconds,landing_page,converted
SES00004992,U001130,D0006234,CH05,2025-10-11 19:47:50,2025-10-11 19:50:12,142,product,0
SES00004993,U000736,D0006820,CH12,2025-03-29 05:13:44,2025-03-29 05:14:55,71,product,0
SES00004994,U000377,D0002140,CH07,2026-08-06 12:13:36,2026-08-06 12:15:36,120,product,0
SES00004995,,D0003431,CH06,2025-05-30 02:03:03,2025-05-30 02:10:20,437,search,0
SES00004996,U002252,D0005282,CH01,2025-03-13 02:07:36,2025-03-13 02:08:56,80,search,0
SES00004997,U003632,D0005026,CH04,2025-01-13 19:19:25,2025-01-13 19:23:26,241,home,0
SES00004998,U002484,D0006220,CH08,2025-11-05 13:06:34,2025-11-05 13:14:43,489,home,0
SES00004999,U001933,D0006688,CH01,2025-02-16 02:22:52,2025-02-16 02:28:19,327,search,0
SES00005000,U004683,D0005550,CH05,2025-05-08 13:20:16,2025-05-08 13:21:29,73,product,0
SES00005001,U001161,D0003112,CH02,2026-04-10 07:52:27,2026-04-10 07:57:01,274,campaign,1
SES00005002,U000823,D0006535,CH01,2025-11-27 07:04:52,2025-11-27 07:20:34,942,home,0
SES00005003,U001420,D0001654,CH06,2026-05-16 21:15:53,2026-05-16 21:18:25,152,home,1
SES00005004,U003963,D0000790,CH02,2026-01-19 06:53:21,2026-01-19 06:59:10,349,product,1
SES00005005,U002708,D0000244,CH06,2025-12-17 03:31:26,2025-12-17 03:32:48,82,search,0
SES00005006,U000065,D0002135,CH08,2025-03-17 18:34:03,2025-03-17 18:34:39,36,product,0
SES00005007,U004152,D0003840,CH02,2025-11-11 16:41:16,2025-11-11 16:42:36,80,search,0
SES00005008,U004072,D0003379,CH01,2025-02-04 07:49:35,2025-02-04 07:52:05,150,search,0
SES00005009,U004944,D0004892,CH07,2025-05-17 22:33:25,2025-05-17 22:42:46,561,home,1
SES00005010,U004857,D0004571,CH06,2025-06-06 10:44:49,2025-06-06 10:52:11,442,campaign,0
SES00005011,U002856,D0003643,CH02,2026-05-01 00:53:17,2026-05-01 00:54:54,97,home,0
SES00005012,U004189,D0003355,CH01,2026-02-03 07:18:08,2026-02-03 07:22:30,262,campaign,0
SES00005013,U004758,D0002985,CH01,2026-02-09 00:13:03,2026-02-09 00:15:03,120,live,0
SES00005014,U001734,D0006978,CH02,2025-01-06 07:59:10,2025-01-06 08:01:30,140,live,0
SES00005015,U003543,D0001112,CH02,2025-09-14 00:51:08,2025-09-14 00:59:17,489,campaign,0
SES00005016,U003075,D0002365,CH07,2025-12-19 15:34:53,2025-12-19 15:36:01,68,home,0
SES00005017,U004036,D0005617,CH08,2025-10-20 14:55:48,2025-10-20 14:57:25,97,product,0
SES00005018,U004607,D0004205,CH06,2026-06-27 01:32:24,2026-06-27 01:34:51,147,campaign,0
SES00005019,U003441,D0004533,CH03,2025-09-30 04:36:23,2025-09-30 04:44:36,493,home,1
SES00005020,,D0002955,CH03,2026-07-03 20:59:29,2026-07-03 21:02:01,152,home,0
SES00005021,U002767,D0000407,CH06,2026-06-18 11:18:11,2026-06-18 11:21:09,178,campaign,0
SES00005022,U004803,D0004131,CH08,2026-06-27 00:15:47,2026-06-27 00:17:32,105,live,1
SES00005023,U000863,D0005372,CH06,2026-03-29 03:39:57,2026-03-29 03:45:51,354,home,0
SES00005024,U003502,D0002921,CH03,2025-04-19 03:31:45,2025-04-19 03:33:40,115,home,1
SES00005025,U000689,D0003920,CH06,2025-12-05 13:09:49,2025-12-05 13:13:45,236,search,0
SES00005026,U000916,D0006936,CH03,2026-01-24 21:16:18,2026-01-24 21:16:59,41,product,1
SES00005027,U003681,D0006109,CH01,2025-08-06 11:31:27,2025-08-06 11:38:55,448,search,1
SES00005028,U001524,D0005023,CH09,2026-07-17 21:22:47,2026-07-17 21:25:25,158,campaign,0
SES00005029,U004413,D0004403,CH04,2025-06-21 12:19:51,2025-06-21 12:27:57,486,home,0
SES00005030,,D0004965,CH10,2025-04-20 03:44:42,2025-04-20 03:47:25,163,search,0
SES00005031,U004931,D0001332,CH06,2026-04-03 01:59:48,2026-04-03 02:02:11,143,product,0
SES00005032,U004123,D0001990,CH04,2025-04-19 22:59:19,2025-04-19 23:25:55,1596,product,1
SES00005033,U001586,D0000557,CH08,2025-01-06 13:08:29,2025-01-06 13:09:01,32,search,0
SES00005034,,D0006783,CH08,2026-04-18 06:36:31,2026-04-18 06:44:26,475,live,0
SES00005035,,D0003025,CH03,2025-01-16 00:49:40,2025-01-16 00:54:00,260,home,0
SES00005036,U002880,D0003805,CH03,2026-01-05 22:24:28,2026-01-05 22:30:36,368,product,0
SES00005037,U000028,D0001596,CH02,2025-02-09 04:03:55,2025-02-09 04:05:46,111,product,1
SES00005038,U001251,D0000310,CH06,2026-08-14 05:02:50,2026-08-14 05:05:18,148,search,0
SES00005039,U002212,D0005266,CH03,2025-05-29 22:21:52,2025-05-29 22:24:17,145,home,0
SES00005040,U001087,D0005819,CH03,2025-12-28 05:50:45,2025-12-28 05:55:11,266,product,0
SES00005041,U002979,D0002644,CH04,2026-02-07 18:26:01,2026-02-07 18:30:41,280,home,1
SES00005042,U003621,D0001987,CH03,2025-12-18 07:33:17,2025-12-18 07:34:46,89,product,0
SES00005043,U001197,D0005318,CH01,2026-02-21 13:51:30,2026-02-21 13:52:48,78,home,1
SES00005044,U004562,D0005273,CH01,2025-05-20 03:57:41,2025-05-20 04:09:29,708,home,0
SES00005045,U003114,D0001808,CH07,2025-12-04 00:26:11,2025-12-04 00:30:43,272,product,0
SES00005046,U001326,D0000031,CH01,2025-08-25 14:04:31,2025-08-25 14:09:20,289,product,0
SES00005047,,D0005343,CH02,2025-09-09 14:41:59,2025-09-09 14:44:47,168,home,0
SES00005048,U001981,D0005208,CH02,2026-08-08 06:29:24,2026-08-08 06:30:59,95,home,0
SES00005049,,D0005839,CH05,2025-08-14 14:03:03,2025-08-14 14:04:27,84,product,0
SES00005050,U004280,D0002024,CH04,2025-03-05 07:14:28,2025-03-05 07:15:41,73,search,0
SES00005051,U004925,D0006677,CH05,2025-03-07 15:34:14,2025-03-07 15:36:30,136,campaign,0
SES00005052,U002422,D0000685,CH03,2025-10-13 07:43:57,2025-10-13 07:45:01,64,product,0
SES00005053,U000238,D0004225,CH02,2026-02-03 18:18:41,2026-02-03 18:21:26,165,product,0
SES00005054,U002112,D0001871,CH10,2025-05-27 19:16:58,2025-05-27 19:20:15,197,home,0
SES00005055,U003574,D0006167,CH02,2025-02-12 14:04:21,2025-02-12 14:06:21,120,live,0
SES00005056,U002539,D0002280,CH09,2026-03-24 18:01:55,2026-03-24 18:07:50,355,home,0
SES00005057,U003171,D0005472,CH05,2026-01-26 23:55:12,2026-01-27 00:06:26,674,product,0
SES00005058,U004696,D0005318,CH01,2025-12-10 05:05:59,2025-12-10 05:07:10,71,product,0
SES00005059,U000913,D0003891,CH06,2025-01-27 07:46:21,2025-01-27 07:47:56,95,home,0
SES00005060,U000617,D0005251,CH06,2025-07-24 03:17:42,2025-07-24 03:20:51,189,home,0
SES00005061,U002687,D0002496,CH03,2025-05-23 19:37:58,2025-05-23 19:39:34,96,campaign,0
SES00005062,U002100,D0000258,CH01,2026-01-18 13:10:51,2026-01-18 13:16:01,310,campaign,0
SES00005063,U003022,D0005535,CH04,2026-07-11 16:46:28,2026-07-11 16:49:52,204,campaign,0
SES00005064,U003903,D0004367,CH02,2026-06-04 22:41:02,2026-06-04 22:43:08,126,live,0
SES00005065,U001578,D0006433,CH01,2025-08-03 07:27:48,2025-08-03 07:29:18,90,home,0
SES00005066,U000915,D0004633,CH05,2026-03-15 23:13:34,2026-03-15 23:15:46,132,product,0
SES00005067,U001755,D0005614,CH02,2026-08-11 10:57:19,2026-08-11 11:06:07,528,home,0
SES00005068,U001419,D0002074,CH09,2026-08-16 21:03:29,2026-08-16 21:08:15,286,campaign,1
SES00005069,U003859,D0001410,CH01,2025-07-23 02:18:54,2025-07-23 02:19:21,27,home,0
SES00005070,U001098,D0004844,CH02,2025-07-23 11:58:01,2025-07-23 11:59:57,116,home,0
SES00005071,U002348,D0001005,CH03,2025-09-22 12:10:31,2025-09-22 12:18:32,481,home,0
SES00005072,U002937,D0001024,CH06,2025-05-30 20:16:35,2025-05-30 20:19:22,167,search,0
SES00005073,U002258,D0001218,CH08,2025-04-26 09:07:01,2025-04-26 09:11:20,259,home,1
SES00005074,U000995,D0004594,CH12,2026-02-06 15:22:36,2026-02-06 15:30:02,446,home,0
SES00005075,U003332,D0002520,CH04,2025-03-21 10:59:23,2025-03-21 11:15:08,945,home,0
SES00005076,U002986,D0005261,CH01,2025-05-11 02:36:04,2025-05-11 02:36:55,51,product,0
SES00005077,U004481,D0006875,CH02,2025-06-13 02:27:00,2025-06-13 02:37:43,643,home,1
SES00005078,U001484,D0004707,CH03,2026-02-10 03:19:20,2026-02-10 03:21:18,118,product,0
SES00005079,,D0003443,CH02,2025-09-13 07:43:44,2025-09-13 07:45:27,103,home,0
SES00005080,U000625,D0000891,CH06,2025-06-02 19:46:02,2025-06-02 19:46:33,31,campaign,0
SES00005081,U003375,D0006089,CH02,2025-05-27 08:38:39,2025-05-27 08:40:31,112,home,0
SES00005082,U001652,D0006973,CH05,2025-05-13 23:30:06,2025-05-13 23:31:52,106,home,0
SES00005083,U004137,D0003384,CH03,2025-06-26 20:00:25,2025-06-26 20:01:21,56,home,1
SES00005084,U004378,D0004565,CH08,2025-07-28 03:46:57,2025-07-28 03:52:12,315,live,1
SES00005085,U001844,D0005428,CH09,2025-09-10 09:54:59,2025-09-10 09:55:58,59,search,0
SES00005086,U002023,D0000638,CH03,2026-06-03 13:52:21,2026-06-03 13:55:35,194,product,0
SES00005087,U004323,D0002075,CH05,2025-04-19 19:19:03,2025-04-19 19:20:23,80,product,1
SES00005088,U000474,D0002724,CH08,2025-11-15 20:08:54,2025-11-15 20:13:06,252,search,0
SES00005089,U000750,D0005339,CH01,2025-07-18 01:49:27,2025-07-18 01:51:30,123,home,1
SES00005090,U000295,D0002859,CH04,2025-08-12 16:00:52,2025-08-12 16:03:12,140,live,0
SES00005091,U001063,D0006136,CH01,2025-04-08 04:27:32,2025-04-08 04:31:07,215,home,0
SES00005092,U002957,D0000892,CH01,2025-02-13 19:11:15,2025-02-13 19:12:07,52,product,0
SES00005093,U004732,D0004846,CH03,2025-08-07 17:54:48,2025-08-07 18:01:50,422,search,0
SES00005094,U004158,D0005374,CH01,2026-02-14 18:33:09,2026-02-14 18:36:46,217,search,0
SES00005095,U001089,D0005070,CH01,2026-04-16 13:49:14,2026-04-16 13:52:42,208,home,0
SES00005096,U004036,D0006387,CH02,2025-06-02 00:49:28,2025-06-02 00:56:55,447,home,0
SES00005097,U000094,D0004286,CH02,2025-04-04 09:38:18,2025-04-04 09:39:25,67,search,0
SES00005098,U000615,D0004563,CH08,2026-04-03 15:29:51,2026-04-03 15:35:42,351,search,0
SES00005099,U004069,D0002497,CH02,2025-11-06 05:05:11,2025-11-06 05:08:42,211,home,0
SES00005100,U004172,D0006842,CH11,2025-09-09 00:17:43,2025-09-09 00:22:11,268,search,1
SES00005101,U004495,D0001180,CH04,2025-01-01 11:13:41,2025-01-01 11:16:33,172,product,0
SES00005102,U001569,D0000275,CH01,2025-04-14 13:54:04,2025-04-14 13:56:07,123,product,0
SES00005103,U001747,D0002972,CH02,2025-08-24 09:03:02,2025-08-24 09:06:35,213,search,0
SES00005104,U004236,D0006257,CH08,2025-03-13 22:48:45,2025-03-13 22:50:21,96,home,0
SES00005105,U003681,D0002467,CH02,2026-04-19 15:09:05,2026-04-19 15:12:30,205,product,0
SES00005106,U004582,D0002474,CH08,2025-08-10 12:59:53,2025-08-10 13:02:46,173,home,0
SES00005107,U003078,D0001848,CH03,2025-11-26 12:12:07,2025-11-26 12:15:09,182,home,0
SES00005108,U001609,D0006059,CH10,2026-01-20 03:20:22,2026-01-20 03:24:26,244,search,0
SES00005109,U001424,D0002750,CH03,2026-04-09 10:08:11,2026-04-09 10:10:13,122,product,0
SES00005110,U004376,D0003316,CH08,2025-02-15 12:57:05,2025-02-15 12:59:42,157,search,1
SES00005111,U004111,D0001843,CH10,2025-09-21 10:23:12,2025-09-21 10:35:24,732,search,0
SES00005112,U001537,D0000417,CH03,2026-07-02 05:23:24,2026-07-02 05:23:59,35,product,0
SES00005113,U002691,D0000522,CH05,2026-08-17 22:25:08,2026-08-17 22:30:17,309,product,0
SES00005114,U004778,D0002779,CH02,2025-06-22 18:31:20,2025-06-22 18:34:25,185,product,1
SES00005115,U004526,D0001552,CH02,2025-05-09 20:20:15,2025-05-09 20:24:34,259,product,1
SES00005116,U002188,D0004352,CH03,2026-04-25 17:56:40,2026-04-25 18:00:59,259,home,0
SES00005117,U004344,D0004754,CH02,2025-12-29 00:56:02,2025-12-29 01:02:08,366,campaign,0
SES00005118,U000503,D0003919,CH02,2026-01-02 09:41:46,2026-01-02 09:45:01,195,campaign,0
SES00005119,U002186,D0000965,CH08,2025-12-27 09:00:34,2025-12-27 09:06:27,353,home,0
SES00005120,U001369,D0002312,CH09,2025-10-01 09:15:15,2025-10-01 09:23:19,484,live,0
SES00005121,,D0003021,CH02,2025-07-29 16:17:48,2025-07-29 16:21:37,229,campaign,0
SES00005122,U002459,D0003064,CH03,2025-12-29 08:40:53,2025-12-29 08:45:17,264,home,0
SES00005123,U003066,D0003246,CH06,2025-09-03 01:18:03,2025-09-03 01:21:29,206,campaign,0
SES00005124,U001850,D0001372,CH07,2025-12-04 11:18:13,2025-12-04 11:22:43,270,product,0
SES00005125,U001981,D0003431,CH01,2025-06-10 07:45:04,2025-06-10 07:50:46,342,product,0
SES00005126,U002937,D0005797,CH09,2025-07-07 11:45:32,2025-07-07 11:49:05,213,home,1
SES00005127,U004714,D0003932,CH02,2025-12-18 21:51:20,2025-12-18 21:54:04,164,product,0
SES00005128,U000903,D0003442,CH09,2025-07-04 21:29:22,2025-07-04 21:30:29,67,product,1
SES00005129,U004403,D0005138,CH08,2026-08-18 20:18:01,2026-08-18 20:20:21,140,home,1
SES00005130,U002978,D0000600,CH04,2025-02-28 09:06:31,2025-02-28 09:08:25,114,search,0
SES00005131,U004789,D0001720,CH10,2025-05-01 07:16:27,2025-05-01 07:18:07,100,home,0
SES00005132,U000695,D0002190,CH02,2026-02-16 17:26:16,2026-02-16 17:27:17,61,home,0
SES00005133,U001139,D0001682,CH06,2025-01-17 09:21:55,2025-01-17 09:33:41,706,home,0
SES00005134,U001480,D0004000,CH03,2025-11-05 11:11:22,2025-11-05 11:12:37,75,search,0
SES00005135,U003916,D0005242,CH03,2026-06-29 11:36:27,2026-06-29 11:41:02,275,home,0
SES00005136,U003425,D0000381,CH05,2025-09-26 16:23:56,2025-09-26 16:24:54,58,home,1
SES00005137,U002977,D0000463,CH01,2025-09-24 02:02:12,2025-09-24 02:04:42,150,home,0
SES00005138,,D0002074,CH06,2026-02-05 20:20:09,2026-02-05 20:26:10,361,campaign,0
SES00005139,U000113,D0000816,CH08,2026-04-24 11:49:56,2026-04-24 11:54:12,256,product,1
SES00005140,U000414,D0006872,CH06,2026-06-02 15:42:02,2026-06-02 15:49:39,457,search,1
SES00005141,U004119,D0006533,CH06,2025-08-08 16:51:22,2025-08-08 16:53:25,123,product,1
SES00005142,U003388,D0005577,CH06,2025-10-06 22:15:01,2025-10-06 22:17:23,142,search,1
SES00005143,U004148,D0006247,CH03,2025-03-02 17:52:44,2025-03-02 17:59:01,377,product,0
SES00005144,U000718,D0001366,CH09,2025-09-20 04:16:04,2025-09-20 04:16:43,39,campaign,0
SES00005145,U000964,D0002143,CH01,2025-08-16 03:02:18,2025-08-16 03:03:00,42,search,0
SES00005146,U000827,D0006749,CH01,2026-04-14 17:25:01,2026-04-14 17:30:20,319,home,0
SES00005147,U000388,D0006434,CH02,2025-03-12 06:29:16,2025-03-12 06:30:09,53,home,0
SES00005148,U003748,D0006548,CH03,2025-10-03 05:03:25,2025-10-03 05:05:28,123,home,0
SES00005149,U002526,D0006468,CH12,2025-06-20 08:26:14,2025-06-20 08:27:17,63,product,0
SES00005150,U000999,D0004502,CH01,2026-04-22 08:50:06,2026-04-22 08:53:36,210,home,0
SES00005151,U001221,D0001883,CH03,2025-09-28 02:11:52,2025-09-28 02:21:19,567,search,0
SES00005152,U004827,D0006419,CH02,2026-01-18 06:28:51,2026-01-18 06:30:12,81,home,0
SES00005153,U002056,D0006204,CH02,2025-12-13 20:22:55,2025-12-13 20:24:06,71,home,0
SES00005154,,D0002526,CH03,2025-02-12 03:51:45,2025-02-12 03:55:07,202,home,0
SES00005155,U004415,D0001776,CH04,2026-08-17 09:41:26,2026-08-17 09:43:21,115,home,0
SES00005156,U004684,D0003132,CH05,2025-12-07 09:29:05,2025-12-07 09:31:54,169,home,0
SES00005157,U003916,D0000576,CH02,2025-05-19 12:34:54,2025-05-19 12:36:51,117,product,1
SES00005158,U004410,D0000740,CH09,2026-07-15 20:48:14,2026-07-15 20:57:34,560,home,0
SES00005159,U003717,D0004424,CH04,2025-05-02 03:00:24,2025-05-02 03:07:33,429,home,0
SES00005160,U001958,D0002751,CH02,2025-08-27 23:20:58,2025-08-27 23:22:17,79,home,0
SES00005161,U001110,D0006066,CH09,2025-05-06 06:55:58,2025-05-06 06:57:21,83,home,0
SES00005162,U001754,D0006195,CH07,2025-03-03 09:49:18,2025-03-03 09:52:56,218,home,0
SES00005163,,D0004672,CH01,2025-06-29 02:34:50,2025-06-29 02:39:26,276,home,0
SES00005164,U002229,D0000428,CH05,2025-09-15 17:41:04,2025-09-15 17:50:06,542,product,1
SES00005165,U004059,D0001365,CH02,2026-03-15 08:54:46,2026-03-15 08:55:19,33,product,1
SES00005166,U000064,D0002768,CH01,2026-06-17 22:40:48,2026-06-17 22:42:43,115,search,0
SES00005167,U002751,D0002582,CH02,2025-02-28 08:00:25,2025-02-28 08:04:46,261,campaign,1
SES00005168,U004059,D0004766,CH01,2025-03-06 11:58:56,2025-03-06 12:06:42,466,home,0
SES00005169,U003883,D0000315,CH04,2026-02-12 14:42:10,2026-02-12 14:42:47,37,home,0
SES00005170,U004053,D0004934,CH07,2026-01-31 16:46:36,2026-01-31 16:49:27,171,campaign,0
SES00005171,U003857,D0005180,CH01,2025-10-27 00:09:56,2025-10-27 00:12:48,172,home,0
SES00005172,U004195,D0005578,CH01,2026-07-20 02:06:12,2026-07-20 02:07:23,71,search,0
SES00005173,U003655,D0004919,CH05,2025-01-06 05:22:05,2025-01-06 05:24:14,129,product,0
SES00005174,U001012,D0000002,CH01,2026-04-16 21:38:33,2026-04-16 21:40:17,104,home,0
SES00005175,U003599,D0000004,CH01,2025-03-16 16:18:52,2025-03-16 16:22:47,235,home,0
SES00005176,U003545,D0004250,CH08,2025-08-02 12:04:26,2025-08-02 12:09:19,293,product,0
SES00005177,U001874,D0001530,CH02,2025-03-21 18:27:05,2025-03-21 18:28:46,101,home,0
SES00005178,U000216,D0003509,CH10,2025-01-28 06:10:34,2025-01-28 06:13:27,173,search,0
SES00005179,U004024,D0001401,CH12,2026-02-15 07:51:13,2026-02-15 07:51:43,30,live,0
SES00005180,U003789,D0005810,CH03,2025-10-10 06:34:09,2025-10-10 06:37:16,187,product,0
SES00005181,U000277,D0003550,CH01,2025-06-12 06:41:42,2025-06-12 06:48:02,380,product,0
SES00005182,U004181,D0001294,CH01,2025-05-04 03:17:40,2025-05-04 03:19:27,107,home,0
SES00005183,U004456,D0003720,CH01,2025-10-03 06:33:09,2025-10-03 06:36:31,202,search,0
SES00005184,U004498,D0000478,CH07,2026-02-03 17:17:34,2026-02-03 17:18:00,26,search,0
SES00005185,U001937,D0005543,CH02,2025-12-05 12:25:21,2025-12-05 12:27:20,119,home,0
SES00005186,U002614,D0000278,CH05,2026-04-19 23:37:28,2026-04-19 23:40:28,180,home,0
SES00005187,U002872,D0006474,CH09,2025-03-23 19:05:18,2025-03-23 19:06:16,58,campaign,1
SES00005188,U001397,D0003989,CH03,2026-05-04 20:07:59,2026-05-04 20:12:57,298,campaign,0
SES00005189,U003437,D0002587,CH01,2025-07-22 01:03:38,2025-07-22 01:06:06,148,product,0
SES00005190,U000802,D0005868,CH07,2025-06-16 03:54:59,2025-06-16 04:00:38,339,home,0
SES00005191,U003427,D0005875,CH01,2026-04-12 13:05:54,2026-04-12 13:07:04,70,home,0
SES00005192,U004171,D0001788,CH01,2026-06-04 21:55:10,2026-06-04 21:56:00,50,product,0
SES00005193,U003559,D0003620,CH06,2026-03-09 14:46:46,2026-03-09 14:51:58,312,home,0
SES00005194,U003392,D0001690,CH09,2025-06-10 11:02:35,2025-06-10 11:03:52,77,product,1
SES00005195,U003057,D0003466,CH06,2025-01-02 00:01:34,2025-01-02 00:06:02,268,search,0
SES00005196,U000573,D0005289,CH01,2026-04-10 05:49:10,2026-04-10 05:52:30,200,live,1
SES00005197,U001587,D0006001,CH06,2026-04-30 20:03:03,2026-04-30 20:05:03,120,product,0
SES00005198,U000375,D0005777,CH02,2026-03-07 21:00:37,2026-03-07 21:02:57,140,home,0
SES00005199,U002414,D0002572,CH04,2025-10-23 07:26:12,2025-10-23 07:27:29,77,home,0
SES00005200,,D0000721,CH11,2026-04-13 15:52:37,2026-04-13 15:53:08,31,home,0
SES00005201,U001387,D0000730,CH01,2025-03-06 21:19:38,2025-03-06 21:22:02,144,product,1
SES00005202,U001141,D0003201,CH02,2026-01-17 02:55:49,2026-01-17 03:01:17,328,home,0
SES00005203,U001629,D0006802,CH06,2025-05-05 04:48:28,2025-05-05 04:51:06,158,campaign,0
SES00005204,U003227,D0001194,CH04,2026-05-14 22:32:30,2026-05-14 22:35:33,183,search,0
SES00005205,U000812,D0004340,CH04,2025-08-05 13:53:14,2025-08-05 13:55:39,145,search,1
SES00005206,U002890,D0000510,CH07,2026-08-04 07:30:35,2026-08-04 07:34:40,245,search,0
SES00005207,U004427,D0004166,CH05,2026-03-12 14:52:19,2026-03-12 14:55:18,179,product,1
SES00005208,U000471,D0001008,CH09,2026-08-08 20:46:44,2026-08-08 20:47:12,28,product,0
SES00005209,U000643,D0003587,CH02,2025-08-07 11:35:01,2025-08-07 11:39:55,294,home,0
SES00005210,,D0006160,CH02,2025-02-24 18:49:45,2025-02-24 18:50:56,71,live,0
SES00005211,U002615,D0004106,CH03,2025-11-03 13:45:45,2025-11-03 13:46:48,63,campaign,0
SES00005212,U001123,D0000165,CH03,2025-01-20 01:56:14,2025-01-20 02:00:09,235,search,0
SES00005213,U002332,D0005338,CH01,2026-01-23 06:20:32,2026-01-23 06:22:18,106,home,0
SES00005214,U004651,D0002838,CH05,2026-04-18 02:43:28,2026-04-18 02:46:30,182,home,0
SES00005215,U000212,D0005274,CH08,2026-05-25 13:06:50,2026-05-25 13:08:58,128,product,0
SES00005216,U004963,D0001369,CH04,2025-12-05 23:13:03,2025-12-05 23:16:21,198,search,0
SES00005217,U002477,D0001777,CH02,2025-09-26 10:15:09,2025-09-26 10:18:35,206,campaign,0
SES00005218,U002647,D0002714,CH12,2026-08-04 03:34:05,2026-08-04 03:41:51,466,product,0
SES00005219,U004458,D0003919,CH02,2025-03-04 18:23:26,2025-03-04 18:29:01,335,product,0
SES00005220,U002231,D0006782,CH07,2025-06-19 17:17:46,2025-06-19 17:21:04,198,home,0
SES00005221,U003291,D0005374,CH10,2026-01-28 10:36:05,2026-01-28 10:38:06,121,home,0
SES00005222,U001476,D0006010,CH03,2025-10-23 18:51:24,2025-10-23 18:53:33,129,campaign,0
SES00005223,U002137,D0000007,CH02,2025-12-15 21:00:22,2025-12-15 21:04:02,220,home,0
SES00005224,U004940,D0000187,CH02,2026-02-20 02:15:53,2026-02-20 02:18:58,185,product,0
SES00005225,U001236,D0003560,CH02,2025-12-13 23:23:00,2025-12-13 23:24:53,113,home,0
SES00005226,U002626,D0003094,CH10,2025-04-06 19:54:17,2025-04-06 19:56:59,162,product,1
SES00005227,U000843,D0005082,CH08,2026-03-25 19:04:49,2026-03-25 19:06:53,124,home,1
SES00005228,U000779,D0003956,CH02,2026-06-14 10:42:18,2026-06-14 10:44:56,158,campaign,0
SES00005229,U000195,D0003965,CH08,2025-04-11 05:49:19,2025-04-11 05:51:33,134,home,0
SES00005230,U001891,D0001246,CH01,2025-09-21 08:25:50,2025-09-21 08:33:17,447,home,0
SES00005231,U001378,D0006164,CH02,2025-05-26 10:29:53,2025-05-26 10:33:21,208,product,1
SES00005232,U004772,D0006943,CH06,2025-05-07 15:17:08,2025-05-07 15:18:39,91,product,0
SES00005233,U003375,D0002546,CH04,2025-01-06 17:47:18,2025-01-06 17:49:22,124,home,0
SES00005234,U000050,D0001288,CH03,2026-02-17 01:17:48,2026-02-17 01:19:37,109,campaign,0
SES00005235,U001940,D0001785,CH06,2025-03-13 21:32:47,2025-03-13 21:33:48,61,product,0
SES00005236,U003641,D0004620,CH10,2026-03-21 01:29:37,2026-03-21 01:31:57,140,home,0
SES00005237,U000790,D0005671,CH09,2025-08-31 04:40:40,2025-08-31 04:41:26,46,product,0
SES00005238,U002246,D0003236,CH03,2025-12-06 22:15:58,2025-12-06 22:19:03,185,campaign,0
SES00005239,U002393,D0006365,CH07,2025-02-11 10:26:49,2025-02-11 10:28:47,118,home,0
SES00005240,U002235,D0005105,CH03,2025-05-06 05:18:35,2025-05-06 05:20:53,138,product,0
SES00005241,U001413,D0006861,CH03,2025-04-04 10:20:08,2025-04-04 10:21:50,102,home,0
SES00005242,U003115,D0002800,CH03,2026-02-19 00:10:31,2026-02-19 00:13:34,183,search,0
SES00005243,U000103,D0001051,CH03,2026-08-19 19:35:16,2026-08-19 19:36:39,83,home,0
SES00005244,U003194,D0006356,CH01,2025-05-07 20:53:15,2025-05-07 20:53:50,35,live,0
SES00005245,U000052,D0004262,CH03,2026-06-30 03:40:32,2026-06-30 03:42:36,124,product,0
SES00005246,U000118,D0004963,CH07,2026-08-16 22:20:59,2026-08-16 22:24:41,222,live,0
SES00005247,U003067,D0000393,CH01,2026-08-09 04:30:10,2026-08-09 04:33:31,201,product,1
SES00005248,U004624,D0004646,CH04,2025-11-18 03:11:27,2025-11-18 03:14:05,158,campaign,0
SES00005249,U003176,D0002290,CH08,2025-10-20 19:00:50,2025-10-20 19:03:58,188,campaign,0
SES00005250,U002617,D0003470,CH05,2025-01-03 12:42:32,2025-01-03 12:51:07,515,search,0
SES00005251,U003206,D0002706,CH06,2025-01-07 10:06:32,2025-01-07 10:09:09,157,campaign,0
SES00005252,U001438,D0004599,CH12,2026-06-27 10:29:32,2026-06-27 10:32:18,166,search,0
SES00005253,,D0006471,CH06,2025-05-25 07:30:00,2025-05-25 07:33:31,211,search,0
SES00005254,U002213,D0000233,CH07,2025-07-22 09:46:19,2025-07-22 09:47:18,59,campaign,0
SES00005255,U001039,D0006979,CH10,2026-04-25 03:43:30,2026-04-25 03:44:21,51,home,0
SES00005256,,D0006004,CH01,2026-02-01 00:18:33,2026-02-01 00:21:30,177,product,0
SES00005257,U004961,D0000979,CH03,2026-04-09 23:14:46,2026-04-09 23:16:30,104,search,0
SES00005258,U000198,D0005923,CH04,2025-08-13 19:35:26,2025-08-13 19:39:18,232,home,0
SES00005259,U000108,D0002514,CH08,2025-05-04 11:11:38,2025-05-04 11:13:46,128,product,1
SES00005260,U004396,D0003477,CH01,2026-05-11 07:31:09,2026-05-11 07:31:56,47,search,1
SES00005261,U002962,D0000342,CH01,2026-05-08 03:20:36,2026-05-08 03:26:43,367,search,0
SES00005262,U000138,D0000974,CH10,2025-08-26 22:49:29,2025-08-26 23:05:05,936,product,0
SES00005263,U000560,D0004928,CH03,2026-06-22 07:56:09,2026-06-22 08:02:16,367,home,0
SES00005264,U004309,D0003841,CH08,2025-01-09 13:53:22,2025-01-09 13:54:27,65,home,0
