metric_id,stat_date,product_id,store_id,impressions,page_views,unique_visitors,buyers,paid_orders,gmv,refund_orders,favorite_additions
DPM000004611,2026-05-29,P000491,S0011,17903,1672,1489,22,23,21814.99,1,98
DPM000004612,2026-02-15,P001087,S0047,297,58,35,0,0,0.0,1,3
DPM000004613,2026-05-18,P001399,S0039,11509,4014,3338,23,27,57397.07,1,297
DPM000004614,2026-05-01,P001408,S0048,24854,3244,2615,96,86,151158.03,0,184
DPM000004615,2026-01-14,P000009,S0009,4455,168,143,17,17,50322.53,2,8
DPM000004616,2025-10-09,P000730,S0010,10019,2646,1591,20,22,30623.33,0,164
DPM000004617,2025-11-04,P000504,S0024,20776,1251,1052,87,96,45543.47,0,47
DPM000004618,2025-09-14,P000781,S0061,13599,2731,1748,145,160,19302.96,13,46
DPM000004619,2025-11-29,P000251,S0011,15904,5157,3074,248,257,866985.61,14,375
DPM000004620,2025-11-26,P000837,S0037,24239,3092,2532,109,129,454877.1,9,185
DPM000004621,2026-02-16,P000729,S0009,20530,5950,3315,53,57,245213.83,6,1
DPM000004622,2026-06-26,P000081,S0001,14246,704,561,56,56,5981.54,3,39
DPM000004623,2026-07-31,P000849,S0049,10711,1888,1453,62,50,16928.78,3,83
DPM000004624,2026-05-06,P000736,S0016,4378,1466,1303,126,131,424090.07,14,35
DPM000004625,2025-09-30,P001018,S0058,16739,5029,3669,76,86,204528.32,5,69
DPM000004626,2026-02-22,P000800,S0080,13523,4324,3679,336,298,57368.26,5,144
DPM000004627,2025-11-30,P000474,S0074,24849,789,434,22,25,54707.86,0,36
DPM000004628,2026-01-24,P000015,S0015,20008,5064,3915,357,345,601126.9,35,324
DPM000004629,2026-02-13,P000479,S0079,8093,2222,1344,109,87,309173.43,3,16
DPM000004630,2025-09-19,P000969,S0009,18399,3753,2228,197,163,290213.37,3,218
DPM000004631,2025-10-02,P000059,S0059,19986,4264,2953,77,91,190795.26,9,274
DPM000004632,2026-05-21,P000030,S0030,10439,3040,2279,170,136,141680.86,0,154
DPM000004633,2026-06-29,P001343,S0063,16843,1984,1251,123,100,2886.97,8,125
DPM000004634,2025-10-26,P001443,S0003,21122,7069,6272,579,573,1452310.7,12,457
DPM000004635,2026-06-06,P000385,S0065,23468,1599,1051,109,114,141507.27,0,130
DPM000004636,2026-03-13,P001343,S0063,23120,2196,1319,45,39,1205.16,3,114
DPM000004637,2026-01-28,P001290,S0010,6252,1416,1098,111,116,172351.48,14,0
DPM000004638,2026-03-14,P000038,S0038,4594,1377,1081,85,98,380531.12,1,51
DPM000004639,2026-01-31,P000462,S0062,273,21,12,0,0,0.0,0,1
DPM000004640,2026-01-03,P001082,S0042,15034,2296,1822,216,191,446546.29,4,38
DPM000004641,2026-08-01,P000333,S0013,23377,4466,2971,211,246,1000367.79,13,285
DPM000004642,2026-02-10,P000911,S0031,10371,2576,2300,58,52,7197.23,1,131
DPM000004643,2025-09-03,P000355,S0035,3858,958,789,23,22,25290.23,2,22
DPM000004644,2026-05-28,P001092,S0052,1335,461,304,34,34,84307.24,2,34
DPM000004645,2025-12-03,P000931,S0051,22100,2647,1499,102,119,402591.2,10,105
DPM000004646,2025-10-30,P000409,S0009,2045,684,420,28,27,78838.04,3,32
DPM000004647,2026-05-16,P001371,S0011,13479,2786,2089,218,255,367398.44,27,97
DPM000004648,2026-06-29,P000941,S0061,10970,1295,1059,17,15,35179.82,0,80
DPM000004649,2026-02-19,P000292,S0052,13846,1488,1265,73,66,197700.16,8,120
DPM000004650,2026-08-14,P000947,S0067,2080,489,294,16,14,33329.96,1,20
DPM000004651,2025-12-11,P001492,S0052,2568,125,92,7,6,2248.07,1,8
DPM000004652,2026-06-12,P001096,S0056,10193,805,494,45,37,85303.51,2,27
DPM000004653,2025-12-13,P001011,S0051,16933,5110,4283,27,28,66488.72,1,198
DPM000004654,2025-11-07,P000247,S0007,21321,1454,1205,109,117,112236.56,3,33
DPM000004655,2026-06-18,P000629,S0069,23770,8271,6522,348,285,429501.33,14,642
DPM000004656,2025-10-06,P000893,S0013,6879,538,392,13,11,12058.82,0,43
DPM000004657,2026-06-27,P000477,S0077,596,78,57,3,2,213.89,1,4
DPM000004658,2025-10-12,P001380,S0020,21439,5249,4480,154,179,373650.35,6,252
DPM000004659,2025-12-18,P001225,S0025,10733,3098,2624,247,274,942345.87,25,66
DPM000004660,2026-03-09,P000206,S0046,21877,1596,1338,51,42,60006.74,3,130
DPM000004661,2026-06-27,P000272,S0032,18316,6120,4657,473,416,321171.79,47,403
DPM000004662,2026-08-22,P001216,S0016,18397,5166,4243,367,303,277476.61,34,201
DPM000004663,2025-12-07,P001396,S0036,14923,2321,1636,150,158,4325.73,8,170
DPM000004664,2026-02-22,P000176,S0016,16233,4747,3198,257,278,265213.57,0,215
DPM000004665,2025-11-17,P001499,S0059,10298,1496,1225,81,81,124933.36,7,103
DPM000004666,2026-08-22,P000775,S0055,7278,634,479,23,22,70588.38,2,44
DPM000004667,2025-09-16,P000431,S0031,22970,3017,2627,125,148,271849.36,3,55
DPM000004668,2026-03-10,P001156,S0036,23824,7178,4891,181,159,261540.04,14,500
DPM000004669,2026-05-30,P000239,S0079,12548,3195,1863,62,68,197939.14,2,124
DPM000004670,2025-08-27,P001247,S0047,9182,852,755,4,4,10589.54,0,60
DPM000004671,2026-05-19,P000288,S0048,5772,1323,1007,88,90,225548.41,2,94
DPM000004672,2026-04-27,P001349,S0069,22607,5161,3560,55,61,92906.58,2,277
DPM000004673,2025-08-26,P001012,S0052,23755,7816,5383,99,86,38854.9,0,450
DPM000004674,2026-06-28,P000188,S0028,24871,4806,3261,153,141,487862.79,9,391
DPM000004675,2026-03-07,P000332,S0012,18119,4220,3638,175,203,110635.68,10,295
DPM000004676,2026-02-13,P000406,S0006,24551,2602,1969,181,175,62065.21,16,200
DPM000004677,2026-03-01,P001405,S0045,17073,5875,3996,329,285,366150.21,8,192
DPM000004678,2025-09-22,P001364,S0004,22416,2659,1990,76,85,42353.56,8,150
DPM000004679,2025-09-05,P000342,S0022,6291,1102,911,4,4,14771.78,1,22
DPM000004680,2025-11-19,P001253,S0053,22930,6948,5167,427,378,713297.65,22,516
DPM000004681,2026-07-20,P001401,S0041,8376,1735,1218,32,38,96157.85,3,72
DPM000004682,2026-08-11,P000325,S0005,2915,178,104,2,2,6163.63,0,14
DPM000004683,2026-05-27,P001044,S0004,20445,3773,2492,194,158,155962.41,17,208
DPM000004684,2026-08-08,P000226,S0066,22358,4905,3497,319,266,612373.39,7,130
DPM000004685,2025-09-28,P000388,S0068,6585,980,666,69,81,175603.23,0,39
DPM000004686,2025-12-23,P000331,S0011,8725,1851,1660,133,154,689549.55,5,145
DPM000004687,2026-06-18,P000326,S0006,6095,1390,823,51,51,76932.06,6,60
DPM000004688,2026-03-22,P001050,S0010,13248,4215,2757,70,82,172202.16,2,341
DPM000004689,2026-01-17,P000077,S0077,2464,322,218,19,21,70469.01,0,20
DPM000004690,2025-09-18,P000770,S0050,23174,6649,5042,226,192,23381.26,20,262
DPM000004691,2025-11-17,P001350,S0070,22975,4560,2577,158,153,545517.96,16,125
DPM000004692,2026-08-19,P000993,S0033,21776,7201,4591,66,66,151055.28,2,42
DPM000004693,2025-11-24,P000349,S0029,11664,2615,2249,126,116,59087.71,7,150
DPM000004694,2026-05-31,P000345,S0025,8864,2482,1674,167,158,624035.15,11,141
DPM000004695,2025-12-28,P000015,S0015,12858,1614,1098,80,87,125832.26,0,24
DPM000004696,2025-12-18,P000479,S0079,24034,2929,2544,170,151,403769.7,2,198
DPM000004697,2025-12-07,P001403,S0043,7306,1294,1135,107,109,64109.92,1,62
DPM000004698,2025-11-09,P000725,S0005,18284,748,648,37,34,87219.36,4,6
DPM000004699,2025-10-05,P001300,S0020,4202,419,231,24,28,65380.18,1,9
DPM000004700,2025-10-02,P001053,S0013,10028,873,619,46,52,21246.25,0,45
DPM000004701,2026-04-10,P001382,S0022,2925,130,106,11,8,10435.83,0,4
DPM000004702,2026-04-30,P000038,S0038,15022,3494,1928,138,131,306522.09,6,262
DPM000004703,2026-06-03,P001093,S0053,6572,515,351,32,35,82901.69,4,11
DPM000004704,2026-03-12,P000857,S0057,23261,3610,3141,252,237,832893.84,9,300
DPM000004705,2025-09-26,P000349,S0029,17298,3660,2913,163,146,92210.62,4,63
DPM000004706,2025-09-18,P000585,S0025,19018,6496,3700,150,125,27825.26,3,30
DPM000004707,2026-08-07,P000676,S0036,15503,3182,2633,159,175,167660.12,8,80
DPM000004708,2026-05-09,P000070,S0070,5948,239,205,8,8,27946.54,1,15
DPM000004709,2026-07-22,P000097,S0017,11593,518,444,13,11,8484.11,0,29
DPM000004710,2026-06-02,P000033,S0033,13315,3936,3161,24,23,11398.89,2,66
DPM000004711,2025-10-20,P000754,S0034,12173,2075,1648,54,45,62245.19,5,161
DPM000004712,2026-04-28,P000720,S0080,8109,1047,923,41,42,5160.62,1,61
DPM000004713,2026-05-16,P000769,S0049,5715,1393,1120,131,143,48719.31,11,36
DPM000004714,2026-07-26,P001293,S0013,24038,4475,2696,293,267,715782.51,31,87
DPM000004715,2026-01-14,P000599,S0039,2979,266,152,12,13,27419.64,0,15
DPM000004716,2025-09-24,P000166,S0006,22960,1756,1250,143,160,520949.55,6,123
DPM000004717,2025-12-23,P000103,S0023,19209,4349,3176,96,84,151450.02,5,263
DPM000004718,2025-08-25,P001195,S0075,719,181,106,7,5,7632.43,0,12
DPM000004719,2026-06-16,P000442,S0042,16320,4648,3061,168,160,445975.54,6,102
DPM000004720,2026-06-23,P000949,S0069,13128,3469,2067,233,239,61758.33,2,283
DPM000004721,2026-08-16,P001104,S0064,19379,1887,1177,47,41,47841.81,1,29
DPM000004722,2025-09-11,P000394,S0074,13494,1954,1634,33,30,30737.12,3,47
DPM000004723,2025-09-02,P000454,S0054,20990,2478,1574,162,189,262225.35,22,56
DPM000004724,2026-07-25,P000807,S0007,9851,854,618,60,55,83329.75,1,5
DPM000004725,2026-04-30,P001417,S0057,11990,2622,2215,255,249,957677.56,15,10
DPM000004726,2025-12-06,P000828,S0028,24563,4573,2860,247,236,48700.73,18,213
DPM000004727,2025-10-15,P001498,S0058,3057,290,246,15,14,11974.27,1,1
DPM000004728,2026-08-03,P001136,S0016,18831,6358,3530,284,245,469066.32,12,247
DPM000004729,2026-07-05,P000644,S0004,11457,1804,1094,100,88,194394.18,1,94
DPM000004730,2026-01-22,P000832,S0032,19028,2874,2061,175,165,345692.51,16,85
DPM000004731,2026-01-15,P000398,S0078,14069,4062,3381,220,190,224634.8,23,40
DPM000004732,2026-02-13,P000095,S0015,23810,5499,3721,177,142,249414.71,2,30
DPM000004733,2026-03-15,P000910,S0030,1216,58,43,1,1,1634.13,1,3
DPM000004734,2026-06-28,P001203,S0003,20759,5505,4673,416,355,1017862.74,29,90
DPM000004735,2026-04-21,P000324,S0004,20345,874,662,41,32,65718.25,3,55
DPM000004736,2026-04-10,P000908,S0028,3385,845,473,44,44,169031.46,5,66
DPM000004737,2026-07-06,P000237,S0077,4996,1418,1125,90,89,250357.52,2,102
DPM000004738,2026-04-13,P000815,S0015,21215,886,593,22,21,56953.84,2,18
DPM000004739,2026-07-08,P000123,S0043,1353,103,89,7,7,9527.69,1,7
DPM000004740,2025-12-23,P000240,S0080,12061,1808,1092,67,69,19290.06,2,97
DPM000004741,2026-08-17,P000187,S0027,21920,3951,2506,130,155,530141.33,2,65
DPM000004742,2026-04-21,P000873,S0073,14099,3719,2256,250,223,61156.51,11,13
DPM000004743,2026-03-28,P000134,S0054,17346,2591,1487,40,38,154609.83,2,208
DPM000004744,2026-08-04,P001389,S0029,21214,1923,1623,163,172,133912.68,14,95
DPM000004745,2026-06-15,P000835,S0035,1738,570,452,18,17,17571.47,2,26
DPM000004746,2026-03-19,P001370,S0010,11046,3659,2707,172,160,281398.0,3,22
DPM000004747,2025-11-18,P000291,S0051,17364,1158,737,63,74,77028.44,5,32
DPM000004748,2026-01-21,P000798,S0078,19207,2596,1644,24,20,2503.79,1,21
DPM000004749,2026-03-05,P000035,S0035,24649,1465,997,81,65,258113.34,6,88
DPM000004750,2025-12-06,P000291,S0051,16543,4928,3504,227,269,292117.27,4,113
DPM000004751,2026-08-05,P000653,S0013,13483,475,425,39,38,152277.35,2,16
DPM000004752,2025-12-12,P001182,S0062,22940,4308,3377,170,176,274450.69,16,131
DPM000004753,2026-02-03,P001380,S0020,3154,569,428,13,14,38392.69,0,42
DPM000004754,2025-12-18,P000987,S0027,1362,211,180,2,1,3041.81,0,6
DPM000004755,2025-12-12,P001262,S0062,3699,1085,960,100,89,170124.9,10,67
DPM000004756,2025-11-14,P000988,S0028,586,96,66,1,0,0.0,0,3
DPM000004757,2026-04-02,P001216,S0016,12703,2877,2544,19,20,12329.73,2,72
DPM000004758,2025-12-12,P000202,S0042,4356,1503,1234,88,88,275133.76,9,4
DPM000004759,2026-08-17,P001280,S0080,15057,1441,1171,81,84,9507.05,0,4
DPM000004760,2026-02-08,P000369,S0049,19956,5445,4519,162,155,410575.96,17,128
DPM000004761,2026-05-19,P001040,S0080,17319,1815,1346,113,125,221768.09,12,123
DPM000004762,2026-06-11,P000861,S0061,8529,1549,1060,98,99,136149.89,4,42
DPM000004763,2026-02-16,P001446,S0006,21452,1875,1267,151,148,419776.35,18,72
DPM000004764,2026-01-23,P001372,S0012,10796,2664,1764,38,30,49147.17,3,85
DPM000004765,2025-09-28,P000721,S0001,16752,2115,1504,155,178,12257.68,18,7
DPM000004766,2025-12-13,P000239,S0079,8962,2940,2624,111,131,398800.28,8,189
DPM000004767,2025-09-15,P001065,S0025,20381,4483,3980,397,446,388618.99,37,242
DPM000004768,2026-04-12,P001492,S0052,10147,3231,2278,167,161,63726.81,5,218
DPM000004769,2026-01-29,P000136,S0056,14611,2127,1222,44,52,58155.81,5,55
DPM000004770,2025-10-31,P000683,S0043,21901,1157,706,52,49,84659.66,5,37
DPM000004771,2026-07-18,P000276,S0036,14037,2629,1984,202,201,497144.11,3,167
DPM000004772,2026-01-12,P000683,S0043,24760,2624,2262,98,90,162206.49,9,103
DPM000004773,2026-05-23,P000599,S0039,18597,1729,1488,117,125,183077.35,11,54
DPM000004774,2026-07-10,P000510,S0030,2821,538,393,3,3,9124.94,0,30
DPM000004775,2026-04-02,P001259,S0059,6088,832,475,2,1,489.09,0,69
DPM000004776,2025-12-23,P001180,S0060,3449,371,333,38,37,48418.82,2,13
DPM000004777,2026-03-14,P000865,S0065,12343,2470,1377,10,11,31772.14,1,0
DPM000004778,2026-03-28,P000857,S0057,10183,2967,2260,67,59,221349.08,3,4
DPM000004779,2026-03-01,P000184,S0024,18012,4333,3035,212,192,507088.82,20,73
DPM000004780,2025-09-05,P001216,S0016,11141,2647,1743,204,182,103071.75,1,154
DPM000004781,2026-06-24,P000842,S0042,2947,101,86,1,1,3786.5,0,0
DPM000004782,2025-11-11,P000895,S0015,17824,3828,3277,224,261,57185.25,21,189
DPM000004783,2025-09-26,P000186,S0026,21886,2197,1260,149,162,263891.2,12,169
DPM000004784,2025-11-12,P001169,S0049,5291,1428,1192,101,100,146375.25,3,32
DPM000004785,2025-10-06,P000481,S0001,4730,729,430,21,22,5198.03,2,12
DPM000004786,2026-08-09,P000976,S0016,23668,8138,4801,312,352,1108226.32,8,275
DPM000004787,2026-06-03,P000886,S0006,1983,427,366,9,8,36143.33,1,12
DPM000004788,2026-02-27,P000975,S0015,14253,1202,1076,68,57,13700.78,1,46
DPM000004789,2025-09-13,P000491,S0011,16594,1315,1051,86,100,118736.48,0,48
DPM000004790,2026-01-17,P000768,S0048,5783,720,487,56,51,39407.84,1,17
DPM000004791,2026-07-21,P001131,S0011,24153,4697,3887,135,126,188680.91,8,87
DPM000004792,2026-04-24,P000370,S0050,18900,2607,1933,193,215,212080.82,10,70
DPM000004793,2025-12-20,P000322,S0002,20294,5199,4376,288,326,608117.18,24,384
DPM000004794,2026-07-25,P000386,S0066,13959,1420,1183,136,125,342269.85,3,110
DPM000004795,2026-05-11,P001074,S0034,1400,297,184,14,13,9607.35,0,9
DPM000004796,2025-10-30,P000632,S0072,1066,200,170,19,22,19893.59,0,8
DPM000004797,2026-06-25,P001069,S0029,18946,850,707,16,17,1856.59,1,37
DPM000004798,2026-04-10,P000731,S0011,7112,1357,953,53,43,112255.31,2,42
DPM000004799,2026-04-25,P001034,S0074,22290,5593,3272,332,397,716488.38,1,59
DPM000004800,2026-04-24,P000258,S0018,18334,4062,3200,205,165,397780.35,3,276
DPM000004801,2025-11-16,P000408,S0008,24101,3833,2699,54,62,3678.62,1,281
DPM000004802,2026-07-26,P001276,S0076,14113,688,400,38,40,67149.97,1,24
DPM000004803,2025-09-15,P000097,S0017,2481,308,260,3,2,1487.23,0,0
DPM000004804,2025-09-14,P000193,S0033,2894,866,693,41,35,69239.75,3,55
DPM000004805,2026-08-06,P001257,S0057,23355,1599,934,13,13,32593.73,1,21
DPM000004806,2026-07-13,P001272,S0072,21997,6740,5273,546,450,332487.44,5,460
DPM000004807,2026-08-19,P000484,S0004,13861,3328,2658,247,253,428470.05,10,252
DPM000004808,2026-04-05,P000542,S0062,21757,1757,1156,121,113,21363.98,12,4
DPM000004809,2025-12-03,P001300,S0020,23755,3416,2896,305,297,1181191.03,28,28
DPM000004810,2025-11-03,P001440,S0080,19625,1976,1127,24,23,47105.11,1,112
DPM000004811,2025-11-25,P000254,S0014,15579,2305,1459,158,133,375599.64,4,79
DPM000004812,2025-11-25,P001440,S0080,20330,6145,5379,369,392,569370.81,46,319
DPM000004813,2026-03-27,P001301,S0021,8316,354,229,8,7,8919.4,1,12
DPM000004814,2026-07-13,P000771,S0051,16227,2946,1795,202,162,22946.5,20,166
DPM000004815,2026-08-13,P001328,S0048,19477,4118,2375,54,55,106969.14,6,181
DPM000004816,2025-11-16,P000854,S0054,10091,2442,2016,217,201,280265.78,20,69
DPM000004817,2026-03-14,P000606,S0046,23697,6543,5554,599,643,1174116.1,36,86
DPM000004818,2026-07-16,P000489,S0009,15241,3345,2951,226,209,451871.81,0,191
DPM000004819,2025-08-29,P000042,S0042,17111,3155,2631,132,108,21552.45,9,97
DPM000004820,2026-06-22,P000706,S0066,11483,2122,1541,78,87,21662.62,9,90
DPM000004821,2025-11-02,P000256,S0016,3578,466,343,11,12,36947.82,0,36
DPM000004822,2025-10-23,P000628,S0068,18642,5688,3544,194,185,469228.9,18,58
DPM000004823,2026-03-13,P000073,S0073,11192,2006,1287,40,36,39593.63,1,152
DPM000004824,2026-01-26,P001434,S0074,22573,6697,3704,410,361,718432.83,5,77
DPM000004825,2025-09-27,P000755,S0035,15174,1775,1240,78,71,199856.7,4,70
DPM000004826,2026-07-03,P000384,S0064,6409,1416,900,106,100,29450.26,5,118
DPM000004827,2026-05-22,P001012,S0052,1610,524,379,2,1,595.39,1,25
DPM000004828,2026-03-19,P001480,S0040,4057,520,392,33,33,147578.97,4,11
DPM000004829,2025-11-01,P000499,S0019,13654,4290,3411,47,37,30458.59,4,272
DPM000004830,2025-10-31,P000589,S0029,6508,1723,1392,98,114,515534.6,3,123
DPM000004831,2026-01-08,P000146,S0066,16522,4115,2967,113,97,144968.83,2,140
DPM000004832,2025-10-16,P000943,S0063,9421,697,447,17,14,17043.14,1,29
DPM000004833,2025-12-07,P000589,S0029,17953,1481,1152,91,98,404411.72,1,23
DPM000004834,2026-04-16,P001491,S0051,9627,1186,1055,56,49,20007.15,5,48
DPM000004835,2026-06-08,P001225,S0025,7001,1197,837,13,14,46473.52,0,99
DPM000004836,2026-05-21,P001338,S0058,299,44,31,2,2,6161.19,0,1
DPM000004837,2026-03-04,P001210,S0010,11960,3346,1941,86,73,198289.1,1,70
DPM000004838,2025-09-10,P001088,S0048,184,51,36,0,0,0.0,1,1
DPM000004839,2026-06-13,P001447,S0007,19242,1495,830,80,90,35810.67,5,112
DPM000004840,2025-10-19,P000137,S0057,22406,7237,6487,61,62,75703.85,5,82
DPM000004841,2026-07-02,P000921,S0041,24647,4252,3619,218,245,686842.52,0,141
DPM000004842,2025-11-23,P001404,S0044,11390,3481,2198,90,72,260487.64,3,75
DPM000004843,2025-08-25,P000484,S0004,18722,828,539,31,26,24501.0,2,67
DPM000004844,2026-05-25,P000788,S0068,24293,3601,2180,128,137,310028.46,14,191
DPM000004845,2026-04-21,P000701,S0061,20798,644,547,41,43,74791.78,4,52
DPM000004846,2025-09-21,P000314,S0074,465,35,31,2,2,3367.68,0,1
DPM000004847,2026-02-15,P001207,S0007,3882,224,149,2,1,2598.51,0,0
DPM000004848,2025-08-24,P000748,S0028,12482,1734,1097,129,147,277627.26,2,86
DPM000004849,2026-01-01,P001247,S0047,21381,6901,6100,251,284,664186.03,20,204
DPM000004850,2026-07-16,P001234,S0034,17070,5774,3325,243,232,519649.11,14,59
DPM000004851,2025-09-17,P001379,S0019,10346,1066,676,45,53,59447.71,6,35
DPM000004852,2026-03-05,P001264,S0064,11494,2617,1874,174,145,105955.85,4,145
DPM000004853,2025-11-14,P000615,S0055,8049,696,570,21,24,63468.9,0,15
DPM000004854,2025-09-16,P000722,S0002,22347,1521,1108,125,141,207034.75,5,120
DPM000004855,2025-12-10,P001415,S0055,7038,2233,1405,97,112,173213.82,13,7
DPM000004856,2026-07-22,P000315,S0075,6099,2032,1706,192,220,160752.97,12,104
DPM000004857,2025-09-16,P001159,S0039,4060,562,337,35,34,67454.56,2,4
DPM000004858,2025-09-14,P000960,S0080,24869,6178,3585,24,27,4756.98,1,287
DPM000004859,2025-09-09,P000960,S0080,17197,3542,2093,56,56,8868.02,7,0
DPM000004860,2025-11-13,P000447,S0047,9470,2803,1561,130,116,126706.11,9,8
DPM000004861,2026-01-13,P001480,S0040,3721,735,660,17,13,54477.85,0,12
DPM000004862,2025-10-26,P000864,S0064,20247,6772,4500,277,241,222539.21,12,91
DPM000004863,2026-01-30,P000477,S0077,2577,523,306,16,14,1703.28,0,24
DPM000004864,2025-09-13,P000123,S0043,22653,3164,1881,217,219,246817.06,10,13
DPM000004865,2026-01-12,P000826,S0026,4141,1179,728,52,46,40766.67,3,55
DPM000004866,2026-06-16,P000754,S0034,1036,258,153,14,15,18183.02,0,2
DPM000004867,2025-08-31,P000671,S0031,23866,4184,2453,44,39,108995.31,4,135
DPM000004868,2025-09-25,P000365,S0045,6362,1759,1498,136,139,351987.06,6,107
DPM000004869,2026-01-31,P000990,S0030,10282,2476,1750,194,203,156173.61,21,195
DPM000004870,2026-07-22,P001161,S0041,20921,5198,4094,417,430,848223.82,14,257
DPM000004871,2025-09-19,P001417,S0057,11508,3245,1995,96,79,261282.58,9,153
DPM000004872,2025-09-17,P001490,S0050,22957,1722,1439,168,152,371372.6,8,139
DPM000004873,2026-01-14,P000197,S0037,14999,769,653,17,15,20172.87,0,57
DPM000004874,2026-02-15,P000464,S0064,3190,628,426,44,52,122985.25,3,10
DPM000004875,2026-07-19,P000434,S0034,13353,3277,2870,194,230,91258.8,3,272
DPM000004876,2026-06-04,P000980,S0020,1963,411,261,18,18,34015.97,0,29
DPM000004877,2025-10-01,P000136,S0056,15556,3019,2229,46,52,102133.54,6,70
DPM000004878,2026-04-15,P000167,S0007,17515,2418,2065,167,147,13934.67,8,57
DPM000004879,2026-01-21,P001333,S0053,5401,1756,978,81,65,94348.74,0,19
DPM000004880,2026-03-15,P000812,S0012,24735,8191,6525,151,130,273487.68,8,281
DPM000004881,2025-10-11,P000846,S0046,17893,5930,4541,403,451,758325.46,48,127
DPM000004882,2026-04-18,P001257,S0057,8050,274,245,18,16,26585.47,1,5
DPM000004883,2026-07-08,P000168,S0008,6382,1419,925,107,116,124573.44,5,38
DPM000004884,2026-07-17,P001320,S0040,5002,742,653,9,9,33489.99,0,49
DPM000004885,2026-06-20,P000302,S0062,22669,7735,6377,154,180,462125.66,18,459
DPM000004886,2026-01-18,P001294,S0014,6918,970,580,35,40,4351.78,4,49
DPM000004887,2025-10-03,P000848,S0048,21335,4962,2963,26,23,68958.93,0,254
DPM000004888,2026-03-06,P000768,S0048,8590,1011,697,57,52,58042.89,3,15
DPM000004889,2026-05-23,P000268,S0028,22579,4992,3400,332,371,1484439.73,14,234
DPM000004890,2025-09-17,P000761,S0041,24314,4288,3683,32,35,72426.43,3,41
DPM000004891,2026-05-01,P000620,S0060,12411,3191,2861,219,175,267551.51,0,77
DPM000004892,2026-06-17,P000822,S0022,11697,815,648,34,36,70381.24,1,60
DPM000004893,2025-09-27,P001336,S0056,20148,5028,3345,187,190,697521.23,13,124
DPM000004894,2025-09-12,P001370,S0010,1699,103,65,4,3,9238.18,0,4
DPM000004895,2025-10-26,P000114,S0034,21984,7614,4206,204,193,22756.15,20,143
DPM000004896,2025-11-02,P000699,S0059,16280,5237,4620,60,54,54212.52,2,205
DPM000004897,2026-06-20,P000108,S0028,22018,4930,3559,52,53,116776.69,4,71
DPM000004898,2026-04-30,P000912,S0032,2571,769,589,28,27,74771.58,1,52
DPM000004899,2026-03-03,P000465,S0065,6144,1198,757,48,56,122162.53,4,85
DPM000004900,2026-04-09,P000525,S0045,17551,2685,1680,81,96,314258.17,6,160
DPM000004901,2026-04-02,P001119,S0079,12781,1368,811,23,27,35567.83,2,27
DPM000004902,2026-03-08,P001312,S0032,4632,506,389,29,26,61800.03,2,28
DPM000004903,2025-09-01,P000670,S0030,15339,1643,1321,92,90,211477.68,3,118
DPM000004904,2026-05-20,P001278,S0078,13902,547,405,34,30,9172.4,3,6
DPM000004905,2025-12-03,P000534,S0054,12377,3959,3277,277,331,54797.82,32,293
DPM000004906,2026-02-28,P001042,S0002,868,173,147,10,11,34080.93,0,1
DPM000004907,2026-03-24,P000451,S0051,918,181,139,11,9,30559.47,1,12
DPM000004908,2026-03-15,P000191,S0031,3972,418,345,20,17,3126.45,2,20
DPM000004909,2025-08-31,P000023,S0023,21465,7149,6297,630,642,2283880.78,34,38
DPM000004910,2026-03-11,P001126,S0006,2448,517,393,21,23,16446.26,2,9
DPM000004911,2026-07-19,P000713,S0073,17817,5470,4148,151,149,98135.24,5,94
DPM000004912,2026-08-04,P001497,S0057,11889,701,443,27,25,112638.58,0,2
DPM000004913,2026-01-12,P000418,S0018,4286,202,131,11,12,42949.25,1,11
DPM000004914,2026-04-10,P000818,S0018,5314,334,232,6,6,18761.86,1,17
DPM000004915,2026-03-19,P000692,S0052,14970,1072,599,54,44,17700.83,5,0
DPM000004916,2026-06-24,P000038,S0038,16426,4646,2840,231,265,759166.1,24,96
DPM000004917,2026-05-26,P001446,S0006,11541,2691,1514,162,160,483469.95,13,14
DPM000004918,2026-01-04,P001311,S0031,19529,4359,3339,306,308,47356.3,8,77
DPM000004919,2026-03-25,P000448,S0048,19361,626,519,33,35,13334.68,1,2
DPM000004920,2026-04-13,P000334,S0014,8304,1084,618,48,56,34135.72,5,50
DPM000004921,2026-05-16,P000366,S0046,23951,5362,4495,267,239,355946.56,10,163
DPM000004922,2026-01-22,P000370,S0050,24802,3928,2642,50,50,30094.75,3,267
DPM000004923,2026-04-29,P000321,S0001,17247,4115,2695,81,88,147003.77,5,86
DPM000004924,2026-08-17,P000985,S0025,20859,6215,3817,264,271,618468.2,20,153
DPM000004925,2026-01-03,P001413,S0053,13273,1608,1389,156,133,431288.29,2,24
DPM000004926,2026-07-13,P001306,S0026,15189,4205,3175,312,274,581313.64,12,288
DPM000004927,2026-03-12,P000183,S0023,8762,2050,1717,38,45,158136.99,1,119
DPM000004928,2026-02-10,P000251,S0011,2625,383,306,28,25,90186.27,1,15
DPM000004929,2026-08-03,P000129,S0049,24570,1801,1499,112,127,31846.88,15,30
DPM000004930,2025-11-05,P001407,S0047,11763,2261,1714,149,149,137837.49,13,29
DPM000004931,2026-01-26,P000763,S0043,832,89,69,7,7,18901.56,0,6
