ticket_id,user_id,order_id,issue_type,priority,ticket_status,created_at,resolved_at,source_channel
TK0000475,U004145,,商品咨询,normal,closed,2025-07-17 01:11:30,2025-07-17 07:11:30,web
TK0000476,U002795,,物流问题,normal,resolved,2026-01-26 02:33:06,2026-01-28 18:33:06,phone
TK0000477,U000636,O00001604,活动优惠,normal,closed,2025-09-06 00:29:16,2025-09-08 01:29:16,web
TK0000478,U000954,O00009278,物流问题,normal,processing,2026-01-01 05:01:24,,web
TK0000479,U003316,,退款售后,normal,resolved,2025-10-08 15:19:29,2025-10-11 15:19:29,app
TK0000480,U002039,O00004572,退款售后,normal,resolved,2025-12-27 12:09:14,2025-12-30 09:09:14,app
TK0000481,U003035,O00005719,订单咨询,normal,closed,2025-11-30 20:35:27,2025-12-02 04:35:27,phone
TK0000482,U003719,O00003998,物流问题,high,closed,2025-03-17 12:01:04,2025-03-19 00:01:04,app
TK0000483,U003143,,活动优惠,low,closed,2025-07-23 21:01:04,2025-07-24 19:01:04,phone
TK0000484,U001148,O00002774,账户问题,normal,closed,2025-03-05 08:23:34,2025-03-07 19:23:34,app
TK0000485,U003793,O00001974,退款售后,normal,closed,2026-03-17 12:41:00,2026-03-17 20:41:00,app
TK0000486,U003830,O00001497,退款售后,high,resolved,2026-07-13 06:22:57,2026-07-15 04:22:57,app
TK0000487,U001636,O00011291,账户问题,high,closed,2025-06-26 14:39:00,2025-06-28 23:39:00,phone
TK0000488,U002040,O00003863,商品咨询,normal,resolved,2025-02-15 05:24:47,2025-02-15 07:24:47,phone
TK0000489,U003023,O00007483,账户问题,normal,resolved,2025-08-10 08:40:17,2025-08-13 01:40:17,web
TK0000490,U004169,O00009339,退款售后,low,resolved,2025-12-08 15:07:54,2025-12-09 11:07:54,web
TK0000491,U000226,O00007567,退款售后,high,open,2025-11-18 00:23:41,,app
TK0000492,U004523,O00002010,订单咨询,normal,resolved,2026-05-29 12:54:11,2026-05-31 09:54:11,app
TK0000493,U003094,,退款售后,normal,closed,2026-03-09 10:05:35,2026-03-11 15:05:35,phone
TK0000494,U003479,O00008325,物流问题,normal,closed,2026-06-26 03:31:11,2026-06-27 22:31:11,web
TK0000495,U002615,O00010122,退款售后,normal,resolved,2025-07-16 12:06:16,2025-07-19 06:06:16,phone
TK0000496,U000739,O00004463,物流问题,high,closed,2026-03-27 10:32:40,2026-03-30 09:32:40,app
TK0000497,U000128,O00010009,商品咨询,low,closed,2025-03-03 10:59:57,2025-03-05 23:59:57,app
TK0000498,U003497,O00005039,退款售后,normal,closed,2025-09-14 15:25:26,2025-09-15 23:25:26,app
TK0000499,U000534,,退款售后,low,resolved,2026-07-08 15:12:41,2026-07-09 11:12:41,app
TK0000500,U002972,,商品咨询,low,resolved,2025-03-05 03:20:08,2025-03-06 08:20:08,web
TK0000501,U002770,O00001896,商品咨询,low,closed,2026-08-23 02:03:29,2026-08-23 08:03:29,web
TK0000502,U004009,O00007162,活动优惠,high,closed,2025-06-23 23:17:49,2025-06-24 23:17:49,app
TK0000503,U002822,O00004877,活动优惠,normal,closed,2025-05-03 23:45:18,2025-05-04 21:45:18,app
TK0000504,U004624,,退款售后,normal,closed,2025-04-13 19:28:10,2025-04-15 12:28:10,app
TK0000505,U002681,O00008466,退款售后,normal,closed,2025-04-10 22:00:28,2025-04-12 06:00:28,app
TK0000506,U000681,O00001003,活动优惠,low,resolved,2026-06-06 10:09:55,2026-06-08 15:09:55,app
TK0000507,U001311,,物流问题,high,closed,2026-03-16 05:27:43,2026-03-17 14:27:43,phone
TK0000508,U001700,O00001872,订单咨询,normal,processing,2025-08-03 02:52:17,,social
TK0000509,U004638,O00010094,退款售后,low,closed,2026-06-05 23:29:57,2026-06-06 15:29:57,phone
TK0000510,U004847,,商品咨询,low,closed,2026-03-09 09:39:56,2026-03-10 03:39:56,phone
TK0000511,U004533,O00007031,账户问题,normal,processing,2025-12-10 11:37:22,,phone
TK0000512,U001940,O00009943,物流问题,normal,closed,2026-05-12 11:00:56,2026-05-14 12:00:56,app
TK0000513,U004025,O00008511,物流问题,high,closed,2025-11-29 05:41:30,2025-11-30 02:41:30,phone
TK0000514,U002661,,物流问题,high,resolved,2025-07-30 11:22:24,2025-07-31 15:22:24,web
TK0000515,U004034,O00009746,商品咨询,normal,open,2025-11-04 07:07:10,,social
TK0000516,U001116,O00010570,退款售后,normal,open,2026-08-10 13:20:34,,app
TK0000517,U002471,O00004139,退款售后,normal,processing,2026-04-21 06:24:36,,app
TK0000518,U003427,O00001171,订单咨询,normal,resolved,2026-06-22 12:19:17,2026-06-23 12:19:17,app
TK0000519,U000768,,物流问题,low,closed,2026-01-03 09:26:11,2026-01-05 06:26:11,app
TK0000520,U001052,O00007477,商品咨询,normal,closed,2026-06-12 19:46:14,2026-06-15 16:46:14,social
TK0000521,U000495,O00008898,订单咨询,urgent,resolved,2026-03-19 11:29:33,2026-03-20 14:29:33,phone
TK0000522,U003632,O00001090,商品咨询,normal,closed,2026-08-01 04:07:14,2026-08-03 14:07:14,web
TK0000523,U002698,O00009697,退款售后,normal,closed,2025-08-02 03:02:58,2025-08-04 12:02:58,app
TK0000524,U000264,O00004938,退款售后,low,resolved,2025-12-04 19:41:50,2025-12-07 18:41:50,phone
TK0000525,U002618,O00002574,活动优惠,normal,resolved,2026-01-13 05:07:23,2026-01-13 13:07:23,app
TK0000526,U003894,,商品咨询,normal,closed,2025-01-24 02:54:01,2025-01-26 02:54:01,phone
TK0000527,U002938,O00011206,商品咨询,normal,closed,2026-04-19 18:00:22,2026-04-22 18:00:22,app
TK0000528,U000251,O00002794,退款售后,high,resolved,2025-04-01 22:39:06,2025-04-03 14:39:06,social
TK0000529,U003546,O00003943,订单咨询,normal,closed,2025-01-29 02:37:53,2025-01-31 14:37:53,app
TK0000530,U004481,O00003231,物流问题,normal,closed,2026-07-25 02:52:50,2026-07-28 02:52:50,app
TK0000531,U003447,O00003885,订单咨询,high,closed,2025-05-24 15:47:56,2025-05-27 08:47:56,app
TK0000532,U000554,O00000754,退款售后,high,resolved,2026-04-23 12:13:21,2026-04-25 01:13:21,phone
TK0000533,U000585,O00006531,退款售后,normal,closed,2026-03-17 12:26:14,2026-03-17 22:26:14,phone
TK0000534,U002875,O00005067,订单咨询,urgent,resolved,2025-07-12 21:45:06,2025-07-13 20:45:06,app
TK0000535,U002605,O00002673,订单咨询,normal,open,2025-11-22 07:11:07,,phone
TK0000536,U000708,O00004359,物流问题,high,closed,2025-10-04 00:34:27,2025-10-06 14:34:27,app
TK0000537,U000601,,订单咨询,high,closed,2025-07-31 02:56:59,2025-07-31 07:56:59,social
TK0000538,U000385,O00011511,退款售后,low,open,2025-03-30 12:29:06,,app
TK0000539,U003604,,商品咨询,normal,closed,2026-03-19 01:56:05,2026-03-21 16:56:05,web
TK0000540,U003884,O00006809,物流问题,normal,resolved,2026-02-06 04:46:27,2026-02-08 12:46:27,app
TK0000541,U002609,O00008345,订单咨询,high,processing,2025-02-22 05:55:29,,social
TK0000542,U004479,O00006977,订单咨询,normal,resolved,2026-02-19 22:21:19,2026-02-20 01:21:19,app
TK0000543,U000903,O00010844,订单咨询,normal,resolved,2026-02-06 16:55:38,2026-02-08 14:55:38,app
TK0000544,U002831,O00005957,退款售后,normal,resolved,2025-01-26 02:22:28,2025-01-27 11:22:28,web
TK0000545,U002206,O00003719,商品咨询,normal,resolved,2026-08-25 19:41:28,2026-08-28 01:41:28,app
TK0000546,U003210,O00009906,活动优惠,high,resolved,2026-06-05 21:14:20,2026-06-08 10:14:20,app
TK0000547,U004404,O00007460,退款售后,normal,resolved,2025-10-12 11:21:57,2025-10-15 07:21:57,app
TK0000548,U003544,O00005882,物流问题,normal,closed,2026-08-09 23:51:40,2026-08-11 06:51:40,app
TK0000549,U003713,O00002617,物流问题,high,closed,2025-07-26 18:54:24,2025-07-27 15:54:24,social
TK0000550,U000419,,订单咨询,normal,closed,2026-08-12 22:23:18,2026-08-14 08:23:18,social
TK0000551,U004736,,账户问题,normal,open,2025-02-04 08:25:53,,app
TK0000552,U004579,O00005646,物流问题,low,closed,2025-07-03 20:46:30,2025-07-04 17:46:30,web
TK0000553,U004783,,订单咨询,normal,resolved,2025-06-13 09:36:21,2025-06-14 21:36:21,app
TK0000554,U002895,O00008737,活动优惠,high,resolved,2025-11-20 15:52:17,2025-11-22 12:52:17,app
TK0000555,U003565,O00008548,商品咨询,high,resolved,2026-05-28 09:29:53,2026-05-31 08:29:53,app
TK0000556,U003494,O00005729,活动优惠,normal,resolved,2026-04-13 03:28:35,2026-04-13 10:28:35,app
TK0000557,U003431,O00003085,商品咨询,high,closed,2026-08-14 16:23:12,2026-08-17 09:23:12,app
TK0000558,U003922,O00008177,物流问题,low,open,2025-12-05 04:55:05,,app
TK0000559,U001081,O00008496,订单咨询,normal,open,2026-03-20 11:18:20,,web
TK0000560,U004993,,账户问题,urgent,resolved,2025-04-05 19:39:15,2025-04-06 05:39:15,phone
TK0000561,U003459,O00001373,商品咨询,normal,closed,2025-07-14 05:23:45,2025-07-15 10:23:45,social
TK0000562,U001549,O00007706,退款售后,normal,closed,2026-07-26 15:47:48,2026-07-27 23:47:48,phone
TK0000563,U000060,O00000709,订单咨询,high,closed,2026-06-13 20:13:14,2026-06-15 04:13:14,web
TK0000564,U000230,O00001897,活动优惠,high,closed,2025-06-24 18:21:25,2025-06-25 03:21:25,web
TK0000565,U001673,O00010779,物流问题,normal,closed,2025-06-04 03:35:12,2025-06-06 06:35:12,web
TK0000566,U000044,O00000448,退款售后,normal,open,2025-04-16 14:25:16,,web
TK0000567,U000285,O00002661,商品咨询,urgent,resolved,2026-05-23 22:04:00,2026-05-25 09:04:00,app
TK0000568,U003678,O00005694,物流问题,normal,closed,2025-06-05 17:12:13,2025-06-07 10:12:13,app
TK0000569,U000004,O00002903,退款售后,normal,resolved,2025-02-08 17:50:04,2025-02-08 22:50:04,app
TK0000570,U004922,,商品咨询,normal,closed,2025-05-17 07:46:55,2025-05-19 14:46:55,phone
TK0000571,U004991,O00003692,物流问题,low,resolved,2026-08-26 02:43:39,2026-08-28 14:43:39,social
TK0000572,U002237,O00005022,商品咨询,normal,resolved,2026-01-15 02:16:48,2026-01-17 01:16:48,app
TK0000573,U002283,O00010375,退款售后,normal,resolved,2025-06-07 07:09:01,2025-06-09 00:09:01,social
TK0000574,U004382,O00000496,退款售后,high,closed,2025-06-10 02:11:25,2025-06-10 12:11:25,app
TK0000575,U003763,,物流问题,normal,resolved,2025-08-17 18:02:19,2025-08-19 11:02:19,app
TK0000576,U003464,O00008304,订单咨询,normal,resolved,2025-06-30 01:26:36,2025-07-01 20:26:36,phone
TK0000577,U004299,O00005056,商品咨询,high,closed,2025-08-19 22:31:06,2025-08-22 06:31:06,phone
TK0000578,U001501,,活动优惠,normal,resolved,2025-03-08 20:38:50,2025-03-11 08:38:50,app
TK0000579,U002526,,退款售后,low,closed,2025-09-21 06:55:26,2025-09-22 16:55:26,app
TK0000580,U000019,O00011220,活动优惠,normal,closed,2026-08-25 13:14:18,2026-08-28 05:14:18,app
TK0000581,U002423,,商品咨询,normal,processing,2025-02-14 06:58:15,,app
TK0000582,U002202,O00011980,活动优惠,normal,closed,2026-01-13 02:54:10,2026-01-14 04:54:10,phone
TK0000583,U003599,O00008643,物流问题,normal,closed,2026-05-03 02:37:28,2026-05-05 15:37:28,social
TK0000584,U002693,O00008804,退款售后,normal,processing,2025-09-04 13:02:52,,app
TK0000585,U000185,O00006044,退款售后,normal,open,2026-02-07 14:34:20,,app
TK0000586,U000030,O00005190,商品咨询,normal,resolved,2025-09-11 13:49:05,2025-09-12 14:49:05,social
TK0000587,U004478,,退款售后,low,closed,2025-10-07 01:04:19,2025-10-07 22:04:19,phone
TK0000588,U000651,O00001754,商品咨询,normal,resolved,2026-06-26 01:35:24,2026-06-28 06:35:24,app
TK0000589,U001037,O00010471,订单咨询,normal,closed,2025-04-18 01:19:57,2025-04-18 21:19:57,phone
TK0000590,U000957,,活动优惠,normal,resolved,2026-04-12 09:04:18,2026-04-15 06:04:18,app
TK0000591,U004904,,退款售后,normal,resolved,2025-06-23 21:16:35,2025-06-25 22:16:35,app
TK0000592,U003013,O00005990,商品咨询,low,closed,2025-08-31 00:50:53,2025-09-01 16:50:53,phone
TK0000593,U003540,,商品咨询,high,resolved,2026-07-06 19:18:47,2026-07-08 11:18:47,phone
TK0000594,U003659,O00006589,活动优惠,high,closed,2025-06-13 18:32:32,2025-06-16 17:32:32,phone
TK0000595,U000686,O00003618,订单咨询,high,closed,2025-07-05 18:51:48,2025-07-08 01:51:48,web
TK0000596,U001778,O00002884,退款售后,normal,resolved,2026-02-27 22:19:46,2026-03-01 10:19:46,web
TK0000597,U001625,O00006226,订单咨询,normal,closed,2025-03-30 04:04:15,2025-03-30 22:04:15,social
TK0000598,U000237,O00001892,物流问题,normal,closed,2026-05-25 11:12:01,2026-05-25 16:12:01,app
TK0000599,U003490,,退款售后,normal,closed,2026-04-20 19:10:26,2026-04-23 14:10:26,web
TK0000600,U004135,O00001845,活动优惠,normal,resolved,2025-06-07 04:47:41,2025-06-08 17:47:41,web
TK0000601,U001928,O00006715,物流问题,normal,closed,2025-10-07 04:32:17,2025-10-08 02:32:17,web
TK0000602,U001807,O00004810,订单咨询,low,open,2026-07-25 05:42:35,,phone
TK0000603,U000686,O00003618,订单咨询,urgent,closed,2025-07-05 16:51:48,2025-07-07 03:51:48,phone
TK0000604,U002208,O00000630,订单咨询,urgent,processing,2025-05-13 04:30:27,,app
TK0000605,U002381,O00011401,物流问题,normal,closed,2025-02-09 04:15:19,2025-02-09 21:15:19,app
TK0000606,U000621,O00002897,物流问题,normal,resolved,2026-01-28 12:49:36,2026-01-30 09:49:36,social
TK0000607,U001464,O00004721,物流问题,normal,resolved,2026-05-03 22:52:47,2026-05-04 15:52:47,social
TK0000608,U003603,O00003589,物流问题,normal,resolved,2026-06-06 16:14:59,2026-06-07 01:14:59,web
TK0000609,U003565,O00000060,退款售后,high,closed,2025-08-05 18:00:37,2025-08-08 18:00:37,social
TK0000610,U004093,O00010379,物流问题,high,resolved,2026-03-29 09:00:28,2026-03-29 16:00:28,web
TK0000611,U002643,O00001760,物流问题,urgent,processing,2025-08-21 16:25:02,,app
TK0000612,U002074,,退款售后,normal,resolved,2026-08-18 16:50:31,2026-08-20 05:50:31,app
TK0000613,U001719,,商品咨询,normal,closed,2026-04-05 12:26:04,2026-04-06 23:26:04,app
TK0000614,U003151,,退款售后,normal,closed,2025-08-13 16:37:21,2025-08-14 19:37:21,app
TK0000615,U001931,O00011654,商品咨询,normal,resolved,2025-06-01 08:40:33,2025-06-03 22:40:33,social
TK0000616,U003690,,退款售后,high,closed,2025-12-23 00:32:28,2025-12-25 11:32:28,web
TK0000617,U000229,,商品咨询,high,closed,2025-07-07 18:41:49,2025-07-10 13:41:49,app
TK0000618,U004332,,退款售后,normal,resolved,2025-10-10 18:24:15,2025-10-13 05:24:15,app
TK0000619,U004437,O00007320,退款售后,urgent,closed,2025-10-17 19:46:11,2025-10-19 20:46:11,phone
TK0000620,U004540,O00000390,活动优惠,normal,resolved,2026-08-24 20:21:09,2026-08-26 19:21:09,app
TK0000621,U000939,O00004808,退款售后,normal,resolved,2025-05-01 23:31:48,2025-05-04 13:31:48,app
TK0000622,U001358,O00006778,退款售后,low,resolved,2025-11-04 02:53:07,2025-11-05 05:53:07,social
TK0000623,U002343,,物流问题,normal,resolved,2025-08-31 15:32:52,2025-09-02 10:32:52,web
TK0000624,U000325,O00004459,商品咨询,normal,closed,2025-12-10 10:45:09,2025-12-10 18:45:09,social
TK0000625,U001948,,订单咨询,normal,closed,2026-07-23 19:43:21,2026-07-26 02:43:21,app
TK0000626,U000279,O00010688,退款售后,normal,resolved,2026-02-02 15:55:46,2026-02-02 16:55:46,web
TK0000627,U001029,O00003868,活动优惠,normal,processing,2025-07-10 21:00:21,,social
TK0000628,U000219,O00007041,订单咨询,normal,closed,2026-08-04 13:12:23,2026-08-05 10:12:23,phone
TK0000629,U004478,,商品咨询,normal,closed,2025-02-22 12:26:13,2025-02-23 07:26:13,phone
TK0000630,U000443,O00007823,退款售后,normal,resolved,2025-11-03 04:26:32,2025-11-04 22:26:32,social
TK0000631,U000373,O00005623,商品咨询,high,resolved,2025-10-15 13:17:34,2025-10-15 17:17:34,phone
TK0000632,U004010,O00005994,活动优惠,low,closed,2026-03-06 18:45:46,2026-03-07 03:45:46,app
TK0000633,U003735,O00001159,退款售后,high,closed,2025-05-07 02:36:21,2025-05-09 05:36:21,phone
TK0000634,U002170,,活动优惠,high,resolved,2025-11-30 03:05:18,2025-11-30 06:05:18,app
TK0000635,U002507,,物流问题,normal,resolved,2025-07-06 06:44:26,2025-07-08 17:44:26,app
TK0000636,U000081,O00002121,活动优惠,normal,processing,2025-06-03 05:37:12,,phone
TK0000637,U002834,O00011115,商品咨询,high,closed,2025-03-19 19:55:58,2025-03-22 07:55:58,app
TK0000638,U000828,,订单咨询,normal,closed,2025-12-22 10:37:24,2025-12-23 14:37:24,social
TK0000639,U001918,O00003059,物流问题,normal,resolved,2026-03-24 22:12:47,2026-03-26 21:12:47,phone
TK0000640,U003279,O00009585,物流问题,high,resolved,2026-03-13 05:52:04,2026-03-13 14:52:04,app
TK0000641,U002082,O00011744,订单咨询,normal,open,2026-06-21 17:31:18,,phone
TK0000642,U000150,O00001965,物流问题,low,resolved,2026-08-18 16:27:11,2026-08-20 11:27:11,app
TK0000643,U000193,O00008176,活动优惠,normal,open,2026-03-31 02:34:38,,app
TK0000644,U002083,O00006496,订单咨询,normal,processing,2025-11-21 07:52:09,,phone
TK0000645,U002829,,商品咨询,normal,closed,2026-04-19 16:28:28,2026-04-20 14:28:28,app
TK0000646,U002328,O00007867,退款售后,normal,resolved,2026-04-17 05:42:09,2026-04-18 22:42:09,app
TK0000647,U003829,,退款售后,high,processing,2025-10-01 03:34:24,,phone
TK0000648,U003692,O00009794,活动优惠,low,open,2025-04-15 21:01:02,,phone
TK0000649,U001475,O00005563,订单咨询,normal,processing,2026-03-22 23:44:39,,app
TK0000650,U004174,,商品咨询,low,closed,2026-06-30 02:23:45,2026-07-02 05:23:45,app
TK0000651,U000412,O00007612,物流问题,normal,closed,2025-03-22 12:25:29,2025-03-23 02:25:29,web
TK0000652,U001509,O00004024,物流问题,normal,closed,2026-03-03 17:55:55,2026-03-05 16:55:55,web
TK0000653,U002940,O00001934,商品咨询,normal,closed,2025-07-07 18:52:00,2025-07-09 10:52:00,app
TK0000654,U000046,O00003763,商品咨询,normal,closed,2025-06-02 02:31:37,2025-06-03 22:31:37,app
TK0000655,U001313,O00002814,物流问题,normal,closed,2025-02-07 07:53:58,2025-02-08 07:53:58,app
TK0000656,U002672,O00010820,退款售后,normal,closed,2025-08-25 04:39:51,2025-08-26 05:39:51,web
TK0000657,U003301,O00006943,物流问题,normal,resolved,2026-02-22 11:17:54,2026-02-22 12:17:54,app
TK0000658,U003066,O00008142,退款售后,normal,resolved,2025-02-21 11:00:12,2025-02-22 03:00:12,web
TK0000659,U004361,O00007789,活动优惠,normal,open,2025-02-04 07:05:28,,app
TK0000660,U001852,,活动优惠,low,resolved,2025-05-06 04:16:44,2025-05-08 04:16:44,social
TK0000661,U000285,O00004266,退款售后,normal,closed,2026-08-06 00:06:36,2026-08-08 18:06:36,phone
TK0000662,U003983,O00010729,物流问题,high,resolved,2025-07-28 18:06:54,2025-07-30 22:06:54,web
TK0000663,U003439,O00006093,退款售后,high,open,2025-04-19 09:36:25,,app
TK0000664,U002192,,订单咨询,low,resolved,2025-06-13 00:17:03,2025-06-14 00:17:03,app
TK0000665,U002408,O00011034,订单咨询,high,open,2025-05-19 12:08:44,,phone
TK0000666,U004866,O00010888,物流问题,normal,closed,2025-12-02 03:09:25,2025-12-04 07:09:25,phone
TK0000667,U000439,O00001133,退款售后,normal,resolved,2025-11-01 11:38:24,2025-11-03 00:38:24,web
TK0000668,U001200,O00006244,物流问题,normal,closed,2025-08-26 13:21:38,2025-08-28 06:21:38,app
TK0000669,U001431,O00009731,商品咨询,high,closed,2026-01-09 07:00:19,2026-01-11 17:00:19,web
TK0000670,U003337,O00006396,商品咨询,normal,resolved,2025-06-10 07:42:13,2025-06-11 23:42:13,phone
TK0000671,U003402,O00008346,物流问题,low,closed,2025-07-20 13:18:01,2025-07-20 22:18:01,app
TK0000672,U003926,O00010867,订单咨询,normal,closed,2026-05-04 21:01:01,2026-05-07 04:01:01,web
TK0000673,U001634,O00001728,订单咨询,low,closed,2026-01-10 10:28:33,2026-01-12 16:28:33,phone
TK0000674,U002682,O00002983,订单咨询,normal,processing,2025-04-21 08:38:51,,phone
TK0000675,U004695,,订单咨询,normal,closed,2025-06-03 18:45:52,2025-06-04 06:45:52,social
TK0000676,U001136,,商品咨询,normal,resolved,2025-12-19 00:41:54,2025-12-19 21:41:54,app
TK0000677,U002878,O00006117,物流问题,normal,closed,2025-05-21 04:16:54,2025-05-22 02:16:54,phone
TK0000678,U004163,O00005724,退款售后,high,resolved,2026-02-18 18:17:25,2026-02-19 04:17:25,web
TK0000679,U002580,O00001677,物流问题,normal,closed,2025-05-29 17:50:17,2025-05-30 09:50:17,app
TK0000680,U001329,O00003345,退款售后,normal,closed,2025-06-22 04:01:47,2025-06-25 01:01:47,app
TK0000681,U003982,O00001860,商品咨询,urgent,closed,2026-04-29 04:07:16,2026-05-01 00:07:16,social
TK0000682,U001633,O00001121,订单咨询,normal,closed,2026-01-22 12:07:00,2026-01-22 16:07:00,web
TK0000683,U003168,,商品咨询,low,resolved,2025-01-17 19:06:05,2025-01-18 03:06:05,app
TK0000684,U000801,,商品咨询,normal,closed,2025-09-09 10:26:14,2025-09-09 20:26:14,web
TK0000685,U000949,,商品咨询,normal,closed,2026-06-21 18:47:33,2026-06-21 23:47:33,app
TK0000686,U004688,,物流问题,high,closed,2025-02-12 01:30:21,2025-02-12 08:30:21,phone
TK0000687,U004194,O00011967,商品咨询,normal,processing,2025-03-26 14:26:27,,app
TK0000688,U004030,O00010384,商品咨询,normal,closed,2025-04-25 21:06:01,2025-04-27 07:06:01,app
TK0000689,U003686,O00004747,物流问题,low,closed,2025-10-04 09:11:46,2025-10-06 16:11:46,phone
TK0000690,U000431,,物流问题,normal,processing,2025-09-27 04:11:27,,app
TK0000691,U003611,O00000980,退款售后,normal,closed,2025-07-27 10:25:20,2025-07-29 17:25:20,web
TK0000692,U004527,O00004081,订单咨询,normal,closed,2025-10-16 06:10:47,2025-10-17 09:10:47,phone
TK0000693,U001571,,物流问题,high,open,2025-09-06 15:10:01,,web
TK0000694,U004737,O00006730,退款售后,high,processing,2025-04-10 22:35:09,,app
TK0000695,U003554,O00010654,退款售后,normal,resolved,2026-04-24 06:53:15,2026-04-25 17:53:15,app
TK0000696,U003136,O00002441,订单咨询,low,closed,2026-02-06 23:26:09,2026-02-07 03:26:09,app
TK0000697,U004309,,活动优惠,normal,resolved,2026-04-27 13:10:35,2026-04-30 08:10:35,app
TK0000698,U004725,O00004332,活动优惠,normal,closed,2025-11-23 03:54:32,2025-11-23 13:54:32,app
TK0000699,U003182,,退款售后,low,resolved,2025-07-30 14:15:20,2025-08-01 16:15:20,social
TK0000700,U004020,O00001928,订单咨询,high,open,2025-02-05 00:17:40,,web
TK0000701,U003380,O00004548,订单咨询,high,closed,2026-07-29 10:13:42,2026-08-01 01:13:42,app
TK0000702,U004858,,订单咨询,high,resolved,2025-04-24 23:52:38,2025-04-26 13:52:38,app
TK0000703,U000912,O00010559,账户问题,normal,resolved,2026-02-20 10:21:57,2026-02-22 21:21:57,web
TK0000704,U002613,O00000744,订单咨询,normal,resolved,2026-07-21 04:31:26,2026-07-21 07:31:26,phone
TK0000705,U000118,,物流问题,normal,open,2025-08-24 23:11:40,,web
TK0000706,U002567,O00009639,商品咨询,normal,resolved,2026-08-15 17:30:10,2026-08-16 16:30:10,web
TK0000707,U003027,O00006611,订单咨询,normal,closed,2025-03-06 15:27:20,2025-03-08 02:27:20,app
TK0000708,U004147,O00008247,活动优惠,high,closed,2026-05-01 00:17:02,2026-05-02 19:17:02,app
TK0000709,U002066,O00006273,活动优惠,high,closed,2025-07-19 09:09:19,2025-07-21 06:09:19,phone
TK0000710,U003850,O00010847,商品咨询,normal,resolved,2025-09-02 07:28:53,2025-09-03 06:28:53,app
TK0000711,U004410,O00009222,商品咨询,low,closed,2025-11-11 20:33:30,2025-11-11 22:33:30,app
TK0000712,U000436,O00006167,活动优惠,normal,closed,2025-04-03 18:54:22,2025-04-06 09:54:22,web
TK0000713,U004458,O00004972,订单咨询,normal,resolved,2026-04-29 04:03:17,2026-04-30 21:03:17,app
TK0000714,U002612,O00008772,退款售后,normal,resolved,2025-06-12 14:50:34,2025-06-14 00:50:34,phone
TK0000715,U002378,O00006320,账户问题,normal,closed,2026-01-07 01:12:00,2026-01-09 10:12:00,web
TK0000716,U004319,O00001725,账户问题,normal,closed,2026-05-29 15:52:42,2026-05-31 21:52:42,web
TK0000717,U000536,,账户问题,urgent,resolved,2026-01-05 02:58:50,2026-01-07 15:58:50,social
TK0000718,U002917,O00006222,退款售后,normal,closed,2025-10-12 22:03:04,2025-10-15 06:03:04,phone
TK0000719,U004533,O00007031,活动优惠,high,closed,2025-12-06 16:37:22,2025-12-07 15:37:22,app
TK0000720,U003042,O00010449,订单咨询,low,open,2025-11-10 01:25:24,,app
TK0000721,U003756,O00007075,订单咨询,normal,resolved,2026-03-07 03:51:29,2026-03-09 01:51:29,app
TK0000722,U003011,O00004239,订单咨询,low,resolved,2026-03-05 14:11:04,2026-03-08 07:11:04,app
TK0000723,U002880,O00005790,退款售后,normal,open,2025-06-05 05:55:17,,social
TK0000724,U000131,O00006375,物流问题,high,open,2025-10-05 14:51:08,,app
TK0000725,U001444,O00006555,账户问题,normal,closed,2025-10-01 14:01:42,2025-10-02 22:01:42,social
TK0000726,U002115,O00003328,活动优惠,normal,closed,2025-03-22 11:34:21,2025-03-23 02:34:21,social
TK0000727,U000416,O00011844,物流问题,high,open,2026-05-26 04:42:38,,app
TK0000728,U003851,O00005998,物流问题,low,closed,2026-06-23 22:43:18,2026-06-26 12:43:18,phone
TK0000729,U004472,O00009909,账户问题,high,closed,2026-08-06 11:16:18,2026-08-07 11:16:18,app
TK0000730,U000942,O00005552,订单咨询,normal,closed,2025-09-12 09:22:42,2025-09-13 16:22:42,app
TK0000731,U002796,O00002524,订单咨询,normal,closed,2025-12-04 19:38:35,2025-12-05 20:38:35,phone
TK0000732,U003797,O00007475,物流问题,low,open,2025-02-18 00:58:26,,social
TK0000733,U003954,,活动优惠,normal,resolved,2025-06-10 16:28:11,2025-06-10 17:28:11,app
TK0000734,U000894,,商品咨询,low,resolved,2025-02-10 02:01:53,2025-02-10 13:01:53,app
TK0000735,U000203,O00009807,物流问题,low,closed,2026-05-21 17:52:07,2026-05-22 07:52:07,phone
TK0000736,U002768,,活动优惠,high,resolved,2025-10-06 05:45:06,2025-10-07 18:45:06,app
TK0000737,U001333,O00005874,订单咨询,urgent,resolved,2025-12-15 16:44:02,2025-12-18 15:44:02,app
TK0000738,U004350,O00005215,物流问题,normal,resolved,2025-07-10 13:06:24,2025-07-11 11:06:24,phone
TK0000739,U001853,O00002736,商品咨询,normal,closed,2026-02-23 17:11:35,2026-02-25 10:11:35,app
TK0000740,U001207,,活动优惠,high,closed,2025-02-26 00:13:28,2025-02-27 02:13:28,app
TK0000741,U004919,O00000408,物流问题,normal,closed,2025-09-07 17:49:27,2025-09-08 14:49:27,phone
TK0000742,U000109,O00011040,商品咨询,normal,processing,2026-03-14 14:55:01,,app
TK0000743,U004710,O00011397,商品咨询,normal,resolved,2025-05-23 10:52:27,2025-05-25 12:52:27,app
