purchase_order_id,supplier_id,warehouse_id,created_at,expected_date,status,purchase_amount,currency
PO000304,SUP0055,W012,2026-03-26 04:36:36,2026-04-07,received,1341319.4,CNY
PO000305,SUP0116,W008,2026-04-27 13:13:42,2026-05-09,received,1355778.3,CNY
PO000306,SUP0037,W009,2026-05-19 18:06:16,2026-05-25,received,972863.23,CNY
PO000307,SUP0063,W003,2026-02-17 08:03:08,2026-02-24,received,1182621.56,CNY
PO000308,SUP0071,W010,2025-01-17 15:49:11,2025-02-05,received,776442.73,CNY
PO000309,SUP0089,W001,2025-04-24 23:47:39,2025-05-14,received,792949.96,CNY
PO000310,SUP0005,W015,2025-09-21 06:56:12,2025-09-30,received,678900.28,CNY
PO000311,SUP0092,W009,2025-08-29 15:53:12,2025-09-22,received,573176.25,CNY
PO000312,SUP0075,W014,2025-12-10 09:03:29,2025-12-18,received,754131.42,CNY
PO000313,SUP0044,W014,2025-02-15 08:38:40,2025-03-04,received,1200007.13,CNY
PO000314,SUP0088,W012,2025-04-25 01:26:10,2025-05-18,received,1177563.39,CNY
PO000315,SUP0146,W014,2025-09-15 21:30:09,2025-09-28,received,781215.64,CNY
PO000316,SUP0085,W016,2025-07-25 04:38:21,2025-08-18,shipped,780217.11,CNY
PO000317,SUP0150,W009,2026-08-17 21:32:54,2026-08-28,received,696411.26,CNY
PO000318,SUP0147,W007,2026-08-17 10:02:35,2026-08-24,received,647498.83,CNY
PO000319,SUP0064,W009,2026-05-14 18:14:13,2026-05-24,created,376700.63,CNY
PO000320,SUP0067,W010,2026-06-18 10:51:30,2026-07-08,shipped,375091.29,CNY
PO000321,SUP0078,W002,2026-04-18 01:23:47,2026-04-25,received,1517037.8,CNY
PO000322,SUP0128,W013,2026-03-30 07:52:43,2026-04-04,received,914886.61,CNY
PO000323,SUP0124,W003,2025-11-06 10:50:16,2025-11-27,received,1271918.83,CNY
PO000324,SUP0132,W004,2026-07-24 05:51:28,2026-08-13,received,1006222.72,CNY
PO000325,SUP0093,W006,2025-10-10 22:53:48,2025-10-17,received,1213496.54,CNY
PO000326,SUP0128,W002,2025-12-27 04:02:54,2026-01-11,received,229303.24,CNY
PO000327,SUP0106,W011,2025-07-29 09:46:03,2025-08-09,received,939574.9,CNY
PO000328,SUP0131,W010,2026-03-19 20:22:45,2026-04-02,received,1124198.0,CNY
PO000329,SUP0138,W011,2025-04-23 07:00:25,2025-05-10,received,2716971.18,CNY
PO000330,SUP0105,W006,2025-02-19 17:07:48,2025-03-12,received,1210529.31,CNY
PO000331,SUP0092,W015,2025-01-31 19:49:33,2025-02-11,approved,1904276.29,CNY
PO000332,SUP0069,W004,2026-04-22 08:21:51,2026-05-11,received,914488.83,CNY
PO000333,SUP0044,W014,2025-05-01 10:40:59,2025-05-13,shipped,268813.18,CNY
PO000334,SUP0089,W005,2026-07-13 10:25:31,2026-07-18,cancelled,484618.84,CNY
PO000335,SUP0017,W012,2026-05-24 16:26:28,2026-06-05,approved,556913.93,CNY
PO000336,SUP0108,W009,2025-10-27 21:11:53,2025-11-12,received,1518767.06,CNY
PO000337,SUP0012,W008,2025-08-18 08:03:27,2025-08-23,received,966934.08,CNY
PO000338,SUP0108,W010,2025-02-04 08:38:09,2025-02-20,created,570444.31,CNY
PO000339,SUP0012,W010,2025-12-05 23:19:43,2025-12-24,approved,1175065.33,CNY
PO000340,SUP0130,W013,2025-02-02 17:56:43,2025-02-19,received,673859.42,CNY
PO000341,SUP0062,W001,2026-03-27 20:17:19,2026-04-10,received,1237539.36,CNY
PO000342,SUP0056,W009,2025-05-01 23:42:56,2025-05-20,approved,369334.86,CNY
PO000343,SUP0117,W006,2026-02-24 06:38:55,2026-03-03,received,506508.88,CNY
PO000344,SUP0023,W006,2025-06-02 02:12:52,2025-06-18,approved,1609679.32,CNY
PO000345,SUP0141,W013,2026-08-16 05:15:22,2026-09-09,shipped,617505.26,CNY
PO000346,SUP0141,W015,2025-09-03 10:05:04,2025-09-13,received,816502.38,CNY
PO000347,SUP0069,W012,2025-01-20 00:53:15,2025-02-06,received,721750.71,CNY
PO000348,SUP0150,W012,2025-03-31 01:17:31,2025-04-17,shipped,810297.0,CNY
PO000349,SUP0135,W002,2026-04-12 11:19:31,2026-04-23,received,729335.74,CNY
PO000350,SUP0067,W006,2025-01-20 23:53:36,2025-02-03,received,1795696.52,CNY
PO000351,SUP0126,W013,2025-04-08 06:55:48,2025-04-27,shipped,875261.5,CNY
PO000352,SUP0045,W002,2026-04-22 09:36:52,2026-04-30,received,2157176.31,CNY
PO000353,SUP0138,W012,2026-04-20 21:02:26,2026-05-07,created,455879.24,CNY
PO000354,SUP0075,W013,2025-09-14 10:56:15,2025-09-27,received,1272635.46,CNY
PO000355,SUP0015,W001,2025-07-01 23:26:37,2025-07-09,received,664965.82,CNY
PO000356,SUP0150,W013,2026-03-11 17:02:25,2026-03-23,created,1181587.19,CNY
PO000357,SUP0068,W011,2026-04-02 22:15:32,2026-04-20,received,1203888.82,CNY
PO000358,SUP0070,W006,2026-06-25 14:41:42,2026-07-10,received,1353428.64,CNY
PO000359,SUP0017,W015,2025-02-27 16:20:25,2025-03-09,received,1104868.38,CNY
PO000360,SUP0036,W001,2026-04-07 20:32:21,2026-04-26,shipped,2392202.48,CNY
PO000361,SUP0150,W007,2025-11-06 13:05:35,2025-11-21,received,980184.99,CNY
PO000362,SUP0044,W008,2026-06-26 18:59:36,2026-07-09,received,442961.57,CNY
PO000363,SUP0030,W001,2026-02-14 12:40:05,2026-02-20,received,723909.59,CNY
PO000364,SUP0147,W016,2025-01-05 03:28:27,2025-01-29,received,2509555.73,CNY
PO000365,SUP0071,W009,2025-04-25 20:41:44,2025-05-13,received,1456335.48,CNY
PO000366,SUP0120,W001,2025-09-20 21:25:40,2025-10-12,received,1094832.26,CNY
PO000367,SUP0005,W010,2025-04-17 12:52:04,2025-04-23,received,1075878.72,CNY
PO000368,SUP0148,W006,2025-11-27 11:45:28,2025-12-05,received,1567456.57,CNY
PO000369,SUP0035,W003,2026-04-28 01:41:49,2026-05-13,cancelled,1098105.04,CNY
PO000370,SUP0013,W008,2025-05-10 07:13:35,2025-05-22,received,1616482.99,CNY
PO000371,SUP0041,W014,2025-12-19 23:57:32,2026-01-11,received,1768983.12,CNY
PO000372,SUP0081,W009,2026-06-07 12:23:31,2026-06-25,shipped,1198562.77,CNY
PO000373,SUP0029,W014,2026-08-10 11:59:00,2026-08-22,shipped,1292558.95,CNY
PO000374,SUP0110,W012,2026-07-21 01:41:39,2026-07-28,received,1558341.07,CNY
PO000375,SUP0015,W010,2025-02-25 16:46:44,2025-03-02,received,655249.31,CNY
PO000376,SUP0052,W008,2026-08-05 11:37:38,2026-08-29,received,588211.33,CNY
PO000377,SUP0065,W016,2025-07-31 20:00:57,2025-08-17,received,1801504.89,CNY
PO000378,SUP0065,W011,2025-01-13 11:36:56,2025-01-30,approved,510249.24,CNY
PO000379,SUP0002,W015,2026-08-13 10:59:09,2026-09-06,received,1530629.03,CNY
PO000380,SUP0062,W002,2025-03-04 21:46:15,2025-03-11,received,1719946.95,CNY
PO000381,SUP0044,W005,2026-02-21 13:31:42,2026-03-09,cancelled,360828.13,CNY
PO000382,SUP0135,W007,2026-01-08 22:20:58,2026-01-23,received,1839268.08,CNY
PO000383,SUP0041,W004,2025-11-25 15:04:12,2025-12-11,cancelled,942487.04,CNY
PO000384,SUP0118,W002,2026-08-08 00:33:37,2026-08-13,received,1274403.13,CNY
PO000385,SUP0084,W016,2025-11-17 19:09:39,2025-11-24,received,939313.49,CNY
PO000386,SUP0092,W009,2026-03-10 15:48:31,2026-03-26,received,717863.45,CNY
PO000387,SUP0045,W016,2025-02-18 06:35:35,2025-03-01,received,1360574.09,CNY
PO000388,SUP0004,W016,2026-07-15 21:48:05,2026-08-01,received,1245628.74,CNY
PO000389,SUP0098,W009,2025-09-02 12:42:50,2025-09-25,received,1053242.56,CNY
PO000390,SUP0004,W014,2025-12-22 22:55:01,2025-12-28,shipped,687703.59,CNY
PO000391,SUP0066,W012,2025-03-06 10:37:47,2025-03-28,received,478053.02,CNY
PO000392,SUP0147,W010,2026-03-31 05:46:24,2026-04-06,received,1143036.81,CNY
PO000393,SUP0085,W009,2025-08-24 05:17:58,2025-09-15,approved,707446.24,CNY
PO000394,SUP0031,W003,2025-05-17 06:27:02,2025-05-27,received,816880.33,CNY
PO000395,SUP0111,W012,2026-07-01 15:36:21,2026-07-23,received,840412.04,CNY
PO000396,SUP0022,W008,2025-09-24 14:10:43,2025-10-10,shipped,515070.86,CNY
PO000397,SUP0094,W001,2025-08-30 03:20:02,2025-09-23,received,752590.41,CNY
PO000398,SUP0138,W006,2025-03-14 09:53:12,2025-03-28,received,799034.48,CNY
PO000399,SUP0043,W005,2025-11-10 15:55:37,2025-11-19,shipped,713282.24,CNY
PO000400,SUP0066,W001,2025-05-25 18:42:34,2025-06-10,received,1037730.95,CNY
PO000401,SUP0087,W005,2026-07-02 15:27:15,2026-07-23,approved,1394653.63,CNY
PO000402,SUP0122,W001,2026-03-18 01:00:31,2026-04-06,received,630016.96,CNY
PO000403,SUP0044,W010,2026-07-12 12:02:38,2026-07-31,received,900646.23,CNY
PO000404,SUP0108,W010,2025-02-23 16:16:10,2025-03-12,received,1409564.87,CNY
PO000405,SUP0109,W003,2025-02-10 02:36:02,2025-02-17,received,1377015.82,CNY
PO000406,SUP0116,W014,2025-03-29 08:53:11,2025-04-21,received,1025153.79,CNY
PO000407,SUP0117,W007,2026-08-05 15:21:30,2026-08-22,shipped,752193.96,CNY
PO000408,SUP0047,W010,2025-02-13 20:26:57,2025-03-06,approved,1361141.54,CNY
PO000409,SUP0074,W004,2025-12-30 22:33:30,2026-01-23,received,1108218.01,CNY
PO000410,SUP0053,W014,2026-05-06 09:24:18,2026-05-19,received,861510.98,CNY
PO000411,SUP0133,W006,2025-07-08 07:28:27,2025-07-17,approved,1779551.26,CNY
PO000412,SUP0032,W003,2025-09-07 13:14:40,2025-09-26,received,1842010.8,CNY
PO000413,SUP0028,W006,2025-03-09 04:01:50,2025-04-02,received,388915.35,CNY
PO000414,SUP0120,W016,2025-03-15 23:56:45,2025-04-07,received,270466.41,CNY
PO000415,SUP0043,W009,2025-10-09 21:26:25,2025-11-01,received,1480833.1,CNY
PO000416,SUP0146,W014,2025-01-12 14:06:36,2025-01-21,received,1085127.93,CNY
PO000417,SUP0056,W003,2025-10-04 16:23:04,2025-10-21,received,1842943.58,CNY
PO000418,SUP0096,W014,2026-05-16 08:31:30,2026-05-30,cancelled,1128932.38,CNY
PO000419,SUP0131,W008,2025-12-25 05:36:59,2025-12-30,received,450682.49,CNY
PO000420,SUP0113,W014,2025-07-15 07:33:27,2025-08-08,received,473283.4,CNY
PO000421,SUP0136,W005,2025-12-12 14:39:42,2025-12-27,received,1542526.96,CNY
PO000422,SUP0019,W016,2026-05-07 01:09:50,2026-05-18,cancelled,1394415.33,CNY
PO000423,SUP0001,W003,2026-07-07 19:01:10,2026-07-30,received,711226.62,CNY
PO000424,SUP0049,W008,2025-01-14 03:14:29,2025-02-02,received,693180.6,CNY
PO000425,SUP0132,W004,2025-07-25 03:59:11,2025-07-31,received,1748214.99,CNY
PO000426,SUP0146,W006,2025-05-11 03:16:11,2025-05-17,received,1219539.15,CNY
PO000427,SUP0128,W003,2025-04-24 14:45:24,2025-05-14,created,1229084.35,CNY
PO000428,SUP0092,W001,2026-02-12 11:46:23,2026-02-18,received,476353.37,CNY
PO000429,SUP0104,W008,2025-07-19 08:05:47,2025-07-28,received,669044.55,CNY
PO000430,SUP0078,W001,2025-09-29 17:12:28,2025-10-21,shipped,898560.51,CNY
PO000431,SUP0141,W012,2025-09-01 20:36:26,2025-09-06,shipped,1293730.45,CNY
PO000432,SUP0083,W001,2026-08-14 16:08:40,2026-09-04,received,1477903.3,CNY
PO000433,SUP0075,W008,2026-07-18 23:18:22,2026-07-23,received,1446563.88,CNY
PO000434,SUP0008,W011,2025-07-16 19:11:21,2025-08-04,shipped,1061953.7,CNY
PO000435,SUP0146,W016,2026-02-08 14:21:43,2026-02-28,received,1159784.41,CNY
PO000436,SUP0144,W006,2025-05-12 13:19:59,2025-05-19,received,1423730.4,CNY
PO000437,SUP0094,W006,2025-03-23 21:08:55,2025-04-07,received,551981.65,CNY
PO000438,SUP0060,W001,2026-07-17 12:51:27,2026-08-04,received,645835.88,CNY
PO000439,SUP0041,W008,2026-02-09 05:43:10,2026-02-16,received,456337.45,CNY
PO000440,SUP0056,W003,2025-10-01 02:55:20,2025-10-07,received,845535.78,CNY
PO000441,SUP0130,W015,2025-03-07 07:44:27,2025-03-15,received,647722.96,CNY
PO000442,SUP0130,W001,2026-02-16 04:48:04,2026-02-25,received,1299673.94,CNY
PO000443,SUP0124,W004,2025-12-21 01:09:44,2026-01-12,shipped,998919.17,CNY
PO000444,SUP0034,W006,2025-06-28 03:37:38,2025-07-08,received,1952573.0,CNY
PO000445,SUP0109,W006,2025-07-26 12:00:51,2025-08-09,received,1738061.26,CNY
PO000446,SUP0145,W007,2025-09-26 03:05:38,2025-10-07,received,870348.66,CNY
PO000447,SUP0149,W005,2025-12-06 00:03:35,2025-12-18,received,1222848.91,CNY
PO000448,SUP0080,W003,2025-05-03 17:18:30,2025-05-25,received,1558139.65,CNY
PO000449,SUP0064,W004,2026-04-09 00:02:16,2026-05-01,received,821922.49,CNY
PO000450,SUP0112,W003,2026-06-02 14:51:39,2026-06-26,created,1375869.99,CNY
PO000451,SUP0031,W016,2026-01-24 08:25:40,2026-02-02,received,929696.86,CNY
PO000452,SUP0060,W004,2025-04-12 00:43:40,2025-04-17,received,701785.95,CNY
PO000453,SUP0028,W002,2025-06-16 03:16:01,2025-07-07,received,284547.95,CNY
PO000454,SUP0010,W012,2026-03-06 00:44:45,2026-03-20,approved,597968.04,CNY
PO000455,SUP0087,W002,2025-04-13 09:38:09,2025-05-01,created,1295363.24,CNY
PO000456,SUP0048,W004,2025-05-07 08:05:56,2025-05-15,received,682368.2,CNY
PO000457,SUP0116,W016,2025-06-30 15:58:27,2025-07-21,received,1314916.93,CNY
PO000458,SUP0144,W009,2025-10-12 14:39:26,2025-10-31,cancelled,957934.52,CNY
PO000459,SUP0076,W008,2026-02-11 09:49:52,2026-02-22,received,657923.28,CNY
PO000460,SUP0097,W003,2025-05-24 01:32:04,2025-06-10,received,427339.97,CNY
PO000461,SUP0082,W009,2026-03-01 19:09:58,2026-03-07,received,784126.95,CNY
PO000462,SUP0066,W012,2025-11-28 10:55:53,2025-12-15,received,711231.7,CNY
PO000463,SUP0133,W013,2026-04-18 21:55:17,2026-05-11,received,1287383.77,CNY
PO000464,SUP0035,W007,2025-09-27 04:35:27,2025-10-19,shipped,382667.52,CNY
PO000465,SUP0021,W009,2025-12-26 06:15:31,2026-01-15,approved,996285.09,CNY
PO000466,SUP0066,W011,2025-11-14 10:00:54,2025-11-20,received,857579.81,CNY
PO000467,SUP0007,W004,2025-10-07 22:44:56,2025-10-18,received,1284719.08,CNY
PO000468,SUP0046,W011,2025-08-07 05:29:57,2025-08-18,received,2151911.83,CNY
PO000469,SUP0027,W009,2025-07-24 09:52:52,2025-08-01,approved,990083.51,CNY
PO000470,SUP0005,W003,2025-04-25 12:16:03,2025-05-04,received,917532.9,CNY
PO000471,SUP0095,W008,2025-05-30 16:53:09,2025-06-21,received,1023508.58,CNY
PO000472,SUP0137,W010,2025-10-14 21:10:08,2025-11-01,received,1335211.54,CNY
PO000473,SUP0123,W012,2025-10-25 18:09:21,2025-11-06,created,1070524.75,CNY
PO000474,SUP0066,W006,2026-02-02 04:19:58,2026-02-08,received,2005207.26,CNY
PO000475,SUP0102,W012,2025-11-25 07:14:53,2025-12-11,received,387644.07,CNY
PO000476,SUP0010,W002,2026-02-04 02:56:56,2026-02-19,received,834254.96,CNY
PO000477,SUP0121,W016,2025-03-24 18:11:54,2025-04-08,received,802673.98,CNY
PO000478,SUP0031,W005,2025-11-10 10:47:59,2025-11-29,received,1668131.48,CNY
PO000479,SUP0135,W010,2025-06-11 01:14:05,2025-06-28,approved,1581952.37,CNY
PO000480,SUP0073,W006,2026-05-14 11:27:46,2026-06-02,received,1387855.35,CNY
PO000481,SUP0077,W006,2026-05-22 04:42:53,2026-06-05,shipped,754134.22,CNY
PO000482,SUP0143,W010,2026-03-01 15:14:17,2026-03-07,received,972112.62,CNY
PO000483,SUP0114,W005,2025-02-28 01:56:28,2025-03-05,received,810258.84,CNY
PO000484,SUP0085,W014,2025-10-18 01:38:44,2025-11-06,received,1831905.74,CNY
PO000485,SUP0093,W003,2025-06-13 10:17:51,2025-06-21,received,1098639.22,CNY
PO000486,SUP0123,W006,2026-03-02 12:28:39,2026-03-14,approved,1513521.74,CNY
PO000487,SUP0081,W014,2025-12-27 00:07:48,2026-01-20,shipped,1136973.13,CNY
PO000488,SUP0054,W004,2025-03-13 19:57:48,2025-04-02,received,1286448.35,CNY
PO000489,SUP0006,W010,2025-07-07 22:41:31,2025-07-12,received,273335.7,CNY
PO000490,SUP0028,W005,2025-12-04 01:32:09,2025-12-27,shipped,834939.07,CNY
PO000491,SUP0022,W001,2025-06-07 18:46:11,2025-06-13,received,1199161.45,CNY
PO000492,SUP0112,W011,2026-05-30 08:11:02,2026-06-04,received,1200892.21,CNY
PO000493,SUP0041,W001,2026-03-13 05:19:01,2026-03-22,cancelled,1280592.16,CNY
PO000494,SUP0104,W001,2025-06-21 08:22:28,2025-07-12,received,1258446.37,CNY
PO000495,SUP0133,W015,2025-09-05 06:04:51,2025-09-24,received,325837.35,CNY
PO000496,SUP0133,W005,2026-02-06 09:44:55,2026-02-23,received,691262.8,CNY
PO000497,SUP0102,W007,2025-08-25 08:14:33,2025-09-18,received,1613543.73,CNY
PO000498,SUP0119,W015,2025-01-06 20:27:40,2025-01-12,shipped,571037.65,CNY
PO000499,SUP0020,W008,2026-01-21 12:53:52,2026-02-05,approved,1157945.89,CNY
PO000500,SUP0142,W003,2025-07-24 09:48:06,2025-08-15,received,853229.21,CNY
PO000501,SUP0062,W013,2025-02-24 06:11:03,2025-03-01,received,810691.37,CNY
PO000502,SUP0033,W012,2025-02-12 00:08:06,2025-02-28,received,602724.74,CNY
PO000503,SUP0020,W006,2026-06-19 04:09:54,2026-07-13,received,377542.27,CNY
PO000504,SUP0003,W005,2025-03-10 23:55:42,2025-03-17,received,731711.03,CNY
PO000505,SUP0127,W003,2026-08-20 11:50:30,2026-09-03,received,332300.79,CNY
PO000506,SUP0131,W014,2025-02-28 18:24:15,2025-03-17,received,1326835.41,CNY
PO000507,SUP0054,W014,2025-11-08 19:16:11,2025-11-17,shipped,1270293.92,CNY
PO000508,SUP0099,W009,2025-10-15 18:58:58,2025-11-08,received,1081202.54,CNY
PO000509,SUP0012,W015,2025-06-18 00:17:51,2025-06-29,received,874981.68,CNY
PO000510,SUP0066,W012,2025-08-16 04:09:45,2025-09-03,received,594383.96,CNY
PO000511,SUP0015,W010,2026-04-01 23:59:18,2026-04-07,received,532258.74,CNY
PO000512,SUP0025,W001,2025-08-08 12:26:36,2025-08-25,received,951720.74,CNY
PO000513,SUP0091,W006,2026-06-28 06:47:33,2026-07-11,shipped,1990060.02,CNY
PO000514,SUP0088,W005,2025-02-04 19:53:07,2025-02-25,cancelled,710381.04,CNY
PO000515,SUP0148,W014,2025-05-16 06:18:32,2025-06-07,received,477296.85,CNY
PO000516,SUP0119,W007,2026-02-12 15:58:07,2026-02-17,received,421313.08,CNY
PO000517,SUP0067,W016,2025-09-21 07:39:56,2025-10-03,received,1112899.84,CNY
PO000518,SUP0054,W002,2025-10-29 01:00:21,2025-11-13,received,2029809.02,CNY
PO000519,SUP0026,W012,2025-09-19 12:58:49,2025-10-10,received,1031243.96,CNY
PO000520,SUP0098,W004,2026-01-27 23:40:45,2026-02-05,received,1786680.82,CNY
PO000521,SUP0148,W011,2026-02-14 23:49:53,2026-02-24,received,1044071.93,CNY
PO000522,SUP0094,W004,2026-06-26 04:07:23,2026-07-15,received,1251792.56,CNY
PO000523,SUP0084,W012,2025-10-25 06:21:48,2025-11-18,cancelled,345928.08,CNY
PO000524,SUP0129,W014,2026-04-21 16:24:30,2026-04-26,received,1199299.8,CNY
PO000525,SUP0145,W015,2025-10-07 03:47:16,2025-10-28,received,552466.34,CNY
PO000526,SUP0118,W016,2025-05-08 06:55:09,2025-05-16,received,1881324.66,CNY
PO000527,SUP0091,W006,2025-03-11 02:58:48,2025-04-01,received,847043.58,CNY
PO000528,SUP0073,W004,2025-04-25 01:13:10,2025-05-02,received,694432.24,CNY
PO000529,SUP0027,W008,2025-08-17 17:25:37,2025-09-06,received,1066726.65,CNY
PO000530,SUP0075,W002,2026-04-20 01:43:01,2026-05-08,received,1024653.28,CNY
PO000531,SUP0038,W008,2025-09-17 11:04:26,2025-09-25,received,672963.08,CNY
PO000532,SUP0120,W014,2025-01-22 18:40:32,2025-01-29,received,1398176.0,CNY
PO000533,SUP0026,W014,2026-01-21 09:24:39,2026-02-04,received,555606.97,CNY
PO000534,SUP0083,W006,2025-07-16 07:49:28,2025-08-06,received,466719.44,CNY
PO000535,SUP0073,W007,2025-03-03 14:00:10,2025-03-23,approved,743390.88,CNY
PO000536,SUP0011,W005,2026-01-01 10:54:16,2026-01-12,received,560097.33,CNY
PO000537,SUP0092,W007,2025-11-12 06:03:31,2025-11-20,created,716093.22,CNY
PO000538,SUP0021,W016,2025-03-21 20:52:51,2025-04-07,received,1586897.01,CNY
PO000539,SUP0004,W011,2025-01-23 10:40:03,2025-02-13,shipped,402389.61,CNY
PO000540,SUP0044,W006,2026-03-24 14:31:09,2026-03-31,received,791797.85,CNY
PO000541,SUP0103,W016,2025-06-01 23:20:13,2025-06-14,received,884170.15,CNY
PO000542,SUP0012,W005,2025-12-02 10:40:33,2025-12-23,received,1120523.72,CNY
PO000543,SUP0004,W004,2026-03-08 15:32:47,2026-03-21,approved,1295277.55,CNY
PO000544,SUP0130,W006,2025-01-22 07:30:49,2025-02-14,received,1358274.45,CNY
PO000545,SUP0132,W001,2025-12-06 07:43:50,2025-12-24,approved,774845.75,CNY
PO000546,SUP0095,W010,2026-06-04 00:58:50,2026-06-28,received,585888.35,CNY
PO000547,SUP0002,W014,2026-02-24 10:31:28,2026-03-01,received,1512741.68,CNY
PO000548,SUP0004,W012,2026-01-10 16:11:20,2026-01-17,shipped,908201.78,CNY
PO000549,SUP0124,W015,2026-04-04 19:29:44,2026-04-27,received,543025.61,CNY
PO000550,SUP0125,W009,2026-07-28 00:47:40,2026-08-15,received,1174440.7,CNY
PO000551,SUP0116,W015,2025-09-22 21:34:00,2025-10-05,received,1104666.86,CNY
PO000552,SUP0144,W011,2025-03-24 02:26:57,2025-04-07,received,1275998.71,CNY
PO000553,SUP0051,W004,2025-02-13 00:46:59,2025-03-04,received,1426361.3,CNY
PO000554,SUP0031,W013,2026-01-24 19:43:00,2026-02-09,received,1867574.35,CNY
PO000555,SUP0116,W001,2025-05-30 22:42:33,2025-06-22,received,705223.87,CNY
PO000556,SUP0012,W001,2025-04-28 22:15:48,2025-05-21,received,1309430.77,CNY
PO000557,SUP0032,W008,2026-08-05 13:27:15,2026-08-11,received,1042398.47,CNY
PO000558,SUP0116,W002,2025-08-08 13:19:50,2025-08-29,received,1066063.92,CNY
PO000559,SUP0023,W013,2025-01-21 03:00:50,2025-02-03,received,1253883.86,CNY
PO000560,SUP0033,W004,2025-02-23 02:25:32,2025-03-14,shipped,1192195.98,CNY
PO000561,SUP0125,W014,2026-04-07 08:20:58,2026-04-26,received,634065.8,CNY
PO000562,SUP0023,W006,2025-05-27 05:41:30,2025-06-20,received,1270430.27,CNY
PO000563,SUP0051,W011,2026-05-15 05:27:01,2026-05-31,received,886284.94,CNY
PO000564,SUP0149,W006,2025-05-25 19:55:41,2025-06-06,approved,589716.7,CNY
PO000565,SUP0091,W011,2025-07-09 20:23:23,2025-07-31,received,829433.89,CNY
PO000566,SUP0074,W006,2026-03-23 03:04:33,2026-04-11,received,757104.82,CNY
PO000567,SUP0014,W012,2025-02-11 14:08:41,2025-03-01,received,338979.94,CNY
PO000568,SUP0108,W009,2025-10-07 03:21:03,2025-10-22,received,692309.22,CNY
PO000569,SUP0101,W007,2025-10-05 09:27:14,2025-10-12,received,1151484.96,CNY
PO000570,SUP0116,W010,2026-08-18 17:28:55,2026-08-30,received,442955.3,CNY
PO000571,SUP0026,W005,2026-04-26 23:50:28,2026-05-11,received,642528.76,CNY
PO000572,SUP0062,W010,2025-09-15 04:22:47,2025-10-01,received,1652557.97,CNY
PO000573,SUP0013,W002,2026-06-02 08:02:43,2026-06-13,received,1251179.23,CNY
PO000574,SUP0011,W003,2026-08-03 18:18:48,2026-08-22,created,1053846.87,CNY
PO000575,SUP0119,W008,2025-10-31 04:42:00,2025-11-15,received,1022038.12,CNY
PO000576,SUP0115,W015,2026-05-07 13:13:18,2026-05-25,shipped,1044287.48,CNY
PO000577,SUP0105,W003,2026-08-12 08:36:54,2026-09-04,received,190517.7,CNY
PO000578,SUP0096,W015,2025-08-04 00:59:42,2025-08-20,received,1185181.22,CNY
PO000579,SUP0025,W003,2026-03-08 21:25:49,2026-03-22,received,1091693.14,CNY
PO000580,SUP0095,W010,2025-07-01 19:51:30,2025-07-16,received,764577.47,CNY
PO000581,SUP0044,W009,2025-10-05 06:13:14,2025-10-22,received,1799719.68,CNY
PO000582,SUP0146,W004,2025-02-23 13:30:24,2025-03-16,received,1539659.76,CNY
PO000583,SUP0103,W010,2025-06-16 14:30:13,2025-07-02,received,1472096.74,CNY
PO000584,SUP0037,W009,2025-06-02 19:09:27,2025-06-10,received,756582.08,CNY
PO000585,SUP0129,W014,2025-09-16 20:05:34,2025-09-24,shipped,1035996.84,CNY
PO000586,SUP0009,W012,2025-05-12 11:33:57,2025-05-18,received,857704.71,CNY
PO000587,SUP0048,W011,2025-04-01 19:52:22,2025-04-15,received,1038032.87,CNY
PO000588,SUP0057,W002,2026-02-24 12:38:53,2026-03-19,shipped,809923.36,CNY
PO000589,SUP0102,W015,2026-07-05 03:13:15,2026-07-23,received,1720858.19,CNY
PO000590,SUP0073,W004,2026-06-08 17:28:17,2026-06-30,received,1425715.75,CNY
PO000591,SUP0021,W009,2025-01-16 19:57:41,2025-02-07,received,1153172.52,CNY
PO000592,SUP0056,W010,2025-02-20 01:45:03,2025-03-12,received,1218533.0,CNY
PO000593,SUP0032,W011,2025-06-25 21:44:09,2025-07-16,received,1065170.55,CNY
PO000594,SUP0039,W012,2026-04-14 21:35:10,2026-05-04,received,1380136.1,CNY
PO000595,SUP0030,W002,2026-01-22 06:28:36,2026-02-03,received,840367.59,CNY
PO000596,SUP0054,W005,2026-03-21 11:03:32,2026-03-31,shipped,488392.28,CNY
PO000597,SUP0111,W006,2026-05-10 23:37:15,2026-05-15,approved,1467132.66,CNY
PO000598,SUP0123,W009,2026-06-23 03:43:22,2026-06-30,received,1232148.33,CNY
PO000599,SUP0029,W013,2025-02-11 00:43:56,2025-02-28,received,249510.1,CNY
PO000600,SUP0112,W015,2025-08-22 04:33:37,2025-08-31,received,1023077.98,CNY
PO000601,SUP0139,W004,2025-08-05 04:43:38,2025-08-22,received,703842.22,CNY
PO000602,SUP0134,W014,2025-04-05 06:58:54,2025-04-26,received,1142987.06,CNY
PO000603,SUP0083,W005,2026-03-19 13:37:35,2026-04-12,created,911268.15,CNY
PO000604,SUP0011,W016,2025-02-07 22:01:54,2025-02-12,received,309858.25,CNY
PO000605,SUP0034,W014,2026-03-09 02:37:32,2026-03-22,received,666049.23,CNY
PO000606,SUP0074,W002,2026-05-22 04:21:05,2026-06-04,received,427353.29,CNY
PO000607,SUP0057,W013,2025-01-23 03:59:35,2025-02-02,received,430917.52,CNY
