usage_id,receipt_id,coupon_id,order_id,user_id,discount_amount,used_at
CU00000811,CR00001801,CP00164,O00010174,U001247,6.36,2026-07-16 13:03:40
CU00000812,CR00001803,CP00177,O00009326,U003083,55.22,2025-09-03 06:12:18
CU00000813,CR00001804,CP00044,O00007129,U004388,6.69,2026-03-21 12:43:56
CU00000814,CR00001805,CP00036,O00008668,U004527,32.03,2025-04-16 12:49:33
CU00000815,CR00001808,CP00038,O00010468,U001911,7.49,2025-06-24 17:09:41
CU00000816,CR00001809,CP00158,O00011758,U003031,8.87,2025-03-26 03:01:29
CU00000817,CR00001810,CP00051,O00009281,U001741,42.04,2025-09-09 19:13:42
CU00000818,CR00001812,CP00106,O00007646,U003365,6.59,2025-07-01 15:05:00
CU00000819,CR00001814,CP00180,O00004872,U003903,70.25,2025-08-06 04:17:16
CU00000820,CR00001815,CP00054,O00006991,U000449,31.25,2026-02-23 23:48:34
CU00000821,CR00001816,CP00128,O00002577,U002660,59.78,2025-11-01 20:54:49
CU00000822,CR00001817,CP00078,O00001052,U001936,82.39,2026-03-22 22:30:45
CU00000823,CR00001823,CP00013,O00000891,U001814,27.35,2025-10-12 10:30:05
CU00000824,CR00001827,CP00001,O00000497,U003341,57.84,2025-10-05 11:34:57
CU00000825,CR00001828,CP00056,O00010154,U001706,9.18,2025-05-23 04:16:04
CU00000826,CR00001829,CP00039,O00008182,U004518,15.82,2025-12-22 07:47:05
CU00000827,CR00001833,CP00057,O00002978,U001928,5.78,2025-04-13 03:13:40
CU00000828,CR00001835,CP00032,O00011589,U001716,12.36,2025-04-19 01:05:37
CU00000829,CR00001836,CP00033,O00000522,U001805,27.87,2026-08-17 01:44:07
CU00000830,CR00001839,CP00060,O00007943,U003445,11.31,2025-01-15 09:27:16
CU00000831,CR00001841,CP00172,O00007349,U002003,8.25,2026-06-10 02:06:23
CU00000832,CR00001842,CP00021,O00002919,U003196,24.2,2026-01-19 17:53:01
CU00000833,CR00001845,CP00101,O00002650,U002837,57.5,2026-08-11 12:59:35
CU00000834,CR00001847,CP00064,O00009883,U001771,55.92,2025-12-20 23:23:48
CU00000835,CR00001848,CP00124,O00006675,U003861,5.83,2025-03-02 23:54:07
CU00000836,CR00001852,CP00154,O00004677,U002881,69.09,2026-03-15 10:56:26
CU00000837,CR00001853,CP00069,O00002892,U003553,22.95,2026-02-24 18:09:38
CU00000838,CR00001854,CP00070,O00001051,U003922,99.65,2025-05-10 00:50:37
CU00000839,CR00001856,CP00071,O00009239,U001585,30.88,2025-05-26 17:44:24
CU00000840,CR00001859,CP00031,O00005989,U000513,18.52,2025-08-17 13:21:09
CU00000841,CR00001860,CP00124,O00011026,U001738,5.83,2026-03-07 05:21:55
CU00000842,CR00001864,CP00043,O00005236,U001775,88.16,2025-09-25 22:21:54
CU00000843,CR00001866,CP00064,O00009221,U002106,55.92,2025-07-19 12:12:43
CU00000844,CR00001868,CP00050,O00007528,U004160,55.17,2025-07-20 19:01:07
CU00000845,CR00001870,CP00096,O00010636,U003020,23.59,2026-02-25 12:20:37
CU00000846,CR00001874,CP00121,O00001746,U003248,14.4,2026-05-01 03:06:40
CU00000847,CR00001876,CP00101,O00000787,U001473,57.5,2025-01-16 21:11:29
CU00000848,CR00001878,CP00057,O00006027,U001495,5.78,2026-04-20 09:35:08
CU00000849,CR00001879,CP00174,O00004414,U002667,140.96,2025-01-18 15:41:54
CU00000850,CR00001880,CP00161,O00000494,U004619,54.46,2025-08-05 01:43:18
CU00000851,CR00001881,CP00115,O00001792,U000435,86.93,2025-06-13 04:45:50
CU00000852,CR00001882,CP00014,O00003135,U003386,56.4,2025-10-27 23:42:32
CU00000853,CR00001886,CP00029,O00002866,U002455,12.24,2026-03-01 04:38:19
CU00000854,CR00001887,CP00091,O00009028,U000073,22.89,2026-06-03 18:50:55
CU00000855,CR00001889,CP00120,O00011299,U003721,79.58,2025-02-07 04:16:48
CU00000856,CR00001890,CP00021,O00005539,U000633,24.2,2026-07-12 21:26:03
CU00000857,CR00001892,CP00034,O00001543,U000418,31.12,2026-03-11 07:34:01
CU00000858,CR00001894,CP00010,O00005379,U004073,8.57,2025-02-06 16:40:57
CU00000859,CR00001895,CP00042,O00002481,U000519,13.33,2026-01-22 22:19:24
CU00000860,CR00001898,CP00077,O00009574,U000565,13.83,2026-03-03 01:14:08
CU00000861,CR00001900,CP00164,O00001635,U002521,6.36,2025-10-04 11:42:42
CU00000862,CR00001901,CP00178,O00001316,U000751,41.84,2025-01-01 06:53:30
CU00000863,CR00001902,CP00043,O00009432,U001727,88.16,2025-11-04 11:18:21
CU00000864,CR00001903,CP00147,O00008892,U003873,64.83,2025-06-25 02:55:47
CU00000865,CR00001905,CP00120,O00001143,U002287,79.58,2025-08-07 03:30:18
CU00000866,CR00001907,CP00095,O00000569,U003569,35.84,2026-07-10 01:13:29
CU00000867,CR00001912,CP00031,O00005880,U001060,18.52,2025-12-23 01:44:25
CU00000868,CR00001914,CP00018,O00009339,U004169,34.59,2025-11-29 07:08:54
CU00000869,CR00001918,CP00061,O00001098,U004231,41.51,2026-02-16 08:00:14
CU00000870,CR00001919,CP00067,O00000148,U002193,34.21,2025-10-22 15:09:33
CU00000871,CR00001920,CP00052,O00003554,U004661,26.8,2025-02-26 17:49:08
CU00000872,CR00001923,CP00169,O00011343,U000296,16.12,2025-05-09 05:21:30
CU00000873,CR00001925,CP00063,O00011718,U003719,15.7,2025-04-17 15:13:20
CU00000874,CR00001927,CP00092,O00006047,U001507,104.3,2025-12-19 02:24:03
CU00000875,CR00001929,CP00146,O00009230,U004061,104.66,2025-01-23 22:24:37
CU00000876,CR00001931,CP00037,O00010431,U001526,62.74,2025-05-09 02:11:46
CU00000877,CR00001938,CP00133,O00006279,U000090,25.98,2026-03-06 05:40:08
CU00000878,CR00001941,CP00138,O00009500,U004286,29.0,2025-12-05 05:02:19
CU00000879,CR00001943,CP00089,O00000406,U001881,8.02,2025-01-17 09:49:25
CU00000880,CR00001948,CP00135,O00002371,U002200,83.42,2025-04-08 15:09:10
CU00000881,CR00001949,CP00116,O00008296,U000383,12.5,2026-01-11 21:57:57
CU00000882,CR00001951,CP00049,O00005204,U004799,49.71,2026-01-23 07:05:17
CU00000883,CR00001953,CP00095,O00000640,U002348,35.84,2026-04-20 13:10:56
CU00000884,CR00001955,CP00032,O00008237,U002123,12.36,2025-04-24 14:58:03
CU00000885,CR00001956,CP00121,O00011618,U001948,14.4,2025-06-17 19:11:37
CU00000886,CR00001957,CP00101,O00005123,U003076,57.5,2026-01-13 05:27:48
CU00000887,CR00001963,CP00082,O00006031,U000342,9.28,2026-04-01 15:51:52
CU00000888,CR00001965,CP00027,O00008070,U001926,42.99,2026-05-25 03:10:26
CU00000889,CR00001968,CP00062,O00008875,U001453,6.55,2025-06-19 12:10:46
CU00000890,CR00001974,CP00114,O00009734,U004323,29.15,2026-07-29 03:02:19
CU00000891,CR00001975,CP00097,O00011965,U003980,17.45,2025-07-26 04:43:00
CU00000892,CR00001978,CP00141,O00008375,U002481,109.53,2025-09-13 23:37:26
CU00000893,CR00001979,CP00093,O00001975,U001314,27.11,2025-02-22 17:22:02
CU00000894,CR00001981,CP00093,O00010081,U004065,27.11,2026-08-04 20:32:20
CU00000895,CR00001982,CP00109,O00001487,U003669,52.92,2025-03-27 14:09:47
CU00000896,CR00001983,CP00111,O00010998,U004514,14.15,2025-02-28 17:15:13
CU00000897,CR00001984,CP00143,O00004710,U004387,147.54,2025-02-04 12:04:18
CU00000898,CR00001987,CP00072,O00000923,U003749,37.75,2025-09-30 11:56:38
CU00000899,CR00001991,CP00170,O00007128,U002304,38.43,2025-06-22 01:06:23
CU00000900,CR00001992,CP00036,O00006886,U002259,32.03,2026-01-26 18:12:53
CU00000901,CR00001993,CP00077,O00002130,U000752,13.83,2026-05-03 20:35:57
CU00000902,CR00001995,CP00096,O00002242,U002606,23.59,2025-01-02 23:43:21
CU00000903,CR00001996,CP00132,O00004689,U002913,57.92,2026-05-23 18:46:33
CU00000904,CR00001997,CP00098,O00007707,U000500,5.32,2025-03-24 21:14:16
CU00000905,CR00001999,CP00012,O00002140,U004823,22.74,2025-10-27 23:34:40
CU00000906,CR00002005,CP00129,O00003437,U004940,78.9,2025-04-29 09:49:56
CU00000907,CR00002006,CP00040,O00006454,U002796,22.44,2025-10-25 15:59:06
CU00000908,CR00002008,CP00072,O00000303,U000842,37.75,2025-03-15 02:52:51
CU00000909,CR00002010,CP00046,O00003810,U003718,29.68,2025-07-27 05:42:40
CU00000910,CR00002011,CP00108,O00007609,U001285,32.8,2025-12-17 08:42:09
CU00000911,CR00002012,CP00091,O00010380,U001553,22.89,2026-05-15 06:54:11
CU00000912,CR00002013,CP00054,O00009374,U000212,31.25,2026-07-13 07:57:17
CU00000913,CR00002014,CP00154,O00007312,U002843,69.09,2026-08-08 19:20:04
CU00000914,CR00002017,CP00081,O00002291,U003126,38.35,2026-08-11 16:36:58
CU00000915,CR00002018,CP00153,O00008564,U000514,113.23,2025-05-10 00:38:05
CU00000916,CR00002021,CP00036,O00010678,U003102,32.03,2025-04-05 11:38:50
CU00000917,CR00002023,CP00041,O00005869,U004411,53.71,2025-09-15 04:26:17
CU00000918,CR00002025,CP00028,O00000550,U000180,57.77,2025-07-04 03:29:08
CU00000919,CR00002026,CP00131,O00009499,U001085,9.19,2026-01-13 05:47:32
CU00000920,CR00002027,CP00177,O00002156,U001517,55.22,2026-02-18 02:18:08
CU00000921,CR00002029,CP00172,O00011210,U000141,8.25,2025-08-27 17:24:00
CU00000922,CR00002032,CP00063,O00009548,U004533,15.7,2026-02-01 12:03:43
CU00000923,CR00002033,CP00070,O00002604,U004460,99.65,2025-06-19 11:50:50
CU00000924,CR00002034,CP00094,O00008842,U002467,9.28,2026-05-27 16:09:36
CU00000925,CR00002037,CP00007,O00001256,U000740,82.38,2025-11-11 08:08:31
CU00000926,CR00002044,CP00030,O00007136,U003562,102.7,2025-08-13 00:21:35
CU00000927,CR00002048,CP00092,O00006313,U004198,104.3,2026-05-17 05:05:48
CU00000928,CR00002052,CP00117,O00011970,U001890,7.89,2025-07-28 13:56:25
CU00000929,CR00002055,CP00096,O00011722,U004111,23.59,2025-09-17 13:20:40
CU00000930,CR00002057,CP00029,O00004592,U001270,12.24,2026-01-11 14:02:33
CU00000931,CR00002059,CP00175,O00004381,U002331,43.12,2026-05-08 07:37:01
CU00000932,CR00002061,CP00056,O00011155,U004207,9.18,2025-05-24 09:23:07
CU00000933,CR00002064,CP00132,O00010085,U003498,57.92,2025-03-10 21:25:26
CU00000934,CR00002068,CP00105,O00007922,U003220,8.54,2025-04-12 07:01:02
CU00000935,CR00002069,CP00033,O00009424,U000207,27.87,2025-11-16 19:31:04
CU00000936,CR00002070,CP00069,O00000307,U001191,22.95,2026-06-01 21:36:21
CU00000937,CR00002072,CP00098,O00005304,U000116,5.32,2025-07-10 16:00:11
CU00000938,CR00002074,CP00075,O00008831,U002311,28.2,2026-01-18 17:24:09
CU00000939,CR00002081,CP00178,O00001639,U000403,41.84,2026-07-17 15:20:22
CU00000940,CR00002082,CP00149,O00005744,U001079,8.69,2025-05-03 13:39:47
CU00000941,CR00002083,CP00161,O00001568,U001156,54.46,2025-11-29 22:13:05
CU00000942,CR00002086,CP00146,O00006079,U001223,104.66,2025-03-01 21:22:46
CU00000943,CR00002090,CP00068,O00010496,U004084,137.03,2026-04-06 02:20:20
CU00000944,CR00002092,CP00002,O00002237,U001559,5.62,2025-11-23 16:49:46
CU00000945,CR00002093,CP00154,O00005445,U004979,69.09,2025-09-21 01:44:12
CU00000946,CR00002094,CP00095,O00004871,U001278,35.84,2025-06-04 22:37:02
CU00000947,CR00002098,CP00158,O00007674,U003403,8.87,2026-03-30 20:55:08
CU00000948,CR00002101,CP00117,O00010779,U001673,7.89,2025-05-28 10:36:12
CU00000949,CR00002105,CP00032,O00001192,U003384,12.36,2026-07-01 17:58:25
CU00000950,CR00002108,CP00032,O00010140,U003707,12.36,2026-03-30 13:03:31
CU00000951,CR00002111,CP00164,O00006899,U001117,6.36,2026-04-12 06:06:55
CU00000952,CR00002114,CP00051,O00009232,U002039,42.04,2025-11-01 01:05:59
CU00000953,CR00002115,CP00061,O00003163,U004450,41.51,2025-05-22 09:14:39
CU00000954,CR00002116,CP00106,O00009403,U004540,6.59,2026-01-29 11:56:58
CU00000955,CR00002117,CP00053,O00006865,U001293,12.33,2026-03-20 07:19:05
CU00000956,CR00002120,CP00096,O00009148,U002069,23.59,2026-06-07 16:50:34
CU00000957,CR00002121,CP00059,O00005442,U003882,6.6,2025-11-09 11:34:32
CU00000958,CR00002123,CP00065,O00010530,U000212,47.93,2025-08-18 22:25:01
CU00000959,CR00002124,CP00111,O00006818,U003877,14.15,2025-06-13 13:54:20
CU00000960,CR00002126,CP00035,O00000017,U004421,72.35,2025-12-23 23:17:16
CU00000961,CR00002130,CP00087,O00005762,U004632,52.22,2026-04-28 04:52:46
CU00000962,CR00002131,CP00047,O00011231,U000798,66.82,2025-04-20 15:31:16
CU00000963,CR00002132,CP00084,O00001947,U002032,5.39,2025-04-04 22:47:24
CU00000964,CR00002133,CP00143,O00008856,U003183,147.54,2025-05-31 20:35:01
CU00000965,CR00002135,CP00088,O00005689,U001102,18.99,2025-01-31 14:26:21
CU00000966,CR00002136,CP00072,O00006896,U000156,37.75,2026-07-21 04:42:03
CU00000967,CR00002137,CP00089,O00009401,U000166,8.02,2026-03-17 00:21:59
CU00000968,CR00002141,CP00024,O00007365,U003576,54.73,2025-10-17 22:04:13
CU00000969,CR00002145,CP00114,O00011038,U001412,29.15,2025-12-07 09:08:18
CU00000970,CR00002151,CP00159,O00000514,U001547,36.24,2025-11-30 06:13:00
CU00000971,CR00002152,CP00079,O00009464,U001401,6.82,2026-03-17 17:23:30
CU00000972,CR00002153,CP00169,O00004248,U003519,16.12,2025-03-09 09:08:09
CU00000973,CR00002155,CP00164,O00009995,U000633,6.36,2025-10-04 22:47:16
CU00000974,CR00002157,CP00016,O00009671,U000587,13.42,2025-10-22 14:08:57
CU00000975,CR00002165,CP00177,O00007337,U004770,55.22,2025-09-03 21:02:28
CU00000976,CR00002168,CP00165,O00000411,U002731,5.64,2026-02-09 01:56:07
CU00000977,CR00002169,CP00085,O00007128,U002304,72.39,2025-06-22 01:06:23
CU00000978,CR00002172,CP00083,O00011859,U000182,32.24,2026-06-04 11:04:13
CU00000979,CR00002174,CP00150,O00002501,U000061,9.81,2025-11-27 13:49:19
CU00000980,CR00002175,CP00029,O00006048,U003400,12.24,2026-03-25 03:54:35
CU00000981,CR00002177,CP00175,O00007400,U002891,43.12,2026-04-03 15:14:04
CU00000982,CR00002178,CP00119,O00004815,U000154,78.56,2026-03-28 04:38:23
CU00000983,CR00002179,CP00097,O00006980,U000844,17.45,2025-12-21 22:59:16
CU00000984,CR00002180,CP00006,O00005533,U001222,107.26,2025-02-26 20:51:25
CU00000985,CR00002183,CP00018,O00002362,U001118,34.59,2025-02-13 16:00:39
CU00000986,CR00002185,CP00093,O00003359,U004225,27.11,2025-08-29 06:00:58
CU00000987,CR00002187,CP00052,O00000090,U003860,26.8,2025-06-18 02:34:48
CU00000988,CR00002191,CP00085,O00008739,U001540,72.39,2025-10-03 00:12:00
CU00000989,CR00002193,CP00016,O00011028,U000428,13.42,2026-08-08 08:14:13
CU00000990,CR00002196,CP00091,O00006212,U002622,22.89,2025-04-25 04:06:14
CU00000991,CR00002197,CP00011,O00002449,U000734,32.73,2026-06-07 12:27:39
CU00000992,CR00002199,CP00133,O00006232,U003297,25.98,2026-04-19 15:49:25
CU00000993,CR00002200,CP00029,O00001414,U003420,12.24,2025-06-23 04:16:55
CU00000994,CR00002202,CP00046,O00011489,U003173,29.68,2025-11-07 14:03:51
CU00000995,CR00002204,CP00106,O00011901,U001130,6.59,2026-06-25 05:02:09
CU00000996,CR00002205,CP00127,O00002046,U000075,8.98,2025-03-01 04:10:28
CU00000997,CR00002207,CP00049,O00009877,U004792,49.71,2025-10-04 19:34:01
CU00000998,CR00002210,CP00040,O00005140,U001488,22.44,2025-03-02 04:15:18
CU00000999,CR00002215,CP00178,O00011866,U003532,41.84,2025-01-21 06:56:46
CU00001000,CR00002218,CP00081,O00001474,U002876,38.35,2026-08-04 15:21:19
CU00001001,CR00002220,CP00024,O00001477,U000454,54.73,2026-06-08 17:38:19
CU00001002,CR00002221,CP00085,O00010657,U000667,72.39,2025-12-02 01:27:23
CU00001003,CR00002222,CP00140,O00004566,U001849,21.17,2026-07-10 00:42:51
CU00001004,CR00002223,CP00055,O00011846,U001207,123.44,2025-08-11 03:22:04
CU00001005,CR00002225,CP00035,O00007188,U000647,72.35,2026-02-20 10:04:11
CU00001006,CR00002226,CP00143,O00011788,U001989,69.7,2026-06-02 17:00:31
CU00001007,CR00002230,CP00123,O00004222,U003358,73.75,2025-03-24 18:03:18
CU00001008,CR00002231,CP00076,O00007759,U004405,6.8,2025-05-21 04:50:27
CU00001009,CR00002234,CP00055,O00007368,U001854,123.44,2026-04-14 07:09:05
CU00001010,CR00002237,CP00125,O00009008,U004187,21.22,2025-01-24 10:32:40
CU00001011,CR00002245,CP00050,O00002953,U001363,55.17,2025-01-09 01:48:26
CU00001012,CR00002249,CP00094,O00009124,U002734,9.28,2025-01-15 21:27:32
CU00001013,CR00002251,CP00085,O00005396,U001300,72.39,2025-06-20 00:41:19
CU00001014,CR00002252,CP00116,O00006068,U000952,12.5,2025-03-14 11:44:44
CU00001015,CR00002254,CP00003,O00010541,U003132,14.49,2025-11-29 06:33:30
CU00001016,CR00002255,CP00012,O00011023,U004614,22.74,2025-04-24 23:08:17
CU00001017,CR00002257,CP00104,O00006738,U003212,76.67,2025-01-19 16:19:04
CU00001018,CR00002260,CP00173,O00004269,U000001,6.3,2025-09-02 01:06:36
CU00001019,CR00002262,CP00051,O00001237,U001316,42.04,2025-09-12 19:37:04
CU00001020,CR00002263,CP00030,O00011866,U003532,102.7,2025-01-21 06:56:46
CU00001021,CR00002264,CP00033,O00001799,U004880,27.87,2025-11-30 15:50:43
CU00001022,CR00002265,CP00052,O00003296,U000303,26.8,2025-11-24 21:27:19
CU00001023,CR00002267,CP00051,O00002288,U000329,42.04,2026-06-27 11:43:29
CU00001024,CR00002269,CP00107,O00008753,U001476,91.42,2025-05-03 21:17:35
CU00001025,CR00002270,CP00154,O00000056,U003369,69.09,2025-04-12 17:15:50
CU00001026,CR00002272,CP00087,O00007005,U003190,52.22,2026-07-12 12:52:45
CU00001027,CR00002273,CP00134,O00003346,U003734,28.03,2025-12-05 17:28:17
CU00001028,CR00002275,CP00084,O00007860,U001108,5.39,2026-05-18 23:45:14
CU00001029,CR00002277,CP00087,O00010267,U004078,52.22,2025-04-28 21:11:59
CU00001030,CR00002278,CP00020,O00005063,U001145,32.45,2025-05-29 08:16:57
CU00001031,CR00002281,CP00129,O00003296,U000303,78.9,2025-11-24 21:27:19
CU00001032,CR00002284,CP00037,O00000869,U004534,62.74,2025-08-06 07:09:32
CU00001033,CR00002285,CP00065,O00006109,U002062,47.93,2026-05-31 11:04:55
CU00001034,CR00002288,CP00103,O00003429,U003360,6.3,2026-03-24 22:05:34
CU00001035,CR00002289,CP00017,O00004092,U004647,12.1,2025-07-05 06:19:36
CU00001036,CR00002292,CP00030,O00006163,U003218,102.7,2025-08-28 11:20:34
CU00001037,CR00002294,CP00158,O00004665,U000275,8.87,2026-03-19 22:03:51
CU00001038,CR00002296,CP00140,O00003290,U003100,21.17,2026-05-27 13:24:47
CU00001039,CR00002298,CP00140,O00007550,U002321,21.17,2026-08-15 11:54:38
CU00001040,CR00002299,CP00021,O00001379,U003910,24.2,2025-10-21 20:58:49
CU00001041,CR00002303,CP00159,O00011940,U000505,36.24,2025-01-19 17:56:20
CU00001042,CR00002306,CP00054,O00011682,U000362,31.25,2025-05-21 02:39:36
CU00001043,CR00002307,CP00011,O00003499,U001155,32.73,2025-10-18 23:44:53
CU00001044,CR00002308,CP00015,O00004129,U001520,26.99,2025-02-16 16:52:23
CU00001045,CR00002310,CP00162,O00008610,U000500,18.65,2025-02-24 11:25:39
CU00001046,CR00002317,CP00103,O00006951,U003167,6.3,2025-11-02 08:59:13
CU00001047,CR00002318,CP00011,O00008930,U004267,32.73,2025-01-10 22:16:35
CU00001048,CR00002322,CP00093,O00007288,U001772,27.11,2026-03-11 04:59:51
CU00001049,CR00002325,CP00109,O00000887,U001177,24.13,2025-07-24 15:20:56
CU00001050,CR00002330,CP00050,O00006346,U003885,55.17,2025-07-24 04:31:49
CU00001051,CR00002332,CP00125,O00010719,U000816,21.22,2025-03-31 09:29:59
CU00001052,CR00002334,CP00140,O00010024,U002995,21.17,2026-04-05 21:06:50
CU00001053,CR00002335,CP00134,O00000279,U001630,28.03,2026-07-26 14:03:26
CU00001054,CR00002337,CP00168,O00004266,U000285,28.1,2026-08-05 18:07:36
CU00001055,CR00002341,CP00026,O00000273,U000060,103.86,2026-04-23 06:29:30
CU00001056,CR00002342,CP00048,O00009988,U002002,11.56,2026-06-21 00:27:42
CU00001057,CR00002344,CP00055,O00010823,U001043,123.44,2025-07-21 14:07:11
CU00001058,CR00002347,CP00160,O00004717,U001152,34.25,2026-07-21 17:45:21
CU00001059,CR00002352,CP00003,O00007064,U000764,14.49,2025-11-22 06:43:50
CU00001060,CR00002353,CP00023,O00010965,U004352,106.03,2025-03-18 09:06:38
CU00001061,CR00002356,CP00076,O00002773,U001799,6.8,2025-11-03 21:14:18
CU00001062,CR00002358,CP00151,O00000217,U000625,48.68,2025-11-15 20:31:31
CU00001063,CR00002359,CP00076,O00008552,U004947,6.8,2026-05-26 16:58:17
CU00001064,CR00002361,CP00047,O00002105,U002781,66.82,2025-06-07 16:10:26
CU00001065,CR00002365,CP00153,O00000473,U003408,113.23,2025-06-05 22:24:44
CU00001066,CR00002366,CP00114,O00005198,U003597,29.15,2025-07-17 23:02:29
CU00001067,CR00002367,CP00048,O00003287,U004328,11.56,2025-12-03 02:49:17
CU00001068,CR00002368,CP00147,O00009526,U000744,64.83,2025-04-09 01:15:17
CU00001069,CR00002371,CP00178,O00001119,U002048,41.84,2026-07-07 11:03:14
CU00001070,CR00002372,CP00165,O00000567,U004394,5.64,2025-11-09 15:30:27
CU00001071,CR00002374,CP00059,O00001574,U000537,6.6,2025-08-14 14:16:50
CU00001072,CR00002375,CP00175,O00005294,U000754,43.12,2025-05-20 18:13:16
CU00001073,CR00002377,CP00177,O00007190,U004727,55.22,2025-11-23 22:49:05
CU00001074,CR00002378,CP00180,O00007819,U003580,70.25,2025-11-08 21:13:57
CU00001075,CR00002379,CP00088,O00008094,U000651,18.99,2025-02-26 09:35:56
CU00001076,CR00002380,CP00170,O00006684,U004318,38.43,2025-04-01 00:06:18
CU00001077,CR00002383,CP00092,O00007368,U001854,104.3,2026-04-14 07:09:05
CU00001078,CR00002386,CP00158,O00006679,U001061,8.87,2026-07-10 23:58:41
CU00001079,CR00002387,CP00140,O00001322,U002251,21.17,2025-03-02 05:22:17
CU00001080,CR00002388,CP00145,O00010435,U002258,10.69,2025-04-27 00:36:30
CU00001081,CR00002397,CP00119,O00003327,U000579,78.56,2026-04-06 09:01:43
CU00001082,CR00002399,CP00146,O00001669,U004904,104.66,2025-05-17 08:34:02
CU00001083,CR00002400,CP00116,O00010075,U002420,12.5,2025-04-17 02:18:20
CU00001084,CR00002401,CP00090,O00006844,U003510,16.18,2025-02-20 22:04:03
CU00001085,CR00002405,CP00006,O00002697,U003463,107.26,2026-07-21 08:39:42
CU00001086,CR00002408,CP00087,O00010965,U004352,52.22,2025-03-18 09:06:38
CU00001087,CR00002409,CP00099,O00007574,U002125,47.95,2026-02-02 11:24:42
CU00001088,CR00002410,CP00142,O00006127,U002961,14.56,2025-10-03 19:55:49
CU00001089,CR00002413,CP00126,O00003581,U001735,76.27,2026-03-24 03:27:51
CU00001090,CR00002416,CP00012,O00000187,U002548,22.74,2025-08-26 23:27:21
CU00001091,CR00002417,CP00026,O00010164,U002560,103.86,2025-11-30 07:44:29
CU00001092,CR00002421,CP00049,O00004907,U002160,49.71,2026-04-18 22:58:10
CU00001093,CR00002423,CP00099,O00010629,U000017,47.95,2025-09-02 15:58:10
CU00001094,CR00002425,CP00114,O00004465,U000836,29.15,2026-06-11 15:52:12
CU00001095,CR00002426,CP00131,O00008138,U002827,9.19,2025-10-19 21:35:34
CU00001096,CR00002428,CP00045,O00011795,U002950,102.24,2025-11-25 17:20:29
CU00001097,CR00002429,CP00004,O00005022,U002237,19.05,2026-01-06 08:17:48
CU00001098,CR00002430,CP00128,O00009277,U002742,59.78,2026-08-12 14:40:22
CU00001099,CR00002432,CP00152,O00007971,U002035,39.08,2025-09-26 13:13:19
CU00001100,CR00002433,CP00120,O00008311,U000707,79.58,2025-01-28 17:16:11
CU00001101,CR00002434,CP00027,O00008609,U001227,42.99,2025-12-05 14:38:29
CU00001102,CR00002436,CP00172,O00011511,U000385,8.25,2025-03-25 14:30:06
CU00001103,CR00002439,CP00140,O00010924,U001191,21.17,2025-11-15 03:58:50
CU00001104,CR00002442,CP00046,O00010311,U000792,29.68,2025-05-03 17:45:30
CU00001105,CR00002443,CP00028,O00002697,U002434,57.77,2026-07-21 08:39:42
CU00001106,CR00002449,CP00108,O00006422,U001344,32.8,2025-04-26 16:24:52
CU00001107,CR00002450,CP00085,O00006644,U004071,72.39,2025-05-12 18:30:07
CU00001108,CR00002452,CP00087,O00003563,U002811,52.22,2025-06-12 14:33:03
CU00001109,CR00002455,CP00110,O00004516,U000577,20.65,2025-07-02 11:01:41
CU00001110,CR00002456,CP00005,O00004625,U004313,20.33,2026-04-17 02:34:36
CU00001111,CR00002457,CP00077,O00010793,U000482,13.83,2026-01-15 04:32:57
CU00001112,CR00002462,CP00177,O00010652,U000938,55.22,2025-05-23 10:12:58
CU00001113,CR00002463,CP00031,O00005047,U004068,18.52,2025-04-02 01:50:57
CU00001114,CR00002464,CP00148,O00003438,U001586,17.13,2025-11-30 00:45:52
CU00001115,CR00002465,CP00018,O00007390,U004232,34.59,2026-08-18 13:39:54
CU00001116,CR00002467,CP00055,O00005145,U003138,123.44,2025-12-21 19:49:40
CU00001117,CR00002468,CP00003,O00010295,U002931,14.49,2026-05-30 12:42:53
CU00001118,CR00002475,CP00084,O00006459,U004567,5.39,2025-03-25 15:09:53
CU00001119,CR00002476,CP00047,O00008168,U001083,66.82,2025-11-07 21:34:27
CU00001120,CR00002478,CP00154,O00008524,U002514,69.09,2026-02-07 16:47:15
CU00001121,CR00002480,CP00074,O00010547,U000563,48.37,2025-03-27 01:58:38
CU00001122,CR00002482,CP00039,O00005306,U002260,15.82,2025-08-22 11:04:30
CU00001123,CR00002486,CP00101,O00003916,U001971,57.5,2025-01-30 10:42:46
CU00001124,CR00002487,CP00103,O00005934,U002058,6.3,2025-11-04 05:25:48
CU00001125,CR00002491,CP00141,O00005589,U001999,109.53,2025-06-04 18:02:00
CU00001126,CR00002492,CP00022,O00011790,U000938,38.59,2025-01-24 03:41:08
CU00001127,CR00002495,CP00031,O00001922,U000642,18.52,2025-03-05 01:35:26
CU00001128,CR00002496,CP00080,O00004604,U001439,23.17,2026-03-13 01:04:41
CU00001129,CR00002498,CP00091,O00007381,U002341,22.89,2026-04-25 07:01:19
CU00001130,CR00002499,CP00103,O00010732,U003119,6.3,2026-06-28 02:43:08
CU00001131,CR00002502,CP00049,O00010738,U002416,49.71,2026-03-16 03:33:26
CU00001132,CR00002503,CP00016,O00011188,U000156,13.42,2026-08-14 09:32:18
CU00001133,CR00002504,CP00062,O00007881,U003839,6.55,2025-09-30 12:43:05
CU00001134,CR00002505,CP00066,O00007027,U004944,117.08,2026-04-28 09:31:05
