exposure_id,user_id,product_id,position_name,strategy_name,exposed_at,clicked,converted
RE000003161,U000035,P001084,会员频道,popular,2025-08-07 08:37:07,0,0
RE000003162,U000095,P001096,首页猜你喜欢,recommend_v4,2025-10-25 08:00:38,0,0
RE000003163,U000134,P001228,首页猜你喜欢,recommend_v4,2025-10-08 05:00:45,0,0
RE000003164,U001329,P000944,搜索联想,recommend_v4,2026-03-29 14:38:32,0,0
RE000003165,U000014,P001457,购物车凑单,popular,2026-06-10 21:00:50,0,0
RE000003166,U002878,P000779,搜索联想,rule_based,2026-04-26 03:50:25,0,0
RE000003167,U001294,P001085,商品详情相似推荐,recommend_v3,2026-03-31 17:22:31,0,0
RE000003168,U003335,P000366,会员频道,recommend_v3,2025-02-06 00:33:38,1,0
RE000003169,U001595,P001220,会员频道,rule_based,2026-02-23 14:04:50,0,0
RE000003170,U004313,P001161,搜索联想,rule_based,2025-08-18 06:14:59,0,0
RE000003171,U003831,P001072,搜索联想,recommend_v4,2025-12-30 16:11:01,0,0
RE000003172,U002907,P000757,会员频道,popular,2026-03-14 19:48:06,0,0
RE000003173,U002903,P001488,首页猜你喜欢,recommend_v3,2025-09-29 00:09:30,0,0
RE000003174,U000655,P000818,购物车凑单,recommend_v3,2025-03-14 06:59:54,0,0
RE000003175,U004776,P001277,购物车凑单,recommend_v4,2026-08-11 08:06:49,0,0
RE000003176,U003872,P001058,购物车凑单,recommend_v4,2025-01-07 23:21:58,0,0
RE000003177,U002194,P000950,商品详情相似推荐,recommend_v4,2026-01-23 22:07:51,0,0
RE000003178,U001976,P000763,购物车凑单,recommend_v3,2026-03-20 23:27:18,0,0
RE000003179,U003256,P001289,商品详情相似推荐,recommend_v3,2026-07-09 14:59:00,0,0
RE000003180,U003387,P001096,会员频道,recommend_v3,2026-04-07 07:00:55,0,0
RE000003181,U001190,P000053,会员频道,recommend_v3,2026-03-12 00:50:54,1,0
RE000003182,U002152,P001055,商品详情相似推荐,recommend_v3,2025-12-26 19:12:06,0,0
RE000003183,U001207,P000776,搜索联想,recommend_v3,2025-06-30 12:02:02,0,0
RE000003184,U002701,P001164,商品详情相似推荐,recommend_v4,2025-02-28 12:30:45,0,0
RE000003185,U004622,P001395,购物车凑单,recommend_v3,2025-01-13 15:04:07,0,0
RE000003186,U004844,P000839,会员频道,rule_based,2025-05-27 01:23:52,0,0
RE000003187,U002036,P001029,商品详情相似推荐,rule_based,2026-01-29 07:18:15,0,0
RE000003188,U003820,P001182,首页猜你喜欢,recommend_v3,2025-02-26 04:14:39,0,0
RE000003189,U000225,P000462,商品详情相似推荐,popular,2025-07-22 08:40:50,0,0
RE000003190,U003340,P000958,首页猜你喜欢,recommend_v3,2025-06-23 11:30:21,0,0
RE000003191,U001648,P001321,商品详情相似推荐,popular,2025-05-13 03:46:13,0,0
RE000003192,U001963,P000362,会员频道,recommend_v4,2025-02-03 00:03:37,0,0
RE000003193,U002659,P000682,首页猜你喜欢,recommend_v4,2025-07-10 13:35:47,0,0
RE000003194,U001718,P001021,会员频道,recommend_v3,2025-07-22 18:33:12,0,0
RE000003195,U001070,P000805,首页猜你喜欢,recommend_v4,2026-04-17 05:12:40,0,0
RE000003196,U003544,P001094,搜索联想,recommend_v4,2026-01-03 03:09:19,0,0
RE000003197,U004917,P001246,会员频道,recommend_v3,2025-07-31 22:34:48,0,0
RE000003198,U000277,P000316,搜索联想,recommend_v4,2025-03-12 14:49:05,1,0
RE000003199,U002798,P001171,会员频道,recommend_v3,2026-02-28 23:39:29,0,0
RE000003200,U002905,P001023,购物车凑单,recommend_v3,2025-09-12 04:16:03,0,0
RE000003201,U003305,P000083,首页猜你喜欢,recommend_v4,2026-06-02 12:05:47,0,0
RE000003202,U004760,P000351,搜索联想,recommend_v4,2026-05-12 22:28:53,0,0
RE000003203,U001794,P000428,搜索联想,popular,2025-10-18 09:18:51,0,0
RE000003204,U004759,P000409,搜索联想,recommend_v3,2025-08-31 22:35:47,0,0
RE000003205,U000839,P000771,会员频道,recommend_v4,2025-01-10 16:25:06,0,0
RE000003206,U001548,P000555,会员频道,recommend_v4,2026-08-18 19:34:42,0,0
RE000003207,U003958,P000394,首页猜你喜欢,rule_based,2026-08-13 03:38:19,0,0
RE000003208,U000067,P000468,购物车凑单,recommend_v4,2026-04-04 19:55:32,0,0
RE000003209,U003640,P001109,商品详情相似推荐,popular,2025-04-04 10:51:58,1,0
RE000003210,U002546,P001309,会员频道,recommend_v4,2025-08-31 19:21:37,0,0
RE000003211,U004008,P001480,购物车凑单,popular,2026-01-22 23:31:57,1,0
RE000003212,U001732,P000175,会员频道,recommend_v3,2025-02-01 11:48:30,0,0
RE000003213,U003773,P001459,首页猜你喜欢,recommend_v4,2026-04-20 13:44:59,0,0
RE000003214,U001778,P000370,首页猜你喜欢,rule_based,2025-10-20 21:14:41,0,0
RE000003215,U004144,P000598,搜索联想,recommend_v4,2025-01-29 23:24:11,0,0
RE000003216,U003954,P000509,购物车凑单,recommend_v3,2025-11-13 15:30:21,0,0
RE000003217,U001132,P001078,购物车凑单,recommend_v4,2025-08-27 18:08:09,0,0
RE000003218,U000827,P001096,商品详情相似推荐,popular,2026-01-21 02:20:46,0,0
RE000003219,U000558,P000095,购物车凑单,rule_based,2026-05-20 12:43:43,1,0
RE000003220,U001549,P001400,会员频道,recommend_v4,2026-07-27 20:31:48,0,0
RE000003221,U000923,P000453,购物车凑单,recommend_v4,2025-12-27 12:50:15,0,0
RE000003222,U004388,P000514,商品详情相似推荐,recommend_v4,2026-03-03 04:39:04,0,0
RE000003223,U003678,P000150,搜索联想,recommend_v3,2026-03-16 09:39:41,0,0
RE000003224,U000012,P001159,搜索联想,recommend_v3,2026-02-19 15:34:29,0,0
RE000003225,U000534,P000301,商品详情相似推荐,recommend_v3,2025-07-21 10:21:44,0,0
RE000003226,U002170,P000987,搜索联想,recommend_v3,2025-08-22 22:00:25,0,0
RE000003227,U000558,P000418,商品详情相似推荐,popular,2026-06-16 22:50:50,0,0
RE000003228,U004886,P000240,首页猜你喜欢,recommend_v4,2025-05-11 19:48:58,1,0
RE000003229,U003941,P001304,首页猜你喜欢,recommend_v3,2026-03-04 19:51:04,0,0
RE000003230,U003544,P000352,购物车凑单,recommend_v3,2025-09-01 17:23:24,0,0
RE000003231,U001546,P000112,首页猜你喜欢,recommend_v3,2026-08-21 05:05:53,0,0
RE000003232,U003027,P000212,首页猜你喜欢,popular,2025-06-03 09:57:29,1,0
RE000003233,U001765,P000965,首页猜你喜欢,recommend_v4,2026-01-22 17:42:40,0,0
RE000003234,U001558,P001099,商品详情相似推荐,recommend_v4,2025-04-12 01:45:05,0,0
RE000003235,U001579,P000188,搜索联想,recommend_v3,2026-05-14 04:50:57,0,0
RE000003236,U003669,P001124,购物车凑单,recommend_v4,2025-05-03 23:32:42,0,0
RE000003237,U000102,P001462,商品详情相似推荐,recommend_v3,2025-02-02 19:55:01,0,0
RE000003238,U000449,P000260,搜索联想,recommend_v4,2025-10-06 09:15:04,0,0
RE000003239,U000464,P000943,购物车凑单,popular,2025-03-11 05:05:20,0,0
RE000003240,U000350,P001390,商品详情相似推荐,recommend_v4,2025-11-17 16:39:20,0,0
RE000003241,U004924,P001427,首页猜你喜欢,recommend_v3,2025-10-31 22:21:30,0,0
RE000003242,U004652,P000986,搜索联想,recommend_v3,2026-03-17 19:40:28,0,0
RE000003243,U002743,P001060,会员频道,popular,2025-10-01 17:10:23,0,0
RE000003244,U003965,P001397,搜索联想,rule_based,2025-03-03 12:18:54,0,0
RE000003245,U003354,P000036,商品详情相似推荐,rule_based,2026-07-21 10:14:25,0,0
RE000003246,U000605,P000094,首页猜你喜欢,recommend_v3,2025-07-02 04:03:03,0,0
RE000003247,U001989,P000925,购物车凑单,popular,2026-03-06 21:10:34,0,0
RE000003248,U000182,P001188,搜索联想,rule_based,2026-07-05 01:17:32,0,0
RE000003249,U002574,P000609,会员频道,recommend_v4,2025-03-29 16:29:44,0,0
RE000003250,U004661,P000651,商品详情相似推荐,recommend_v3,2026-02-14 08:34:46,0,0
RE000003251,U001953,P000648,搜索联想,recommend_v4,2025-03-13 05:36:45,0,0
RE000003252,U004330,P000893,首页猜你喜欢,recommend_v4,2026-04-14 23:50:00,0,0
RE000003253,U000881,P001463,搜索联想,recommend_v3,2025-10-01 18:54:22,0,0
RE000003254,U001552,P000814,会员频道,recommend_v3,2025-08-18 05:56:08,0,0
RE000003255,U004004,P000401,购物车凑单,recommend_v4,2025-07-13 02:41:32,0,0
RE000003256,U001644,P001366,商品详情相似推荐,popular,2026-07-21 15:25:52,0,0
RE000003257,U004214,P000724,购物车凑单,recommend_v3,2025-03-17 08:40:30,0,0
RE000003258,U001923,P001201,首页猜你喜欢,recommend_v4,2025-04-12 11:20:59,0,0
RE000003259,U004436,P000439,商品详情相似推荐,recommend_v4,2025-06-27 01:52:12,1,0
RE000003260,U000584,P001015,购物车凑单,rule_based,2026-07-20 06:57:45,0,0
RE000003261,U000422,P000824,购物车凑单,recommend_v3,2025-09-09 15:35:03,0,0
RE000003262,U004072,P000256,会员频道,recommend_v4,2026-05-25 12:29:32,0,0
RE000003263,U003286,P000103,会员频道,recommend_v4,2026-02-07 19:44:10,0,0
RE000003264,U001378,P001227,会员频道,popular,2025-12-13 23:49:07,0,0
RE000003265,U000447,P000781,会员频道,recommend_v4,2025-08-04 21:24:27,0,0
RE000003266,U001791,P001060,首页猜你喜欢,recommend_v3,2026-03-18 16:55:34,1,0
RE000003267,U002754,P000685,会员频道,recommend_v3,2025-05-25 15:07:37,0,0
RE000003268,U000171,P001149,购物车凑单,rule_based,2025-01-06 16:46:49,0,0
RE000003269,U004692,P001128,搜索联想,recommend_v3,2025-08-14 03:25:13,0,0
RE000003270,U002529,P001218,首页猜你喜欢,recommend_v3,2025-06-06 21:36:21,0,0
RE000003271,U002959,P000966,首页猜你喜欢,recommend_v3,2025-03-18 13:55:06,0,0
RE000003272,U000111,P000857,搜索联想,recommend_v4,2025-03-18 04:44:04,1,0
RE000003273,U002542,P000668,首页猜你喜欢,recommend_v4,2025-08-04 12:47:29,0,0
RE000003274,U000004,P000599,首页猜你喜欢,recommend_v3,2026-06-03 19:31:12,0,0
RE000003275,U004924,P000570,商品详情相似推荐,recommend_v4,2025-12-21 07:35:11,0,0
RE000003276,U002931,P000977,搜索联想,recommend_v3,2026-04-10 02:37:57,0,0
RE000003277,U002929,P000743,会员频道,rule_based,2025-10-15 17:35:12,1,1
RE000003278,U003135,P000890,会员频道,recommend_v3,2025-09-10 11:16:31,0,0
RE000003279,U004359,P001134,购物车凑单,recommend_v4,2026-02-18 21:22:22,0,0
RE000003280,U002046,P001491,搜索联想,recommend_v3,2025-03-23 16:55:40,0,0
RE000003281,U001016,P000579,商品详情相似推荐,recommend_v4,2025-11-20 11:57:00,1,0
RE000003282,U002711,P001192,购物车凑单,recommend_v3,2025-08-24 14:21:29,0,0
RE000003283,U004828,P000282,首页猜你喜欢,popular,2026-05-09 16:04:29,0,0
RE000003284,U002842,P000502,购物车凑单,recommend_v4,2026-07-28 14:58:22,0,0
RE000003285,U001080,P000533,首页猜你喜欢,recommend_v3,2025-05-28 23:09:14,0,0
RE000003286,U002708,P000921,首页猜你喜欢,recommend_v4,2025-11-19 02:24:24,0,0
RE000003287,U001366,P000620,首页猜你喜欢,recommend_v4,2025-12-02 16:29:30,0,0
RE000003288,U003702,P001020,购物车凑单,recommend_v4,2025-08-25 23:15:53,0,0
RE000003289,U002028,P001222,首页猜你喜欢,recommend_v4,2025-09-13 21:51:49,0,0
RE000003290,U004701,P000310,商品详情相似推荐,recommend_v4,2025-11-14 09:06:49,0,0
RE000003291,U004885,P001241,搜索联想,rule_based,2026-04-22 20:05:43,0,0
RE000003292,U004852,P000537,商品详情相似推荐,recommend_v3,2026-06-15 08:26:51,0,0
RE000003293,U002671,P000320,搜索联想,recommend_v3,2026-08-02 13:07:34,0,0
RE000003294,U004928,P001134,会员频道,recommend_v4,2025-02-10 05:56:12,0,0
RE000003295,U000875,P000012,购物车凑单,recommend_v3,2025-12-21 22:45:08,0,0
RE000003296,U001368,P000503,搜索联想,popular,2025-12-05 12:01:49,0,0
RE000003297,U003878,P001490,会员频道,recommend_v4,2026-02-14 14:09:07,0,0
RE000003298,U000819,P001152,搜索联想,recommend_v4,2026-07-09 13:00:06,0,0
RE000003299,U004983,P000153,购物车凑单,recommend_v4,2025-06-13 03:09:34,0,0
RE000003300,U004145,P000775,搜索联想,recommend_v3,2026-05-10 03:43:34,0,0
RE000003301,U001292,P000470,购物车凑单,recommend_v4,2025-06-21 23:21:02,0,0
RE000003302,U004375,P001387,商品详情相似推荐,recommend_v4,2025-11-21 07:07:30,0,0
RE000003303,U001401,P000138,首页猜你喜欢,recommend_v4,2026-06-13 08:36:40,0,0
RE000003304,U003909,P000842,搜索联想,recommend_v4,2025-10-28 10:34:23,0,0
RE000003305,U002455,P001268,搜索联想,recommend_v3,2026-06-23 06:53:28,1,1
RE000003306,U002477,P000352,搜索联想,recommend_v3,2026-01-01 06:58:33,0,0
RE000003307,U002563,P001054,首页猜你喜欢,recommend_v3,2025-11-15 15:48:17,1,0
RE000003308,U001003,P001235,购物车凑单,recommend_v3,2025-02-21 17:27:04,0,0
RE000003309,U002627,P000136,首页猜你喜欢,recommend_v4,2025-09-25 06:06:49,0,0
RE000003310,U001714,P000075,会员频道,popular,2026-05-12 04:52:06,0,0
RE000003311,U000992,P000874,购物车凑单,recommend_v3,2025-10-05 00:21:14,0,0
RE000003312,U001802,P001206,购物车凑单,recommend_v3,2026-03-19 17:48:41,0,0
RE000003313,U001494,P000801,购物车凑单,recommend_v3,2025-09-09 04:29:40,0,0
RE000003314,U000380,P001384,首页猜你喜欢,recommend_v3,2026-02-15 09:56:41,0,0
RE000003315,U002919,P001477,购物车凑单,popular,2026-04-21 07:36:18,0,0
RE000003316,U003773,P001118,商品详情相似推荐,recommend_v4,2026-07-14 00:23:54,0,0
RE000003317,U004416,P000350,首页猜你喜欢,recommend_v3,2026-06-12 08:00:09,1,0
RE000003318,U001637,P000303,首页猜你喜欢,rule_based,2026-07-14 14:01:11,0,0
RE000003319,U004015,P000685,购物车凑单,recommend_v3,2025-03-27 07:34:08,1,1
RE000003320,U003192,P001153,会员频道,recommend_v4,2026-07-01 03:28:50,0,0
RE000003321,U000505,P001134,会员频道,recommend_v4,2025-09-24 09:58:52,0,0
RE000003322,U004000,P000656,会员频道,popular,2025-05-17 06:01:04,0,0
RE000003323,U000721,P000435,会员频道,rule_based,2025-01-31 23:31:48,0,0
RE000003324,U002958,P001209,购物车凑单,rule_based,2025-03-26 15:33:57,0,0
RE000003325,U004364,P000421,首页猜你喜欢,recommend_v3,2026-03-27 00:39:41,0,0
RE000003326,U000655,P000273,购物车凑单,popular,2025-08-02 05:20:34,0,0
RE000003327,U002894,P000894,搜索联想,recommend_v4,2026-01-13 11:31:29,0,0
RE000003328,U004216,P000735,商品详情相似推荐,recommend_v3,2025-02-23 05:14:09,0,0
RE000003329,U004594,P001168,商品详情相似推荐,rule_based,2025-09-21 21:56:08,0,0
RE000003330,U000633,P000953,首页猜你喜欢,popular,2026-03-17 18:50:32,0,0
RE000003331,U002308,P001201,会员频道,recommend_v4,2026-05-13 04:44:38,0,0
RE000003332,U004910,P001213,搜索联想,recommend_v3,2025-12-27 03:09:35,0,0
RE000003333,U003691,P000277,购物车凑单,recommend_v4,2025-03-20 16:46:02,0,0
RE000003334,U000938,P001490,购物车凑单,rule_based,2025-12-27 21:40:55,0,0
RE000003335,U003994,P000539,商品详情相似推荐,recommend_v4,2025-09-11 08:45:43,0,0
RE000003336,U001324,P001183,会员频道,recommend_v4,2025-04-16 21:31:33,0,0
RE000003337,U000834,P001377,搜索联想,recommend_v4,2026-08-19 17:40:51,0,0
RE000003338,U004515,P000963,购物车凑单,recommend_v4,2025-08-19 00:08:45,0,0
RE000003339,U001768,P001069,搜索联想,recommend_v3,2026-04-22 13:38:17,0,0
RE000003340,U002746,P000785,会员频道,popular,2025-11-16 04:58:10,0,0
RE000003341,U001240,P000557,搜索联想,recommend_v3,2025-05-18 12:37:36,0,0
RE000003342,U003060,P000236,会员频道,recommend_v4,2026-06-06 03:48:17,0,0
RE000003343,U001814,P000207,会员频道,recommend_v4,2026-02-06 15:56:06,0,0
RE000003344,U003911,P001236,首页猜你喜欢,recommend_v3,2025-07-13 08:01:14,0,0
RE000003345,U000655,P001287,搜索联想,recommend_v4,2025-08-31 02:54:18,0,0
RE000003346,U003635,P000203,商品详情相似推荐,popular,2025-11-21 03:14:23,0,0
RE000003347,U003713,P000830,商品详情相似推荐,recommend_v3,2025-12-01 10:20:45,0,0
RE000003348,U000593,P000701,首页猜你喜欢,popular,2025-09-03 04:39:28,1,0
RE000003349,U001123,P000373,购物车凑单,recommend_v3,2025-06-16 05:04:38,0,0
RE000003350,U000490,P001289,首页猜你喜欢,recommend_v4,2026-05-14 07:49:54,0,0
RE000003351,U004617,P000603,会员频道,rule_based,2025-05-26 01:44:06,0,0
RE000003352,U003791,P001223,购物车凑单,recommend_v4,2026-05-13 15:36:13,0,0
RE000003353,U001450,P000630,搜索联想,rule_based,2025-01-02 04:12:43,0,0
RE000003354,U001238,P000735,首页猜你喜欢,recommend_v3,2026-07-09 21:30:16,0,0
RE000003355,U000034,P000381,首页猜你喜欢,recommend_v4,2025-05-06 06:52:36,0,0
RE000003356,U004480,P000399,搜索联想,recommend_v3,2026-04-09 14:24:24,0,0
RE000003357,U001922,P000346,购物车凑单,recommend_v4,2026-05-16 02:57:42,0,0
RE000003358,U000246,P001390,购物车凑单,rule_based,2025-03-11 17:30:39,0,0
RE000003359,U003500,P000589,购物车凑单,recommend_v4,2025-09-11 05:15:55,0,0
RE000003360,U003032,P000864,会员频道,recommend_v4,2026-05-02 17:17:30,1,0
RE000003361,U004365,P000045,首页猜你喜欢,recommend_v3,2025-10-26 20:27:40,0,0
RE000003362,U002167,P001398,会员频道,recommend_v4,2025-10-14 09:21:19,0,0
RE000003363,U001417,P000892,商品详情相似推荐,recommend_v3,2026-01-24 07:40:59,0,0
RE000003364,U003885,P000518,搜索联想,recommend_v3,2026-07-15 21:33:17,0,0
RE000003365,U003150,P001101,购物车凑单,recommend_v4,2026-05-01 20:11:56,0,0
RE000003366,U003119,P000541,商品详情相似推荐,recommend_v3,2025-03-15 20:32:56,0,0
RE000003367,U001264,P000368,搜索联想,recommend_v4,2026-04-11 14:13:20,0,0
RE000003368,U000336,P000300,购物车凑单,recommend_v3,2026-02-06 09:53:21,0,0
RE000003369,U003769,P001232,搜索联想,recommend_v3,2025-11-13 22:26:49,0,0
RE000003370,U004487,P000059,会员频道,recommend_v4,2026-02-22 07:58:26,0,0
RE000003371,U000044,P000199,商品详情相似推荐,popular,2025-06-19 20:31:15,0,0
RE000003372,U003186,P000674,商品详情相似推荐,recommend_v4,2025-07-12 05:32:19,0,0
RE000003373,U001443,P000052,搜索联想,rule_based,2025-12-26 23:17:43,0,0
RE000003374,U002719,P000738,商品详情相似推荐,popular,2025-05-12 07:58:23,0,0
RE000003375,U000943,P000456,首页猜你喜欢,recommend_v4,2026-02-23 03:18:45,0,0
RE000003376,U002175,P000470,商品详情相似推荐,recommend_v3,2025-05-28 22:41:21,0,0
RE000003377,U002817,P001397,搜索联想,recommend_v3,2026-02-21 05:52:19,0,0
RE000003378,U004380,P001043,会员频道,recommend_v4,2025-08-21 16:44:56,1,0
RE000003379,U000904,P000504,商品详情相似推荐,recommend_v4,2025-04-30 01:26:10,0,0
RE000003380,U003112,P000477,会员频道,recommend_v4,2026-04-13 13:20:27,0,0
RE000003381,U001108,P001246,首页猜你喜欢,recommend_v3,2025-07-06 00:10:50,0,0
RE000003382,U003268,P001411,会员频道,recommend_v4,2025-04-18 19:42:15,0,0
RE000003383,U000514,P001041,购物车凑单,recommend_v4,2025-01-07 09:26:59,0,0
RE000003384,U003035,P001041,首页猜你喜欢,recommend_v4,2026-04-10 20:26:07,0,0
RE000003385,U003594,P001372,会员频道,recommend_v4,2025-09-27 00:22:14,0,0
RE000003386,U001081,P001008,商品详情相似推荐,recommend_v3,2025-10-16 17:07:36,1,0
RE000003387,U001343,P000965,搜索联想,recommend_v4,2025-11-20 18:56:00,0,0
RE000003388,U002389,P000303,搜索联想,recommend_v3,2026-03-11 16:13:23,0,0
RE000003389,U000678,P000687,会员频道,recommend_v4,2025-01-08 08:42:11,0,0
RE000003390,U001656,P000531,首页猜你喜欢,recommend_v3,2025-01-09 09:16:06,0,0
RE000003391,U002165,P000842,会员频道,recommend_v3,2026-03-06 12:32:52,0,0
RE000003392,U000197,P000783,购物车凑单,recommend_v3,2025-11-10 07:34:44,0,0
RE000003393,U001098,P001490,商品详情相似推荐,rule_based,2025-08-26 18:19:17,0,0
RE000003394,U003016,P000039,会员频道,recommend_v4,2025-11-20 17:12:59,0,0
RE000003395,U003208,P000917,商品详情相似推荐,recommend_v3,2026-05-11 11:59:23,0,0
RE000003396,U004414,P000262,首页猜你喜欢,recommend_v4,2025-10-28 00:29:55,0,0
RE000003397,U003366,P000430,商品详情相似推荐,rule_based,2025-07-09 18:52:05,1,0
RE000003398,U001078,P000839,会员频道,recommend_v3,2026-04-18 14:02:02,0,0
RE000003399,U000848,P000262,商品详情相似推荐,recommend_v4,2026-05-19 09:55:46,0,0
RE000003400,U001219,P001113,购物车凑单,recommend_v3,2025-02-16 09:04:10,0,0
RE000003401,U001772,P000178,首页猜你喜欢,popular,2026-05-10 11:01:13,0,0
RE000003402,U001700,P000864,商品详情相似推荐,recommend_v4,2025-02-21 08:11:10,0,0
RE000003403,U004770,P000761,商品详情相似推荐,popular,2026-02-05 13:45:53,1,0
RE000003404,U003927,P000609,首页猜你喜欢,recommend_v3,2025-11-02 10:16:54,0,0
RE000003405,U000734,P000313,购物车凑单,rule_based,2025-09-26 23:26:46,0,0
RE000003406,U003128,P000926,会员频道,recommend_v3,2025-05-28 05:48:34,0,0
RE000003407,U003399,P001095,商品详情相似推荐,popular,2025-11-18 22:07:05,0,0
RE000003408,U004685,P000326,商品详情相似推荐,recommend_v4,2025-09-21 18:38:03,0,0
RE000003409,U000559,P001451,商品详情相似推荐,popular,2026-08-08 19:53:20,0,0
RE000003410,U002721,P000041,搜索联想,recommend_v3,2025-10-30 13:41:11,0,0
RE000003411,U000485,P000400,搜索联想,recommend_v4,2025-04-13 19:48:36,0,0
RE000003412,U003150,P000867,搜索联想,recommend_v3,2026-05-31 21:52:24,0,0
RE000003413,U003154,P000571,购物车凑单,recommend_v4,2026-07-25 18:09:29,0,0
RE000003414,U002242,P000047,购物车凑单,recommend_v4,2026-04-30 01:40:20,0,0
RE000003415,U004488,P001415,会员频道,recommend_v4,2026-07-31 21:33:09,1,0
RE000003416,U001290,P001313,首页猜你喜欢,recommend_v3,2026-07-14 16:07:55,0,0
RE000003417,U004948,P001090,搜索联想,recommend_v3,2025-03-27 04:38:00,0,0
RE000003418,U002587,P000541,首页猜你喜欢,recommend_v3,2025-03-04 21:09:33,1,0
RE000003419,U004884,P000711,搜索联想,recommend_v4,2025-10-13 05:09:13,1,0
RE000003420,U003224,P000414,商品详情相似推荐,recommend_v4,2025-01-03 10:57:06,0,0
RE000003421,U004918,P000460,商品详情相似推荐,recommend_v4,2025-12-18 19:24:09,0,0
RE000003422,U001765,P000632,会员频道,recommend_v3,2026-02-22 18:47:59,0,0
RE000003423,U002079,P001125,首页猜你喜欢,rule_based,2025-02-04 15:47:39,0,0
RE000003424,U004944,P000554,会员频道,recommend_v4,2025-03-25 14:08:13,0,0
RE000003425,U000949,P000622,首页猜你喜欢,popular,2026-05-21 07:17:22,0,0
RE000003426,U003275,P001189,搜索联想,popular,2025-12-08 01:51:14,0,0
RE000003427,U003232,P000027,购物车凑单,recommend_v4,2025-03-13 18:16:36,0,0
RE000003428,U004064,P000415,搜索联想,recommend_v3,2025-06-11 21:51:17,0,0
RE000003429,U003386,P000660,搜索联想,rule_based,2025-05-23 23:00:11,0,0
RE000003430,U001910,P001131,商品详情相似推荐,recommend_v4,2025-03-15 09:09:08,0,0
RE000003431,U003466,P000115,购物车凑单,popular,2025-03-27 19:15:58,0,0
RE000003432,U002901,P000114,首页猜你喜欢,rule_based,2025-06-04 14:28:45,0,0
RE000003433,U002416,P000912,会员频道,recommend_v4,2025-02-02 19:29:18,0,0
RE000003434,U000925,P001446,购物车凑单,recommend_v3,2026-08-08 11:22:59,0,0
RE000003435,U000017,P001398,首页猜你喜欢,rule_based,2026-08-07 02:22:00,0,0
RE000003436,U000462,P001155,首页猜你喜欢,recommend_v3,2026-04-24 15:02:21,0,0
RE000003437,U000558,P001230,会员频道,rule_based,2026-03-27 08:37:01,0,0
RE000003438,U001555,P001468,商品详情相似推荐,recommend_v4,2026-03-07 03:22:05,0,0
RE000003439,U003613,P000008,首页猜你喜欢,recommend_v3,2025-06-07 03:01:13,0,0
RE000003440,U000668,P001324,商品详情相似推荐,rule_based,2026-03-21 11:45:28,0,0
RE000003441,U001907,P001443,搜索联想,recommend_v4,2025-04-26 20:59:06,0,0
RE000003442,U000366,P000168,购物车凑单,recommend_v3,2026-07-30 12:47:51,0,0
RE000003443,U003559,P000481,首页猜你喜欢,recommend_v4,2025-02-18 10:54:47,0,0
RE000003444,U004247,P001027,商品详情相似推荐,recommend_v3,2025-09-16 10:27:29,0,0
RE000003445,U004866,P000888,搜索联想,recommend_v3,2026-07-14 07:23:40,0,0
RE000003446,U004183,P000218,搜索联想,recommend_v3,2026-06-12 17:54:46,0,0
RE000003447,U001972,P000887,商品详情相似推荐,rule_based,2026-06-01 19:25:11,0,0
RE000003448,U004993,P000443,商品详情相似推荐,recommend_v3,2025-05-18 10:54:45,0,0
RE000003449,U001143,P000412,搜索联想,recommend_v4,2026-03-28 12:27:18,0,0
RE000003450,U003737,P000755,首页猜你喜欢,recommend_v3,2025-01-16 08:31:52,0,0
RE000003451,U003266,P000788,搜索联想,recommend_v4,2025-02-16 07:43:58,0,0
RE000003452,U003945,P000064,会员频道,recommend_v3,2026-03-26 04:05:23,0,0
RE000003453,U002445,P000677,首页猜你喜欢,recommend_v3,2026-08-16 08:25:34,0,0
RE000003454,U001269,P000477,商品详情相似推荐,recommend_v3,2025-03-05 03:12:54,0,0
RE000003455,U002776,P001150,搜索联想,rule_based,2025-09-29 10:11:11,0,0
RE000003456,U003886,P001152,购物车凑单,recommend_v3,2025-04-08 00:36:10,0,0
RE000003457,U004659,P001041,商品详情相似推荐,recommend_v4,2026-01-09 01:34:50,0,0
RE000003458,U000039,P000611,搜索联想,popular,2025-03-12 04:19:24,0,0
RE000003459,U001993,P000934,会员频道,rule_based,2025-06-13 09:50:43,0,0
RE000003460,U003573,P001326,商品详情相似推荐,rule_based,2026-04-23 15:17:09,1,0
RE000003461,U003724,P000078,购物车凑单,rule_based,2026-03-09 16:05:23,0,0
RE000003462,U000658,P001407,搜索联想,recommend_v3,2025-07-16 00:42:55,0,0
RE000003463,U001925,P000183,首页猜你喜欢,recommend_v3,2026-06-23 19:03:52,1,0
RE000003464,U001343,P000867,会员频道,recommend_v4,2025-07-29 06:28:42,0,0
RE000003465,U001021,P001336,搜索联想,recommend_v3,2025-05-31 16:34:05,0,0
RE000003466,U003784,P001203,购物车凑单,recommend_v3,2025-12-30 19:29:43,0,0
RE000003467,U001518,P000609,搜索联想,rule_based,2025-05-06 04:42:53,0,0
RE000003468,U003039,P000527,首页猜你喜欢,recommend_v3,2025-07-26 07:06:55,0,0
RE000003469,U004275,P000360,首页猜你喜欢,recommend_v3,2026-05-24 13:50:06,0,0
RE000003470,U000933,P000875,搜索联想,recommend_v4,2026-01-16 23:26:47,0,0
RE000003471,U001371,P000063,首页猜你喜欢,recommend_v4,2025-05-20 13:57:07,1,0
